Posting Date,Canceled,Customer/Vendor Code,Customer/Vendor Name,Customer/Vendor Ref. No.,Item No.,Item/Service Description,Quantity,UoM Code,Price,Row Total
12.11.2022,N,UVL0002,LI CHUAN FOOD PRODUCTS PTE LTD,1469863,OBA006,OTHER- FISH BALL L 65pcs +/- 1kg/pkt,50,Manual,4,200
12.11.2022,N,UVL0002,LI CHUAN FOOD PRODUCTS PTE LTD,1469863,OMR002,OTHER- CHICKEN BALL 50PCS/PKT,15,Manual,5,75
12.11.2022,N,UVT0005,TOWSENLY FOOD ENTERPRISE,957244,MPL001,MUTTON PLUCK / MUTTON LIVER,24.58,Manual,4.8,117.98
12.11.2022,N,UVT0004,TIONG LIAN FOOD PTE LTD,22-022491,PHES02,PORK- PIG MASK WITH MEAT - BIG (TL / JMS) 5PCS/CTNS,50,Manual,3.5,175
12.11.2022,N,UVJ0018,JB FROZEN FOOD PTE LTD,22/55787,PSHO03,PORK SHOULDER (SULINA) 18kg/ctn,"1,800.00",Manual,3.3,"5,940.00"
12.11.2022,N,UVC0011,CHIP HONG FARM PRODUCT,2211/05833,PLIV03,PORK LIVER (HK SCAN) 10kg/ctn,"1,600.00",Manual,2.3,"3,680.00"
12.11.2022,N,UVK0002,KOH SEE LONG FOOD PTE LTD,2212174,MTU007,MUTTON- SHEEP HEAD (BRAIN & TONGUE),12.65,Manual,8.8,111.32
12.11.2022,N,UVK0002,KOH SEE LONG FOOD PTE LTD,2212174,MTU007,MUTTON- SHEEP HEAD (BRAIN & TONGUE),2.1,Manual,8.8,18.48
12.11.2022,N,UVG0016,GOLD HOG SUPPLY PTE LTD,125702,BOM002,BEEF OMASUM (AFFCO),23.34,Manual,8,186.72
12.11.2022,N,UVC0001,CASH SUPPLIER (NON-GST),68794,PIGB02,PORK- PIG BRAIN (PCS) 3PCS/BOX,104,Manual,0.7,72.8
12.11.2022,N,UVT0006,THE SEAFOOD COMPANY PTE LTD,292311,FSF0010-04,FISH- SUTCHI CUBE 25-35GM 6kg/ctn (TWIN) DL 478,100,Manual,19,"1,900.00"
12.11.2022,N,UVA0019,AMAX FOODS PTE LTD,816354,PSHO03,PORK SHOULDER (SULINA) 18kg/ctn,"1,800.00",Manual,3.4,"6,120.00"
12.11.2022,N,UVA0019,AMAX FOODS PTE LTD,816354,BFT004,BEEF FLEXOR TENDON HIND (QUALITY BEEF-BRAZIL),819.03,Manual,7.8,"6,388.43"
12.11.2022,N,UVA0019,AMAX FOODS PTE LTD,816354,CFIL04,CHICKEN FILLET (ALLIZ) 6X2kg,24,Manual,4.4,105.6
12.11.2022,N,UVE0001,EASTERN HARVEST FOODS (S) PTE LTD,22K08761,SPH004,SEAFOOD- PRAWN HEAD/SHELL (VANNAMEI) 10x1kg/pkt,100,Manual,1.6,160
12.11.2022,N,UVE0001,EASTERN HARVEST FOODS (S) PTE LTD,22K08760,FSA001,FISH- SABA FISH 400-600gm 20kg/ctn,20,Manual,3.8,76
12.11.2022,N,UVQ0005,QUALITY MEAT PTE LTD,22-038479,CMIJ09,CHICKEN- MID JOINT FRANGOSUL 12X1KG/CTNS,600,Manual,2,"1,200.00"
12.11.2022,N,UVB0024,BRF GLOBAL GMBH,0671066E22-A,CGIZ03,CHICKEN GIZZARD PERDIGAO/ALLIZ 12 X 1KG,"5,988.00",Manual,2.5,"14,970.00"
12.11.2022,N,UVB0024,BRF GLOBAL GMBH,0671066E22-A,CWHO01,CHICKEN- WHOLE CHICKEN 1100gm (PERDIAO) 11kg/ctn,"10,395.00",Manual,3.8,"39,501.00"
12.11.2022,N,UVB0024,BRF GLOBAL GMBH,0671066E22-A,CSPR04,CHICKEN- SPRING CHICKEN 900gm (PD) 10.80kg/ctn,994,Manual,46.51,"46,224.94"
12.11.2022,N,UVT0033,TIONG HIN FISH MERCHANT CO,68804,FSB002-03,FISH- FRESH SEABASS 500-600GM,2.6,Manual,6.7,17.42
12.11.2022,N,UVT0033,TIONG HIN FISH MERCHANT CO,68804,FSB002-03,FISH- FRESH SEABASS 500-600GM,5.1,Manual,6.7,34.17
12.11.2022,N,UVT0033,TIONG HIN FISH MERCHANT CO,68804,FSB002-01,FISH- FRESH SEABASS 600-700GM,6.4,Manual,6.6,42.24
12.11.2022,N,UVT0033,TIONG HIN FISH MERCHANT CO,68804,FSB002-02-02,FISH- FRESH SEABASS 800-900GM,240,Manual,6.68,"1,604.00"
12.11.2022,N,UVS0046,STS SEAFOOD DIRECT PTE LTD,22/17057,FCS001-02,FISH- SASHIMI SALMON CUT 230-250GM,2.64,Manual,50,132
12.11.2022,N,USVS0018,SINGYI F&B PTE LTD,SY1-007396,OYR001,OTHER- FRIED YAM RING 230gm,5,Manual,3.8,19
12.11.2022,N,USVS0018,SINGYI F&B PTE LTD,SY1-007396,OPN001,OTHER- PRAWN NUTS 1kg/pkt,1,Manual,12.3,12.3
12.11.2022,N,USVA0003,ANG KEE COLD STORE PTE LTD,9210029310,,TILAPIA FILLET  10KG  10 PAL   12.11.22  TO  11.12.22,0,,500,500
12.11.2022,N,USVA0003,ANG KEE COLD STORE PTE LTD,9210029310,,SANDERSON CHIX LEG QUARTER  15KG  17 PAL   12.11.22  TO  11.12.22,0,,850,850
13.11.2022,N,UVT0033,TIONG HIN FISH MERCHANT CO,68781,FSB002-03,FISH- FRESH SEABASS 500-600GM,10.3,Manual,6.7,69.01
13.11.2022,N,UVT0033,TIONG HIN FISH MERCHANT CO,68781,FSB002-03,FISH- FRESH SEABASS 500-600GM,15.4,Manual,6.7,103.18
13.11.2022,N,UVT0033,TIONG HIN FISH MERCHANT CO,68781,FSB002-03,FISH- FRESH SEABASS 500-600GM,14.9,Manual,6.7,99.83
13.11.2022,N,UVC0025,CHEE SONG FOODS PTE LTD,61879,BMI005,BEEF- MINCED BEEF (SADIA) 300GM X 20PKT,200,Manual,2.34,468
13.11.2022,N,UVC0025,CHEE SONG FOODS PTE LTD,61879,BKN003,BEEF KNUCKLE CUBE (SADIA) 500GM X20PKT,100,Manual,5.88,588
13.11.2022,N,UVC0025,CHEE SONG FOODS PTE LTD,61879,BSP003,BEEF SHORT PLATE BONELESS (USA-IBP),157.35,Manual,10.5,"1,652.18"
13.11.2022,N,UVN0003,NGUAN FOOD TRADING PTE LTD,22/01523,CWHL09,CHICKEN- WHOLE LEG (AURORA) 15kg/ctn,60,Manual,37.5,"2,250.00"
13.11.2022,N,UVM0001,MUA HIN POULTRY FARM PTE LTD,1556313,CWHL03,CHICKEN- WHOLE LEG (SEARA/LAR) 15kg/ctn,120,Manual,37.5,"4,500.00"
13.11.2022,N,UVT0021,T&L INDUSTRIES PTE LTD,108143,FSB002-03,FISH- FRESH SEABASS 500-600GM,1.2,Manual,8,9.6
13.11.2022,N,UVT0021,T&L INDUSTRIES PTE LTD,108143,FRS005,FISH- RED SNAPPER FISH,1.6,Manual,16,25.6
13.11.2022,N,UVT0021,T&L INDUSTRIES PTE LTD,108143,FGR004,FISH- FRESH FLOWER GROUPER,4.8,Manual,9.5,45.6
13.11.2022,N,USVJ0001,JOAQUIM FLORIST & GIFTS PTE LTD,1025917,,"ONE FLORAL ARRANGEMENT W/BOX, PLUS DELIVERY CHARGES",0,,70,70
13.11.2022,N,USVA0003,ANG KEE COLD STORE PTE LTD,9210029316,,OLYMEL PORK HOCK  15KG  33 PAL   13.11.22  TO  12.12.22,0,,"1,649.97","1,650.00"
14.11.2022,N,UVT0006,THE SEAFOOD COMPANY PTE LTD,292688,FSF0010-04,FISH- SUTCHI CUBE 25-35GM 6kg/ctn (TWIN) DL 478,100,Manual,19,"1,900.00"
14.11.2022,N,UVT0006,THE SEAFOOD COMPANY PTE LTD,292613,SCR001-01,SEAFOOD- CRAB MEAT 500gmX24pkt,72,Manual,5.8,417.3
14.11.2022,N,UVT0006,THE SEAFOOD COMPANY PTE LTD,292613,SVA008,SEAFOOD- VANNAMEI HOSO 41/50 6x2KG/PKT,768,Manual,7.1,"5,452.80"
14.11.2022,N,UVG0016,GOLD HOG SUPPLY PTE LTD,125840,MPL001,MUTTON PLUCK / MUTTON LIVER,127.18,Manual,4.6,585.03
14.11.2022,N,UVG0016,GOLD HOG SUPPLY PTE LTD,125840,BOM002,BEEF OMASUM (AFFCO),221.04,Manual,8,"1,768.32"
14.11.2022,N,UVA0001,ANGLISS SINGAPORE PTE LTD,009368A,DUCK15-03,DUCK- DUCK LIVER PRE SLICED 50GM/PCS,3.07,Manual,95.07,291.84
14.11.2022,N,UVE0001,EASTERN HARVEST FOODS (S) PTE LTD,22K09771,FCU002,FISH- BABY CUTTLEFISH 40-60 12X1KG/CTNS,120,Manual,8.5,"1,020.00"
14.11.2022,N,UVT0004,TIONG LIAN FOOD PTE LTD,22-022572,PHES02,PORK- PIG MASK WITH MEAT - BIG (TL / JMS) 5PCS/CTNS,100,Manual,3.5,350
14.11.2022,N,UVT0004,TIONG LIAN FOOD PTE LTD,22-022572,PLOR01-06,PORK LOIN RIB (SEARA) 10KG,520,Manual,5,"2,600.00"
14.11.2022,N,UVS0008,COUNTRY FOODS PTE LTD,1263773,CMIJ04,CHICKEN- MID JOINT 30gm (FIRST PRIDE) 1kgX12pkt,240,Manual,4.9,"1,176.00"
14.11.2022,N,UVS0008,COUNTRY FOODS PTE LTD,1263773,CWIN02-07,CHICKEN WING 90-110gm (FIRST PRIDE) 12X1pkt,600,Manual,3.9,"2,340.00"
14.11.2022,N,UVC0025,CHEE SONG FOODS PTE LTD,62284,CMIN03,CHICKEN- MINCED CHICKEN (SADIA) 300GM X 20PKT,200,Manual,1.75,350
14.11.2022,N,UVC0025,CHEE SONG FOODS PTE LTD,62284,BMI005,BEEF- MINCED BEEF (SADIA) 300GM X 20PKT,200,Manual,2.34,468
14.11.2022,N,UVC0025,CHEE SONG FOODS PTE LTD,62284,BSF001,BEEF- BEEF STIR FRY  (SADIA) 200GM X 20PKT,200,Manual,2.34,468
14.11.2022,N,UVC0025,CHEE SONG FOODS PTE LTD,62284,BKN004,BEEF KNUCKLE CUBE 500GM/PKT [HALAL],200,Manual,5.88,"1,176.00"
14.11.2022,N,UVS0008,COUNTRY FOODS PTE LTD,1236772,BOM001-02,BEEF OMASUM (SILVERFERN-AUST) 20KG/CTNS,400,Manual,7.6,"3,040.00"
14.11.2022,N,UVL0027,LIAN HE FA FOOD MANUFACTURING SDN BHD,A11080,FCU001,FISH- CUTTLEFISH 5kg/pkt,40,Manual,5.1,204
14.11.2022,N,UVS0005,SONG FISH DEALER PTE LTD,22112799,FBA006-01,FISH- BATANG STEAK 3-5 5KGX2PKT,100,Manual,6.5,650
14.11.2022,N,UVS0005,SONG FISH DEALER PTE LTD,22112799,FRG004,FISH- RED GORLY 6-8pcs 2kgX5pkt,100,Manual,2.8,280
14.11.2022,N,UVS0005,SONG FISH DEALER PTE LTD,22112799,FLE003,FISH- LEATHER JACKET 300-400gm 10kg/ctn,10,Manual,7.5,75
14.11.2022,N,UVS0008,COUNTRY FOODS PTE LTD,1236594,OHD004,OTHER- HOT DOG 340gm (SADIA) 24pkt/ctn,"1,200.00",Manual,1,"1,200.00"
14.11.2022,N,UVS0008,COUNTRY FOODS PTE LTD,1236722,OPO021-06,OTHER- GRILLED CHICKEN TENDER 18X400GM/CTNS,90,Manual,3.95,355.5
14.11.2022,N,UVS0008,COUNTRY FOODS PTE LTD,1236722,OKA002,OTHER- CHICKEN KARAAGE 18X400GM/CTNS,90,Manual,4.2,378
14.11.2022,N,UVK0018,KIDA FOOD TRADING PTE LTD,133257,FTN002,FISH- FRESH TUNA (INDONESIA MAGURO),8.45,Manual,22,185.9
14.11.2022,N,UVS0002,SEAWAVES FROZEN FOOD PTE LTD,482027,SOT001,SEAFOOD- SOTONG BALL 36's (SEAWAVES) 12x780gm/pkt,120,Manual,8.3,996
14.11.2022,N,UVI0005,INTEROCEAN FOODS PTE LTD,22-18374,BKN001-02,BEEF KNUCKLE (QUALITY BEEF/GJ/MINERVA-BRAZIL),"1,029.54",Manual,7.8,"8,030.37"
14.11.2022,Y,UVI0007,INTERNATIONAL FOODS PTE LTD,22-18375A,CWIN06-04,ChICKEN WING STICK(SEARA) 12x1KG/CTNS,183,Manual,3.1,567.3
14.11.2022,Y,UVI0007,INTERNATIONAL FOODS PTE LTD,22-18375A,CWIN06-07,CHICKEN WING STICK (AURORA) 1kgX12pkt,873,Manual,3.1,"2,706.30"
14.11.2022,Y,UVO0004,OJJ FOODS PTE LTD,22195160,PLOI10,PORK LOIN MINCED / TRIMMING,800,Manual,2.5,"2,000.00"
14.11.2022,Y,UVO0004,OJJ FOODS PTE LTD,22195160,PTRI02,PORK TRIMMING FRESH,200,Manual,3,600
14.11.2022,C,UVO0004,OJJ FOODS PTE LTD,22195160,PLOI10,PORK LOIN MINCED / TRIMMING,800,Manual,2.5,"2,000.00"
14.11.2022,C,UVO0004,OJJ FOODS PTE LTD,22195160,PTRI02,PORK TRIMMING FRESH,200,Manual,3,600
14.11.2022,N,UVA0019,AMAX FOODS PTE LTD,816356,MTU001,MUTTON TRUNK 27.20kg/ctn,272.2,Manual,10.19,"2,774.40"
14.11.2022,N,UVT0021,T&L INDUSTRIES PTE LTD,108215,FSB002-03,FISH- FRESH SEABASS 500-600GM,1.9,Manual,8,15.2
14.11.2022,N,UVT0021,T&L INDUSTRIES PTE LTD,108215,FRS001-05,FISH- RED SNAPPER FISH HEAD FROZEN 5nos/ctns,2,Manual,17,34
14.11.2022,N,USVM0011,MEXES CORPORATE SERVICES PTE LTD,MCS22LO31,,GST REPORTING FOR JUL TO OCT 22 & RECONCILIATION OF GST ACCOUNTS,0,,200,200
14.11.2022,N,UVI0005,INTEROCEAN FOODS PTE LTD,22-18375,CWIN06-04,ChICKEN WING STICK(SEARA) 12x1KG/CTNS,183,Manual,3.1,567.3
14.11.2022,N,UVI0005,INTEROCEAN FOODS PTE LTD,22-18375,CWIN06-07,CHICKEN WING STICK (AURORA) 1kgX12pkt,873,Manual,3.1,"2,706.30"
14.11.2022,C,UVI0007,INTERNATIONAL FOODS PTE LTD,22-18375A,CWIN06-04,ChICKEN WING STICK(SEARA) 12x1KG/CTNS,183,Manual,3.1,567.3
14.11.2022,C,UVI0007,INTERNATIONAL FOODS PTE LTD,22-18375A,CWIN06-07,CHICKEN WING STICK (AURORA) 1kgX12pkt,873,Manual,3.1,"2,706.30"
14.11.2022,N,USVS0002,SYNTECH CHEMICALS PTE LTD,22110023R,,REPAIR OF DISHMACHINE - REPLACE ONE UNIT SPRAY GUN,0,,94.98,95
14.11.2022,N,USVA0003,ANG KEE COLD STORE PTE LTD,9210029319,,SHRIMP 16/20  10KG  3 PAL   14.11.22  TO  13.12.22,0,,149.97,150
14.11.2022,N,USVA0003,ANG KEE COLD STORE PTE LTD,9210029319,,SHRIMP 21/25  10KG  2 PAL   14.11.22  TO  13.12.22,0,,100,100
14.11.2022,N,USVA0003,ANG KEE COLD STORE PTE LTD,9210029319,,SHRIMP 31/40  10KG  8 PAL   14.11.22  TO  13.12.22,0,,400,400
14.11.2022,N,USVA0003,ANG KEE COLD STORE PTE LTD,9210029319,,SHRIMP 51/60  10KG  3 PAL   14.11.22  TO  13.12.22,0,,150,150
14.11.2022,N,USVA0003,ANG KEE COLD STORE PTE LTD,9210029319,,SULINA PORK SHOULDER  18KG  20 PAL   14.11.22  TO  13.12.22,0,,"1,000.00","1,000.00"
14.11.2022,N,USVA0003,ANG KEE COLD STORE PTE LTD,9210029319,,FAMADESA PORK RIBLETS  10KG 17 PAL   14.11.22  TO  13.12.22,0,,850,850
15.11.2022,N,UVT0033,TIONG HIN FISH MERCHANT CO,68832,FSB002-03,FISH- FRESH SEABASS 500-600GM,3,Manual,6.7,20.1
15.11.2022,N,UVT0033,TIONG HIN FISH MERCHANT CO,68832,FSB002-02-02,FISH- FRESH SEABASS 800-900GM,14,Manual,6.6,92.4
15.11.2022,Y,USVA0014,ASAP FREIGHT PRIVATE LIMITED,DN2220441,,LC10048 CONTAINER NO OERU4162821 ASAPSI220276 WAREHOUSE FRGES,0,,50.02,50
15.11.2022,C,USVA0014,ASAP FREIGHT PRIVATE LIMITED,DN2220441,,LC10048 CONTAINER NO OERU4162821 ASAPSI220276 WAREHOUSE FRGES,0,,50.02,50
15.11.2022,N,UVS0005,SONG FISH DEALER PTE LTD,22113095,FBA001-01,FISH- WHOLE BATANG 2-3 FRESH - CLEAN & GUTTER,600,Manual,5.7,"3,420.00"
15.11.2022,N,UVK0002,KOH SEE LONG FOOD PTE LTD,2212272,BFT006,BEEF PADDY WACK (QUALITY BEEF),24.01,Manual,3.2,76.83
15.11.2022,N,UVB0006,BEN FOODS (S) PTE LTD,102519244,OTS002,OTHER - PORK LUNCHEON MEAT 6X1.81KG/CAN (MIDLAND-SQUARE),60,Manual,8.5,510
15.11.2022,N,UVT0006,THE SEAFOOD COMPANY PTE LTD,293063,SCA007-02,SEAFOOD- BOILED SEA SCALLOP MEAT 80/100 10X1KG/CTNS,50,Manual,11.5,575
15.11.2022,N,UVT0004,TIONG LIAN FOOD PTE LTD,22-022666,PHES02,PORK- PIG MASK WITH MEAT - BIG (TL / JMS) 5PCS/CTNS,100,Manual,3.5,350
15.11.2022,N,UVA0001,ANGLISS SINGAPORE PTE LTD,9456,OOR006,OTHER- ONION RING (LAMB WESTERN/SIMPLOT-BABY STAR) 2lbX8pkt,160,Manual,5,800
15.11.2022,N,UVF0021,FARMFOOD TRADING PTE LTD,1019,OFC005,OTHER- THAI FISH CAKE FIGO 500gm/pkt x 20pkt/ctns,200,Manual,2.6,520
15.11.2022,N,UVF0021,FARMFOOD TRADING PTE LTD,1019,OAB002,OTHER- ABALONE SLICED 300gmX40pkt (TAIWAN),600,Manual,1.9,"1,140.00"
15.11.2022,N,UVO0004,OJJ FOODS PTE LTD,22195084,PTRI02,PORK TRIMMING FRESH,200,Manual,3,600
15.11.2022,N,UVO0004,OJJ FOODS PTE LTD,22195084,PSKI01,PORK SKIN 5kg/pkt,410,Manual,0.5,205
15.11.2022,N,UVC0014,COSS FOOD MARKETING PTE LTD,22110502,OCS001,OTHER- CHAR SIEW CUBE,100,Manual,2.75,275
15.11.2022,N,UVG0016,GOLD HOG SUPPLY PTE LTD,125969,MBL003,LAMB SHOULDER B/LESS OYSTER TUBED,131.62,Manual,16.5,"2,171.73"
15.11.2022,N,UVE0001,EASTERN HARVEST FOODS (S) PTE LTD,22K10551,SSR03,SEAFOOD- CALAMARI (180pcs/ctn) 10X1kg/ctn,25,Manual,9,225
15.11.2022,N,UVE0001,EASTERN HARVEST FOODS (S) PTE LTD,22K10551,SQU003-05,SEAFOOD- SQUID WHOLE ROUND (10INCH UP) 5kgX2 10kg/ctn,150,Manual,9.5,"1,425.00"
15.11.2022,N,UVT0023,TOP CHOICE FOOD (S) PTE LTD,2230812,ODU018,OTHER- RING RING ROLL/SOYBEAN ROLL 168GM X 15PKT,630,Manual,2.45,"1,543.50"
15.11.2022,N,UVS0008,COUNTRY FOODS PTE LTD,1237596,PBEL26-02,PORK BELLY VALUE PACK (KURO) 500gmX20pkt,60,Manual,4.9,294
15.11.2022,N,UVS0008,COUNTRY FOODS PTE LTD,1237589,OPR006,OTHER- PIZZA FUNGHI CHAMPIGNON 12X215GM,12,Manual,2.4,28.8
15.11.2022,N,UVS0008,COUNTRY FOODS PTE LTD,1237589,OPR007,OTHER- PIZZA MARGHERITA 12X210GM,12,Manual,2.3,27.6
15.11.2022,N,UVS0008,COUNTRY FOODS PTE LTD,1237589,OPR008,OTHER- PIZZA ROCKET & TOMATO 12X225GM,12,Manual,2.4,28.8
15.11.2022,N,UVS0008,COUNTRY FOODS PTE LTD,1237589,OPR009,OTHER- PIZZA TRUFFLE 12X215GM,12,Manual,2.6,31.2
15.11.2022,N,UVS0008,COUNTRY FOODS PTE LTD,1237589,OPO003,OTHER- CHICKEN BUFFALO WING 450gmX12pkt (FARMPRIDE),240,Manual,4.25,"1,020.00"
15.11.2022,N,UVS0008,COUNTRY FOODS PTE LTD,1237589,OFP004,OTHER- FISH PATTIES 32pcs (SAHIR)AAA 6pkt/ctn,90,Manual,7.5,675
15.11.2022,N,UVS0008,COUNTRY FOODS PTE LTD,1237589,CSLI08-03,CHICKEN SLICED SHABU SHABU 12X300gm/pkt BUTHER'S RIDGE,60,Manual,2.8,168
15.11.2022,N,UVS0008,COUNTRY FOODS PTE LTD,1237589,OPO004,OTHER- CHICKEN DRUMMETS BREADED HOT & SPICY 850gmX10pkt,50,Manual,5.85,292.5
15.11.2022,N,UVS0008,COUNTRY FOODS PTE LTD,1237588,PCOL02,PORK COLLAR (SULINA-3975) 12kg/ctn,660,Manual,4,"2,640.00"
15.11.2022,N,UVZ0003,ZUZEN FOOD PTE LTD,22110850,SCP001,SEAFOOD- CUTTLEFISH PASTE 1kg x 30pkt,100,Manual,5.9,590
15.11.2022,N,UVP0009,PARK FOOD MANUFACTURING PTE LTD,22111943,PBAL02,PORK BALL 120pcs 1kg/pkt,50,Manual,6.8,340
15.11.2022,N,UVP0009,PARK FOOD MANUFACTURING PTE LTD,22111943,PBAL04,PORK BALL WITH FILLING - ORIGINAL,3,Manual,10,30
15.11.2022,N,UVP0001,PAN OCEAN SINGAPORE PTE LTD,2281996,OFL001,OTHER- FROG LEG 10X1KG/CTNS,100,Manual,12,"1,200.00"
15.11.2022,N,UVS0058,SUNRISE FOOD PTE LTD,22/809433,RICE07,RICE- RICE 25KG,10,Manual,39.6,396
15.11.2022,Y,UVA0019,AMAX FOODS PTE LTD,816363A,MSS002,MUTTON- LAMB SHORT LOIN,"7,078.00",Manual,10,"70,780.00"
15.11.2022,Y,UVA0019,AMAX FOODS PTE LTD,816363A,PBEL05-21,PORK BELLY PAMPLONA (SINGLE-BRAZIL),945.49,Manual,4.7,"4,443.80"
15.11.2022,N,UVB0006,BEN FOODS (S) PTE LTD,102519505,OSR007,OTHER- COWHEAD ORIGINAL WRAPS 12PKT X 12PCS,12,Manual,2.5,30
15.11.2022,N,UVI0005,INTEROCEAN FOODS PTE LTD,22-18379,BKN001-02,BEEF KNUCKLE (QUALITY BEEF/GJ/MINERVA-BRAZIL),"2,036.95",Manual,7.8,"15,888.23"
15.11.2022,N,UVM0008,MEGA PACKERS ASSOCIATE PTE LTD,20679M,MFL003,MUTTON- LAMB FLAP BONE IN (KILDARE-AUST),831.76,Manual,7.95,"6,612.49"
15.11.2022,N,UVT0021,T&L INDUSTRIES PTE LTD,108304,CMIN01,CHICKEN- MINCED CHICKEN 2kgX5pkt,200,Manual,4.5,900
15.11.2022,N,UVA0019,AMAX FOODS PTE LTD,816363,PBEL05-21,PORK BELLY PAMPLONA (SINGLE-BRAZIL),945.49,Manual,4.7,"4,443.80"
15.11.2022,C,UVA0019,AMAX FOODS PTE LTD,816363A,MSS002,MUTTON- LAMB SHORT LOIN,"7,078.00",Manual,10,"70,780.00"
15.11.2022,C,UVA0019,AMAX FOODS PTE LTD,816363A,PBEL05-21,PORK BELLY PAMPLONA (SINGLE-BRAZIL),945.49,Manual,4.7,"4,443.80"
15.11.2022,N,UVC0001,CASH SUPPLIER (NON-GST),44409,BSH004,BEEF SHIN/SHANK (QUALITY BEEF-BRAZIL),265.51,Manual,5,"1,327.55"
15.11.2022,N,UVA0030,AH TECK (TNL),15112022,FSN003,FISH- FRESH TOMAN FILLET,5.9,Manual,10.2,60.18
15.11.2022,N,UVP0001,PAN OCEAN SINGAPORE PTE LTD,2282041,SCA007-03,SEAFOOD- BOILED SEA SCALLOP MEAT 120/150 10X1KG/CTNS,20,Manual,10.5,210
15.11.2022,N,USVB0003,BEST PETROL & DIESEL SUPPLY,INV2022/11/1084247,,SLC5302M PETROL 1/11-15/11/22,0,,165.85,165.84
15.11.2022,N,USVB0003,BEST PETROL & DIESEL SUPPLY,INV2022/11/1084247,,SML9053X PETROL 1/11-15/11/22,0,,149.69,149.69
15.11.2022,N,USVB0003,BEST PETROL & DIESEL SUPPLY,INV2022/11/1084247,,SML9754G PETROL 1/11-15/11/22,0,,161.27,161.27
15.11.2022,N,USVC0004,CHONG SENG PLASTICS PTE LTD,20225648,,"12 NOS HD(13"" + 8"") X 30"" (0.03MM)",0,,672,672
15.11.2022,N,USVC0004,CHONG SENG PLASTICS PTE LTD,20225648,,15 NOS BIG T/P BAG  15 BAGS X 1000PCS,0,,750,750
15.11.2022,N,USVC0004,CHONG SENG PLASTICS PTE LTD,20225648,,5 NOS XL SIZE GLOVE -ABT,0,,625,625
15.11.2022,N,USVH0011,HCG ENVIRONMENT PTE LTD,SI/22-005103,,NOV   22 REFUSE DISPOSAL,0,,"1,160.00","1,160.00"
15.11.2022,N,USVZ0001,Z.E. ENTERPRISE (S) PTE LTD,202211-42911,,1 NO RE-SHARPENING TREIF PUMA KNITE,0,,45.01,45
15.11.2022,N,USVA0003,ANG KEE COLD STORE PTE LTD,9210029328,,COMPAXCO PORK HUMEROUS BONE  10KG  6 PAL   15.11.22  TO  14.12.22,0,,300.04,300
16.11.2022,N,UVO0004,OJJ FOODS PTE LTD,22195160,PLOI10,PORK LOIN MINCED / TRIMMING,800,Manual,2.8,"2,240.00"
16.11.2022,N,UVO0004,OJJ FOODS PTE LTD,22195160,PTRI02,PORK TRIMMING FRESH,200,Manual,3,600
16.11.2022,N,UVL0032,LONG YUE TENG TRADING PTE LTD,6205,SCA007-01,SEAFOOD- BOILED SEA SCALLOP MEAT 100/120 500GM X 20PKT,36,Manual,8,288
16.11.2022,N,UVT0033,TIONG HIN FISH MERCHANT CO,68856,FSB002-03,FISH- FRESH SEABASS 500-600GM,5.8,Manual,6.7,38.86
16.11.2022,N,UVT0033,TIONG HIN FISH MERCHANT CO,68856,FSB002-03,FISH- FRESH SEABASS 500-600GM,10.4,Manual,6.7,69.68
16.11.2022,N,UVT0033,TIONG HIN FISH MERCHANT CO,68856,FSB002-03,FISH- FRESH SEABASS 500-600GM,120,Manual,6.78,814
16.11.2022,N,UVT0033,TIONG HIN FISH MERCHANT CO,68856,FSB002-06,FISH- FRESH SEABASS 800-900GM - BUTTERFLY @ BACK,89.5,Manual,6.81,609.65
16.11.2022,N,UVT0033,TIONG HIN FISH MERCHANT CO,68856,FSB002-02-02,FISH- FRESH SEABASS 800-900GM,15,Manual,6.6,99
16.11.2022,N,UVK0007,KENDO TRADING PTE LTD,1715969,DUCK03-02,DUCK- DUCK 3JOINT WING EDEN DUCK 12X1kg/ctn,10,Manual,3.2,32
16.11.2022,N,UVK0007,KENDO TRADING PTE LTD,1715969,DUCK20,DUCK BONE,10.1,Manual,0.9,9.09
16.11.2022,N,UVK0007,KENDO TRADING PTE LTD,1715969,DUCK13,DUCK GIZZARD,50.1,Manual,3.2,160.32
16.11.2022,N,UVK0007,KENDO TRADING PTE LTD,1715969,DUCK06,DUCK HEAD 5KG/PKT,10,Manual,2,20
16.11.2022,N,UVK0008,KEE SONG FOOD CORPORTION (S) PTE LTD,A0058748,CSBL01-02,CHICKEN- KAMPONG CHICKEN / FEATHERLESS PULLET,8.2,Manual,9,73.8
16.11.2022,N,UVK0008,KEE SONG FOOD CORPORTION (S) PTE LTD,A0058748,CWHL14,CHICKEN- WHOLE LEG 230-260GM (FRESH),12.3,Manual,9.5,116.85
16.11.2022,N,UVL0032,LONG YUE TENG TRADING PTE LTD,6206,FYC001,FISH- SMALL YELLOW CROAKER 12PKT/CTNS,12,Manual,5.5,66
16.11.2022,N,UVE0001,EASTERN HARVEST FOODS (S) PTE LTD,22K11380,FBP005,FISH- BLACK POMFRET 100-150gm 5kgX2pkt,100,Manual,4.5,450
16.11.2022,N,UVE0001,EASTERN HARVEST FOODS (S) PTE LTD,22K11380,SMU002-01,SEAFOOD- WHOLE MUSSEL 454gm X 10pkt/ctns,100,Manual,2.5,250
