No,Item No.,Item Description,Foreign Name,In Stock,Qty Ordered by Customers,Item Cost,Last Purchase Price,Last Purchase Date,Country of Origin,Inventory Value,Inventory Item,Item Group,Set G/L Accounts By
2973,SLB006,SEAFOOD- CRAY PRAWN 150-200,?? 150-200,0,0,0,16,31.03.2023,,0,Yes,SEAFOOD,Item Group
2974,SLB007,SEAFOOD- CRAY PRAWN 100-150 17KG/CTNS,?? 100-150,75,0,0,11.5,10.06.2023,,0,Yes,SEAFOOD,Item Group
2975,SLB008,SEAFOOD- SLIPPER LOBSTER 300UP 10kg/ctn,?? 300 UP,0,0,0,8.5,27.03.2023,,0,Yes,SEAFOOD,Item Group
2976,SLB009,SEAFOOD- SLIPPER LOBSTER 80-100GM/PCS,?? **PCS,0,0,0,33,18.02.2020,,0,Yes,SEAFOOD,Item Group
2977,SLB010,SEAFOOD- LOBSTER HEAD MEAT,,0,0,0,20,17.11.2021,,0,Yes,SEAFOOD,Item Group
2978,SLB011,SEAFOOD- LOBSTER BAMBOO WHOLE 150-200(INS),??,0,0,0,22,02.01.2020,,0,Yes,SEAFOOD,Item Group
2979,SLB012,SEAFOOD- LOBSTER BAMBOO TAIL 100-150GM/PCS,????,0,0,0,65,27.10.2020,,0,Yes,SEAFOOD,Item Group
2980,SLB012-02,SEAFOOD- LOBSTER TAIL 500GM/PKT,???,8,0,0,8.8,02.12.2021,,0,Yes,SEAFOOD,Item Group
2981,SLB013,SEAFOOD- LOBSTER BOSTON 200-300 10KG/CTNS,?? 200-300,0,0,0,23,09.02.2021,,0,Yes,SEAFOOD,Item Group
2982,SMU001,SEAFOOD- 1/2 SHELL GREEN MUSSEL 1KG/PKT,??/???  1KG,0,0,0,6,29.01.2022,,0,Yes,SEAFOOD,Item Group
2983,SMU001-01,SEAFOOD- 1/2 SHELL GREEN MUSSEL (SANFORD-NZ) 907gm/pkt,??/???  907gm,0,0,0,9.3,17.03.2021,,0,Yes,SEAFOOD,Item Group
2984,SMU001-02,SEAFOOD- CAPE TOWN 1/2 SHELL MUSSEL 60/80 (M) 800gm x 10pkt,??????? 60/80 (M) 800gm x 10pkt,0,0,0,5.48,22.11.2019,,0,Yes,SEAFOOD,Item Group
2985,SMU001-03,SEAFOOD- CAPE TOWN 1/2 SHELL MUSSEL 40/60 (L) 1KGx 10 pkt,??????????? 40/60 (L) 1KG x 10pkt,177,56,0,2.5,19.06.2023,,0,Yes,SEAFOOD,Item Group
2986,SMU001-04,SEAFOOD- 1/2 SHELL BLUE MUSSEL 907GM X 12PKT/CTNS,?????? 2LB,103,0,0,11.34,19.05.2023,,0,Yes,SEAFOOD,Item Group
2987,SMU002,SEAFOOD- WHOLE MUSSEL 5x1pkt/ctns,??? ?? / ??,0,0,0,4.5,07.01.2023,,0,Yes,SEAFOOD,Item Group
2988,SMU002-01,SEAFOOD- WHOLE MUSSEL 454gm X 10pkt/ctns,??? ?? / ??,86,2,0,2.5,03.06.2023,,0,Yes,SEAFOOD,Item Group
2989,SMU002-02,SEAFOOD- CAPE TOWN WHOLE SHELL MUSSEL 30/50 800gm x 8pkt,????????? 30/50 800gm x 8pkt,0,0,0,5.24,28.07.2022,,0,Yes,SEAFOOD,Item Group
2990,SMU003,SEAFOOD- FRESH MUSSEL,?? ??,0,0,0,3.8,30.09.2021,,0,Yes,SEAFOOD,Item Group
2991,SMU004,SEAFOOD- MUSSEL MEAT,???,0,0,0,4.5,18.07.2022,,0,Yes,SEAFOOD,Item Group
2992,SMU004-01,SEAFOOD- CAPE TOWN MUSSEL MEAT 100/200 800gm x 10pkt,?????? 100/200 800gm x 10pkt,0,0,0,6.28,31.12.2019,,0,Yes,SEAFOOD,Item Group
2993,SOAP-01,SOAP- WASHING DISH 5TUB/CTNS 5L,???? ???,0,0,0,0,,,0,Yes,SOAP,Item Group
2994,SOAP-02,SOAP- BLEACH CLEAN DISINFECTS 6TUB/CTNS 3.4L,???,0,0,0,0,,,0,Yes,SOAP,Item Group
2995,SOT001,SEAFOOD- SOTONG BALL 36's (SEAWAVES) 12x780gm/pkt,??? (??) 36's,107,37,0,8.6,13.06.2023,,0,Yes,SEAFOOD,Item Group
2996,SOT002,SEAFOOD- SOTONG BALL TASTY (1kg X 10pkt),??? TASTY,0,0,0,6.4,12.07.2019,,0,Yes,SEAFOOD,Item Group
2997,SOT003,SEAFOOD- CUTTLEFISH BALL 500gm/pkt,??? 500gm,0,0,0,3,20.03.2020,,0,Yes,SEAFOOD,Item Group
2998,SOT003-01,SEAFOOD- CUTTLEFISH BALL (FIGO) 400GMX30PKT/CTNS,??? (FIGO) 400gm,376,20,0,2.61,08.06.2023,,0,Yes,SEAFOOD,Item Group
2999,SOT004,SEAFOOD- CRAB BALL 1kg/pkt,,0,0,0,5.3,12.06.2017,,0,Yes,SEAFOOD,Item Group
3000,SOT005,SEAFOOD- CRAB BALL 50pcs x 10pkt (700gm+-),??? 50pcs,0,0,0,3.5,15.06.2023,,0,Yes,SEAFOOD,Item Group
3001,SOT006,SEAFOOD- SOTONG BALL DH (1kg X 10pkt),??? DH,0,0,0,6.4,19.11.2019,,0,Yes,SEAFOOD,Item Group
3002,SOYS01,SEAFOOD- SASHIMI OYSTER L 120PCS/CTNS,??? L 120PCS/CTNS,6,30,0,2.2,27.05.2023,,0,Yes,SEAFOOD,Item Group
3003,SOYS02,SEAFOOD- SASHIMI HALF SELL OYSTER MUROTSU L 6PCS/PKT,L ????? 6'S X 18PKT/CTNS,0,0,0,8.5,11.05.2023,,0,Yes,SEAFOOD,Item Group
3004,SOYS03,SEAFOOD- OYSTER WHOLE WITH SHELL JAPAN 120PCS/CTNS,????? 12'S X 10PKT/CTNS,108,48,0,1.58,01.06.2023,,0,Yes,SEAFOOD,Item Group
3005,SOYS03-02,SEAFOOD- OYSTER WHOLE WITH SHELL JAPAN M 144PCS/CTNS,????? 48'S/PKT X 3PKT / CTNS,"3,076.00",156,0,0.94,17.06.2023,,0,Yes,SEAFOOD,Item Group
3006,SOYS04,SEAFOOD- SASHIMI OYSTER HYOGO M (JAPAN),????? 48PCS/PKT,0,0,0,0.5,31.10.2019,,0,Yes,RICE,Item Group
3007,SOYS05,SEAFOOD- OYSTER L 1kgX10pkt,?,0,0,0,7,01.07.2014,,0,Yes,SEAFOOD,Item Group
3008,SOYS06,SEAFOOD- HALF SHELL OYSTER 144pcs,? ??,0,0,0,0.5,28.11.2020,,0,Yes,SEAFOOD,Item Group
3009,SOYS06-02,SEAFOOD- HALF SHELL OYSTER 8's x 10pkt/CTNS,? ?? 8's x 10pkt,0,0,0,1.7,04.05.2023,,0,Yes,SEAFOOD,Item Group
3010,SOYS07,SEAFOOD- OYSTER S 9-11g 10x1kg/ctns,? S 1kg/pkt,"6,636.00",0,0,5.36,05.10.2022,,0,Yes,SEAFOOD,Item Group
3011,SOYS08,SEAFOOD- OYSTER M 11-13g 10x1kg/ctns,? M 1kg/pkt,"10,055.00",0,0,5.57,05.10.2022,,0,Yes,SEAFOOD,Item Group
3012,SOYS09,SEAFOOD- OYSTER SS 7-9g 10x1kg/ctns,? SS 1kg/pkt,"1,144.00",29,0,6.5,18.10.2022,,0,Yes,SEAFOOD,Item Group
3013,SOYS10,SEAFOOD- OYSTER 5-7gUP (U CATCH) 10X1kg/pkt,? XS ???,0,0,0,4.29,20.08.2019,,0,Yes,SEAFOOD,Item Group
3014,SOYS11,SEAFOOD- OYSTER 10g-12g (U CATCH) 250GM/PKT,? 250GM/PKT,10,0,0,1.8,28.12.2022,,0,Yes,SEAFOOD,Item Group
3015,SOYS12,SEAFOOD- OYSTER 10g-12g (U CATCH) 1kg x 10pkt,,0,0,0,4.56,15.12.2021,,0,Yes,SEAFOOD,Item Group
3016,SOYS13,SEAFOOD- OYSTER WHOLE WITH SHELL JAPAN 140PCS/CTNS,????? L 140's,0,0,0,140,10.03.2023,,0,Yes,SEAFOOD,Item Group
3017,SOYS14,SEAFOOD- HALF SHELL CHEESE OYSTER 10PCS/PKT**10PKT/CTNS,?????,0,0,0,7.64,30.06.2021,,0,Yes,SEAFOOD,Item Group
3018,SPC001,SEAFOOD- SUGAR-CANE SHRIMP ROLL 250gm x 30pkt,??? 6pcs/pkt,0,0,0,2.9,25.07.2020,,0,Yes,SEAFOOD,Item Group
3019,SPC002,SEAFOOD- PRAWN PTO COOKED 454GM/PKT,IQF ???? 454GM,0,0,0,7.5,06.04.2021,,0,Yes,SEAFOOD,Item Group
3020,SPC002-02,SEAFOOD- PRAWN PND COOKED 41/50 10X1kg/pkt,?? ?? IQF 41/50  ?,0,0,0,11.69,08.03.2018,,0,Yes,SEAFOOD,Item Group
3021,SPC003,SEAFOOD- PRAWN PTO COOKED 51/60 (IQF) 10X1kg/pkt,?? IQF 51/60  ?,0,0,0,10.11,05.12.2017,,0,Yes,SEAFOOD,Item Group
3022,SPC003-02,SEAFOOD- PRAWN PND COOKED 51/60 10X1kg/pkt,?? ?? IQF 51/60  ?,0,0,0,11.05,26.03.2019,,0,Yes,SEAFOOD,Item Group
3023,SPC004,SEAFOOD- PRAWN MEAT COOKED 100/200 (IQF) 10X1kg/pkt,?? 100-200 IQF  ?,0,0,0,8.08,07.07.2017,,0,Yes,SEAFOOD,Item Group
3024,SPH001,SEAFOOD- PRAWN HEAD/SHELL 3pkt x 2kg/ctn,??/?? 6kg,240,60,0,1.5,17.06.2023,,0,Yes,SEAFOOD,Item Group
3025,SPH002,SEAFOOD- PRAWN HEAD/SHELL BULK 2X5KG/CTNS,??/?? 10KG,0,0,0,2,16.12.2022,,0,Yes,SEAFOOD,Item Group
3026,SPH003,SEAFOOD- PRAWN HEAD/SHELL 12kg/ctns,??/?? 12KG,2,0,0,1.7,12.05.2023,,0,Yes,SEAFOOD,Item Group
3027,SPH004,SEAFOOD- PRAWN HEAD/SHELL (VANNAMEI) 10x1kg/pkt,??/?? 1kg/pkt,74,0,0,1.7,29.04.2023,,0,Yes,SEAFOOD,Item Group
3028,SPR001,SEAFOOD- PRAWN MEAT PTO 31/40  10X1kg/pkt,?? 31/40,"4,553.00",52,0,4.24,01.03.2023,,0,Yes,SEAFOOD,Item Group
3029,SPR0010,SEAFOOD- PRAWN MEAT PTO 26/30 10X1kg/pkt,?? 26/30,0,0,0,11.2,04.04.2017,,0,Yes,SEAFOOD,Item Group
3030,SPR0010-02,SEAFOOD- PRAWN MEAT PTO 26/30 (OCEAN ON THE ROAD) 10X1kg/pkt,?? 26/30 ???,0,0,0,9.56,14.06.2022,,0,Yes,SEAFOOD,Item Group
3031,SPR0010-03,SEAFOOD- PRAWN MEAT PTO 26/30 (U CATCH) 10X1kg/pkt,?? 26/30 ???,0,0,0,8.6,07.08.2022,,0,Yes,SEAFOOD,Item Group
3032,SPR0010-04,SEAFOOD- PRAWN MEAT PTO 26/30 (IQF-BLUE PRAWN) 10X1kg/pkt,?? ???? 26/30 **,0,0,0,5.9,15.08.2019,,0,Yes,SEAFOOD,Item Group
3033,SPR001-02,SEAFOOD- PRAWN MEAT PTO 31/40 10X1KG/CTNS (A121/122),?? ?? 31/40 (A121/A122),10,10,0,7.5,21.06.2023,,0,Yes,SEAFOOD,Item Group
3034,SPR001-03,SEAFOOD- PRAWN MEAT PTO 31/40 (U CATCH) 10X1kg/pkt,?? 31/40 ???,0,0,0,7.5,06.12.2021,,0,Yes,SEAFOOD,Item Group
3035,SPR001-04,SEAFOOD- PRAWN MEAT PTO 31/40 (OCEAN ON THE ROAD) 10X1kg/pkt,?? 31/40 ???,0,0,0,7.5,06.12.2022,,0,Yes,SEAFOOD,Item Group
3036,SPR001-05,SEAFOOD- PRAWN MEAT PTO 31/40 (IQF-BLUE PRAWN) 10X1kg/pkt,?? ???? 31/40 **,0,0,0,7.5,04.12.2022,,0,Yes,SEAFOOD,Item Group
3037,SPR002,SEAFOOD- PRAWN MEAT PTO 41/50 (IQF-BLUE PRAWN) 10X1kg/pkt,?? ???? 41/50 **,0,0,0,5.13,31.12.2019,,0,Yes,SEAFOOD,Item Group
3038,SPR002-02,SEAFOOD- PRAWN MEAT COOKED-PTO 41/50 10X1kg/pkt,?? ? 41/50,0,0,0,9.01,21.07.2016,,0,Yes,SEAFOOD,Item Group
3039,SPR002-03,SEAFOOD- PRAWN MEAT PTO 41/50 (OCEAN ON THE ROAD) 10X1kg/pkt,?? 41/50 ???,"5,055.00",126,0,4.06,09.06.2023,,0,Yes,SEAFOOD,Item Group
3040,SPR002-04,SEAFOOD- PRAWN MEAT PTO 41/50 (IQF-PO) 10X1kg/pkt,?? IQF 41/50 A121/A122,0,0,0,7.2,04.03.2022,,0,Yes,SEAFOOD,Item Group
3041,SPR002-05,SEAFOOD- PRAWN MEAT PTO 41/50 (IQF-BLUE PRAWN) 10X1kg/pkt,?? ???? 41/50,0,0,0,5.71,31.12.2019,,0,Yes,SEAFOOD,Item Group
3042,SPR003,SEAFOOD- PRAWN MEAT PTO 51/60 (IQF-BLUE PRAWN) 10X1kg/pkt,?? ???? 51/60 **,0,0,0,4.88,31.12.2019,,0,Yes,SEAFOOD,Item Group
3043,SPR003-02,SEAFOOD- FRESH PRAWN,?? ?,0,0,0,20,31.08.2022,,0,Yes,SEAFOOD,Item Group
3044,SPR003-03,SEAFOOD- PRAWN MEAT PTO 51/60 (OCEAN ON THE ROAD) 10X1kg/pkt,?? 51/60 ???,0,0,0,4.82,25.06.2020,,0,Yes,SEAFOOD,Item Group
3045,SPR003-04,SEAFOOD- PRAWN MEAT PTO 51/60 (IQF) 10X1kg/pkt,?? IQF 51/60 **G,0,0,0,6.5,25.02.2019,,0,Yes,SEAFOOD,Item Group
3046,SPR003-05,SEAFOOD- PRAWN MEAT PTO 51/60 (OCEAN ON THE ROAD) 10X1kg/pkt,?? 51/60 ???,"5,237.00",594,0,3.92,09.06.2023,,0,Yes,SEAFOOD,Item Group
3047,SPR004,SEAFOOD- PRAWN MEAT PTO 21/25 (TWIN FISH) 10X1kg/pkt,?? ?? 21/25,0,0,0,6.66,31.12.2019,,0,Yes,SEAFOOD,Item Group
3048,SPR004-02,SEAFOOD- PRAWN MEAT PTO 21/25 (OCEAN ON THE ROAD) 10X1kg/pkt,?? 21/25 ???,"1,578.00",219,0,5.07,09.06.2023,,0,Yes,SEAFOOD,Item Group
3049,SPR004-03,SEAFOOD- PRAWN MEAT PTO 21/25 (IQF-BLUE PRAWN) 10X1kg/pkt,?? ???? 21/25,0,0,0,7.22,28.01.2019,,0,Yes,SEAFOOD,Item Group
3050,SPR005,SEAFOOD- PRAWN MEAT PTO 61/70 (U CATCH) 10X1kg/pkt,?? 61/70 ???,0,0,0,4.7,31.12.2019,,0,Yes,SEAFOOD,Item Group
3051,SPR005-02,SEAFOOD- PRAWN MEAT PTO 61/70 (IQF-BLUE PRAWN) 10X1kg/pkt,?? ???? 61/70 **,0,0,0,4.88,23.06.2022,,0,Yes,SEAFOOD,Item Group
3052,SPR006,SEAFOOD- PRAWN MEAT PTO 16/20 (U CATCH) 10X1kg/pkt,?? 16/20 ???,0,0,0,7.69,31.12.2021,,0,Yes,SEAFOOD,Item Group
3053,SPR006-02,SEAFOOD- PRAWN MEAT PTO 16/20 (IQF-BLUE PRAWN) 10X1kg/pkt,?? ???? 16/20,833,10,0,5.48,09.06.2023,,0,Yes,SEAFOOD,Item Group
3054,SPR007,SEAFOOD- OCEAN SHRIMP PTO 20/40 500gm X 20pkt,,0,0,0,9.5,06.09.2015,,0,Yes,SEAFOOD,Item Group
3055,SPR008,SEAFOOD-V.PTO 51/60 (TWIN FISH)  500gmX20pkt,?? 51/60 500gm,0,0,0,3.25,23.11.2017,,0,Yes,SEAFOOD,Item Group
3056,SPR008-02,SEAFOOD-V.PTO 51/60 (FINE CATCH)  500gmX15pkt,?? 51/60 500gm,0,0,0,6.52,27.03.2017,,0,Yes,SEAFOOD,Item Group
3057,SPR008-03,SEAFOOD-V.PTO 41/50 (FINE CATCH)  500gmX15pkt,?? 41/50 500gm,0,0,0,4.12,21.07.2016,,0,Yes,SEAFOOD,Item Group
3058,SPR009,SEAFOOD- PRAWN MEAT PTO 61/70 500gm X 20pkt,,0,0,0,7.5,23.07.2015,,0,Yes,SEAFOOD,Item Group
3059,SPT001,SEAFOOD- PRAWN TWISTER (GARLIC-ORIGINAL)  41/50,400GM X 20PKT,0,0,0,6,16.01.2019,,0,Yes,BEEF,Item Group
3060,SPT002,SEAFOOD- PRAWN TWISTER L 10X1KG/CTNS,????,0,0,0,0,,,0,Yes,SEAFOOD,Item Group
3061,SQC001,SEAFOOD- SQUID CUT WITH SKIN 6X2KG/CTNS,??? (??),"16,910.00",232,0,3,15.02.2023,,0,Yes,SEAFOOD,Item Group
3062,SQC002,SEAFOOD- SQUID CUT INDIA-MALAYSIA 8X2KG/CTNS,??? 40/60 2KG,0,0,0,3,15.02.2023,,0,Yes,SEAFOOD,Item Group
3063,SQC003,SEAFOOD- CUTTLEFISH CUT WITH SKIN 2KGX6PKT **RED BAG**,???**????**,0,0,0,6.1,31.10.2022,,0,Yes,SEAFOOD,Item Group
3064,SQC004,SEAFOOD- 100% NET SQUID CUT WITH SKIN 1KGX12PKT,12kg 100% NET WEIGHT ???,0,0,0,8,15.08.2022,,0,Yes,SEAFOOD,Item Group
3065,SQC004-02,SEAFOOD- 100% NET SQUID CUT WITH SKIN 1KGX14PKT,14kg 100% NET WEIGHT ???,0,0,0,7.9,25.06.2021,,0,Yes,SEAFOOD,Item Group
3066,SQC004-03,SEAFOOD- 100% NET SQUID CUT WITHOUT SKIN 1KGX15PKT,15kg 100% NET WEIGHT ??? ??,0,0,0,8,15.04.2022,,0,Yes,SEAFOOD,Item Group
3067,SQC005,SEAFOOD- SQUID CUT CUBE 10X1kg,????,546,0,0,4.35,23.02.2021,,0,Yes,SEAFOOD,Item Group
3068,SQC006,SEAFOOD- SQUID CUT WITHOUT SKIN 6X2KG/CTNS,??? ???? 2kg/pkt,0,0,0,6.25,22.04.2022,,0,Yes,SEAFOOD,Item Group
3069,SQC007,SEAFOOD- WHOLE CLEAN OVAL SQUID CUT 20KG/CTNS,???,0,0,0,5.5,19.10.2021,,0,Yes,SEAFOOD,Item Group
3070,SQC008,SEAFOOD- SQUID CUT WITH SKIN 8X2KG/CTNS,??? 16KG/CTNS,0,0,0,6,15.03.2022,,0,Yes,SEAFOOD,Item Group
3071,SQC009,SEAFOOD- SQUID CUT WITH SKIN 5X2KG/CTNS,??? 10KG/CTNS,0,0,0,5.8,30.04.2023,,0,Yes,SEAFOOD,Item Group
3072,SQC010,SEAFOOD- 100% NET SQUID HEAD,12kg 100% NET WEIGHT ???,0,0,0,6,31.03.2022,,0,Yes,SEAFOOD,Item Group
3073,SQT001,SEAFOOD- SQUID TUBE W/OUT SKIN (BIG FISH) 1kg X 10pkt,??? ?? 5-7' BIG FISH,0,0,0,3.7,01.05.2018,,0,Yes,SEAFOOD,Item Group
3074,SQT001-02,SEAFOOD- SQUID TUBE W/O SKIN 500gmX20pkt,??? ?? 5-7' 500gm,0,0,0,2.4,15.05.2016,,0,Yes,SEAFOOD,Item Group
3075,SQT001-03,SEAFOOD- SQUID TUBE W/OUT SKIN (TWIN) 1kg X 10pkt,??? ??  5-7' TWIN,0,0,0,3.7,01.12.2019,,0,Yes,SEAFOOD,Item Group
3076,SQT001-04,SEAFOOD- SOTONG TUBE 1kgX10pkt U CATCH,??? ??  5-7' ???,"2,828.00",20,0,3.52,18.04.2023,,0,Yes,SEAFOOD,Item Group
3077,SQT001-05,SEAFOOD- SQUID TUBE W/OUT SKIN 6-8 1kg X 10pkt,??? ?? 6-8,0,0,0,4.7,21.10.2019,,0,Yes,SEAFOOD,Item Group
3078,SQU001,SEAFOOD- SQUID WHOLE,,0,0,0,6.3,03.08.2018,,0,Yes,SEAFOOD,Item Group
3079,SQU0010,SEAFOOD- TAKO TENTACLES 60-70pcs/kg 10X1KG/CTNS,??? - ? - 1KG/PKT,0,0,0,2.3,06.07.2022,,0,Yes,SEAFOOD,Item Group
3080,SQU0010-01,SEAFOOD- OCTOPUS LEG NO GLAZING LARGE COOKED FROZEN 0.2-0.4KG,,0,0,0,50,09.05.2020,,0,Yes,SEAFOOD,Item Group
3081,SQU0010-02,SEAFOOD- TAKO TENTACLES 5-8pcs/kg 10X1KG/CTNS,??? - ?-  1KG/PKT,642,227,0,6,15.06.2023,,0,Yes,SEAFOOD,Item Group
3082,SQU0010-03,SEAFOOD- TAKO TENTACLES 500GMx20PKT/ctns,??? PO 500GM,0,0,0,3.5,05.02.2022,,0,Yes,SEAFOOD,Item Group
3083,SQU001-02,SEAFOOD- OCTOPUS TENTACLES LEG NO GLAZING LARGE COOKED,???,0,0,0,9.56,11.06.2020,,0,Yes,SEAFOOD,Item Group
3084,SQU001-03,SEAFOOD- ALL SEED BALCK / SQUID  270GM/PKT,?? (??) 270GM,0,0,0,9,23.02.2021,,0,Yes,SEAFOOD,Item Group
3085,SQU001-04,SEAFOOD- SQUID WHOLE ROUND 4-6' 6X2KG/CTNS,??? 4-6' (10-20),0,0,0,4.5,15.04.2023,,0,Yes,SEAFOOD,Item Group
3086,SQU001-05,SEAFOOD- SQUID WHOLE ROUND 6-8' 10kg/ctns,??? 6-8' (15-20),0,0,0,8.1,30.05.2023,,0,Yes,SEAFOOD,Item Group
3087,SQU001-06,"SEAFOOD- SQUID WHOLE ROUND 9/12""UP 5kg x 3pkt","??? 9-12""",0,0,0,8.2,20.11.2020,,0,Yes,SEAFOOD,Item Group
3088,SQU001-07,"SEAFOOD- SQUID WHOLE ROUND 10-15"" 2X5kg/ctns",??? 10-15',0,0,0,7.3,12.08.2021,,0,Yes,SEAFOOD,Item Group
3089,SQU001-08,SEAFOOD- SQUID WHOLE ROUND 3-6PCS/KG 8-10' 5kgX2pkt,??? 3-6PCS (8-10'),0,0,0,5.6,02.01.2019,,0,Yes,SEAFOOD,Item Group
3090,SQU001-09,SEAFOOD- SQUID WHOLE ROUND 2KGX10PKT,??? / ??,0,0,0,5.5,15.04.2021,,0,Yes,SEAFOOD,Item Group
3091,SQU001-10,SEAFOOD- SQUID WHOLE ROUND 5/8 10KG/CTNS,??? 5/8,0,0,0,8.5,17.04.2023,,0,Yes,SEAFOOD,Item Group
3092,SQU002,SEAFOOD- SQUID WHOLE ROUND 9-12pcs/kg 10kg/ctns,???? 9-12pcs,0,0,0,3.8,02.07.2017,,0,Yes,SEAFOOD,Item Group
3093,SQU002-01,SEAFOOD- SQUID WHOLE ROUND 8-10' 10kg/ctns,?? ??? 8-10',0,0,0,9.5,11.03.2022,,0,Yes,SEAFOOD,Item Group
3094,SQU002-02,SEAFOOD- SQUID WHOLE ROUND 20-25CM 10KG,??? 20-25CM,0,0,0,7.2,30.11.2020,,0,Yes,SEAFOOD,Item Group
3095,SQU002-03,SEAFOOD- SQUID WHOLE ROUND 26-30CM 1X8KG,??? 26-30CM,0,0,0,12.5,07.10.2019,,0,Yes,SEAFOOD,Item Group
3096,SQU003,SEAFOOD- ILLEX ARGENTINUS SURUMEIKA 21-25,????? 21-25,0,0,0,12,12.12.2019,,0,Yes,SEAFOOD,Item Group
3097,SQU003-01,SEAFOOD- ILLEX ARGENTINUS SURUMEIKA 26-30 8KG/CTNS,????? 26-30,0,0,0,112,02.09.2021,,0,Yes,SEAFOOD,Item Group
3098,SQU003-02,SEAFOOD- SQUID WHOLE ROUND 20/25 2X5KG,?? 20/25 5KG,0,0,0,9,30.09.2022,,0,Yes,SEAFOOD,Item Group
3099,SQU003-03,SEAFOOD- SL SQUID WHOLE ROUND 20/25 5KG,?? ?? 20/25 5KG/PKT,0,0,0,8.9,15.04.2021,,0,Yes,SEAFOOD,Item Group
3100,SQU003-04,SEAFOOD- SQUID WHOLE ROUND (U3 25-30CM) 4KG X 3PKT/CTNS,?? U3 25-30CM 12KG,804,156,0,6,08.06.2023,,0,Yes,SEAFOOD,Item Group
3101,SQU003-05,SEAFOOD- SQUID WHOLE ROUND (10INCH UP) 5kgX2 10kg/ctn,?? 10 UP 10kg/ctn,0,0,0,9.5,31.12.2022,,0,Yes,SEAFOOD,Item Group
3102,SQU003-06,SEAFOOD- SQUID WHOLE ROUND SKINLESS 26 UP,???? 26 UP,0,0,0,7.8,19.08.2019,,0,Yes,SEAFOOD,Item Group
3103,SQU004,SEAFOOD- FRESH SQUID,?? ??,0,0,0,15.5,12.05.2023,,0,Yes,SEAFOOD,Item Group
3104,SQU005,SEAFOOD- FRESH SQUID 500GM/PKT,?? ?? 500GM/PKT,0,0,0,8.62,17.06.2020,,0,Yes,SEAFOOD,Item Group
3105,SQU005-02,SEAFOOD- BABY SQUID 500GM/PKT,??? MLY 500GM/PKT,35.7,0,0,6.5,27.01.2022,,0,Yes,SEAFOOD,Item Group
3106,SQU005-03,SEAFOOD- BABY SQUID 1-1.5inch 8X1KG/CTNS,??? 1-1.5',0,0,0,6,10.03.2023,,0,Yes,SEAFOOD,Item Group
3107,SQU006,SEAFOOD- SOTONG FLOWER 1kgX10pkt,???,0,0,0,3.9,04.06.2017,,0,Yes,SEAFOOD,Item Group
3108,SQU006-02,SEAFOOD- SOTONG FLOWER (TWIN) 500gmX20pkt,??? 500gm,0,0,0,1.39,11.08.2019,,0,Yes,SEAFOOD,Item Group
3109,SQU006-03,SEAFOOD- SQUID TUBE W/O SKIN (FINE CATCH) 1kgX10pkt,??? ?? 5-7' 1kg,0,0,0,4.5,12.06.2017,,0,Yes,SEAFOOD,Item Group
3110,SQU006-04,SEAFOOD- SOTONG FLOWER 1kgX10pkt,??? A+,"1,229.00",176,0,2.9,17.06.2023,,0,Yes,SEAFOOD,Item Group
3111,SQU006-05,SEAFOOD- SOTONG FLOWER (BIG FISH) 500gm X 20pkt,???  BIG FISH,10,0,0,1.53,03.08.2018,,0,Yes,SEAFOOD,Item Group
3112,SQU006-06,SEAFOOD- SOTONG FLOWER 500gm X 20pkt,???  A,0,0,0,0.5,25.08.2019,,0,Yes,SEAFOOD,Item Group
3113,SQU006-07,SEAFOOD- SOTONG FLOWER 1kgX10pkt U CATCH,??? ???,0,0,0,3.1,06.10.2019,,0,Yes,SEAFOOD,Item Group
3114,SQU007,SEAFOOD- SOTONG WHOLE 300/400gm *12.50kg/ctn,??,0,0,0,5,06.10.2015,,0,Yes,SEAFOOD,Item Group
3115,SQU008,SEAFOOD- SOTONG HEAD 2Kgx5Pkt,??? 2Kgx5Pkt,0,0,0,2.5,23.11.2019,,0,Yes,SEAFOOD,Item Group
3116,SQU008-01,SEAFOOD- SOTONG HEAD (60-100) 6pkt X 2kg/ctn,??? 60-100,0,0,0,5,09.08.2018,,0,Yes,SEAFOOD,Item Group
3117,SQU009,SEAFOOD- SQUID FILLET (300GM X 35TRAY)10.5KG,???,0,0,0,1.2,25.02.2019,,0,Yes,SEAFOOD,Item Group
3118,SQU009-01,SEAFOOD- SQUID (PACIFIC WEST) 400gm/pkt,?? 400gm/pkt,0,0,0,1,25.03.2019,,0,Yes,SEAFOOD,Item Group
3119,SSC001,SEAFOOD- COOKED MUD CRAB 300/400GM,??? / ??,0,0,0,17,05.07.2021,,0,Yes,SEAFOOD,Item Group
3120,SSC0010,SEAFOOD- SOFT SHELL CRAB TEMPURA-SPICY 10-15gm/pcs,?????? - QUARTER CUT 2KG/CTNS,0,0,0,3,17.05.2020,,0,Yes,SEAFOOD,Item Group
3121,SSC001-01,SEAFOOD- SOFT SHELL CRAB 1KG/PKT,??? 1KG/PKT,8,0,0,15.5,10.06.2023,,0,Yes,SEAFOOD,Item Group
3122,SSC0011,SEAFOOD- HAIRLY CRAB MALE,??? ?,0,0,0,18,15.12.2020,,0,Yes,BEEF,Item Group
3123,SSC0012,SEAFOOD- HAIRLY CRAB FEMALE,??? ?,0,0,0,29,19.10.2021,,0,Yes,BEEF,Item Group
