No,Item No.,Item Description,Foreign Name,In Stock,Qty Ordered by Customers,Item Cost,Last Purchase Price,Last Purchase Date,Country of Origin,Inventory Value,Inventory Item,Item Group,Set G/L Accounts By
686,DUCK22,DUCK FAT,??,1.1,0,0,2,16.02.2023,,0,Yes,DUCK,Item Group
687,DUCK23,DUCK WING -2 JOINT 1X15KG,2???,0,0,0,2.8,03.09.2021,,0,Yes,DUCK,Item Group
688,DUCK24,DUCK CLAVICLE,???,0,0,0,0.9,15.04.2022,,0,Yes,DUCK,Item Group
689,DUCK25,CURRY DUCK,???,0,30,0,5.6,09.06.2023,,0,Yes,DUCK,Item Group
690,DUCK26,DUCK- ROASTED DUCK B/LESS,??,0,0,0,3,25.08.2022,,0,Yes,DUCK,Item Group
691,FBA001,FISH- WHOLE BATANG 6UP,??? 6UP,0,0,0,6.5,23.11.2016,,0,Yes,FISH,Item Group
692,FBA001-01,FISH- WHOLE BATANG FRESH - CLEAN & GUTTER,???,736.76,533.3,0,6.8,16.06.2023,,0,Yes,FISH,Item Group
693,FBA001-02,FISH- WHOLE BATANG 3/4KG (NSW-LH),?? ??? 3/4KG LHHHHHHHHHHHHH,0,0,0,8.3,24.11.2022,,0,Yes,FISH,Item Group
694,FBA001-03,FISH- WHOLE BATANG 2/3KG (25KG/CTNS),?? ??? 2/3UP LH,0,0,0,7.2,20.07.2022,,0,Yes,FISH,Item Group
695,FBA001-04,FISH- BATANG STEAK CUT 500GM/PKT,???? 500GM/PKT,19,0,0,6.68,04.06.2020,,0,Yes,FISH,Item Group
696,FBA001-05,FISH- FRESH SPANISH MACKEREL,? ??,0,0,0,10.5,13.06.2023,,0,Yes,FISH,Item Group
697,FBA001-06,FISH- SPANISH MACKEREL STEAK,????,0,0,0,55,13.08.2018,,0,Yes,FISH,Item Group
698,FBA001-07,FISH- SPANISH MACKEREL MEAT,???,0,0,0,8,17.03.2023,,0,Yes,FISH,Item Group
699,FBA001-08,FISH- FRESH SPANISH MACKEREL - FILLET,? ???,0,0,0,12.21,09.06.2023,,0,Yes,FISH,Item Group
700,FBA002,FISH- BATANG STEAK A 5KGX2PKT/CTN,????,0,0,0,7.3,30.11.2020,,0,Yes,FISH,Item Group
701,FBA003,FISH- BATANG STEAK 120-150gm 2kgX5pkt,???? *?,0,0,0,5.6,11.08.2015,,0,Yes,FISH,Item Group
702,FBA004,FISH- BATANG STEAK 1kgx10pkt,???? 1kg,0,0,0,5.5,27.07.2016,,0,Yes,FISH,Item Group
703,FBA005,FISH- BATANG FISH HEAD,?? ??,50,0,0,1,25.06.2022,,0,Yes,FISH,Item Group
704,FBA005-02,FISH- BATANG 500GM/PKT,????,0,0,0,0.8,10.05.2020,,0,Yes,FISH,Item Group
705,FBA006,FISH- BATANG STEAK 5KG/PKT,???? 5KG,0,0,0,6.2,04.08.2020,,0,Yes,FISH,Item Group
706,FBA006-01,FISH- BATANG STEAK 100-120GM 5KGX2PKT,???? 5KG,268,110,0,6.5,12.06.2023,,0,Yes,FISH,Item Group
707,FBA007,FISH- BATANG STEAK CUT 6 INCH,???? 6?,0,0,0,7.4,06.05.2022,,0,Yes,FISH,Item Group
708,FBC0001,FISH- BAO CHI 250gm,??? 250gm,0,0,0,11.8,10.05.2020,,0,Yes,FISH,Item Group
709,FBC001,FISH- BLACK COD FILLET 400gmX20pkt,????,0,0,0,0.5,30.04.2014,,0,Yes,FISH,Item Group
710,FBE001,FISH- BELT FISH 500-700GM 10KG/CTNS,??/?? 500-700G,0,0,0,6,06.02.2023,,0,Yes,FISH,Item Group
711,FBE002,FISH- BELT FISH 200-300GM 10KG/CTNS,?? 200-300GM,102,10,0,3.5,27.05.2023,,0,Yes,FISH,Item Group
712,FBE003,FISH- BELT FISH 300-500GM 10KG/CTNS,??/?? 300-500G,0,0,0,4.5,29.01.2023,,0,Yes,FISH,Item Group
713,FBE004,FISH- BELT FISH STEAK 150-200GM 10X1KG/CTNS,???,164,3,0,4,16.06.2023,,0,Yes,FISH,Item Group
714,FBE005,FISH- BELT FISH 200-300GM 1kg/pkt x 10kg,????,0,0,0,3.5,30.10.2020,,0,Yes,FISH,Item Group
715,FBE006,FISH- BELT FISH ROLL 10X1KG/CTNS,???,84,1,0,5,16.05.2023,,0,Yes,FISH,Item Group
716,FBF001,FISH- BREADED POLLACK FILLET  10pc X 10pkt,??? 10s,0,0,0,2.9,20.12.2021,,0,Yes,FISH,Item Group
717,FBF002,FISH- BREADED POLLACK FILLET (WHITE CRUMBS) 10pcs/pkt,??? ?? 10pcs/pkt,404,77,0,2.38,07.06.2023,,0,Yes,FISH,Item Group
718,FBF003,FISH- TEMPURA POLLACK FILLET 4kg*40pcs/ctn,???? 100-120gm,0,0,0,2,10.03.2015,,0,Yes,FISH,Item Group
719,FBF004,FISH- TEMPURA PRIME 4PCS/PKT 3PKT/CTNS,,0,0,0,5,27.03.2020,,0,Yes,FISH,Item Group
720,FBF005,FISH- LEMON LIGHT & CRISPY 425gm I&J 12pkt/ctn,,0,0,0,4,14.02.2017,,0,Yes,FISH,Item Group
721,FBF006,FISH- SEASONED LIGHTLY 425gm I&J 12pt/ctn,,0,0,0,4.8,14.04.2016,,0,Yes,FISH,Item Group
722,FBF007,FISH- SEA SHANTY'S  12pcs I&J 420gm X 9pkt/ctn,,0,0,0,3.9,20.10.2016,,0,Yes,FISH,Item Group
723,FBF008,FISH- FISH PLANKS 12s 420gm X 20pkt,,0,0,0,3.65,17.06.2018,,0,Yes,FISH,Item Group
724,FBL001,FISH- BOON LAN,,0,0,0,16,13.05.2019,,0,Yes,FISH,Item Group
725,FBN001,FISH- BANANA FISH 500gmX20pkt,???,0,0,0,5,05.08.2016,,0,Yes,FISH,Item Group
726,FBP001,FISH- BLACK POMFRET 300-500gm 2kgX5pkt,?? 300-500gm,0,0,0,6.2,16.02.2022,,0,Yes,FISH,Item Group
727,FBP002,FISH- BLACK POMFRET FRESH,??,0,0,0,11,19.05.2020,,0,Yes,FISH,Item Group
728,FBP003,FISH- FRESH CHINESE POMFRET 500GM/PCS,?? 500GM+-/PCS,0,0,0,23.2,19.01.2021,,0,Yes,FISH,Item Group
729,FBP004,FISH- FRESH CHINESE POMFRET,??,0,0,0,24,31.05.2023,,0,Yes,FISH,Item Group
730,FBP005,FISH- BLACK POMFRET 100-150gm 5kgX2pkt,?? 100-150gm,125,25,0,5.4,24.04.2023,,0,Yes,FISH,Item Group
731,FBP006,FISH- BLACK POMFRET 150-200GM 2X5KG/CTNS,?? 150-200GM,0,0,0,6,25.03.2023,,0,Yes,FISH,Item Group
732,FBP007,FISH- BLACK POMFRET 200-300GM 2X5KG/CTNS,?? 200-300GM,0,100,0,6.5,03.06.2023,,0,Yes,FISH,Item Group
733,FBP008,FISH- BLACK POMFRET 400-600GM +-/PCS,?? 400-600GM/?,0,0,0,5.94,01.09.2020,,0,Yes,FISH,Item Group
734,FBP009,FISH- GOLDEN POMFRET 200/300GM 10KG/CTNS,?? 200/300GM,0,0,0,6.2,17.04.2023,,0,Yes,FISH,Item Group
735,FBP009-02,FISH- GOLDEN POMFRET 150/200GM CLEAN & GUTTER 10KG/CTNS,?? 150/200GM,0,0,0,6.3,01.12.2022,,0,Yes,FISH,Item Group
736,FBP009-03,FISH- FRESH GOLDEN POMFRET,??,0,0,0,11.5,22.08.2021,,0,Yes,FISH,Item Group
737,FBP009-1,FISH- GOLDEN POMFRET 300/400GM 10KG/CTNS,?? 300/400GM,400,90,0,6.2,20.06.2023,,0,Yes,FISH,Item Group
738,FBP010,FISH- SILVER POMFRET 100/200 (WHOLE ROUND) 10kg/ctns,?? 100/200,"4,649.76",5.5,0,3.18,01.07.2022,,0,Yes,FISH,Item Group
739,FBS001,FISH- BIG EYE SCAD 6-8pcs 2kgX5pkt,??? 6-8pcs,0,0,0,2.4,22.08.2017,,0,Yes,FISH,Item Group
740,FBS002,FISH- BIG EYE SCAD 1kg X 10pkt,,0,0,0,3.6,23.07.2015,,0,Yes,FISH,Item Group
741,FBS003,FISH- BATU FISH,???,0,0,0,4.5,28.07.2017,,0,Yes,FISH,Item Group
742,FBS004,FISH- BIG EYE SCAD 8-10pcs 2kgX5pkt,??? 8-10pcs,0,0,0,2.8,03.08.2018,,0,Yes,FISH,Item Group
743,FBT001,BOON TIONG 4-6pcs 10kg/ctns,??,0,0,0,3.2,01.12.2020,,0,Yes,FISH,Item Group
744,FBT002,BOON TIONG 8-10pcs 10kg/ctns,??,0,0,0,3,24.09.2020,,0,Yes,FISH,Item Group
745,FBT003,FISH- FRESH BOON LAN,????,0,0,0,17,29.04.2019,,0,Yes,FISH,Item Group
746,FCA001,FISH- CARFU 13-15pcs 1kgX10pkt,,0,0,0,2.6,14.08.2015,,0,Yes,FISH,Item Group
747,FCC001,FISH- CAT FISH CUT 10X1KG,??,0,0,0,5,14.03.2017,,0,Yes,FISH,Item Group
748,FCF001,FISH- COD STEAK PREMIUM 300gmX40pkt,???,0,0,0,7,15.12.2016,,0,Yes,FISH,Item Group
749,FCF002,FISH- COD FILLET PORTION 200/300GM 10X1KG/CTNS,??? ??,0,0,0,43,28.07.2022,,0,Yes,FISH,Item Group
750,FCF002-02,FISH- COD FILLET PORTION 200/300GM **PCS,??? ?? **?,0,0,0,12,28.11.2021,,0,Yes,FISH,Item Group
751,FCF003,FISH- COD STEAK 1.1-1.3kg 20KG/CTNS,????,0,0,0,33,31.12.2021,,0,Yes,FISH,Item Group
752,FCF003-02,FISH- COD STEAK 3/4,??,0,0,0,31,25.08.2021,,0,Yes,FISH,Item Group
753,FCF004,FISH- BLACK COD SAIKYO MISO MARINATES FILLET 140-150GM,,0,0,0,6.7,04.06.2020,,0,Yes,FISH,Item Group
754,FCH001,FISH CHIP GREEN 500gmX20pkt,??? ?,0,0,0,2.95,25.10.2022,,0,Yes,FISH,Item Group
755,FCH002,FISH CHIP RED 500gmX20pkt,? ???,785,108,0,2.9,17.05.2023,,0,Yes,FISH,Item Group
756,FCH003,FISH N CHIP 12X1KG/CTNS,???,24,12,0,10.8,15.06.2023,,0,Yes,FISH,Item Group
757,FCN001,FRUIT- COCONUT FRESH FRUIT 800gm-1300gm/pcs,9pcs x 1kg,0,0,0,1.44,23.03.2017,,0,Yes,FRUIT,Item Group
758,FCO001,FISH- COBIA FILLET/RUAN FILLET,???,0,0,0,5.5,08.09.2016,,0,Yes,FISH,Item Group
759,FCS001,FISH- CHILEAN SALMON FILLET SKIN-ON 3-4LB/PCS 15kg/ctns,????? 3-4LB/PCS,337.04,48.1,0,17.8,17.06.2023,,0,Yes,FISH,Item Group
760,FCS001-01,FISH- CHILEAN SALMON FILLET SKIN-ON 2-3LB/PCS 10kg/ctns,????? 2-3LB/PCS,0,0,0,16.8,30.12.2021,,0,Yes,FISH,Item Group
761,FCS001-02,FISH- SASHIMI SALMON CUT 230-250GM,????? 230-250GM,4.29,0.66,0,57,17.06.2023,,0,Yes,FISH,Item Group
762,FCS001-03,FISH- SASHIMI SALMON CUT 250GM/PCS 2PCS/PKT,????? 500GM/PKT,0,0,0,10.5,06.05.2020,,0,Yes,FISH,Item Group
763,FCS001-04,FISH- SALMON STEAK 800GM/PKT,,0,0,0,11.5,26.09.2020,,0,Yes,FISH,Item Group
764,FCS002,FISH- SALMON FRESH FILLET TRIM CP,?? ???? ???,0,0,0,16.8,30.12.2021,,0,Yes,FISH,Item Group
765,FCS002-01,FISH- SALMON CUT 150-180GM,???? 150-180GM,0,0,0,13,01.11.2021,,0,Yes,FISH,Item Group
766,FCS002-02,FISH- FRESH SALMON WHOLE,?? ??? ? ??,0,0,0,24,16.06.2022,,0,Yes,FISH,Item Group
767,FCS002-03,FISH- SALMON FRESH PORTION 450-500GM/PKT,?? ???? 450-500GM,1,0,0,9,27.04.2022,,0,Yes,FISH,Item Group
768,FCS002-04,FISH- SALMON FROZEN  PORTION 450-500GM/PKT,???? ???? 450-500GM,6,0,0,9,20.11.2021,,0,Yes,FISH,Item Group
769,FCS003,FISH- SMOKED SALMON SLICED 1KG,?? ???? 1KG,0,0,0,50,08.06.2020,,0,Yes,FISH,Item Group
770,FCS003-01,FISH- SMOKED SALMON SLICED 900-1400gm/PCS,?? ????,0,0,0,28.38,27.05.2023,,0,Yes,FISH,Item Group
771,FCS003-02,FISH- FROZEN SALMON HEAD (PCS),???? ?,0,0,0,1,22.02.2020,,0,Yes,FISH,Item Group
772,FCS003-03,FISH- FRESH SALMON WHOLE (GUTTED),?? ??? ???,0,0,0,10.4,16.11.2020,,0,Yes,FISH,Item Group
773,FCS003-04,FISH- FROZEN SALMON HEAD (PCS) YU?,???? ?,0,0,0,1.2,16.03.2022,,0,Yes,FISH,Item Group
774,FCS004,FISH- FROZEN SALMON FISH,??? ?,0,0,0,15.5,11.04.2021,,0,Yes,FISH,Item Group
775,FCS005,FISH- SMOKED SALMON SLICED 100GM/PKT,?? ????,0,0,0,28,30.11.2022,,0,Yes,FISH,Item Group
776,FCS006,FISH- SALMON PORTION CENTRE CUT 150G/PKT,???? 150GM,0,0,0,3.45,24.05.2021,,0,Yes,FISH,Item Group
777,FCS006-01,FISH- SALMON IQF PORTION (50g 2x2kg) 4kg/ctn,???? 50GM,0,0,0,4.7,28.02.2023,,0,Yes,FISH,Item Group
778,FCS006-02,FISH- SALMON IQF BURGER (110g 2x2kg) 4kg/ctn,?????  110g,0,0,0,5,15.07.2022,,0,Yes,FISH,Item Group
779,FCS006-04,FISH- SALMON PORTION 80GM/PCS,???? 80GM,0,0,0,20.5,08.07.2022,,0,Yes,FISH,Item Group
780,FCS007,FISH- CHILEAN SEABASS FILLET IQF S/ON 3-4KG,??,2.22,0,0,45,30.11.2021,,0,Yes,FISH,Item Group
781,FCS007-01,FISH- COD STEAK 200-300GM (VACCUM PACK),??? ?? 200-300GM,0,0,0,34,15.04.2023,,0,Yes,FISH,Item Group
782,FCS007-02,"FISH- COD FILLET WHOLE - HEADLESS,TAIL LESS",LK ??- 3-4,0,0,0,45,05.08.2021,,0,Yes,FISH,Item Group
783,FCS007-03,FISH- COD FILLET STEAK 200/300GM **PCS,??? ?? **?,0,0,0,11.25,13.05.2021,,0,Yes,FISH,Item Group
784,FCS007-04,FISH- OILFISH FILLET S,???,0,0,0,13.5,04.05.2021,,0,Yes,FISH,Item Group
785,FCS007-05,FISH- TOOTHFISH STEAK 500GM X 20PKT/CTNS,???? 500GM/PKT,24,0,0,18,07.12.2021,,0,Yes,FISH,Item Group
786,FCU001,FISH- CUTTLEFISH 5kg/pkt,??,0,235,0,5.1,17.06.2023,,0,Yes,FISH,Item Group
787,FCU001-01,FISH- CUTTLEFISH AAA,?? AAA,0,0,0,7.8,17.06.2020,,0,Yes,FISH,Item Group
788,FCU001-02,FISH- DRY CUTTLEFISH,???,0,0,0,20,30.11.2016,,0,Yes,FISH,Item Group
789,FCU001-03,FISH- CUTTLEFISH CUT 12X1KG/CTNS,???,0,0,0,5,09.10.2020,,0,Yes,FISH,Item Group
790,FCU002,FISH- BABY CUTTLEFISH 12X1KG/CTNS,???,252,8,0,8.5,16.06.2023,,0,Yes,FISH,Item Group
791,FCU002-02,FISH- BABY CUTTLEFISH 60GM-UP 10X1KG/CTNS,??? 60GM,3,5,0,8.5,16.06.2023,,0,Yes,FISH,Item Group
792,FCU002-03,FISH- BABY CUTTLEFISH 60GM UP1kgX10pkt,??? 60GM UP 1kg/pkt,0,0,0,8.2,09.07.2022,,0,Yes,FISH,Item Group
793,FCU002-03-01,FISH- BABY CUTTLEFISH 60/80 500GMX20pkt/CTNS,??? 60/80 500GM X 20PKT,0,0,0,8.2,11.05.2022,,0,Yes,FISH,Item Group
794,FCU002-04,FISH- BABY CUTTLEFISH 50/100 1kgX10pkt,??? 50/100,0,0,0,3,01.03.2020,,0,Yes,FISH,Item Group
795,FCU003,FISH- BABY CUTTLEFISH 20/30 12X1KG/CTNS,??? 20/30,0,0,0,6,17.03.2020,,0,Yes,FISH,Item Group
796,FFF001,FISH- FLAT FISH,??,0,0,0,7,24.05.2019,,0,Yes,FISH,Item Group
797,FGR001,FISH- GROUPER 200/300gm 15kg/ctn,??? 200/300GM,0,0,0,5,25.10.2022,,0,Yes,FISH,Item Group
798,FGR001-01,FISH- GROUPER 6-8pcs 2kgX 5pkt,??? 6-8pcs,0,0,0,3.2,05.03.2022,,0,Yes,FISH,Item Group
799,fgr001-02,FISH- GROUPER 8-10pcs 2kgX 5pkt,??? 8-10pcs,87,0,0,3.3,29.04.2023,,0,Yes,FISH,Item Group
800,FGR001-03,FISH- FLOWER GROUPER - BLACK,???,0,0,0,16,27.02.2020,,0,Yes,FISH,Item Group
801,FGR002,FISH- FLOWER GROUPER 130/200 15KG/CTNS,??? 130/200,0,0,0,3.8,31.08.2021,,0,Yes,FISH,Item Group
802,FGR003,FISH- FLOWER GROUPER 200/300 12KG/CTNS,??? 200/300,0,0,0,4.2,25.10.2022,,0,Yes,FISH,Item Group
803,FGR004,FISH- FRESH FLOWER GROUPER,?? ??,0,0,0,12,20.06.2023,,0,Yes,FISH,Item Group
804,FGR005,FISH- GROUPER 4-6pcs 2kgX5pkt,??? 4-6pcs,0,0,0,3.2,20.11.2020,,0,Yes,FISH,Item Group
805,FGR005-01,FISH- DRAGON GROUPER,???,0,0,0,14,03.02.2021,,0,Yes,FISH,Item Group
806,FGR006,FISH- FRESH RED LION SNAPPER - BIG,???,0,0,0,12,05.03.2020,,0,Yes,FISH,Item Group
807,FGR007,FISH- FRESH RED LION SNAPPER - SMALL,???,0,0,0,10,29.02.2020,,0,Yes,FISH,Item Group
808,FGR008,FISH- GROUPER 200/300gm 5kg X 2pkt/ctns,??? 200/300gm,0,0,0,2.8,01.05.2020,,0,Yes,FISH,Item Group
809,FGR009,FISH- GROUPER 200/300gm 1.5kg X 7pkt/ctns,??? 200/300gm 10.50KG,0,0,0,3.16,06.05.2019,,0,Yes,FISH,Item Group
810,FGR010,FISH- GROUPER 300/500gm 2kg X 5pkt/ctns,??? 300/500gm,0,0,0,3.75,31.12.2019,,0,Yes,FISH,Item Group
811,FGR011,FISH- GROUPER 300/400gm 2kg X 5pkt/ctns,??? 300/400gm,0,0,0,6.62,16.10.2017,,0,Yes,FISH,Item Group
812,FGR012,FISH- GROUPER 400/500gm 2kg X 5pkt/ctns,??? 400/500gm,0,0,0,5.35,17.01.2019,,0,Yes,FISH,Item Group
813,FGR013,FISH- GROUPER - BIG,???  ?,0,0,0,1,01.04.2020,,0,Yes,FISH,Item Group
814,FHG001,FISH- GREEN NEEDLE,,0,0,0,10,27.04.2019,,0,Yes,FISH,Item Group
815,FHI001,FISH- HILSA 5/8,,0,0,0,11.8,30.10.2015,,0,Yes,FISH,Item Group
816,FHL001,FISH- SLIVER WAREHOUSE FISH STEAK 26kg/ctn,?????,0,0,0,5.2,14.11.2017,,0,Yes,FISH,Item Group
817,FHS00,FISH- HALIBUT STEAK,???,0,0,0,0,,,0,Yes,FISH,Item Group
818,FHS001,FISH- HALIBUT STEAK 300GM/PCS 15PCS/CTNS,???? 300gm/pcs,52.1,0,0,15.47,15.09.2020,,0,Yes,FISH,Item Group
819,FHS002,FISH- HALIBUT STEAK,???,0,0,0,0,,,0,Yes,FISH,Item Group
820,FHS003,FISH- HERRING FISH,???,0,0,0,7.5,01.08.2017,,0,Yes,FISH,Item Group
821,FHS004,FISH- HAMACHI KAMA (120G),??,0,0,0,18,26.01.2022,,0,Yes,FISH,Item Group
822,FHS004-02,FISH- YELLOWTAIL COLLAR,??,0,0,0,26,25.04.2023,,0,Yes,FISH,Item Group
823,FIN001,FISH- STARBEM 25pkt/ctn,,0,0,0,50,27.06.2014,,0,Yes,FISH,Item Group
824,FIN002,FISH- TANGRA 25pkt/ctn,,0,0,0,50,27.06.2014,,0,Yes,FISH,Item Group
825,FKE001,FISH- KEMBONG FISH 1kg X 10pkt,,0,0,0,3.7,15.09.2015,,0,Yes,FISH,Item Group
826,FKE002,FISH- FRESH KEMBONG,?? ???,0,0,0,7.5,30.09.2021,,0,Yes,FISH,Item Group
827,FKE003,FISH- KEMBONG 8-10pcs 2kg X 5pkt/ctns,??? 8-10pcs,210,2,0,3.3,15.06.2023,,0,Yes,FISH,Item Group
828,FKE004,FISH- MACKEREL WHOLE 200gm,,0,0,0,3,28.04.2020,,0,Yes,FISH,Item Group
829,FKE005,FISH- KEMBONG 10-12pcs 2kg X 5pkt/ctns,??? 10-12pcs,0,0,0,2.7,09.01.2018,,0,Yes,FISH,Item Group
830,FKE006,FISH- YELLOW TAIL FISH  9kg/ctns,???,0,0,0,3.2,27.12.2020,,0,Yes,FISH,Item Group
831,FKU001,FISH- KUNING 31-40pcs 4X2KG/CTNS,?? 31-40 8KG,0,0,0,2.8,10.11.2022,,0,Yes,FISH,Item Group
832,FKU002,FISH- KUNING 30-40pcs,?? 30-40pcs,0,0,0,2.8,04.04.2017,,0,Yes,FISH,Item Group
833,FKU003,FISH- KUNING 31-35pcs  2kgX5pkt,?? 31-35pcs,4,0,0,2.8,27.01.2023,,0,Yes,FISH,Item Group
834,FKU003-02,FISH- KUNING 26-30pcs 2kgX5pkt,?? 26-30pcs,0,0,0,2,06.09.2017,,0,Yes,FISH,Item Group
835,FKU004,FISH- FRESH KUNING,?? ??,0,0,0,6,01.08.2019,,0,Yes,FISH,Item Group
836,FKU005,FISH- KUNING 26-30pcs 1kgX10pkt,?? 26-30pcs,0,0,0,2.6,14.06.2023,,0,Yes,FISH,Item Group
837,FKU006,FISH- KUNING 21-25pcs (FINE CATCH) 2kgX5pkt,?? 21-25pcs,0,0,0,1.98,13.04.2017,,0,Yes,FISH,Item Group
838,FKU006-02,FISH- KUNING 21-25pcs 1kgX10pkt,?? 21-25pcs,0,0,0,3.2,11.04.2023,,0,Yes,FISH,Item Group
839,FKU007,FISH- KUNING 15-20pcs 2kgX5pkt,?? 15-20pcs,0,0,0,2.9,05.04.2021,,0,Yes,FISH,Item Group
840,FLE001,FISH- LEATHER 200-300,?? 200-300,0,0,0,9,14.03.2023,,0,Yes,FISH,Item Group
841,FLE002,FISH- LEATHER JACKET 700-1000gm 10kg/ctn,?? 700-1000gm,0,0,0,7,20.01.2021,,0,Yes,FISH,Item Group
842,FLE003,FISH- LEATHER JACKET 1-2kg 10kg/ctn,??,40,30,0,9,31.05.2023,,0,Yes,FISH,Item Group
843,FLE004,FISH- LEATHER JACKET 100-200gm 10kg/ctn,?? 100-200gm,0,0,0,7,20.01.2021,,0,Yes,FISH,Item Group
844,FLE005,FISH- LEATHER JACKET,??,0,0,0,7.8,19.03.2020,,0,Yes,FISH,Item Group
845,FLE006,FISH- LEATHER JACKET 40-100gm 10kg/ctn,?? 40-100gm,0,0,0,9,08.04.2023,,0,Yes,FISH,Item Group
846,FLU001,FISH- LUMPFISH,????,0,0,0,0,,,0,Yes,FISH,Item Group
847,FMI001,FISH- MILK FISH 500/800 10kg/ctn,,0,0,0,3.4,05.02.2020,,0,Yes,FISH,Item Group
848,FMI001-01,FISH- MILK FISH,???,658.8,0,0,4.25,24.04.2023,,0,Yes,FISH,Item Group
849,FMI001-02,FISH- MILK FISH BELLY 250-300GM/PKT,,0,0,0,6.5,16.07.2020,,0,Yes,FISH,Item Group
850,FMI002,OKEANOSS PREMIUM FRZ ROASTED EEL V80P 80pktX125gm,,0,0,0,4.6,14.10.2018,,0,Yes,FISH,Item Group
851,FMK001,FISH- MONKFISH FILLET ''QWEHLI'',8pcs - 300-500gm,0,0,0,62,09.04.2020,,0,Yes,FISH,Item Group
852,FMS001,FISH- MACKEREL STEAK (SPANISH) 10kg/ctn,??? SPANISH,0,0,0,3.1,01.10.2014,,0,Yes,FISH,Item Group
853,FMU001,FISH- MULLET 500/600GM PCS,??/?? 500/600GM,0,0,0,3.84,08.07.2020,,0,Yes,FISH,Item Group
854,FPA001,FISH- PARROT FISH,,0,0,0,9,16.12.2021,,0,Yes,BEEF,Item Group
855,FPD001,FISH- PACIFIC DORY 10X1kg/ctn,,0,0,0,3.36,15.07.2022,,0,Yes,FISH,Item Group
856,FPD001-01,FISH- PACIFIC DORY 6KG/CTNS **GREY/BLACK**,170-220GM ?????? 6KG/CTN **?/?**,58,0,0,23.8,14.12.2021,,0,Yes,FISH,Item Group
857,FPD001-02,FISH- PACIFIC DORY 2PCS/PKT,?????? 2PCS/PKT,2,0,0,2,28.11.2021,,0,Yes,FISH,Item Group
858,FPD001-03,FISH- PACIFIC DORY 300-400GM (6KG/5KG NET) **ORANGE**,15PCS ?????? 300-400GM **??**,0,0,0,11.84,17.06.2021,,0,Yes,FISH,Item Group
859,FPF001,FISH- WALLEYE POLLACK,???,0,0,0,6.2,11.09.2020,,0,Yes,FISH,Item Group
860,FPN001,FISH- PONY FISH 130/200GM,???,0,0,0,5,24.03.2021,,0,Yes,FISH,Item Group
861,FPT001,FISH- FROZEN PRADISE THREADFIN STEAK 3/5,???,0,0,0,4,30.09.2022,,0,Yes,FISH,Item Group
862,FPT002,FISH- BALAI THREADFIN PORTION 500GM/PKT,???? 500GM/PKT,0,0,0,17.5,16.04.2020,,0,Yes,FISH,Item Group
863,FPT003,FISH- FRESH THREADFIN (KUKUP),???,0,0,0,13,30.04.2020,,0,Yes,FISH,Item Group
864,FPT004,FISH- FRESH THREADFIN (BALAI),??,0,0,0,23,29.09.2020,,0,Yes,FISH,Item Group
865,FPT005,FISH- BALAI THREADFIN PORTION 200-250GM/PKT,???? 200-250GM/PKT,0,0,0,10.5,29.09.2020,,0,Yes,FISH,Item Group
866,FRESHPORK,FRESH PORK,,0,0,0,5,25.01.2022,,0,Yes,PORK,Item Group
867,FRF001,FISH- RED FISH FILLET 2kgX5pkt,?????,0,0,0,3.8,14.01.2015,,0,Yes,FISH,Item Group
868,FRG001,FISH- RED GORLY 8-10pcs 5kgX2pkt,??? 8-10pcs,0,0,0,2.3,28.02.2017,,0,Yes,FISH,Item Group
869,FRG002,FISH- RED SNAPPER FISH TAIL,????,0,13.9,0,18.8,17.06.2023,,0,Yes,FISH,Item Group
870,FRG003,FISH- RED GORLY 4-6pcs 2kgX5pkt,??? 4-6pcs,0,0,0,2.8,23.03.2022,,0,Yes,FISH,Item Group
871,FRG004,FISH- SEA BREAM (ANGOLI) 4-6pcs 2kgX5pkt,??? 4-6pcs,0,0,0,3.3,13.06.2023,,0,Yes,FISH,Item Group
872,FRG005,FISH- RED GORLY 8-10pcs 2kgX5pkt/ctn,??? 8-10pcs,122,20,0,3.3,13.06.2023,,0,Yes,FISH,Item Group
873,FRG006,FISH- RED GORLY 10-12pcs 2kgX5pkt/ctn,??? 10-12pcs,0,0,0,2.8,30.06.2020,,0,Yes,FISH,Item Group
874,FRG007,FISH- FRESH ANGKOLI FISH TAIL,?? ?????,0,0,0,11,27.04.2019,,0,Yes,FISH,Item Group
875,FRM001,FISH- FRESH ANGKOLI FISH,?? ????,0,0,0,10.5,31.10.2022,,0,Yes,FISH,Item Group
876,FRM002,FISH- FRESH ANGKOLI FISH MEAT,?? ?????,0,0,0,13,19.10.2018,,0,Yes,FISH,Item Group
877,FRO001,FISH- GOLDEN SNAPPER,??/??,0,0,0,8.5,24.12.2020,,0,Yes,FISH,Item Group
878,FRO001-02,FISH- ROHU STEAK 13-15PCS,???,0,0,0,2.7,17.04.2023,,0,Yes,FISH,Item Group
879,FRO002,FISH- ROSY SNAPPER 15kg/ctns,??,0,0,0,3.6,30.09.2016,,0,Yes,FISH,Item Group
880,FRO003,FISH- KEE FISH 8-10pcs,?? 8-10pcs,0,0,0,2.2,27.03.2023,,0,Yes,FISH,Item Group
881,FRS001,FISH- ANGKOLI FISH HEAD (KG),????? (KG),0,0,0,11,19.03.2021,,0,Yes,FISH,Item Group
