#,Document Number,Posting Date,Customer/Vendor Code,Customer/Vendor Name,Customer/Vendor Name,Document Currency,Check Amount,Transfer Amount,Cash Amount,Reference 1,Reference 2,Counter Reference,Remarks,Journal Remarks,Journal Remarks
17175,377204,08.06.2023,UCL0173,LOYANG WAY BIG PRAWN NOODLES PTE LTD,LOYANG WAY BIG PRAWN NOODLES PTE LTD,SGD,0,0,155,37-7204,,,31-May,31-May,31-May
17176,377205,08.06.2023,UCX0059,XIANG JI PIG ORGAN SOUP,XIANG JI PIG ORGAN SOUP,SGD,0,0,128.5,37-7205,,,31-May,31-May,31-May
17177,377206,08.06.2023,UCN0081,NIU CHE SHUI FISH BALL NOODLE,NIU CHE SHUI FISH BALL NOODLE,SGD,0,0,67.6,37-7206,,,1-Jun,1-Jun,1-Jun
17178,377207,08.06.2023,UCX0194,XIN MEI NOODLE HOUSE,XIN MEI NOODLE HOUSE,SGD,0,0,60.5,37-7207,,,1-Jun,1-Jun,1-Jun
17179,377208,08.06.2023,UCL0173,LOYANG WAY BIG PRAWN NOODLES PTE LTD,LOYANG WAY BIG PRAWN NOODLES PTE LTD,SGD,0,0,163.6,37-7208,,,1-Jun,1-Jun,1-Jun
17180,377209,08.06.2023,UCC0199,CHUA HEE LOCK,CHUA HEE LOCK,SGD,0,0,44,37-7209,,,1/6 E/P $3,1/6 E/P $3,1/6 E/P $3
17181,377210,08.06.2023,UCL0173,LOYANG WAY BIG PRAWN NOODLES PTE LTD,LOYANG WAY BIG PRAWN NOODLES PTE LTD,SGD,0,0,92.3,37-7210,,,3-Jun,3-Jun,3-Jun
17182,377211,08.06.2023,UCC0199,CHUA HEE LOCK,CHUA HEE LOCK,SGD,0,0,138.9,37-7211,,,3-Jun,3-Jun,3-Jun
17183,377212,08.06.2023,UCX0194,XIN MEI NOODLE HOUSE,XIN MEI NOODLE HOUSE,SGD,0,0,169.5,37-7212,,,3-Jun,3-Jun,3-Jun
17184,377213,08.06.2023,UCC0109,CHUAN HAI KOPITIAM PTE LTD,CHUAN HAI KOPITIAM PTE LTD,SGD,0,0,183.7,37-7213,,,5-Jun,5-Jun,5-Jun
17185,377214,08.06.2023,UCC0080,CASH (RAY),CASH (RAY),SGD,0,0,547,37-7214,,,25-Apr,25-Apr,25-Apr
17186,377215,08.06.2023,UCC0080,CASH (RAY),CASH (RAY),SGD,0,0,304.4,37-7215,,,6-May,6-May,6-May
17187,377216,08.06.2023,UCH0243,HAI TIAN TRADING PTE LTD,HAI TIAN TRADING PTE LTD,SGD,0,0,117.5,37-7216,,,31-May,31-May,31-May
17188,377217,08.06.2023,UCC0080,CASH (RAY),CASH (RAY),SGD,0,0,134.4,37-7217,,,22-May,22-May,22-May
17189,377218,08.06.2023,UCC0080,CASH (RAY),CASH (RAY),SGD,0,0,140.4,37-7218,,,24-May,24-May,24-May
17190,377219,08.06.2023,UCC0080,CASH (RAY),CASH (RAY),SGD,0,0,77.7,37-7219,,,19-May,19-May,19-May
17191,377220,08.06.2023,UCC0080,CASH (RAY),CASH (RAY),SGD,0,0,116.6,37-7220,,,18-May,18-May,18-May
17192,377221,08.06.2023,UCN0081,NIU CHE SHUI FISH BALL NOODLE,NIU CHE SHUI FISH BALL NOODLE,SGD,0,0,150.4,37-7221,,,5-Jun,5-Jun,5-Jun
17193,377222,08.06.2023,UCF0156,FISH SOUP (LOYANG WAY),FISH SOUP (LOYANG WAY),SGD,0,0,94,37-7222,,,5-Jun,5-Jun,5-Jun
17194,377223,08.06.2023,UCX0194,XIN MEI NOODLE HOUSE,XIN MEI NOODLE HOUSE,SGD,0,0,76.6,37-7223,,,5-Jun,5-Jun,5-Jun
17195,377224,08.06.2023,UCC0199,CHUA HEE LOCK,CHUA HEE LOCK,SGD,0,0,58.3,37-7224,,,5-Jun,5-Jun,5-Jun
17196,377225,08.06.2023,UCC0109,CHUAN HAI KOPITIAM PTE LTD,CHUAN HAI KOPITIAM PTE LTD,SGD,0,0,145,37-7225,,,6-Jun,6-Jun,6-Jun
17197,377226,08.06.2023,UCR0091,RONG YI KEE PTE LTD,RONG YI KEE PTE LTD,SGD,0,0,54,37-7226,,,28-Feb,28-Feb,28-Feb
17198,377227,08.06.2023,UCL0195,LIM TIAM BOCK,LIM TIAM BOCK,SGD,0,0,318.3,37-7227,,,2-May,2-May,2-May
17199,377228,08.06.2023,UCJ0172,XI LAI BAO (????,XI LAI BAO (????,SGD,0,0,67.5,37-7228,,,6-Jun,6-Jun,6-Jun
17200,377229,08.06.2023,UCC0178,CASH (GUI ),CASH (GUI ),SGD,0,0,"1,365.00",37-7229,,,22/5-1/6 23159225,22/5-1/6 23159225,22/5-1/6 23159225
17201,377230,08.06.2023,UCS0000,STAFF OF UNICO,STAFF OF UNICO,SGD,0,0,51.5,37-7230,,,4-Jun,4-Jun,4-Jun
17202,377231,08.06.2023,UCS0046,SONG JI MIXED VEGTABLES RICE,SONG JI MIXED VEGTABLES RICE,SGD,0,0,203,37-7231,,,7-Jun,7-Jun,7-Jun
17203,377232,08.06.2023,UCM0338,MA LA XIANG GUO,MA LA XIANG GUO,SGD,0,0,74,37-7232,,,7-Jun,7-Jun,7-Jun
17204,377233,08.06.2023,UCF0331,FUJI DUCK,FUJI DUCK,SGD,0,0,162,37-7233,,,7-Jun,7-Jun,7-Jun
17205,377234,08.06.2023,UCW0030,HOWLERS PTE LTD,HOWLERS PTE LTD,SGD,0,0,98,37-7234,,,7-Jun,7-Jun,7-Jun
17206,377235,08.06.2023,UCL0045,LEE FOOD PTE LTD,LEE FOOD PTE LTD,SGD,0,0,"3,011.60",37-7235,,,7/6 23161888,7/6 23161888,7/6 23161888
17207,377236,08.06.2023,UCP0009,PRAWN MEE (BENDERMEER),PRAWN MEE (BENDERMEER),SGD,0,0,156,37-7236,,,7-Jun,7-Jun,7-Jun
17208,377237,08.06.2023,UCP0029,PHAN NEE TRADING LLP,PHAN NEE TRADING LLP,SGD,0,0,180.5,37-7237,,,7-Jun,7-Jun,7-Jun
17209,377238,08.06.2023,UCB0062,BAN MIAN & FISH SOUP (ADMIRALTY),BAN MIAN & FISH SOUP (ADMIRALTY),SGD,0,0,111.2,37-7238,,,7-Jun,7-Jun,7-Jun
17210,377239,08.06.2023,UCC0888,CASH (CHING),CASH (CHING),SGD,0,0,73.6,37-7239,,,7-Jun,7-Jun,7-Jun
17211,377240,08.06.2023,UCP0049,PEKING ROASTED CHICKEN RICE,PEKING ROASTED CHICKEN RICE,SGD,0,0,80.1,37-7240,,,7-Jun,7-Jun,7-Jun
17212,380349,08.07.2023,UCC0777,CASH ( LIANG ),CASH ( LIANG ),SGD,0,0,110.1,38-0349,,,7/7 23175436,7/7 23175436,7/7 23175436
17213,380350,08.07.2023,UCC0777,CASH ( LIANG ),CASH ( LIANG ),SGD,0,0,405.9,38-0350,,,7-Jul,7-Jul,7-Jul
17214,380351,08.07.2023,UCS0000,STAFF OF UNICO,STAFF OF UNICO,SGD,0,0,26.25,38-0351,,,7/7 23175499/5498,7/7 23175499/5498,7/7 23175499/5498
17215,380352,08.07.2023,UCW0009,WHOLE TRADING PTE LTD,WHOLE TRADING PTE LTD,SGD,0,0,14.6,38-0352,,,7-Jul,7-Jul,7-Jul
17216,380353,08.07.2023,UCC0008,CASH,CASH,SGD,0,0,48.3,38-0353,,,7/7 23175440,7/7 23175440,7/7 23175440
17217,380354,08.07.2023,UCM0307,MING SOON HUAT TRADING PTE LTD,MING SOON HUAT TRADING PTE LTD,SGD,0,0,477.3,38-0354,,,7/7 23175496,7/7 23175496,7/7 23175496
17218,380355,08.07.2023,UCS0340,SPICY ROMANCE,SPICY ROMANCE,SGD,0,0,108.2,38-0355,,,5-Jul,5-Jul,5-Jul
17219,380356,08.07.2023,UCC0178,CASH (GUI ),CASH (GUI ),SGD,0,0,791,38-0356,,,17-29/6,17-29/6,17-29/6
17220,380357,08.07.2023,UCF0069,FOODSTA PTE LTD,FOODSTA PTE LTD,SGD,0,0,147.7,38-0357,,,8/7 23175312,8/7 23175312,8/7 23175312
17221,380358,08.07.2023,UCS0340,SPICY ROMANCE,SPICY ROMANCE,SGD,0,0,70.2,38-0358,,,14-Jun,14-Jun,14-Jun
17222,380359,01.06.2023,UCC0178,CASH (GUI ),CASH (GUI ),SGD,0,"1,332.90",0,38-0359,,,11/5-29/5 B.TRANS P/L:177.05,11/5-29/5 B.TRANS P/L:177.05,11/5-29/5 B.TRANS P/L:177.05
17223,380360,08.07.2023,UCL0045,LEE FOOD PTE LTD,LEE FOOD PTE LTD,SGD,0,0,"3,018.60",38-0360,,,7-Jul,7-Jul,7-Jul
17224,380361,08.07.2023,UCM0338,MA LA XIANG GUO,MA LA XIANG GUO,SGD,0,0,111.2,38-0361,,,7-Jul,7-Jul,7-Jul
17225,380362,08.07.2023,UCS0046,SONG JI MIXED VEGTABLES RICE,SONG JI MIXED VEGTABLES RICE,SGD,0,0,208.9,38-0362,,,7/7 23175005,7/7 23175005,7/7 23175005
17226,380363,08.07.2023,UCL0077,LOR MEE BEDOK,LOR MEE BEDOK,SGD,0,0,52.5,38-0363,,,7-Jul,7-Jul,7-Jul
17227,380364,08.07.2023,UCG0022,G-10 MINIMART,G-10 MINIMART,SGD,0,0,363.7,38-0364,,,7-Jul,7-Jul,7-Jul
17228,380365,08.07.2023,UCF0191,FRESH PICK SUPERMARKET,FRESH PICK SUPERMARKET,SGD,0,0,119.6,38-0365,,,7-Jul,7-Jul,7-Jul
17229,380366,08.07.2023,UCB0127,BOON LAY MIXED VEGETABLE RICE,BOON LAY MIXED VEGETABLE RICE,SGD,0,0,134,38-0366,,,7-Jul,7-Jul,7-Jul
17230,380367,08.07.2023,UCH0024,HOKIEN MIAN,HOKIEN MIAN,SGD,0,0,71.8,38-0367,,,7-Jul,7-Jul,7-Jul
17231,380368,08.07.2023,UCC0144,EVER DRAGON FAMILY RESTAURANT(24 BENDEMEER) ????,EVER DRAGON FAMILY RESTAURANT(24 BENDEMEER) ????,SGD,0,0,207.3,38-0368,,,7-Jul,7-Jul,7-Jul
17232,380369,08.07.2023,UCL0205,LAU CHER PING RICHARD & LAU KAH KEAW TRADING AS FUJI DUCK,LAU CHER PING RICHARD & LAU KAH KEAW TRADING AS FUJI DUCK,SGD,0,0,450,38-0369,,,7-Jul,7-Jul,7-Jul
17233,380370,08.07.2023,UCM0186,MA BO (FRIED FISH) LOR MEE PTE.LTD,MA BO (FRIED FISH) LOR MEE PTE.LTD,SGD,0,0,92.3,38-0370,,,7-Jul,7-Jul,7-Jul
17234,380371,08.07.2023,UCY0144,YAN XIA CHUAN TONG MIAN JIA,YAN XIA CHUAN TONG MIAN JIA,SGD,0,0,52.3,38-0371,,,7-Jul,7-Jul,7-Jul
17235,380372,08.07.2023,UCC0092,DONG BEI CUISINE,DONG BEI CUISINE,SGD,0,0,191.1,38-0372,,,7-Jul,7-Jul,7-Jul
17236,380373,08.07.2023,UCH0263,HAINANESE CURRY RICE,HAINANESE CURRY RICE,SGD,0,0,113.4,38-0373,,,7-Jul,7-Jul,7-Jul
17237,380374,08.07.2023,UCP0029,PHAN NEE TRADING LLP,PHAN NEE TRADING LLP,SGD,0,0,278.1,38-0374,,,7/7 23175261 P/L $40.50,7/7 23175261 P/L $40.50,7/7 23175261 P/L $40.50
17238,380375,08.07.2023,UCB0001,BAK KUT TEH?CLAYPOT DELIGHT,BAK KUT TEH?CLAYPOT DELIGHT,SGD,0,0,125,38-0375,,,26-27/5 23156937/7416 P/L $1.84,26-27/5 23156937/7416 P/L $1.84,26-27/5 23156937/7416 P/L $1.84
17239,380376,08.07.2023,UCG0111,GREEDY DUCK PTE LTD,GREEDY DUCK PTE LTD,SGD,0,0,29.7,38-0376,,,7/6 23172058 E/P $29.70,7/6 23172058 E/P $29.70,7/6 23172058 E/P $29.70
17240,380377,08.07.2023,UCG0111,GREEDY DUCK PTE LTD,GREEDY DUCK PTE LTD,SGD,0,0,87.3,38-0377,,,7/7 23174847/5305,7/7 23174847/5305,7/7 23174847/5305
17241,380378,08.07.2023,UCM0341,MEI FANG FOOD PARADISE PTE LTD,MEI FANG FOOD PARADISE PTE LTD,SGD,0,0,88.5,38-0378,,,7-Jul,7-Jul,7-Jul
17242,380379,08.07.2023,UCC0008,CASH,CASH,SGD,0,0,166,38-0379,,,7-Jul,7-Jul,7-Jul
17243,380380,08.07.2023,UCT0226,TIAN FA SHOU GONG BAO DIAN DIAN XIN,TIAN FA SHOU GONG BAO DIAN DIAN XIN,SGD,0,0,126.3,38-0380,,,7-Jul,7-Jul,7-Jul
17244,380381,08.07.2023,UCB0060,BEDOK PRAWN NOODLE,BEDOK PRAWN NOODLE,SGD,0,0,97.2,38-0381,,,7-Jul,7-Jul,7-Jul
17245,380382,08.07.2023,UCM0316,M&M FOOD HOLDING PTE LTD,M&M FOOD HOLDING PTE LTD,SGD,0,0,130.25,38-0382,,,7-Jul,7-Jul,7-Jul
17246,378817,22.06.2023,UCZ0284,ZHU JIA,ZHU JIA,SGD,0,137.81,0,37-8817,,,21/6 B.TRANS 23167443,21/6 B.TRANS 23167443,21/6 B.TRANS 23167443
17247,378818,22.06.2023,UCC9999,CASH (SHIYUN),CASH (SHIYUN),SGD,0,117.5,0,37-8818,,,22/6 B.TRANS 23164308,22/6 B.TRANS 23164308,22/6 B.TRANS 23164308
17248,378819,22.06.2023,UCC9999,CASH (SHIYUN),CASH (SHIYUN),SGD,0,38.88,0,37-8819,,,22/6 B.TRANS 23168192,22/6 B.TRANS 23168192,22/6 B.TRANS 23168192
17249,378820,22.06.2023,UCZ0130,KUNTAI ENGINEERING PTE LTD,KUNTAI ENGINEERING PTE LTD,SGD,0,179.82,0,37-8820,,,"21/6 B.TRANS 23167442,7467","21/6 B.TRANS 23167442,7467","21/6 B.TRANS 23167442,7467"
17250,378821,22.06.2023,UCA0001,ALLIANCE DIVINE IMPEX PTE LTD,ALLIANCE DIVINE IMPEX PTE LTD,SGD,0,"2,751.84",0,37-8821,,,16/5 B.TRANS 23152750,16/5 B.TRANS 23152750,16/5 B.TRANS 23152750
17251,378823,22.06.2023,UCM0090,MILLENIUM TRADING PTE LTD,MILLENIUM TRADING PTE LTD,SGD,0,"8,840.45",0,37-8823,,,APR B.TRANS,APR B.TRANS,APR B.TRANS
17252,378824,22.06.2023,UCC0165,CASH (JESSICA),CASH (JESSICA),SGD,0,117.81,0,37-8824,,,21/6 B.TRANS 23167500,21/6 B.TRANS 23167500,21/6 B.TRANS 23167500
17253,378825,22.06.2023,UCJ0008,JAYDEN FOODS PTE LTD,JAYDEN FOODS PTE LTD,SGD,0,"3,499.20",0,37-8825,,,21/6 B.TRANS 23167792,21/6 B.TRANS 23167792,21/6 B.TRANS 23167792
17254,378826,22.06.2023,UCB0070,BREAKTHROUGH CAFE,BREAKTHROUGH CAFE,SGD,0,848.88,0,37-8826,,,MAY-JUN B.TRANS,MAY-JUN B.TRANS,MAY-JUN B.TRANS
17255,378827,22.06.2023,UCH0090,HONOLULU CAFE,HONOLULU CAFE,SGD,0,399.6,0,37-8827,,,MAY B.TRANS,MAY B.TRANS,MAY B.TRANS
17256,378828,22.06.2023,UCH0153,HONOLULU CAFE (WESTGATE),HONOLULU CAFE (WESTGATE),SGD,0,172.8,0,37-8828,,,MAY B.TRANS,MAY B.TRANS,MAY B.TRANS
17257,378829,22.06.2023,UCC9999,CASH (SHIYUN),CASH (SHIYUN),SGD,0,427.09,0,37-8829,,,22/6 B.TRANS 23168199,22/6 B.TRANS 23168199,22/6 B.TRANS 23168199
17258,378830,22.06.2023,UCD0094,DA FA SUPPLIES PTE LTD,DA FA SUPPLIES PTE LTD,SGD,0,"1,412.64",0,37-8830,,,1/6-15/6 B.TRANS,1/6-15/6 B.TRANS,1/6-15/6 B.TRANS
17259,378831,22.06.2023,UCC0165,CASH (JESSICA),CASH (JESSICA),SGD,0,20.54,0,37-8831,,,22/6 B.TRANS 23168360,22/6 B.TRANS 23168360,22/6 B.TRANS 23168360
17260,378832,22.06.2023,UCW0144,WLC FOOD PTE LTD,WLC FOOD PTE LTD,SGD,0,16.85,0,37-8832,,,MAR B.TRANS,MAR B.TRANS,MAR B.TRANS
17261,378833,22.06.2023,UCT0183,BUY CHEAP BUY GOOD SUPPLIES (PRIVATE LIMITED),BUY CHEAP BUY GOOD SUPPLIES (PRIVATE LIMITED),SGD,0,"53,015.68",0,37-8833,,,MAY B.TRANS,MAY B.TRANS,MAY B.TRANS
17262,378834,22.06.2023,UCB0059,BOON LAY HO HUAT FRIED HOKKIEN PRAWN MEE,BOON LAY HO HUAT FRIED HOKKIEN PRAWN MEE,SGD,0,219.46,0,37-8834,,,APR-MAY B.TRANS,APR-MAY B.TRANS,APR-MAY B.TRANS
17263,378835,23.06.2023,UCP0068,PHUKET TOWN MOOKATA PTE LTD,PHUKET TOWN MOOKATA PTE LTD,SGD,0,"9,295.28",0,37-8835,,,MAY B.TRANS,MAY B.TRANS,MAY B.TRANS
17264,378836,23.06.2023,UCP0130,PHUKET TOWN MOOKATA PTE LTD,PHUKET TOWN MOOKATA PTE LTD,SGD,0,"1,324.42",0,37-8836,,,MAY B.TRANS,MAY B.TRANS,MAY B.TRANS
17265,378837,23.06.2023,UCY0064,YI RESTAURANT LLP,YI RESTAURANT LLP,SGD,0,258.12,0,37-8837,,,22/6 B.TRANS 23168021,22/6 B.TRANS 23168021,22/6 B.TRANS 23168021
17266,378838,23.06.2023,UCG0052,GREAT CUISINE PTE LTD (298 TIONG BAHRU),GREAT CUISINE PTE LTD (298 TIONG BAHRU),SGD,0,372.11,0,37-8838,,,MAY B.TRANS,MAY B.TRANS,MAY B.TRANS
17267,378840,23.06.2023,UCT0286,TAO YUAN PTE LTD,TAO YUAN PTE LTD,SGD,0,"4,179.60",0,37-8840,,,APR B.TRANS,APR B.TRANS,APR B.TRANS
17268,378841,23.06.2023,UCH0137,HOUGANG 309 WESTERN FOOD,HOUGANG 309 WESTERN FOOD,SGD,0,136.3,0,37-8841,,,22/6 B.TRANS 23168109,22/6 B.TRANS 23168109,22/6 B.TRANS 23168109
17269,378842,22.06.2023,UCT0205,TONG TIAN FOOD & TRADING PTE LTD,TONG TIAN FOOD & TRADING PTE LTD,SGD,0,191.7,0,37-8842,,,22/6 B.TRANS 23168304,22/6 B.TRANS 23168304,22/6 B.TRANS 23168304
17270,378843,23.06.2023,UCI0013,INDIAN CATERING,INDIAN CATERING,SGD,"3,013.20",0,0,37-8843,,,APR (6060),APR (6060),APR (6060)
17271,378844,23.06.2023,UCR0021,RICHFOOD CATERING PTE LTD,RICHFOOD CATERING PTE LTD,SGD,"8,552.27",0,0,37-8844,,,APR (365471),APR (365471),APR (365471)
17272,378845,23.06.2023,UCR0021,RICHFOOD CATERING PTE LTD,RICHFOOD CATERING PTE LTD,SGD,"4,898.54",0,0,37-8845,,,MAY (365488),MAY (365488),MAY (365488)
17273,378846,23.06.2023,UCJ0088,SHI SHANG COFFEE (3) PTE LTD,SHI SHANG COFFEE (3) PTE LTD,SGD,"3,773.05",0,0,37-8846,,,APR (313),APR (313),APR (313)
17274,378847,22.06.2023,UCS0240,SHOPEE SG CUSTOMERS,SHOPEE SG CUSTOMERS,SGD,0,54.97,0,37-8847,,,22/6 B.TRANS 23168408,22/6 B.TRANS 23168408,22/6 B.TRANS 23168408
17275,380594,10.07.2023,UCD0053,DOVEMART,DOVEMART,SGD,0,0,308.2,38-0594,,,9/7 23176170,9/7 23176170,9/7 23176170
17276,380595,10.07.2023,UCP0049,PEKING ROASTED CHICKEN RICE,PEKING ROASTED CHICKEN RICE,SGD,0,0,80.1,38-0595,,,9-Jul,9-Jul,9-Jul
17277,380596,10.07.2023,UCC9999,CASH (SHIYUN),CASH (SHIYUN),SGD,0,257.58,0,38-0596,,,5/7 B.TRANS 23174332,5/7 B.TRANS 23174332,5/7 B.TRANS 23174332
17278,380597,10.07.2023,UCT0096,TAI HENG HANDMAKE DUM SUM,TAI HENG HANDMAKE DUM SUM,SGD,0,0,81.6,38-0597,,,9/7 23175868,9/7 23175868,9/7 23175868
17279,380598,10.07.2023,UCN0100,NASI LEMAK SEDAP,NASI LEMAK SEDAP,SGD,0,67.39,0,38-0598,,,9/7 B.TRANS 23176124,9/7 B.TRANS 23176124,9/7 B.TRANS 23176124
17280,380599,10.07.2023,UCS0362,SHISHANGLAO PTE LTD,SHISHANGLAO PTE LTD,SGD,0,"16,205.25",0,38-0599,,,MAY B.TRANS,MAY B.TRANS,MAY B.TRANS
17281,380600,10.07.2023,UCM0279,YUN HAI FOOD PTE LTD,YUN HAI FOOD PTE LTD,SGD,0,0,301.8,38-0600,,,8/7 23175538,8/7 23175538,8/7 23175538
17282,380601,10.07.2023,UCT0030,TING F&B,TING F&B,SGD,0,"2,010.97",0,38-0601,,,MAY-JUN B.TRANS,MAY-JUN B.TRANS,MAY-JUN B.TRANS
17283,380602,10.07.2023,UCN0108,NOONA KOREAN KITCHEN,NOONA KOREAN KITCHEN,SGD,0,789.56,0,38-0602,,,JUN B.TRANS,JUN B.TRANS,JUN B.TRANS
17284,380603,10.07.2023,UCP0029,PHAN NEE TRADING LLP,PHAN NEE TRADING LLP,SGD,0,0,363,38-0603,,,9/7 23176128,9/7 23176128,9/7 23176128
17285,380604,10.07.2023,UCN0121,NOONA KOREAN KITCHEN,NOONA KOREAN KITCHEN,SGD,0,451.01,0,38-0604,,,26/6-2/7 B.TRANS,26/6-2/7 B.TRANS,26/6-2/7 B.TRANS
17286,380605,10.07.2023,UCF0215,FORTUNE HERBAL SPUP,FORTUNE HERBAL SPUP,SGD,0,0,194.4,38-0605,,,9/7 23175943,9/7 23175943,9/7 23175943
17287,380606,10.07.2023,UCS0272,SHAN XI LIANG PI F&B PTE LTD,SHAN XI LIANG PI F&B PTE LTD,SGD,0,0,90,38-0606,,,9/7 23176168,9/7 23176168,9/7 23176168
17288,380607,10.07.2023,UCC0189,CEST LA VIE KITCHEN PTE LTD,CEST LA VIE KITCHEN PTE LTD,SGD,0,292.04,0,38-0607,,,8-9/7 B.TRANS 23175779 6109 6163 6164,8-9/7 B.TRANS 23175779 6109 6163 6164,8-9/7 B.TRANS 23175779 6109 6163 6164
17289,380608,10.07.2023,UCG0111,GREEDY DUCK PTE LTD,GREEDY DUCK PTE LTD,SGD,0,0,138,38-0608,,,9/7 23176167,9/7 23176167,9/7 23176167
17290,380609,10.07.2023,UCP0125,PINWEI PTE LTD,PINWEI PTE LTD,SGD,0,"1,060.00",0,38-0609,,,JUN B.TRANS,JUN B.TRANS,JUN B.TRANS
17291,380610,10.07.2023,UCG0111,GREEDY DUCK PTE LTD,GREEDY DUCK PTE LTD,SGD,0,0,19,38-0610,,,9/7 23176194,9/7 23176194,9/7 23176194
17292,380611,10.07.2023,UCP0150,PINWEI PTE LTD,PINWEI PTE LTD,SGD,0,"1,844.65",0,38-0611,,,JUN B.TRANS,JUN B.TRANS,JUN B.TRANS
17293,380612,10.07.2023,UCF0070,FRESH PICK SUPERMARKET,FRESH PICK SUPERMARKET,SGD,0,0,221.4,38-0612,,,9/7 23176166,9/7 23176166,9/7 23176166
17294,380613,10.07.2023,UCC0888,CASH (CHING),CASH (CHING),SGD,0,78.84,0,38-0613,,,7/7 B.TRANS 23175242,7/7 B.TRANS 23175242,7/7 B.TRANS 23175242
17295,380614,10.07.2023,UCR0087,RAFIDAH BINTE OMAR,RAFIDAH BINTE OMAR,SGD,0,0,119.8,38-0614,,,9-Jul,9-Jul,9-Jul
17296,380615,10.07.2023,UCT0221,TIAN FA LU MIEN,TIAN FA LU MIEN,SGD,0,0,73.4,38-0615,,,8-Jul,8-Jul,8-Jul
17297,380616,10.07.2023,UCH0286,HOUGANG HAINANESE CURRY,HOUGANG HAINANESE CURRY,SGD,0,0,74.2,38-0616,,,8-Jul,8-Jul,8-Jul
17298,380617,10.07.2023,UCP0046,POW SING PTE LTD,POW SING PTE LTD,SGD,0,0,508.1,38-0617,,,8-Jul,8-Jul,8-Jul
17299,380618,10.07.2023,UCP0046,POW SING PTE LTD,POW SING PTE LTD,SGD,0,0,108,38-0618,,,9-Jul,9-Jul,9-Jul
17300,380619,10.07.2023,UCC0165,CASH (JESSICA),CASH (JESSICA),SGD,0,0,169.4,38-0619,,,9-Jul,9-Jul,9-Jul
17301,380620,10.07.2023,UCH0286,HOUGANG HAINANESE CURRY,HOUGANG HAINANESE CURRY,SGD,0,0,70,38-0620,,,9/7 23176151,9/7 23176151,9/7 23176151
17302,380621,10.07.2023,UCM0184,MA BO (FRIED FISH) LOR MEE PTE.LTD,MA BO (FRIED FISH) LOR MEE PTE.LTD,SGD,0,0,57.2,38-0621,,,9-Jul,9-Jul,9-Jul
17303,380622,10.07.2023,UCM0089,MIN NAN PORK RIB NOODLE,MIN NAN PORK RIB NOODLE,SGD,0,0,118.2,38-0622,,,9-Jul,9-Jul,9-Jul
17304,380623,10.07.2023,UCT0071,TIONG BAHRU SHARK LOR MEE (SENG POH),TIONG BAHRU SHARK LOR MEE (SENG POH),SGD,0,0,110.1,38-0623,,,9-Jul,9-Jul,9-Jul
17305,380624,10.07.2023,UCJ0016,JIU LONG YUN TUN MIAN,JIU LONG YUN TUN MIAN,SGD,0,0,123.3,38-0624,,,9-Jul,9-Jul,9-Jul
17306,380625,10.07.2023,UCG0013,AH BIAO-?? GU 6307,AH BIAO-?? GU 6307,SGD,"3,106.19",0,0,38-0625,,,21/6-2/7 (482244),21/6-2/7 (482244),21/6-2/7 (482244)
17307,373793,03.05.2023,UCH0010,HONG KONG YUMMY SOUP,HONG KONG YUMMY SOUP,SGD,0,0,108,37-3793,,,28-Apr,28-Apr,28-Apr
17308,373794,03.05.2023,UCA0108,AMS SUPERMART PTE LTD,AMS SUPERMART PTE LTD,SGD,0,0,152.4,37-3794,,,30-Apr,30-Apr,30-Apr
17309,373795,03.05.2023,UCC0051,CHICKEN HOUSE PTE LTD,CHICKEN HOUSE PTE LTD,SGD,0,0,111.2,37-3795,,,30-Apr,30-Apr,30-Apr
17310,373796,03.05.2023,UCM0100,MA LA XIANG GUO,MA LA XIANG GUO,SGD,0,0,107.5,37-3796,,,1-May,1-May,1-May
17311,373797,03.05.2023,UCC0051,CHICKEN HOUSE PTE LTD,CHICKEN HOUSE PTE LTD,SGD,0,0,110.1,37-3797,,,1-May,1-May,1-May
17312,373798,03.05.2023,UCM0239,MING JI SHAO LA,MING JI SHAO LA,SGD,0,0,137.3,37-3798,,,1-May,1-May,1-May
17313,373799,03.05.2023,UCC0215,CHEN MIN,CHEN MIN,SGD,0,0,127.4,37-3799,,,30-Apr,30-Apr,30-Apr
17314,373800,03.05.2023,UCA0030,ASERET TRADING,ASERET TRADING,SGD,0,0,250.5,37-3800,,,1-May,1-May,1-May
17315,373801,03.05.2023,UCY0063,YUAN MAO LAMIAN/FISH SOUP,YUAN MAO LAMIAN/FISH SOUP,SGD,0,0,81,37-3801,,,1-May,1-May,1-May
17316,373802,03.05.2023,UCT0221,TIAN FA LU MIEN,TIAN FA LU MIEN,SGD,0,0,75.6,37-3802,,,29-Apr,29-Apr,29-Apr
17317,373803,03.05.2023,UCA0017,ABC PASAR BEEF NOODLE,ABC PASAR BEEF NOODLE,SGD,0,0,129.6,37-3803,,,1-May,1-May,1-May
17318,373805,02.05.2023,UCT0127,T&L INDUSTRIES PTE LTD,T&L INDUSTRIES PTE LTD,SGD,0,"17,070.54",0,37-3805,,,FEB B.TRANS,FEB B.TRANS,FEB B.TRANS
17319,373806,03.05.2023,UCS0217,SHENG WEI GE  HOT POT,SHENG WEI GE  HOT POT,SGD,0,0,386.3,37-3806,,,16/4-1/5,16/4-1/5,16/4-1/5
