No,Document Number,Document Type,Posting Date,Item No.,Item/Service Description,Quantity,Price,Row Total
80,5799,I,05.10.2022,PSPA01,PORK- SPARERIB CUT 2''-2.5'' 5KGX2PKT/CTNS,315,5.3,"1,669.50"
81,5799,I,05.10.2022,PRIB06,PORK- SPARERIB CUT 1 '' X 1 '' 5KGX2PKT/CTNS,20,5.3,106
82,5799,I,05.10.2022,PSOF02,PORK SOFTBONE CUT A 5KG/PKT,65,3.9,253.5
83,5799,I,05.10.2022,CCUB04,CHICKEN CUBE 2KGX6PKT/CTNS,808,4.4,"3,555.20"
84,5800,I,06.10.2022,PRIB08,PORK RIBLETS CUT 2-2 1/2' 5kgX2pkt,420,4.5,"1,890.00"
85,5800,I,06.10.2022,PRIB05,PORK RIBLETS CUBE 5KGX2PKT/CTNS,110,2.5,275
86,5800,I,06.10.2022,PS-02,PORK LEG SLICED 2KGX6PKT/CTNS,"1,462.00",3.4,"4,970.80"
87,5800,I,06.10.2022,PS-02,PORK LEG SLICED 2KGX6PKT/CTNS,80,3.4,272
88,5800,I,06.10.2022,PM-03,PORK- MINCED PORK AA 6X2KG/CTNS,176,3.3,580.8
89,5800,I,06.10.2022,PSOF02,PORK SOFTBONE CUT A 5KG/PKT,980,3.9,"3,822.00"
90,5800,I,06.10.2022,PBEL21-04,PORK BELLY SLICED 1.2CM 1NOS/PKT GERMANY,305,5.3,"1,616.50"
91,5800,I,06.10.2022,PBEL16,PORK BELLY SLICED 1' 3kg/pkt,222,5.2,"1,154.40"
92,5800,I,06.10.2022,PCOS04-02,PORK COLLAR CUT PCS,80,4.3,344
93,5800,I,06.10.2022,PCOS04-04,PORK COLLAR SLICED 2-3mm 2kg/pkt,234,4.3,"1,006.20"
94,5800,I,06.10.2022,CSLI01-01,CHICKEN SLICED 3mm 2kgX5pkt,192,4.4,844.8
95,5800,I,06.10.2022,CSLI01,CHICKEN SLICED 6mm 6x2kg/pkt,708,4.4,"3,115.20"
96,5800,I,06.10.2022,PM-01,PORK- MINCED PORK 6X2KG/CTNS,145,3.3,478.5
97,5800,I,06.10.2022,PM-04,PORK MINCED 7/3 GRIND TWICE 6X2KG/CTNS,192,3.3,633.6
98,5800,I,06.10.2022,PM-02,PORK- MINCED PORK A 6X2KG/CTNS,"1,218.00",3.3,"4,019.40"
99,5801,I,07.10.2022,PM-04,PORK MINCED 7/3 GRIND TWICE 6X2KG/CTNS,640,3.3,"2,112.00"
100,5801,I,07.10.2022,PM-01,PORK- MINCED PORK 6X2KG/CTNS,800,3.3,"2,640.00"
101,5801,I,07.10.2022,PM-02,PORK- MINCED PORK A 6X2KG/CTNS,40,3.3,132
102,5801,I,07.10.2022,PM-03,PORK- MINCED PORK AA 6X2KG/CTNS,362,3.3,"1,194.60"
103,5801,I,07.10.2022,CMIN02,CHICKEN MINCED ******,99,2.5,247.5
104,5801,I,07.10.2022,PS-07,???PORK LEG SLICED 3mm 1.8KG NET,160,3.2,512
105,5801,I,07.10.2022,PS-02,PORK LEG SLICED 2KGX6PKT/CTNS,"1,200.00",3.4,"4,080.00"
106,5801,I,07.10.2022,PCOS04-02,PORK COLLAR CUT PCS,100,4.3,430
107,5801,I,07.10.2022,PSOF02,PORK SOFTBONE CUT A 5KG/PKT,595,3.9,"2,320.50"
108,5801,I,07.10.2022,PBEL18,PORK BELLY SLICED 1.5CM 2kgX10pkt,242,5.3,"1,282.60"
109,5801,I,07.10.2022,PFLO02,PORK FLOSS 6mm 2kgX5pkt,886,3.2,"2,835.20"
110,5801,I,07.10.2022,BMS008-01,BEEF MEAT SLICED 2MM X 3' X 1.5' 1KG/PKT,184,8.6,"1,582.40"
111,5801,I,07.10.2022,PRIB08,PORK RIBLETS CUT 2-2 1/2' 5kgX2pkt,505,4.5,"2,272.50"
112,5801,I,07.10.2022,PRIB05,PORK RIBLETS CUBE 5KGX2PKT/CTNS,80,2.5,200
113,5801,I,07.10.2022,PBEL21-08,PORK BELLY SLICED 3mm 2kgX5pkt,478,4.5,"2,151.00"
114,5801,I,07.10.2022,PBEL10-02,PORK BELLY CUBE 7MM X 7MM 4kg/pkt,152,4.5,684
115,5801,I,07.10.2022,PTRI04,PORK BELLY STRIPES 3X5KG/CTNS,20,3,60
116,5802,I,08.10.2022,CCUR01,CHICKEN- CURRY CHICKEN A 5kgX2pkt,"1,155.00",2.8,"3,234.00"
117,5802,I,08.10.2022,PBEL21-08,PORK BELLY SLICED 3mm 2kgX5pkt,52,4.5,234
118,5802,I,08.10.2022,PLOI08-01,PORK LOIN SLICED 4mm 10X2KG/CTNS,98,4.5,441
119,5802,I,08.10.2022,PLIV02,PORK LIVER SLICED 2kgX5pkt,"1,594.00",2.6,"4,144.40"
120,5802,I,08.10.2022,PLIV02,PORK LIVER SLICED 2kgX5pkt,160,2.6,416
121,5802,I,08.10.2022,CLQC03,CHICKEN- CURRY CHICKEN (30gm) 5kgX2pkt,975,2.4,"2,340.00"
122,5802,I,08.10.2022,PHCU02,PORK HOCK CUBE AA 5Kg/Pkt,10,3,30
123,5802,I,08.10.2022,PHCU01,PORK HOCK CUBE A 5KGX2PKT/CTNS,465,2.4,"1,116.00"
124,5802,I,08.10.2022,PHOC06,PORK HOCK C2 (15-16pcs) 13.61KG/CTNS,4,35.5,142
125,5802,I,08.10.2022,PHOC12,PORK HOCK S2 350-400gm 5KGX2PKT/CTNS,300,2.6,780
126,5802,I,08.10.2022,PHOC14,PORK HOCK S2 800gm 20pcs 15KG/CTNS,75,2.6,195
127,5802,I,08.10.2022,PHOC11,PORK HOCK S2 450-500gm 2X5KG/CTNS,75,2.6,195
128,5802,I,08.10.2022,PCOS04-02,PORK COLLAR CUT PCS,120,4.3,516
129,5802,I,08.10.2022,BMS002,BEEF MEAT SLICED 3.3MM 6X2KG/CTNS,400,8.5,"3,400.00"
130,5802,I,08.10.2022,BMS008-01,BEEF MEAT SLICED 2MM X 3' X 1.5' 1KG/PKT,512,8.6,"4,403.20"
131,5802,I,08.10.2022,PRIB08,PORK RIBLETS CUT 2-2 1/2' 5kgX2pkt,415,4.5,"1,867.50"
132,5802,I,08.10.2022,PRIB06,PORK- SPARERIB CUT 1 '' X 1 '' 5KGX2PKT/CTNS,35,5.3,185.5
133,5802,I,08.10.2022,PSOF02,PORK SOFTBONE CUT A 5KG/PKT,85,3.9,331.5
134,5802,I,08.10.2022,PTAI01-02,PORK TAIL CUT CUBE A,35,6,210
135,5803,I,09.10.2022,CSLI06,CHICKEN SLICED 1CM 2kgX6pkt,120,4.6,552
136,5803,I,09.10.2022,CCUB06,CHICKEN CUBE 2CM 12KG/CTN,84,4.6,386.4
137,5803,I,09.10.2022,PM-05,PORK MINCED CHILL FRESH,44,3.3,145.2
138,5803,I,09.10.2022,PM-09,PORK MINCED GRIND TWICE 5KG/PKT,190,3.3,627
139,5803,I,09.10.2022,PM-01,PORK- MINCED PORK 6X2KG/CTNS,498,3.3,"1,643.40"
140,5803,I,09.10.2022,PLEG09-02,PORK LEG CUT 1.5INCH  X 1.5INCH,120,3.2,384
141,5803,I,09.10.2022,PFER03,PORK FERMURBONE CUT 5kgX2pkt,325,1.2,390
142,5803,I,09.10.2022,PBEL10,PORK BELLY CUBE _ 01 2Kgx10Pkt,18,5.3,95.4
143,5803,I,09.10.2022,PTRI04,PORK BELLY STRIPES 3X5KG/CTNS,20,3,60
144,5803,I,09.10.2022,PBEL21-03,2KG PORK BELLY SLICED 2.5' X 4MM,196,5.3,"1,038.80"
145,5803,I,09.10.2022,PBEL19-03,S/LESS PORK BELLY SLICED 3mm,112,7,784
146,5805,I,11.10.2022,PLOI08-01,PORK LOIN SLICED 4mm 10X2KG/CTNS,204,4.5,918
147,5805,I,11.10.2022,PS-02,PORK LEG SLICED 2KGX6PKT/CTNS,"1,296.00",3.4,"4,406.40"
148,5805,I,11.10.2022,PM-05,PORK MINCED CHILL FRESH,124,3.3,409.2
149,5805,I,11.10.2022,PM-09,PORK MINCED GRIND TWICE 5KG/PKT,55,3.3,181.5
150,5805,I,11.10.2022,PM-06,PORK MINCED AA GRIND TWICE 6X2KG/CTNS,80,3.8,304
151,5805,I,11.10.2022,PHCU01,PORK HOCK CUBE A 5KGX2PKT/CTNS,500,2.4,"1,200.00"
152,5805,I,11.10.2022,PHOC09,PORK HOCK C4 3X5KG/CTNS,155,2.6,403
153,5805,I,11.10.2022,PHOC10,PORK HOCK S2 250gm 2X5KG/CTNS,60,2.6,156
154,5805,I,11.10.2022,PHOC12,PORK HOCK S2 350-400gm 5KGX2PKT/CTNS,300,2.6,780
155,5805,I,11.10.2022,PHCU02,PORK HOCK CUBE AA 5Kg/Pkt,20,3,60
156,5805,I,11.10.2022,PCOS04-02,PORK COLLAR CUT PCS,120,4.3,516
157,5805,I,11.10.2022,PBEL21-04,PORK BELLY SLICED 1.2CM 1NOS/PKT GERMANY,210,5.3,"1,113.00"
158,5805,I,11.10.2022,PBEL22-06,PORK BELLY 1.5CM 4X5KG/CTNS (FENG ZHEN),180,5.3,954
159,5805,I,11.10.2022,CSLI06,CHICKEN SLICED 1CM 2kgX6pkt,120,4.6,552
160,5805,I,11.10.2022,CCUR01,CHICKEN- CURRY CHICKEN A 5kgX2pkt,95,2.8,266
161,5805,I,11.10.2022,PRIB08,PORK RIBLETS CUT 2-2 1/2' 5kgX2pkt,415,4.5,"1,867.50"
162,5805,I,11.10.2022,PRIB05,PORK RIBLETS CUBE 5KGX2PKT/CTNS,120,2.5,300
163,5805,I,11.10.2022,PCOS04-04,PORK COLLAR SLICED 2-3mm 2kg/pkt,206,4.3,885.8
164,5805,I,11.10.2022,PCOS04-06,PORK COLLAR 6mm,146,4.6,671.6
165,5804,I,12.10.2022,PHCU01,PORK HOCK CUBE A 5KGX2PKT/CTNS,460,2.4,"1,104.00"
166,5804,I,12.10.2022,PHOC12,PORK HOCK S2 350-400gm 5KGX2PKT/CTNS,360,2.6,936
167,5804,I,12.10.2022,PHCU02,PORK HOCK CUBE AA 5Kg/Pkt,10,3,30
168,5804,I,12.10.2022,PHOC11,PORK HOCK S2 450-500gm 2X5KG/CTNS,120,2.6,312
169,5804,I,12.10.2022,PHOC07,PORK HOCK C2 10KG/CTNS,80,2.6,208
170,5804,I,12.10.2022,PCOS04-02,PORK COLLAR CUT PCS,100,4.3,430
171,5804,I,12.10.2022,PCOS04-08,PORK COLLAR 6mm (cut 3) 2kg/pkt,60,4.3,258
172,5804,I,12.10.2022,PBEL21-07,PORK BELLY SLICED 4MM!!! 1KG/PKT,23,5.5,126.5
173,5804,I,12.10.2022,PCUB02,PORK CUBE 2KGX6PKT/CTNS,"1,318.00",3.2,"4,217.60"
174,5804,I,12.10.2022,PBEL21-07,PORK BELLY SLICED 4MM!!! 1KG/PKT,65,5.5,357.5
175,5804,I,12.10.2022,PBEL21-05,PORK BELLY SLICED 2' X 6mm,44,5.7,250.8
176,5804,I,12.10.2022,PRIB07,PORK RIBLETS CUT 2 INCH 5KGX2PKT/CTNS,120,4.5,540
177,5804,I,12.10.2022,PRIB05,PORK RIBLETS CUBE 5KGX2PKT/CTNS,40,2.5,100
178,5804,I,12.10.2022,PBEL21-08,PORK BELLY SLICED 3mm 2kgX5pkt,808,4.5,"3,636.00"
179,5804,I,12.10.2022,PBEL10-02,PORK BELLY CUBE 7MM X 7MM 4kg/pkt,148,4.5,666
180,5804,I,12.10.2022,PTRI04,PORK BELLY STRIPES 3X5KG/CTNS,20,3,60
181,5804,I,12.10.2022,PSPA01,PORK- SPARERIB CUT 2''-2.5'' 5KGX2PKT/CTNS,585,5.3,"3,100.50"
182,5804,I,12.10.2022,PRIB06,PORK- SPARERIB CUT 1 '' X 1 '' 5KGX2PKT/CTNS,30,5.3,159
183,5804,I,12.10.2022,PSOF02,PORK SOFTBONE CUT A 5KG/PKT,115,3.9,448.5
184,5804,I,12.10.2022,CCUB04,CHICKEN CUBE 2KGX6PKT/CTNS,806,4.4,"3,546.40"
185,5806,I,12.10.2022,PCOS04-078,PORK COLLAR CUT 1.2CM,60,4.4,264
186,5806,I,12.10.2022,CCUR01,CHICKEN- CURRY CHICKEN A 5kgX2pkt,"1,500.00",2.8,"4,200.00"
187,5806,I,12.10.2022,CCUR01,CHICKEN- CURRY CHICKEN A 5kgX2pkt,185,2.8,518
188,5806,I,12.10.2022,CCUR02,CHICKEN- CURRY CHICKEN S 5kg/pkt,75,2.1,157.5
189,5806,I,12.10.2022,BMI002,BEEF- MINCED BEEF 2KGX5PKT/CTNS,110,4,440
190,5806,I,12.10.2022,BMS002,BEEF MEAT SLICED 3.3MM 6X2KG/CTNS,"1,172.00",8.5,"9,962.00"
191,5806,I,12.10.2022,PHCU01,PORK HOCK CUBE A 5KGX2PKT/CTNS,375,2.4,900
192,5806,I,12.10.2022,PHOC12,PORK HOCK S2 350-400gm 5KGX2PKT/CTNS,370,2.6,962
193,5806,I,12.10.2022,PHOC06,PORK HOCK C2 (15-16pcs) 13.61KG/CTNS,5,35.5,177.5
194,5806,I,12.10.2022,PHCU02,PORK HOCK CUBE AA 5Kg/Pkt,10,3,30
195,5806,I,12.10.2022,PCOS04-02,PORK COLLAR CUT PCS,85,4.3,365.5
196,5806,I,12.10.2022,BMS003,BEEF MEAT SLICED 2-3MM 2kgX5pkt,194,8.6,"1,668.40"
197,5806,I,12.10.2022,PSPA01,PORK- SPARERIB CUT 2''-2.5'' 5KGX2PKT/CTNS,305,5.3,"1,616.50"
198,5806,I,12.10.2022,PRIB06,PORK- SPARERIB CUT 1 '' X 1 '' 5KGX2PKT/CTNS,5,5.3,26.5
199,5806,I,12.10.2022,PSOF02,PORK SOFTBONE CUT A 5KG/PKT,65,3.9,253.5
200,5806,I,12.10.2022,PFLO02,PORK FLOSS 6mm 2kgX5pkt,48,3.2,153.6
201,5806,I,12.10.2022,PCOL10-03,PORK COLLAR CS IBERICO STEAK CUT 20PK/CTN,34,6.6,224.4
202,5809,I,12.10.2022,CFEE01,CHICKEN- FRIED CHICKEN FEET 1kgX10pkt,488,3.6,"1,756.80"
203,5809,I,12.10.2022,CFEE01,CHICKEN- FRIED CHICKEN FEET 1kgX10pkt,494,3.6,"1,778.40"
204,5809,I,12.10.2022,CFEE01,CHICKEN- FRIED CHICKEN FEET 1kgX10pkt,507,3.6,"1,825.20"
205,5809,I,12.10.2022,CFEE01,CHICKEN- FRIED CHICKEN FEET 1kgX10pkt,481,3.6,"1,731.60"
206,5809,I,12.10.2022,CFEE01,CHICKEN- FRIED CHICKEN FEET 1kgX10pkt,328,3.6,"1,180.80"
207,5809,I,12.10.2022,CFEE01,CHICKEN- FRIED CHICKEN FEET 1kgX10pkt,460,3.6,"1,656.00"
208,5809,I,12.10.2022,CFEE01,CHICKEN- FRIED CHICKEN FEET 1kgX10pkt,480,3.6,"1,728.00"
209,5809,I,12.10.2022,CFEE01,CHICKEN- FRIED CHICKEN FEET 1kgX10pkt,476,3.6,"1,713.60"
210,5810,I,12.10.2022,CFEE01,CHICKEN- FRIED CHICKEN FEET 1kgX10pkt,"2,770.00",3.6,"9,972.00"
211,5830,I,12.10.2022,CFEE01,CHICKEN- FRIED CHICKEN FEET 1kgX10pkt,"2,640.00",3.6,"9,504.00"
212,5808,I,13.10.2022,CSLI06,CHICKEN SLICED 1CM 2kgX6pkt,36,4.6,165.6
213,5808,I,13.10.2022,PCOS04-02,PORK COLLAR CUT PCS,60,4.3,258
214,5808,I,13.10.2022,CCUR01,CHICKEN- CURRY CHICKEN A 5kgX2pkt,"1,235.00",2.8,"3,458.00"
215,5808,I,13.10.2022,PSOF02,PORK SOFTBONE CUT A 5KG/PKT,720,3.9,"2,808.00"
216,5808,I,13.10.2022,PSOF02-05,PORK SOFTBONE CUT 1' X 1' _ 01,90,3.9,351
217,5808,I,13.10.2022,PM-01,PORK- MINCED PORK 6X2KG/CTNS,"1,920.00",3.3,"6,336.00"
218,5808,I,13.10.2022,PM-09,PORK MINCED GRIND TWICE 5KG/PKT,140,3.3,462
219,5808,I,13.10.2022,PBEL21-08,PORK BELLY SLICED 3mm 2kgX5pkt,314,4.5,"1,413.00"
220,5808,I,13.10.2022,PBEL10,PORK BELLY CUBE _ 01 2Kgx10Pkt,168,5.3,890.4
221,5808,I,13.10.2022,PTRI04,PORK BELLY STRIPES 3X5KG/CTNS,20,3,60
222,5808,I,13.10.2022,PCOS04-04,PORK COLLAR SLICED 2-3mm 2kg/pkt,250,4.3,"1,075.00"
223,5808,I,13.10.2022,PSPA02,PORK- SPARERIB CUT 3'' 5KGX2PKT/CTNS,315,5.1,"1,606.50"
224,5808,I,13.10.2022,PRIB06,PORK- SPARERIB CUT 1 '' X 1 '' 5KGX2PKT/CTNS,15,5.3,79.5
225,5808,I,13.10.2022,PSOF02,PORK SOFTBONE CUT A 5KG/PKT,55,3.9,214.5
226,5808,I,13.10.2022,CSLI01-01,CHICKEN SLICED 3mm 2kgX5pkt,196,4.4,862.4
227,5808,I,13.10.2022,CSLI01,CHICKEN SLICED 6mm 6x2kg/pkt,622,4.4,"2,736.80"
228,5808,I,13.10.2022,PBEL27,HOUSE BRAND:PORK BELLY SUKIYAKI (UF) 400GMX10PKT,581,4.5,"2,614.50"
229,5808,I,13.10.2022,CMIN01,CHICKEN- MINCED CHICKEN 2kgX5pkt,886,4.4,"3,898.40"
230,5829,I,13.10.2022,CBLL01-02,CHICKEN BONELESS LEG 200gmUP (AVIVAR-BRAZIL) 2kgX6pkt,100,4.1,410
231,5811,I,14.10.2022,PS-01,PORK LEG SLICED A 2kgX5pkt,260,3.4,884
232,5811,I,14.10.2022,PS-02,PORK LEG SLICED 2KGX6PKT/CTNS,700,3.4,"2,380.00"
233,5811,I,14.10.2022,PS-02,PORK LEG SLICED 2KGX6PKT/CTNS,564,3.4,"1,917.60"
234,5811,I,14.10.2022,PCHO07,PORK CHOP 1CM 5kg/pkt,150,4.5,675
235,5811,I,14.10.2022,PCHO01,PORK CHOP 1.5CM 5kgX4pkt,705,3,"2,115.00"
236,5811,I,14.10.2022,PHCU01,PORK HOCK CUBE A 5KGX2PKT/CTNS,505,2.4,"1,212.00"
237,5811,I,14.10.2022,PHOC09,PORK HOCK C4 3X5KG/CTNS,180,2.6,468
238,5811,I,14.10.2022,PHOC11,PORK HOCK S2 450-500gm 2X5KG/CTNS,180,2.6,468
239,5811,I,14.10.2022,PHOC12,PORK HOCK S2 350-400gm 5KGX2PKT/CTNS,60,2.6,156
240,5811,I,14.10.2022,PHCU02,PORK HOCK CUBE AA 5Kg/Pkt,10,3,30
241,5811,I,14.10.2022,PCOS04-02,PORK COLLAR CUT PCS,120,4.3,516
242,5811,I,14.10.2022,PRIB07,PORK RIBLETS CUT 2 INCH 5KGX2PKT/CTNS,200,4.5,900
243,5811,I,14.10.2022,PRIB08,PORK RIBLETS CUT 2-2 1/2' 5kgX2pkt,235,4.5,"1,057.50"
244,5811,I,14.10.2022,PRIB05,PORK RIBLETS CUBE 5KGX2PKT/CTNS,140,2.5,350
245,5811,I,14.10.2022,PLOI08-03,PORK LOIN SLICED 3.2mm Cut 2  (PLO13),48,4.5,216
246,5811,I,14.10.2022,PBEL21-08,PORK BELLY SLICED 3mm 2kgX5pkt,16,4.5,72
247,5811,I,14.10.2022,PBEL19-07,S/LESS PORK BELLY SLICED 1.5MM (500GM),75,6.6,495
248,5811,I,14.10.2022,PBEL10-02,PORK BELLY CUBE 7MM X 7MM 4kg/pkt,644,4.5,"2,898.00"
249,5811,I,14.10.2022,PBEL10,PORK BELLY CUBE _ 01 2Kgx10Pkt,294,5.3,"1,558.20"
250,5811,I,14.10.2022,BMS008-01,BEEF MEAT SLICED 2MM X 3' X 1.5' 1KG/PKT,404,8.6,"3,474.40"
251,5811,I,14.10.2022,PRIB08,PORK RIBLETS CUT 2-2 1/2' 5kgX2pkt,450,4.5,"2,025.00"
252,5811,I,14.10.2022,PRIB05,PORK RIBLETS CUBE 5KGX2PKT/CTNS,75,2.5,187.5
253,5812,I,15.10.2022,PRIB08,PORK RIBLETS CUT 2-2 1/2' 5kgX2pkt,430,4.5,"1,935.00"
254,5812,I,15.10.2022,PRIB05,PORK RIBLETS CUBE 5KGX2PKT/CTNS,130,2.5,325
255,5812,I,15.10.2022,CCUR02,CHICKEN- CURRY CHICKEN S 5kg/pkt,90,2.1,189
256,5812,I,15.10.2022,PHCU01,PORK HOCK CUBE A 5KGX2PKT/CTNS,540,2.4,"1,296.00"
257,5812,I,15.10.2022,PHOC14,PORK HOCK S2 800gm 20pcs 15KG/CTNS,150,2.6,390
258,5812,I,15.10.2022,PHOC12,PORK HOCK S2 350-400gm 5KGX2PKT/CTNS,415,2.6,"1,079.00"
259,5812,I,15.10.2022,PHCU02,PORK HOCK CUBE AA 5Kg/Pkt,10,3,30
260,5812,I,15.10.2022,PCOS04-02,PORK COLLAR CUT PCS,95,4.3,408.5
261,5812,I,15.10.2022,PS-02,PORK LEG SLICED 2KGX6PKT/CTNS,"1,300.00",3.4,"4,420.00"
262,5812,I,15.10.2022,PM-06,PORK MINCED AA GRIND TWICE 6X2KG/CTNS,188,3.8,714.4
263,5812,I,15.10.2022,PM-05,PORK MINCED CHILL FRESH,204,3.3,673.2
264,5812,I,15.10.2022,CLQC03,CHICKEN- CURRY CHICKEN (30gm) 5kgX2pkt,405,2.4,972
265,5812,I,15.10.2022,PFLO02,PORK FLOSS 6mm 2kgX5pkt,666,3.2,"2,131.20"
266,5812,I,15.10.2022,CCUB05,CHICKEN CUBE S 5kgX2pkt,255,4.4,"1,122.00"
267,5812,I,15.10.2022,PRIB08,PORK RIBLETS CUT 2-2 1/2' 5kgX2pkt,435,4.5,"1,957.50"
268,5812,I,15.10.2022,PRIB05,PORK RIBLETS CUBE 5KGX2PKT/CTNS,80,2.5,200
269,5812,I,15.10.2022,PBEL21-08,PORK BELLY SLICED 3mm 2kgX5pkt,392,4.5,"1,764.00"
270,5812,I,15.10.2022,PBEL10,PORK BELLY CUBE _ 01 2Kgx10Pkt,112,5.3,593.6
271,5812,I,15.10.2022,PTRI04,PORK BELLY STRIPES 3X5KG/CTNS,20,3,60
272,5812,I,15.10.2022,PBEL21-08,PORK BELLY SLICED 3mm 2kgX5pkt,110,4.5,495
273,5807,I,16.10.2022,CMIJ03,CHICKEN- MID JOINT 35-45gm (AURORA) 12X1pkt,311,4.65,"1,446.15"
274,5813,I,16.10.2022,PM-01,PORK- MINCED PORK 6X2KG/CTNS,460,3.3,"1,518.00"
275,5813,I,16.10.2022,PM-04,PORK MINCED 7/3 GRIND TWICE 6X2KG/CTNS,18,3.3,59.4
276,5813,I,16.10.2022,PM-09,PORK MINCED GRIND TWICE 5KG/PKT,90,3.3,297
277,5813,I,16.10.2022,PCOS04-02,PORK COLLAR CUT PCS,60,4.3,258
278,5813,I,16.10.2022,CCUB06,CHICKEN CUBE 2CM 12KG/CTN,36,4.6,165.6
279,5813,I,16.10.2022,PBEL18,PORK BELLY SLICED 1.5CM 2kgX10pkt,208,5.3,"1,102.40"
280,5813,I,16.10.2022,PSOF02,PORK SOFTBONE CUT A 5KG/PKT,690,3.9,"2,691.00"
281,5813,I,16.10.2022,BMI002,BEEF- MINCED BEEF 2KGX5PKT/CTNS,202,4,808
282,5813,I,16.10.2022,PFER03,PORK FERMURBONE CUT 5kgX2pkt,"1,485.00",1.2,"1,782.00"
283,5813,I,16.10.2022,PCOS01,HOUSE BRAND:PORK COLLAR SHABU SHABU (UF) 400GMX10PKT,461,3.8,"1,751.80"
284,5814,I,17.10.2022,BMB002,BEEF MARROW BONE CUT 2 INCH,870,1.9,"1,653.00"
285,5814,I,17.10.2022,CCUR01,CHICKEN- CURRY CHICKEN A 5kgX2pkt,730,2.8,"2,044.00"
286,5814,I,17.10.2022,CCUR01,CHICKEN- CURRY CHICKEN A 5kgX2pkt,285,2.8,798
287,5814,I,17.10.2022,CCUR01,CHICKEN- CURRY CHICKEN A 5kgX2pkt,150,2.8,420
288,5814,I,17.10.2022,PCOS04-02,PORK COLLAR CUT PCS,60,4.3,258
289,5814,I,17.10.2022,PHCU01,PORK HOCK CUBE A 5KGX2PKT/CTNS,505,2.4,"1,212.00"
290,5814,I,17.10.2022,PHOC10,PORK HOCK S2 250gm 2X5KG/CTNS,70,2.6,182
291,5814,I,17.10.2022,PHOC09,PORK HOCK C4 3X5KG/CTNS,150,2.6,390
292,5814,I,17.10.2022,PHOC12,PORK HOCK S2 350-400gm 5KGX2PKT/CTNS,305,2.6,793
293,5814,I,17.10.2022,PHCU02,PORK HOCK CUBE AA 5Kg/Pkt,10,3,30
294,5814,I,17.10.2022,POCU01,PORK OIL CUBE 5kg/pkt,"2,060.00",2.3,"4,738.00"
295,5814,I,17.10.2022,PCOS04-04,PORK COLLAR SLICED 2-3mm 2kg/pkt,248,4.3,"1,066.40"
296,5814,I,17.10.2022,BMS003,BEEF MEAT SLICED 2-3MM 2kgX5pkt,400,8.6,"3,440.00"
297,5814,I,17.10.2022,BMS008-01,BEEF MEAT SLICED 2MM X 3' X 1.5' 1KG/PKT,234,8.6,"2,012.40"
298,5814,I,17.10.2022,PSPA03,PORK- SPARERIB CUT 4'',558,5.3,"2,957.40"
299,5814,I,17.10.2022,PRIB06,PORK- SPARERIB CUT 1 '' X 1 '' 5KGX2PKT/CTNS,15,5.3,79.5
300,5814,I,17.10.2022,PSOF02,PORK SOFTBONE CUT A 5KG/PKT,35,3.9,136.5
301,5814,I,17.10.2022,PTAI01-02,PORK TAIL CUT CUBE A,55,6,330
302,5814,I,17.10.2022,CSLI01,CHICKEN SLICED 6mm 6x2kg/pkt,960,4.4,"4,224.00"
303,5817,I,18.10.2022,PLIV02,PORK LIVER SLICED 2kgX5pkt,"1,724.00",2.6,"4,482.40"
304,5817,I,18.10.2022,PM-04,PORK MINCED 7/3 GRIND TWICE 6X2KG/CTNS,52,3.3,171.6
305,5817,I,18.10.2022,PHCU01,PORK HOCK CUBE A 5KGX2PKT/CTNS,530,2.4,"1,272.00"
306,5817,I,18.10.2022,PHOC07,PORK HOCK C2 10KG/CTNS,190,2.6,494
307,5817,I,18.10.2022,PHOC11,PORK HOCK S2 450-500gm 2X5KG/CTNS,100,2.6,260
308,5817,I,18.10.2022,PHOC12,PORK HOCK S2 350-400gm 5KGX2PKT/CTNS,290,2.6,754
309,5817,I,18.10.2022,PHCU02,PORK HOCK CUBE AA 5Kg/Pkt,10,3,30
310,5817,I,18.10.2022,PCOS04-02,PORK COLLAR CUT PCS,60,4.3,258
311,5817,I,18.10.2022,MTU004,MUTTON NECK CUT 1INCH  2KG/PKT,278,6.4,"1,779.20"
312,5817,I,18.10.2022,PBEL18,PORK BELLY SLICED 1.5CM 2kgX10pkt,760,5.3,"4,028.00"
313,5817,I,18.10.2022,PLOI08-04,PORK LOIN SLICED 4 inch x 0.5' X 3.5mm,80,4.5,360
314,5817,I,18.10.2022,BRE003-04,BEEF RIBEYE SHABU SHABU 2MM 500GM/PKT,370,6.2,"2,294.00"
315,5817,I,18.10.2022,BMS008-01,BEEF MEAT SLICED 2MM X 3' X 1.5' 1KG/PKT,516,8.6,"4,437.60"
316,5817,I,18.10.2022,CCUB04,CHICKEN CUBE 2KGX6PKT/CTNS,384,4.4,"1,689.60"
317,5817,I,18.10.2022,CCUB04,CHICKEN CUBE 2KGX6PKT/CTNS,556,4.4,"2,446.40"
318,5818,I,19.10.2022,PBEL10-03,PORK BELLY CUBE 5kg/pkt,40,5.3,212
319,5818,I,19.10.2022,CSLI06,CHICKEN SLICED 1CM 2kgX6pkt,96,4.6,441.6
320,5818,I,19.10.2022,CCUB06,CHICKEN CUBE 2CM 12KG/CTN,60,4.6,276
321,5818,I,19.10.2022,PRIB07,PORK RIBLETS CUT 2 INCH 5KGX2PKT/CTNS,150,4.5,675
