No,Document Number,Document Type,Posting Date,Item No.,Item/Service Description,Quantity,Price,Row Total
566,5828,I,26.10.2022,PTAI01-02,PORK TAIL CUT CUBE A,65,6,390
567,5828,I,26.10.2022,CCUB04,CHICKEN CUBE 2KGX6PKT/CTNS,726,4.4,"3,194.40"
568,5833,I,27.10.2022,PRIB07,PORK RIBLETS CUT 2 INCH 5KGX2PKT/CTNS,230,4.5,"1,035.00"
569,5833,I,27.10.2022,PRIB07,PORK RIBLETS CUT 2 INCH 5KGX2PKT/CTNS,150,4.5,675
570,5833,I,27.10.2022,PRIB05,PORK RIBLETS CUBE 5KGX2PKT/CTNS,130,2.5,325
571,5833,I,27.10.2022,PBEL27,HOUSE BRAND:PORK BELLY SUKIYAKI (UF) 400GMX10PKT,479,4.5,"2,155.50"
572,5833,I,27.10.2022,PBEL19-08,S/LESS PORK BELLY SLICED 1.2mm cut half 110gm/pkt,13.2,7,92.4
573,5833,I,27.10.2022,PLIV02,PORK LIVER SLICED 2kgX5pkt,"1,740.00",2.6,"4,524.00"
574,5833,I,27.10.2022,CSLI06,CHICKEN SLICED 1CM 2kgX6pkt,168,4.6,772.8
575,5833,I,27.10.2022,CLQC03,CHICKEN- CURRY CHICKEN (30gm) 5kgX2pkt,270,2.4,648
576,5833,I,27.10.2022,PHCU01,PORK HOCK CUBE A 5KGX2PKT/CTNS,395,2.4,948
577,5833,I,27.10.2022,PHOC11,PORK HOCK S2 450-500gm 2X5KG/CTNS,105,2.6,273
578,5833,I,27.10.2022,PHOC07,PORK HOCK C2 10KG/CTNS,150,2.6,390
579,5833,I,27.10.2022,PHOC12,PORK HOCK S2 350-400gm 5KGX2PKT/CTNS,185,2.6,481
580,5833,I,27.10.2022,PHCU02,PORK HOCK CUBE AA 5Kg/Pkt,10,3,30
581,5833,I,27.10.2022,CSLI01-01,CHICKEN SLICED 3mm 2kgX5pkt,216,4.4,950.4
582,5833,I,27.10.2022,CSLI01,CHICKEN SLICED 6mm 6x2kg/pkt,866,4.4,"3,810.40"
583,5833,I,27.10.2022,BMS008-01,BEEF MEAT SLICED 2MM X 3' X 1.5' 1KG/PKT,58,8.3,481.4
584,5833,I,27.10.2022,BFC003,BEEF FLOSS 2KG/PKT,60,7.8,468
585,5833,I,27.10.2022,PBEL21-08,PORK BELLY SLICED 3mm 2kgX5pkt,512,4.5,"2,304.00"
586,5833,I,27.10.2022,PBEL10-02,PORK BELLY CUBE 7MM X 7MM 4kg/pkt,80,4.5,360
587,5833,I,27.10.2022,PTRI04,PORK BELLY STRIPES 3X5KG/CTNS,35,3,105
588,5835,I,28.10.2022,PBEL18,PORK BELLY SLICED 1.5CM 2kgX10pkt,"1,058.00",5.3,"5,607.40"
589,5835,I,28.10.2022,PBEL22-06,PORK BELLY 1.5CM 4X5KG/CTNS (FENG ZHEN),200,5.3,"1,060.00"
590,5835,I,28.10.2022,PS-01,PORK LEG SLICED A 2kgX5pkt,100,3.4,340
591,5835,I,28.10.2022,PS-02,PORK LEG SLICED 2KGX6PKT/CTNS,606,3.4,"2,060.40"
592,5835,I,28.10.2022,PS-07,???PORK LEG SLICED 3mm 1.8KG NET,720,3.2,"2,304.00"
593,5835,I,28.10.2022,PM-06,PORK MINCED AA GRIND TWICE 6X2KG/CTNS,120,3.8,456
594,5835,I,28.10.2022,PS-04,PORK LEG SLICED 8mm 2kgX5pkt,124,3.2,396.8
595,5835,I,28.10.2022,CCUR07,CHICKEN- CURRY CHICKEN (LEE) 10kg/ctn,"1,000.00",2.7,"2,700.00"
596,5835,I,28.10.2022,CCUR01,CHICKEN- CURRY CHICKEN A 5kgX2pkt,345,2.8,966
597,5835,I,28.10.2022,CCUR02,CHICKEN- CURRY CHICKEN S 5kg/pkt,80,2.1,168
598,5835,I,28.10.2022,PCOS04-02,PORK COLLAR CUT PCS,100,4.3,430
599,5835,I,28.10.2022,PHCU01,PORK HOCK CUBE A 5KGX2PKT/CTNS,500,2.4,"1,200.00"
600,5835,I,28.10.2022,PHOC10,PORK HOCK S2 250gm 2X5KG/CTNS,60,2.6,156
601,5835,I,28.10.2022,PHOC12,PORK HOCK S2 350-400gm 5KGX2PKT/CTNS,300,2.6,780
602,5835,I,28.10.2022,PHOC06,PORK HOCK C2 (15-16pcs) 13.61KG/CTNS,4,35.5,142
603,5835,I,28.10.2022,PHCU02,PORK HOCK CUBE AA 5Kg/Pkt,10,3,30
604,5835,I,28.10.2022,PFLO02,PORK FLOSS 6mm 2kgX5pkt,668,3.2,"2,137.60"
605,5835,I,28.10.2022,PBEL21-08,PORK BELLY SLICED 3mm 2kgX5pkt,544,4.5,"2,448.00"
606,5835,I,28.10.2022,PSPA01,PORK- SPARERIB CUT 2''-2.5'' 5KGX2PKT/CTNS,245,5.3,"1,298.50"
607,5835,I,28.10.2022,PSOF02,PORK SOFTBONE CUT A 5KG/PKT,45,3.9,175.5
608,5835,I,28.10.2022,PBEL10-02,PORK BELLY CUBE 7MM X 7MM 4kg/pkt,148,4.5,666
609,5835,I,28.10.2022,PBEL21-08,PORK BELLY SLICED 3mm 2kgX5pkt,556,4.5,"2,502.00"
610,5835,I,28.10.2022,PTRI04,PORK BELLY STRIPES 3X5KG/CTNS,60,3,180
611,5836,I,29.10.2022,PRIB07,PORK RIBLETS CUT 2 INCH 5KGX2PKT/CTNS,100,4.5,450
612,5836,I,29.10.2022,PRIB07,PORK RIBLETS CUT 2 INCH 5KGX2PKT/CTNS,340,4.5,"1,530.00"
613,5836,I,29.10.2022,PRIB05,PORK RIBLETS CUBE 5KGX2PKT/CTNS,135,2.5,337.5
614,5836,I,29.10.2022,PS-03,PORK SHOULDER SLICED 5mm -6mm 2kg/pkt,88,3.7,325.6
615,5836,I,29.10.2022,PBEL19-08,S/LESS PORK BELLY SLICED 1.2mm cut half 110gm/pkt,16.5,6.6,108.9
616,5836,I,29.10.2022,PBEL19-07,S/LESS PORK BELLY SLICED 1.5MM (500GM),75,6.6,495
617,5836,I,29.10.2022,BMS002,BEEF MEAT SLICED 3.3MM 6X2KG/CTNS,"1,308.00",8.3,"10,856.40"
618,5836,I,29.10.2022,BMI002,BEEF- MINCED BEEF 2KGX5PKT/CTNS,120,4.5,540
619,5836,I,29.10.2022,CLQC03,CHICKEN- CURRY CHICKEN (30gm) 5kgX2pkt,"1,080.00",2.4,"2,592.00"
620,5836,I,29.10.2022,CCUR01,CHICKEN- CURRY CHICKEN A 5kgX2pkt,460,2.8,"1,288.00"
621,5836,I,29.10.2022,PHCU01,PORK HOCK CUBE A 5KGX2PKT/CTNS,100,2.4,240
622,5836,I,29.10.2022,PHOC14,PORK HOCK S2 800gm 20pcs 15KG/CTNS,225,2.6,585
623,5836,I,29.10.2022,PHCU02,PORK HOCK CUBE AA 5Kg/Pkt,10,3,30
624,5836,I,29.10.2022,PSOF02,PORK SOFTBONE CUT A 5KG/PKT,450,3.9,"1,755.00"
625,5836,I,29.10.2022,PSOF02-05,PORK SOFTBONE CUT 1' X 1' _ 01,90,3.9,351
626,5836,I,29.10.2022,BMS003,BEEF MEAT SLICED 2-3MM 2kgX5pkt,800,8.3,"6,640.00"
627,5836,I,29.10.2022,BMS008-01,BEEF MEAT SLICED 2MM X 3' X 1.5' 1KG/PKT,172,8.3,"1,427.60"
628,5836,I,29.10.2022,PSPA01,PORK- SPARERIB CUT 2''-2.5'' 5KGX2PKT/CTNS,560,5.3,"2,968.00"
629,5836,I,29.10.2022,PRIB06,PORK- SPARERIB CUT 1 '' X 1 '' 5KGX2PKT/CTNS,30,5.3,159
630,5836,I,29.10.2022,PSOF02,PORK SOFTBONE CUT A 5KG/PKT,120,3.9,468
631,5836,I,29.10.2022,BMS008-01,BEEF MEAT SLICED 2MM X 3' X 1.5' 1KG/PKT,584,8.3,"4,847.20"
632,5843,I,29.10.2022,PCOS04-02,PORK COLLAR CUT PCS,50,4.3,215
633,5837,I,30.10.2022,PSOF02,PORK SOFTBONE CUT A 5KG/PKT,530,3.9,"2,067.00"
634,5837,I,30.10.2022,PM-05,PORK MINCED CHILL FRESH,132,3.3,435.6
635,5837,I,30.10.2022,PM-01,PORK- MINCED PORK 6X2KG/CTNS,428,3.3,"1,412.40"
636,5837,I,30.10.2022,PM-03,PORK- MINCED PORK AA 6X2KG/CTNS,158,3.3,521.4
637,5837,I,30.10.2022,PCOS04-02,PORK COLLAR CUT PCS,100,4.3,430
638,5837,I,30.10.2022,CCUB04,CHICKEN CUBE 2KGX6PKT/CTNS,36,4.3,154.8
639,5837,I,30.10.2022,CMIN01,CHICKEN- MINCED CHICKEN 2kgX5pkt,32,4.3,137.6
640,5837,I,30.10.2022,BMI002,BEEF- MINCED BEEF 2KGX5PKT/CTNS,170,4.5,765
641,5837,I,30.10.2022,POCU01,PORK OIL CUBE 5kg/pkt,"1,500.00",2.3,"3,450.00"
642,5837,I,30.10.2022,PS-02,PORK LEG SLICED 2KGX6PKT/CTNS,54,3.4,183.6
643,5837,I,30.10.2022,PFER03,PORK FERMURBONE CUT 5kgX2pkt,"1,465.00",1.2,"1,758.00"
644,5846,I,30.10.2022,CCUB06,CHICKEN CUBE 2CM 12KG/CTN,36,4.3,154.8
645,5838,I,31.10.2022,PSOF02,PORK SOFTBONE CUT A 5KG/PKT,790,3.9,"3,081.00"
646,5838,I,31.10.2022,PCOS04-02,PORK COLLAR CUT PCS,50,4.3,215
647,5838,I,31.10.2022,PM-02,PORK- MINCED PORK A 6X2KG/CTNS,"1,990.00",3.3,"6,567.00"
648,5838,I,31.10.2022,PM-03,PORK- MINCED PORK AA 6X2KG/CTNS,466,3.3,"1,537.80"
649,5838,I,31.10.2022,PM-09,PORK MINCED GRIND TWICE 5KG/PKT,200,3.3,660
650,5838,I,31.10.2022,PS-07,???PORK LEG SLICED 3mm 1.8KG NET,320,3.2,"1,024.00"
651,5838,I,31.10.2022,PS-02,PORK LEG SLICED 2KGX6PKT/CTNS,"1,280.00",3.4,"4,352.00"
652,5838,I,31.10.2022,PCOS04-04,PORK COLLAR SLICED 2-3mm 2kg/pkt,194,4.3,834.2
653,5838,I,31.10.2022,CCUB04,CHICKEN CUBE 2KGX6PKT/CTNS,342,4.3,"1,470.60"
654,5838,I,31.10.2022,CCUB05,CHICKEN CUBE S 5kgX2pkt,440,4.3,"1,892.00"
655,5838,I,31.10.2022,PRIB08,PORK RIBLETS CUT 2-2 1/2' 5kgX2pkt,500,4.5,"2,250.00"
656,5838,I,31.10.2022,CMIN01,CHICKEN- MINCED CHICKEN 2kgX5pkt,616,4.3,"2,648.80"
657,5838,I,31.10.2022,CMIN01,CHICKEN- MINCED CHICKEN 2kgX5pkt,818,4.3,"3,517.40"
658,5838,I,31.10.2022,PHCU01,PORK HOCK CUBE A 5KGX2PKT/CTNS,200,2.4,480
659,5838,I,31.10.2022,PHOC11,PORK HOCK S2 450-500gm 2X5KG/CTNS,155,2.6,403
660,5838,I,31.10.2022,PHOC09,PORK HOCK C4 3X5KG/CTNS,100,2.6,260
661,5845,I,31.10.2022,PRIB05,PORK RIBLETS CUBE 5KGX2PKT/CTNS,90,2.5,225
662,5839,I,01.11.2022,PRIB09,PORK RIBLETS CUT 3 INCH 5KGX2PKT/CTNS,100,3.7,370
663,5839,I,01.11.2022,PRIB05,PORK RIBLETS CUBE 5KGX2PKT/CTNS,105,2.5,262.5
664,5839,I,01.11.2022,PRIB08,PORK RIBLETS CUT 2-2 1/2' 5kgX2pkt,250,4.5,"1,125.00"
665,5839,I,01.11.2022,PHCU01,PORK HOCK CUBE A 5KGX2PKT/CTNS,545,2.4,"1,308.00"
666,5839,I,01.11.2022,PHOC12,PORK HOCK S2 350-400gm 5KGX2PKT/CTNS,460,2.6,"1,196.00"
667,5839,I,01.11.2022,PHCU02,PORK HOCK CUBE AA 5Kg/Pkt,10,3,30
668,5839,I,01.11.2022,PHOC06,PORK HOCK C2 (15-16pcs) 13.61KG/CTNS,5,35.5,177.5
669,5839,I,01.11.2022,CCUR01,CHICKEN- CURRY CHICKEN A 5kgX2pkt,75,2.8,210
670,5839,I,01.11.2022,PCOS04-02,PORK COLLAR CUT PCS,80,4.3,344
671,5839,I,01.11.2022,PLOI08-01,PORK LOIN SLICED 4mm 10X2KG/CTNS,150,4.5,675
672,5839,I,01.11.2022,PLOI08-03,PORK LOIN SLICED 3.2mm Cut 2  (PLO13),48,4.5,216
673,5839,I,01.11.2022,PS-02,PORK LEG SLICED 2KGX6PKT/CTNS,"1,460.00",3.4,"4,964.00"
674,5839,I,01.11.2022,PM-04,PORK MINCED 7/3 GRIND TWICE 6X2KG/CTNS,178,3.3,587.4
675,5839,I,01.11.2022,CCUB06,CHICKEN CUBE 2CM 12KG/CTN,180,4.3,774
676,5839,I,01.11.2022,CCUB04,CHICKEN CUBE 2KGX6PKT/CTNS,807,4.3,"3,470.10"
677,5839,I,01.11.2022,BSP004,BEEF SHORT PLATE BONELESS 2MM 1KG/PKT,167,10.9,"1,820.30"
678,5840,I,02.11.2022,PCUB02,PORK CUBE 2KGX6PKT/CTNS,"1,548.00",3.2,"4,953.60"
679,5840,I,02.11.2022,PS-02,PORK LEG SLICED 2KGX6PKT/CTNS,"1,348.00",3.4,"4,583.20"
680,5840,I,02.11.2022,PS-07,???PORK LEG SLICED 3mm 1.8KG NET,160,3.2,512
681,5840,I,02.11.2022,PS-04,PORK LEG SLICED 8mm 2kgX5pkt,108,3.2,345.6
682,5840,I,02.11.2022,PFAT01,PORK FAT 2KG/PKT,110,2.8,308
683,5840,I,02.11.2022,PM-04,PORK MINCED 7/3 GRIND TWICE 6X2KG/CTNS,40,3.3,132
684,5840,I,02.11.2022,PHCU01,PORK HOCK CUBE A 5KGX2PKT/CTNS,520,2.4,"1,248.00"
685,5840,I,02.11.2022,PHOC11,PORK HOCK S2 450-500gm 2X5KG/CTNS,200,2.6,520
686,5840,I,02.11.2022,PHOC09,PORK HOCK C4 3X5KG/CTNS,120,2.6,312
687,5840,I,02.11.2022,PHOC12,PORK HOCK S2 350-400gm 5KGX2PKT/CTNS,205,2.6,533
688,5840,I,02.11.2022,PHCU02,PORK HOCK CUBE AA 5Kg/Pkt,20,3,60
689,5840,I,02.11.2022,PCOS04-02,PORK COLLAR CUT PCS,80,4.3,344
690,5840,I,02.11.2022,MSL004,MUTTON SLICED 4MM (SHABU SHABU) 1kg/pkt,124,15,"1,860.00"
691,5840,I,02.11.2022,PSPA03,PORK- SPARERIB CUT 4'',594,5.3,"3,148.20"
692,5840,I,02.11.2022,PSPA02,PORK- SPARERIB CUT 3'' 5KGX2PKT/CTNS,50,5.3,265
693,5840,I,02.11.2022,PRIB06,PORK- SPARERIB CUT 1 '' X 1 '' 5KGX2PKT/CTNS,155,5.3,821.5
694,5840,I,02.11.2022,PSOF02,PORK SOFTBONE CUT A 5KG/PKT,45,3.9,175.5
695,5840,I,02.11.2022,PFLO02,PORK FLOSS 6mm 2kgX5pkt,714,3.2,"2,284.80"
696,5840,I,02.11.2022,PBEL21-08,PORK BELLY SLICED 3mm 2kgX5pkt,780,4.5,"3,510.00"
697,5840,I,02.11.2022,PTRI04,PORK BELLY STRIPES 3X5KG/CTNS,40,3,120
698,5840,I,02.11.2022,PBEL10-02,PORK BELLY CUBE 7MM X 7MM 4kg/pkt,92,4.5,414
699,5841,I,03.11.2022,CCUR01,CHICKEN- CURRY CHICKEN A 5kgX2pkt,150,2.8,420
700,5841,I,03.11.2022,CCUR07,CHICKEN- CURRY CHICKEN (LEE) 10kg/ctn,910,2.7,"2,457.00"
701,5841,I,03.11.2022,CCUR07,CHICKEN- CURRY CHICKEN (LEE) 10kg/ctn,515,2.7,"1,390.50"
702,5841,I,03.11.2022,PBEL21-04,PORK BELLY SLICED 1.2CM 1NOS/PKT GERMANY,300,5.7,"1,710.00"
703,5841,I,03.11.2022,PBEL16,PORK BELLY SLICED 1' 3kg/pkt,180,5.7,"1,026.00"
704,5841,I,03.11.2022,PBEL22-06,PORK BELLY 1.5CM 4X5KG/CTNS (FENG ZHEN),140,5.7,798
705,5841,I,03.11.2022,PBEL18,PORK BELLY SLICED 1.5CM 2kgX10pkt,366,5.3,"1,939.80"
706,5841,I,03.11.2022,PCOS04-02,PORK COLLAR CUT PCS,80,4.3,344
707,5841,I,03.11.2022,PM-01,PORK- MINCED PORK 6X2KG/CTNS,"1,280.00",3.3,"4,224.00"
708,5841,I,03.11.2022,PM-04,PORK MINCED 7/3 GRIND TWICE 6X2KG/CTNS,796,3.3,"2,626.80"
709,5841,I,03.11.2022,PM-05,PORK MINCED CHILL FRESH,36,3.3,118.8
710,5841,I,03.11.2022,PCHO07,PORK CHOP 1CM 5kg/pkt,300,4.3,"1,290.00"
711,5841,I,03.11.2022,PCHO01,PORK CHOP 1.5CM 5kgX4pkt,810,4.3,"3,483.00"
712,5841,I,03.11.2022,BMS003,BEEF MEAT SLICED 2-3MM 2kgX5pkt,170,8.3,"1,411.00"
713,5841,I,03.11.2022,BMS008-01,BEEF MEAT SLICED 2MM X 3' X 1.5' 1KG/PKT,778,8.3,"6,457.40"
714,5841,I,03.11.2022,PSPA02,PORK- SPARERIB CUT 3'' 5KGX2PKT/CTNS,570,5.5,"3,135.00"
715,5841,I,03.11.2022,PRIB06,PORK- SPARERIB CUT 1 '' X 1 '' 5KGX2PKT/CTNS,55,5.5,302.5
716,5841,I,03.11.2022,PSOF02,PORK SOFTBONE CUT A 5KG/PKT,130,3.9,507
717,5842,I,04.11.2022,BRE003-04,BEEF RIBEYE SHABU SHABU 2MM 500GM/PKT,330,6.2,"2,046.00"
718,5842,I,04.11.2022,PLIV02,PORK LIVER SLICED 2kgX5pkt,"1,518.00",2.9,"4,402.20"
719,5842,I,04.11.2022,PM-05,PORK MINCED CHILL FRESH,140,3.5,490
720,5842,I,04.11.2022,PM-09,PORK MINCED GRIND TWICE 5KG/PKT,165,3.3,544.5
721,5842,I,04.11.2022,PSOF02,PORK SOFTBONE CUT A 5KG/PKT,"1,140.00",3.9,"4,446.00"
722,5842,I,04.11.2022,PHCU01,PORK HOCK CUBE A 5KGX2PKT/CTNS,585,2.5,"1,462.50"
723,5842,I,04.11.2022,PHOC10,PORK HOCK S2 250gm 2X5KG/CTNS,50,2.7,135
724,5842,I,04.11.2022,PHOC12,PORK HOCK S2 350-400gm 5KGX2PKT/CTNS,430,2.7,"1,161.00"
725,5842,I,04.11.2022,PHCU02,PORK HOCK CUBE AA 5Kg/Pkt,10,3,30
726,5842,I,04.11.2022,PCOS04-02,PORK COLLAR CUT PCS,80,4.3,344
727,5842,I,04.11.2022,PCOS04-01,PORK COLLAR SLICED 1CM,100,4.3,430
728,5842,I,04.11.2022,PCOS04-04,PORK COLLAR SLICED 2-3mm 2kg/pkt,270,4.3,"1,161.00"
729,5842,I,04.11.2022,PCOS06,PORK COLLAR SLICED 5mm 2KGX8PKT/CTNS,126,4.3,541.8
730,5842,I,04.11.2022,PBEL21-08,PORK BELLY SLICED 3mm 2kgX5pkt,390,5.3,"2,067.00"
731,5842,I,04.11.2022,PTRI04,PORK BELLY STRIPES 3X5KG/CTNS,20,3,60
732,5842,I,04.11.2022,PBEL10-02,PORK BELLY CUBE 7MM X 7MM 4kg/pkt,40,5.3,212
733,5842,I,04.11.2022,PBEL21-08,PORK BELLY SLICED 3mm 2kgX5pkt,592,5.3,"3,137.60"
734,5842,I,04.11.2022,PBEL10-02,PORK BELLY CUBE 7MM X 7MM 4kg/pkt,60,5.3,318
735,5842,I,04.11.2022,PTRI04,PORK BELLY STRIPES 3X5KG/CTNS,35,3,105
736,5848,I,05.11.2022,PS-02,PORK LEG SLICED 2KGX6PKT/CTNS,"1,328.00",3.7,"4,913.60"
737,5848,I,05.11.2022,PM-06,PORK MINCED AA GRIND TWICE 6X2KG/CTNS,152,3.8,577.6
738,5848,I,05.11.2022,PHCU01,PORK HOCK CUBE A 5KGX2PKT/CTNS,490,2.5,"1,225.00"
739,5848,I,05.11.2022,PHOC14,PORK HOCK S2 800gm 20pcs 15KG/CTNS,150,2.6,390
740,5848,I,05.11.2022,PHOC11,PORK HOCK S2 450-500gm 2X5KG/CTNS,200,2.6,520
741,5848,I,05.11.2022,PHOC12,PORK HOCK S2 350-400gm 5KGX2PKT/CTNS,70,2.7,189
742,5848,I,05.11.2022,PHOC09,PORK HOCK C4 3X5KG/CTNS,150,2.6,390
743,5848,I,05.11.2022,PHCU02,PORK HOCK CUBE AA 5Kg/Pkt,20,3,60
744,5848,I,05.11.2022,PCOS04-02,PORK COLLAR CUT PCS,60,4.3,258
745,5848,I,05.11.2022,PRIB07,PORK RIBLETS CUT 2 INCH 5KGX2PKT/CTNS,150,4.5,675
746,5848,I,05.11.2022,PRIB05,PORK RIBLETS CUBE 5KGX2PKT/CTNS,140,2.5,350
747,5848,I,05.11.2022,PSOF02,PORK SOFTBONE CUT A 5KG/PKT,380,3.9,"1,482.00"
748,5848,I,05.11.2022,PSPA01,PORK- SPARERIB CUT 2''-2.5'' 5KGX2PKT/CTNS,220,5.3,"1,166.00"
749,5848,I,05.11.2022,PSOF02,PORK SOFTBONE CUT A 5KG/PKT,45,3.9,175.5
750,5848,I,05.11.2022,CSLI01-01,CHICKEN SLICED 3mm 2kgX5pkt,174,4.4,765.6
751,5848,I,05.11.2022,CSLI01,CHICKEN SLICED 6mm 6x2kg/pkt,768,4.4,"3,379.20"
752,5848,I,05.11.2022,PBEL21-08,PORK BELLY SLICED 3mm 2kgX5pkt,150,5.3,795
753,5848,I,05.11.2022,PTRI04,PORK BELLY STRIPES 3X5KG/CTNS,10,3,30
754,5848,I,05.11.2022,PBEL19-03,S/LESS PORK BELLY SLICED 3mm,76,7,532
755,5848,I,05.11.2022,PTAI01-02,PORK TAIL CUT CUBE A,20,6,120
756,5849,I,06.11.2022,PCOS01,HOUSE BRAND:PORK COLLAR SHABU SHABU (UF) 400GMX10PKT,370,3.8,"1,406.00"
757,5849,I,06.11.2022,PCOS03-02,PORK COLLAR SHABU SHABU 1KG/PKT,35,4.4,154
758,5849,I,06.11.2022,PCOS04-02,PORK COLLAR CUT PCS,100,4.3,430
759,5849,I,06.11.2022,MTU004,MUTTON NECK CUT 1INCH  2KG/PKT,934,6.4,"5,977.60"
760,5849,I,06.11.2022,PBEL21-07,PORK BELLY SLICED 4MM!!! 1KG/PKT,48,5.5,264
761,5850,I,07.11.2022,PS-07,???PORK LEG SLICED 3mm 1.8KG NET,320,3.7,"1,184.00"
762,5850,I,07.11.2022,PS-02,PORK LEG SLICED 2KGX6PKT/CTNS,898,3.7,"3,322.60"
763,5850,I,07.11.2022,PM-09,PORK MINCED GRIND TWICE 5KG/PKT,170,3.3,561
764,5850,I,07.11.2022,PLOI08-01,PORK LOIN SLICED 4mm 10X2KG/CTNS,156,4.5,702
765,5850,I,07.11.2022,PRIB07,PORK RIBLETS CUT 2 INCH 5KGX2PKT/CTNS,100,4.5,450
766,5850,I,07.11.2022,PRIB08,PORK RIBLETS CUT 2-2 1/2' 5kgX2pkt,270,4.5,"1,215.00"
767,5850,I,07.11.2022,PRIB05,PORK RIBLETS CUBE 5KGX2PKT/CTNS,115,2.5,287.5
768,5850,I,07.11.2022,CCUR01,CHICKEN- CURRY CHICKEN A 5kgX2pkt,150,2.8,420
769,5850,I,07.11.2022,CCUR07,CHICKEN- CURRY CHICKEN (LEE) 10kg/ctn,915,2.8,"2,562.00"
770,5850,I,07.11.2022,PHCU01,PORK HOCK CUBE A 5KGX2PKT/CTNS,450,2.5,"1,125.00"
771,5850,I,07.11.2022,PHOC12,PORK HOCK S2 350-400gm 5KGX2PKT/CTNS,430,2.7,"1,161.00"
772,5850,I,07.11.2022,PHOC07,PORK HOCK C2 10KG/CTNS,70,2.6,182
773,5850,I,07.11.2022,PHCU04,PORK HOCK CUBE 1.5' x 1.5' 5KG/PKT,100,2.8,280
774,5850,I,07.11.2022,PHCU02,PORK HOCK CUBE AA 5Kg/Pkt,10,3,30
775,5850,I,07.11.2022,PCOS04-02,PORK COLLAR CUT PCS,40,4.3,172
776,5850,I,07.11.2022,PCOS04-04,PORK COLLAR SLICED 2-3mm 2kg/pkt,208,4.3,894.4
777,5850,I,07.11.2022,BMS008-01,BEEF MEAT SLICED 2MM X 3' X 1.5' 1KG/PKT,188,8.3,"1,560.40"
778,5850,I,07.11.2022,PSPA01,PORK- SPARERIB CUT 2''-2.5'' 5KGX2PKT/CTNS,435,5.3,"2,305.50"
779,5850,I,07.11.2022,PRIB06,PORK- SPARERIB CUT 1 '' X 1 '' 5KGX2PKT/CTNS,55,5.5,302.5
780,5850,I,07.11.2022,BMS003,BEEF MEAT SLICED 2-3MM 2kgX5pkt,400,8.3,"3,320.00"
