pdt_code,pdt_name,current_inv,profit_margin,profit_per_qty,purchases_data_date_range,latest_purchases_date,latest_purchases_price,purchases_min_price,sales_data_date_range,latest_sales_date,latest_sales_price,sales_max_price,sales_avg_price,sales_min_price,total_purchases_qty,total_sales_qty,avg_sales_qty_per_month,total_profit
FCS007-01,FISH- COD STEAK 200-300GM (VACCUM PACK),0.0,0.24,11.0,,,,,2023-03-01 - 2023-09-29,2023-04-19,40.0,40.0,40.0,40.0,,1.14,0.19,3032.68
FCS007-02,"FISH- COD FILLET WHOLE - HEADLESS,TAIL LESS",0.0,0.1,4.98,,,,,2021-09-01 - 2023-09-29,2021-12-10,50.0,50.0,50.0,50.0,,4.8,0.8,23.9
FCS007-05,FISH- TOOTHFISH STEAK 500GM X 20PKT/CTNS,24.0,0.1,2.0,2021-09-01 - 2023-09-29,2021-12-07,18.0,18.0,2021-09-01 - 2023-09-29,2021-12-07,20.0,22.0,20.0,20.0,4.0,10.0,1.67,22.0
FCU001,FISH- CUTTLEFISH 5kg/pkt,170.0,0.27,1.9,2023-03-01 - 2023-09-29,2023-09-27,5.1,5.1,2023-03-01 - 2023-09-29,2023-09-29,7.26,7.5,7.0,5.3,6560.0,6805.0,1134.17,46935.95
FCU002,FISH- BABY CUTTLEFISH 12X1KG/CTNS,0.0,0.22,2.3,2023-03-01 - 2023-09-29,2023-07-04,8.5,8.2,2023-03-01 - 2023-09-29,2023-07-21,10.5,11.0,10.5,8.8,1100.0,1223.0,203.83,6778.9
FCU002-02,FISH- BABY CUTTLEFISH 60GM-UP 10X1KG/CTNS,2.0,0.05,0.45,2023-03-01 - 2023-09-29,2023-08-10,7.0,7.0,2023-03-01 - 2023-09-29,2023-06-20,10.5,11.0,10.5,8.7,302.0,312.0,52.0,675.3
FCU002-03,FISH- BABY CUTTLEFISH 60GM UP1kgX10pkt,0.0,0.13,1.2,2021-09-01 - 2023-09-29,2022-07-09,8.2,6.8,2021-09-01 - 2023-09-29,2022-07-29,9.0,10.0,9.0,7.0,415.0,448.0,74.67,394.2
FCU002-03-01,FISH- BABY CUTTLEFISH 60/80 500GMX12PKT/CTNS,195.5,0.22,1.8,2023-03-01 - 2023-09-29,2023-09-21,6.4,6.4,2023-03-01 - 2023-09-29,2023-09-29,10.5,11.0,10.5,7.0,630.0,444.5,74.08,3740.5
FGR001,FISH- GROUPER 200/300gm 15kg/ctn,0.0,-1.0,-2.5,,,,,2021-09-01 - 2023-09-29,2022-10-03,6.0,6.0,2.5,2.5,,70.0,11.67,-140.0
FGR001-01,FISH- GROUPER 6-8pcs 2kgX 5pkt,0.0,0.21,0.8,2021-09-01 - 2023-09-29,2022-03-05,3.2,3.0,2021-09-01 - 2023-09-29,2022-03-29,3.8,4.5,3.8,3.2,910.0,1037.0,172.83,729.2
fgr001-02,FISH- GROUPER 8-10pcs 2kgX 5pkt,134.6,0.13,0.5,2023-03-01 - 2023-09-29,2023-07-22,3.0,3.0,2023-03-01 - 2023-09-29,2023-09-16,3.8,4.5,3.8,3.5,250.0,228.4,38.07,498.3
FGR002,FISH- FLOWER GROUPER 130/200 15KG/CTNS,0.0,0.16,0.7,,,,,2021-09-01 - 2023-09-29,2021-09-02,4.5,4.5,4.5,4.5,,15.0,2.5,10.5
FGR003,FISH- FLOWER GROUPER 200/300 12KG/CTNS,0.0,0.07,0.3,,,,,2021-09-01 - 2023-09-29,2022-10-04,4.5,5.0,4.5,4.5,,140.0,23.33,65.5
FGR004,FISH- FRESH FLOWER GROUPER,0.0,0.23,3.25,2023-03-01 - 2023-09-29,2023-07-07,10.5,9.0,2023-03-01 - 2023-09-29,2023-07-07,14.0,14.0,14.0,14.0,182.6,182.6,30.43,4842.46
FHG001,FISH- GREEN NEEDLE,0.0,0.02,0.2,2023-03-01 - 2023-09-29,2023-07-05,8.0,8.0,2023-03-01 - 2023-09-29,2023-07-06,8.2,8.2,8.2,8.2,4.0,4.0,0.67,0.8
FHS004,FISH- HAMACHI KAMA (120G),0.0,0.22,5.0,2021-09-01 - 2023-09-29,2021-12-18,18.0,18.0,2021-09-01 - 2023-09-29,2022-01-25,20.0,40.77,23.0,19.0,153.5,176.58,29.43,1701.76
FHS004-02,FISH- YELLOWTAIL COLLAR,0.0,0.13,4.0,2023-03-01 - 2023-09-29,2023-04-25,26.0,26.0,2023-03-01 - 2023-09-29,2023-04-25,30.0,30.0,30.0,30.0,10.0,10.0,1.67,80.0
FKE002,FISH- FRESH KEMBONG,3.0,0.2,1.5,2023-03-01 - 2023-09-29,2023-09-28,6.0,6.0,2023-03-01 - 2023-09-29,2023-09-28,7.0,7.0,7.0,7.0,3.0,3.0,0.5,13.0
FKE003,FISH- KEMBONG 8-10pcs 2kg X 5pkt/ctns,206.0,0.08,0.3,2023-03-01 - 2023-09-29,2023-09-23,3.1,3.1,2023-03-01 - 2023-09-29,2023-09-29,4.0,4.5,3.8,3.1,3350.0,3488.0,581.33,1251.8
FKU001,FISH- KUNING 31-40pcs 4X2KG/CTNS,0.0,0.21,0.75,2021-09-01 - 2023-09-29,2022-09-06,2.8,2.8,2021-09-01 - 2023-09-29,2022-11-08,3.5,4.5,3.55,3.2,120.0,88.0,14.67,75.2
FKU003,FISH- KUNING 31-35pcs  2kgX5pkt,4.0,0.21,0.6,2021-09-01 - 2023-09-29,2023-01-27,2.8,2.3,2023-03-01 - 2023-09-29,2023-04-06,3.5,4.0,4.0,3.5,33800.0,14.0,2.33,13577.0
FKU005,FISH- KUNING 21-25pcs 1kgX10pkt,10.0,0.2,0.7,2023-03-01 - 2023-09-29,2023-07-24,3.2,2.6,2023-03-01 - 2023-09-29,2023-09-28,3.5,3.8,3.5,3.4,850.0,840.0,140.0,516.0
FKU006-02,FISH- KUNING 21-25pcs 1kgX10pkt,0.0,0.16,0.6,2023-03-01 - 2023-09-29,2023-04-11,3.2,3.2,2023-03-01 - 2023-09-29,2023-06-19,3.8,3.8,3.8,3.5,50.0,50.0,8.33,27.0
FLE001,FISH- LEATHER 200-300,0.0,0.22,2.5,2023-03-01 - 2023-09-29,2023-03-14,9.0,9.0,2023-03-01 - 2023-09-29,2023-05-20,11.5,11.5,11.5,9.2,50.0,50.0,8.33,56.0
FLE003,FISH- LEATHER JACKET 1-2kg 10kg/ctn,40.0,0.0,0.0,2023-03-01 - 2023-09-29,2023-08-28,9.0,9.0,2023-03-01 - 2023-09-29,2023-09-18,9.2,9.2,9.2,7.7,150.0,160.0,26.67,-157.5
FLE006,FISH- LEATHER JACKET 40-100gm 10kg/ctn,0.0,0.18,2.0,2023-03-01 - 2023-09-29,2023-04-08,9.0,9.0,2023-03-01 - 2023-09-29,2023-04-08,11.5,11.8,11.5,11.3,50.0,50.0,8.33,374.0
FMI001-01,FISH- MILK FISH,108.8,0.12,0.58,2023-03-01 - 2023-09-29,2023-04-24,4.25,4.25,2023-03-01 - 2023-09-29,2023-09-29,4.8,5.0,5.0,4.5,3080.0,4001.2,666.87,4340.65
FMI001-02,FISH- MILK FISH BELLY 250-300GM/PKT,0.0,0.13,1.0,,,,,2021-09-01 - 2023-09-29,2022-01-02,7.5,7.5,7.5,7.5,,7.0,1.17,7.0
FMI001-03,FISH- MILK FISH STRIPS 300GM/PKT,17.0,0.23,1.78,2023-03-01 - 2023-09-29,2023-07-18,5.9,5.9,2023-03-01 - 2023-09-29,2023-09-28,6.5,9.07,7.69,6.5,30.0,20.0,3.33,39.17
FPA001,FISH- PARROT FISH,0.0,0.18,2.0,2021-09-01 - 2023-09-29,2021-12-16,9.0,9.0,2021-09-01 - 2023-09-29,2021-12-16,11.0,11.0,11.0,10.0,31.1,31.1,5.18,61.1
FPD001,FISH- PACIFIC DORY 10X1kg/ctn,0.0,0.24,1.04,,,,,2021-09-01 - 2023-09-29,2022-07-06,5.1,11.12,4.4,3.4,,2154.0,359.0,1369.81
FPD001-01,FISH- PACIFIC DORY 6KG/CTNS **GREY/BLACK**,51.0,0.12,3.27,2021-09-01 - 2023-09-29,2021-12-13,23.73,23.73,2023-03-01 - 2023-09-29,2023-09-27,30.0,30.0,30.0,24.2,300.0,10.0,1.67,976.31
FPD001-02,FISH- PACIFIC DORY 2PCS/PKT,2.0,0.09,0.2,,,,,2021-09-01 - 2023-09-29,2022-02-28,2.2,4.3,2.2,2.2,,37.0,6.17,17.9
FPD001-03,FISH- PACIFIC DORY 300-400GM (6KG/5KG NET) **ORANGE**,0.0,0.4,8.9,,,,,2021-09-01 - 2023-09-29,2021-11-20,29.5,29.5,22.0,14.0,,186.0,31.0,1595.9
FPT001,FISH- FROZEN PRADISE THREADFIN STEAK 3/5,0.0,0.07,0.3,,,,,2021-09-01 - 2023-09-29,2022-09-29,4.1,4.5,4.3,4.1,,30.0,5.0,7.0
FRESHPORK,FRESH PORK,0.0,0.19,2.75,2021-09-01 - 2023-09-29,2022-01-25,10.0,5.0,2021-09-01 - 2023-09-29,2022-01-26,12.5,16.25,13.75,6.25,15.4,15.4,2.57,48.1
FRG002,FISH- RED SNAPPER FISH TAIL,0.0,0.06,1.2,2023-03-01 - 2023-09-29,2023-09-10,18.8,17.5,2023-03-01 - 2023-09-29,2023-09-10,20.0,20.0,19.5,18.5,147.8,147.8,24.63,-57.02
FRG003,FISH- RED GORLY 4-6pcs 2kgX5pkt,0.0,0.21,0.8,2021-09-01 - 2023-09-29,2022-03-23,2.8,2.8,2021-09-01 - 2023-09-29,2022-03-23,3.3,3.8,3.8,3.2,338.7,338.7,56.45,122.56
FRG004,FISH- SEA BREAM (ANGOLI) 4-6pcs 2kgX5pkt,0.0,-0.06,-0.2,2023-03-01 - 2023-09-29,2023-06-13,3.3,3.3,2023-03-01 - 2023-09-29,2023-06-14,4.0,4.0,3.8,3.3,258.0,335.0,55.83,-1483.1
FRG005,FISH- RED GORLY 8-10pcs 2kgX5pkt/ctn,117.0,0.18,0.7,2023-03-01 - 2023-09-29,2023-07-22,3.1,3.1,2023-03-01 - 2023-09-29,2023-09-29,4.0,4.0,4.0,3.5,502.0,409.0,68.17,229.6
FRM001,FISH- FRESH ANGKOLI FISH,0.0,0.23,3.0,2023-03-01 - 2023-09-29,2023-09-20,11.5,8.5,2023-03-01 - 2023-09-29,2023-09-20,13.5,13.5,11.75,10.0,6.4,6.4,1.07,41.9
FRO001-02,FISH- ROHU STEAK 13-15PCS,0.0,0.1,0.3,2023-03-01 - 2023-09-29,2023-04-17,2.7,2.7,2023-03-01 - 2023-09-29,2023-04-18,3.0,3.0,3.0,3.0,200.0,200.0,33.33,1068.0
FRO003,FISH- KEE FISH 8-10pcs,0.0,0.27,0.8,,,,,2023-03-01 - 2023-09-29,2023-03-24,3.0,3.0,3.0,3.0,,6.0,1.0,4.8
FRS001-02,FISH- RED SNAPPER FISH HEAD FRESH,0.0,0.3,4.0,2023-03-01 - 2023-09-29,2023-09-25,9.5,9.5,2023-03-01 - 2023-09-29,2023-09-25,10.5,18.0,13.5,10.5,653.5,647.3,107.88,4364.25
FRS001-05,FISH- RED SNAPPER FISH HEAD FROZEN 5nos/ctns,31.52,-0.06,-1.0,2023-03-01 - 2023-09-29,2023-09-29,16.5,16.5,2023-03-01 - 2023-09-29,2023-09-29,18.0,18.9,18.0,18.0,737.67,753.01,125.5,-944.28
FRS002,FISH- FRESH RED GROUPER - BIG,0.0,0.27,8.5,2023-03-01 - 2023-09-29,2023-06-02,23.5,23.5,2023-03-01 - 2023-09-29,2023-06-02,35.0,35.0,35.0,35.0,2.2,2.2,0.37,473.2
FRS003,FISH- FRESH RED GROUPER - SMALL,8.4,0.11,3.0,2023-03-01 - 2023-09-29,2023-09-18,25.0,16.99,2023-03-01 - 2023-09-29,2023-09-19,28.0,35.0,28.0,24.0,26.96,49.36,8.23,697.24
FRS005,FISH- RED SNAPPER FISH,0.0,0.16,3.0,2023-03-01 - 2023-09-29,2023-09-10,16.5,15.0,2023-03-01 - 2023-09-29,2023-09-10,22.0,22.0,22.0,22.0,110.11,110.11,18.35,1707.31
FSA001,FISH- SABA FISH 400-600gm 20kg/ctn,0.0,0.1,0.4,2023-03-01 - 2023-09-29,2023-09-18,3.8,3.8,2023-03-01 - 2023-09-29,2023-09-18,4.4,4.8,4.4,4.4,160.0,160.0,26.67,544.0
FSA002-01,FISH- SABA FILLET 5KG/CTNS (35P),0.0,0.11,1.0,2023-03-01 - 2023-09-29,2023-08-31,8.0,8.0,2023-03-01 - 2023-09-29,2023-08-27,8.2,9.5,8.2,8.2,190.0,190.0,31.67,456.0
FSA002-02,FISH- MACKERAL FILLET ATLANTIC - SABA TERIYAKI,194.0,0.24,1.21,2023-03-01 - 2023-09-29,2023-09-15,3.6,3.6,2023-03-01 - 2023-09-29,2023-09-28,5.56,9.11,4.97,4.4,350.0,329.0,54.83,1418.95
FSB001,FISH- SEABASS FILLET,0.0,0.02,0.2,2021-09-01 - 2023-09-29,2022-05-24,11.5,11.5,2021-09-01 - 2023-09-29,2022-05-24,11.7,11.7,11.7,11.7,40.0,40.0,6.67,8.0
FSB001-01,FISH- AUST BARRAMUNDI FILLET 500/1000GM 5KG/CTNS,0.0,0.19,2.01,,,,,2021-09-01 - 2023-09-29,2021-09-05,10.5,10.5,10.5,10.5,,15.0,2.5,30.15
FSB001-02,FISH- SEABASS FILLET 230-270GM,0.0,0.25,4.5,2023-03-01 - 2023-09-29,2023-06-06,13.5,13.5,2023-03-01 - 2023-09-29,2023-06-06,18.0,18.0,18.0,18.0,1.8,1.8,0.3,8.1
FSB001-03,FISH- SEABASS FILLET SLICED (FRESH MARKET),0.0,0.09,1.27,2023-03-01 - 2023-09-29,2023-05-31,6.0,6.0,2023-03-01 - 2023-09-29,2023-05-18,15.0,15.0,15.0,15.0,78.1,61.6,10.27,599.57
FSB002,FISH- FRESH SEABASS (PASAR-SG),0.0,0.25,2.0,2023-03-01 - 2023-09-29,2023-09-23,6.0,6.0,2023-03-01 - 2023-09-29,2023-09-23,8.0,8.0,7.0,6.5,44.8,44.8,7.47,196.88
FSB002-01,FISH- FRESH SEABASS 600-700GM,190.39,0.24,2.1,2023-03-01 - 2023-09-29,2023-09-17,6.08,6.0,2023-03-01 - 2023-09-29,2023-09-29,8.8,10.0,8.8,7.0,2219.3,2226.81,371.14,18170.15
FSB002-02,FISH- FRESH SEABASS 700-800GM (MALAYSIA),0.0,0.11,0.82,2021-09-01 - 2023-09-29,2022-04-07,7.39,5.87,2021-09-01 - 2023-09-29,2022-04-08,7.4,7.5,7.45,7.4,93.1,78.4,13.07,62.77
FSB002-02-01,FISH- FRESH SEABASS 400-500GM,0.0,0.15,1.2,2023-03-01 - 2023-09-29,2023-07-26,6.0,6.0,2023-03-01 - 2023-09-29,2023-07-22,7.5,8.0,8.0,7.5,60.8,71.2,11.87,58.92
FSB002-02-02,FISH- FRESH SEABASS 800-900GM,150.62,0.2,1.72,2023-03-01 - 2023-09-29,2023-09-06,6.0,6.0,2023-03-01 - 2023-09-29,2023-09-29,8.5,9.5,8.5,6.9,1854.5,1819.2,303.2,12151.65
FSB002-03,FISH- FRESH SEABASS 500-600GM,227.04,0.23,2.0,2023-03-01 - 2023-09-29,2023-09-29,7.04,6.0,2023-03-01 - 2023-09-29,2023-09-29,8.65,9.0,9.0,7.0,5076.3,5015.41,835.9,34227.54
FSB002-03-01,FISH- FRESH SEABASS 900-1000GM,0.0,0.28,2.35,2023-03-01 - 2023-09-29,2023-09-06,6.0,6.0,2023-03-01 - 2023-09-29,2023-09-06,9.0,9.0,9.0,9.0,12.4,12.4,2.07,98.02
FSB002-04,FISH- FRESH SEABASS 400-500GM - BUTTERFLY @ BACK,0.0,0.08,0.7,2021-09-01 - 2023-09-29,2021-10-17,8.3,8.3,2021-09-01 - 2023-09-29,2021-10-17,9.0,9.0,9.0,9.0,74.3,74.3,12.38,52.01
FSB002-04-01,FISH- FRESH SEABASS 700-800GM - BUTTERFLY @ BACK,0.0,0.13,1.15,2021-09-01 - 2023-09-29,2021-09-22,5.3,5.3,2021-09-01 - 2023-09-29,2021-09-26,6.9,9.0,7.95,6.9,48.0,15.12,2.52,16.21
FSB002-04-02,FISH- FRESH SEABASS 600-700GM - BUTTERFLY @ BACK,172.91,0.21,1.74,2023-03-01 - 2023-09-29,2023-09-19,6.08,6.08,2023-03-01 - 2023-09-29,2023-09-29,8.15,9.3,8.4,7.0,1120.8,1052.1,175.35,5064.82
FSB002-05,FISH- FRESH SEABASS 500-600GM - BUTTERFLY @ BACK,157.9,0.19,1.66,2023-03-01 - 2023-09-29,2023-09-19,6.08,6.08,2023-03-01 - 2023-09-29,2023-09-24,8.5,9.3,8.5,7.8,408.5,370.6,61.77,2355.12
FSB002-06,FISH- FRESH SEABASS 800-900GM - BUTTERFLY @ BACK,160.7,0.2,1.72,2023-03-01 - 2023-09-29,2023-09-29,6.08,6.08,2023-03-01 - 2023-09-29,2023-09-29,8.36,9.3,8.3,7.6,4422.2,4453.25,742.21,19444.29
FSB004,FISH- SEABASS STEAK,205.0,-0.63,-2.2,,,,,2023-03-01 - 2023-09-29,2023-03-26,3.5,3.5,3.5,3.5,,5.0,0.83,-1635.0
FSB006,FISH- SEABASS PORTION CUT 250GM/PKT **PKT,45.0,0.15,0.61,2023-03-01 - 2023-09-29,2023-08-12,3.34,3.34,2023-03-01 - 2023-09-29,2023-09-27,5.41,6.94,5.32,3.5,187.0,200.0,33.33,839.42
FSE001,FISH- COD FISH,34.7,0.06,2.5,2023-03-01 - 2023-09-29,2023-07-17,42.5,42.5,2023-03-01 - 2023-09-29,2023-08-24,55.0,55.0,45.0,45.0,47.5,12.8,2.13,45.0
FSE002,"FISH- COD FISH WHOLE FISH,,HEADLESS 4-6kg",129.54,0.31,16.3,2021-09-01 - 2023-09-29,2022-03-21,36.7,36.7,2023-03-01 - 2023-09-29,2023-04-20,55.0,55.0,55.0,55.0,364.84,3.0,0.5,344.78
FSF001,FISH- SUTCHI FILLET 170-220gm 6kg (TWIN FISH),0.0,0.12,2.0,2021-09-01 - 2023-09-29,2021-09-20,15.0,15.0,2021-09-01 - 2023-09-29,2022-03-17,17.0,21.0,17.0,17.0,2.0,26.0,4.33,56.0
FSF001-02,FISH- SUTCHI FILLET 170-220gm (PRIME) 10X1kg/ctn,1291.0,0.45,2.16,2023-03-01 - 2023-09-29,2023-08-23,2.55,2.55,2023-03-01 - 2023-09-29,2023-09-19,4.8,4.8,4.8,4.8,10300.0,8960.0,1493.33,55796.0
FSF001-03,FISH- SUTCHI FILLET 170-220gm 6kg/ctn (DL 478),0.0,-0.16,-2.5,2023-03-01 - 2023-09-29,2023-08-23,18.5,18.5,2023-03-01 - 2023-09-29,2023-08-24,18.7,18.7,18.7,18.7,3.0,3.0,0.5,-9960.4
FSF001-04,FISH- SUTCHI FILLET 170-220gm 6kg/ctn (TNL),0.0,-0.04,-0.5,2023-03-01 - 2023-09-29,2023-08-05,14.5,14.5,2023-03-01 - 2023-09-29,2023-08-05,14.8,14.8,14.8,14.8,90.0,90.0,15.0,24.0
FSF001-05,FISH- SUTCHI FILLET 170-220gm (TWIN FISH/BIG FISH) 1kgX10kg/ctn,0.0,0.28,1.1,2021-09-01 - 2023-09-29,2021-10-28,2.8,2.8,2021-09-01 - 2023-09-29,2022-08-17,3.0,4.0,3.9,2.9,20.0,5168.0,861.33,5454.6
FSF001-06,FISH- SUTCHI FILLET 170-220gm 6KG/CTNS,3244.0,0.18,3.32,2023-03-01 - 2023-09-29,2023-09-29,13.39,13.39,2023-03-01 - 2023-09-29,2023-09-29,22.0,25.0,17.5,15.5,11502.0,8577.0,1429.5,61931.84
FSF001-07,FISH- SUTCHI FILLET 170-220gm 1kgX10kg/ctn,2870.0,0.44,2.1,2023-03-01 - 2023-09-29,2023-03-24,2.7,2.7,2023-03-01 - 2023-09-29,2023-09-29,4.8,5.74,4.8,3.0,5000.0,5041.0,840.17,31761.56
FSF0010-04,FISH- SUTCHI CUBE 25-35GM 6kg/ctn (TWIN) DL 478,1074.0,0.36,7.46,2023-03-01 - 2023-09-29,2023-09-20,12.49,12.49,2023-03-01 - 2023-09-29,2023-09-29,21.14,38.0,21.0,13.0,5340.0,6086.0,1014.33,87645.16
FSF0010-06,FISH- SUTCHI CUBE 25-35gm (BIG FISH) 10X1kg/ctn,3820.0,0.51,2.43,2023-03-01 - 2023-09-29,2023-09-20,2.37,2.37,2023-03-01 - 2023-09-29,2023-09-29,4.8,5.0,4.8,3.8,6000.0,5040.0,840.0,39579.1
FSF0011,FISH- SUTCHI FILLET **SKIN ON** 200-300gm 6kg/ctn,0.0,0.52,15.58,2021-09-01 - 2023-09-29,2023-01-26,14.42,14.42,2023-03-01 - 2023-09-29,2023-08-28,27.0,30.0,30.0,22.0,200.0,179.0,29.83,2811.9
FSF0012,FISH- SUTCHI FILLET **SKIN ON** 400-500gm 6kg/ctn,718.0,0.5,15.09,2023-03-01 - 2023-09-29,2023-05-05,14.5,14.5,2023-03-01 - 2023-09-29,2023-09-29,28.73,30.0,30.0,18.0,3000.0,2439.0,406.5,35954.98
FSF0020,FISH- FISH- SHARK FIN 250gm/pkt,0.0,0.0,0.0,2021-09-01 - 2023-09-29,2022-04-11,14.0,14.0,2023-03-01 - 2023-09-29,2023-04-29,18.0,18.0,18.0,18.0,60.0,2.0,0.33,352.0
FSF0021,FISH- SHARK FIN SUPERIOR 80-100GM/PKT,0.0,0.06,41.59,2021-09-01 - 2023-09-29,2022-12-03,220.0,116.82,2021-09-01 - 2023-09-29,2022-12-03,290.0,290.0,210.0,130.0,3.0,3.0,0.5,44.77
FSF0022,FISH- SHARK FIN 500gm/pkt,49.0,-0.22,-5.0,2023-03-01 - 2023-09-29,2023-07-28,28.0,28.0,2023-03-01 - 2023-09-29,2023-09-18,25.0,35.0,25.0,23.0,40.0,87.0,14.5,-2856.7
FSF0023,FISH- PATIN SLICED - BONE IN WITH SKIN VACUUM PACK,1708.0,0.45,1.8,2023-03-01 - 2023-09-29,2023-06-11,2.2,2.2,2023-03-01 - 2023-09-29,2023-09-28,4.0,5.0,4.0,3.5,2000.0,1263.0,210.5,2443.6
FSF004,FISH- SUTCHI FILLET 230-300gm 6kg(TWIN) DL 478,1040.0,0.25,4.5,2023-03-01 - 2023-09-29,2023-09-05,13.31,13.13,2023-03-01 - 2023-09-29,2023-09-18,16.8,22.0,16.8,16.5,3165.0,2125.0,354.17,21366.28
FSF004-02,FISH- SUTCHI FILLET 220-300gm 6kg/ctn (DL 717),100.0,0.05,0.8,2023-03-01 - 2023-09-29,2023-08-25,14.0,14.0,2023-03-01 - 2023-09-29,2023-09-08,14.8,14.8,14.8,14.8,400.0,400.0,66.67,320.0
FSF004-04,FISH- SUTCHI FILLET 300-400gm 6kg/ctn,1534.0,0.19,3.19,2023-03-01 - 2023-09-29,2023-09-05,13.31,13.25,2023-03-01 - 2023-09-29,2023-07-21,16.5,22.0,16.5,16.5,2065.0,531.0,88.5,1699.39
FSF004-07,FISH- SUTCHI FILLET 400-600gm 6kg/ctn (DL 717),0.0,0.38,7.26,,,,,2021-09-01 - 2023-09-29,2021-09-10,18.9,18.9,18.9,18.9,,1.0,0.17,7.26
FSF004-08,FISH- SUTCHI FILLET 400-600gm 6kg/ctn (TWIN) DL 478,11235.0,0.39,9.04,2023-03-01 - 2023-09-29,2023-09-29,13.36,12.78,2023-03-01 - 2023-09-29,2023-09-29,20.08,25.0,22.0,14.0,47770.0,44388.0,7398.0,694630.69
FSF005-02,FISH- SUTCHI STEAK 80-100gm 2kgX5pkt,7260.0,0.34,0.96,2023-03-01 - 2023-09-29,2023-08-23,1.84,1.8,2023-03-01 - 2023-09-29,2023-09-29,3.7,3.8,2.8,2.5,14000.0,9150.0,1525.0,31896.6
FSF005-04,FISH- SUTCHI STEAK 90-110gm WHITE BOX 2kgX5pkt,0.0,0.04,0.1,2021-09-01 - 2023-09-29,2021-09-21,2.7,2.7,2021-09-01 - 2023-09-29,2021-09-24,2.8,2.8,2.8,2.8,400.0,400.0,66.67,40.0
FSF006,FISH- SUTCHI STEAK 60-80gm(DL 478) 2kgX5pkt,7900.0,0.35,1.01,2023-03-01 - 2023-09-29,2023-09-20,1.88,1.85,2023-03-01 - 2023-09-29,2023-09-28,3.3,3.8,2.9,2.7,19000.0,15132.0,2522.0,49930.14
FSF006-03,FISH- SUTCHI STEAK 80-100gm (TWIN FISH/BIG FISH) 10X1kg/ctn,0.0,0.44,2.09,2021-09-01 - 2023-09-29,2022-09-10,2.71,2.71,2023-03-01 - 2023-09-29,2023-05-12,4.8,4.8,4.8,4.8,3000.0,1185.0,197.5,3574.64
FSF006-04,FISH- SUTCHI STEAK 60-80gm (TWIN FISH/BIG FISH) 10X1kg/ctn,2280.0,0.51,2.43,2023-03-01 - 2023-09-29,2023-06-24,2.17,2.17,2023-03-01 - 2023-09-29,2023-09-29,4.8,4.8,4.8,4.8,4000.0,2170.0,361.67,32194.5
FSF010-02,FISH- 7KG!! SUTCHI FILLET 400-600 7kg/ctn,204.0,0.3,6.54,2023-03-01 - 2023-09-29,2023-07-10,15.46,15.46,2023-03-01 - 2023-09-29,2023-09-29,27.0,28.0,25.0,18.0,800.0,1535.0,255.83,87561.03
FSF010-03,FISH- BUTTERFLY CUT 600-800gm 12PCS 10kg/ctns,9690.0,0.41,1.43,2023-03-01 - 2023-09-29,2023-06-24,2.04,2.02,2023-03-01 - 2023-09-29,2023-09-29,3.65,4.0,3.2,2.25,26700.0,18310.0,3051.67,92966.9
FSF010-04,FISH- BUTTERFLY CUT 700-900gm 10/ctns,4330.7,0.38,1.33,2023-03-01 - 2023-09-29,2023-08-23,1.93,1.93,2023-03-01 - 2023-09-29,2023-09-29,3.31,4.4,3.3,2.8,30250.0,33139.3,5523.22,96944.49
FSF010-05,FISH- SUTCHI FILLET BUTTERFLY CUT 600-800gm (NOS),100.0,-0.19,-0.55,,,,,2023-03-01 - 2023-09-29,2023-09-29,3.38,4.5,2.95,1.5,,4978.0,829.67,-2551.95
FSF010-06,FISH- BUTTERFLY CUT 900-1000gm 10kg/ctn,3470.4,0.41,1.45,2023-03-01 - 2023-09-29,2023-08-23,0.97,0.0,2023-03-01 - 2023-09-29,2023-09-29,3.44,4.4,3.2,2.5,61380.0,62505.0,10417.5,241922.72
FSF010-07,FISH- BUTTERFLY CUT 900-1000gm 10kg/ctn,50.0,0.08,0.3,2023-03-01 - 2023-09-29,2023-09-04,3.5,3.1,2023-03-01 - 2023-09-29,2023-09-04,3.8,3.8,3.8,3.8,1910.0,1860.0,310.0,2349.61
FSF010-08,FISH- BUTTERFLY CUT 500-700gm 14PCS 10kg/ctn,6970.0,0.41,1.42,2023-03-01 - 2023-09-29,2023-08-23,1.93,1.93,2023-03-01 - 2023-09-29,2023-09-29,3.67,4.0,3.5,3.0,14000.0,10200.0,1700.0,61909.17
FSF010-09,FISH- SUTCHI FILLET BUTTERFLY CUT 700-900gm (NOS),236.0,0.03,0.2,2023-03-01 - 2023-09-29,2023-09-26,6.0,6.0,2023-03-01 - 2023-09-29,2023-09-27,7.5,7.8,6.2,6.2,658.0,582.0,97.0,570.9
FSH001,FISH- SHARK FILLET SK 10KG/CTNS,40.0,0.15,1.0,2023-03-01 - 2023-09-29,2023-08-07,5.5,5.5,2023-03-01 - 2023-09-29,2023-07-27,6.5,6.5,6.5,6.5,330.0,290.0,48.33,290.0
FSH001-01,FISH- SHARK FILLET 300GM UP 15KG/CTNS,14.7,0.04,0.2,2023-03-01 - 2023-09-29,2023-03-21,5.5,5.0,2023-03-01 - 2023-09-29,2023-08-20,6.0,6.0,5.5,5.2,225.0,305.0,50.83,1422.0
FSH003,FISH- SOON HOCK FISH,0.0,0.14,3.0,2021-09-01 - 2023-09-29,2023-01-31,29.5,18.0,2021-09-01 - 2023-09-29,2023-01-20,60.0,60.0,22.0,22.0,79.8,79.8,13.3,269.8
