pdt_code,pdt_name,current_inv,profit_margin,profit_per_qty,purchases_data_date_range,latest_purchases_date,latest_purchases_price,purchases_min_price,sales_data_date_range,latest_sales_date,latest_sales_price,sales_max_price,sales_avg_price,sales_min_price,total_purchases_qty,total_sales_qty,avg_sales_qty_per_month,total_profit
BCR001,,,0.08,0.6,2021-09-01 - 2023-09-08,2023-02-22,7.2,6.5,2023-03-01 - 2023-09-08,2023-03-06,7.8,7.8,7.8,7.8,2408.52,48.22,8.04,1604.41
BCR002,,,0.02,0.3,2023-03-01 - 2023-09-08,2023-08-22,13.5,12.8,2023-03-01 - 2023-09-08,2023-08-21,17.3,19.0,13.8,13.8,252.68,5894.14,982.36,4597.42
BCT001,,,0.16,1.4,2023-03-01 - 2023-09-08,2023-08-29,7.8,7.5,2023-03-01 - 2023-09-08,2023-08-28,8.0,10.5,8.0,7.8,13018.73,17260.49,2876.75,10849.17
BCT002,,,,,,,,,2023-03-01 - 2023-09-08,2023-08-06,10.5,12.0,9.5,9.5,,2289.01,381.5,0.0
BCT002-02,,,,,,,,,2021-09-01 - 2023-09-08,2021-10-29,9.0,9.0,9.0,9.0,,4.2,0.7,0.0
BCT003,,,0.22,14.6,2021-09-01 - 2023-09-08,2021-12-01,58.9,52.4,2021-09-01 - 2023-09-08,2021-09-14,67.0,67.0,67.0,67.0,14.5,9.45,1.58,137.97
BCT003-01,,,0.21,20.0,2021-09-01 - 2023-09-08,2021-10-26,75.0,75.0,2021-09-01 - 2023-09-08,2021-10-15,95.0,95.0,95.0,95.0,39.84,7.92,1.32,158.4
BCT003-02,,,,,,,,,2021-09-01 - 2023-09-08,2021-09-02,22.0,22.0,22.0,22.0,,4.38,0.73,0.0
BCT004,,,0.03,0.23,2023-03-01 - 2023-09-08,2023-04-10,7.6,7.55,2023-03-01 - 2023-09-08,2023-04-10,8.0,8.0,7.8,7.8,1410.73,2385.86,397.64,623.98
BEER01,,,0.14,0.56,2021-09-01 - 2023-09-08,2021-10-21,3.44,3.44,2021-09-01 - 2023-09-08,2022-02-05,4.0,4.0,4.0,4.0,48.0,318.0,53.0,178.08
BER001,,,-0.02,-0.3,2023-03-01 - 2023-09-08,2023-08-28,12.5,12.5,2023-03-01 - 2023-09-08,2023-09-06,13.8,15.5,12.8,12.8,516.54,1365.2,227.53,-6730.84
BER002,,,0.07,1.0,2021-09-01 - 2023-09-08,2022-10-13,13.5,13.5,2021-09-01 - 2023-09-08,2022-10-14,14.5,14.5,14.5,14.5,598.76,603.98,100.66,603.98
BFC001,,,-0.03,-0.1,2023-03-01 - 2023-09-08,2023-09-02,4.0,4.0,2023-03-01 - 2023-09-08,2023-09-06,5.0,5.9,5.0,3.6,1050.0,7699.24,1283.21,-16973.8
BFC003,,,,,,,,,2023-03-01 - 2023-09-08,2023-04-10,8.8,9.2,8.8,8.8,,264.0,44.0,0.0
BFC004,,,0.15,0.6,2023-03-01 - 2023-09-08,2023-08-03,3.3,3.3,2023-03-01 - 2023-09-08,2023-08-03,3.5,3.9,3.9,3.5,6762.71,6904.79,1150.8,1766.09
BFC005,,,0.19,0.8,2023-03-01 - 2023-09-08,2023-05-29,3.3,3.3,2023-03-01 - 2023-09-08,2023-09-04,4.5,10.0,4.5,3.6,1690.42,4726.63,787.77,39208.65
BFE001,,,,,,,,,2021-09-01 - 2023-09-08,2022-03-23,3.0,3.0,3.0,3.0,,25.0,4.17,0.0
BFK001,,,0.02,0.3,2023-03-01 - 2023-09-08,2023-06-05,14.8,14.8,2023-03-01 - 2023-09-08,2023-06-05,15.1,15.1,15.1,15.1,1679.86,1679.86,279.98,503.96
BFL001,,,0.27,1.5,2023-03-01 - 2023-09-08,2023-05-15,4.0,4.0,2023-03-01 - 2023-09-08,2023-05-15,6.0,6.0,6.0,6.0,45.0,45.0,7.5,2422.65
BFQ001,,,0.18,1.35,2021-09-01 - 2023-09-08,2022-09-09,6.8,4.93,2023-03-01 - 2023-09-08,2023-04-24,7.5,7.5,7.5,7.5,22014.9,433.27,72.21,29560.65
BFQ002,,,0.24,1.63,2023-03-01 - 2023-09-08,2023-07-03,5.58,4.76,2023-03-01 - 2023-09-08,2023-08-11,5.75,7.5,6.8,5.6,12021.9,5998.09,999.68,6340.67
BFT001,,,0.42,5.3,2023-03-01 - 2023-09-08,2023-03-10,7.2,7.2,2023-03-01 - 2023-09-08,2023-03-22,13.0,13.5,13.0,9.0,1456.08,4769.27,794.88,325402.64
BFT002,,,0.06,0.4,2023-03-01 - 2023-09-08,2023-07-21,6.0,6.0,2023-03-01 - 2023-09-08,2023-07-20,6.4,6.4,6.4,6.4,135.01,136.69,22.78,54.68
BFT003,,,0.32,4.2,2023-03-01 - 2023-09-08,2023-06-22,8.0,8.0,2023-03-01 - 2023-09-08,2023-08-01,13.0,13.0,13.0,11.0,1530.78,3305.21,550.87,13651.62
BFT004,,,0.37,4.8,2023-03-01 - 2023-09-08,2023-03-30,8.2,8.2,2023-03-01 - 2023-09-08,2023-04-19,13.0,13.5,13.0,9.5,883.58,2613.32,435.55,483116.6
BFT005,,,0.42,5.5,2023-03-01 - 2023-09-08,2023-08-15,6.7,6.0,2023-03-01 - 2023-09-08,2023-09-06,9.5,20.0,13.0,6.2,9466.74,28998.96,4833.16,130976.17
BFT006,,,0.33,1.5,2023-03-01 - 2023-09-08,2023-09-06,2.9,2.9,2023-03-01 - 2023-09-08,2023-09-06,4.0,7.3,4.8,3.8,953.18,3024.0,504.0,6396.46
BFT006-02,,,0.35,2.11,2021-09-01 - 2023-09-08,2023-01-16,3.2,2.0,2023-03-01 - 2023-09-08,2023-08-28,4.2,6.0,4.8,4.2,2932.48,548.99,91.5,18047.76
BGC001,,,0.07,1.0,2021-09-01 - 2023-09-08,2022-07-21,12.59,12.48,2023-03-01 - 2023-09-08,2023-09-02,13.46,18.0,13.0,12.5,33838.38,8046.07,1341.01,106895.25
BGC002,,,0.06,0.85,2021-09-01 - 2023-09-08,2022-09-09,13.5,13.5,2023-03-01 - 2023-09-08,2023-08-30,16.5,16.5,16.5,13.8,2013.89,269.0,44.83,5204.33
BGC003,,,0.11,1.8,2021-09-01 - 2023-09-08,2021-12-09,14.0,13.6,2021-09-01 - 2023-09-08,2022-04-06,15.0,17.0,15.8,15.0,2886.6,39032.24,6505.37,70109.71
BKN001-01,,,0.09,0.8,2023-03-01 - 2023-09-08,2023-08-15,7.2,6.9,2023-03-01 - 2023-09-08,2023-08-16,9.08,9.8,8.8,7.3,61672.2,72717.26,12119.54,49778.32
BKN001-02,,,0.14,1.28,2023-03-01 - 2023-09-08,2023-06-20,6.9,6.9,2023-03-01 - 2023-09-08,2023-07-04,9.5,9.5,8.8,8.2,7720.6,32146.07,5357.68,386458.34
BKN001-03,,,0.09,0.9,2021-09-01 - 2023-09-08,2022-06-30,9.0,9.0,2023-03-01 - 2023-09-08,2023-06-23,8.8,8.8,8.8,8.8,272.47,32.2,5.37,560.76
BKN001-04,,,0.31,3.08,2023-03-01 - 2023-09-08,2023-08-27,6.75,6.75,2023-03-01 - 2023-09-08,2023-08-26,6.9,7.2,6.9,6.9,5241.66,2769.46,461.58,1163.01
BKN001-05,,,0.23,2.1,2023-03-01 - 2023-09-08,2023-09-02,6.9,6.0,2023-03-01 - 2023-09-08,2023-09-07,9.35,9.5,9.0,6.5,11252.38,10760.87,1793.48,14333.3
BKN002,,,0.0,0.0,2023-03-01 - 2023-09-08,2023-06-28,7.5,7.5,2023-03-01 - 2023-09-08,2023-06-28,8.5,8.5,7.0,7.0,100.0,115.0,19.17,417.5
BKN002-02,,,0.04,0.3,2023-03-01 - 2023-09-08,2023-05-14,7.2,7.2,2023-03-01 - 2023-09-08,2023-09-05,7.5,11.0,7.5,0.01,55.0,4561.1,760.18,13228.94
BKN002-03,,,,,,,,,2023-03-01 - 2023-09-08,2023-07-24,6.8,6.8,6.8,6.8,,680.0,113.33,0.0
BKN003,,,0.27,1.8,2021-09-01 - 2023-09-08,2022-11-13,5.88,4.2,2021-09-01 - 2023-09-08,2022-11-14,7.5,7.7,6.6,4.4,11200.0,116822.0,19470.33,182324.4
BKN004,,,0.11,0.5,2021-09-01 - 2023-09-08,2022-11-14,5.88,4.0,2021-09-01 - 2023-09-08,2022-11-27,7.5,7.5,4.5,4.5,270.0,270.0,45.0,297.3
BKN005,,,0.24,1.7,2023-03-01 - 2023-09-08,2023-09-06,5.3,5.3,2023-03-01 - 2023-09-08,2023-09-07,7.0,9.8,7.0,6.8,3300.0,29660.0,4943.33,84868.5
BLI001,,,0.23,0.8,2023-03-01 - 2023-09-08,2023-09-04,2.7,2.7,2023-03-01 - 2023-09-08,2023-09-07,3.5,4.2,3.5,3.3,2252.76,8310.82,1385.14,7577.19
BLO001,,,0.14,1.0,2023-03-01 - 2023-09-08,2023-08-10,5.8,5.6,2023-03-01 - 2023-09-08,2023-07-27,6.2,7.0,6.4,6.2,1641.83,2632.73,438.79,1479.44
BLU001,,,0.38,1.2,2023-03-01 - 2023-09-08,2023-05-10,1.8,1.8,2023-03-01 - 2023-09-08,2023-08-31,2.3,3.8,2.8,2.1,265.5,759.49,126.58,5254.89
BMB001,,,0.16,0.4,2023-03-01 - 2023-09-08,2023-08-23,2.1,2.1,2023-03-01 - 2023-09-08,2023-07-19,2.3,3.5,3.0,2.3,11004.23,8662.04,1443.67,4206.11
BMB002,,,0.22,0.6,2023-03-01 - 2023-09-08,2023-08-18,2.3,2.1,2023-03-01 - 2023-09-08,2023-09-07,3.08,4.6,2.7,0.01,14448.37,244981.05,40830.17,559102.11
BMI001,,,,,,,,,2021-09-01 - 2023-09-08,2021-12-23,14.0,14.0,14.0,14.0,,28.0,4.67,0.0
BMI002,,,0.19,1.35,2021-09-01 - 2023-09-08,2023-01-19,7.5,4.5,2023-03-01 - 2023-09-08,2023-09-07,6.5,21.8,7.2,5.3,214.0,7900.0,1316.67,22843.49
BMI003,,,0.05,0.3,2023-03-01 - 2023-09-08,2023-03-22,6.0,6.0,2023-03-01 - 2023-09-08,2023-03-22,6.3,6.3,6.3,6.3,100.0,2300.0,383.33,568.0
BMI003-02,,,0.05,0.2,2021-09-01 - 2023-09-08,2022-04-08,4.5,3.8,2021-09-01 - 2023-09-08,2022-04-08,4.51,4.51,4.0,4.0,90.0,230.0,38.33,81.3
BMI004,,,,,,,,,2023-03-01 - 2023-09-08,2023-08-14,6.3,6.3,5.8,2.3,,93.0,15.5,0.0
BMI005,,,0.35,1.3,2021-09-01 - 2023-09-08,2022-11-14,2.34,2.2,2021-09-01 - 2023-09-08,2022-11-24,4.58,4.58,3.7,2.7,31600.0,300816.0,50136.0,303923.08
BMI006,,,0.15,0.8,2021-09-01 - 2023-09-08,2022-10-25,4.7,4.7,2021-09-01 - 2023-09-08,2022-10-26,5.5,5.5,5.5,5.5,240.0,240.0,40.0,192.0
BMI007,,,0.25,1.0,2023-03-01 - 2023-09-08,2023-09-06,3.0,3.0,2023-03-01 - 2023-09-08,2023-09-07,4.0,5.97,4.0,3.35,10100.0,77679.0,12946.5,126981.14
BMI008,,,,,,,,,2023-03-01 - 2023-09-08,2023-04-10,6.05,6.3,6.3,5.8,,3124.0,520.67,0.0
BMM001,,,0.0,0.0,2023-03-01 - 2023-09-08,2023-04-12,5.3,5.3,2023-03-01 - 2023-09-08,2023-04-12,5.9,5.9,5.9,5.9,3158.4,535.6,89.27,321.36
BMM002,,,0.17,4.0,2021-09-01 - 2023-09-08,2022-08-26,24.4,19.0,2021-09-01 - 2023-09-08,2022-02-28,23.0,23.0,23.0,23.0,5501.36,64.4,10.73,257.6
BMM003,,,0.1,3.18,2021-09-01 - 2023-09-08,2022-04-05,27.82,27.82,2023-03-01 - 2023-09-08,2023-09-06,31.0,35.0,31.0,31.0,20.0,1052.0,175.33,4982.41
BMM003-02,,,0.33,6.5,2021-09-01 - 2023-09-08,2022-04-05,13.0,13.0,2023-03-01 - 2023-09-08,2023-09-06,19.5,34.21,19.5,18.0,18.0,4517.0,752.83,88194.29
BMM003-03,,,,,,,,,2021-09-01 - 2023-09-08,2021-10-02,18.0,18.0,18.0,18.0,,24.0,4.0,0.0
BMM004,,,0.08,2.5,2023-03-01 - 2023-09-08,2023-08-26,29.5,29.5,2023-03-01 - 2023-09-08,2023-09-07,39.0,39.0,32.0,30.0,6354.36,8646.6,1441.1,7257.4
BMS001,,,0.1,1.0,2021-09-01 - 2023-09-08,2022-11-23,8.8,8.8,2021-09-01 - 2023-09-08,2022-11-23,9.8,9.8,9.8,9.8,2.0,12.0,2.0,12.0
BMS001-02,,,0.1,0.5,2021-09-01 - 2023-09-08,2022-04-08,5.0,4.5,2021-09-01 - 2023-09-08,2022-04-08,5.01,5.3,5.0,5.0,120.0,360.0,60.0,186.6
BMS0010,,,,,,,,,2021-09-01 - 2023-09-08,2021-10-21,92.5,92.5,92.5,92.5,,56.0,9.33,0.0
BMS0010-02,,,,,,,,,2021-09-01 - 2023-09-08,2022-01-29,15.0,27.94,15.0,12.5,,999.0,166.5,0.0
BMS002,,,0.1,0.9,2021-09-01 - 2023-09-08,2021-12-18,8.5,8.5,2023-03-01 - 2023-09-08,2023-09-07,9.45,10.8,9.5,8.2,12.0,269088.0,44848.0,861481.08
BMS003,,,,,,,,,2023-03-01 - 2023-09-08,2023-09-07,9.89,10.5,9.5,8.5,,76678.0,12779.67,0.0
BMS003-02,,,,,,,,,2023-03-01 - 2023-09-08,2023-08-03,8.7,9.1,8.7,8.7,,250.0,41.67,0.0
BMS004,,,,,,,,,2023-03-01 - 2023-09-08,2023-09-06,10.0,10.5,10.0,8.5,,4152.0,692.0,0.0
BMS005,,,,,,,,,2023-03-01 - 2023-09-08,2023-09-07,9.0,11.0,11.0,9.0,,442.0,73.67,0.0
BMS007,,,,,,,,,2023-03-01 - 2023-09-08,2023-06-10,9.5,9.5,9.5,9.5,,674.0,112.33,0.0
BMS008,,,,,,,,,2023-03-01 - 2023-09-08,2023-05-10,10.0,10.0,10.0,10.0,,282.0,47.0,0.0
BMS008-01,,,,,,,,,2023-03-01 - 2023-09-08,2023-09-06,10.5,10.5,10.2,8.5,,47403.0,7900.5,0.0
BMS009-02,,,,,,,,,2021-09-01 - 2023-09-08,2021-12-11,15.0,27.94,15.0,12.2,,1204.0,200.67,0.0
BMS009-03,,,,,,,,,2021-09-01 - 2023-09-08,2021-12-08,95.0,95.0,95.0,95.0,,19.0,3.17,0.0
BOM001,,,0.03,0.2,2023-03-01 - 2023-09-08,2023-05-17,7.3,7.3,2023-03-01 - 2023-09-08,2023-07-19,9.0,9.9,8.8,5.5,419.84,18768.19,3128.03,4080.66
BOM001-02,,,0.2,1.6,2023-03-01 - 2023-09-08,2023-08-26,6.2,6.2,2023-03-01 - 2023-09-08,2023-09-07,8.43,10.0,8.5,6.7,3297.46,17751.58,2958.6,409616.87
BOM001-03,,,0.31,2.8,2023-03-01 - 2023-09-08,2023-08-19,6.2,6.2,2023-03-01 - 2023-09-08,2023-08-17,8.8,10.0,9.0,7.2,242.54,6053.76,1008.96,56110.46
BOM001-04,,,0.05,0.35,2023-03-01 - 2023-09-08,2023-05-29,7.0,6.9,2023-03-01 - 2023-09-08,2023-05-29,7.45,8.8,7.35,7.35,892.12,909.12,151.52,363.12
BOM002,,,-0.02,-0.2,2023-03-01 - 2023-09-08,2023-08-23,13.0,13.0,2023-03-01 - 2023-09-08,2023-09-07,14.5,16.8,14.5,14.0,4193.22,17025.31,2837.55,21334.63
BOM002-02,,,0.48,6.96,2023-03-01 - 2023-09-08,2023-08-08,7.5,7.4,2023-03-01 - 2023-09-08,2023-08-16,14.6,14.6,14.5,8.2,414.08,690.18,115.03,1441.63
BPA003,,,0.22,0.8,2021-09-01 - 2023-09-08,2022-11-11,2.99,2.8,2021-09-01 - 2023-09-08,2022-12-01,3.8,4.5,3.6,3.0,3800.0,37227.0,6204.5,28048.2
BPA003-02,,,0.25,1.0,2023-03-01 - 2023-09-08,2023-08-29,3.0,3.0,2023-03-01 - 2023-09-08,2023-09-05,4.0,4.2,4.0,3.2,960.0,8421.0,1403.5,14509.35
BPA004,,,0.02,0.1,2023-03-01 - 2023-09-08,2023-08-31,4.4,4.4,2023-03-01 - 2023-09-08,2023-09-06,5.65,5.65,5.65,5.65,345.0,3623.0,603.83,11775.65
BPA004-01,,,0.17,0.9,2023-03-01 - 2023-09-08,2023-08-29,4.4,4.4,2023-03-01 - 2023-09-08,2023-09-06,5.65,5.65,5.65,5.65,195.0,3381.0,563.5,10175.75
BPA005,,,,,,,,,2023-03-01 - 2023-09-08,2023-09-02,36.76,36.76,11.0,11.0,,190.23,31.71,0.0
BPA008,,,,,,,,,2021-09-01 - 2023-09-08,2022-02-08,12.0,12.0,12.0,12.0,,1132.95,188.83,0.0
BPP001,,,0.32,4.2,2023-03-01 - 2023-09-08,2023-07-25,8.8,8.8,2023-03-01 - 2023-09-08,2023-07-25,16.0,16.0,16.0,16.0,2.0,2.0,0.33,416.4
BRC002,,,0.07,2.0,2021-09-01 - 2023-09-08,2022-01-27,25.0,25.0,2021-09-01 - 2023-09-08,2022-05-18,32.0,34.0,27.0,27.0,146.04,259.47,43.25,783.14
BRE001,,,-0.04,-0.5,2021-09-01 - 2023-09-08,2021-12-21,12.5,12.5,2023-03-01 - 2023-09-08,2023-08-26,12.0,12.0,12.0,12.0,288.95,1355.7,225.95,-677.85
BRE0010-02,,,,,,,,,2021-09-01 - 2023-09-08,2022-04-07,11.17,12.1,9.0,7.2,,2466.0,411.0,0.0
BRE0011,,,0.07,2.0,2021-09-01 - 2023-09-08,2022-12-07,28.0,25.8,2021-09-01 - 2023-09-08,2022-12-01,32.0,32.0,30.0,28.0,551.98,824.13,137.36,1702.35
BRE002,,,0.24,3.5,2021-09-01 - 2023-09-08,2021-11-11,11.0,11.0,2023-03-01 - 2023-09-08,2023-08-25,15.0,16.0,12.5,11.0,4.0,3140.99,523.5,13788.18
BRE003,,,,,,,,,2021-09-01 - 2023-09-08,2021-11-10,10.5,10.5,10.5,10.5,,9.0,1.5,0.0
BRE003-01,,,0.19,2.5,2021-09-01 - 2023-09-08,2021-11-01,11.0,11.0,2023-03-01 - 2023-09-08,2023-08-15,12.5,14.0,14.0,11.5,4.0,34.2,5.7,2266.3
BRE003-02,,,,,,,,,2023-03-01 - 2023-09-08,2023-08-28,14.0,14.0,14.0,14.0,,197.2,32.87,0.0
BRE003-04,,,0.09,0.6,2021-09-01 - 2023-09-08,2022-03-09,6.2,6.2,2023-03-01 - 2023-09-08,2023-09-07,7.0,8.0,7.0,6.4,110.0,15886.0,2647.67,39756.71
BRE005,,,0.02,0.2,2021-09-01 - 2023-09-08,2022-12-24,10.4,9.8,2021-09-01 - 2023-09-08,2023-02-13,11.0,13.5,10.0,10.0,2419.66,8095.41,1349.24,8522.39
BRE006,,,0.07,0.84,2021-09-01 - 2023-09-08,2023-01-18,9.25,9.25,2023-03-01 - 2023-09-08,2023-09-06,11.5,13.5,11.5,10.5,14483.67,11487.55,1914.59,25256.35
BRE007,,,0.03,0.3,2021-09-01 - 2023-09-08,2022-01-15,7.8,7.8,2021-09-01 - 2023-09-08,2022-03-03,11.5,14.5,9.5,8.8,717.76,2415.11,402.52,3093.74
BRE008,,,0.02,0.5,2021-09-01 - 2023-09-08,2022-01-19,26.0,26.0,2021-09-01 - 2023-09-08,2022-01-19,26.5,26.5,26.5,26.5,191.54,383.08,63.85,191.54
BRE010,,,0.11,16.2,2021-09-01 - 2023-09-08,2022-06-06,125.8,125.8,2021-09-01 - 2023-09-08,2022-06-07,142.0,142.0,142.0,142.0,293.2,293.2,48.87,4749.84
BRE011,,,0.24,24.0,2021-09-01 - 2023-09-08,2021-11-15,76.0,76.0,2021-09-01 - 2023-09-08,2022-01-26,100.0,100.0,100.0,100.0,21.38,33.85,5.64,812.4
BRE011-01,,,,,,,,,2021-09-01 - 2023-09-08,2022-05-02,14.5,23.27,14.5,11.5,,815.0,135.83,0.0
BRE012,,,0.01,0.5,2021-09-01 - 2023-09-08,2021-12-18,78.0,78.0,2021-09-01 - 2023-09-08,2021-12-23,78.5,78.5,78.5,78.5,1.0,6.0,1.0,3.0
BRE014,,,,,,,,,2021-09-01 - 2023-09-08,2022-02-27,23.0,23.5,23.0,19.5,,618.0,103.0,0.0
BRE014-02,,,,,,,,,2021-09-01 - 2023-09-08,2022-03-03,23.0,31.25,23.0,17.7,,1150.0,191.67,0.0
BRF001,,,0.02,0.2,2023-03-01 - 2023-09-08,2023-06-27,8.3,7.4,2023-03-01 - 2023-09-08,2023-06-30,9.3,13.5,8.5,8.5,3164.42,40424.9,6737.48,35137.85
BRF002,,,0.14,1.35,2023-03-01 - 2023-09-08,2023-07-03,8.15,7.8,2023-03-01 - 2023-09-08,2023-09-07,9.5,13.5,9.2,7.7,6741.17,59453.08,9908.85,360073.97
BRF003,,,0.01,0.1,2023-03-01 - 2023-09-08,2023-07-14,7.8,7.7,2023-03-01 - 2023-09-08,2023-07-14,8.8,13.0,7.9,7.9,1302.4,10780.86,1796.81,7270.75
BSF001,,,0.35,1.3,2021-09-01 - 2023-09-08,2022-11-14,2.34,2.0,2021-09-01 - 2023-09-08,2022-12-17,3.2,3.8,3.7,0.01,24400.0,247362.0,41227.0,248818.71
BSF002,,,0.25,1.0,2023-03-01 - 2023-09-08,2023-09-06,3.0,3.0,2023-03-01 - 2023-09-08,2023-09-05,4.0,4.0,4.0,0.01,6800.0,60930.0,10155.0,100403.04
BSH002,,,0.13,1.0,2021-09-01 - 2023-09-08,2021-10-07,6.5,6.5,2021-09-01 - 2023-09-08,2021-12-16,8.0,9.0,7.5,6.7,458.7,412.2,68.7,540.16
BSH003,,,0.32,2.5,2023-03-01 - 2023-09-08,2023-09-05,5.4,5.29,2023-03-01 - 2023-09-08,2023-09-05,5.5,5.5,5.4,5.4,5850.95,7749.07,1291.51,13054.85
BSH004,,,0.14,0.95,2023-03-01 - 2023-09-08,2023-05-06,5.5,5.5,2023-03-01 - 2023-09-08,2023-05-23,7.95,9.0,6.0,0.01,8589.47,88713.6,14785.6,767156.01
BSH004-01,,,0.25,1.8,2023-03-01 - 2023-09-08,2023-08-15,5.4,5.4,2023-03-01 - 2023-09-08,2023-09-06,7.2,8.5,7.2,6.2,213.5,1582.48,263.75,3229.36
BSH004-02,,,0.32,2.6,2023-03-01 - 2023-09-08,2023-08-15,5.4,5.4,2023-03-01 - 2023-09-08,2023-09-01,7.0,8.0,7.6,6.9,143.22,1265.62,210.94,14482.7
BSH004-03,,,,,,,,,2021-09-01 - 2023-09-08,2021-11-12,9.0,9.0,9.0,9.0,,54.6,9.1,0.0
BSH004-04,,,0.29,2.2,2023-03-01 - 2023-09-08,2023-08-15,5.4,5.4,2023-03-01 - 2023-09-08,2023-08-31,7.6,7.6,7.6,7.6,344.66,2032.16,338.69,4470.75
BSH005,,,0.13,0.8,2023-03-01 - 2023-09-08,2023-09-07,5.3,4.98,2023-03-01 - 2023-09-08,2023-09-07,6.94,9.0,6.2,5.3,18768.35,102534.98,17089.16,89084.86
BSL001,,,0.48,7.0,2021-09-01 - 2023-09-08,2022-05-30,7.5,7.5,2021-09-01 - 2023-09-08,2021-09-15,14.5,14.5,14.5,14.5,36.3,17.8,2.97,124.6
BSL001-01,,,0.05,2.03,2021-09-01 - 2023-09-08,2022-02-03,35.0,31.0,2021-09-01 - 2023-09-08,2022-02-03,37.0,37.0,37.0,33.0,44.94,99.35,16.56,45.24
BSL001-02,,,0.29,3.95,2023-03-01 - 2023-09-08,2023-08-31,9.5,8.0,2023-03-01 - 2023-09-08,2023-09-06,13.5,14.0,13.5,10.0,440.88,621.61,103.6,1765.46
BSL001-03,,,0.08,0.8,2023-03-01 - 2023-09-08,2023-07-25,9.3,9.3,2023-03-01 - 2023-09-08,2023-07-25,9.8,14.0,10.3,9.65,5848.82,8087.52,1347.92,3040.79
BSL001-04,,,,,,,,,2023-03-01 - 2023-09-08,2023-07-20,13.5,13.5,13.5,13.5,,4.8,0.8,0.0
BSL001-05,,,0.02,0.5,2021-09-01 - 2023-09-08,2022-11-25,19.5,19.0,2023-03-01 - 2023-09-08,2023-04-17,20.0,20.0,20.0,20.0,569.44,19.7,3.28,5090.65
BSL001-07,,,0.01,1.0,2021-09-01 - 2023-09-08,2022-09-03,132.0,125.8,2021-09-01 - 2023-09-08,2022-09-03,170.0,185.0,132.0,132.0,166.3,471.6,78.6,2240.4
