pdt_code,pdt_name,current_inv,profit_margin,profit_per_qty,purchases_data_date_range,latest_purchases_date,latest_purchases_price,purchases_min_price,sales_data_date_range,latest_sales_date,latest_sales_price,sales_max_price,sales_avg_price,sales_min_price,total_purchases_qty,total_sales_qty,avg_sales_qty_per_month,total_profit
BBR010,BEEF BRISKET PE * (GJ-BRAZIL),0.0,0.14,1.0,2023-04-01 - 2023-10-02,2023-09-09,6.0,6.0,2023-04-01 - 2023-10-02,2023-09-11,7.0,7.0,7.0,7.0,2569.66,2569.66,428.28,2569.66
BCHO01,BEEF CHOP 190-220gm 5kg/pkt,0.0,0.17,2.0,,,,,2023-04-01 - 2023-10-02,2023-09-30,11.5,12.0,12.0,11.5,,164.16,27.36,1461.27
BCHO03,BEEF CHOP (STRIPLOIN) STEAK (BUTHER'S RIDGE) 500GMX20PKT,80.0,0.07,0.55,2023-04-01 - 2023-10-02,2023-09-19,7.7,7.6,2023-04-01 - 2023-10-02,2023-10-02,9.8,9.8,9.8,8.6,980.0,790.0,131.67,3766.15
BCHO04,BEEF MELTIQUE SIRLOIN STEAK 150GM/PCS,0.0,0.09,0.5,2021-10-01 - 2023-10-02,2022-07-29,5.0,5.0,2021-10-01 - 2023-10-02,2022-07-22,5.5,5.5,5.5,5.5,6.0,6.0,1.0,3.0
BCHO05,BEEF MELTIQUE SIRLOIN STEAK 200GM/PCS,26.0,0.38,3.0,2021-10-01 - 2023-10-02,2022-11-19,5.0,5.0,2023-04-01 - 2023-10-02,2023-10-01,7.5,13.21,8.0,7.1,1888.0,8569.0,1428.17,61737.29
BCR001,BEEF CHUCK BRAZIL,0.0,0.08,0.6,2021-10-01 - 2023-10-02,2023-02-22,7.2,6.5,2021-10-01 - 2023-10-02,2023-03-06,7.8,9.0,7.8,7.8,2408.52,2336.96,389.49,1527.78
BCR002,"BEEF CHUCK EYEROLL CHOICE ,,USA,,SWIFT",76.42,0.17,2.9,2023-04-01 - 2023-10-02,2023-09-14,13.5,12.8,2023-04-01 - 2023-10-02,2023-10-01,17.3,19.0,17.3,13.8,308.62,295.88,49.31,2244.07
BCT001,BEEF CHUCK TENDER (BRAZIL),46.36,0.16,1.4,2023-04-01 - 2023-10-02,2023-09-14,7.8,7.5,2023-04-01 - 2023-10-02,2023-09-13,8.0,10.5,8.0,7.8,11496.56,9442.03,1573.67,4809.06
BCT002,BEEF CHUCK TENDER SLICED 1.5MM,56.0,0.11,1.0,,,,,2023-04-01 - 2023-10-02,2023-09-27,11.0,12.0,9.5,9.5,,639.11,106.52,3016.42
BCT002-02,2KG BEEF CHUCK TENDER SLICED 4.5mm,0.0,0.13,1.2,,,,,2021-10-01 - 2023-10-02,2021-10-29,9.0,9.0,9.0,9.0,,1.4,0.23,1.68
BCT003-01,BEEF CHUCK TAIL FLAP MBS 8/9-CHILLED,0.0,0.21,20.0,2021-10-01 - 2023-10-02,2021-10-26,75.0,75.0,2021-10-01 - 2023-10-02,2021-10-15,95.0,95.0,95.0,95.0,16.08,3.96,0.66,79.2
BCT004,BEEF CHUCK TENDER QUALITY,0.0,0.04,0.3,2023-04-01 - 2023-10-02,2023-04-10,7.6,7.6,2023-04-01 - 2023-10-02,2023-04-10,8.0,8.0,8.0,8.0,435.7,435.8,72.63,369.33
BEER01,BEER- HEINEKEN 490ML X 24CANS/CTNS,37.0,0.14,0.56,2021-10-01 - 2023-10-02,2021-10-21,3.44,3.44,2021-10-01 - 2023-10-02,2022-02-05,4.0,4.0,4.0,4.0,48.0,24.0,4.0,13.44
BER001,BEEF EYEROUND,3.83,0.07,1.0,2023-04-01 - 2023-10-02,2023-09-16,12.5,12.5,2023-04-01 - 2023-10-02,2023-09-30,13.8,15.0,14.5,12.8,571.46,504.36,84.06,710.5
BER002,BEEF EYEROUND CHILLED NZ-SLIVERFIRM,0.0,0.07,1.0,2021-10-01 - 2023-10-02,2022-10-13,13.5,13.5,2021-10-01 - 2023-10-02,2022-10-14,14.5,14.5,14.5,14.5,598.76,538.6,89.77,538.6
BFC001,BEEF FATS 25KG/CTNS (OAKEY-AUST),301.93,0.11,0.5,2023-04-01 - 2023-10-02,2023-09-15,4.0,4.0,2023-04-01 - 2023-10-02,2023-10-02,5.0,5.9,5.0,3.6,1300.0,1412.35,235.39,2520.17
BFC003,BEEF FLOSS 2KG/PKT,0.0,0.11,1.0,,,,,2023-04-01 - 2023-10-02,2023-04-10,8.8,8.8,8.8,8.8,,36.0,6.0,1100.2
BFC004,BEEF FATS (BEAUVALLET-BRAZIL),0.0,0.12,0.48,2023-04-01 - 2023-10-02,2023-08-03,3.3,3.3,2023-04-01 - 2023-10-02,2023-08-03,3.5,3.9,3.78,3.5,6762.71,6805.88,1134.31,1706.74
BFC005,BEEF FATS 27.20KG/CTNS (AMG),191.74,0.32,1.6,2023-04-01 - 2023-10-02,2023-05-29,3.3,3.3,2023-04-01 - 2023-10-02,2023-09-30,4.2,10.0,4.5,3.6,1690.42,1592.67,265.45,10079.57
BFE001,BEEF FEET CUT,0.0,0.67,2.0,,,,,2021-10-01 - 2023-10-02,2022-03-23,3.0,3.0,3.0,3.0,,25.0,4.17,50.0
BFK001,BEEF CHEEK (SILVERFERN-FROZEN),0.0,0.02,0.3,2023-04-01 - 2023-10-02,2023-06-05,14.8,14.8,2023-04-01 - 2023-10-02,2023-06-05,15.1,15.1,15.1,15.1,1679.86,1679.86,279.98,503.96
BFL001,BEEF LIPS / PAPPILAE HARVEY 15KG/CTNS,0.0,0.27,1.5,2023-04-01 - 2023-10-02,2023-05-15,4.0,4.0,2023-04-01 - 2023-10-02,2023-05-15,6.0,6.0,6.0,6.0,30.0,30.0,5.0,1882.65
BFQ001,BEEF FOREQUARTER B/LESS (QUALITY BEEF-BRAZIL),0.0,0.18,1.35,2021-10-01 - 2023-10-02,2022-09-09,6.8,4.93,2023-04-01 - 2023-10-02,2023-04-24,7.5,7.5,7.5,7.5,22014.9,56.11,9.35,11565.33
BFQ002,BEEF FOREQUARTER B/LESS (MINERVA-HALAL),6916.76,0.1,0.58,2023-04-01 - 2023-10-02,2023-07-03,5.58,4.76,2023-04-01 - 2023-10-02,2023-09-22,5.6,7.0,6.7,5.6,12021.9,6993.37,1165.56,5612.42
BFT001,BEEF HOCK TENDON (MIVERVA-BRAZIL),0.0,0.23,2.85,2021-10-01 - 2023-10-02,2023-03-10,7.2,2.11,2021-10-01 - 2023-10-02,2023-03-22,13.0,14.0,12.5,9.0,18574.42,18909.24,3151.54,54212.31
BFT002,BEEF TENDON (FRIBOI-BRAZIL),0.0,0.06,0.4,2023-04-01 - 2023-10-02,2023-07-21,6.0,6.0,2023-04-01 - 2023-10-02,2023-07-20,6.4,6.4,6.4,6.4,135.01,136.69,22.78,54.68
BFT003,BEEF HOCK TENDON MULTI  CUT 4,77.36,0.32,4.2,2023-04-01 - 2023-10-02,2023-06-22,8.0,8.0,2023-04-01 - 2023-10-02,2023-08-01,13.0,13.0,13.0,11.0,1530.78,1458.74,243.12,6011.4
BFT004,BEEF FLEXOR TENDON HIND (QUALITY BEEF-BRAZIL),0.0,0.34,4.4,2021-10-01 - 2023-10-02,2023-03-30,8.2,7.6,2023-04-01 - 2023-10-02,2023-04-19,13.0,13.5,13.0,9.5,33203.56,995.5,165.92,144476.91
BFT005,BEEF HOCK TENDON (BEAUVALLET/FRIBOI-BRAZIL),509.93,0.38,5.0,2023-04-01 - 2023-10-02,2023-08-15,6.7,6.0,2023-04-01 - 2023-10-02,2023-10-01,10.65,20.0,13.0,6.2,8383.37,8399.8,1399.97,41721.52
BFT006,BEEF PADDY WACK (QUALITY BEEF),1.35,0.29,1.2,2023-04-01 - 2023-10-02,2023-09-06,2.9,2.9,2023-04-01 - 2023-10-02,2023-09-28,4.0,7.3,4.2,3.8,714.31,828.12,138.02,1844.81
BFT006-02,BEEF PADDY WACK/LIGAMENTUM (MINERVA),0.0,0.33,2.0,2021-10-01 - 2023-10-02,2023-01-16,3.2,3.2,2023-04-01 - 2023-10-02,2023-09-26,4.2,5.0,4.2,4.2,2896.48,216.38,36.06,6084.34
BGC001,BEEF- BEEF GOLDEN COIN MUSCLE (MINERVA-BRAZIL),4180.51,0.06,0.95,2021-10-01 - 2023-10-02,2022-07-21,12.59,12.48,2023-04-01 - 2023-10-02,2023-10-02,13.5,18.0,13.0,12.7,33591.58,1795.87,299.31,22973.11
BGC002,BEEF- BEEF GOLDEN COIN MUSCLE (QUALITY BEEF-BRAZIL),1794.21,0.18,3.0,2021-10-01 - 2023-10-02,2022-09-09,13.5,13.5,2023-04-01 - 2023-10-02,2023-09-27,16.5,16.5,16.5,13.8,2010.62,126.5,21.08,689.0
BGC003,BEEF- BEEF GOLDEN COIN MUSCLE (SWIFT-USA),0.0,0.11,1.8,2021-10-01 - 2023-10-02,2021-12-09,14.0,13.6,2021-10-01 - 2023-10-02,2022-04-06,15.0,16.0,15.8,15.0,2007.78,2428.1,404.68,4309.63
BKN001-01,BEEF KNUCKLE (MINERVA-BRAZIL),0.0,0.13,1.17,2023-04-01 - 2023-10-02,2023-08-15,7.2,6.9,2023-04-01 - 2023-10-02,2023-08-16,9.03,9.8,9.2,7.3,53675.81,14293.59,2382.27,9432.51
BKN001-02,BEEF KNUCKLE CROSS CUT (CUT 4),39.45,0.25,2.3,2023-04-01 - 2023-10-02,2023-06-20,6.9,6.9,2023-04-01 - 2023-10-02,2023-07-04,9.5,9.5,9.5,8.2,1867.6,286.01,47.67,100698.17
BKN001-03,BEEF KNUCKLE CUT 2,0.0,0.09,0.9,2021-10-01 - 2023-10-02,2022-06-30,9.0,9.0,2023-04-01 - 2023-10-02,2023-06-23,8.8,8.8,8.8,8.8,272.47,17.2,2.87,264.27
BKN001-04,BEEF KNUCKLE (GJ-BRAZIL) 5-6pcs,76.37,0.31,3.08,2023-04-01 - 2023-10-02,2023-08-27,6.75,6.75,2023-04-01 - 2023-10-02,2023-08-26,6.9,7.2,6.9,6.9,5241.66,2769.46,461.58,842.17
BKN001-05,BEEF KNUCKLE (FRIBOI-SA),2370.53,0.22,2.0,2023-04-01 - 2023-10-02,2023-09-30,7.0,6.0,2023-04-01 - 2023-10-02,2023-10-02,9.15,9.8,9.0,6.3,17643.07,6792.25,1132.04,6796.18
BKN002,BEEF CUBE 5KGX2PKT/CTNS,0.0,0.0,0.0,2023-04-01 - 2023-10-02,2023-06-28,7.5,7.5,2023-04-01 - 2023-10-02,2023-06-28,8.5,8.5,7.75,7.0,100.0,105.0,17.5,172.5
BKN002-02,BEEF CUBE (FOREQUARTER) 2' X 2' 20KG/CTN,895.13,0.04,0.3,2023-04-01 - 2023-10-02,2023-09-19,7.5,7.2,2023-04-01 - 2023-10-02,2023-10-02,9.0,11.0,7.5,7.0,145.0,1404.77,234.13,4760.2
BKN002-03,BEEF CUBE (FOREQUARTER) 3CM X 3CM 5KG/PKT,0.0,0.21,1.4,,,,,2023-04-01 - 2023-10-02,2023-07-24,6.8,6.8,6.8,6.8,,190.0,31.67,266.0
BKN003,BEEF KNUCKLE CUBE (SADIA) 500GM X20PKT,0.0,0.27,1.8,2021-10-01 - 2023-10-02,2022-11-13,5.88,4.2,2021-10-01 - 2023-10-02,2022-11-14,7.5,7.7,6.6,4.4,10500.0,10971.0,1828.5,17592.3
BKN004,BEEF KNUCKLE CUBE (BUTHER'S RIDGE) 500GMX20PKT,0.0,0.11,0.5,2021-10-01 - 2023-10-02,2022-11-14,5.88,4.0,2021-10-01 - 2023-10-02,2022-11-27,7.5,7.5,4.5,4.5,260.0,80.0,13.33,94.1
BKN005,BEEF KNUCKLE CUBE (BUTHER'S RIDGE) 500GMX20PKT,121.0,0.24,1.7,2023-04-01 - 2023-10-02,2023-09-14,5.3,5.3,2023-04-01 - 2023-10-02,2023-10-02,7.0,9.8,7.0,6.8,2500.0,2770.0,461.67,9273.0
BLI001,BEEF LIVER,221.24,0.23,0.8,2023-04-01 - 2023-10-02,2023-09-29,2.7,2.7,2023-04-01 - 2023-10-02,2023-10-01,3.5,4.2,3.5,3.3,2227.1,2243.12,373.85,2485.22
BLO001,BEEF- LEG OF BEEF WITHOUT GOLDEN COIN-MONDELI,91.08,0.11,0.7,2023-04-01 - 2023-10-02,2023-08-10,5.8,5.6,2023-04-01 - 2023-10-02,2023-08-10,6.5,7.0,6.5,6.2,526.77,435.69,72.62,1185.42
BLU001,BEEF LUNG,0.0,0.4,1.2,2023-04-01 - 2023-10-02,2023-05-10,1.8,1.8,2023-04-01 - 2023-10-02,2023-09-27,2.3,3.8,2.5,2.1,150.97,278.63,46.44,4320.31
BMB001,BEEF MARROW BONE AMG-AUST,1056.91,0.25,0.7,2023-04-01 - 2023-10-02,2023-08-23,2.1,2.1,2023-04-01 - 2023-10-02,2023-09-29,3.5,3.5,2.3,2.3,9245.08,5517.29,919.55,2275.26
BMB002,BEEF MARROW BONE CUT 2 INCH,1370.05,0.39,1.35,2023-04-01 - 2023-10-02,2023-08-18,2.3,2.1,2023-04-01 - 2023-10-02,2023-10-02,3.33,4.6,3.5,2.4,9964.39,13030.0,2171.67,50979.74
BMI001,BEEF- MINCED BEEF WAGYU 1kg/pkt,0.0,0.43,6.0,,,,,2021-10-01 - 2023-10-02,2021-12-23,14.0,14.0,14.0,14.0,,6.0,1.0,36.0
BMI002,BEEF- MINCED BEEF 2KGX5PKT/CTNS,1436.0,0.19,1.35,2021-10-01 - 2023-10-02,2023-01-19,7.5,4.5,2023-04-01 - 2023-10-02,2023-10-02,7.2,21.8,7.5,5.3,214.0,1734.0,289.0,6086.53
BMI003,BEEF- TRIMMING MINCED BEEF,0.0,0.12,0.75,2021-10-01 - 2023-10-02,2023-03-22,6.0,3.0,2021-10-01 - 2023-10-02,2023-03-22,6.3,6.3,6.3,5.3,1338.1,1330.0,221.67,797.5
BMI003-02,BEEF- MINCED BEEF 500GM/PKT [HALAL],0.0,0.05,0.2,2021-10-01 - 2023-10-02,2022-04-08,4.5,3.8,2021-10-01 - 2023-10-02,2022-04-08,4.51,4.51,4.0,4.0,80.0,80.0,13.33,31.1
BMI004,BEEF- MINCED BEEF (UF) 300GM/PKT,0.0,0.45,1.7,,,,,2023-04-01 - 2023-10-02,2023-08-14,6.3,6.3,5.8,5.79,,9.0,1.5,145.77
BMI005,BEEF- MINCED BEEF (SADIA) 300GM X 20PKT,0.0,0.35,1.3,2021-10-01 - 2023-10-02,2022-11-14,2.34,2.2,2021-10-01 - 2023-10-02,2022-11-24,4.58,4.58,3.7,2.7,29600.0,29972.0,4995.33,31306.61
BMI006,BEEF- MINCED BEEF (TUDBOM-SA) 500gmX24pkt,0.0,0.15,0.8,2021-10-01 - 2023-10-02,2022-10-25,4.7,4.7,2021-10-01 - 2023-10-02,2022-10-26,5.5,5.5,5.5,5.5,240.0,240.0,40.0,192.0
BMI007,BEEF- MINCED BEEF (BUTHER'S RIDGE) 20X300gm,192.0,0.25,1.0,2023-04-01 - 2023-10-02,2023-09-23,3.1,3.0,2023-04-01 - 2023-10-02,2023-10-02,4.0,6.05,4.0,3.35,8900.0,9255.0,1542.5,16631.59
BMI008,BEEF- MINCED BEEF 2KG/PKT,0.0,1.0,6.3,,,,,2023-04-01 - 2023-10-02,2023-04-10,6.05,6.3,6.05,5.8,,2024.0,337.33,19181.2
BMM001,BEEF TRIMMING (FRIGON),0.0,0.05,0.3,2023-04-01 - 2023-10-02,2023-04-12,5.3,5.3,2023-04-01 - 2023-10-02,2023-04-12,5.9,5.9,5.9,5.9,1520.12,535.6,89.27,321.36
BMM002,WAGYU BEEF FLAP MEAT (MELTIQUE),0.0,0.17,4.0,2021-10-01 - 2023-10-02,2022-08-26,24.4,19.0,2021-10-01 - 2023-10-02,2022-02-28,23.0,23.0,23.0,23.0,5078.18,10.5,1.75,42.0
BMM003,BEEF MELTIQUE CUBE 2.3CM X 2.3CM (5KG/PKT),20.0,0.1,3.18,2021-10-01 - 2023-10-02,2022-04-05,27.82,27.82,2023-04-01 - 2023-10-02,2023-09-29,31.0,35.0,31.0,31.0,20.0,990.0,165.0,6250.0
BMM003-02,BEEF MELTIQUE CUBE 500GM/PKT,185.0,0.33,6.5,2021-10-01 - 2023-10-02,2022-04-05,13.0,13.0,2023-04-01 - 2023-10-02,2023-10-02,19.5,34.21,19.5,19.5,18.0,2702.0,450.33,53964.09
BMM003-03,WAGYU MINCED CUBE 500GM/PKT,0.0,0.03,0.5,,,,,2021-10-01 - 2023-10-02,2021-10-02,18.0,18.0,18.0,18.0,,1.0,0.17,0.5
BMM004,BEEF STRIPLOIN (MELTIQUE-AUST),216.96,0.05,1.5,2023-04-01 - 2023-10-02,2023-09-07,29.5,29.5,2023-04-01 - 2023-10-02,2023-09-20,32.0,39.0,32.0,30.0,6256.92,2479.64,413.27,-223.01
BMS001,BEEF MEAT SLICED 6X2KG/CTNS [HALAL],0.0,0.1,1.0,2021-10-01 - 2023-10-02,2022-11-23,8.8,8.8,2021-10-01 - 2023-10-02,2022-11-23,9.8,9.8,9.8,9.8,2.0,2.0,0.33,2.0
BMS001-02,BEEF MEAT SLICED 500GM/PKT [HALAL],0.0,0.1,0.5,2021-10-01 - 2023-10-02,2022-04-08,5.0,4.5,2021-10-01 - 2023-10-02,2022-04-08,5.01,5.3,5.0,5.0,100.0,120.0,20.0,66.2
BMS0010,BEEF- A5 KAGOSHIMA BEEF SHABU-SHABU 150-160GM/PKT,0.0,0.05,4.39,,,,,2021-10-01 - 2023-10-02,2021-10-21,92.5,92.5,92.5,92.5,,2.0,0.33,8.78
BMS0010-02,BEEF- A5 KAGOSHIMA BEEF SHABU-SHABU 160GM/PKT,0.0,0.21,3.2,,,,,2021-10-01 - 2023-10-02,2022-01-29,15.0,27.94,15.0,12.5,,138.0,23.0,619.1
BMS002,BEEF MEAT SLICED 3.3MM 6X2KG/CTNS,1319.0,0.11,1.0,2021-10-01 - 2023-10-02,2021-12-18,8.5,8.5,2023-04-01 - 2023-10-02,2023-10-02,9.4,10.8,9.5,7.6,12.0,27094.0,4515.67,100803.38
BMS003,BEEF MEAT SLICED 2-3MM 2kgX5pkt,230.0,0.15,1.4,,,,,2023-04-01 - 2023-10-02,2023-10-02,9.82,10.5,9.5,8.5,,9144.0,1524.0,69155.84
BMS003-02,BEEF MEAT SLICED 2MM 1KG/PKT,0.0,0.03,0.3,,,,,2023-04-01 - 2023-10-02,2023-09-21,8.7,9.1,8.7,8.7,,250.0,41.67,169.0
BMS004,BEEF KNUCKLE MEAT SLICED 4-5MM 2kg/pkt,64.0,0.16,1.57,,,,,2023-04-01 - 2023-10-02,2023-09-29,10.0,10.5,10.0,8.5,,904.0,150.67,5249.77
BMS005,BEEF KNUCKLE MEAT SLICED 6MM 2kg/pkt,68.0,0.35,3.7,,,,,2023-04-01 - 2023-10-02,2023-10-02,9.0,11.0,10.5,9.0,,358.0,59.67,1926.0
BMS007,BEEF KNUCKLE MEAT SLICED 1.7MM 2kg/pkt,0.0,0.09,0.8,,,,,2023-04-01 - 2023-10-02,2023-06-10,9.5,9.5,9.5,9.5,,8.0,1.33,44.8
BMS008,BEEF MEAT SLICED 8MM 2kg/pkt,38.0,0.07,0.7,,,,,2023-04-01 - 2023-10-02,2023-05-10,10.0,10.0,10.0,10.0,,54.0,9.0,151.8
BMS008-01,BEEF MEAT SLICED 2MM X 3' X 1.5' 2KG/PKT,904.7,0.18,1.8,,,,,2023-04-01 - 2023-10-02,2023-09-28,10.2,10.5,10.2,8.5,,16362.3,2727.05,164468.65
BMS009-02,BEEF- A5 KAGOSHIMA BEEF YAKINIKU SLICE 160GM/PKT,0.0,0.22,3.24,,,,,2021-10-01 - 2023-10-02,2021-12-11,15.0,27.94,15.0,12.2,,106.0,17.67,629.02
BMS009-03,BEEF- A5 KAGOSHIMA BEEF YAKINIKU,0.0,0.23,21.5,,,,,2021-10-01 - 2023-10-02,2021-12-08,95.0,95.0,95.0,95.0,,7.0,1.17,150.5
BOM001,BEEF OMASUM (MINERVA BRAZIL),0.0,0.19,1.7,2023-04-01 - 2023-10-02,2023-05-17,7.3,7.3,2023-04-01 - 2023-10-02,2023-07-19,9.0,9.8,9.0,5.5,419.84,936.23,156.04,3792.95
BOM001-02,BEEF OMASUM (SILVERFERN-AUST) 20KG/CTNS,677.18,0.25,2.2,2023-04-01 - 2023-10-02,2023-09-30,6.4,6.2,2023-04-01 - 2023-10-02,2023-10-02,9.0,10.0,9.0,6.7,4997.46,4322.84,720.47,45667.27
BOM001-03,BEEF OMASUM (QUALITY BEEF -BRAZIL),0.0,0.31,2.8,2023-04-01 - 2023-10-02,2023-08-19,6.2,6.2,2023-04-01 - 2023-10-02,2023-08-17,8.8,10.0,9.0,7.2,242.54,1186.28,197.71,10522.57
BOM001-04,BEEF OMASUM (SCAN) 17KG/CTNS,0.0,0.05,0.4,2023-04-01 - 2023-10-02,2023-05-29,7.0,6.9,2023-04-01 - 2023-10-02,2023-05-29,7.45,8.8,7.4,7.35,892.12,892.12,148.69,357.17
BOM002,BEEF OMASUM (AFFCO),380.85,-0.02,-0.2,2023-04-01 - 2023-10-02,2023-09-18,13.0,12.0,2023-04-01 - 2023-10-02,2023-10-02,14.5,16.8,14.5,14.0,3738.79,3852.82,642.14,6009.67
BOM002-02,BEEF BLACK OMASUM,1.97,0.11,0.96,2023-04-01 - 2023-10-02,2023-08-08,7.5,7.4,2023-04-01 - 2023-10-02,2023-08-16,14.6,14.6,8.5,8.2,414.08,415.31,69.22,689.57
BPA003,BEEF BURGER PATTIES (SADIA) 320GM X 20PKT,0.0,0.22,0.8,2021-10-01 - 2023-10-02,2022-11-11,2.99,2.8,2021-10-01 - 2023-10-02,2022-12-01,3.8,4.5,3.6,3.0,3600.0,3525.0,587.5,2844.9
BPA003-02,BEEF BURGER PATTIES CLASSIC 20X320gm,146.0,0.25,1.0,2023-04-01 - 2023-10-02,2023-09-27,3.2,3.0,2023-04-01 - 2023-10-02,2023-09-30,4.0,4.2,4.0,3.2,800.0,777.0,129.5,1835.6
BPA004,BEEF BURGER PEPPER & ONION (BLACK PRIMO) 420GM X 15PKT,71.0,0.02,0.1,2023-04-01 - 2023-10-02,2023-08-31,4.4,4.4,2023-04-01 - 2023-10-02,2023-09-13,5.65,5.65,5.65,5.65,270.0,256.0,42.67,999.65
BPA004-01,BEEF BURGER CHEDDAR CHEESE (GOURMET) 15X420gm,96.0,0.17,0.9,2023-04-01 - 2023-10-02,2023-08-29,4.4,4.4,2023-04-01 - 2023-10-02,2023-09-06,5.65,5.65,5.65,5.65,120.0,136.0,22.67,1008.15
BPA005,WAYGU BEEF BURGER PATTIES 170gm,13.09,0.27,3.8,,,,,2023-04-01 - 2023-10-02,2023-09-27,36.67,36.76,11.5,11.0,,6.63,1.11,2445.86
BPA008,SEASONING WAYGU BEEF BURGER PATTIES 150gm,0.0,0.25,3.0,,,,,2021-10-01 - 2023-10-02,2022-02-08,12.0,12.0,12.0,12.0,,75.25,12.54,225.75
BPP001,BEEF PEPPERONI,0.0,0.22,2.7,2023-04-01 - 2023-10-02,2023-07-25,8.8,8.8,2023-04-01 - 2023-10-02,2023-07-25,16.0,16.0,16.0,16.0,2.0,2.0,0.33,23.4
BRC002,CHILLED BEEF RIBEYE GRAINFED BRAZIL-ANGUS,0.0,0.07,2.0,2021-10-01 - 2023-10-02,2022-01-27,25.0,25.0,2021-10-01 - 2023-10-02,2022-05-18,32.0,34.0,27.0,27.0,118.97,135.01,22.5,426.32
BRE001,BEEF RIBEYE CUBE 2CM X 2CM,45.0,-0.04,-0.5,2021-10-01 - 2023-10-02,2021-12-21,12.5,12.5,2023-04-01 - 2023-10-02,2023-09-10,12.0,12.0,12.0,12.0,288.95,805.7,134.28,-402.85
BRE0010-02,"4** CHILLED BEEF RIBEYE ""YP"" UNION STATION/MIDFIELD**PKT",0.0,0.09,0.81,,,,,2021-10-01 - 2023-10-02,2022-04-07,11.17,12.1,9.0,7.5,,278.0,46.33,322.88
BRE0011,CHILLED BEEF RIBEYE PS CUBEROLL NZ SILVERFERN,0.0,0.07,2.0,2021-10-01 - 2023-10-02,2022-12-07,28.0,26.5,2021-10-01 - 2023-10-02,2022-12-01,32.0,32.0,30.0,28.0,500.3,510.56,85.09,1080.43
BRE002,BEEF RIBEYE STEAK 190-220gm,0.0,0.27,4.0,2021-10-01 - 2023-10-02,2021-11-11,11.0,11.0,2023-04-01 - 2023-10-02,2023-09-29,14.5,16.0,14.5,11.0,4.0,597.21,99.54,6265.38
BRE003,BEEF RIBEYE SHABU SHABU 2MM 1kg/pkt,0.0,0.14,1.5,,,,,2021-10-01 - 2023-10-02,2021-11-10,10.5,10.5,10.5,10.5,,1.0,0.17,1.5
