pdt_code,pdt_name,current_inv,profit_margin,profit_per_qty,summary_purchases_date_range,summary_purchases_latest_date,summary_purchases_latest_price,summary_purchases_min_price,summary_sales_date_range,summary_sales_latest_date,summary_sales_latest_price,summary_sales_max_price,summary_sales_median_price,summary_sales_min_price,summary_purchases_total_qty,summary_sales_total_qty,summary_sales_avg_qty_per_month,total_profit
OFF001-09,OTHER- THIRTEEN SPICE CRAWFISH TRIPLE CATCH 20-30g 10X750GM/CTNS,2648.0,0.42,3.59,2023-08-01 - 2023-09-04,2023-08-31,4.91,4.91,2023-08-01 - 2023-09-04,2023-09-03,8.69,13.43,8.5,6.2,2010.0,1537.0,1537.0,13300.93
OFF001-11,OTHER- ORGINAL COOKED WHOLE CRAWFISH 10X1KG/CTNS,1407.0,,,,,,,2023-08-01 - 2023-09-04,2023-08-23,8.5,14.63,6.6,6.6,,269.0,269.0,0.0
OFF0010,OTHER- FRIES SWEET POTATO PLATTER (LAMB'S) 1/4' x 1/2',0.0,,,,,,,2023-06-01 - 2023-09-04,2023-07-01,16.98,17.13,16.69,16.4,,37.0,37.0,0.0
OFF0010-02,OTHER-  SWEET POTATO FRIES (CROKKN BATTERED) 4 X 2.5KG/CTNS,44.0,0.11,1.84,2023-06-01 - 2023-09-04,2023-07-25,15.0,15.0,2023-08-01 - 2023-09-04,2023-08-18,18.43,36.38,16.84,16.84,84.0,28.0,28.0,1946.84
OFF002-02,OTHER- F.FRIES SHOESTRING (GARDEN MAID) 10X1KG/CTNS,695.0,0.2,0.65,2023-08-01 - 2023-09-04,2023-08-31,2.65,2.65,2023-08-01 - 2023-09-04,2023-09-03,3.0,5.46,3.3,3.0,1000.0,7444.0,7444.0,19800.08
OFF002-08,OTHER- F.FRIES 3/8 THUNDER CRUNCH SIMPLOT 6X5LB/CTNS,84.0,0.16,2.0,2023-08-01 - 2023-09-04,2023-08-29,10.5,10.5,2023-08-01 - 2023-09-04,2023-08-31,12.5,15.0,12.5,12.5,240.0,1452.0,1452.0,6465.0
OFF003-03,OTHER- F.FRIES CRINKLE CUT (GARDEN MAID) 10X1KG/CTNS,136.0,,,,,,,2023-08-01 - 2023-09-04,2023-08-30,3.8,11.85,3.3,2.8,,5044.0,5044.0,0.0
OFF003-13,OTHER- F.FRIES CRINKLE CUT (SEVEN-HOLLAND) 2.5kg X4pkt/ctn,67.5,0.34,1.2,2023-08-01 - 2023-09-04,2023-08-29,2.3,2.3,2023-08-01 - 2023-09-04,2023-09-02,3.48,3.8,3.5,2.8,300.0,722.5,722.5,811.75
OFF004,OTHER- F.FRIES STRAIGHT CUT 5X2KG/CTNS,70.0,0.28,1.1,2023-08-01 - 2023-09-04,2023-08-21,2.9,2.9,2023-08-01 - 2023-09-04,2023-08-30,4.0,4.0,4.0,3.8,100.0,180.0,180.0,1140.0
OFF004-03,OTHER- F.FRIES SHOESRING (FARMLAND) 1X10pkt,20.0,0.08,0.3,2023-06-01 - 2023-09-04,2023-07-24,3.5,3.5,2023-08-01 - 2023-09-04,2023-09-03,4.2,4.2,4.2,3.8,200.0,370.0,370.0,395.0
OFF005,OTHER- SEASONED WEDGE 4X2.5KG/CTNS,193.0,0.32,4.5,2023-08-01 - 2023-09-04,2023-09-02,9.5,9.5,2023-08-01 - 2023-09-04,2023-09-01,10.0,15.7,14.0,10.0,240.0,674.0,674.0,6750.7
OFF005-02,OTHER- SPICY SEASONED WEDGE (CAVENDISH FARMS) 6X5LB/CTNS,0.0,0.03,0.2,2023-06-01 - 2023-09-04,2023-06-30,7.4,7.4,2023-06-01 - 2023-09-04,2023-07-14,8.88,15.0,7.6,7.6,138.0,8609.0,8609.0,2769.86
OFF006-01,OTHER- POTATOES CUTLET (BERGEDIL) 12PCSX40G,0.0,0.03,0.2,2023-06-01 - 2023-09-04,2023-07-18,7.8,7.8,2023-06-01 - 2023-09-04,2023-07-18,8.0,8.0,8.0,8.0,4.0,364.0,364.0,72.8
OFF006-03,OTHER- F.FRIES CRISS CROSS  (CROKKN BATTERED) 4 X 2.5KG/CTNS,53.0,0.27,3.25,2023-08-01 - 2023-09-04,2023-08-30,8.75,8.75,2023-08-01 - 2023-09-04,2023-09-02,12.0,12.0,12.0,9.6,80.0,260.0,260.0,2565.0
OFF009,OTHER- TWISTER FRIES / CURLY FRIES 1KG/PKT,15.0,0.24,2.19,2023-06-01 - 2023-09-04,2023-07-01,7.0,7.0,2023-08-01 - 2023-09-04,2023-08-29,10.09,10.09,9.19,7.5,36.0,367.0,367.0,19053.18
OFF010,OTHER- TWISTER FRIES/CURLY FRIES (LAMB WESTERN) 5lb X 6pkt,25.0,0.3,4.8,2023-08-01 - 2023-09-04,2023-08-15,11.0,11.0,2023-08-01 - 2023-09-04,2023-08-27,16.5,16.5,16.5,16.5,30.0,55.0,55.0,592.9
OFL002-02,OTHER- FROG LEG (PAN ROYAL) 6/8pcs /LB 500gm,400.0,0.3,2.0,2023-08-01 - 2023-09-04,2023-08-28,4.75,4.75,2023-08-01 - 2023-09-04,2023-09-02,6.75,7.31,6.75,5.0,1200.0,5856.0,5856.0,23850.74
OFP004,OTHER- FISH PATTIES 32pcs (SAHIR)AAA 6pkt/ctn,151.0,0.05,0.4,2023-08-01 - 2023-09-04,2023-08-29,8.0,8.0,2023-08-01 - 2023-09-04,2023-09-02,9.9,12.0,9.5,8.2,426.0,1201.0,1201.0,3638.8
OFS001,OTHER- CRISPY FISH SKIN 600gm/pkt,7.0,0.07,0.58,2023-06-01 - 2023-09-04,2023-06-01,8.12,8.12,2023-08-01 - 2023-09-04,2023-08-31,12.0,12.0,10.0,10.0,16.0,26.0,26.0,338.46
OHA002,OTHER- CHICKEN PICNIC HAM SLICED 1kg,228.0,0.03,0.2,2023-08-01 - 2023-09-04,2023-08-30,5.8,5.8,2023-08-01 - 2023-09-04,2023-09-02,8.0,10.0,8.0,6.8,300.0,851.0,851.0,4265.8
OHB001,OTHER- TATER TOTS (CROKKN) 4X2.5KG/CTNS,37.0,0.1,1.0,2023-08-01 - 2023-09-04,2023-08-21,9.5,9.5,2023-08-01 - 2023-09-04,2023-09-01,11.25,15.56,10.5,9.7,80.0,580.0,580.0,2245.53
OHB001-03,OTHER- HASH BROWN (DEL CAMPO) 20pcs 12pkt/ctn,7848.0,,,,,,,2023-08-01 - 2023-09-04,2023-09-03,5.8,6.0,5.8,4.2,,6083.0,6083.0,0.0
OHB001-04,OTHER- TATER TOTS (FARMCHEF) 5X2KG/CTNS,0.0,0.32,3.65,2023-08-01 - 2023-09-04,2023-08-04,7.6,7.6,2023-08-01 - 2023-09-04,2023-08-21,11.25,11.25,11.25,11.25,15.0,150.0,150.0,547.5
OHB002,OTHER- HASH BROWN TRI TATERS (LAMB WESTERN) 2.27kgX6pkt,0.0,,,,,,,2023-08-01 - 2023-09-04,2023-08-11,13.5,13.5,13.5,13.5,,4.0,4.0,0.0
OHB003,OTHER- HASH BROWN TRI TATERS (MAESTRO) 2.5kgX4pkt,16.0,0.05,0.5,2023-08-01 - 2023-09-04,2023-08-17,9.0,9.0,2023-08-01 - 2023-09-04,2023-09-01,9.5,14.87,9.5,9.5,108.0,1024.0,1024.0,7611.67
OHB004,OTHER- HASH BROWN TRI TATERS (FARMCHEF) 2kgX5pkt,98.0,0.39,4.7,2023-08-01 - 2023-09-04,2023-08-30,7.2,7.2,2023-08-01 - 2023-09-04,2023-09-03,11.44,11.9,11.9,11.44,100.0,10.0,10.0,46.08
OHD001,OTHER- HOT DOG 340gm (PERDIX) 24pkt/ctn,1500.0,0.38,0.5,2023-08-01 - 2023-09-04,2023-08-28,0.8,0.8,2023-08-01 - 2023-09-04,2023-09-03,1.3,1.4,1.3,1.0,6480.0,17836.0,17836.0,31476.0
OHD0011,OTHER- C.COCKTAIL CHEESE SAUSAGE 500GMX20PKT/CTNS,6.0,0.24,1.3,2023-08-01 - 2023-09-04,2023-08-10,4.2,4.2,2023-08-01 - 2023-09-04,2023-08-24,5.27,5.5,5.5,4.6,1000.0,7922.0,7922.0,29661.4
OHD0012,OTHER- C.COCKTAIL CHEESE SAUSAGE 20X500KG/CTNS,804.0,0.29,1.46,2023-08-01 - 2023-09-04,2023-08-28,3.9,3.18,2023-08-01 - 2023-09-04,2023-09-03,5.46,5.5,5.5,3.5,1920.0,9855.0,9855.0,27356.9
OHD002,OTHER- HOT DOG 340gm (KESKINOGLU-TURKEY) 24pkt/ctn,52900.0,0.41,0.45,2023-06-01 - 2023-09-04,2023-06-15,0.65,0.65,2023-08-01 - 2023-09-04,2023-09-03,1.18,1.5,1.1,0.9,78312.0,60516.0,60516.0,71657.76
OHD003,OTHER- HOT DOG 340gm (FRANGOSUL) 28PKT/CTNS,0.0,,,,,,,2023-06-01 - 2023-09-04,2023-07-07,0.9,1.5,1.1,0.9,,3949.0,3949.0,0.0
OHD004,OTHER- HOT DOG 340gm (SADIA) 24pkt/ctn,0.0,0.31,0.4,2023-06-01 - 2023-09-04,2023-06-05,0.9,0.9,2023-06-01 - 2023-09-04,2023-06-21,1.3,1.4,1.3,1.3,1440.0,12312.0,12312.0,5028.0
OHD006,OTHER- CHICKEN CHEESE SAUSAGE 32X235GM/CTNS,0.0,,,,,,,2023-08-01 - 2023-09-04,2023-08-14,0.56,0.56,0.56,0.56,,60.0,60.0,0.0
OHD007,OTHER- HOT DOG 300gm (CHEESE-AYAMAS) 32pkt/ctn,1462.0,0.4,1.0,2023-06-01 - 2023-09-04,2023-07-22,1.5,1.5,2023-08-01 - 2023-09-04,2023-08-29,2.5,2.5,2.5,2.0,3584.0,5912.0,5912.0,11560.0
OHD007-01,OTHER- HOT DOG 300gm (BLACK PEPPER-AYAMAS) 32pkt/ctn,2144.0,0.4,1.0,2023-06-01 - 2023-09-04,2023-07-22,1.5,1.5,2023-08-01 - 2023-09-04,2023-08-28,2.5,2.5,2.5,2.0,3594.0,4616.0,4616.0,12722.56
OHD013,OTHER- PORK BOCKWURST SAUSAGE 80GM X 3PCS/PKT),0.0,0.17,2.0,2023-06-01 - 2023-09-04,2023-06-17,10.0,10.0,2023-06-01 - 2023-09-04,2023-06-17,12.0,12.0,12.0,12.0,2.0,4.0,4.0,8.0
OHD021-02,OTHER- CHICKEN SAUSAGE 8''1kg/pkt,0.0,0.1,1.0,2023-06-01 - 2023-09-04,2023-06-15,9.5,9.5,2023-08-01 - 2023-09-04,2023-08-04,10.5,10.5,10.5,10.5,24.0,15.0,15.0,74.0
OHD026,OTHER- PORK BRATWURST GERMANY SAUSAGE 1KG/PKT,0.0,0.14,1.5,2023-06-01 - 2023-09-04,2023-07-19,9.0,9.0,2023-06-01 - 2023-09-04,2023-07-19,11.0,12.0,11.0,11.0,4.0,8.0,8.0,16.0
OHD027,OTHER- CHICKEN VIENNA 6' 50gm/pcs 20pcs/pkt,60.0,0.13,1.0,2023-08-01 - 2023-09-04,2023-08-30,6.5,6.5,2023-08-01 - 2023-09-04,2023-08-30,7.5,7.5,7.5,7.5,200.0,240.0,240.0,460.0
OKA001,OTHER- CHICKEN GOLDEN CRISPY KARAAGE 6X1KG/CTNS,52.0,0.1,0.95,2023-08-01 - 2023-09-04,2023-08-28,8.6,8.5,2023-08-01 - 2023-09-04,2023-09-03,9.5,9.5,9.5,9.5,132.0,170.0,170.0,361.56
OKA002,OTHER- CHICKEN KARAAGE 18X400GM/CTNS,9.0,0.13,0.65,2023-06-01 - 2023-09-04,2023-07-04,4.3,4.3,2023-08-01 - 2023-09-04,2023-08-24,4.95,4.95,4.95,4.95,90.0,144.0,144.0,474.75
OKA003,OTHER- CHICKEN KARAAGE 1kgX10pkt,434.0,0.02,0.2,2023-08-01 - 2023-09-04,2023-09-02,8.0,8.0,2023-08-01 - 2023-09-04,2023-08-25,10.5,10.5,8.2,8.2,590.0,2080.0,2080.0,52158.56
OKA005,OTHER- CHICKEN KARAAGE FARMPRIDE,34.0,0.29,3.3,2023-08-01 - 2023-09-04,2023-08-28,8.2,8.2,2023-08-01 - 2023-09-04,2023-08-29,11.5,11.5,11.5,11.5,60.0,44.0,44.0,145.2
OKA006,OTHER- CHICKEN KARAAGE FARMPRIDE,0.0,0.31,1.7,2023-08-01 - 2023-09-04,2023-08-18,3.8,3.8,2023-08-01 - 2023-09-04,2023-09-02,5.5,5.5,5.5,5.5,84.0,390.0,390.0,663.0
OKJ001,OTHER- KONJAC NOODLES 2KG/PKT,0.0,0.21,0.85,2023-08-01 - 2023-09-04,2023-08-28,3.15,3.15,2023-08-01 - 2023-09-04,2023-08-28,4.0,4.0,4.0,4.0,18.0,18.0,18.0,15.3
OKO002,OTHER- KOMBU/KELP SLIK **CHINA**,315.0,,,,,,,2023-08-01 - 2023-09-04,2023-09-03,21.0,21.0,21.0,19.0,,604.0,604.0,0.0
OKO002-01,OTHER- KOMBU/KELP KNOT **CHINA**,849.0,,,,,,,2023-08-01 - 2023-09-04,2023-09-03,24.0,35.0,24.0,19.0,,383.0,383.0,0.0
OKR001,OTHER- KOEAN RICE CAKE (TTEOKBBOKY) 600GM X 12PKT,0.0,,,,,,,2023-08-01 - 2023-09-04,2023-08-31,3.3,3.3,3.3,2.7,,286.0,286.0,0.0
OKR002,OTHER- 3 COLOUR RICE CAKE 500GM/PKT,514.0,0.46,1.3,2023-08-01 - 2023-09-04,2023-08-18,1.5,1.5,2023-08-01 - 2023-09-04,2023-09-02,2.8,2.8,2.8,2.7,200.0,1030.0,1030.0,3317.51
OKR003,OTHER- GLUTINOUS RICE CAKE (260g) 20PKT/CTNS,27.0,0.36,1.2,2023-06-01 - 2023-09-04,2023-06-05,2.1,2.1,2023-08-01 - 2023-09-04,2023-09-03,3.0,3.3,3.0,2.3,400.0,775.0,775.0,1357.7
OME001,OTHER- MENTAIKO TUBE 500GMX10PKT/CTNS,0.0,0.08,1.5,2023-06-01 - 2023-09-04,2023-06-23,16.5,16.5,2023-06-01 - 2023-09-04,2023-06-23,18.0,18.0,18.0,18.0,1.0,1.0,1.0,1.5
OME003,OTHER- MENTAIKO TUBE 500GMX10PKT/CTNS,9.0,0.25,5.0,2023-08-01 - 2023-09-04,2023-08-11,15.0,15.0,2023-08-01 - 2023-09-04,2023-08-11,20.0,20.0,20.0,19.5,5.0,7.0,7.0,43.0
OMO002,OTHER- MOZZ SHREDDED 2kgX6pkt,56.0,0.18,2.0,2023-08-01 - 2023-09-04,2023-08-27,9.0,9.0,2023-08-01 - 2023-09-04,2023-08-27,10.0,13.5,11.0,10.0,60.0,114.0,114.0,826.0
OMO005,OTHER- MOZZARELLA STICK BREADED ORGINAL 12PCS/PKT X 24PKT/CTNS,70.0,,,,,,,2023-06-01 - 2023-09-04,2023-07-20,5.8,5.8,5.8,5.0,,14.0,14.0,0.0
OMO006,OTHER- MOZZARELLA STICK BREADED ORGINAL 9X1KG,28.0,0.03,0.5,2023-06-01 - 2023-09-04,2023-07-20,14.0,14.0,2023-08-01 - 2023-09-04,2023-08-22,16.5,17.5,14.5,14.5,50.0,30.0,30.0,153.5
OMR001,OTHER- FRAGRANCE MEAT ROLL 50pcs/pkt,1009.0,0.18,0.07,2023-08-01 - 2023-09-04,2023-08-29,0.31,0.31,2023-08-01 - 2023-09-04,2023-09-02,0.38,0.45,0.38,0.35,1000.0,10220.0,10220.0,3103.9
OMR002,OTHER- CHICKEN BALL 50PCS/PKT,40.0,0.14,0.8,2023-08-01 - 2023-09-04,2023-08-23,5.0,5.0,2023-08-01 - 2023-09-04,2023-09-03,5.8,6.5,6.0,5.5,120.0,1255.0,1255.0,3359.5
OMR003,OTHER- CHICKEN CHUNKY MEATBALL 100's 1kg/pkt,38.0,0.13,1.0,2023-08-01 - 2023-09-04,2023-08-19,6.5,6.5,2023-08-01 - 2023-09-04,2023-08-19,8.5,8.5,7.5,7.5,50.0,312.0,312.0,2466.0
OMR004,OTHER- SMALL NGOH HIANG,15.0,,,,,,,2023-08-01 - 2023-09-04,2023-08-14,6.0,6.0,6.0,6.0,,59.0,59.0,0.0
OMT001,OTHER- MAN TOU 12pcs 180gm X 24pkt,2205.0,0.33,0.5,2023-08-01 - 2023-09-04,2023-08-31,1.0,1.0,2023-08-01 - 2023-09-04,2023-09-03,1.4,2.0,1.5,1.25,1536.0,7965.0,7965.0,9914.6
OMT005,OTHER- WOWO TOU CHESTNUT RED DATE 1KG,2.0,0.34,3.77,2023-08-01 - 2023-09-04,2023-09-02,7.47,7.0,2023-08-01 - 2023-09-04,2023-09-02,11.0,11.0,11.0,11.0,36.0,50.0,50.0,188.25
OOI001,OTHER- COOKING OIL GROSS 17kg / NET 16kg,1.0,,,,,,,2023-06-01 - 2023-09-04,2023-06-09,33.5,33.5,33.5,33.5,,1.0,1.0,0.0
OOI004,OTHER- COOKING OIL RED TIN GW16KG/NT15KG,186.0,0.21,6.0,2023-08-01 - 2023-09-04,2023-08-26,22.0,22.0,2023-08-01 - 2023-09-04,2023-09-02,28.8,33.5,28.0,28.0,180.0,1628.0,1628.0,36499.0
OOI012-04,OTHER- COARSE SEA SALT 3KG/PKT,0.0,,,,,,,2023-06-01 - 2023-09-04,2023-07-08,1.5,1.5,1.5,1.5,,1.0,1.0,0.0
OOR006,OTHER- ONION RING (LAMB WESTERN/SIMPLOT-BABY STAR) 2lbX8pkt,278.0,0.23,1.5,2023-08-01 - 2023-09-04,2023-08-24,5.0,5.0,2023-08-01 - 2023-09-04,2023-09-02,5.56,8.24,5.8,5.2,800.0,4568.0,4568.0,27275.84
OOW001,OTHER- OCTOPUS BABY 20/40 (FROZEN-CLEAN) 1KGX12PKT,58.0,0.18,1.75,2023-06-01 - 2023-09-04,2023-07-11,7.5,7.5,2023-08-01 - 2023-09-04,2023-09-03,10.5,11.0,9.5,8.5,132.0,202.0,202.0,606.1
OOW002,OTHER- OCTOPUS BABY 40/60 (FROZEN-CLEAN) 500GMX20PKT/CTNS,0.0,,,,,,,2023-06-01 - 2023-09-04,2023-07-16,3.8,3.8,3.8,3.8,,24.0,24.0,0.0
OPA001,OTHER- SHRIMP PASTE 2kg/pkt,48.0,0.01,0.1,2023-08-01 - 2023-09-04,2023-08-11,18.4,18.4,2023-08-01 - 2023-09-04,2023-09-02,21.0,24.0,21.0,19.0,50.0,196.0,196.0,1698.2
OPA002,OTHER- FISH PASTE 1KG/PKT,0.0,0.23,1.15,2023-08-01 - 2023-09-04,2023-08-23,3.85,3.85,2023-08-01 - 2023-09-04,2023-08-23,5.0,5.0,5.0,5.0,11.0,11.0,11.0,56.35
OPC001,OTHER- CHICKEN WITH PANDAN LEAF 50nos/ctns,17.0,0.01,0.5,2023-08-01 - 2023-09-04,2023-09-02,35.0,35.0,2023-08-01 - 2023-09-04,2023-08-30,40.0,45.0,40.0,40.0,38.0,289.0,289.0,3941.0
OPC001-02,OTHER- C.WITH PANDAN LEAF 30GM/PCS**10NOS/PKT,4.0,,,,,,,2023-08-01 - 2023-09-04,2023-08-12,7.5,7.5,7.5,7.5,,18.0,18.0,0.0
OPLANT002,OTHER- PLANT BASED CRISPY BITES FIRST PRIDE,0.0,,,,,,,2023-08-01 - 2023-09-04,2023-08-31,1.2,1.2,1.2,1.2,,72.0,72.0,0.0
OPN001,OTHER- PRAWN NUTS 1kg/pkt,0.0,0.15,2.2,2023-08-01 - 2023-09-04,2023-08-28,12.8,12.8,2023-08-01 - 2023-09-04,2023-09-01,15.0,16.5,15.0,15.0,84.0,87.0,87.0,553.7
OPO001,OTHER- CHICKEN POPCORN PREMIUM FIRST 10X1KG,0.0,0.07,0.7,2023-06-01 - 2023-09-04,2023-06-12,8.8,8.8,2023-06-01 - 2023-09-04,2023-07-01,9.5,9.5,9.5,9.5,10.0,95.0,95.0,66.5
OPO001-03,OTHER- CHICKEN POPCORN HOT & SPICY 18X400GM/CTNS,27.0,0.17,0.85,2023-06-01 - 2023-09-04,2023-06-30,4.1,4.1,2023-08-01 - 2023-09-04,2023-09-01,4.95,4.95,4.95,4.95,90.0,171.0,171.0,910.8
OPO002,OTHER- CHICKEN FRIED CRISPY (AYAMAS) 850gmX10pkt,638.0,0.18,1.17,2023-08-01 - 2023-09-04,2023-08-22,5.23,5.23,2023-08-01 - 2023-09-04,2023-09-02,6.45,6.5,6.4,3.0,800.0,986.0,986.0,1072.22
OPO002-02,OTHER- *****CHICKEN FRIED CRISPY RED HOT (AYAMAS) 850gmX10pkt,0.0,,,,,,,2023-06-01 - 2023-09-04,2023-07-29,1.85,1.85,1.85,1.85,,64.0,64.0,0.0
OPO002-05,OTHER- FRIED CHICKEN 12X600GM/CTNS,19.0,0.11,0.9,2023-06-01 - 2023-09-04,2023-07-18,7.0,7.0,2023-08-01 - 2023-09-04,2023-08-30,7.9,7.95,7.9,7.9,60.0,246.0,246.0,595.5
OPO002-06,OTHER- JAPANESE FRIED CHICKEN FARMPRIDE,24.0,0.31,1.7,2023-08-01 - 2023-09-04,2023-08-18,3.8,3.8,2023-08-01 - 2023-09-04,2023-09-02,5.5,5.9,5.5,5.5,96.0,324.0,324.0,558.0
OPO002-07,OTHER- JAPANESE FRIED CHICKEN FARMPRIDE,29.0,0.29,3.3,2023-08-01 - 2023-09-04,2023-08-18,8.2,8.2,2023-08-01 - 2023-09-04,2023-09-02,11.5,11.5,11.5,11.5,60.0,94.0,94.0,310.2
OPO003,OTHER- CHICKEN BUFFALO WING 450gmX12pkt (FARMPRIDE),165.0,0.2,1.05,2023-08-01 - 2023-09-04,2023-08-31,4.25,4.25,2023-08-01 - 2023-09-04,2023-09-02,5.11,6.02,5.3,4.6,540.0,4767.0,4767.0,35401.36
OPO003-01,OTHER- CHICKEN BUFFALO WING 1kgX10pkt (FARMPRIDE),242.0,0.16,1.5,2023-08-01 - 2023-09-04,2023-08-31,8.0,8.0,2023-08-01 - 2023-09-04,2023-09-02,9.5,10.5,9.5,0.01,500.0,1087.0,1087.0,5266.35
OPO003-04,OTHER- CHICKEN ROASTED SPICY BONELESS LEG 10X1KG/CTNS,57.0,,,,,,,2023-08-01 - 2023-09-04,2023-08-24,8.3,8.5,8.3,8.3,,207.0,207.0,0.0
OPO003-05,OTHER- CHICKEN ROASTED SPICY BONELESS LEG 500GM/PKT,15.0,,,,,,,2023-08-01 - 2023-09-04,2023-08-29,8.17,8.24,5.0,4.25,,344.0,344.0,0.0
OPO003-06,OTHER- CHICKEN BUFFALO WING STICK 18X350GM/CTNS,11.0,0.2,1.0,2023-06-01 - 2023-09-04,2023-07-13,3.95,3.95,2023-08-01 - 2023-09-04,2023-09-03,4.95,4.95,4.95,4.95,90.0,153.0,153.0,894.6
OPO004,OTHER- CHICKEN DRUMMETS BREADED HOT & SPICY 850gmX10pkt,145.0,0.22,1.65,2023-08-01 - 2023-09-04,2023-08-29,5.85,5.85,2023-08-01 - 2023-09-04,2023-09-02,7.5,7.55,7.5,7.4,450.0,1735.0,1735.0,3850.25
OPO004-03,OTHER- CHICKEN DRUMMETS BREADED GARLIC 350gmX20pkt,12.0,0.26,1.1,2023-06-01 - 2023-09-04,2023-07-13,3.1,3.1,2023-08-01 - 2023-09-04,2023-08-30,4.2,4.2,4.2,4.2,100.0,490.0,490.0,2622.0
OPO004-04,OTHER- CHICKEN DRUMMETS **JUMBO**,642.0,0.29,2.31,2023-08-01 - 2023-09-04,2023-08-22,5.54,5.54,2023-08-01 - 2023-09-04,2023-09-02,7.4,7.4,6.0,6.0,800.0,1098.0,1098.0,16406.01
OPO005,OTHER- CHICKEN FRIED CRISPY RED HOT (AYAMAS) 850gmX10pkt,120.0,0.09,0.55,2023-08-01 - 2023-09-04,2023-08-18,5.85,5.85,2023-08-01 - 2023-09-04,2023-08-29,6.4,6.5,6.4,6.2,300.0,1441.0,1441.0,784.05
OPO005-02,OTHER- CHICKEN FINGERS HOT & SPICY 800gmX14pkt,86.0,0.41,2.66,2023-06-01 - 2023-09-04,2023-06-01,3.9,3.9,2023-08-01 - 2023-09-04,2023-08-28,6.4,7.59,6.4,5.0,1120.0,1703.0,1703.0,26029.61
OPO006,OTHER- CHICKEN POPCORN (FARMPRIDE) 10X1KG/CTNS,163.0,0.26,2.76,2023-08-01 - 2023-09-04,2023-08-29,7.8,7.8,2023-08-01 - 2023-09-04,2023-09-02,8.83,11.57,9.9,8.5,450.0,2076.0,2076.0,23026.1
OPO006-02,OTHER- CHICKEN POPCORN HOT & SPICY 400gmX12pkt,176.0,0.16,0.7,2023-08-01 - 2023-09-04,2023-08-10,3.8,3.8,2023-08-01 - 2023-09-04,2023-09-02,4.0,5.5,4.5,4.0,120.0,918.0,918.0,2186.0
OPO006-03,OTHER- CHICKEN POPCORN (FARMPRIDE) 400gmX12pkt,165.0,0.11,0.5,2023-08-01 - 2023-09-04,2023-08-28,4.0,4.0,2023-08-01 - 2023-09-04,2023-09-03,4.5,4.95,4.5,4.5,480.0,3696.0,3696.0,5079.6
OPO006-04,OTHER- CHICKEN POPCORN HOT & SPICY 10X1KG/CTNS,41.0,0.14,1.3,2023-06-01 - 2023-09-04,2023-07-18,8.0,8.0,2023-08-01 - 2023-09-04,2023-08-15,9.6,12.0,9.5,9.5,450.0,82.0,82.0,3878.5
OPO008,OTHER- CHICKEN DRUMMETS BREADED ORIGINAL 850gmX10pkt,170.0,0.23,1.7,2023-08-01 - 2023-09-04,2023-08-31,5.85,5.85,2023-08-01 - 2023-09-04,2023-08-31,7.4,7.55,7.4,7.2,300.0,1084.0,1084.0,4706.05
OPO011,OTHER- SUPER CRISPY CHICKEN (CS TAY) 1X6KG/CTNS,94.0,0.22,2.4,2023-08-01 - 2023-09-04,2023-08-30,8.6,8.5,2023-08-01 - 2023-09-04,2023-09-02,11.0,17.41,11.0,9.5,450.0,716.0,716.0,3190.54
OPO013-01-01,OTHER- CHICKEN BREADED MID WING (FARMPRIDE) 10X1kg/ctn,0.0,0.22,2.3,2023-08-01 - 2023-09-04,2023-08-03,8.2,8.2,2023-08-01 - 2023-09-04,2023-08-28,9.0,11.0,8.7,8.7,100.0,549.0,549.0,2413.6
OPO013-02,OTHER- CHICKEN BREADED MID WING (FARMPRIDE) 20X350gm/ctn,163.0,0.33,1.5,2023-08-01 - 2023-09-04,2023-08-10,3.0,3.0,2023-08-01 - 2023-09-04,2023-09-03,4.5,4.5,4.5,3.8,200.0,775.0,775.0,1776.0
OPO013-06,OTHER- TEXAS WING (FARMPRIDE) 12x350gm,125.0,0.26,1.3,2023-08-01 - 2023-09-04,2023-08-23,3.7,3.7,2023-08-01 - 2023-09-04,2023-08-30,4.5,7.4,4.5,4.5,180.0,1303.0,1303.0,9059.76
OPO015-03,OTHER- CRISPY CHICKEN STRIPES 18X350GM/CTNS,94.0,0.2,1.0,2023-08-01 - 2023-09-04,2023-08-31,3.95,3.95,2023-08-01 - 2023-09-04,2023-08-30,4.95,4.95,4.95,4.95,90.0,333.0,333.0,1040.4
OPO021-05,OTHER- SICHUN MALA WING 12pkt x 400gm,0.0,,,,,,,2023-06-01 - 2023-09-04,2023-06-01,1.0,1.0,1.0,1.0,,36.0,36.0,0.0
OPO021-06,OTHER- GRILLED CHICKEN TENDER 18X400GM/CTNS,27.0,0.18,0.88,2023-06-01 - 2023-09-04,2023-07-13,3.95,3.95,2023-08-01 - 2023-09-04,2023-09-03,4.95,4.95,4.95,4.95,144.0,225.0,225.0,631.57
OPO021-08,OTHER- STEAM S/LESS CHICKEN BREAST 1.15KG/PKT X 6PKT,0.0,,,,,,,2023-06-01 - 2023-09-04,2023-06-07,17.87,18.43,18.42,17.87,,28.0,28.0,0.0
OPO021-09,OTHER- SOYGARLIC GRILLED BL C/THIGH FARMPRIDE,0.0,0.29,1.7,2023-08-01 - 2023-09-04,2023-08-31,4.2,4.2,2023-08-01 - 2023-09-04,2023-08-31,5.9,5.9,5.9,5.9,24.0,54.0,54.0,91.8
