pdt_code,pdt_name,current_inv,profit_margin,profit_per_qty,summary_purchases_date_range,summary_purchases_latest_date,summary_purchases_latest_price,summary_purchases_min_price,summary_sales_date_range,summary_sales_latest_date,summary_sales_latest_price,summary_sales_max_price,summary_sales_median_price,summary_sales_min_price,summary_purchases_total_qty,summary_sales_total_qty,summary_sales_avg_qty_per_month,total_profit
PBRB04-03,PORK BRISKET BONE (TONNIE) 10kg/ctn,27000.0,0.23,1.2,2023-08-01 - 2023-09-04,2023-08-28,3.8,3.61,2023-06-01 - 2023-09-04,2023-07-12,5.2,5.2,5.2,5.2,27200.0,120.0,120.0,144.0
PBRO01,PORK- ROASTED PORK BELLY,0.0,,,,,,,2023-06-01 - 2023-09-04,2023-07-10,18.0,18.0,18.0,18.0,,48.2,48.2,0.0
PBRO04,PORK- PORK SAUSAGE 10kg.ctns,0.0,0.15,4.0,2023-08-01 - 2023-09-04,2023-09-01,22.0,22.0,2023-08-01 - 2023-09-04,2023-09-02,26.0,26.0,26.0,26.0,10.0,10.0,10.0,140.0
PCHB01,PORK CHOP BONE IN 1.5cm 2X5KG/CTNS,2095.0,,,,,,,2023-08-01 - 2023-09-04,2023-09-03,5.0,5.5,3.7,3.7,,4615.0,4615.0,0.0
PCHB02,PORK CHOP BONE IN 1.3CM 1KG/PKT,0.0,,,,,,,2023-08-01 - 2023-09-04,2023-08-22,4.3,9.72,4.3,4.3,,158.0,158.0,0.0
PCHB03,PORK CHOP BONE IN 1cm 20kg/ctn,170.0,,,,,,,2023-08-01 - 2023-09-04,2023-09-02,5.0,5.2,5.0,4.0,,3960.0,3960.0,0.0
PCHB04,PORK CHOP BONE IN 8MM 5KGX4PKT/CTNS,55.0,,,,,,,2023-08-01 - 2023-09-04,2023-08-28,4.5,4.5,4.5,4.5,,620.0,620.0,0.0
PCHI04,PORK LARGE CHITTERING COOKED SE 3X6KG/CTNS,38.0,0.13,1.0,2023-06-01 - 2023-09-04,2023-06-28,6.5,6.5,2023-08-01 - 2023-09-04,2023-08-03,7.11,7.5,7.2,6.8,1800.0,390.0,390.0,3951.4
PCHI05,PORK CHITTERING FRISELVA 10KG/CTNS,860.0,0.12,0.8,2023-08-01 - 2023-09-04,2023-08-16,6.0,6.0,2023-08-01 - 2023-09-04,2023-09-03,7.5,7.5,6.7,6.3,4000.0,4320.0,4320.0,2945.0
PCHI07,PORK CHITTELING SPAIN-AVINYO 10KG/CTNS,0.0,0.13,0.9,2023-08-01 - 2023-09-04,2023-08-05,5.8,5.8,2023-08-01 - 2023-09-04,2023-08-13,6.8,9.5,6.7,6.3,2880.0,3780.0,3780.0,2406.0
PCHI08,PORK COOKED LARGE INTESTINE BRAZIL-FRIMESA 4X4KG/CTNS,4548.0,0.54,4.02,2023-08-01 - 2023-09-04,2023-08-08,3.48,3.48,2023-08-01 - 2023-09-04,2023-09-03,7.25,9.5,7.5,6.0,12000.0,15980.0,15980.0,54125.6
PCHO01,PORK CHOP 1.5CM 5kgX4pkt,1846.0,,,,,,,2023-08-01 - 2023-09-04,2023-09-02,6.24,6.5,6.0,5.0,,3632.0,3632.0,0.0
PCHO02,PORK CHOP 8MM  5kgX2pkt,0.0,,,,,,,2023-08-01 - 2023-09-04,2023-08-30,6.3,6.3,6.3,6.3,,116.0,116.0,0.0
PCHO04,PORK CHOP 6MM,0.0,,,,,,,2023-06-01 - 2023-09-04,2023-07-19,6.3,6.3,5.7,5.7,,32.2,32.2,0.0
PCHO05,PORK CHOP (KURO) 250gmX20pkt,30.0,0.29,1.0,2023-08-01 - 2023-09-04,2023-08-08,2.5,2.5,2023-08-01 - 2023-09-04,2023-08-13,3.5,3.5,3.5,3.5,60.0,370.0,370.0,580.0
PCHO05-02,HOUSE BRAND:PORK CHOP (LOIN BONELESS) (UF) 500GMX20PKT,0.0,,,,,,,2023-08-01 - 2023-09-04,2023-08-28,4.91,4.91,4.0,3.5,,674.0,674.0,0.0
PCHO07,PORK CHOP 1CM 5kg/pkt,30.0,,,,,,,2023-08-01 - 2023-09-04,2023-09-03,5.8,6.3,6.3,4.71,,2040.0,2040.0,0.0
PCOL02,PORK COLLAR (SULINA-3975) 12kg/ctn,38821.0,0.15,0.7,2023-06-01 - 2023-09-04,2023-06-28,4.1,3.77,2023-08-01 - 2023-09-04,2023-09-03,5.15,6.8,5.0,4.3,35640.0,12941.0,12941.0,36572.38
PCOL03-02,PORK COLLAR (FRIMESA) 20kg/ctn,10990.2,0.27,1.41,2023-06-01 - 2023-09-04,2023-07-28,3.79,3.79,2023-08-01 - 2023-09-04,2023-08-25,4.2,5.1,5.1,4.2,27000.0,16035.1,16035.1,18996.67
PCOL04,PORK COLLAR SEARA,0.0,0.25,1.3,2023-06-01 - 2023-09-04,2023-06-15,3.9,3.9,2023-06-01 - 2023-09-04,2023-06-16,5.2,5.2,5.2,5.2,392.83,39.6,39.6,51.48
PCOL09,PORK COLLAR (AURORA) 10KG/CTNS,0.0,,,,,,,2023-06-01 - 2023-09-04,2023-06-09,5.5,5.5,5.5,5.5,,70.0,70.0,0.0
PCOL10-01,PORK COLLAR IBERICO (FRISELVA-SPAIN),696.04,0.0,0.0,2023-08-01 - 2023-09-04,2023-08-30,23.0,22.0,2023-08-01 - 2023-09-04,2023-09-02,25.5,26.0,23.5,22.5,848.1,1751.63,1751.63,1213.6
PCOL10-02,PORK COLLAR CS IBERICO STEAK CUT 20PK/CTN,0.0,,,,,,,2023-08-01 - 2023-09-04,2023-08-22,8.8,15.56,8.8,8.8,,210.0,210.0,0.0
PCOL10-03,PORK COLLAR CS IBERICO STEAK CUT 20PK/CTN,0.0,,,,,,,2023-06-01 - 2023-09-04,2023-07-24,15.56,15.56,15.56,14.94,,14.0,14.0,0.0
PCOL10-06,IBERICO PORK COLLAR SHABU SHABU 2MM 300GM/PKT,0.0,0.2,2.07,2023-06-01 - 2023-09-04,2023-06-22,8.3,8.3,2023-08-01 - 2023-09-04,2023-08-29,11.94,11.94,8.5,8.5,20.0,155.0,155.0,1323.45
PCOL10-11,PORK COLLAR IBERICO - MINI (MAGUISA-SPAIN),9.37,0.12,2.8,2023-08-01 - 2023-09-04,2023-08-16,20.0,20.0,2023-08-01 - 2023-09-04,2023-09-02,22.72,24.0,22.8,22.0,894.83,2698.19,2698.19,7758.04
PCOR01,PORK COLLAR SHABU SHABU (UF) 400GM/PKT,0.0,,,,,,,2023-08-01 - 2023-09-04,2023-08-19,6.02,6.02,6.02,6.02,,11.0,11.0,0.0
PCOS01,HOUSE BRAND:PORK COLLAR SHABU SHABU (UF) 400GMX10PKT,4.0,,,,,,,2023-08-01 - 2023-09-04,2023-09-03,5.8,6.5,6.2,3.4,,4155.0,4155.0,0.0
PCOS02,"PORK COLLAR 2.5"" x 4mm",122.0,,,,,,,2023-06-01 - 2023-09-04,2023-06-15,5.5,5.5,5.5,5.5,,76.0,76.0,0.0
PCOS03-02,PORK COLLAR SHABU SHABU 1KG/PKT,48.0,,,,,,,2023-08-01 - 2023-09-04,2023-08-17,6.0,6.0,6.0,6.0,,6.0,6.0,0.0
PCOS04,PORK COLLAR CUT 100-120GM,0.0,,,,,,,2023-06-01 - 2023-09-04,2023-07-16,4.6,5.0,4.6,4.6,,8923.2,8923.2,0.0
PCOS04-01,PORK COLLAR SLICED 1CM,70.0,,,,,,,2023-08-01 - 2023-09-04,2023-08-12,4.8,4.8,4.8,4.8,,120.0,120.0,0.0
PCOS04-02,PORK COLLAR CUT PCS,12.0,,,,,,,2023-08-01 - 2023-09-04,2023-09-03,5.4,5.7,5.4,5.3,,9130.0,9130.0,0.0
PCOS04-04,PORK COLLAR SLICED 2-3mm 2kg/pkt,66.3,,,,,,,2023-08-01 - 2023-09-04,2023-09-03,5.74,6.8,5.8,4.9,,5520.0,5520.0,0.0
PCOS04-06,PORK COLLAR 6mm,172.0,,,,,,,2023-08-01 - 2023-09-04,2023-09-03,6.8,6.8,6.8,5.5,,390.0,390.0,0.0
PCOS04-07,PORK COLLAR SLICED 1.3CM (1KG/PKT),5.0,,,,,,,2023-08-01 - 2023-09-04,2023-08-29,9.17,9.17,4.5,4.5,,254.0,254.0,0.0
PCOS04-078,PORK COLLAR SLICED 1.2CM (5KG/PKT),0.0,,,,,,,2023-08-01 - 2023-09-04,2023-08-29,5.5,6.5,6.3,5.5,,2505.0,2505.0,0.0
PCOS05,PORK COLLAR SLICED 1.5CM,0.0,,,,,,,2023-08-01 - 2023-09-04,2023-08-29,6.0,6.0,6.0,6.0,,93.0,93.0,0.0
PCOS06,PORK COLLAR SLICED 5mm 2KGX8PKT/CTNS,137.0,,,,,,,2023-08-01 - 2023-09-04,2023-09-03,5.8,5.8,5.8,5.8,,936.0,936.0,0.0
PCUB02,PORK CUBE 2KGX6PKT/CTNS,1930.0,,,,,,,2023-08-01 - 2023-09-04,2023-09-03,5.33,5.6,5.0,4.15,,12200.0,12200.0,0.0
PCUB04,PORK SWEET & SOUR VALUE PACK (KURO) 500GM X 20PKT,60.0,0.23,1.2,2023-08-01 - 2023-09-04,2023-08-14,4.0,4.0,2023-08-01 - 2023-09-04,2023-08-17,5.2,5.2,5.2,5.2,120.0,800.0,800.0,1152.0
PCUB05,HOUSE BRAND:PORK SWEET AND SOUR (UF) 500GMX10PKT,0.0,,,,,,,2023-08-01 - 2023-09-04,2023-08-28,4.78,5.19,3.0,3.0,,208.0,208.0,0.0
PEAR02,PORK EARFLAPS (FRESH FROZEN),0.0,0.23,1.2,2023-06-01 - 2023-09-04,2023-06-21,4.0,4.0,2023-08-01 - 2023-09-04,2023-08-15,6.3,6.3,6.3,6.3,219.3,30.0,30.0,5751.71
PEAR03,PORK EARFLAPS 15KG/CTNS,401.7,0.45,2.9,2023-08-01 - 2023-09-04,2023-08-26,4.5,2.71,2023-08-01 - 2023-09-04,2023-09-03,6.55,7.5,6.5,5.3,6345.0,9584.4,9584.4,27279.11
PEAR04,PORK EARFLAPS (MACOBA) 10KG/CTNS,0.0,,,,,,,2023-06-01 - 2023-09-04,2023-06-16,7.5,7.5,7.5,7.5,,29.0,29.0,0.0
PFAT01,PORK FAT 2KG/PKT,175.0,,,,,,,2023-08-01 - 2023-09-04,2023-09-03,4.0,4.0,3.8,3.1,,432.0,432.0,0.0
PFAT01-02,PORK BELLY FATS 25kg/ctn (PCS PROCESSING),230.93,0.28,1.15,2023-08-01 - 2023-09-04,2023-08-16,3.0,3.0,2023-08-01 - 2023-09-04,2023-08-29,4.0,4.5,4.3,4.0,296.0,171.85,171.85,798.5
PFAT02,PORK CUTTING FAT (121 HOLLAND),0.0,,,,,,,2023-06-01 - 2023-09-04,2023-06-27,2.7,3.2,2.7,2.6,,12909.21,12909.21,0.0
PFAT02-01,PORK CUTTING FAT (CONESTOGA),0.0,0.16,0.5,2023-06-01 - 2023-09-04,2023-06-16,2.7,2.7,2023-06-01 - 2023-09-04,2023-06-27,3.4,3.6,3.2,2.8,1655.72,2677.39,2677.39,1147.94
PFAT03,PORK CUTTING FAT (LITERA MEAT-SPAIN) 20KG/CTNS,0.0,0.29,1.15,2023-06-01 - 2023-09-04,2023-07-20,2.85,2.85,2023-06-01 - 2023-09-04,2023-07-26,4.0,4.0,4.0,3.2,3000.0,1214.21,1214.21,936.97
PFAT03-02,PORK FAT CUT EXTRA SMALL CUBE 2kg/pkt,0.0,,,,,,,2023-06-01 - 2023-09-04,2023-07-26,3.0,3.0,3.0,3.0,,45752.0,45752.0,0.0
PFAT04,PORK BACK FAT DUBRETON 20KG/CTNS,40.0,0.06,0.25,2023-06-01 - 2023-09-04,2023-07-18,3.8,3.7,2023-06-01 - 2023-09-04,2023-07-22,4.0,4.0,4.0,4.0,400.0,320.0,320.0,80.0
PFAT08,PORK BACK FAT (GOODVALLEY) 10KG/CTNS,0.0,,,,,,,2023-06-01 - 2023-09-04,2023-06-23,3.2,3.2,3.2,3.2,,60.0,60.0,0.0
PFAT09,PORK CUTTING FAT (VAN ROOI MEAT ),0.0,0.21,0.75,2023-06-01 - 2023-09-04,2023-07-14,2.85,2.85,2023-06-01 - 2023-09-04,2023-07-20,3.2,3.6,3.6,3.2,6696.33,3779.15,3779.15,1975.91
PFAT10,PORK CUTTING FAT DANEPORK-DANISH,0.0,,,,,,,2023-06-01 - 2023-09-04,2023-06-18,3.6,3.6,3.6,3.6,,2509.28,2509.28,0.0
PFAT11,PORK CUTTING FAT (BONEREA),0.0,0.22,0.8,2023-06-01 - 2023-09-04,2023-07-04,2.8,2.7,2023-06-01 - 2023-09-04,2023-07-07,3.35,3.6,3.6,2.9,9000.0,7094.88,7094.88,3131.25
PFAT12,PORK CUTTING FAT (TICAN) 20KG/CTNS,0.0,0.43,1.73,2023-06-01 - 2023-09-04,2023-07-20,2.27,2.27,2023-08-01 - 2023-09-04,2023-08-22,3.2,4.0,4.0,2.9,14000.0,7867.96,7867.96,10244.97
PFAT13,PORK CUTTING FAT (SB PORK),18582.71,0.45,1.8,2023-08-01 - 2023-09-04,2023-08-15,2.2,2.2,2023-08-01 - 2023-09-04,2023-09-03,4.0,4.0,4.0,3.2,25970.55,4809.39,4809.39,6285.27
PFEE01,PORK- FLAVOUR MAOTA PORK HOCK,0.0,0.14,1.25,2023-06-01 - 2023-09-04,2023-07-08,7.5,7.5,2023-06-01 - 2023-09-04,2023-07-12,9.0,9.0,9.0,9.0,40.0,40.0,40.0,50.0
PFEE01-01,PORK- PIG TROTTER CUT 8 - HIND,0.0,,,,,,,2023-06-01 - 2023-09-04,2023-06-24,2.8,2.8,2.8,2.6,,240.0,240.0,0.0
PFEE01-02,PORK- PORK HIND FEET (FRIMESA) 20KG/CTNS,0.0,,,,,,,2023-06-01 - 2023-09-04,2023-07-15,2.6,3.5,2.6,1.5,,4247.7,4247.7,0.0
PFEE01-03,PORK- PIG TROTTER CUT 2 - HIND,0.0,,,,,,,2023-06-01 - 2023-09-04,2023-06-23,2.6,2.6,2.6,2.5,,190.0,190.0,0.0
PFEE01-04,PORK- PIG TROTTER CUT 6 - HIND,0.0,,,,,,,2023-06-01 - 2023-09-04,2023-06-30,2.6,3.0,2.6,2.4,,2922.0,2922.0,0.0
PFEE01-05,PORK- PORK FRONT TROTTER (EXCELENCIA-BRAZIL) 20KG/CTNS,0.0,,,,,,,2023-08-01 - 2023-09-04,2023-08-24,2.9,3.3,2.9,2.5,,3435.0,3435.0,0.0
PFEE01-06,PORK- PIG TROTTER CUT 6 - FRONT,0.0,,,,,,,2023-06-01 - 2023-09-04,2023-06-27,2.76,3.0,2.8,2.4,,1732.0,1732.0,0.0
PFEE01-07,PORK- PIG TROTTER CUT 4 - FRONT,0.0,,,,,,,2023-06-01 - 2023-09-04,2023-06-27,2.9,2.9,2.9,2.5,,220.0,220.0,0.0
PFEE02,PORK- PIG TROTTER CUT 2 - FRONT,0.0,,,,,,,2023-06-01 - 2023-09-04,2023-06-27,3.11,3.3,3.2,2.5,,343.4,343.4,0.0
PFEE03,PORK- PIG TROTTER CUBE 5kgX2pkt,10.0,,,,,,,2023-06-01 - 2023-09-04,2023-07-29,2.5,3.0,2.5,2.5,,2695.0,2695.0,0.0
PFEE06,PORK- PORK FRONT FEET 10kg/ctn (BOSELER),90.4,,,,,,,2023-08-01 - 2023-09-04,2023-09-03,3.0,3.2,3.0,3.0,,135.0,135.0,0.0
PFEE07,"PORK- PORK FRONT FEET,TOES ON (FRIMESA)",100999.67,0.36,0.93,2023-08-01 - 2023-09-04,2023-08-15,1.67,1.67,2023-08-01 - 2023-09-04,2023-09-03,2.58,3.5,2.8,2.0,64000.0,27127.3,27127.3,75163.82
PFER02,PORK HUMERUS BONES UK-CRANSWICK 10KG/CTNS,0.0,,,,,,,2023-06-01 - 2023-09-04,2023-07-27,1.6,2.2,1.5,1.25,,43379.0,43379.0,0.0
PFER03,PORK BONE CUT 5kgX2pkt,754.0,,,,,,,2023-08-01 - 2023-09-04,2023-09-03,1.98,2.5,2.0,1.5,,16945.0,16945.0,0.0
PFER04,PORK HUMERUS BONES GOODVALLEY-POLLAND 10KG/CTNS,2515.0,0.19,0.27,2023-06-01 - 2023-09-04,2023-06-20,1.13,1.13,2023-08-01 - 2023-09-04,2023-09-03,1.74,2.2,1.6,1.3,27190.0,29980.0,29980.0,10444.85
PFLO01,HOUSE BRAND:PORK FLOSS (UF) 500GMX20PKT,0.0,,,,,,,2023-08-01 - 2023-09-04,2023-08-15,5.23,5.23,5.23,5.21,,93.0,93.0,0.0
PFLO02,PORK FLOSS 6mm 2kgX5pkt,678.0,,,,,,,2023-08-01 - 2023-09-04,2023-09-03,5.37,5.8,5.3,4.4,,20518.0,20518.0,0.0
PHCU01,PORK HOCK CUBE A 5KGX2PKT/CTNS,13118.0,,,,,,,2023-08-01 - 2023-09-04,2023-09-03,3.58,4.0,3.2,2.6,,42050.0,42050.0,0.0
PHCU02,PORK HOCK CUBE AA 5Kg/Pkt,1280.0,,,,,,,2023-08-01 - 2023-09-04,2023-08-31,3.9,3.9,3.9,3.9,,160.0,160.0,0.0
PHCU04,PORK HOCK CUBE 1.5' x 1.5' 5KG/PKT,0.0,,,,,,,2023-08-01 - 2023-09-04,2023-08-30,3.6,3.6,3.6,3.6,,240.0,240.0,0.0
PHEA03,PORK HEARTS (SCAN),375.0,0.14,0.5,2023-06-01 - 2023-09-04,2023-07-20,2.8,2.7,2023-08-01 - 2023-09-04,2023-09-03,3.5,3.6,3.5,3.0,1240.5,2820.0,2820.0,1799.73
PHEA04,PORK HEARTS (BERNARD) 10kg/ctn,0.0,,,,,,,2023-06-01 - 2023-09-04,2023-06-17,3.0,3.5,3.3,3.0,,780.0,780.0,0.0
PHES02,PORK- PIG MASK WITH MEAT - BIG (TL / JMS) 5PCS/CTNS,9.0,,,,,,,2023-06-01 - 2023-09-04,2023-06-17,5.0,5.0,5.0,5.0,,10.0,10.0,0.0
PHES06,PORK- PORK WHOLE HEAD,5.0,0.18,2.0,2023-06-01 - 2023-09-04,2023-07-26,9.0,9.0,2023-06-01 - 2023-09-04,2023-07-25,11.0,11.0,11.0,11.0,5.0,5.0,5.0,10.0
PHOC01,PORK HOCK (FARMLAND & SMITHFIELD-USA) 20kg/ctn,23080.0,0.3,1.26,2023-08-01 - 2023-09-04,2023-08-21,2.94,2.94,2023-06-01 - 2023-09-04,2023-07-16,4.2,5.5,4.2,0.01,23720.0,19190.18,19190.18,9798.5
PHOC02,PORK HOCK (PILGRIM),0.0,0.11,0.4,2023-06-01 - 2023-09-04,2023-06-01,3.4,3.4,2023-06-01 - 2023-09-04,2023-06-09,4.14,4.2,3.8,3.7,1521.67,822.31,822.31,347.06
PHOC05,PORK FRONT HOCK OLYMEL-CANADA 15KG/CTNS,15904.48,0.24,0.96,2023-08-01 - 2023-09-04,2023-08-15,3.03,3.03,2023-08-01 - 2023-09-04,2023-09-02,3.7,4.2,4.0,3.3,53970.0,32263.92,32263.92,18461.95
PHOC05-01,PORK HOCK (SULINA) 20kg/ctn,23176.06,0.09,0.35,2023-08-01 - 2023-09-04,2023-08-14,3.01,2.42,2023-08-01 - 2023-09-04,2023-09-03,3.97,4.3,4.0,3.4,29680.0,14491.2,14491.2,7292.93
PHOC05-04,PORK FRONT HOCK(BOSELER-GERMANY) 10kg/ctn,0.0,0.12,0.55,2023-06-01 - 2023-09-04,2023-07-06,4.0,4.0,2023-08-01 - 2023-09-04,2023-08-05,4.3,4.6,4.4,4.3,15340.0,4510.0,4510.0,5577.0
PHOC05-11,PORK HIND HOCK (BEC),0.0,0.13,0.5,2023-08-01 - 2023-09-04,2023-08-01,3.5,3.5,2023-08-01 - 2023-09-04,2023-08-06,4.0,5.5,4.0,3.7,1584.04,889.13,889.13,545.17
PHOC06,PORK HOCK C2 (15-16pcs) 13.61KG/CTNS,21.0,,,,,,,2023-08-01 - 2023-09-04,2023-08-30,51.72,51.72,51.72,51.72,,37.0,37.0,0.0
PHOC07,PORK HOCK C2 10KG/CTNS,725.23,,,,,,,2023-08-01 - 2023-09-04,2023-09-02,4.3,4.8,4.8,4.3,,220.0,220.0,0.0
PHOC09,PORK HOCK C4 3X5KG/CTNS,865.0,,,,,,,2023-08-01 - 2023-09-04,2023-09-03,4.89,5.0,4.8,3.9,,10655.0,10655.0,0.0
PHOC10,PORK HOCK S2 250gm 2X5KG/CTNS,601.0,,,,,,,2023-08-01 - 2023-09-04,2023-08-31,4.8,4.8,4.8,4.8,,465.0,465.0,0.0
PHOC11,PORK HOCK S2 450-500gm 2X5KG/CTNS,1045.0,,,,,,,2023-08-01 - 2023-09-04,2023-09-03,4.0,4.8,4.8,4.0,,1445.0,1445.0,0.0
PHOC12,PORK HOCK S2 350-400gm 5KGX2PKT/CTNS,2518.0,,,,,,,2023-08-01 - 2023-09-04,2023-09-03,4.12,4.8,4.5,4.0,,22305.0,22305.0,0.0
PHOC14,PORK HOCK S2 800gm 20pcs 15KG/CTNS,285.0,,,,,,,2023-08-01 - 2023-09-04,2023-09-01,4.6,4.8,4.6,3.9,,1830.0,1830.0,0.0
PJOW08,PORK JOWL UGGLARPS,0.0,0.15,0.8,2023-06-01 - 2023-09-04,2023-06-17,4.7,4.7,2023-06-01 - 2023-09-04,2023-06-17,5.5,5.5,5.5,5.5,21.88,21.88,21.88,17.5
PJOW10,PORK JOWL BOSELER 5KG/CTN,116.39,0.15,2.0,2023-08-01 - 2023-09-04,2023-09-04,11.5,11.5,2023-08-01 - 2023-09-04,2023-09-03,14.5,15.5,14.5,12.0,850.0,2660.0,2660.0,18683.0
PKID01,PORK KIDNEY 10KG/CTNS (SCAN-SW),534.5,0.37,1.1,2023-08-01 - 2023-09-04,2023-08-21,1.9,1.9,2023-08-01 - 2023-09-04,2023-09-03,2.65,3.3,3.0,2.3,900.0,6350.0,6350.0,12606.45
PLEG01,PORK LEG (FRIMESA 90CL-SA) 25kg/ctn,0.0,0.05,0.2,2023-08-01 - 2023-09-04,2023-08-12,3.5,3.5,2023-08-01 - 2023-09-04,2023-08-12,3.7,3.7,3.7,3.7,1000.0,1000.0,1000.0,200.0
PLEG03,PORK LEG (ALEGRA-SA),373.77,0.22,1.07,2023-06-01 - 2023-09-04,2023-06-28,3.73,3.73,2023-08-01 - 2023-09-04,2023-08-31,4.5,5.0,4.8,4.0,27995.0,1009.58,1009.58,2281.27
PLEG05-03,PORK LEG (SULINA) 18kg/ctns,60287.0,0.24,1.15,2023-08-01 - 2023-09-04,2023-08-28,3.55,3.48,2023-08-01 - 2023-09-04,2023-08-26,3.6,3.6,3.6,3.6,58932.0,25632.0,25632.0,2312.71
PLEG09-02,PORK LEG CUT 1.5INCH  X 1.5INCH,0.0,,,,,,,2023-08-01 - 2023-09-04,2023-08-30,5.3,5.3,5.3,5.3,,600.0,600.0,0.0
PLEG12,PORK LEG AURORA 18KG/CTNS,0.0,0.12,0.43,2023-08-01 - 2023-09-04,2023-08-15,3.27,3.27,2023-08-01 - 2023-09-04,2023-08-15,3.7,3.7,3.7,3.7,9720.0,9720.0,9720.0,4179.6
PLEM02,PORK LEG MUSCLE 500gm X 20pkt,50.0,0.16,1.5,2023-08-01 - 2023-09-04,2023-08-18,8.0,8.0,2023-08-01 - 2023-09-04,2023-09-02,9.5,10.0,9.5,8.5,80.0,240.0,240.0,674.5
PLES06,PORK LEAN (KURO) 500gmX20pkt,77.0,0.43,2.66,2023-08-01 - 2023-09-04,2023-08-16,3.5,3.5,2023-08-01 - 2023-09-04,2023-08-29,6.39,6.39,6.16,4.11,60.0,115.0,115.0,301.25
PLES09,PORK LEG CUT EXTRA SMALL CUBE (SIEW MAI) 2kg/pkt,0.0,,,,,,,2023-06-01 - 2023-09-04,2023-07-22,4.2,4.2,4.2,4.2,,43488.0,43488.0,0.0
PLES09-01,PORK LEG CUT EXTRA SMALL CUBE (DA BAO) 2kg/pkt,0.0,,,,,,,2023-08-01 - 2023-09-04,2023-09-01,6.3,6.3,6.3,6.3,,144.0,144.0,0.0
PLIV02,PORK LIVER SLICED 2kgX5pkt,1382.0,,,,,,,2023-08-01 - 2023-09-04,2023-09-03,3.4,4.0,3.5,2.8,,20856.0,20856.0,0.0
PLIV03,PORK LIVER (HK SCAN) 10kg/ctn,14720.0,0.35,1.05,2023-06-01 - 2023-09-04,2023-06-09,1.95,1.95,2023-08-01 - 2023-09-04,2023-09-03,3.0,3.3,3.0,2.5,26000.0,5660.0,5660.0,10582.5
PLIV05,HEART PROTECTING MEAT (LIVER),0.0,0.22,1.45,2023-06-01 - 2023-09-04,2023-07-14,5.0,5.0,2023-06-01 - 2023-09-04,2023-07-15,5.9,7.0,6.45,5.9,15.0,15.0,15.0,19.0
PLOB05,PORK LOIN BONE IN (SULINA) 18kg/ctn,0.0,0.04,0.15,2023-06-01 - 2023-09-04,2023-06-19,3.35,3.35,2023-06-01 - 2023-09-04,2023-06-19,3.5,3.5,3.5,3.5,720.0,1440.0,1440.0,216.0
PLOB08,PORK LOIN BONE IN (FRIMESA) 25kg/ctn,2430.0,,,,,,,2023-08-01 - 2023-09-04,2023-08-22,3.6,3.6,3.6,3.6,,875.0,875.0,0.0
PLOI01,PORK LOIN (FRIMESA) 25KG/CTNS,0.0,,,,,,,2023-06-01 - 2023-09-04,2023-06-02,5.42,5.7,5.3,5.2,,308.6,308.6,0.0
PLOI02,PORK LOIN (AURORA-SA) 10kg/ctn,0.0,0.1,0.47,2023-06-01 - 2023-09-04,2023-06-22,4.03,4.03,2023-08-01 - 2023-09-04,2023-08-04,4.9,4.9,4.9,4.45,26590.0,20238.0,20238.0,12395.06
PLOI04,PORK LOIN (SULINA-SA) 18kg/ctn,25576.81,0.13,0.65,2023-08-01 - 2023-09-04,2023-08-31,4.3,4.0,2023-08-01 - 2023-09-04,2023-09-03,5.42,6.5,5.3,4.4,39024.0,17846.09,17846.09,38422.38
PLOI08-01,PORK LOIN SLICED 4mm 10X2KG/CTNS,0.0,,,,,,,2023-08-01 - 2023-09-04,2023-09-01,6.2,6.2,6.0,5.4,,5112.0,5112.0,0.0
PLOI08-04,PORK LOIN SLICED 4 inch x 0.5' X 3.5mm,166.0,,,,,,,2023-06-01 - 2023-09-04,2023-07-25,4.7,4.7,4.7,4.7,,9276.0,9276.0,0.0
PLOI10,PORK LOIN MINCED / TRIMMING,274.0,0.25,1.0,2023-06-01 - 2023-09-04,2023-06-22,3.0,3.0,2023-08-01 - 2023-09-04,2023-08-14,4.0,4.0,4.0,3.5,680.0,470.0,470.0,1097.5
PLOR01-02,PORK LOIN RIB (FRIMESA) 10kg/ctn,60.47,,,,,,,2023-08-01 - 2023-09-04,2023-09-03,7.73,9.0,7.5,7.3,,1530.82,1530.82,0.0
PLOR01-04,PORK BACK RIB (SULINA) 18KG,130.38,,,,,,,2023-08-01 - 2023-09-04,2023-09-01,7.5,9.0,7.5,7.4,,1334.0,1334.0,0.0
PLOR01-06,PORK LOIN RIB (SEARA) 10KG,44.76,0.19,1.3,2023-06-01 - 2023-09-04,2023-07-22,5.5,5.5,2023-08-01 - 2023-09-04,2023-08-05,6.2,7.4,7.0,6.0,1860.0,254.4,254.4,12983.2
PLOR03,PORK BABY BACK RIBS MARINATED - HONEY 1PCS/PKT,137.0,0.29,2.99,2023-08-01 - 2023-09-04,2023-08-11,7.2,7.2,2023-08-01 - 2023-09-04,2023-08-29,11.57,14.72,10.93,7.4,161.0,604.0,604.0,21777.37
PM-01,PORK- MINCED PORK 6X2KG/CTNS,1906.0,,,,,,,2023-08-01 - 2023-09-04,2023-09-03,4.07,5.0,4.0,3.6,,13520.0,13520.0,0.0
PM-02,PORK- MINCED PORK A 6X2KG/CTNS,0.0,,,,,,,2023-08-01 - 2023-09-04,2023-09-02,4.3,5.79,4.5,3.7,,36750.0,36750.0,0.0
