pdt_code,pdt_name,current_inv,profit_margin,profit_per_qty,purchases_data_date_range,latest_purchases_date,latest_purchases_price,purchases_min_price,sales_data_date_range,latest_sales_date,latest_sales_price,sales_max_price,sales_avg_price,sales_min_price,total_purchases_qty,total_sales_qty,avg_sales_qty_per_month,total_profit
BER002,BEEF EYEROUND CHILLED NZ-SLIVERFIRM,0.0,0.07,1.0,2021-09-01 - 2023-09-15,2022-10-13,13.5,13.5,2021-09-01 - 2023-09-15,2022-10-14,14.5,14.5,14.5,14.5,598.76,603.98,100.66,603.98
BFC001,BEEF FATS 25KG/CTNS (OAKEY-AUST),140.23,-0.03,-0.1,2023-03-01 - 2023-09-15,2023-09-02,4.0,4.0,2023-03-01 - 2023-09-15,2023-09-14,4.5,5.9,5.0,3.6,1050.0,8589.72,1431.62,-16383.32
BFC003,BEEF FLOSS 2KG/PKT,0.0,0.07,0.6,,,,,2023-03-01 - 2023-09-15,2023-04-10,8.8,9.2,8.8,8.8,,264.0,44.0,3650.8
BFC004,BEEF FATS (BEAUVALLET-BRAZIL),0.0,0.15,0.6,2023-03-01 - 2023-09-15,2023-08-03,3.3,3.3,2023-03-01 - 2023-09-15,2023-08-03,3.5,3.9,3.9,3.5,6762.71,6904.79,1150.8,1766.09
BFC005,BEEF FATS 27.20KG/CTNS (AMG),221.12,0.19,0.8,2023-03-01 - 2023-09-15,2023-05-29,3.3,3.3,2023-03-01 - 2023-09-15,2023-09-04,4.5,10.0,4.2,3.6,1690.42,5976.73,996.12,40208.73
BFE001,BEEF FEET CUT,0.0,0.67,2.0,,,,,2021-09-01 - 2023-09-15,2022-03-23,3.0,3.0,3.0,3.0,,25.0,4.17,50.0
BFK001,BEEF CHEEK (SILVERFERN-FROZEN),0.0,0.02,0.3,2023-03-01 - 2023-09-15,2023-06-05,14.8,14.8,2023-03-01 - 2023-09-15,2023-06-05,15.1,15.1,15.1,15.1,1679.86,1679.86,279.98,503.96
BFL001,BEEF LIPS / PAPPILAE HARVEY 15KG/CTNS,0.0,0.27,1.5,2023-03-01 - 2023-09-15,2023-05-15,4.0,4.0,2023-03-01 - 2023-09-15,2023-05-15,6.0,6.0,6.0,6.0,45.0,45.0,7.5,2422.65
BFQ001,BEEF FOREQUARTER B/LESS (QUALITY BEEF-BRAZIL),0.0,0.18,1.35,2021-09-01 - 2023-09-15,2022-09-09,6.8,4.93,2023-03-01 - 2023-09-15,2023-04-24,7.5,7.5,7.5,7.5,22014.9,433.27,72.21,29560.65
BFQ002,BEEF FOREQUARTER B/LESS (MINERVA-HALAL),7822.41,0.24,1.63,2023-03-01 - 2023-09-15,2023-07-03,5.58,4.76,2023-03-01 - 2023-09-15,2023-08-11,5.75,7.5,6.8,5.6,12021.9,6702.3,1117.05,6643.48
BFT001,BEEF HOCK TENDON (MIVERVA-BRAZIL),0.0,0.42,5.3,2023-03-01 - 2023-09-15,2023-03-10,7.2,7.2,2023-03-01 - 2023-09-15,2023-03-22,13.0,13.5,13.0,9.0,1456.08,4769.27,794.88,325402.64
BFT002,BEEF TENDON (FRIBOI-BRAZIL),0.0,0.06,0.4,2023-03-01 - 2023-09-15,2023-07-21,6.0,6.0,2023-03-01 - 2023-09-15,2023-07-20,6.4,6.4,6.4,6.4,135.01,136.69,22.78,54.68
BFT003,BEEF HOCK TENDON MULTI  CUT 4,77.36,0.32,4.2,2023-03-01 - 2023-09-15,2023-06-22,8.0,8.0,2023-03-01 - 2023-09-15,2023-08-01,13.0,13.0,13.0,11.0,1530.78,3305.21,550.87,13651.62
BFT004,BEEF FLEXOR TENDON HIND (QUALITY BEEF-BRAZIL),0.0,0.37,4.8,2023-03-01 - 2023-09-15,2023-03-30,8.2,8.2,2023-03-01 - 2023-09-15,2023-04-19,13.0,13.5,13.0,9.5,883.58,2613.32,435.55,483116.6
BFT005,BEEF HOCK TENDON (BEAUVALLET/FRIBOI-BRAZIL),701.3,0.25,2.5,2023-03-01 - 2023-09-15,2023-08-15,6.7,6.0,2023-03-01 - 2023-09-15,2023-09-13,13.0,20.0,10.0,6.2,9466.74,30500.38,5083.4,134517.75
BFT006,BEEF PADDY WACK (QUALITY BEEF),60.43,0.29,1.2,2023-03-01 - 2023-09-15,2023-09-06,2.9,2.9,2023-03-01 - 2023-09-15,2023-09-13,4.8,7.3,4.2,3.8,953.18,3251.83,541.97,6650.93
BFT006-02,BEEF PADDY WACK/LIGAMENTUM (MINERVA),0.0,0.35,2.11,2021-09-01 - 2023-09-15,2023-01-16,3.2,2.0,2023-03-01 - 2023-09-15,2023-09-05,4.2,6.0,4.8,4.2,2932.48,578.93,96.49,18057.04
BGC001,BEEF- BEEF GOLDEN COIN MUSCLE (MINERVA-BRAZIL),4289.31,0.07,1.0,2021-09-01 - 2023-09-15,2022-07-21,12.59,12.48,2023-03-01 - 2023-09-15,2023-09-14,15.0,18.0,13.0,12.5,33838.38,8146.78,1357.8,106872.27
BGC002,BEEF- BEEF GOLDEN COIN MUSCLE (QUALITY BEEF-BRAZIL),1814.21,0.06,0.85,2021-09-01 - 2023-09-15,2022-09-09,13.5,13.5,2023-03-01 - 2023-09-15,2023-09-13,16.5,16.5,16.5,13.8,2013.89,289.0,48.17,5251.33
BGC003,BEEF- BEEF GOLDEN COIN MUSCLE (SWIFT-USA),0.0,0.11,1.8,2021-09-01 - 2023-09-15,2021-12-09,14.0,13.6,2021-09-01 - 2023-09-15,2022-04-06,15.0,17.0,15.8,15.0,2886.6,39032.24,6505.37,70109.71
BKN001-01,BEEF KNUCKLE (MINERVA-BRAZIL),0.0,0.09,0.8,2023-03-01 - 2023-09-15,2023-08-15,7.2,6.9,2023-03-01 - 2023-09-15,2023-08-16,9.08,9.8,8.8,7.3,61672.2,72717.26,12119.54,49778.32
BKN001-02,BEEF KNUCKLE CROSS CUT (CUT 4),39.45,0.14,1.28,2023-03-01 - 2023-09-15,2023-06-20,6.9,6.9,2023-03-01 - 2023-09-15,2023-07-04,9.5,9.5,8.8,8.2,7720.6,32146.07,5357.68,386458.34
BKN001-03,BEEF KNUCKLE CUT 2,0.0,0.09,0.9,2021-09-01 - 2023-09-15,2022-06-30,9.0,9.0,2023-03-01 - 2023-09-15,2023-06-23,8.8,8.8,8.8,8.8,272.47,32.2,5.37,560.76
BKN001-04,BEEF KNUCKLE (GJ-BRAZIL) 5-6pcs,76.37,0.31,3.08,2023-03-01 - 2023-09-15,2023-08-27,6.75,6.75,2023-03-01 - 2023-09-15,2023-08-26,6.9,7.2,6.9,6.9,5241.66,2769.46,461.58,1163.01
BKN001-05,BEEF KNUCKLE (FRIBOI-SA),450.16,0.22,1.9,2023-03-01 - 2023-09-15,2023-09-14,7.1,6.0,2023-03-01 - 2023-09-15,2023-09-14,8.91,9.5,8.8,6.3,13565.47,14812.28,2468.71,18277.45
BKN002,BEEF CUBE 5KGX2PKT/CTNS,0.0,0.0,0.0,2023-03-01 - 2023-09-15,2023-06-28,7.5,7.5,2023-03-01 - 2023-09-15,2023-06-28,8.5,8.5,7.0,7.0,100.0,115.0,19.17,417.5
BKN002-02,BEEF CUBE (FOREQUARTER) 2' X 2' 20KG/CTN,249.8,0.04,0.3,2023-03-01 - 2023-09-15,2023-05-14,7.2,7.2,2023-03-01 - 2023-09-15,2023-09-12,9.0,11.0,7.5,7.0,55.0,4571.1,761.85,13426.74
BKN002-03,BEEF CUBE (FOREQUARTER) 3CM X 3CM 5KG/PKT,0.0,0.21,1.4,,,,,2023-03-01 - 2023-09-15,2023-07-24,6.8,6.8,6.8,6.8,,680.0,113.33,952.0
BKN003,BEEF KNUCKLE CUBE (SADIA) 500GM X20PKT,0.0,0.27,1.8,2021-09-01 - 2023-09-15,2022-11-13,5.88,4.2,2021-09-01 - 2023-09-15,2022-11-14,7.5,7.7,6.6,4.4,11200.0,116822.0,19470.33,182324.4
BKN004,BEEF KNUCKLE CUBE (BUTHER'S RIDGE) 500GMX20PKT,0.0,0.11,0.5,2021-09-01 - 2023-09-15,2022-11-14,5.88,4.0,2021-09-01 - 2023-09-15,2022-11-27,7.5,7.5,4.5,4.5,270.0,270.0,45.0,297.3
BKN005,BEEF KNUCKLE CUBE (BUTHER'S RIDGE) 500GMX20PKT,241.0,0.24,1.7,2023-03-01 - 2023-09-15,2023-09-14,5.3,5.3,2023-03-01 - 2023-09-15,2023-09-13,7.0,9.8,7.0,6.8,3400.0,31230.0,5205.0,87537.5
BLI001,BEEF LIVER,49.98,0.23,0.8,2023-03-01 - 2023-09-15,2023-09-09,2.7,2.7,2023-03-01 - 2023-09-15,2023-09-14,3.5,4.2,3.5,3.3,2324.04,8637.3,1439.55,7838.38
BLO001,BEEF- LEG OF BEEF WITHOUT GOLDEN COIN-MONDELI,124.16,0.14,1.0,2023-03-01 - 2023-09-15,2023-08-10,5.8,5.6,2023-03-01 - 2023-09-15,2023-07-27,6.2,7.0,6.4,6.2,1641.83,2632.73,438.79,1479.44
BLU001,BEEF LUNG,0.0,0.38,1.2,2023-03-01 - 2023-09-15,2023-05-10,1.8,1.8,2023-03-01 - 2023-09-15,2023-08-31,2.3,3.8,2.8,2.1,265.5,759.49,126.58,5254.89
BMB001,BEEF MARROW BONE AMG-AUST,1061.91,0.16,0.4,2023-03-01 - 2023-09-15,2023-08-23,2.1,2.1,2023-03-01 - 2023-09-15,2023-07-19,2.3,3.5,3.0,2.3,11004.23,8662.04,1443.67,4206.11
BMB002,BEEF MARROW BONE CUT 2 INCH,2030.05,0.22,0.6,2023-03-01 - 2023-09-15,2023-08-18,2.3,2.1,2023-03-01 - 2023-09-15,2023-09-14,3.33,4.6,2.4,2.3,14448.37,281909.05,46984.84,570833.39
BMI001,BEEF- MINCED BEEF WAGYU 1kg/pkt,0.0,0.43,6.0,,,,,2021-09-01 - 2023-09-15,2021-12-23,14.0,14.0,14.0,14.0,,28.0,4.67,168.0
BMI002,BEEF- MINCED BEEF 2KGX5PKT/CTNS,1144.0,0.19,1.35,2021-09-01 - 2023-09-15,2023-01-19,7.5,4.5,2023-03-01 - 2023-09-15,2023-09-14,7.7,21.8,7.2,5.3,214.0,8346.0,1391.0,23443.59
BMI003,BEEF- TRIMMING MINCED BEEF,0.0,0.05,0.3,2023-03-01 - 2023-09-15,2023-03-22,6.0,6.0,2023-03-01 - 2023-09-15,2023-03-22,6.3,6.3,6.3,6.3,100.0,2300.0,383.33,568.0
BMI003-02,BEEF- MINCED BEEF 500GM/PKT [HALAL],0.0,0.05,0.2,2021-09-01 - 2023-09-15,2022-04-08,4.5,3.8,2021-09-01 - 2023-09-15,2022-04-08,4.51,4.51,4.0,4.0,90.0,230.0,38.33,81.3
BMI004,BEEF- MINCED BEEF (UF) 300GM/PKT,0.0,0.4,1.4,,,,,2023-03-01 - 2023-09-15,2023-08-14,6.3,6.3,5.8,2.3,,93.0,15.5,1267.36
BMI005,BEEF- MINCED BEEF (SADIA) 300GM X 20PKT,0.0,0.35,1.3,2021-09-01 - 2023-09-15,2022-11-14,2.34,2.2,2021-09-01 - 2023-09-15,2022-11-24,4.58,4.58,3.7,2.7,31600.0,300816.0,50136.0,303923.08
BMI006,BEEF- MINCED BEEF (TUDBOM-SA) 500gmX24pkt,0.0,0.15,0.8,2021-09-01 - 2023-09-15,2022-10-25,4.7,4.7,2021-09-01 - 2023-09-15,2022-10-26,5.5,5.5,5.5,5.5,240.0,240.0,40.0,192.0
BMI007,BEEF- MINCED BEEF (BUTHER'S RIDGE) 20X300gm,461.0,0.25,1.0,2023-03-01 - 2023-09-15,2023-09-14,3.0,3.0,2023-03-01 - 2023-09-15,2023-09-14,4.0,5.97,4.0,3.35,10500.0,80453.0,13408.83,129782.72
BMI008,BEEF- MINCED BEEF 2KG/PKT,0.0,1.0,6.3,,,,,2023-03-01 - 2023-09-15,2023-04-10,6.05,6.3,6.3,5.8,,3124.0,520.67,19181.2
BMM001,BEEF TRIMMING (FRIGON),0.0,0.0,0.0,2023-03-01 - 2023-09-15,2023-04-12,5.3,5.3,2023-03-01 - 2023-09-15,2023-04-12,5.9,5.9,5.9,5.9,3158.4,535.6,89.27,321.36
BMM002,WAGYU BEEF FLAP MEAT (MELTIQUE),0.0,0.17,4.0,2021-09-01 - 2023-09-15,2022-08-26,24.4,19.0,2021-09-01 - 2023-09-15,2022-02-28,23.0,23.0,23.0,23.0,5501.36,64.4,10.73,257.6
BMM003,BEEF MELTIQUE CUBE 2.3CM X 2.3CM (5KG/PKT),30.0,0.1,3.18,2021-09-01 - 2023-09-15,2022-04-05,27.82,27.82,2023-03-01 - 2023-09-15,2023-09-13,31.0,35.0,31.0,31.0,20.0,1072.0,178.67,5046.01
BMM003-02,BEEF MELTIQUE CUBE 500GM/PKT,144.0,0.33,6.5,2021-09-01 - 2023-09-15,2022-04-05,13.0,13.0,2023-03-01 - 2023-09-15,2023-09-14,19.5,34.21,19.5,18.0,18.0,4709.0,784.83,89535.61
BMM003-03,WAGYU MINCED CUBE 500GM/PKT,0.0,0.03,0.5,,,,,2021-09-01 - 2023-09-15,2021-10-02,18.0,18.0,18.0,18.0,,24.0,4.0,12.0
BMM004,BEEF STRIPLOIN (MELTIQUE-AUST),655.55,0.08,2.5,2023-03-01 - 2023-09-15,2023-09-07,29.5,29.5,2023-03-01 - 2023-09-15,2023-09-12,32.0,39.0,32.0,30.0,6978.72,8679.5,1446.58,7339.65
BMS001,BEEF MEAT SLICED 6X2KG/CTNS [HALAL],0.0,0.1,1.0,2021-09-01 - 2023-09-15,2022-11-23,8.8,8.8,2021-09-01 - 2023-09-15,2022-11-23,9.8,9.8,9.8,9.8,2.0,12.0,2.0,12.0
BMS001-02,BEEF MEAT SLICED 500GM/PKT [HALAL],0.0,0.1,0.5,2021-09-01 - 2023-09-15,2022-04-08,5.0,4.5,2021-09-01 - 2023-09-15,2022-04-08,5.01,5.3,5.0,5.0,120.0,360.0,60.0,186.6
BMS0010,BEEF- A5 KAGOSHIMA BEEF SHABU-SHABU 150-160GM/PKT,0.0,0.05,4.39,,,,,2021-09-01 - 2023-09-15,2021-10-21,92.5,92.5,92.5,92.5,,56.0,9.33,245.84
BMS0010-02,BEEF- A5 KAGOSHIMA BEEF SHABU-SHABU 160GM/PKT,0.0,0.21,3.2,,,,,2021-09-01 - 2023-09-15,2022-01-29,15.0,27.94,15.0,12.5,,999.0,166.5,4087.02
BMS002,BEEF MEAT SLICED 3.3MM 6X2KG/CTNS,685.0,0.1,0.9,2021-09-01 - 2023-09-15,2021-12-18,8.5,8.5,2023-03-01 - 2023-09-15,2023-09-14,9.42,10.8,9.5,7.6,12.0,318020.0,53003.33,868300.88
BMS003,BEEF MEAT SLICED 2-3MM 2kgX5pkt,342.0,0.15,1.4,,,,,2023-03-01 - 2023-09-15,2023-09-14,9.9,10.5,9.5,8.5,,80478.0,13413.0,491070.2
BMS003-02,BEEF MEAT SLICED 2MM 1KG/PKT,0.0,0.03,0.3,,,,,2023-03-01 - 2023-09-15,2023-08-03,8.7,9.1,8.7,8.7,,250.0,41.67,209.0
BMS004,BEEF KNUCKLE MEAT SLICED 4-5MM 2kg/pkt,10.0,0.12,1.17,,,,,2023-03-01 - 2023-09-15,2023-09-14,10.0,10.5,10.0,8.5,,4698.0,783.0,22924.72
BMS005,BEEF KNUCKLE MEAT SLICED 6MM 2kg/pkt,108.0,0.35,3.7,,,,,2023-03-01 - 2023-09-15,2023-09-13,9.0,11.0,11.0,9.0,,812.0,135.33,6991.8
BMS007,BEEF KNUCKLE MEAT SLICED 1.7MM 2kg/pkt,0.0,0.14,1.3,,,,,2023-03-01 - 2023-09-15,2023-06-10,9.5,9.5,9.5,9.5,,674.0,112.33,1917.8
BMS008,BEEF MEAT SLICED 8MM 2kg/pkt,38.0,-0.03,-0.3,,,,,2023-03-01 - 2023-09-15,2023-05-10,10.0,10.0,10.0,10.0,,282.0,47.0,291.2
BMS008-01,BEEF MEAT SLICED 2MM X 3' X 1.5' 2KG/PKT,878.7,0.18,1.8,,,,,2023-03-01 - 2023-09-15,2023-09-13,10.2,10.5,10.2,8.5,,50505.0,8417.5,425407.9
BMS009-02,BEEF- A5 KAGOSHIMA BEEF YAKINIKU SLICE 160GM/PKT,0.0,0.22,3.24,,,,,2021-09-01 - 2023-09-15,2021-12-11,15.0,27.94,15.0,12.2,,1204.0,200.67,6978.16
BMS009-03,BEEF- A5 KAGOSHIMA BEEF YAKINIKU,0.0,0.23,21.5,,,,,2021-09-01 - 2023-09-15,2021-12-08,95.0,95.0,95.0,95.0,,19.0,3.17,408.5
BOM001,BEEF OMASUM (MINERVA BRAZIL),0.0,0.03,0.2,2023-03-01 - 2023-09-15,2023-05-17,7.3,7.3,2023-03-01 - 2023-09-15,2023-07-19,9.0,9.9,8.8,5.5,419.84,18768.19,3128.03,4080.66
BOM001-02,BEEF OMASUM (SILVERFERN-AUST) 20KG/CTNS,819.58,0.2,1.6,2023-03-01 - 2023-09-15,2023-09-14,6.2,6.2,2023-03-01 - 2023-09-15,2023-09-14,8.8,10.0,8.2,6.7,4597.46,22595.58,3765.93,414379.42
BOM001-03,BEEF OMASUM (QUALITY BEEF -BRAZIL),0.0,0.3,2.6,2023-03-01 - 2023-09-15,2023-08-19,6.2,6.2,2023-03-01 - 2023-09-15,2023-08-17,8.8,10.0,9.0,7.2,242.54,8473.96,1412.33,61676.92
BOM001-04,BEEF OMASUM (SCAN) 17KG/CTNS,0.0,0.05,0.35,2023-03-01 - 2023-09-15,2023-05-29,7.0,6.9,2023-03-01 - 2023-09-15,2023-05-29,7.45,8.8,7.35,7.35,892.12,909.12,151.52,363.12
BOM002,BEEF OMASUM (AFFCO),484.12,-0.02,-0.2,2023-03-01 - 2023-09-15,2023-08-23,13.0,13.0,2023-03-01 - 2023-09-15,2023-09-14,14.52,16.8,14.5,14.0,4193.22,17558.07,2926.35,22135.37
BOM002-02,BEEF BLACK OMASUM,1.97,0.48,6.96,2023-03-01 - 2023-09-15,2023-08-08,7.5,7.4,2023-03-01 - 2023-09-15,2023-08-16,14.6,14.6,14.5,8.2,414.08,690.18,115.03,1441.63
BPA003,BEEF BURGER PATTIES (SADIA) 320GM X 20PKT,0.0,0.22,0.8,2021-09-01 - 2023-09-15,2022-11-11,2.99,2.8,2021-09-01 - 2023-09-15,2022-12-01,3.8,4.5,3.6,3.0,3800.0,37227.0,6204.5,28048.2
BPA003-02,BEEF BURGER PATTIES CLASSIC 20X320gm,131.0,0.25,1.0,2023-03-01 - 2023-09-15,2023-08-29,3.0,3.0,2023-03-01 - 2023-09-15,2023-09-10,4.0,4.2,4.0,3.2,960.0,8541.0,1423.5,14629.35
BPA004,BEEF BURGER PEPPER & ONION (BLACK PRIMO) 420GM X 15PKT,71.0,0.02,0.1,2023-03-01 - 2023-09-15,2023-08-31,4.4,4.4,2023-03-01 - 2023-09-15,2023-09-13,5.65,5.65,5.65,5.65,345.0,3788.0,631.33,11981.9
BPA004-01,BEEF BURGER CHEDDAR CHEESE (GOURMET) 15X420gm,96.0,0.17,0.9,2023-03-01 - 2023-09-15,2023-08-29,4.4,4.4,2023-03-01 - 2023-09-15,2023-09-06,5.65,5.65,5.65,5.65,195.0,3381.0,563.5,10175.75
BPA005,WAYGU BEEF BURGER PATTIES 170gm,13.43,0.27,3.8,,,,,2023-03-01 - 2023-09-15,2023-09-06,14.0,36.76,11.0,11.0,,191.08,31.85,8332.21
BPA008,SEASONING WAYGU BEEF BURGER PATTIES 150gm,0.0,0.25,3.0,,,,,2021-09-01 - 2023-09-15,2022-02-08,12.0,12.0,12.0,12.0,,1132.95,188.83,3398.85
BPP001,BEEF PEPPERONI,0.0,0.32,4.2,2023-03-01 - 2023-09-15,2023-07-25,8.8,8.8,2023-03-01 - 2023-09-15,2023-07-25,16.0,16.0,16.0,16.0,2.0,2.0,0.33,416.4
BRC002,CHILLED BEEF RIBEYE GRAINFED BRAZIL-ANGUS,0.0,0.07,2.0,2021-09-01 - 2023-09-15,2022-01-27,25.0,25.0,2021-09-01 - 2023-09-15,2022-05-18,32.0,34.0,27.0,27.0,146.04,259.47,43.25,783.14
BRE001,BEEF RIBEYE CUBE 2CM X 2CM,45.0,-0.04,-0.5,2021-09-01 - 2023-09-15,2021-12-21,12.5,12.5,2023-03-01 - 2023-09-15,2023-09-10,12.0,12.0,12.0,12.0,288.95,1660.7,276.78,-830.35
BRE0010-02,"4** CHILLED BEEF RIBEYE ""YP"" UNION STATION/MIDFIELD**PKT",0.0,0.09,0.81,,,,,2021-09-01 - 2023-09-15,2022-04-07,11.17,12.1,9.0,7.2,,2466.0,411.0,2028.67
BRE0011,CHILLED BEEF RIBEYE PS CUBEROLL NZ SILVERFERN,0.0,0.07,2.0,2021-09-01 - 2023-09-15,2022-12-07,28.0,25.8,2021-09-01 - 2023-09-15,2022-12-01,32.0,32.0,30.0,28.0,551.98,824.13,137.36,1702.35
