item_code,description,date,quantity
DEER01,DEER MEAT,2022-12-04,53.72
DEER01,DEER MEAT,2022-12-11,22.96
DEER01,DEER MEAT,2022-12-18,41.56
DEER01,DEER MEAT,2022-12-25,38.839999999999996
DEER01,DEER MEAT,2023-01-01,2.0
DUCK01-04,DUCK- HALAL FRESH WHOLE DUCK (3.56kg/pcs),2022-10-02,78.32
DUCK01-04,DUCK- HALAL FRESH WHOLE DUCK (3.56kg/pcs),2022-10-09,309.72
DUCK01-04,DUCK- HALAL FRESH WHOLE DUCK (3.56kg/pcs),2022-10-16,306.16
DUCK01-04,DUCK- HALAL FRESH WHOLE DUCK (3.56kg/pcs),2022-10-23,295.48
DUCK01-04,DUCK- HALAL FRESH WHOLE DUCK (3.56kg/pcs),2022-10-30,316.84
DUCK01-04,DUCK- HALAL FRESH WHOLE DUCK (3.56kg/pcs),2022-11-06,213.6
DUCK01-04,DUCK- HALAL FRESH WHOLE DUCK (3.56kg/pcs),2022-11-13,89.0
DUCK01-04,DUCK- HALAL FRESH WHOLE DUCK (3.56kg/pcs),2022-11-20,74.75999999999999
DUCK01-04,DUCK- HALAL FRESH WHOLE DUCK (3.56kg/pcs),2022-11-27,49.84
DUCK01-04,DUCK- HALAL FRESH WHOLE DUCK (3.56kg/pcs),2022-12-04,99.67999999999999
DUCK01-04,DUCK- HALAL FRESH WHOLE DUCK (3.56kg/pcs),2022-12-11,131.72
DUCK01-04,DUCK- HALAL FRESH WHOLE DUCK (3.56kg/pcs),2022-12-18,153.08
DUCK01-04,DUCK- HALAL FRESH WHOLE DUCK (3.56kg/pcs),2022-12-25,85.44
DUCK01-04,DUCK- HALAL FRESH WHOLE DUCK (3.56kg/pcs),2023-01-01,60.52
DUCK03,DUCK- 3JOINT DUCK WING 10kg/ctn,2022-10-16,8.1
DUCK03,DUCK- 3JOINT DUCK WING 10kg/ctn,2022-10-23,0.0
DUCK03,DUCK- 3JOINT DUCK WING 10kg/ctn,2022-10-30,10.0
DUCK03-01,DUCK- 2JOINT DUCK WING,2022-11-27,29.5
DUCK03-02,DUCK- DUCK 3JOINT WING EDEN DUCK 12X1kg/ctn,2022-10-30,10.0
DUCK03-02,DUCK- DUCK 3JOINT WING EDEN DUCK 12X1kg/ctn,2022-11-06,5.0
DUCK03-02,DUCK- DUCK 3JOINT WING EDEN DUCK 12X1kg/ctn,2022-11-13,5.0
DUCK03-02,DUCK- DUCK 3JOINT WING EDEN DUCK 12X1kg/ctn,2022-11-20,10.0
DUCK03-02,DUCK- DUCK 3JOINT WING EDEN DUCK 12X1kg/ctn,2022-11-27,10.0
DUCK03-02,DUCK- DUCK 3JOINT WING EDEN DUCK 12X1kg/ctn,2022-12-04,17.0
DUCK03-02,DUCK- DUCK 3JOINT WING EDEN DUCK 12X1kg/ctn,2022-12-11,15.0
DUCK03-02,DUCK- DUCK 3JOINT WING EDEN DUCK 12X1kg/ctn,2022-12-18,30.0
DUCK03-02,DUCK- DUCK 3JOINT WING EDEN DUCK 12X1kg/ctn,2022-12-25,15.0
DUCK04,DUCK BREAST 10KG/CTNS,2022-11-20,1.2
DUCK04-02,DUCK- SMOKE DUCK BREAST (ORIGINAL) 220gm/pcsS,2022-10-02,18.22
DUCK04-02,DUCK- SMOKE DUCK BREAST (ORIGINAL) 220gm/pcsS,2022-10-09,50.99
DUCK04-02,DUCK- SMOKE DUCK BREAST (ORIGINAL) 220gm/pcsS,2022-10-16,68.64
DUCK04-02,DUCK- SMOKE DUCK BREAST (ORIGINAL) 220gm/pcsS,2022-10-23,34.42
DUCK04-02,DUCK- SMOKE DUCK BREAST (ORIGINAL) 220gm/pcsS,2022-10-30,84.86
DUCK04-02,DUCK- SMOKE DUCK BREAST (ORIGINAL) 220gm/pcsS,2022-11-06,39.2
DUCK04-02,DUCK- SMOKE DUCK BREAST (ORIGINAL) 220gm/pcsS,2022-11-13,56.18
DUCK04-02,DUCK- SMOKE DUCK BREAST (ORIGINAL) 220gm/pcsS,2022-11-20,33.72
DUCK04-02,DUCK- SMOKE DUCK BREAST (ORIGINAL) 220gm/pcsS,2022-11-27,52.980000000000004
DUCK04-02,DUCK- SMOKE DUCK BREAST (ORIGINAL) 220gm/pcsS,2022-12-04,50.93
DUCK04-02,DUCK- SMOKE DUCK BREAST (ORIGINAL) 220gm/pcsS,2022-12-11,56.14
DUCK04-02,DUCK- SMOKE DUCK BREAST (ORIGINAL) 220gm/pcsS,2022-12-18,35.72
DUCK04-02,DUCK- SMOKE DUCK BREAST (ORIGINAL) 220gm/pcsS,2022-12-25,59.66
DUCK04-02,DUCK- SMOKE DUCK BREAST (ORIGINAL) 220gm/pcsS,2023-01-01,59.64
DUCK05-02,DUCK TONGUE,2022-10-02,9.1
DUCK05-02,DUCK TONGUE,2022-10-09,10.5
DUCK05-02,DUCK TONGUE,2022-10-16,5.9
DUCK05-02,DUCK TONGUE,2022-10-23,18.1
DUCK05-02,DUCK TONGUE,2022-10-30,14.5
DUCK05-02,DUCK TONGUE,2022-11-06,7.9
DUCK05-02,DUCK TONGUE,2022-11-13,14.3
DUCK05-02,DUCK TONGUE,2022-11-20,7.800000000000001
DUCK05-02,DUCK TONGUE,2022-11-27,11.9
DUCK05-02,DUCK TONGUE,2022-12-04,7.0
DUCK05-02,DUCK TONGUE,2022-12-11,16.8
DUCK05-02,DUCK TONGUE,2022-12-18,7.4
DUCK05-02,DUCK TONGUE,2022-12-25,60.1
DUCK05-02,DUCK TONGUE,2023-01-01,17.8
DUCK06,DUCK HEAD 5KG/PKT,2022-10-02,8.1
DUCK06,DUCK HEAD 5KG/PKT,2022-10-09,35.2
DUCK06,DUCK HEAD 5KG/PKT,2022-10-16,63.4
DUCK06,DUCK HEAD 5KG/PKT,2022-10-23,32.3
DUCK06,DUCK HEAD 5KG/PKT,2022-10-30,59.5
DUCK06,DUCK HEAD 5KG/PKT,2022-11-06,39.5
DUCK06,DUCK HEAD 5KG/PKT,2022-11-13,70.0
DUCK06,DUCK HEAD 5KG/PKT,2022-11-20,40.0
DUCK06,DUCK HEAD 5KG/PKT,2022-11-27,65.0
DUCK06,DUCK HEAD 5KG/PKT,2022-12-04,53.3
DUCK06,DUCK HEAD 5KG/PKT,2022-12-11,95.4
DUCK06,DUCK HEAD 5KG/PKT,2022-12-18,50.0
DUCK06,DUCK HEAD 5KG/PKT,2022-12-25,40.4
DUCK06,DUCK HEAD 5KG/PKT,2023-01-01,10.0
DUCK07,DUCK FEET,2022-10-09,10.0
DUCK07,DUCK FEET,2022-10-16,0.0
DUCK07,DUCK FEET,2022-10-23,0.0
DUCK07,DUCK FEET,2022-10-30,10.0
DUCK07,DUCK FEET,2022-11-06,10.0
DUCK07,DUCK FEET,2022-11-13,20.0
DUCK07,DUCK FEET,2022-11-20,0.0
DUCK07,DUCK FEET,2022-11-27,0.0
DUCK07,DUCK FEET,2022-12-04,20.0
DUCK07,DUCK FEET,2022-12-11,10.0
DUCK07,DUCK FEET,2022-12-18,0.0
DUCK07,DUCK FEET,2022-12-25,5.0
DUCK07-01,DUCK FEET DEBONE 12X1KG/CTNS,2022-10-16,96.0
DUCK07-01,DUCK FEET DEBONE 12X1KG/CTNS,2022-10-23,60.0
DUCK07-01,DUCK FEET DEBONE 12X1KG/CTNS,2022-10-30,42.0
DUCK07-01,DUCK FEET DEBONE 12X1KG/CTNS,2022-11-06,30.0
DUCK07-01,DUCK FEET DEBONE 12X1KG/CTNS,2022-11-13,16.0
DUCK07-01,DUCK FEET DEBONE 12X1KG/CTNS,2022-11-20,0.0
DUCK07-01,DUCK FEET DEBONE 12X1KG/CTNS,2022-11-27,0.0
DUCK07-01,DUCK FEET DEBONE 12X1KG/CTNS,2022-12-04,0.0
DUCK07-01,DUCK FEET DEBONE 12X1KG/CTNS,2022-12-11,15.0
DUCK07-01,DUCK FEET DEBONE 12X1KG/CTNS,2022-12-18,23.0
DUCK07-01,DUCK FEET DEBONE 12X1KG/CTNS,2022-12-25,0.0
DUCK07-01,DUCK FEET DEBONE 12X1KG/CTNS,2023-01-01,12.0
DUCK08,DUCK NECKS SKINLESS  10kg/ctn,2022-10-09,30.0
DUCK08,DUCK NECKS SKINLESS  10kg/ctn,2022-10-16,25.0
DUCK08,DUCK NECKS SKINLESS  10kg/ctn,2022-10-23,15.0
DUCK08,DUCK NECKS SKINLESS  10kg/ctn,2022-10-30,40.0
DUCK08,DUCK NECKS SKINLESS  10kg/ctn,2022-11-06,20.0
DUCK08,DUCK NECKS SKINLESS  10kg/ctn,2022-11-13,40.2
DUCK08,DUCK NECKS SKINLESS  10kg/ctn,2022-11-20,20.0
DUCK08,DUCK NECKS SKINLESS  10kg/ctn,2022-11-27,10.0
DUCK08,DUCK NECKS SKINLESS  10kg/ctn,2022-12-04,30.0
DUCK08,DUCK NECKS SKINLESS  10kg/ctn,2022-12-11,10.0
DUCK08,DUCK NECKS SKINLESS  10kg/ctn,2022-12-18,45.1
DUCK08,DUCK NECKS SKINLESS  10kg/ctn,2022-12-25,40.1
DUCK08,DUCK NECKS SKINLESS  10kg/ctn,2023-01-01,30.0
DUCK13,DUCK GIZZARD,2022-10-02,15.0
DUCK13,DUCK GIZZARD,2022-10-09,66.0
DUCK13,DUCK GIZZARD,2022-10-16,50.0
DUCK13,DUCK GIZZARD,2022-10-23,60.0
DUCK13,DUCK GIZZARD,2022-10-30,35.0
DUCK13,DUCK GIZZARD,2022-11-06,75.0
DUCK13,DUCK GIZZARD,2022-11-13,95.0
DUCK13,DUCK GIZZARD,2022-11-20,45.0
DUCK13,DUCK GIZZARD,2022-11-27,30.0
DUCK13,DUCK GIZZARD,2022-12-04,40.0
DUCK13,DUCK GIZZARD,2022-12-11,60.0
DUCK13,DUCK GIZZARD,2022-12-18,80.0
DUCK13,DUCK GIZZARD,2022-12-25,25.0
DUCK13,DUCK GIZZARD,2023-01-01,50.0
DUCK15,DUCK- DUCK LIVER PRE SLICED,2022-12-11,12.0
DUCK15-03,DUCK- DUCK LIVER PRE SLICED 50GM/PCS,2022-12-11,1.01
DUCK15-03,DUCK- DUCK LIVER PRE SLICED 50GM/PCS,2022-12-18,2.0
DUCK15-04,DUCK- DUCK LIVER FOIE GRAS 50GM/PCS X 4PCS/PKT,2022-11-20,3.0
DUCK15-04,DUCK- DUCK LIVER FOIE GRAS 50GM/PCS X 4PCS/PKT,2022-11-27,10.0
DUCK15-04,DUCK- DUCK LIVER FOIE GRAS 50GM/PCS X 4PCS/PKT,2022-12-04,2.0
DUCK15-04,DUCK- DUCK LIVER FOIE GRAS 50GM/PCS X 4PCS/PKT,2022-12-11,10.0
DUCK15-04,DUCK- DUCK LIVER FOIE GRAS 50GM/PCS X 4PCS/PKT,2022-12-18,17.0
DUCK15-04,DUCK- DUCK LIVER FOIE GRAS 50GM/PCS X 4PCS/PKT,2022-12-25,27.0
DUCK15-04,DUCK- DUCK LIVER FOIE GRAS 50GM/PCS X 4PCS/PKT,2023-01-01,10.0
DUCK20,DUCK BONE,2022-11-06,10.0
DUCK20,DUCK BONE,2022-11-13,0.0
DUCK20,DUCK BONE,2022-11-20,10.1
DUCK20,DUCK BONE,2022-11-27,0.0
DUCK20,DUCK BONE,2022-12-04,9.7
DUCK20,DUCK BONE,2022-12-11,0.0
DUCK20,DUCK BONE,2022-12-18,0.0
DUCK20,DUCK BONE,2022-12-25,10.3
DUCK25,CURRY DUCK,2022-12-04,240.0
FBA001-01,FISH- WHOLE BATANG 2-3 FRESH - CLEAN & GUTTER,2022-10-02,26.7
FBA001-01,FISH- WHOLE BATANG 2-3 FRESH - CLEAN & GUTTER,2022-10-09,391.2
FBA001-01,FISH- WHOLE BATANG 2-3 FRESH - CLEAN & GUTTER,2022-10-16,449.7
FBA001-01,FISH- WHOLE BATANG 2-3 FRESH - CLEAN & GUTTER,2022-10-23,471.90000000000003
FBA001-01,FISH- WHOLE BATANG 2-3 FRESH - CLEAN & GUTTER,2022-10-30,402.5
FBA001-01,FISH- WHOLE BATANG 2-3 FRESH - CLEAN & GUTTER,2022-11-06,30.1
FBA001-01,FISH- WHOLE BATANG 2-3 FRESH - CLEAN & GUTTER,2022-11-13,519.4
FBA001-01,FISH- WHOLE BATANG 2-3 FRESH - CLEAN & GUTTER,2022-11-20,800.4
FBA001-01,FISH- WHOLE BATANG 2-3 FRESH - CLEAN & GUTTER,2022-11-27,295.88
FBA001-01,FISH- WHOLE BATANG 2-3 FRESH - CLEAN & GUTTER,2022-12-04,539.8199999999999
FBA001-01,FISH- WHOLE BATANG 2-3 FRESH - CLEAN & GUTTER,2022-12-11,437.0
FBA001-01,FISH- WHOLE BATANG 2-3 FRESH - CLEAN & GUTTER,2022-12-18,472.42
FBA001-01,FISH- WHOLE BATANG 2-3 FRESH - CLEAN & GUTTER,2022-12-25,23.0
FBA001-01,FISH- WHOLE BATANG 2-3 FRESH - CLEAN & GUTTER,2023-01-01,400.0
FBA001-02,FISH- WHOLE BATANG 3/4KG (NSW-LH),2022-11-27,165.9
FBA001-05,FISH- FRESH SPANISH MACKEREL,2022-10-16,6.7
FBA001-05,FISH- FRESH SPANISH MACKEREL,2022-10-23,11.399999999999999
FBA001-05,FISH- FRESH SPANISH MACKEREL,2022-10-30,0.0
FBA001-05,FISH- FRESH SPANISH MACKEREL,2022-11-06,11.399999999999999
FBA001-05,FISH- FRESH SPANISH MACKEREL,2022-11-13,13.9
FBA001-05,FISH- FRESH SPANISH MACKEREL,2022-11-20,12.5
FBA001-05,FISH- FRESH SPANISH MACKEREL,2022-11-27,0.0
FBA001-05,FISH- FRESH SPANISH MACKEREL,2022-12-04,5.7
FBA001-05,FISH- FRESH SPANISH MACKEREL,2022-12-11,7.3
FBA001-05,FISH- FRESH SPANISH MACKEREL,2022-12-18,6.7
FBA001-05,FISH- FRESH SPANISH MACKEREL,2022-12-25,6.9
FBA001-05,FISH- FRESH SPANISH MACKEREL,2023-01-01,16.8
FBA006-01,FISH- BATANG STEAK 3-5 2kgX5pkt,2022-10-02,8.0
FBA006-01,FISH- BATANG STEAK 3-5 2kgX5pkt,2022-10-09,106.0
FBA006-01,FISH- BATANG STEAK 3-5 2kgX5pkt,2022-10-16,88.0
FBA006-01,FISH- BATANG STEAK 3-5 2kgX5pkt,2022-10-23,68.0
FBA006-01,FISH- BATANG STEAK 3-5 2kgX5pkt,2022-10-30,52.0
FBA006-01,FISH- BATANG STEAK 3-5 2kgX5pkt,2022-11-06,80.0
FBA006-01,FISH- BATANG STEAK 3-5 2kgX5pkt,2022-11-13,50.0
FBA006-01,FISH- BATANG STEAK 3-5 2kgX5pkt,2022-11-20,150.0
FBA006-01,FISH- BATANG STEAK 3-5 2kgX5pkt,2022-11-27,180.0
FBA006-01,FISH- BATANG STEAK 3-5 2kgX5pkt,2022-12-04,60.0
FBA006-01,FISH- BATANG STEAK 3-5 2kgX5pkt,2022-12-11,160.0
FBA006-01,FISH- BATANG STEAK 3-5 2kgX5pkt,2022-12-18,185.0
FBA006-01,FISH- BATANG STEAK 3-5 2kgX5pkt,2022-12-25,65.0
FBA006-01,FISH- BATANG STEAK 3-5 2kgX5pkt,2023-01-01,64.0
FBE001,FISH- BELT FISH LONG - STEAK 150/250GM 5X2KG/CTNS,2022-11-13,12.0
FBE002,FISH- BELT FISH 200-300GM 10KG/CTNS,2022-10-02,10.0
FBE002,FISH- BELT FISH 200-300GM 10KG/CTNS,2022-10-09,90.0
FBE002,FISH- BELT FISH 200-300GM 10KG/CTNS,2022-10-16,80.0
FBE002,FISH- BELT FISH 200-300GM 10KG/CTNS,2022-10-23,80.0
FBE002,FISH- BELT FISH 200-300GM 10KG/CTNS,2022-10-30,120.0
FBE002,FISH- BELT FISH 200-300GM 10KG/CTNS,2022-11-06,120.0
FBE002,FISH- BELT FISH 200-300GM 10KG/CTNS,2022-11-13,30.0
FBE002,FISH- BELT FISH 200-300GM 10KG/CTNS,2022-11-20,30.0
FBE002,FISH- BELT FISH 200-300GM 10KG/CTNS,2022-11-27,80.0
FBE002,FISH- BELT FISH 200-300GM 10KG/CTNS,2022-12-04,60.0
FBE002,FISH- BELT FISH 200-300GM 10KG/CTNS,2022-12-11,50.0
FBE002,FISH- BELT FISH 200-300GM 10KG/CTNS,2022-12-18,50.0
FBE002,FISH- BELT FISH 200-300GM 10KG/CTNS,2022-12-25,50.0
FBE002,FISH- BELT FISH 200-300GM 10KG/CTNS,2023-01-01,40.0
FBE003,FISH- BELT FISH,2022-12-11,10.0
FBE004,FISH- BELT FISH STEAK 150-200GM 10X1KG/CTNS,2022-12-18,10.0
FBE004,FISH- BELT FISH STEAK 150-200GM 10X1KG/CTNS,2022-12-25,0.0
FBE004,FISH- BELT FISH STEAK 150-200GM 10X1KG/CTNS,2023-01-01,7.0
FBE006,FISH- BELT FISH ROLL 10X1KG/CTNS,2022-10-09,8.0
FBE006,FISH- BELT FISH ROLL 10X1KG/CTNS,2022-10-16,15.0
FBE006,FISH- BELT FISH ROLL 10X1KG/CTNS,2022-10-23,88.0
FBE006,FISH- BELT FISH ROLL 10X1KG/CTNS,2022-10-30,40.0
FBE006,FISH- BELT FISH ROLL 10X1KG/CTNS,2022-11-06,20.0
FBE006,FISH- BELT FISH ROLL 10X1KG/CTNS,2022-11-13,3.0
FBE006,FISH- BELT FISH ROLL 10X1KG/CTNS,2022-11-20,27.0
FBE006,FISH- BELT FISH ROLL 10X1KG/CTNS,2022-11-27,12.0
FBE006,FISH- BELT FISH ROLL 10X1KG/CTNS,2022-12-04,12.0
FBE006,FISH- BELT FISH ROLL 10X1KG/CTNS,2022-12-11,13.0
FBE006,FISH- BELT FISH ROLL 10X1KG/CTNS,2022-12-18,18.0
FBE006,FISH- BELT FISH ROLL 10X1KG/CTNS,2022-12-25,26.0
FBE006,FISH- BELT FISH ROLL 10X1KG/CTNS,2023-01-01,11.0
FBF002,FISH- BREADED POLLACK FILLET (WHITE CRUMBS) 10pcs/pkt,2022-10-02,4.0
FBF002,FISH- BREADED POLLACK FILLET (WHITE CRUMBS) 10pcs/pkt,2022-10-09,133.0
FBF002,FISH- BREADED POLLACK FILLET (WHITE CRUMBS) 10pcs/pkt,2022-10-16,43.0
FBF002,FISH- BREADED POLLACK FILLET (WHITE CRUMBS) 10pcs/pkt,2022-10-23,4.0
FBF002,FISH- BREADED POLLACK FILLET (WHITE CRUMBS) 10pcs/pkt,2022-10-30,5.0
FBF002,FISH- BREADED POLLACK FILLET (WHITE CRUMBS) 10pcs/pkt,2022-11-06,6.0
FBF002,FISH- BREADED POLLACK FILLET (WHITE CRUMBS) 10pcs/pkt,2022-11-13,16.0
FBF002,FISH- BREADED POLLACK FILLET (WHITE CRUMBS) 10pcs/pkt,2022-11-20,15.0
FBF002,FISH- BREADED POLLACK FILLET (WHITE CRUMBS) 10pcs/pkt,2022-11-27,26.0
FBF002,FISH- BREADED POLLACK FILLET (WHITE CRUMBS) 10pcs/pkt,2022-12-04,130.0
FBF002,FISH- BREADED POLLACK FILLET (WHITE CRUMBS) 10pcs/pkt,2022-12-11,26.0
FBF002,FISH- BREADED POLLACK FILLET (WHITE CRUMBS) 10pcs/pkt,2022-12-18,18.0
FBF002,FISH- BREADED POLLACK FILLET (WHITE CRUMBS) 10pcs/pkt,2022-12-25,40.0
FBF002,FISH- BREADED POLLACK FILLET (WHITE CRUMBS) 10pcs/pkt,2023-01-01,28.0
FBP005,FISH- BLACK POMFRET 100-150gm 5kgX2pkt,2022-10-09,15.0
FBP005,FISH- BLACK POMFRET 100-150gm 5kgX2pkt,2022-10-16,15.0
FBP005,FISH- BLACK POMFRET 100-150gm 5kgX2pkt,2022-10-23,5.0
FBP005,FISH- BLACK POMFRET 100-150gm 5kgX2pkt,2022-10-30,20.0
FBP005,FISH- BLACK POMFRET 100-150gm 5kgX2pkt,2022-11-06,10.0
FBP005,FISH- BLACK POMFRET 100-150gm 5kgX2pkt,2022-11-13,5.0
FBP005,FISH- BLACK POMFRET 100-150gm 5kgX2pkt,2022-11-20,15.0
FBP005,FISH- BLACK POMFRET 100-150gm 5kgX2pkt,2022-11-27,25.0
FBP005,FISH- BLACK POMFRET 100-150gm 5kgX2pkt,2022-12-04,20.0
FBP005,FISH- BLACK POMFRET 100-150gm 5kgX2pkt,2022-12-11,10.0
FBP005,FISH- BLACK POMFRET 100-150gm 5kgX2pkt,2022-12-18,5.0
FBP005,FISH- BLACK POMFRET 100-150gm 5kgX2pkt,2022-12-25,10.0
FBP005,FISH- BLACK POMFRET 100-150gm 5kgX2pkt,2023-01-01,125.0
FBP009-02,FISH- GOLDEN POMFRET 150/200GM CLEAN & GUTTER 10KG/CTNS,2022-12-04,10.0
FBP010,FISH- SILVER POMFRET 100/200 (WHOLE ROUND) 10kg/ctns,2022-10-16,22.0
FBP010,FISH- SILVER POMFRET 100/200 (WHOLE ROUND) 10kg/ctns,2022-10-23,31.0
FBP010,FISH- SILVER POMFRET 100/200 (WHOLE ROUND) 10kg/ctns,2022-10-30,14.0
FBP010,FISH- SILVER POMFRET 100/200 (WHOLE ROUND) 10kg/ctns,2022-11-06,33.0
FBP010,FISH- SILVER POMFRET 100/200 (WHOLE ROUND) 10kg/ctns,2022-11-13,0.0
FBP010,FISH- SILVER POMFRET 100/200 (WHOLE ROUND) 10kg/ctns,2022-11-20,52.0
FBP010,FISH- SILVER POMFRET 100/200 (WHOLE ROUND) 10kg/ctns,2022-11-27,33.5
FBP010,FISH- SILVER POMFRET 100/200 (WHOLE ROUND) 10kg/ctns,2022-12-04,10.0
FBP010,FISH- SILVER POMFRET 100/200 (WHOLE ROUND) 10kg/ctns,2022-12-11,30.5
FBP010,FISH- SILVER POMFRET 100/200 (WHOLE ROUND) 10kg/ctns,2022-12-18,15.5
FBP010,FISH- SILVER POMFRET 100/200 (WHOLE ROUND) 10kg/ctns,2022-12-25,16.5
FBP010,FISH- SILVER POMFRET 100/200 (WHOLE ROUND) 10kg/ctns,2023-01-01,11.0
FCH001,FISH CHIP GREEN 500gmX20pkt,2022-10-02,3.0
FCH001,FISH CHIP GREEN 500gmX20pkt,2022-10-09,0.0
FCH001,FISH CHIP GREEN 500gmX20pkt,2022-10-16,25.0
FCH001,FISH CHIP GREEN 500gmX20pkt,2022-10-23,0.0
FCH001,FISH CHIP GREEN 500gmX20pkt,2022-10-30,12.0
FCH002,FISH CHIP RED 500gmX20pkt,2022-10-09,211.0
FCH002,FISH CHIP RED 500gmX20pkt,2022-10-16,140.0
FCH002,FISH CHIP RED 500gmX20pkt,2022-10-23,208.0
FCH002,FISH CHIP RED 500gmX20pkt,2022-10-30,188.0
FCH002,FISH CHIP RED 500gmX20pkt,2022-11-06,228.0
FCH002,FISH CHIP RED 500gmX20pkt,2022-11-13,232.0
FCH002,FISH CHIP RED 500gmX20pkt,2022-11-20,189.0
FCH002,FISH CHIP RED 500gmX20pkt,2022-11-27,261.0
FCH002,FISH CHIP RED 500gmX20pkt,2022-12-04,121.0
FCH002,FISH CHIP RED 500gmX20pkt,2022-12-11,160.0
FCH002,FISH CHIP RED 500gmX20pkt,2022-12-18,158.0
FCH002,FISH CHIP RED 500gmX20pkt,2022-12-25,85.0
FCH002,FISH CHIP RED 500gmX20pkt,2023-01-01,77.0
FCS001,FISH- CHILEAN SALMON FILLET SKIN-ON 3-4LB/PCS 10kg/ctns,2022-10-02,34.5
FCS001,FISH- CHILEAN SALMON FILLET SKIN-ON 3-4LB/PCS 10kg/ctns,2022-10-09,172.5
FCS001,FISH- CHILEAN SALMON FILLET SKIN-ON 3-4LB/PCS 10kg/ctns,2022-10-16,179.8
FCS001,FISH- CHILEAN SALMON FILLET SKIN-ON 3-4LB/PCS 10kg/ctns,2022-10-23,199.3
FCS001,FISH- CHILEAN SALMON FILLET SKIN-ON 3-4LB/PCS 10kg/ctns,2022-10-30,157.2
FCS001,FISH- CHILEAN SALMON FILLET SKIN-ON 3-4LB/PCS 10kg/ctns,2022-11-06,142.2
FCS001,FISH- CHILEAN SALMON FILLET SKIN-ON 3-4LB/PCS 10kg/ctns,2022-11-13,165.8
FCS001,FISH- CHILEAN SALMON FILLET SKIN-ON 3-4LB/PCS 10kg/ctns,2022-11-20,190.0
FCS001,FISH- CHILEAN SALMON FILLET SKIN-ON 3-4LB/PCS 10kg/ctns,2022-11-27,141.3
FCS001,FISH- CHILEAN SALMON FILLET SKIN-ON 3-4LB/PCS 10kg/ctns,2022-12-04,188.1
FCS001,FISH- CHILEAN SALMON FILLET SKIN-ON 3-4LB/PCS 10kg/ctns,2022-12-11,208.33
FCS001,FISH- CHILEAN SALMON FILLET SKIN-ON 3-4LB/PCS 10kg/ctns,2022-12-18,196.42
FCS001,FISH- CHILEAN SALMON FILLET SKIN-ON 3-4LB/PCS 10kg/ctns,2022-12-25,247.9
FCS001,FISH- CHILEAN SALMON FILLET SKIN-ON 3-4LB/PCS 10kg/ctns,2023-01-01,189.9
FCS001-02,FISH- SASHIMI SALMON CUT 230-250GM,2022-10-09,2.86
FCS001-02,FISH- SASHIMI SALMON CUT 230-250GM,2022-10-16,5.72
FCS001-02,FISH- SASHIMI SALMON CUT 230-250GM,2022-10-23,3.74
FCS001-02,FISH- SASHIMI SALMON CUT 230-250GM,2022-10-30,3.52
FCS001-02,FISH- SASHIMI SALMON CUT 230-250GM,2022-11-06,2.64
FCS001-02,FISH- SASHIMI SALMON CUT 230-250GM,2022-11-13,1.54
FCS001-02,FISH- SASHIMI SALMON CUT 230-250GM,2022-11-20,2.86
FCS001-02,FISH- SASHIMI SALMON CUT 230-250GM,2022-11-27,5.06
FCS001-02,FISH- SASHIMI SALMON CUT 230-250GM,2022-12-04,1.98
FCS001-02,FISH- SASHIMI SALMON CUT 230-250GM,2022-12-11,3.39
FCS001-02,FISH- SASHIMI SALMON CUT 230-250GM,2022-12-18,2.86
FCS001-02,FISH- SASHIMI SALMON CUT 230-250GM,2022-12-25,7.26
FCS001-02,FISH- SASHIMI SALMON CUT 230-250GM,2023-01-01,4.18
FCS005,FISH- SMOKED SALMON SLICED 900GM/PKT,2022-11-20,1.0
FCS006-01,FISH- SALMON IQF PORTION (50g 2x2kg) 4kg/ctn,2022-10-09,8.0
FCS007,FISH- CHILEAN SEABASS FILLET IQF S/ON 3-4KG,2022-10-09,1.76
FCU001,FISH- CUTTLEFISH 5kg/pkt,2022-10-02,55.0
FCU001,FISH- CUTTLEFISH 5kg/pkt,2022-10-09,230.0
FCU001,FISH- CUTTLEFISH 5kg/pkt,2022-10-16,240.0
FCU001,FISH- CUTTLEFISH 5kg/pkt,2022-10-23,220.0
FCU001,FISH- CUTTLEFISH 5kg/pkt,2022-10-30,190.0
FCU001,FISH- CUTTLEFISH 5kg/pkt,2022-11-06,185.0
FCU001,FISH- CUTTLEFISH 5kg/pkt,2022-11-13,235.0
FCU001,FISH- CUTTLEFISH 5kg/pkt,2022-11-20,230.0
FCU001,FISH- CUTTLEFISH 5kg/pkt,2022-11-27,195.0
FCU001,FISH- CUTTLEFISH 5kg/pkt,2022-12-04,185.0
FCU001,FISH- CUTTLEFISH 5kg/pkt,2022-12-11,305.0
FCU001,FISH- CUTTLEFISH 5kg/pkt,2022-12-18,175.0
FCU001,FISH- CUTTLEFISH 5kg/pkt,2022-12-25,280.0
FCU001,FISH- CUTTLEFISH 5kg/pkt,2023-01-01,305.0
FCU002,FISH- BABY CUTTLEFISH 40-60 12X1KG/CTNS,2022-10-02,27.0
FCU002,FISH- BABY CUTTLEFISH 40-60 12X1KG/CTNS,2022-10-09,67.0
FCU002,FISH- BABY CUTTLEFISH 40-60 12X1KG/CTNS,2022-10-16,105.0
FCU002,FISH- BABY CUTTLEFISH 40-60 12X1KG/CTNS,2022-10-23,48.0
FCU002,FISH- BABY CUTTLEFISH 40-60 12X1KG/CTNS,2022-10-30,85.0
