item_code,description,date,quantity
BBA001,BEEF BALL 1kg/pkt (PING PONG),2022-10-02,22.0
BBA001,BEEF BALL 1kg/pkt (PING PONG),2022-10-09,40.0
BBA001,BEEF BALL 1kg/pkt (PING PONG),2022-10-16,62.0
BBA001,BEEF BALL 1kg/pkt (PING PONG),2022-10-23,53.0
BBA001,BEEF BALL 1kg/pkt (PING PONG),2022-10-30,54.0
BBA001,BEEF BALL 1kg/pkt (PING PONG),2022-11-06,37.0
BBA001,BEEF BALL 1kg/pkt (PING PONG),2022-11-13,50.0
BBA001,BEEF BALL 1kg/pkt (PING PONG),2022-11-20,50.0
BBA001,BEEF BALL 1kg/pkt (PING PONG),2022-11-27,52.0
BBA001,BEEF BALL 1kg/pkt (PING PONG),2022-12-04,28.0
BBA001,BEEF BALL 1kg/pkt (PING PONG),2022-12-11,52.0
BBA001,BEEF BALL 1kg/pkt (PING PONG),2022-12-18,92.0
BBA001,BEEF BALL 1kg/pkt (PING PONG),2022-12-25,55.0
BBA001,BEEF BALL 1kg/pkt (PING PONG),2023-01-01,23.0
BBA001-01,BEEF & CHICKEN BALL - SWEDISH MEAT BALL 1KG/PKT,2022-10-16,3.0
BBA001-01,BEEF & CHICKEN BALL - SWEDISH MEAT BALL 1KG/PKT,2022-10-23,2.0
BBA001-01,BEEF & CHICKEN BALL - SWEDISH MEAT BALL 1KG/PKT,2022-10-30,0.0
BBA001-01,BEEF & CHICKEN BALL - SWEDISH MEAT BALL 1KG/PKT,2022-11-06,8.0
BBA001-01,BEEF & CHICKEN BALL - SWEDISH MEAT BALL 1KG/PKT,2022-11-13,0.0
BBA001-01,BEEF & CHICKEN BALL - SWEDISH MEAT BALL 1KG/PKT,2022-11-20,0.0
BBA001-01,BEEF & CHICKEN BALL - SWEDISH MEAT BALL 1KG/PKT,2022-11-27,0.0
BBA001-01,BEEF & CHICKEN BALL - SWEDISH MEAT BALL 1KG/PKT,2022-12-04,6.0
BBA001-01,BEEF & CHICKEN BALL - SWEDISH MEAT BALL 1KG/PKT,2022-12-11,1.0
BBA001-01,BEEF & CHICKEN BALL - SWEDISH MEAT BALL 1KG/PKT,2022-12-18,6.0
BBA001-01,BEEF & CHICKEN BALL - SWEDISH MEAT BALL 1KG/PKT,2022-12-25,2.0
BBA001-01,BEEF & CHICKEN BALL - SWEDISH MEAT BALL 1KG/PKT,2023-01-01,4.0
BBR002,BEEF BRISKET PE * (QUALITY BEEF-BRAZIL),2022-10-02,19.8
BBR002,BEEF BRISKET PE * (QUALITY BEEF-BRAZIL),2022-10-09,73.34
BBR002,BEEF BRISKET PE * (QUALITY BEEF-BRAZIL),2022-10-16,78.58
BBR002,BEEF BRISKET PE * (QUALITY BEEF-BRAZIL),2022-10-23,57.66
BBR002,BEEF BRISKET PE * (QUALITY BEEF-BRAZIL),2022-10-30,98.48
BBR002,BEEF BRISKET PE * (QUALITY BEEF-BRAZIL),2022-11-06,89.29
BBR002,BEEF BRISKET PE * (QUALITY BEEF-BRAZIL),2022-11-13,129.45
BBR002,BEEF BRISKET PE * (QUALITY BEEF-BRAZIL),2022-11-20,158.67000000000002
BBR002,BEEF BRISKET PE * (QUALITY BEEF-BRAZIL),2022-11-27,56.21
BBR002,BEEF BRISKET PE * (QUALITY BEEF-BRAZIL),2022-12-04,152.09
BBR002,BEEF BRISKET PE * (QUALITY BEEF-BRAZIL),2022-12-11,136.06
BBR002,BEEF BRISKET PE * (QUALITY BEEF-BRAZIL),2022-12-18,114.08
BBR002,BEEF BRISKET PE * (QUALITY BEEF-BRAZIL),2022-12-25,124.71000000000001
BBR002,BEEF BRISKET PE * (QUALITY BEEF-BRAZIL),2023-01-01,81.24
BCHO01,BEEF CHOP 190-220gm 5kg/pkt,2022-12-18,5.0
BCHO03,BEEF CHOP (STRIPLOIN) STEAK (BUTHER'S RIDGE) 500GMX20PKT,2022-11-27,10.0
BCHO03,BEEF CHOP (STRIPLOIN) STEAK (BUTHER'S RIDGE) 500GMX20PKT,2022-12-04,0.0
BCHO03,BEEF CHOP (STRIPLOIN) STEAK (BUTHER'S RIDGE) 500GMX20PKT,2022-12-11,20.0
BCHO03,BEEF CHOP (STRIPLOIN) STEAK (BUTHER'S RIDGE) 500GMX20PKT,2022-12-18,220.0
BCHO03,BEEF CHOP (STRIPLOIN) STEAK (BUTHER'S RIDGE) 500GMX20PKT,2022-12-25,40.0
BCHO03,BEEF CHOP (STRIPLOIN) STEAK (BUTHER'S RIDGE) 500GMX20PKT,2023-01-01,30.0
BCHO05,BEEF MELTIQUE SIRLOIN STEAK 200GM/PCS,2022-10-02,19.0
BCHO05,BEEF MELTIQUE SIRLOIN STEAK 200GM/PCS,2022-10-09,77.0
BCHO05,BEEF MELTIQUE SIRLOIN STEAK 200GM/PCS,2022-10-16,88.0
BCHO05,BEEF MELTIQUE SIRLOIN STEAK 200GM/PCS,2022-10-23,14.0
BCHO05,BEEF MELTIQUE SIRLOIN STEAK 200GM/PCS,2022-10-30,131.0
BCHO05,BEEF MELTIQUE SIRLOIN STEAK 200GM/PCS,2022-11-06,137.0
BCHO05,BEEF MELTIQUE SIRLOIN STEAK 200GM/PCS,2022-11-13,56.0
BCHO05,BEEF MELTIQUE SIRLOIN STEAK 200GM/PCS,2022-11-20,112.0
BCHO05,BEEF MELTIQUE SIRLOIN STEAK 200GM/PCS,2022-11-27,10.0
BCHO05,BEEF MELTIQUE SIRLOIN STEAK 200GM/PCS,2022-12-04,34.0
BCHO05,BEEF MELTIQUE SIRLOIN STEAK 200GM/PCS,2022-12-11,26.0
BCHO05,BEEF MELTIQUE SIRLOIN STEAK 200GM/PCS,2022-12-18,92.0
BCHO05,BEEF MELTIQUE SIRLOIN STEAK 200GM/PCS,2022-12-25,163.0
BCHO05,BEEF MELTIQUE SIRLOIN STEAK 200GM/PCS,2023-01-01,458.0
BCR001,BEEF CHUCK BRAZIL,2022-10-09,62.5
BCR001,BEEF CHUCK BRAZIL,2022-10-16,24.35
BCR001,BEEF CHUCK BRAZIL,2022-10-23,54.870000000000005
BCR001,BEEF CHUCK BRAZIL,2022-10-30,41.89
BCR001,BEEF CHUCK BRAZIL,2022-11-06,46.89
BCR001,BEEF CHUCK BRAZIL,2022-11-13,26.3
BCR001,BEEF CHUCK BRAZIL,2022-11-20,47.34
BCR001,BEEF CHUCK BRAZIL,2022-11-27,51.64
BCR001,BEEF CHUCK BRAZIL,2022-12-04,43.39
BCR001,BEEF CHUCK BRAZIL,2022-12-11,51.14
BCR001,BEEF CHUCK BRAZIL,2022-12-18,57.79
BCR001,BEEF CHUCK BRAZIL,2022-12-25,44.84
BCR001,BEEF CHUCK BRAZIL,2023-01-01,28.02
BCT001,BEEF CHUCK TENDER (MINERVA-BRAZIL),2022-10-09,5.1
BCT001,BEEF CHUCK TENDER (MINERVA-BRAZIL),2022-10-16,3.7
BCT001,BEEF CHUCK TENDER (MINERVA-BRAZIL),2022-10-23,5.0
BCT001,BEEF CHUCK TENDER (MINERVA-BRAZIL),2022-10-30,5.0
BCT001,BEEF CHUCK TENDER (MINERVA-BRAZIL),2022-11-06,3.6
BCT001,BEEF CHUCK TENDER (MINERVA-BRAZIL),2022-11-13,6.6
BCT001,BEEF CHUCK TENDER (MINERVA-BRAZIL),2022-11-20,0.0
BCT001,BEEF CHUCK TENDER (MINERVA-BRAZIL),2022-11-27,0.0
BCT001,BEEF CHUCK TENDER (MINERVA-BRAZIL),2022-12-04,7.3
BCT001,BEEF CHUCK TENDER (MINERVA-BRAZIL),2022-12-11,9.7
BCT001,BEEF CHUCK TENDER (MINERVA-BRAZIL),2022-12-18,2.1
BCT002,BEEF CHUCK TENDER SLICED 1.5MM,2022-10-16,20.0
BCT002,BEEF CHUCK TENDER SLICED 1.5MM,2022-10-23,0.0
BCT002,BEEF CHUCK TENDER SLICED 1.5MM,2022-10-30,0.0
BCT002,BEEF CHUCK TENDER SLICED 1.5MM,2022-11-06,0.0
BCT002,BEEF CHUCK TENDER SLICED 1.5MM,2022-11-13,0.0
BCT002,BEEF CHUCK TENDER SLICED 1.5MM,2022-11-20,20.0
BCT002,BEEF CHUCK TENDER SLICED 1.5MM,2022-11-27,0.0
BCT002,BEEF CHUCK TENDER SLICED 1.5MM,2022-12-04,0.0
BCT002,BEEF CHUCK TENDER SLICED 1.5MM,2022-12-11,20.0
BCT002,BEEF CHUCK TENDER SLICED 1.5MM,2022-12-18,0.0
BCT002,BEEF CHUCK TENDER SLICED 1.5MM,2022-12-25,40.0
BCT002,BEEF CHUCK TENDER SLICED 1.5MM,2023-01-01,20.0
BER002,BEEF EYEROUND CHILLED NZ-SLIVERFIRM,2022-10-09,200.4
BER002,BEEF EYEROUND CHILLED NZ-SLIVERFIRM,2022-10-16,162.3
BFC001,BEEF FATS 25KG/CTNS,2022-11-13,23.5
BFC001,BEEF FATS 25KG/CTNS,2022-11-20,22.6
BFC001,BEEF FATS 25KG/CTNS,2022-11-27,40.0
BFC001,BEEF FATS 25KG/CTNS,2022-12-04,50.0
BFC001,BEEF FATS 25KG/CTNS,2022-12-11,47.7
BFC001,BEEF FATS 25KG/CTNS,2022-12-18,31.3
BFC001,BEEF FATS 25KG/CTNS,2022-12-25,131.4
BFC001,BEEF FATS 25KG/CTNS,2023-01-01,25.0
BFC003,BEEF FLOSS 2KG/PKT,2022-10-09,24.0
BFC003,BEEF FLOSS 2KG/PKT,2022-10-16,12.0
BFC003,BEEF FLOSS 2KG/PKT,2022-10-23,12.0
BFC003,BEEF FLOSS 2KG/PKT,2022-10-30,32.0
BFC003,BEEF FLOSS 2KG/PKT,2022-11-06,24.0
BFC003,BEEF FLOSS 2KG/PKT,2022-11-13,24.0
BFC003,BEEF FLOSS 2KG/PKT,2022-11-20,24.0
BFC003,BEEF FLOSS 2KG/PKT,2022-11-27,22.0
BFC003,BEEF FLOSS 2KG/PKT,2022-12-04,12.0
BFC005,BEEF FATS 20KG/CTNS (HARVEY-AUST),2022-10-09,49.8
BFC005,BEEF FATS 20KG/CTNS (HARVEY-AUST),2022-10-16,19.8
BFC005,BEEF FATS 20KG/CTNS (HARVEY-AUST),2022-10-23,32.5
BFC005,BEEF FATS 20KG/CTNS (HARVEY-AUST),2022-10-30,37.1
BFC005,BEEF FATS 20KG/CTNS (HARVEY-AUST),2022-11-06,40.5
BFC005,BEEF FATS 20KG/CTNS (HARVEY-AUST),2022-11-13,94.3
BFC005,BEEF FATS 20KG/CTNS (HARVEY-AUST),2022-11-20,0.0
BFC005,BEEF FATS 20KG/CTNS (HARVEY-AUST),2022-11-27,5.2
BFC005,BEEF FATS 20KG/CTNS (HARVEY-AUST),2022-12-04,0.0
BFC005,BEEF FATS 20KG/CTNS (HARVEY-AUST),2022-12-11,0.0
BFC005,BEEF FATS 20KG/CTNS (HARVEY-AUST),2022-12-18,225.0
BFC005,BEEF FATS 20KG/CTNS (HARVEY-AUST),2022-12-25,700.0
BFL001,BEEF LIPS / PAPPILAE HARVEY 15KG/CTNS,2022-10-16,15.0
BFL001,BEEF LIPS / PAPPILAE HARVEY 15KG/CTNS,2022-10-23,0.0
BFL001,BEEF LIPS / PAPPILAE HARVEY 15KG/CTNS,2022-10-30,0.0
BFL001,BEEF LIPS / PAPPILAE HARVEY 15KG/CTNS,2022-11-06,0.0
BFL001,BEEF LIPS / PAPPILAE HARVEY 15KG/CTNS,2022-11-13,0.0
BFL001,BEEF LIPS / PAPPILAE HARVEY 15KG/CTNS,2022-11-20,0.0
BFL001,BEEF LIPS / PAPPILAE HARVEY 15KG/CTNS,2022-11-27,0.0
BFL001,BEEF LIPS / PAPPILAE HARVEY 15KG/CTNS,2022-12-04,15.0
BFQ001,BEEF FOREQUARTER B/LESS (QUALITY BEEF-BRAZIL),2022-10-02,46.28
BFQ001,BEEF FOREQUARTER B/LESS (QUALITY BEEF-BRAZIL),2022-10-09,684.4399999999999
BFQ001,BEEF FOREQUARTER B/LESS (QUALITY BEEF-BRAZIL),2022-10-16,92.18
BFQ001,BEEF FOREQUARTER B/LESS (QUALITY BEEF-BRAZIL),2022-10-23,53.92
BFQ001,BEEF FOREQUARTER B/LESS (QUALITY BEEF-BRAZIL),2022-10-30,82.75
BFQ001,BEEF FOREQUARTER B/LESS (QUALITY BEEF-BRAZIL),2022-11-06,15.19
BFQ001,BEEF FOREQUARTER B/LESS (QUALITY BEEF-BRAZIL),2022-11-13,22.12
BFQ001,BEEF FOREQUARTER B/LESS (QUALITY BEEF-BRAZIL),2022-11-20,56.76
BFQ001,BEEF FOREQUARTER B/LESS (QUALITY BEEF-BRAZIL),2022-11-27,13.97
BFQ001,BEEF FOREQUARTER B/LESS (QUALITY BEEF-BRAZIL),2022-12-04,53.01
BFQ001,BEEF FOREQUARTER B/LESS (QUALITY BEEF-BRAZIL),2022-12-11,0.0
BFQ001,BEEF FOREQUARTER B/LESS (QUALITY BEEF-BRAZIL),2022-12-18,55.21
BFQ001,BEEF FOREQUARTER B/LESS (QUALITY BEEF-BRAZIL),2022-12-25,15.64
BFT004,BEEF FLEXOR TENDON HIND (QUALITY BEEF-BRAZIL),2022-10-02,312.42
BFT004,BEEF FLEXOR TENDON HIND (QUALITY BEEF-BRAZIL),2022-10-09,722.85
BFT004,BEEF FLEXOR TENDON HIND (QUALITY BEEF-BRAZIL),2022-10-16,753.37
BFT004,BEEF FLEXOR TENDON HIND (QUALITY BEEF-BRAZIL),2022-10-23,722.71
BFT004,BEEF FLEXOR TENDON HIND (QUALITY BEEF-BRAZIL),2022-10-30,706.45
BFT004,BEEF FLEXOR TENDON HIND (QUALITY BEEF-BRAZIL),2022-11-06,661.8
BFT004,BEEF FLEXOR TENDON HIND (QUALITY BEEF-BRAZIL),2022-11-13,642.26
BFT004,BEEF FLEXOR TENDON HIND (QUALITY BEEF-BRAZIL),2022-11-20,590.92
BFT004,BEEF FLEXOR TENDON HIND (QUALITY BEEF-BRAZIL),2022-11-27,845.07
BFT004,BEEF FLEXOR TENDON HIND (QUALITY BEEF-BRAZIL),2022-12-04,649.84
BFT004,BEEF FLEXOR TENDON HIND (QUALITY BEEF-BRAZIL),2022-12-11,603.34
BFT004,BEEF FLEXOR TENDON HIND (QUALITY BEEF-BRAZIL),2022-12-18,697.95
BFT004,BEEF FLEXOR TENDON HIND (QUALITY BEEF-BRAZIL),2022-12-25,555.68
BFT004,BEEF FLEXOR TENDON HIND (QUALITY BEEF-BRAZIL),2023-01-01,584.2
BFT006,BEEF PADDY WACK (QUALITY BEEF),2022-11-27,47.620000000000005
BFT006,BEEF PADDY WACK (QUALITY BEEF),2022-12-04,0.0
BFT006,BEEF PADDY WACK (QUALITY BEEF),2022-12-11,24.11
BFT006,BEEF PADDY WACK (QUALITY BEEF),2022-12-18,24.16
BFT006,BEEF PADDY WACK (QUALITY BEEF),2022-12-25,113.66
BFT006,BEEF PADDY WACK (QUALITY BEEF),2023-01-01,21.799999999999997
BFT006-02,BEEF PADDY WACK/LIGAMENTUM (MINERVA),2022-10-16,29.51
BFT006-02,BEEF PADDY WACK/LIGAMENTUM (MINERVA),2022-10-23,59.120000000000005
BFT006-02,BEEF PADDY WACK/LIGAMENTUM (MINERVA),2022-10-30,13.7
BFT006-02,BEEF PADDY WACK/LIGAMENTUM (MINERVA),2022-11-06,29.44
BFT006-02,BEEF PADDY WACK/LIGAMENTUM (MINERVA),2022-11-13,114.49000000000001
BFT006-02,BEEF PADDY WACK/LIGAMENTUM (MINERVA),2022-11-20,74.41
BFT006-02,BEEF PADDY WACK/LIGAMENTUM (MINERVA),2022-11-27,103.53999999999999
BFT006-02,BEEF PADDY WACK/LIGAMENTUM (MINERVA),2022-12-04,29.22
BFT006-02,BEEF PADDY WACK/LIGAMENTUM (MINERVA),2022-12-11,0.0
BFT006-02,BEEF PADDY WACK/LIGAMENTUM (MINERVA),2022-12-18,29.29
BFT006-02,BEEF PADDY WACK/LIGAMENTUM (MINERVA),2022-12-25,58.85
BFT006-02,BEEF PADDY WACK/LIGAMENTUM (MINERVA),2023-01-01,40.72
BGC001,BEEF- BEEF GOLDEN COIN MUSCLE (MINERVA-BRAZIL),2022-10-02,107.42999999999999
BGC001,BEEF- BEEF GOLDEN COIN MUSCLE (MINERVA-BRAZIL),2022-10-09,457.35
BGC001,BEEF- BEEF GOLDEN COIN MUSCLE (MINERVA-BRAZIL),2022-10-16,411.02
BGC001,BEEF- BEEF GOLDEN COIN MUSCLE (MINERVA-BRAZIL),2022-10-23,147.81
BGC001,BEEF- BEEF GOLDEN COIN MUSCLE (MINERVA-BRAZIL),2022-10-30,124.8
BGC001,BEEF- BEEF GOLDEN COIN MUSCLE (MINERVA-BRAZIL),2022-11-06,383.39000000000004
BGC001,BEEF- BEEF GOLDEN COIN MUSCLE (MINERVA-BRAZIL),2022-11-13,525.91
BGC001,BEEF- BEEF GOLDEN COIN MUSCLE (MINERVA-BRAZIL),2022-11-20,632.16
BGC001,BEEF- BEEF GOLDEN COIN MUSCLE (MINERVA-BRAZIL),2022-11-27,163.34
BGC001,BEEF- BEEF GOLDEN COIN MUSCLE (MINERVA-BRAZIL),2022-12-04,82.72
BGC001,BEEF- BEEF GOLDEN COIN MUSCLE (MINERVA-BRAZIL),2022-12-11,117.38
BGC001,BEEF- BEEF GOLDEN COIN MUSCLE (MINERVA-BRAZIL),2022-12-18,82.81
BGC001,BEEF- BEEF GOLDEN COIN MUSCLE (MINERVA-BRAZIL),2022-12-25,89.62
BGC001,BEEF- BEEF GOLDEN COIN MUSCLE (MINERVA-BRAZIL),2023-01-01,234.74
BGC002,BEEF- BEEF GOLDEN COIN MUSCLE (QUALITY BEEF-BRAZIL),2022-10-30,4.5
BGC002,BEEF- BEEF GOLDEN COIN MUSCLE (QUALITY BEEF-BRAZIL),2022-11-06,0.0
BGC002,BEEF- BEEF GOLDEN COIN MUSCLE (QUALITY BEEF-BRAZIL),2022-11-13,12.01
BGC002,BEEF- BEEF GOLDEN COIN MUSCLE (QUALITY BEEF-BRAZIL),2022-11-20,10.0
BGC002,BEEF- BEEF GOLDEN COIN MUSCLE (QUALITY BEEF-BRAZIL),2022-11-27,12.0
BGC002,BEEF- BEEF GOLDEN COIN MUSCLE (QUALITY BEEF-BRAZIL),2022-12-04,10.0
BGC002,BEEF- BEEF GOLDEN COIN MUSCLE (QUALITY BEEF-BRAZIL),2022-12-11,10.0
BGC002,BEEF- BEEF GOLDEN COIN MUSCLE (QUALITY BEEF-BRAZIL),2022-12-18,10.0
BGC002,BEEF- BEEF GOLDEN COIN MUSCLE (QUALITY BEEF-BRAZIL),2022-12-25,0.0
BGC002,BEEF- BEEF GOLDEN COIN MUSCLE (QUALITY BEEF-BRAZIL),2023-01-01,10.0
BKN001-02,BEEF KNUCKLE (QUALITY BEEF/GJ/MINERVA-BRAZIL),2022-10-02,107.89999999999999
BKN001-02,BEEF KNUCKLE (QUALITY BEEF/GJ/MINERVA-BRAZIL),2022-10-09,564.2
BKN001-02,BEEF KNUCKLE (QUALITY BEEF/GJ/MINERVA-BRAZIL),2022-10-16,427.03
BKN001-02,BEEF KNUCKLE (QUALITY BEEF/GJ/MINERVA-BRAZIL),2022-10-23,654.63
BKN001-02,BEEF KNUCKLE (QUALITY BEEF/GJ/MINERVA-BRAZIL),2022-10-30,729.5200000000001
BKN001-02,BEEF KNUCKLE (QUALITY BEEF/GJ/MINERVA-BRAZIL),2022-11-06,372.92
BKN001-02,BEEF KNUCKLE (QUALITY BEEF/GJ/MINERVA-BRAZIL),2022-11-13,316.87
BKN001-02,BEEF KNUCKLE (QUALITY BEEF/GJ/MINERVA-BRAZIL),2022-11-20,586.1999999999999
BKN001-02,BEEF KNUCKLE (QUALITY BEEF/GJ/MINERVA-BRAZIL),2022-11-27,262.68
BKN001-02,BEEF KNUCKLE (QUALITY BEEF/GJ/MINERVA-BRAZIL),2022-12-04,419.74
BKN001-02,BEEF KNUCKLE (QUALITY BEEF/GJ/MINERVA-BRAZIL),2022-12-11,544.0799999999999
BKN001-02,BEEF KNUCKLE (QUALITY BEEF/GJ/MINERVA-BRAZIL),2022-12-18,620.66
BKN001-02,BEEF KNUCKLE (QUALITY BEEF/GJ/MINERVA-BRAZIL),2022-12-25,2722.38
BKN001-02,BEEF KNUCKLE (QUALITY BEEF/GJ/MINERVA-BRAZIL),2023-01-01,3938.3399999999997
BKN002-02,BEEF CUBE 2' X 2' 20KG/CTN,2022-10-09,10.0
BKN002-02,BEEF CUBE 2' X 2' 20KG/CTN,2022-10-16,0.0
BKN002-02,BEEF CUBE 2' X 2' 20KG/CTN,2022-10-23,10.0
BKN002-02,BEEF CUBE 2' X 2' 20KG/CTN,2022-10-30,630.0
BKN002-02,BEEF CUBE 2' X 2' 20KG/CTN,2022-11-06,50.0
BKN002-02,BEEF CUBE 2' X 2' 20KG/CTN,2022-11-13,30.0
BKN002-02,BEEF CUBE 2' X 2' 20KG/CTN,2022-11-20,50.0
BKN002-02,BEEF CUBE 2' X 2' 20KG/CTN,2022-11-27,35.0
BKN002-02,BEEF CUBE 2' X 2' 20KG/CTN,2022-12-04,30.0
BKN002-02,BEEF CUBE 2' X 2' 20KG/CTN,2022-12-11,30.0
BKN002-02,BEEF CUBE 2' X 2' 20KG/CTN,2022-12-18,45.0
BKN002-02,BEEF CUBE 2' X 2' 20KG/CTN,2022-12-25,20.0
BKN002-02,BEEF CUBE 2' X 2' 20KG/CTN,2023-01-01,65.0
BKN003,BEEF KNUCKLE CUBE (TFP) 500gmX20pkt,2022-10-02,20.0
BKN003,BEEF KNUCKLE CUBE (TFP) 500gmX20pkt,2022-10-09,200.0
BKN003,BEEF KNUCKLE CUBE (TFP) 500gmX20pkt,2022-10-16,190.0
BKN003,BEEF KNUCKLE CUBE (TFP) 500gmX20pkt,2022-10-23,250.0
BKN003,BEEF KNUCKLE CUBE (TFP) 500gmX20pkt,2022-10-30,195.0
BKN003,BEEF KNUCKLE CUBE (TFP) 500gmX20pkt,2022-11-06,165.0
BKN003,BEEF KNUCKLE CUBE (TFP) 500gmX20pkt,2022-11-13,60.0
BKN003,BEEF KNUCKLE CUBE (TFP) 500gmX20pkt,2022-11-20,60.0
BKN004,BEEF KNUCKLE CUBE (BUTHER'S RIDGE) 500GMX20PKT,2022-11-27,10.0
BKN004,BEEF KNUCKLE CUBE (BUTHER'S RIDGE) 500GMX20PKT,2022-12-04,10.0
BKN005,BEEF KNUCKLE CUBE (BUTHER'S RIDGE) 500GMX20PKT,2022-11-13,50.0
BKN005,BEEF KNUCKLE CUBE (BUTHER'S RIDGE) 500GMX20PKT,2022-11-20,40.0
BKN005,BEEF KNUCKLE CUBE (BUTHER'S RIDGE) 500GMX20PKT,2022-11-27,0.0
BKN005,BEEF KNUCKLE CUBE (BUTHER'S RIDGE) 500GMX20PKT,2022-12-04,10.0
BKN005,BEEF KNUCKLE CUBE (BUTHER'S RIDGE) 500GMX20PKT,2022-12-11,130.0
BKN005,BEEF KNUCKLE CUBE (BUTHER'S RIDGE) 500GMX20PKT,2022-12-18,210.0
BKN005,BEEF KNUCKLE CUBE (BUTHER'S RIDGE) 500GMX20PKT,2022-12-25,170.0
BKN005,BEEF KNUCKLE CUBE (BUTHER'S RIDGE) 500GMX20PKT,2023-01-01,140.0
BLI001,BEEF LIVER,2022-12-11,23.09
BLU001,BEEF LUNG,2022-11-13,40.9
BMB001,BEEF MARROW BONE 5KG/PKT,2022-12-25,6.4
BMB002,BEEF MARROW BONE CUT 2 INCH,2022-10-02,150.0
BMB002,BEEF MARROW BONE CUT 2 INCH,2022-10-09,540.0
BMB002,BEEF MARROW BONE CUT 2 INCH,2022-10-16,535.0
BMB002,BEEF MARROW BONE CUT 2 INCH,2022-10-23,505.0
BMB002,BEEF MARROW BONE CUT 2 INCH,2022-10-30,485.0
BMB002,BEEF MARROW BONE CUT 2 INCH,2022-11-06,570.0
BMB002,BEEF MARROW BONE CUT 2 INCH,2022-11-13,526.4
BMB002,BEEF MARROW BONE CUT 2 INCH,2022-11-20,625.0
BMB002,BEEF MARROW BONE CUT 2 INCH,2022-11-27,600.0
BMB002,BEEF MARROW BONE CUT 2 INCH,2022-12-04,590.0
BMB002,BEEF MARROW BONE CUT 2 INCH,2022-12-11,665.0
BMB002,BEEF MARROW BONE CUT 2 INCH,2022-12-18,650.0
BMB002,BEEF MARROW BONE CUT 2 INCH,2022-12-25,565.0
BMB002,BEEF MARROW BONE CUT 2 INCH,2023-01-01,450.0
BMI002,BEEF- MINCED BEEF 2KGX5PKT/CTNS,2022-10-02,8.0
BMI002,BEEF- MINCED BEEF 2KGX5PKT/CTNS,2022-10-09,70.0
BMI002,BEEF- MINCED BEEF 2KGX5PKT/CTNS,2022-10-16,114.0
BMI002,BEEF- MINCED BEEF 2KGX5PKT/CTNS,2022-10-23,102.0
BMI002,BEEF- MINCED BEEF 2KGX5PKT/CTNS,2022-10-30,130.0
BMI002,BEEF- MINCED BEEF 2KGX5PKT/CTNS,2022-11-06,108.0
BMI002,BEEF- MINCED BEEF 2KGX5PKT/CTNS,2022-11-13,86.0
BMI002,BEEF- MINCED BEEF 2KGX5PKT/CTNS,2022-11-20,482.0
BMI002,BEEF- MINCED BEEF 2KGX5PKT/CTNS,2022-11-27,132.0
BMI002,BEEF- MINCED BEEF 2KGX5PKT/CTNS,2022-12-04,78.0
BMI002,BEEF- MINCED BEEF 2KGX5PKT/CTNS,2022-12-11,276.0
BMI002,BEEF- MINCED BEEF 2KGX5PKT/CTNS,2022-12-18,208.0
BMI002,BEEF- MINCED BEEF 2KGX5PKT/CTNS,2022-12-25,332.0
BMI002,BEEF- MINCED BEEF 2KGX5PKT/CTNS,2023-01-01,248.0
BMI003,BEEF- TRIMMING MINCED BEEF,2022-12-04,100.0
BMI005,BEEF- MINCED BEEF (TFP) 300gmX20pkt,2022-10-02,140.0
BMI005,BEEF- MINCED BEEF (TFP) 300gmX20pkt,2022-10-09,500.0
BMI005,BEEF- MINCED BEEF (TFP) 300gmX20pkt,2022-10-16,536.0
BMI005,BEEF- MINCED BEEF (TFP) 300gmX20pkt,2022-10-23,170.0
BMI005,BEEF- MINCED BEEF (TFP) 300gmX20pkt,2022-10-30,2.0
BMI005,BEEF- MINCED BEEF (TFP) 300gmX20pkt,2022-11-06,0.0
BMI005,BEEF- MINCED BEEF (TFP) 300gmX20pkt,2022-11-13,340.0
BMI005,BEEF- MINCED BEEF (TFP) 300gmX20pkt,2022-11-20,60.0
BMI005,BEEF- MINCED BEEF (TFP) 300gmX20pkt,2022-11-27,3.0
BMI006,BEEF- MINCED BEEF (TUDBOM-SA) 500gmX24pkt,2022-10-30,240.0
BMI007,BEEF- MINCED BEEF (BUTHER'S RIDGE) 300gm,2022-10-30,100.0
BMI007,BEEF- MINCED BEEF (BUTHER'S RIDGE) 300gm,2022-11-06,192.0
BMI007,BEEF- MINCED BEEF (BUTHER'S RIDGE) 300gm,2022-11-13,163.0
BMI007,BEEF- MINCED BEEF (BUTHER'S RIDGE) 300gm,2022-11-20,90.0
BMI007,BEEF- MINCED BEEF (BUTHER'S RIDGE) 300gm,2022-11-27,90.0
BMI007,BEEF- MINCED BEEF (BUTHER'S RIDGE) 300gm,2022-12-04,140.0
BMI007,BEEF- MINCED BEEF (BUTHER'S RIDGE) 300gm,2022-12-11,165.0
BMI007,BEEF- MINCED BEEF (BUTHER'S RIDGE) 300gm,2022-12-18,717.0
BMI007,BEEF- MINCED BEEF (BUTHER'S RIDGE) 300gm,2022-12-25,561.0
BMI007,BEEF- MINCED BEEF (BUTHER'S RIDGE) 300gm,2023-01-01,411.0
BMM003,BEEF MELTIQUE CUBE 2.3CM X 2.3CM (5KG/PKT),2022-10-02,30.0
BMM003,BEEF MELTIQUE CUBE 2.3CM X 2.3CM (5KG/PKT),2022-10-09,40.0
