date,customer_code,customer_name,item_code,description,quantity,currency,selling_price,document_no,total,latest_purchase_price,median_price,avg_price,min_price,max_price,latest_profit_per_uom,median_profit_per_uom,avg_profit_per_uom,max_profit_per_uom,min_profit_per_uom,latest_total_profit,median_total_profit,avg_total_profit,max_total_profit,min_total_profit,latest_pc1,median_pc1,avg_pc1,max_pc1,min_pc1
2022-10-01,UCY0110,YGF FOOD CONCEPTS PTE LTD,SCA007-02,SEAFOOD- BOILED SEA SCALLOP MEAT 80/100 10X1KG/CTNS,4.0,SGD,9.5,22209088,38.0,11.5,11.5,11.5,11.5,11.5,-2.0,-2.0,-2.0,-2.0,-2.0,-8.0,-8.0,-8.0,-8.0,-8.0,-0.21052631578947367,-0.21052631578947367,-0.21052631578947367,-0.21052631578947367,-0.21052631578947367
2022-10-01,UCY0106,YGF FOOD CONCEPTS PTE LTD,SCA007-02,SEAFOOD- BOILED SEA SCALLOP MEAT 80/100 10X1KG/CTNS,8.0,SGD,9.5,22209089,76.0,11.5,11.5,11.5,11.5,11.5,-2.0,-2.0,-2.0,-2.0,-2.0,-16.0,-16.0,-16.0,-16.0,-16.0,-0.21052631578947367,-0.21052631578947367,-0.21052631578947367,-0.21052631578947367,-0.21052631578947367
2022-10-01,UCY0112,YY MEISHI PTE LTD,SCA007-02,SEAFOOD- BOILED SEA SCALLOP MEAT 80/100 10X1KG/CTNS,10.0,SGD,10.0,22209107,100.0,11.5,11.5,11.5,11.5,11.5,-1.5,-1.5,-1.5,-1.5,-1.5,-15.0,-15.0,-15.0,-15.0,-15.0,-0.15,-0.15,-0.15,-0.15,-0.15
2022-10-01,UCY0105,YGF FOOD CONCEPTS PTE LTD,SCA007-02,SEAFOOD- BOILED SEA SCALLOP MEAT 80/100 10X1KG/CTNS,6.0,SGD,9.5,22209114,57.0,11.5,11.5,11.5,11.5,11.5,-2.0,-2.0,-2.0,-2.0,-2.0,-12.0,-12.0,-12.0,-12.0,-12.0,-0.21052631578947367,-0.21052631578947367,-0.21052631578947367,-0.21052631578947367,-0.21052631578947367
2022-10-01,UCQ0029,QM JIANGHU PTE LTD,SCA007-02,SEAFOOD- BOILED SEA SCALLOP MEAT 80/100 10X1KG/CTNS,6.0,SGD,9.5,22209127,57.0,11.5,11.5,11.5,11.5,11.5,-2.0,-2.0,-2.0,-2.0,-2.0,-12.0,-12.0,-12.0,-12.0,-12.0,-0.21052631578947367,-0.21052631578947367,-0.21052631578947367,-0.21052631578947367,-0.21052631578947367
2022-10-01,UCQ0013,QM JIANGHU PTE LTD,SCA007-02,SEAFOOD- BOILED SEA SCALLOP MEAT 80/100 10X1KG/CTNS,10.0,SGD,9.5,22209128,95.0,11.5,11.5,11.5,11.5,11.5,-2.0,-2.0,-2.0,-2.0,-2.0,-20.0,-20.0,-20.0,-20.0,-20.0,-0.21052631578947367,-0.21052631578947367,-0.21052631578947367,-0.21052631578947367,-0.21052631578947367
2022-10-01,UCK0101,KUAI LE LAO JIA,SCA007-02,SEAFOOD- BOILED SEA SCALLOP MEAT 80/100 10X1KG/CTNS,10.0,SGD,9.5,22209131,95.0,11.5,11.5,11.5,11.5,11.5,-2.0,-2.0,-2.0,-2.0,-2.0,-20.0,-20.0,-20.0,-20.0,-20.0,-0.21052631578947367,-0.21052631578947367,-0.21052631578947367,-0.21052631578947367,-0.21052631578947367
2022-10-01,UCF0157,FOOD ESSENCE PRIVATE LIMITED,SCA007-02,SEAFOOD- BOILED SEA SCALLOP MEAT 80/100 10X1KG/CTNS,2.0,SGD,11.0,22209132,22.0,11.5,11.5,11.5,11.5,11.5,-0.5,-0.5,-0.5,-0.5,-0.5,-1.0,-1.0,-1.0,-1.0,-1.0,-0.045454545454545456,-0.045454545454545456,-0.045454545454545456,-0.045454545454545456,-0.045454545454545456
2022-10-01,UCR0017,RUNDA TRADING PTE LTD,SCA007-02,SEAFOOD- BOILED SEA SCALLOP MEAT 80/100 10X1KG/CTNS,10.0,SGD,8.5,22209179,85.0,11.5,11.5,11.5,11.5,11.5,-3.0,-3.0,-3.0,-3.0,-3.0,-30.0,-30.0,-30.0,-30.0,-30.0,-0.35294117647058826,-0.35294117647058826,-0.35294117647058826,-0.35294117647058826,-0.35294117647058826
2022-10-01,UCY0036,YANG CHONG ONG FOOD TRADING MERCHANT,SCA007-02,SEAFOOD- BOILED SEA SCALLOP MEAT 80/100 10X1KG/CTNS,10.0,SGD,8.5,22209338,85.0,11.5,11.5,11.5,11.5,11.5,-3.0,-3.0,-3.0,-3.0,-3.0,-30.0,-30.0,-30.0,-30.0,-30.0,-0.35294117647058826,-0.35294117647058826,-0.35294117647058826,-0.35294117647058826,-0.35294117647058826
2022-10-02,UCY0132,YGF FOOD CONCEPTS PTE LTD,SCA007-02,SEAFOOD- BOILED SEA SCALLOP MEAT 80/100 10X1KG/CTNS,3.0,SGD,9.5,22209479,28.5,11.5,11.5,11.5,11.5,11.5,-2.0,-2.0,-2.0,-2.0,-2.0,-6.0,-6.0,-6.0,-6.0,-6.0,-0.21052631578947367,-0.21052631578947367,-0.21052631578947367,-0.21052631578947367,-0.21052631578947367
2022-10-02,UCY0118,YGF FOOD CONCEPTS PTE LTD,SCA007-02,SEAFOOD- BOILED SEA SCALLOP MEAT 80/100 10X1KG/CTNS,6.0,SGD,9.5,22209482,57.0,11.5,11.5,11.5,11.5,11.5,-2.0,-2.0,-2.0,-2.0,-2.0,-12.0,-12.0,-12.0,-12.0,-12.0,-0.21052631578947367,-0.21052631578947367,-0.21052631578947367,-0.21052631578947367,-0.21052631578947367
2022-10-02,UCY0105,YGF FOOD CONCEPTS PTE LTD,SCA007-02,SEAFOOD- BOILED SEA SCALLOP MEAT 80/100 10X1KG/CTNS,3.0,SGD,9.5,22209483,28.5,11.5,11.5,11.5,11.5,11.5,-2.0,-2.0,-2.0,-2.0,-2.0,-6.0,-6.0,-6.0,-6.0,-6.0,-0.21052631578947367,-0.21052631578947367,-0.21052631578947367,-0.21052631578947367,-0.21052631578947367
2022-10-02,UCY0106,YGF FOOD CONCEPTS PTE LTD,SCA007-02,SEAFOOD- BOILED SEA SCALLOP MEAT 80/100 10X1KG/CTNS,8.0,SGD,9.5,22209484,76.0,11.5,11.5,11.5,11.5,11.5,-2.0,-2.0,-2.0,-2.0,-2.0,-16.0,-16.0,-16.0,-16.0,-16.0,-0.21052631578947367,-0.21052631578947367,-0.21052631578947367,-0.21052631578947367,-0.21052631578947367
