item_code,description,purchase_count,avg_price,min_price,median_price,max_price,latest_purchase_price,latest_purchase_date,total_qty,total_pv,num_suppliers
CKAD01,CHICKEN KATSUDON 14pcs 1kgX10pkt,9.0,7.1,7.1,7.1,7.1,7.1,2022-12-28,1900.0,13490.0,1
CKAD07,FULLY COOKED FRIED CHICKEN CRISPY KATSUDON,5.0,8.2,8.2,8.2,8.2,8.2,2022-12-24,110.0,902.0,1
CLIV01,CHICKEN HEART,1.0,8.0,8.0,8.0,8.0,8.0,2022-11-23,6.2,49.6,1
CMIJ02-02,CHICKEN- MID JOINT 30gmUP (AVIVAR) 6pkt X 2kg/ctns,1.0,4.15,4.15,4.15,4.15,4.15,2022-10-03,720.0,2988.0000000000005,1
CMIJ03,CHICKEN- MID JOINT 35-45gm (AURORA) 12X1pkt,9.0,4.605555555555555,4.6,4.6,4.65,4.6,2022-12-28,12960.0,59918.399999999994,1
CMIJ03-01,CHICKEN- MID JOINT 30gm (PERDIGAO) 1kgX16pkt,5.0,4.8,4.2,5.0,5.0,4.2,2022-10-31,2080.0,9696.0,2
CMIJ03-02,CHICKEN- MID JOINT 30gm (PERDIGAO) 1kgX12pkt,3.0,4.233333333333333,3.1,4.8,4.8,3.1,2022-12-20,1800.0,7620.0,2
CMIJ04,CHICKEN- MID JOINT 30gm (FIRST PRIDE) 1kgX12pkt,8.0,4.5875,3.1,4.9,4.9,3.1,2022-12-20,4200.0,19080.0,1
CMIJ09,CHICKEN- MID JOINT FRANGOSUL 12X1KG/CTNS,12.0,2.0,2.0,2.0,2.0,2.0,2022-12-23,5232.0,10464.0,1
CMIN01,CHICKEN- MINCED CHICKEN 2kgX5pkt,1.0,4.5,4.5,4.5,4.5,4.5,2022-11-15,200.0,900.0,1
CMIN03,CHICKEN- MINCED CHICKEN 300GM X 12PKT (PERDIGAO),12.0,2.025,1.75,2.025,2.3,1.75,2022-12-31,2020.0,4063.0,2
CMIN04,CHICKEN- MINCED CHICKEN (BUTHER'S RIDGE) 20X300gm,9.0,2.5,2.5,2.5,2.5,2.5,2022-12-21,1020.0,2550.0,1
CMIN05,CHICKEN- MINCED CHICKEN *HALAL-TNL* 2KG/PKT,4.0,4.5,4.5,4.5,4.5,4.5,2022-10-19,440.0,1980.0,1
CNSF01,CHICKEN STIR FRY 250GM X 12PKT (PERDIGAO),3.0,2.3,2.3,2.3,2.3,2.3,2022-10-17,180.0,414.0,1
CNSF02,CHICKEN STIR FRY 250GM X 12PKT (BUTHER'S RIDGE),5.0,2.5,2.5,2.5,2.5,2.5,2022-12-21,480.0,1200.0,1
COLD01,CHICKEN- OLD FOWL,20.0,4.599999999999999,4.6,4.6,4.6,4.6,2022-12-29,678.4200000000001,3120.732,1
CQUL02,CHICKEN QUARTER LEG (SIMMONS-USA) 15kg/ctn,1.0,2.55,2.55,2.55,2.55,2.55,2022-10-25,150.0,382.5,1
CQUL06,CHICKEN QUARTER LEG (CASEFARM) 15kg/ctn,8.0,2.5,2.5,2.5,2.5,2.5,2022-10-27,50.0,125.0,1
CSBL01,CHICKEN- BLACK CHICKEN 5PCS/PKT,14.0,5.5,5.5,5.5,5.5,5.5,2022-12-24,107.0,588.5,1
CSBL01-02,CHICKEN- KAMPONG CHICKEN / FEATHERLESS PULLET,9.0,9.0,9.0,9.0,9.0,9.0,2022-12-03,71.8,646.2,1
CSBL01-03,CHICKEN- KAMPONG CHICKEN WHOLE LEG,9.0,10.5,10.5,10.5,10.5,10.5,2022-10-26,72.3,759.15,1
CSKI01,CHICKEN SKIN 15kg/ctn,1.0,0.5,0.5,0.5,0.5,0.5,2022-10-28,130.0,65.0,1
CSLI08-02,CHICKEN SLICED SHABU SHABU 12X300gm/pkt PERDIGAO,2.0,2.2,2.2,2.2,2.2,2.2,2022-10-17,180.0,396.0,1
CSLI08-03,CHICKEN SLICED SHABU SHABU 12X300gm/pkt BUTHER'S RIDGE,5.0,2.8,2.8,2.8,2.8,2.8,2022-12-30,480.0,1344.0,1
CSOF01,CHICKEN- CHICKEN SOFTBONE,1.0,10.0,10.0,10.0,10.0,10.0,2022-11-18,2.1,21.0,1
CSOF02,CHICKEN- KNEE CARTILAGE (SEARA) 6X2KG/CTNS,2.0,6.8,6.8,6.8,6.8,6.8,2022-11-02,1236.0,8404.8,1
CSPR03-01,CHICKEN- SPRING CHICKEN 800gm (PD) 9.6kg/ctn,2.0,42.24,42.24,42.24,42.24,42.24,2022-10-14,120.0,5068.8,1
CSPR04,CHICKEN- SPRING CHICKEN 900gm (PD) 10.80kg/ctn,1.0,46.51,46.51,46.51,46.51,46.51,2022-11-12,994.0,46230.939999999995,1
CWHL03,CHICKEN- WHOLE LEG (SEARA/LAR) 15kg/ctn,10.0,36.375,35.25,36.375,37.5,35.25,2022-11-29,1020.0,36900.0,1
CWHL09,CHICKEN- WHOLE LEG (AURORA) 15kg/ctn,8.0,36.1875,36.0,36.0,37.5,37.5,2022-11-13,1140.0,41130.0,2
CWHL13,CHICKEN- WHOLE LEG (COPACOL/ALLIZ-BRAZIL) 15kg/ctn,2.0,31.675,31.67,31.675,31.68,31.68,2022-12-02,3748.0,118717.9,1
CWHL14,CHICKEN- WHOLE LEG 230-260GM (FRESH),32.0,9.5,9.5,9.5,9.5,9.5,2022-12-31,410.4,3898.8,1
CWHO01,CHICKEN- WHOLE CHICKEN 1100gm (PERDIAO) 11kg/ctn,1.0,3.8,3.8,3.8,3.8,3.8,2022-11-12,10395.0,39501.0,1
CWHO06,CHICKEN- WHOLE CHICKEN 1300gm (PERDIGAO)  13kg/ctn,1.0,3.9,3.9,3.9,3.9,3.9,2022-10-19,390.0,1521.0,1
CWHO08-03,CHICKEN- WHOLE CHICKEN 1200gm (PERDIGAO) 12kg/ctn,1.0,4.1,4.1,4.1,4.1,4.1,2022-10-08,360.0,1475.9999999999998,1
CWIN01,CHICKEN WING 80-100gm (SEARA/PERDIGAO) 15kg/ctn,1.0,58.5,58.5,58.5,58.5,58.5,2022-10-01,15.0,877.5,1
CWIN01-03,CHICKEN WING 80-100GM UP (SEARA) 2KGX6PKT,14.0,3.7999999999999985,3.8,3.8,3.8,3.8,2022-12-31,11496.0,43684.8,3
CWIN01-05,CHICKEN WING 75-90gm (PERDIAGO) 15kg/ctn,13.0,58.15384615384615,57.0,57.0,63.0,57.0,2022-12-31,315.0,18225.0,2
CWIN02-06,CHICKEN WING 90-110gm UP (TYSON) 12X1pkt,2.0,3.375,3.0,3.375,3.75,3.0,2022-12-20,1332.0,4491.0,1
CWIN02-07,CHICKEN WING 90-110gm (FIRST PRIDE) 12X1pkt,9.0,3.8666666666666663,3.6,3.9,3.9,3.9,2022-12-06,4596.0,17816.4,1
CWIN02-08,CHICKEN WING 90gm UP (MORO) 2kgX8pkt,1.0,3.0,3.0,3.0,3.0,3.0,2022-12-20,896.0,2688.0,1
CWIN05-01,CHICKEN WING 120-140gm (SEARA) 15kg/ctn,10.0,30.0,30.0,30.0,30.0,30.0,2022-12-28,157.0,4710.0,1
CWIN05-04,CHICKEN WING 120GMUP / 120-150gm UP (PD/SEARA/AVIA)15kg/ctn,8.0,46.03125,45.75,45.75,46.5,45.75,2022-12-22,157.0,7235.25,1
CWIN06-04,ChICKEN WING STICK(SEARA) 12x1KG/CTNS,7.0,3.1571428571428575,3.1,3.1,3.3,3.1,2022-12-24,6063.0,19131.3,2
CWIN06-07,CHICKEN WING STICK (AURORA) 1kgX12pkt,2.0,3.1,3.1,3.1,3.1,3.1,2022-11-26,1929.0,5979.9,1
DEER01,DEER MEAT,5.0,29.6,28.0,30.0,30.0,28.0,2022-12-19,444.96000000000004,13042.62,2
DUCK01-04,DUCK- HALAL FRESH WHOLE DUCK (3.56kg/pcs),20.0,5.438,4.5,5.33,6.0,5.21,2022-12-20,2216.42,11866.6712,2
DUCK03-01,DUCK- 2JOINT DUCK WING,1.0,2.8,2.8,2.8,2.8,2.8,2022-11-26,29.5,82.6,1
DUCK03-02,DUCK- DUCK 3JOINT WING EDEN DUCK 12X1kg/ctn,5.0,3.2,3.2,3.2,3.2,3.2,2022-12-10,131.5,420.8,1
DUCK04,DUCK BREAST 10KG/CTNS,1.0,11.0,11.0,11.0,11.0,11.0,2022-11-18,1.2,13.2,1
DUCK04-02,DUCK- SMOKE DUCK BREAST (ORIGINAL) 220gm/pcsS,7.0,9.142857142857142,9.0,9.0,9.5,9.0,2022-12-20,614.0,5601.0,2
DUCK05-02,DUCK TONGUE,10.0,16.2,15.0,15.0,19.0,15.0,2022-12-24,177.2,2744.0,2
DUCK06,DUCK HEAD 5KG/PKT,37.0,2.0594594594594597,2.0,2.0,3.5,2.0,2022-12-31,667.7,1356.9,3
DUCK07,DUCK FEET,2.0,3.2,3.2,3.2,3.2,3.2,2022-12-17,60.2,192.64000000000001,1
DUCK07-01,DUCK FEET DEBONE 12X1KG/CTNS,2.0,20.75,19.0,20.75,22.5,22.5,2022-12-06,480.0,9960.0,1
DUCK08,DUCK NECKS SKINLESS  10kg/ctn,16.0,2.6,2.6,2.6,2.6,2.6,2022-12-31,326.9,849.94,1
DUCK13,DUCK GIZZARD,21.0,3.2000000000000006,3.2,3.2,3.2,3.2,2022-12-31,743.9,2380.48,1
DUCK15,DUCK- DUCK LIVER PRE SLICED,2.0,89.215,86.76,89.215,91.67,89.215,2022-12-08,12.0,1090.22,1
DUCK15-03,DUCK- DUCK LIVER PRE SLICED 50GM/PCS,5.0,93.86600000000001,78.0,95.07,109.22,78.0,2022-12-21,23.5,2228.5787,3
DUCK20,DUCK BONE,4.0,0.9,0.9,0.9,0.9,0.9,2022-12-20,40.1,36.09,1
DUCK25,CURRY DUCK,1.0,5.6,5.6,5.6,5.6,5.6,2022-11-30,240.0,1344.0,1
FBA001-01,FISH- WHOLE BATANG 2-3 FRESH - CLEAN & GUTTER,21.0,6.4523809523809526,5.5,6.8,8.2,5.5,2022-12-29,5333.4800000000005,33547.71,3
FBA001-02,FISH- WHOLE BATANG 3/4KG (NSW-LH),2.0,7.550000000000001,6.8,7.550000000000001,8.3,8.3,2022-11-24,171.20000000000002,1413.0100000000002,2
FBA001-05,FISH- FRESH SPANISH MACKEREL,15.0,9.167333333333334,7.5,9.0,10.5,9.5,2022-12-30,99.3,913.007,1
FBA006-01,FISH- BATANG STEAK 3-5 2kgX5pkt,12.0,6.433333333333334,6.1,6.5,6.5,6.5,2022-12-21,1300.0,8370.0,2
FBE002,FISH- BELT FISH 200-300GM 10KG/CTNS,9.0,3.611111111111111,3.5,3.5,4.5,3.5,2022-12-27,992.0,3484.0,2
FBE003,FISH- BELT FISH,1.0,5.0,5.0,5.0,5.0,5.0,2022-12-06,10.0,50.0,1
FBE004,FISH- BELT FISH STEAK 150-200GM 10X1KG/CTNS,2.0,4.5,4.0,4.5,5.0,4.5,2022-12-13,40.0,180.0,2
FBE006,FISH- BELT FISH ROLL 10X1KG/CTNS,4.0,5.0,5.0,5.0,5.0,5.0,2022-12-13,350.0,1750.0,1
FBF002,FISH- BREADED POLLACK FILLET (WHITE CRUMBS) 10pcs/pkt,5.0,2.38,2.38,2.38,2.38,2.38,2022-12-29,600.0,1428.0,1
FBP005,FISH- BLACK POMFRET 100-150gm 5kgX2pkt,3.0,4.5,4.5,4.5,4.5,4.5,2022-12-31,400.0,1800.0,1
FBP009-02,FISH- GOLDEN POMFRET 150/200GM CLEAN & GUTTER 10KG/CTNS,1.0,6.3,6.3,6.3,6.3,6.3,2022-12-01,10.0,63.0,1
FCH002,FISH CHIP RED 500gmX20pkt,2.0,2.9,2.9,2.9,2.9,2.9,2022-11-29,2200.0,6380.0,1
FCS001,FISH- CHILEAN SALMON FILLET SKIN-ON 3-4LB/PCS 10kg/ctns,7.0,18.471428571428568,17.7,18.3,19.5,17.7,2022-12-31,2250.0,41835.0,1
FCS001-02,FISH- SASHIMI SALMON CUT 230-250GM,29.0,52.275862068965516,49.0,50.0,58.0,58.0,2022-12-31,49.940000000000005,2627.2400000000002,1
FCS005,FISH- SMOKED SALMON SLICED 100GM/PKT,1.0,28.0,28.0,28.0,28.0,28.0,2022-11-30,1.0,28.0,1
FCU001,FISH- CUTTLEFISH 5kg/pkt,57.0,5.1000000000000005,5.1,5.1,5.1,5.1,2022-12-31,2870.0,14636.999999999998,1
FCU002,FISH- BABY CUTTLEFISH 40-60 12X1KG/CTNS,9.0,9.077777777777778,8.5,8.5,9.8,9.8,2022-12-31,880.0,8000.0,2
FGR004,FISH- FRESH FLOWER GROUPER,25.0,11.05,9.5,10.5,13.0,11.5,2022-12-31,211.2,2326.675,3
FKE003,FISH- KEMBONG 8-10pcs 2kg X 5pkt/ctns,4.0,3.0,3.0,3.0,3.0,3.0,2022-12-16,900.0,2700.0,1
FKU003,FISH- KUNING 31-35pcs  2kgX5pkt,1.0,2.8,2.8,2.8,2.8,2.8,2022-10-17,100.0,280.0,1
FLE003,FISH- LEATHER JACKET 300-400gm 10kg/ctn,4.0,7.5,7.5,7.5,7.5,7.5,2022-12-19,100.0,750.0,2
FMI001-01,FISH- MILK FISH,2.0,4.335,3.87,4.335,4.8,3.87,2022-12-09,1080.0,4365.6,2
FRG002,FISH- RED SNAPPER FISH TAIL,3.0,17.333333333333332,17.0,17.5,17.5,17.5,2022-12-31,41.5,720.6,2
FRG004,FISH- RED GORLY 6-8pcs 2kgX5pkt,13.0,3.0153846153846158,2.8,3.2,3.2,3.2,2022-12-31,1280.0,3864.0,2
FRM001,FISH- FRESH ANGKOLI FISH,1.0,10.5,10.5,10.5,10.5,10.5,2022-10-31,10.0,105.0,1
FRS001-02,FISH- RED SNAPPER FISH HEAD FRESH,3.0,11.666666666666666,10.5,12.0,12.5,12.5,2022-12-31,190.0,2296.3,2
FRS001-05,FISH- RED SNAPPER FISH HEAD FROZEN 5nos/ctns,55.0,16.681818181818183,14.5,17.0,17.0,17.0,2022-12-31,346.3,5789.1,1
FRS002,FISH- FRESH RED GROUPER - BIG,4.0,27.875,25.0,28.25,30.0,27.0,2022-12-31,22.6,639.35,3
FRS003,FISH- FRESH RED GROUPER - SMALL,3.0,24.666666666666668,22.0,25.0,27.0,27.0,2022-12-15,69.1,1823.6000000000001,2
FRS005,FISH- RED SNAPPER FISH,21.0,16.5,14.0,16.5,17.0,16.5,2022-12-30,61.8,1018.8499999999999,1
FSA001,FISH- SABA FISH 400-600gm 20kg/ctn,8.0,3.8,3.8,3.8,3.8,3.8,2022-12-27,160.0,608.0,1
FSA002-01,FISH- SABA FILLET 5KG/CTNS (35P),2.0,8.0,8.0,8.0,8.0,8.0,2022-11-09,50.0,400.0,1
FSB002-01,FISH- FRESH SEABASS 600-700GM,28.0,6.741785714285713,6.0,6.779999999999999,7.45,6.654999999999999,2022-12-27,1453.2,9863.043,2
FSB002-02-02,FISH- FRESH SEABASS 800-900GM,25.0,6.661999999999999,6.6,6.6,6.89,6.6,2022-11-27,1268.0,8484.055,1
FSB002-03,FISH- FRESH SEABASS 500-600GM,190.0,7.038947368421053,6.7,6.7,8.0,6.720000000000001,2022-12-31,2589.0,17660.937,2
FSB002-04-02,FISH- FRESH SEABASS 600-700GM - BUTTERFLY @ BACK,1.0,6.82,6.82,6.82,6.82,6.82,2022-12-03,125.0,852.5,1
FSB002-05,FISH- FRESH SEABASS 500-600GM - BUTTERFLY @ BACK,3.0,6.8066666666666675,6.7,6.82,6.9,6.82,2022-12-25,224.0,1525.66,1
FSB002-06,FISH- FRESH SEABASS 800-900GM - BUTTERFLY @ BACK,10.0,6.859,6.78,6.8,7.02,6.79,2022-12-25,1212.5,8313.765,1
FSB006,FISH- SEABASS PORTION CUT 250GM/PKT **PKT,1.0,2.43,2.43,2.43,2.43,2.43,2022-10-29,50.0,121.50000000000001,1
FSF001-02,FISH- SUTCHI FILLET 170-220gm (PRIME) 10X1kg/ctn,1.0,2.78,2.78,2.78,2.78,2.78,2022-11-18,2000.0,5560.0,1
FSF001-06,FISH- SUTCHI FILLET 170-220gm 6KG/CTNS,2.0,15.905000000000001,14.81,15.905000000000001,17.0,14.81,2022-11-18,1600.0,25448.0,1
FSF0010-04,FISH- SUTCHI CUBE 25-35GM 6kg/ctn (TWIN) DL 478,7.0,17.01,13.5,19.0,19.0,13.5,2022-12-12,3100.0,45894.0,2
FSF0021,FISH- SHARK FIN SUPERIOR 250gm/pkt,1.0,220.0,220.0,220.0,220.0,220.0,2022-12-03,1.0,220.0,1
FSF0022,FISH- SHARK FIN 500gm/pkt,3.0,22.666666666666668,20.0,20.0,28.0,20.0,2022-12-31,100.0,2160.0,2
FSF0023,FISH- PATIN SLICED - BONE IN WITH SKIN VACUUM PACK,1.0,2.4,2.4,2.4,2.4,2.4,2022-12-01,50.0,120.0,1
FSF004-08,FISH- SUTCHI FILLET 400-600gm 6kg/ctn (TWIN) DL 478,5.0,15.394,14.44,15.32,17.0,14.44,2022-12-26,12967.0,196527.66,1
FSF006,FISH- SUTCHI STEAK 60-80gm(DL 478) 2kgX5pkt,3.0,2.75,2.45,2.9,2.9,2.675,2022-12-30,830.0,2155.0,2
FSF010-03,FISH- SUTCHI FILLET BUTTERFLY CUT 600-800gm 10/ctns,3.0,2.29,2.17,2.22,2.48,2.17,2022-12-12,12900.0,28763.0,1
FSF010-04,FISH- SUTCHI FILLET BUTTERFLY CUT 700-900gm 10/ctns,2.0,2.525,2.17,2.525,2.88,2.17,2022-12-12,10900.0,25783.0,1
FSF010-06,FISH- SUTCHI FILLET BUTTERFLY CUT 900-1000gm 10kg/ctn,4.0,2.435,2.17,2.35,2.87,2.17,2022-12-26,29600.0,70542.0,1
FSH001-01,FISH- SHARK FILLET 300GM UP 15KG/CTNS,10.0,5.0,5.0,5.0,5.0,5.0,2022-12-29,705.0,3525.0,1
FSH003,FISH- SOON HOCK FISH,1.0,18.0,18.0,18.0,18.0,18.0,2022-12-15,12.9,232.20000000000002,1
FSI001,FISH- SHISHAMO 120gm 30pkt/ctn,9.0,1.7999999999999998,1.8,1.8,1.8,1.8,2022-12-24,1320.0,2376.0,1
FSN001,FISH- FRESH TOMAN FILLET SLICED (U),1.0,13.0,13.0,13.0,13.0,13.0,2022-12-31,22.0,286.0,1
FSN001-03,FISH- TOMAN FILLET 300/500 10KG/CTNS,6.0,8.016666666666666,7.5,8.2,8.2,8.2,2022-12-20,771.73,6274.186,2
FSN001-04,FISH- TOMAN FILLET 300/500 6KG/CTNS,1.0,7.5,7.5,7.5,7.5,7.5,2022-11-06,6.0,45.0,1
FSN002-02,FISH- TOMAN FILLET CUT SLICED (SKIN-ON) 4MM 10X1KG/CTNS,2.0,7.65,7.5,7.65,7.8,7.5,2022-11-10,130.0,1005.0,1
FSN002-04,FISH- TOMAN FILLET CUT SLICED (SKIN-ON) 4MM 10X1KG/CTNS,4.0,8.125,7.5,8.0,9.0,9.0,2022-12-17,400.0,3250.0,1
FSN003,FISH- FRESH TOMAN FILLET,51.0,10.707843137254905,9.5,11.2,11.2,10.35,2022-12-31,448.6,4605.9,4
FSR001,FISH- STING RAY 2000-3000gm 15KG/CTNS,1.0,9.0,9.0,9.0,9.0,9.0,2022-10-26,200.0,1800.0,1
FSR002,FISH- STING RAY 1000-2000gm 10kg/ctn,9.0,9.0,9.0,9.0,9.0,9.0,2022-12-31,950.0,8550.0,1
FSS003,FISH- SILVER FISH 8-10CM 10X1KG/CTNS,5.0,9.5,9.5,9.5,9.5,9.5,2022-12-31,190.0,1805.0,1
FTI002,FISH- FRESH RED TILAPIA,9.0,6.199999999999999,5.0,6.5,6.5,5.0,2022-12-31,77.8,487.39,4
FTN002,FISH- FRESH TUNA (INDONESIA MAGURO),20.0,22.0,22.0,22.0,22.0,22.0,2022-12-30,210.15,4623.3,1
FUN002,UNAGI KABAYAKI 200GMX50PCS 10KG/CTNS (IWP-PACKING),2.0,27.5,27.5,27.5,27.5,27.5,2022-12-15,60.0,1650.0,1
FUN003,UNAGI KABAYAKI 250GM/PKT ** 50PCS,3.0,5.5,5.5,5.5,5.5,5.5,2022-12-15,400.0,2200.0,1
FYC001,FISH- YELLOW CROAKER 300-400GM,4.0,6.25,5.5,5.5,8.5,5.5,2022-11-23,94.0,547.0,2
FYT001,FISH- YELLOW TAIL FILLET BONELESS,2.0,5.0,5.0,5.0,5.0,5.0,2022-12-02,117.0,585.0,1
FYT003-01,FISH- FRESH TAIXING WR (1-1.6 KG),1.0,27.0,27.0,27.0,27.0,27.0,2022-12-31,34.3,926.0999999999999,1
GOOS01,GOOSE WHOLE WITH GIBLETS IWP 3.6KG (HUNGARIAN),2.0,34.0,34.0,34.0,34.0,34.0,2022-12-09,27.79,944.86,1
MBL001-01,MUTTON BONELESS LEG (FLETCHER-AUST),6.0,11.75,10.8,11.75,12.8,12.8,2022-12-31,4251.45,49068.212,4
MBL003,LAMB SHOULDER B/LESS OYSTER TUBED,13.0,16.184615384615384,15.0,16.5,16.5,16.5,2022-12-27,1815.23,29405.197,2
MBL004-02,LAMB BONELESS LEG (AUST-HILLSIDE/RYAN),2.0,13.600000000000001,12.9,13.600000000000001,14.3,12.9,2022-12-17,1020.4599999999999,13580.993999999999,1
MCA003,RAM CARCASE (WOODWARD-AUST),3.0,9.5,9.5,9.5,9.5,9.5,2022-12-14,251.7,2391.1499999999996,1
MCB001,MUTTON CUBE BONE IN 5kgX2pkt,1.0,8.5,8.5,8.5,8.5,8.5,2022-12-31,5.0,42.5,1
MCU001,MUTTON CUBE 5kgX2pkt,1.0,11.4,11.4,11.4,11.4,11.4,2022-12-14,10.0,114.0,1
MECHICKEN03,MARINATE CHICKEN MID JOINT 5KG/PKT,10.0,7.8,7.8,7.8,7.8,7.8,2022-12-26,50.0,390.0,1
MEPORK01,MARINATE PORK BELLY,4.0,5.7,5.7,5.7,5.7,5.7,2022-12-06,28.0,159.60000000000002,1
MFL001,MUTTON- LAMB FLAP BONE IN (ALLIANCE-AUST),3.0,7.8,7.8,7.8,7.8,7.8,2022-12-31,1080.0,8424.0,1
MFL003,MUTTON- LAMB FLAP BONE IN (KILDARE-AUST),6.0,7.8999999999999995,7.8,7.95,7.95,7.8,2022-12-31,4893.9,38546.505000000005,1
MFL004-02,MUTTON- LAMB FLAP BONE (WOODWARD),3.0,8.116666666666667,7.8,7.95,8.6,8.6,2022-12-08,2080.0,16498.0,2
MKI002,MUTTON- LAMB/MUTTON KIDNEY 15X1kg/ctns,4.0,6.8,6.8,6.8,6.8,6.8,2022-11-29,315.0,2142.0,1
MPL001,MUTTON PLUCK / MUTTON LIVER,8.0,4.725,4.6,4.8,4.8,4.6,2022-12-22,710.74,3322.556,2
MSC005,MUTTON- LAMB SHOULDER CHOP 19cm 2kg/pkt (HALAL),4.0,11.7,11.7,11.7,11.7,11.7,2022-12-02,34.0,397.8,1
MSC006,MUTTON- LAMB SHOULDER CHOP 19cm 2kg/pkt,1.0,11.7,11.7,11.7,11.7,11.7,2022-12-09,2.0,23.4,1
MSC007,MUTTON- LAMB LOIN CHOP 1.2CM 2KG/PKT,5.0,12.9,12.9,12.9,12.9,12.9,2022-12-16,22.0,283.8,1
MSS002,MUTTON- LAMB SHORT LOIN,1.0,10.0,10.0,10.0,10.0,10.0,2022-11-18,94.6,946.0,1
MSV002,SHEEP FEET,4.0,6.4,6.4,6.4,6.4,6.4,2022-12-14,50.15,320.96000000000004,1
MTR001,MUTTON TRIPE,4.0,4.0,4.0,4.0,4.0,4.0,2022-12-24,195.0,780.0,1
MTU001,MUTTON TRUNK 27.20kg/ctn,4.0,9.7975,8.5,10.195,10.3,8.5,2022-12-17,598.6,6024.1179999999995,2
MTU005,LAMB NECK PIECES FREW (MIDFIELD),6.0,5.550000000000001,4.1,5.8,6.0,4.1,2022-12-28,1970.37,10844.869999999999,2
MTU007,MUTTON- SHEEP HEAD (BRAIN & TONGUE),4.0,8.8,8.8,8.8,8.8,8.8,2022-11-22,24.5,215.60000000000002,1
OAB002,OTHER- ABALONE SLICED 300gmX40pkt (TAIWAN),4.0,1.9,1.9,1.9,1.9,1.9,2022-11-17,2100.0,3990.0,1
OAB004,OTHER- BRAISED CAN ABALONE 4-6pcs 425g 24can/ctns,1.0,7.5,7.5,7.5,7.5,7.5,2022-10-27,8.0,60.0,1
OAB011-02,OTHER- HALF SHELL ABALONE 29pcs/pkt x 10pkt/ctns,1.0,29.0,29.0,29.0,29.0,29.0,2022-10-01,10.0,290.0,1
OBA001,OTHER- LOBSTER BALL (FIGO) 500gm/pkt,8.0,3.04,3.04,3.04,3.04,3.04,2022-12-29,5200.0,15808.0,1
OBA006,OTHER- FISH BALL L 65pcs +/- 1kg/pkt,32.0,4.0,4.0,4.0,4.0,4.0,2022-12-31,1055.0,4220.0,1
OBA008,OTHER- FISH BALL WITH ROE 500gmx24pkt,5.0,6.3,6.3,6.3,6.3,6.3,2022-12-20,600.0,3780.0,1
OBA011,OTHER- FRIED FISH BALL (FIGO) 10x1KG/CTNS,1.0,4.43,4.43,4.43,4.43,4.43,2022-12-26,100.0,443.0,1
OBA018,OTHER- PORK MUSHROOM BALL 1KG/PKT,2.0,5.5,5.5,5.5,5.5,5.5,2022-12-31,110.0,605.0,1
OBC001,OTHER- CARROT DICED 2.5KGX4PKT/CTNS,1.0,1.55,1.55,1.55,1.55,1.55,2022-11-24,10.0,15.5,1
OBOX001,OTHER- FOAM BOX,1.0,1.5,1.5,1.5,1.5,1.5,2022-10-28,1340.0,2010.0,1
OBR001,OTHER- BROCCOLI FLORET (FARMLAND) 10X1KG/CTNS,7.0,1.9571428571428573,1.9,1.9,2.05,1.9,2022-12-09,1500.0,2930.0,2
OBS001,OTHER- FRIED BEANCURD SKIN 1KG/PKT (DOUKEE) A,13.0,8.200000000000001,8.2,8.2,8.2,8.2,2022-12-28,3510.0,28782.0,1
OCA002,OTHER- CAULIFORNIA MIX 10X1KG/CTNS,3.0,2.05,2.05,2.05,2.05,2.05,2022-12-19,170.0,348.49999999999994,1
OCH001,OTHER- SLICED CHEESE 84pcs (CHEF CHOICE),9.0,9.0,9.0,9.0,9.0,9.0,2022-12-19,193.0,1737.0,1
OCH002,OTHER- CHEDDAR CHEESE SHREDDED 2kg,4.0,11.25,11.25,11.25,11.25,11.25,2022-12-02,12.0,135.0,1
OCH003,OTHER- PARMESAN CHEESE GRATED 2KG/PKT,2.0,16.0,16.0,16.0,16.0,16.0,2022-12-17,8.0,128.0,2
OCH003-02,OTHER- PARMESAN CHEESE SHREDDED 1KG/PKT,1.0,16.0,16.0,16.0,16.0,16.0,2022-12-17,5.0,80.0,1
OCH004,OTHER- NACHO CHEESE SAUCE 12PKTX1L,8.0,4.725,4.72,4.725,4.73,4.72,2022-12-26,228.0,1077.0,1
OCK002,OTHER- MINI CHIKUWA 500GMX20pkt/ctns MUSHROOM,3.0,2.58,2.58,2.58,2.58,2.58,2022-12-21,260.0,670.8,1
OCL014,OTHER- MOUSSE CAKE - RED VELVET,1.0,20.0,20.0,20.0,20.0,20.0,2022-12-24,1.0,20.0,1
OCN002,OTHER- CHICKEN NUGGETS 18X400GM/CTNS,1.0,3.2,3.2,3.2,3.2,3.2,2022-11-28,90.0,288.0,1
OCN004,OTHER- CHICKEN NUGGETS (FARMPRIDE) 1kgX10pkt,1.0,5.0,5.0,5.0,5.0,5.0,2022-10-17,50.0,250.0,1
OCN005,OTHER- CHICKEN NUGGETS BATTER (FARMPRIDE) 500gmX18pkt,6.0,3.4,3.3,3.4,3.5,3.5,2022-12-27,990.0,3375.0,1
OCN006,OTHER- CHICKEN NUGGETS (FREEZE PAK) 9X1kg,2.0,5.77,5.77,5.77,5.77,5.77,2022-12-27,5400.0,31157.999999999996,1
OCN007,OTHER- CHICKEN NUGGETS 50PCS+/KG (KESKINOGLU-TURKEY) 10X1kg,1.0,2.85,2.85,2.85,2.85,2.85,2022-10-27,8000.0,22800.0,1
