item_code,description,purchase_count,avg_price,min_price,median_price,max_price,latest_purchase_price,latest_purchase_date,total_qty,total_pv,num_suppliers
OCN008,OTHER- CHICKEN GOLDEN NUGGETS (AYAMAS) 850gm x 10 pkt,1.0,3.91,3.91,3.91,3.91,3.91,2022-12-15,1200.0,4692.0,1
OCP002,OTHER- CHICKEN BURGER BREADED (FARMPRIDE) 375gmX18pkt,4.0,2.8,2.6,2.8,3.0,3.0,2022-12-22,540.0,1512.0,1
OCP003,OTHER- CHICKEN PATTIES BREADED (FARMPRIDE) 500gmX18pkt,2.0,3.0,3.0,3.0,3.0,3.0,2022-10-28,360.0,1080.0,1
OCP003-02,OTHER- CHICKEN PATTIES BREADED (FARMPRIDE) 500gmX18pkt,3.0,3.5,3.5,3.5,3.5,3.5,2022-12-22,360.0,1260.0,1
OCP004-02,OTHER- CHICKEN PATTIES (PRIMO-ROSEMARY) 420gmX15pkt,5.0,4.4,4.4,4.4,4.4,4.4,2022-12-21,360.0,1584.0,1
OCP006,OTHER- CHICKEN BURGER PATTIES (SADIA) 320GM X 20PKT,1.0,2.99,2.99,2.99,2.99,2.99,2022-11-11,100.0,299.0,1
OCP006-02,CHICKEN BURGER PATTIES CLASSIC 20X320gm,3.0,3.0,3.0,3.0,3.0,3.0,2022-12-13,400.0,1200.0,1
OCP008,OTHER- UNBREADED CHICKEN PATTIES 7boxes/ctn*40pcs/box,2.0,15.8,15.8,15.8,15.8,15.8,2022-10-13,21.0,331.8,1
OCP009,OTHER- CHICKEN PATTY (KESKINOGLU-TURKEY) 10X1KG/CTNS,1.0,2.9,2.9,2.9,2.9,2.9,2022-10-27,1900.0,5510.0,1
OCS001,OTHER- CHAR SIEW CUBE,14.0,2.75,2.75,2.75,2.75,2.75,2022-12-31,1380.0,3795.0,1
OCS002,OTHER- CHAR SIEW CUBE 1KG/PKT,2.0,13.0,13.0,13.0,13.0,13.0,2022-12-31,35.0,455.0,2
ODB003-02,OTHER- LOTUS LEAF BUN 28g x 10's,5.0,1.4,1.4,1.4,1.4,1.4,2022-12-15,224.0,313.59999999999997,1
ODS001,OTHER- DOU JIE,1.0,3.0,3.0,3.0,3.0,3.0,2022-12-31,2.0,6.0,1
ODU007,OTHER- SOUP XIAO LONG BAO 1KG/PKT,2.0,11.54,11.54,11.54,11.54,11.54,2022-12-14,26.0,300.03999999999996,1
ODU010,OTHER- BIBIGO PORK GYOZA,1.0,2.6,2.6,2.6,2.6,2.6,2022-11-24,5.0,13.0,1
ODU016,OTHER- FISH & SOY ROLL 10S 300GMX30PKT/CTNS,9.0,1.54,1.54,1.54,1.54,1.54,2022-12-21,1380.0,2125.2,1
ODU018,OTHER- RING RING ROLL/SOYBEAN ROLL 168GM X 15PKT,5.0,2.45,2.45,2.45,2.45,2.45,2022-12-20,3150.0,7717.5,1
OEB001,OTHER- TOBIKO JAPAN 500GM/PKT,1.0,22.0,22.0,22.0,22.0,22.0,2022-12-02,2.0,44.0,1
OED001,OTHER- EDAMAME IN SHELL 400GM X 25PKT,10.0,1.1,1.1,1.1,1.1,1.1,2022-12-29,1900.0,2090.0,1
OED003,OTHER- EDAMAME BEAN (WITHOUT SHELL)  10X1KG/CTNS,8.0,3.4125,2.8,3.5,3.5,3.5,2022-12-31,510.0,1750.0,1
OEG001,OTHER- SALTED YELLOW YOLK 50PCS/TRAY,4.0,0.45,0.45,0.45,0.45,0.45,2022-12-09,4000.0,1800.0,1
OFC002,OTHER- FISH CAKE (LARGE) 10pcs/pkt,1.0,4.95,4.95,4.95,4.95,4.95,2022-11-08,5.0,24.75,1
OFC005,OTHER- THAI FISH CAKE FIGO 500gm/pkt x 20pkt/ctns,5.0,2.6,2.6,2.6,2.6,2.6,2022-12-26,600.0,1560.0,1
OFC006-02,OTHER- FISH CAKE - PANDAN FISH FACE 450gm X 20pkt (KANIKA),2.0,4.6,4.6,4.6,4.6,4.6,2022-12-23,100.0,460.0,1
OFF0010,OTHER- FRIES SWEET POTATO PLATTER (LAMB'S) 1/4' x 1/2',1.0,10.8,10.8,10.8,10.8,10.8,2022-10-01,10.0,108.0,1
OFF002-02,OTHER- F.FRIES SHOESTRING (GARDEN MAID) 10X1KG/CTNS,4.0,2.425,2.2,2.5,2.5,2.2,2022-11-11,13380.0,29886.000000000004,2
OFF003-03,OTHER- F.FRIES CRINKLE CUT (GARDEN MAID) 10X1KG/CTNS,1.0,2.2,2.2,2.2,2.2,2.2,2022-11-11,3600.0,7920.000000000001,1
OFF003-08,OTHER- F.FRIES CRINKLE CUT (NZ-SUNLITE) 6X2KG/CTNS,3.0,2.6,2.6,2.6,2.6,2.6,2022-10-22,780.0,2028.0,1
OFF004,OTHER- F.FRIES STRAIGHT CUT 5X2KG/CTNS,1.0,2.9,2.9,2.9,2.9,2.9,2022-12-02,20.0,58.0,1
OFF004-03,OTHER- F.FRIES SHOESRING (FARMLAND) 1X10pkt,9.0,3.5,3.5,3.5,3.5,3.5,2022-12-29,1050.0,3675.0,1
OFF004-04,OTHER- F.FRIES COATED STRAIGHT CUT 5X2KG/CTNS (FARMCHEF),1.0,5.8,5.8,5.8,5.8,5.8,2022-10-01,5.0,29.0,1
OFF005-01,OTHER- SEASONED WEDGE (LAMB WESTON) 12X1KG/CTNS,5.0,5.1659999999999995,4.83,5.25,5.25,5.25,2022-12-22,540.0,2784.6,1
OFF006-01,OTHER- POTATOES CUTLET (BERGEDIL) 12PCSX40G,1.0,3.0,3.0,3.0,3.0,3.0,2022-11-24,24.0,72.0,1
OFF006-03,OTHER- F.FRIES CRISS CROSS  (CROKKN BATTERED) 4 X 2.5KG/CTNS,7.0,8.75,8.75,8.75,8.75,8.75,2022-12-31,124.0,1085.0,1
OFF010,OTHER- TWISTER FRIES/CURLY FRIES (LAMB WESTERN) 5lb X 6pkt,3.0,13.0,13.0,13.0,13.0,13.0,2022-12-24,66.0,858.0,1
OFL001,OTHER- FROG LEG 10X1KG/CTNS,5.0,12.0,12.0,12.0,12.0,12.0,2022-11-15,500.0,6000.0,1
OFL002,OTHER- FRESH WHOLE FROG,2.0,23.0,23.0,23.0,23.0,23.0,2022-11-30,5.1,117.30000000000001,2
OFL002-02,OTHER- FROG LEG (PAN ROYAL) 6/8pcs /LB 500gm x 20pkt,4.0,4.75,4.75,4.75,4.75,4.75,2022-12-27,710.0,3372.5,1
OFP004,OTHER- FISH PATTIES 32pcs (SAHIR)AAA 6pkt/ctn,9.0,7.5,7.5,7.5,7.5,7.5,2022-12-30,480.0,3600.0,1
OFS001,OTHER- CRISPY FISH SKIN 600gm/pkt,3.0,8.12,8.12,8.12,8.12,8.12,2022-12-31,64.0,519.68,1
OFS003,OTHER- FISH MAW 1KG,1.0,30.0,30.0,30.0,30.0,30.0,2022-12-15,0.2,6.0,1
OHA002,OTHER- CHICKEN PICNIC HAM SLICED 1kg,2.0,5.8,5.8,5.8,5.8,5.8,2022-12-06,150.0,870.0,1
OHA004,OTHER- ITALY PARMA HAM PRESLICED 90GM,1.0,6.0,6.0,6.0,6.0,6.0,2022-12-09,50.0,300.0,1
OHB001-02,OTHER- HASH BROWN (FAIRISLE/SIMPLOT) 20pcs 12pkt/ctn,4.0,4.55,3.2,5.0,5.0,3.2,2022-12-14,552.0,2738.4,2
OHB001-03,OTHER- HASH BROWN (DEL CAMPO) 20pcs 12pkt/ctn,1.0,4.01,4.01,4.01,4.01,4.01,2022-11-11,5040.0,20210.399999999998,1
OHB002,OTHER- HASH BROWN TRI TATERS (SIMLOT) 2.27kgX6pkt,1.0,9.17,9.17,9.17,9.17,9.17,2022-10-01,60.0,550.2,1
OHB003,OTHER- HASH BROWN TRI TATERS (MAESTRO) 2.5kgX4pkt,8.0,8.5,8.5,8.5,8.5,8.5,2022-12-20,236.0,2006.0,1
OHD001,OTHER- HOT DOG 340gm (PERDIX) 24pkt/ctn,8.0,0.89625,0.89,0.9,0.9,0.89,2022-12-22,19680.0,17647.2,2
OHD0011,OTHER- C.COCKTAIL CHEESE SAUSAGE 12X1KG/PKT,3.0,9.0,9.0,9.0,9.0,9.0,2022-10-18,360.0,3240.0,1
OHD0012,OTHER- C.COCKTAIL CHEESE SAUSAGE 20X500KG/CTNS,14.0,3.6000000000000005,3.6,3.6,3.6,3.6,2022-12-23,9100.0,32760.0,1
OHD002,OTHER- HOT DOG 340gm (KESKINOGLU-TURKEY) 24pkt/ctn,1.0,0.6,0.6,0.6,0.6,0.6,2022-10-27,38400.0,23040.0,1
OHD004,OTHER- HOT DOG 340gm (SADIA) 24pkt/ctn,4.0,1.0,1.0,1.0,1.0,1.0,2022-12-28,5160.0,5160.0,1
OHD006,OTHER- CHICKEN CHEESE SAUSAGE 32X235GM/CTNS,3.0,1.75,1.75,1.75,1.75,1.75,2022-12-04,1120.0,1960.0,1
OHD007-01,OTHER- HOT DOG 300gm (BLACK PEPPER-AYAMAS) 32pkt/ctn,1.0,1.5,1.5,1.5,1.5,1.5,2022-12-15,1792.0,2688.0,1
OHD008,OTHER- HOT DOG 340gm (VALLEY CHEF) 32pkt/ctn,2.0,2.35,2.35,2.35,2.35,2.35,2022-12-06,960.0,2256.0,1
OHD012,OTHER- PORK SAUSAGE WITH CORN,4.0,3.0,3.0,3.0,3.0,3.0,2022-11-04,190.0,570.0,1
OHD012-03,OTHER- PORK SMOKED SAUSAGE WITH SALTED EGG,3.0,3.5,3.5,3.5,3.5,3.5,2022-11-04,200.0,700.0,1
OHD012-04,OTHER- PORK SMOKED SAUSAGE ORIGINAL,12.0,0.6083333333333333,0.6,0.6,0.7,0.6,2022-12-31,1240.0,754.0,1
OHD012-05,OTHER- PORK SAUSAGE,4.0,1.5,1.5,1.5,1.5,1.5,2022-11-04,250.0,375.0,1
OHD022,OTHER- PORK CHORIZO 1KG/PKT,1.0,10.8,10.8,10.8,10.8,10.8,2022-12-23,1.0,10.8,1
OHD026,OTHER- PORK BRATWURST GERMANY SAUSAGE 1KG/PKT,1.0,10.8,10.8,10.8,10.8,10.8,2022-12-23,4.0,43.2,1
OHD027,OTHER- CHICKEN VIENNA 6' 50gm/pcs 20pcs/pkt,2.0,6.5,6.5,6.5,6.5,6.5,2022-12-30,22.0,143.0,1
OKA002,OTHER- CHICKEN KARAAGE 18X400GM/CTNS,6.0,4.066666666666666,3.8,4.2,4.2,4.2,2022-12-30,432.0,1771.2,1
OKR001,OTHER- KOEAN RICE CAKE (TTEOKBBOKY) 600GM X 12PKT,5.0,2.6,2.6,2.6,2.6,2.6,2022-12-20,180.0,468.00000000000006,1
OKR003,OTHER- GLUTINOUS RICE CAKE (260g),3.0,2.43,2.43,2.43,2.43,2.43,2022-12-14,1520.0,3693.6,1
OMO002,OTHER- MOZZ SHREDDED 2kgX6pkt,4.0,9.0,9.0,9.0,9.0,9.0,2022-12-19,80.0,720.0,1
OMO005,OTHER- MOZZARELLA STICK BREADED ORGINAL 12PCS/PKT X 24PKT/CTNS,2.0,4.2,4.2,4.2,4.2,4.2,2022-10-25,144.0,604.8000000000001,1
OMO006,OTHER- MOZZARELLA STICK BREADED ORGINAL 10X1KG,1.0,15.0,15.0,15.0,15.0,15.0,2022-12-31,30.0,450.0,1
OMR001,OTHER- FRAGRANCE MEAT ROLL 50pcs/pkt,13.0,0.31,0.31,0.31,0.31,0.31,2022-12-31,6500.0,2015.0,1
OMR002,OTHER- CHICKEN BALL 50PCS/PKT,24.0,5.0,5.0,5.0,5.0,5.0,2022-12-24,415.0,2075.0,1
OMR003,OTHER- CHICKEN CHUNKY MEATBALL 100's 1kg/pkt,2.0,6.2,6.2,6.2,6.2,6.2,2022-11-11,30.0,186.0,1
OMT001,OTHER- MAN TOU 12pcs 180gm X 24pkt,2.0,1.0,1.0,1.0,1.0,1.0,2022-12-19,3072.0,3072.0,1
OOI004,OTHER- COOKING OIL RED TIN GW16KG,3.0,24.116666666666664,23.65,24.25,24.45,24.25,2022-12-23,900.0,21705.0,1
OOI006-01,OTHER- WHITE ROCK SUGAR 3KG/PKT,1.0,5.5,5.5,5.5,5.5,5.5,2022-10-01,1.0,5.5,1
OOI013C,OTHER- BLACK TRUFFLE PASTE (TARTUFI JIMMY) 500GM/JAR,1.0,15.5,15.5,15.5,15.5,15.5,2022-12-02,2.0,31.0,1
OOI019,OTHER- HONEY 1KG/TUB,3.0,4.0,4.0,4.0,4.0,4.0,2022-10-28,14.0,56.0,1
OOR006,OTHER- ONION RING (LAMB WESTERN/SIMPLOT-BABY STAR) 2lbX8pkt,11.0,5.0,5.0,5.0,5.0,5.0,2022-12-28,1720.0,8600.0,1
OOW001,OTHER- OCTOPUS BABY 20/40 (FROZEN-CLEAN) 500GMX20PKT,2.0,7.75,7.3,7.75,8.2,8.2,2022-12-23,150.0,1185.0,2
OPA001,OTHER- SHRIMP PASTE 2kg/pkt,2.0,18.4,18.4,18.4,18.4,18.4,2022-12-23,60.0,1104.0,1
OPA002,OTHER- FISH PASTE 1KG/PKT,3.0,3.85,3.85,3.85,3.85,3.85,2022-12-28,23.0,88.55,1
OPC001,OTHER- CHICKEN WITH PANDAN LEAF 50nos/ctns,13.0,35.0,35.0,35.0,35.0,35.0,2022-12-28,95.0,3325.0,1
OPLANT002,OTHER- PLANT BASED CRISPY BITES FIRST PRIDE,3.0,2.273333333333333,2.22,2.3,2.3,2.3,2022-10-25,36.0,81.84,1
OPLANT003,OTHER- PLANT BASED STRPIS FIRST PRIDE,3.0,2.273333333333333,2.22,2.3,2.3,2.3,2022-10-25,48.0,109.44,1
OPLANT004,OTHER- PLANT BASED SPICY NUGGETS FIRST PRIDE,3.0,2.273333333333333,2.22,2.3,2.3,2.3,2022-10-25,36.0,81.84,1
OPN001,OTHER- PRAWN NUTS 1kg/pkt,31.0,12.509677419354842,12.3,12.3,12.8,12.8,2022-12-31,118.0,1484.4,1
OPO001,OTHER- CHICKEN POPCORN PREMIUM FIRST 10X1KG,2.0,7.7,7.7,7.7,7.7,7.7,2022-10-29,130.0,1001.0,1
OPO001-03,OTHER- CHICKEN POPCORN HOT & SPICY 18X400GM/CTNS,2.0,3.95,3.95,3.95,3.95,3.95,2022-11-28,144.0,568.8,1
OPO002,OTHER- CHICKEN FRIED CRISPY (AYAMAS) 850gmX10pkt,4.0,4.65,4.65,4.65,4.65,4.65,2022-12-21,350.0,1627.5000000000002,1
OPO002-05,OTHER- FRIED CHICKEN 12X600GM/CTNS,3.0,6.95,6.85,7.0,7.0,7.0,2022-12-22,156.0,1086.6,1
OPO003,OTHER- CHICKEN BUFFALO WING 450gmX12pkt (FARMPRIDE),10.0,4.16,3.8,4.25,4.25,4.25,2022-12-28,1920.0,7971.0,1
OPO003-01,OTHER- CHICKEN BUFFALO WING 1kgX10pkt (FARMPRIDE),8.0,7.875,7.5,8.0,8.0,8.0,2022-12-14,800.0,6325.0,1
OPO003-02,OTHER- NASI LEMAK CHICKEN WING 400GMX12PKT/CTNS,2.0,3.6,3.6,3.6,3.6,3.6,2022-10-25,96.0,345.6,1
OPO003-06,OTHER- CHICKEN BUFFALO WING STICK 18X350GM/CTNS,3.0,3.966666666666667,3.95,3.95,4.0,3.95,2022-12-07,234.0,927.0,1
OPO004,OTHER- CHICKEN DRUMMETS BREADED HOT & SPICY 850gmX10pkt,11.0,5.85,5.85,5.85,5.85,5.85,2022-12-21,900.0,5265.0,1
OPO004-03,OTHER- CHICKEN DRUMMETS BREADED GARLIC 350gmX20pkt,1.0,3.1,3.1,3.1,3.1,3.1,2022-12-07,100.0,310.0,1
OPO004-04,OTHER- CHICKEN DRUMMETS **JUMBO**,1.0,5.2,5.2,5.2,5.2,5.2,2022-12-15,800.0,4160.0,1
OPO005,OTHER- CHICKEN FRIED CRISPY RED HOT (AYAMAS) 850gmX10pkt,7.0,4.6499999999999995,4.65,4.65,4.65,4.65,2022-12-21,600.0,2790.0000000000005,1
OPO005-02,OTHER- CHICKEN FINGERS HOT & SPICY 800gmX14pkt,1.0,3.9,3.9,3.9,3.9,3.9,2022-12-15,1680.0,6552.0,1
OPO006,OTHER- CHICKEN POPCORN (FARMPRIDE) 10X1KG/CTNS,5.0,7.4799999999999995,7.0,7.8,7.8,7.8,2022-12-30,350.0,2570.0,1
OPO006-02,OTHER- CHICKEN POPCORN HOT & SPICY 400gmX12pkt,6.0,3.7000000000000006,3.5,3.8,3.8,3.8,2022-12-21,780.0,2856.0,1
OPO006-03,OTHER- CHICKEN POPCORN (FARMPRIDE) 400gmX12pkt,14.0,3.914285714285714,3.7,4.0,4.0,4.0,2022-12-30,1440.0,5580.0,1
OPO006-04,OTHER- CHICKEN POPCORN HOT & SPICY 10X1KG/CTNS,2.0,8.0,8.0,8.0,8.0,8.0,2022-12-30,100.0,800.0,1
OPO008,OTHER- CHICKEN DRUMMETS BREADED ORIGINAL 850gmX10pkt,14.0,5.849999999999999,5.85,5.85,5.85,5.85,2022-12-30,1200.0,7020.0,1
OPO011,OTHER- SUPER CRISPY CHICKEN (CS TAY) 1X6KG/CTNS,7.0,8.5,8.5,8.5,8.5,8.5,2022-12-22,198.0,1683.0,1
OPO013-01-01,OTHER- CHICKEN BREADED MID WING (FARMPRIDE) 10X1kg/ctn,3.0,7.0,7.0,7.0,7.0,7.0,2022-10-28,250.0,1750.0,1
OPO013-02,OTHER- CHICKEN BREADED MID WING (FARMPRIDE) 20X350gm/ctn,2.0,2.6,2.2,2.6,3.0,3.0,2022-12-07,120.0,344.0,2
OPO013-06,OTHER- TEXAS WING (FARMPRIDE) 12x350gm,9.0,3.5888888888888895,3.2,3.7,3.7,3.7,2022-12-22,516.0,1849.2,1
OPO015-03,OTHER- CRISPY CHICKEN STRIPES 18X350GM/CTNS,3.0,3.9500000000000006,3.95,3.95,3.95,3.95,2022-12-10,198.0,782.1,1
OPO017,OTHER- HONEY ROASTED CHICKEN LEG 400gmX12pkt,4.0,4.2,4.2,4.2,4.2,4.2,2022-10-25,192.0,806.4000000000001,1
OPO020,OTHER- CHICKEN BREAST PEPPER GRILLED 300gm X20pkt,1.0,2.8,2.8,2.8,2.8,2.8,2022-10-08,100.0,280.0,1
OPO021-05,OTHER- SICHUN MALA WING 12pkt x 400gm,1.0,3.5,3.5,3.5,3.5,3.5,2022-10-25,36.0,126.0,1
OPO021-06,OTHER- GRILLED CHICKEN TENDER 18X400GM/CTNS,1.0,3.95,3.95,3.95,3.95,3.95,2022-11-14,90.0,355.5,1
OPO024,OTHER- CHICKEN CHUNKS MALA 12X300GM,2.0,3.5,3.5,3.5,3.5,3.5,2022-11-22,120.0,420.0,1
OPO024-01,OTHER- CHICKEN CHUNKS MALA 10X1KG,2.0,7.2,7.2,7.2,7.2,7.2,2022-12-21,100.0,720.0,1
OPO024-02,OTHER- GARLIC PARMESAN CHICKEN CHUNKS 400GM X 20PKT/CTNS,1.0,4.2,4.2,4.2,4.2,4.2,2022-12-22,20.0,84.0,1
OPO024-03,OTHER- HONEY SOY N GINGER CHICKEN CHUNKS 400GM X 20PKT/CTNS,2.0,4.0,4.0,4.0,4.0,4.0,2022-12-20,40.0,160.0,1
OPR003-02,OTHER- ROTI PRATA PLAIN (KAWAN) 40PKT X 5PCS X 80GM/PKT,1.0,1.28,1.28,1.28,1.28,1.28,2022-12-21,40.0,51.2,1
OPR006,OTHER- PIZZA FUNGHI CHAMPIGNON 12X215GM,5.0,2.4,2.4,2.4,2.4,2.4,2022-12-23,60.0,144.0,1
OPR007,OTHER- PIZZA MARGHERITA 12X210GM,5.0,2.3,2.3,2.3,2.3,2.3,2022-12-05,60.0,138.0,1
OPR008,OTHER- PIZZA ROCKET & TOMATO 12X225GM,6.0,2.4,2.4,2.4,2.4,2.4,2022-12-23,72.0,172.79999999999998,1
OPR009,OTHER- PIZZA TRUFFLE 12X215GM,6.0,2.6,2.6,2.6,2.6,2.6,2022-12-22,72.0,187.20000000000002,1
ORM008,OTHER- INSTANT NOODLES - E ZEE,8.0,17.0,17.0,17.0,17.0,17.0,2022-12-24,80.0,1360.0,1
OSA002,OTHER- TAIWAN SAUSAGE 10pcs 500gm+-/pkt 40pkt/ctns,19.0,4.7,4.7,4.7,4.7,4.7,2022-12-27,13600.0,63920.0,1
OSA005,OTHER- TAIWAN PORK SAUSAGE 500gm/pkt,4.0,4.4,4.4,4.4,4.4,4.4,2022-12-20,500.0,2200.0,1
OSA005-02,OTHER- TAIWAN CHICKEN SAUSAGE (SHORT) 500gmX20pkt/ctns,8.0,4.4125000000000005,4.4,4.4,4.5,4.4,2022-12-30,760.0,3354.0000000000005,1
OSA005-03,OTHER- PORK SAUSAGE 6INCH 20X1KG/CTNS,1.0,7.0,7.0,7.0,7.0,7.0,2022-10-01,20.0,140.0,1
OSBS02-01,OTHER- STKY BACON SLICED (USA-ASC) 5x2kg/ctn,7.0,8.428571428571429,8.0,8.0,10.0,8.5,2022-12-22,1880.0,15540.0,2
OSC001,OTHER- SEAWEED CHICKEN 1kgX10pkt,3.0,10.766666666666666,9.7,11.3,11.3,9.7,2022-12-19,300.0,3230.0,1
OSC002,OTHER- SEAWEED CHICKEN PREMIUM FIRST,2.0,8.75,8.75,8.75,8.75,8.75,2022-11-28,480.0,4200.0,1
OSM001,OTHER- CURRY SAMOSA 20gmX96pcsX8box,1.0,9.0,9.0,9.0,9.0,9.0,2022-12-06,40.0,360.0,1
OSO004,OTHER- SOUP CLAM 500GM/PKT,3.0,4.0,4.0,4.0,4.0,4.0,2022-10-27,700.0,2800.0,1
OSP002,OTHER- SPINACH LEAF BALL (CHINA ) 10kgX1pkt,2.0,1.9,1.9,1.9,1.9,1.9,2022-11-21,80.0,152.0,1
OSR001,OTHER- CRISPY FOUR SEASON ROLL 5's 10x1kg/pkt,1.0,6.5,6.5,6.5,6.5,6.5,2022-12-22,20.0,130.0,1
OSR002,OTHER- VEGETABLE MINI ROLL 96pcs 8pkt/ctn,9.0,8.222222222222221,8.0,8.0,9.0,9.0,2022-12-31,344.0,2768.0,2
OSR002-04,OTHER- VEGETABLE MINI ROLL 20gX20pcX20pkt/ctns,1.0,2.1,2.1,2.1,2.1,2.1,2022-12-26,100.0,210.0,1
OSR007,OTHER- COWHEAD ORIGINAL WRAPS 12PKT X 12PCS,5.0,2.5,2.5,2.5,2.5,2.5,2022-12-22,60.0,150.0,1
OSS002,OTHER- MAYONNAISE 4X3L/CTNS,1.0,16.0,16.0,16.0,16.0,16.0,2022-10-22,4.0,64.0,1
OTO001,OTHER- CHEESE TOFU FIGO (500gm x 20pkt),13.0,3.0399999999999996,3.04,3.04,3.04,3.04,2022-12-29,10000.0,30400.0,1
OTO001-02,OTHER-  LAYERED BEANCURD 400GMx30PKT/CTNS,6.0,0.83,0.83,0.83,0.83,0.83,2022-12-30,1500.0,1245.0,1
OTO004,OTHER- SEAFOOD TOFU FIGO (500gm x 20pkt),6.0,3.0399999999999996,3.04,3.04,3.04,3.04,2022-12-26,3000.0,9120.0,1
OTO004-02,OTHER- EN CHEESE SHRIMP FIGO (500gm x 20pkt),9.0,3.3,3.3,3.3,3.3,3.3,2022-12-29,900.0,2970.0,1
OTO007,OTHER- OTAK FISH 180GM (100pkt/ctn),9.0,2.3,2.3,2.3,2.3,2.3,2022-12-26,3000.0,6900.0,1
OTO008-02,OTHER- OTAK BUN 6pc/pkt X 12pkt/ctns,3.0,2.56,2.56,2.56,2.56,2.56,2022-12-09,240.0,614.4,1
OTS002,OTHER - PORK LUNCHEON MEAT 6X1.81KG/CAN (MIDLAND-SQUARE),20.0,8.5,8.5,8.5,8.5,8.5,2022-12-31,1518.0,12903.0,1
OTU001,OTHER- WHOLE TURKEY 5KG/PCS,1.0,10.5,10.5,10.5,10.5,10.5,2022-12-12,13.8,144.9,1
OWC001,OTHER- WHIPPING CREAM WEST GOLD 12X1L/ctns,2.0,6.0,6.0,6.0,6.0,6.0,2022-11-18,24.0,144.0,1
OWS0002,OTHER- WASABI MINI PKT 2.6GM/SACHETS,1.0,0.05,0.05,0.05,0.05,0.05,2022-11-23,1000.0,50.0,1
OYR001,OTHER- FRIED YAM RING 230gm,8.0,3.875,3.8,3.8,4.0,4.0,2022-12-31,137.0,543.0,3
PBAK01,TRADITIONAL BBQ BAK GUA 500gm/pkt,4.0,20.0,20.0,20.0,20.0,20.0,2022-12-31,216.0,4320.0,1
PBAK03,BBQ BAK GUA - CHILLI 500gm/pkt,2.0,20.0,20.0,20.0,20.0,20.0,2022-12-31,5.0,100.0,1
PBAK05,TRADITIONAL BBQ BAK GUA - SLICED 500gm/pkt,2.0,20.0,20.0,20.0,20.0,20.0,2022-12-31,58.0,1160.0,1
PBAL01,PORK MEAT BALL 100pcs 1kg/pkt,16.0,6.8,6.8,6.8,6.8,6.8,2022-12-31,2050.0,13940.0,1
PBAL02,PORK BALL 120pcs 1kg/pkt,7.0,6.799999999999999,6.8,6.8,6.8,6.8,2022-12-24,380.0,2584.0,1
PBAL03,PORK BALL (LION DANCE) 100'S/KG,15.0,8.5,8.5,8.5,8.5,8.5,2022-12-31,1400.0,11900.0,1
PBAL04,PORK BALL WITH FILLING - ORIGINAL,1.0,10.0,10.0,10.0,10.0,10.0,2022-11-15,3.0,30.0,1
PBAL06,PORK BALL LION DANCE 60'S/KG,11.0,8.5,8.5,8.5,8.5,8.5,2022-12-31,150.0,1275.0,1
PBEL05-03,PORK BELLY DALIA,1.0,4.5,4.5,4.5,4.5,4.5,2022-10-22,679.84,3059.28,1
PBEL05-09,PORK BELLY SHEET RIBBED AURORA 25KG/CTNS,1.0,4.8,4.8,4.8,4.8,4.8,2022-11-22,2000.0,9600.0,1
PBEL05-11,PORK BELLY SINGLE RIBBED SKIN-ON (ALIBEM-BRAZIL),3.0,4.8,4.7,4.7,5.0,5.0,2022-12-05,3507.66,16764.294,1
PBEL05-17,PORK BELLY SEARA,1.0,4.9,4.9,4.9,4.9,4.9,2022-12-28,54.72,268.128,1
PBEL05-20,PORK BELLY (COOPAVEL-BRAZIL),6.0,4.3,4.3,4.3,4.3,4.3,2022-10-21,4708.57,20246.851,1
PBEL05-21,PORK BELLY PAMPLONA (BRAZIL),5.0,4.85,4.7,4.95,4.95,4.95,2022-12-19,6121.790000000001,29587.890500000005,2
PBEL05-22,PORK BELLY (BOSELER-GERMANY),5.0,3.332,2.0,2.0,5.33,5.33,2022-11-29,49320.89,262700.2573,2
PBEL05-23,PORK BELLY (LANGUIRU-BRAZIL),7.0,4.678571428571429,4.17,4.7,5.0,4.18,2022-12-27,61558.880000000005,262101.78999999998,3
PBEL05-25,PORK BELLY SHEET RIBBED (PALMALI-BRAZIL),1.0,5.1,5.1,5.1,5.1,5.1,2022-12-14,90.62,462.162,1
PBEL06-02,PORK BELLY SINGLE SKINLESS (BOSELER-GERMANY) 20X50,1.0,6.3,6.3,6.3,6.3,6.3,2022-12-10,24906.21,156909.123,1
PBEL06-04,PORK BELLY SKINLESS TONNIE,1.0,3.5,3.5,3.5,3.5,3.5,2022-12-30,236.04,826.14,1
PBEL19-04,PORK BELLY IBERICO SLICE 2MM 300GM 20PK/CTN,2.0,7.8,7.8,7.8,7.8,7.8,2022-12-29,40.0,312.0,1
PBEL26,PORK BELLY VALUE PACK 500gmX20pkt,2.0,4.35,4.35,4.35,4.35,4.35,2022-10-17,360.0,1566.0,1
PBEL26-02,PORK BELLY VALUE PACK (KURO) 500gmX20pkt,8.0,4.9,4.9,4.9,4.9,4.9,2022-12-22,1260.0,6174.000000000001,1
PBEL34,CHESTNUT SR BELLY BL RIND ON-SD000073,10.0,11.0,11.0,11.0,11.0,11.0,2022-12-31,561.7,6178.7,1
PBRB04-02,PORK BRISKET BONE (SMITHFIELD-USA) 13.6kg/ctn,2.0,51.72,51.72,51.72,51.72,51.72,2022-12-28,100.0,5172.0,1
PBRB11,PORK BRISKET BONE (SWIFT),1.0,3.85,3.85,3.85,3.85,3.85,2022-12-30,1695.15,6526.3275,1
