vendor_code,vendor_name,item_code,description,purchase_count,avg_price,min_price,median_price,max_price,total,total_qty,latest_purchase_date,group_median_price,group_max_price,group_latest_price,num_suppliers,price_diff_from_group
UVC0014,COSS FOOD MARKETING PTE LTD,OCS001,OTHER- CHAR SIEW CUBE,14.0,2.75,2.75,2.75,2.75,3795.0,1380.0,2022-12-31,2.75,2.75,2.75,1,0.0
UVC0014,COSS FOOD MARKETING PTE LTD,ODB003-02,OTHER- LOTUS LEAF BUN 28g x 10's,5.0,1.4,1.4,1.4,1.4,313.59999999999997,224.0,2022-12-15,1.4,1.4,1.4,1,0.0
UVC0014,COSS FOOD MARKETING PTE LTD,OMT001,OTHER- MAN TOU 12pcs 180gm X 24pkt,2.0,1.0,1.0,1.0,1.0,3072.0,3072.0,2022-12-19,1.0,1.0,1.0,1,0.0
UVC0015,CASH SUPPLIER (GST),DUCK15,DUCK- DUCK LIVER PRE SLICED,2.0,89.215,86.76,89.215,91.67,1090.22,12.0,2022-12-08,89.215,91.67,89.215,1,0.0
UVC0025,CHEE SONG FOODS PTE LTD,BKN003,BEEF KNUCKLE CUBE (TFP) 500gmX20pkt,1.0,5.88,5.88,5.88,5.88,588.0,100.0,2022-11-13,5.0,5.88,5.88,2,0.8799999999999999
UVC0025,CHEE SONG FOODS PTE LTD,BKN004,BEEF KNUCKLE CUBE 500GM/PKT [HALAL],1.0,5.88,5.88,5.88,5.88,1176.0,200.0,2022-11-14,5.88,5.88,5.88,1,0.0
UVC0025,CHEE SONG FOODS PTE LTD,BMI005,BEEF- MINCED BEEF (TFP) 300gmX20pkt,3.0,2.34,2.34,2.34,2.34,1404.0,600.0,2022-11-14,2.34,2.8,2.34,2,0.0
UVC0025,CHEE SONG FOODS PTE LTD,BMI006,BEEF- MINCED BEEF (TUDBOM-SA) 500gmX24pkt,1.0,4.7,4.7,4.7,4.7,1128.0,240.0,2022-10-25,4.7,4.7,4.7,1,0.0
UVC0025,CHEE SONG FOODS PTE LTD,BPA003,BEEF BURGER PATTIES (SADIA) 320GM X 20PKT,1.0,2.99,2.99,2.99,2.99,598.0,200.0,2022-11-11,2.99,2.99,2.99,1,0.0
UVC0025,CHEE SONG FOODS PTE LTD,BPA004,BEEF BURGER PEPPER & ONION (BLACK PRIMO SADIA) 420GM X 15PKT,1.0,4.29,4.29,4.29,4.29,321.75,75.0,2022-11-11,4.4,4.4,4.4,2,-0.11000000000000032
UVC0025,CHEE SONG FOODS PTE LTD,BSF001,BEEF STIR FRY (TFP) 200gmX20pkt,2.0,2.34,2.34,2.34,2.34,936.0,400.0,2022-11-14,2.37,2.4,2.34,2,-0.03000000000000025
UVC0025,CHEE SONG FOODS PTE LTD,BSP003,BEEF SHORT PLATE BONELESS (USA-IBP),14.0,9.935714285714285,9.5,9.55,10.5,40626.685,4098.95,2022-12-31,9.55,10.5,9.5,1,0.0
UVC0025,CHEE SONG FOODS PTE LTD,BSR002-01,BEEF SHORTRIB BONELESS CHOICE OR HIGHER SWIFT,3.0,43.86666666666667,42.8,42.8,46.0,2217.316,50.67,2022-12-31,46.0,48.0,42.8,2,-3.200000000000003
UVC0025,CHEE SONG FOODS PTE LTD,CMIN03,CHICKEN- MINCED CHICKEN 300GM X 12PKT (PERDIGAO),6.0,1.75,1.75,1.75,1.75,1855.0,1060.0,2022-12-31,2.025,2.3,1.75,2,-0.2749999999999999
UVC0025,CHEE SONG FOODS PTE LTD,CQUL02,CHICKEN QUARTER LEG (SIMMONS-USA) 15kg/ctn,1.0,2.55,2.55,2.55,2.55,382.5,150.0,2022-10-25,2.55,2.55,2.55,1,0.0
UVC0025,CHEE SONG FOODS PTE LTD,OCP006,OTHER- CHICKEN BURGER PATTIES (SADIA) 320GM X 20PKT,1.0,2.99,2.99,2.99,2.99,299.0,100.0,2022-11-11,2.99,2.99,2.99,1,0.0
UVC0029,CLASSIC FINE FOODS (S) PTE LTD,DUCK15-03,DUCK- DUCK LIVER PRE SLICED 50GM/PCS,2.0,78.0,78.0,78.0,78.0,731.6400000000001,9.38,2022-12-21,95.07,109.22,78.0,3,-17.069999999999993
UVC0035,TECK CASH SUPPLIER (NON-GST),CHIF002,CHICKEN- FRESH CHICKEN (KG) / PULLET (M),1.0,8.24,8.24,8.24,8.24,14.008,1.7,2022-12-23,8.24,8.24,8.24,1,0.0
UVC0035,TECK CASH SUPPLIER (NON-GST),FGR004,FISH- FRESH FLOWER GROUPER,1.0,11.5,11.5,11.5,11.5,66.7,5.8,2022-12-31,10.5,13.0,11.5,3,1.0
UVC0035,TECK CASH SUPPLIER (NON-GST),FRG002,FISH- RED SNAPPER FISH TAIL,2.0,17.25,17.0,17.25,17.5,470.35,27.200000000000003,2022-12-31,17.5,17.5,17.5,2,-0.25
UVC0035,TECK CASH SUPPLIER (NON-GST),FRM001,FISH- FRESH ANGKOLI FISH,1.0,10.5,10.5,10.5,10.5,105.0,10.0,2022-10-31,10.5,10.5,10.5,1,0.0
UVC0035,TECK CASH SUPPLIER (NON-GST),FRS001-02,FISH- RED SNAPPER FISH HEAD FRESH,2.0,12.25,12.0,12.25,12.5,1930.9,155.2,2022-12-31,12.0,12.5,12.5,2,0.25
UVC0035,TECK CASH SUPPLIER (NON-GST),FRS002,FISH- FRESH RED GROUPER - BIG,1.0,27.0,27.0,27.0,27.0,132.3,4.9,2022-12-31,28.25,30.0,27.0,3,-1.25
UVC0035,TECK CASH SUPPLIER (NON-GST),FRS003,FISH- FRESH RED GROUPER - SMALL,2.0,24.5,22.0,24.5,27.0,1678.6000000000001,63.300000000000004,2022-12-15,25.0,27.0,27.0,2,-0.5
UVC0035,TECK CASH SUPPLIER (NON-GST),FSB002-01,FISH- FRESH SEABASS 600-700GM,1.0,6.0,6.0,6.0,6.0,57.0,9.5,2022-12-15,6.779999999999999,7.45,6.654999999999999,2,-0.7799999999999994
UVC0035,TECK CASH SUPPLIER (NON-GST),FSH003,FISH- SOON HOCK FISH,1.0,18.0,18.0,18.0,18.0,232.20000000000002,12.9,2022-12-15,18.0,18.0,18.0,1,0.0
UVC0035,TECK CASH SUPPLIER (NON-GST),FSN001,FISH- FRESH TOMAN FILLET SLICED (U),1.0,13.0,13.0,13.0,13.0,286.0,22.0,2022-12-31,13.0,13.0,13.0,1,0.0
UVC0035,TECK CASH SUPPLIER (NON-GST),FSN003,FISH- FRESH TOMAN FILLET,2.0,9.5,9.5,9.5,9.5,839.8000000000001,88.4,2022-12-31,11.2,11.2,10.35,4,-1.6999999999999993
UVC0035,TECK CASH SUPPLIER (NON-GST),FTI002,FISH- FRESH RED TILAPIA,2.0,5.75,5.0,5.75,6.5,84.25,14.6,2022-12-31,6.5,6.5,5.0,4,-0.75
UVC0035,TECK CASH SUPPLIER (NON-GST),FYT003-01,FISH- FRESH TAIXING WR (1-1.6 KG),1.0,27.0,27.0,27.0,27.0,926.0999999999999,34.3,2022-12-31,27.0,27.0,27.0,1,0.0
UVC0035,TECK CASH SUPPLIER (NON-GST),OCS002,OTHER- CHAR SIEW CUBE 1KG/PKT,1.0,13.0,13.0,13.0,13.0,195.0,15.0,2022-12-31,13.0,13.0,13.0,2,0.0
UVC0035,TECK CASH SUPPLIER (NON-GST),ODS001,OTHER- DOU JIE,1.0,3.0,3.0,3.0,3.0,6.0,2.0,2022-12-31,3.0,3.0,3.0,1,0.0
UVC0035,TECK CASH SUPPLIER (NON-GST),OFL002,OTHER- FRESH WHOLE FROG,1.0,23.0,23.0,23.0,23.0,69.0,3.0,2022-10-31,23.0,23.0,23.0,2,0.0
UVC0035,TECK CASH SUPPLIER (NON-GST),OFS003,OTHER- FISH MAW 1KG,1.0,30.0,30.0,30.0,30.0,6.0,0.2,2022-12-15,30.0,30.0,30.0,1,0.0
UVC0035,TECK CASH SUPPLIER (NON-GST),OYR001,OTHER- FRIED YAM RING 230gm,2.0,4.0,4.0,4.0,4.0,344.0,86.0,2022-12-31,3.8,4.0,4.0,3,0.20000000000000018
UVC0035,TECK CASH SUPPLIER (NON-GST),SAK006-01,SEAFOOD- ANG KA PRAWN FRESH,1.0,14.5,14.5,14.5,14.5,145.0,10.0,2022-12-16,14.5,14.5,14.5,1,0.0
UVC0035,TECK CASH SUPPLIER (NON-GST),SQU004,SEAFOOD- FRESH SQUID,1.0,13.5,13.5,13.5,13.5,135.0,10.0,2022-12-15,13.5,13.5,13.5,1,0.0
UVC0035,TECK CASH SUPPLIER (NON-GST),SSC003,SEAFOOD- FROZEN MUD CRAB,1.0,28.0,28.0,28.0,28.0,100.8,3.6,2022-10-31,28.0,28.0,28.0,1,0.0
UVC0035,TECK CASH SUPPLIER (NON-GST),SWC004,SEAFOOD- GONG GONG FRESH,1.0,5.0,5.0,5.0,5.0,25.0,5.0,2022-12-16,5.0,5.0,5.0,1,0.0
UVC0035,TECK CASH SUPPLIER (NON-GST),SWC005-01,SEAFOOD- COCKLES FRESH,2.0,5.0,5.0,5.0,5.0,75.0,15.0,2022-12-31,5.0,5.0,5.0,1,0.0
UVC0038,CELESTIAL VENTURES SDN BHD,OOI004,OTHER- COOKING OIL RED TIN GW16KG,3.0,24.116666666666664,23.65,24.25,24.45,21705.0,900.0,2022-12-23,24.25,24.45,24.25,1,0.0
UVC0039,CHUN LEI TRADING PTE LTD,DUCK06,DUCK HEAD 5KG/PKT,1.0,3.5,3.5,3.5,3.5,17.5,5.0,2022-11-10,2.0,3.5,2.0,3,1.5
UVC0039,CHUN LEI TRADING PTE LTD,FBE002,FISH- BELT FISH 200-300GM 10KG/CTNS,1.0,4.5,4.5,4.5,4.5,54.0,12.0,2022-11-10,3.5,4.5,3.5,2,1.0
UVC0039,CHUN LEI TRADING PTE LTD,PBEL05-17,PORK BELLY SEARA,1.0,4.9,4.9,4.9,4.9,268.128,54.72,2022-12-28,4.9,4.9,4.9,1,0.0
UVD0001,DCH AURIGA (SINGAPORE),OHD008,OTHER- HOT DOG 340gm (VALLEY CHEF) 32pkt/ctn,2.0,2.35,2.35,2.35,2.35,2256.0,960.0,2022-12-06,2.35,2.35,2.35,1,0.0
UVE0001,EASTERN HARVEST FOODS (S) PTE LTD,DUCK04-02,DUCK- SMOKE DUCK BREAST (ORIGINAL) 220gm/pcsS,2.0,9.5,9.5,9.5,9.5,1425.0,150.0,2022-11-18,9.0,9.5,9.0,2,0.5
UVE0001,EASTERN HARVEST FOODS (S) PTE LTD,FBE004,FISH- BELT FISH STEAK 150-200GM 10X1KG/CTNS,1.0,4.0,4.0,4.0,4.0,80.0,20.0,2022-12-13,4.5,5.0,4.5,2,-0.5
UVE0001,EASTERN HARVEST FOODS (S) PTE LTD,FBP005,FISH- BLACK POMFRET 100-150gm 5kgX2pkt,3.0,4.5,4.5,4.5,4.5,1800.0,400.0,2022-12-31,4.5,4.5,4.5,1,0.0
UVE0001,EASTERN HARVEST FOODS (S) PTE LTD,FCU002,FISH- BABY CUTTLEFISH 40-60 12X1KG/CTNS,5.0,8.5,8.5,8.5,8.5,4080.0,480.0,2022-12-05,8.5,9.8,9.8,2,0.0
UVE0001,EASTERN HARVEST FOODS (S) PTE LTD,FKE003,FISH- KEMBONG 8-10pcs 2kg X 5pkt/ctns,4.0,3.0,3.0,3.0,3.0,2700.0,900.0,2022-12-16,3.0,3.0,3.0,1,0.0
UVE0001,EASTERN HARVEST FOODS (S) PTE LTD,FRG004,FISH- RED GORLY 6-8pcs 2kgX5pkt,7.0,3.1999999999999997,3.2,3.2,3.2,2240.0,700.0,2022-12-31,3.2,3.2,3.2,2,0.0
UVE0001,EASTERN HARVEST FOODS (S) PTE LTD,FSA001,FISH- SABA FISH 400-600gm 20kg/ctn,8.0,3.8,3.8,3.8,3.8,608.0,160.0,2022-12-27,3.8,3.8,3.8,1,0.0
UVE0001,EASTERN HARVEST FOODS (S) PTE LTD,FSI001,FISH- SHISHAMO 120gm 30pkt/ctn,9.0,1.7999999999999998,1.8,1.8,1.8,2376.0,1320.0,2022-12-24,1.8,1.8,1.8,1,0.0
UVE0001,EASTERN HARVEST FOODS (S) PTE LTD,FSS003,FISH- SILVER FISH 8-10CM 10X1KG/CTNS,5.0,9.5,9.5,9.5,9.5,1805.0,190.0,2022-12-31,9.5,9.5,9.5,1,0.0
UVE0001,EASTERN HARVEST FOODS (S) PTE LTD,FYC001,FISH- YELLOW CROAKER 300-400GM,1.0,8.5,8.5,8.5,8.5,85.0,10.0,2022-10-05,5.5,8.5,5.5,2,3.0
UVE0001,EASTERN HARVEST FOODS (S) PTE LTD,OEB001,OTHER- TOBIKO JAPAN 500GM/PKT,1.0,22.0,22.0,22.0,22.0,44.0,2.0,2022-12-02,22.0,22.0,22.0,1,0.0
UVE0001,EASTERN HARVEST FOODS (S) PTE LTD,OKR001,OTHER- KOEAN RICE CAKE (TTEOKBBOKY) 600GM X 12PKT,5.0,2.6,2.6,2.6,2.6,468.00000000000006,180.0,2022-12-20,2.6,2.6,2.6,1,0.0
UVE0001,EASTERN HARVEST FOODS (S) PTE LTD,OSBS02-01,OTHER- STKY BACON SLICED (USA-ASC) 5x2kg/ctn,1.0,10.0,10.0,10.0,10.0,1000.0,100.0,2022-11-03,8.0,10.0,8.5,2,2.0
UVE0001,EASTERN HARVEST FOODS (S) PTE LTD,PBRB04-02,PORK BRISKET BONE (SMITHFIELD-USA) 13.6kg/ctn,2.0,51.72,51.72,51.72,51.72,5172.0,100.0,2022-12-28,51.72,51.72,51.72,1,0.0
UVE0001,EASTERN HARVEST FOODS (S) PTE LTD,SCA001-14,SEAFOOD- SCALLOP 20/30 2.27kg/pkt X 6pkt/ctns,4.0,51.642500000000005,51.07,51.644999999999996,52.21,1239.42,24.0,2022-12-28,51.644999999999996,52.21,52.21,1,0.0
UVE0001,EASTERN HARVEST FOODS (S) PTE LTD,SCB001,SEAFOOD- CRAB BITE 1kgX10pkt,5.0,4.8,4.8,4.8,4.8,4320.0,900.0,2022-12-31,4.8,4.8,4.8,1,0.0
UVE0001,EASTERN HARVEST FOODS (S) PTE LTD,SCL001,SEAFOOD- IMITATION SNOW CRAB LEG 250gm X 40pkt,6.0,3.1999999999999997,3.2,3.2,3.2,3584.0,1120.0,2022-12-31,3.2,3.2,3.2,1,0.0
UVE0001,EASTERN HARVEST FOODS (S) PTE LTD,SCS002,SEAFOOD- CRAB STICK 16'S 40pkt/ctns (CHINA),10.0,0.9499999999999998,0.95,0.95,0.95,6460.0,6800.0,2022-12-31,0.95,0.95,0.95,1,0.0
UVE0001,EASTERN HARVEST FOODS (S) PTE LTD,SEB001,SEAFOOD- EBI FRY 31/40 22gm/pcs 10pcs/tray,8.0,3.5,3.5,3.5,3.5,1610.0,460.0,2022-12-23,3.5,3.5,3.5,1,0.0
UVE0001,EASTERN HARVEST FOODS (S) PTE LTD,SMU002-01,SEAFOOD- WHOLE MUSSEL 454gm X 10pkt/ctns,7.0,2.5,2.5,2.5,2.5,1125.0,450.0,2022-12-08,2.5,2.5,2.5,1,0.0
UVE0001,EASTERN HARVEST FOODS (S) PTE LTD,SPH004,SEAFOOD- PRAWN HEAD/SHELL (VANNAMEI) 10x1kg/pkt,3.0,1.6000000000000003,1.6,1.6,1.6,640.0,400.0,2022-11-12,1.8,1.8,1.8,2,-0.19999999999999996
UVE0001,EASTERN HARVEST FOODS (S) PTE LTD,SQU003-05,SEAFOOD- SQUID WHOLE ROUND (10INCH UP) 5kgX2 10kg/ctn,14.0,9.5,9.5,9.5,9.5,19000.0,2000.0,2022-12-31,9.5,9.5,9.5,1,0.0
UVE0001,EASTERN HARVEST FOODS (S) PTE LTD,SSR03,SEAFOOD- CALAMARI (180pcs/ctn) 10X1kg/ctn,10.0,9.0,9.0,9.0,9.0,1440.0,160.0,2022-12-20,9.0,9.0,9.0,1,0.0
UVE0001,EASTERN HARVEST FOODS (S) PTE LTD,SWC001,SEAFOOD- WHITE CLAM 40/60 or 60/80 10X1KG/CTNS,2.0,3.8,3.8,3.8,3.8,380.0,100.0,2022-12-28,3.8,3.8,3.8,1,0.0
UVE0001,EASTERN HARVEST FOODS (S) PTE LTD,fgr001-02,FISH- GROUPER 8-10pcs 2kgX 5pkt,4.0,3.2,3.2,3.2,3.2,672.0,210.0,2022-12-23,3.2,3.2,3.2,1,0.0
UVE0008,EURACO FINEFOOD PTE LTD,BMM004,BEEF STRIPLOIN (MELTIQUE-AUST),3.0,26.0,26.0,26.0,26.0,30734.34,1182.09,2022-12-30,26.0,29.5,26.0,2,0.0
UVE0011,EURASIA FOOD SUPPLY PTE LTD,PBEL19-04,PORK BELLY IBERICO SLICE 2MM 300GM 20PK/CTN,2.0,7.8,7.8,7.8,7.8,312.0,40.0,2022-12-29,7.8,7.8,7.8,1,0.0
UVE0011,EURASIA FOOD SUPPLY PTE LTD,PBEL34,CHESTNUT SR BELLY BL RIND ON-SD000073,10.0,11.0,11.0,11.0,11.0,6178.7,561.7,2022-12-31,11.0,11.0,11.0,1,0.0
UVE0011,EURASIA FOOD SUPPLY PTE LTD,PCOL10-01,PORK COLLAR IBERICO (JARMONDOR-SPAIN),1.0,21.0,21.0,21.0,21.0,880.1099999999999,41.91,2022-12-21,19.0,21.0,21.0,2,2.0
UVE0011,EURASIA FOOD SUPPLY PTE LTD,PCOL10-02,PORK COLLAR CS IBERICO STEAK CUT 20PK/CTN,2.0,8.6,8.6,8.6,8.6,344.0,40.0,2022-12-30,8.6,8.6,8.6,1,0.0
UVE0011,EURASIA FOOD SUPPLY PTE LTD,PCOL10-06,PORK COLLAR IBERICO SLICE 2MM 300GM 20PK/CTN,3.0,8.3,8.3,8.3,8.3,498.0,60.0,2022-12-29,8.3,8.3,8.3,1,0.0
UVE0012,EMERGING SUCCESS PTE LTD,PBRB11,PORK BRISKET BONE (SWIFT),1.0,3.85,3.85,3.85,3.85,6526.3275,1695.15,2022-12-30,3.85,3.85,3.85,1,0.0
UVE0012,EMERGING SUCCESS PTE LTD,PCOL03,PORK COLLAR (PIF PAF) 20KG/CTNS,4.0,3.9000000000000004,3.8,3.8,4.2,9280.0,2400.0,2022-11-04,4.0,4.2,3.43,4,-0.20000000000000018
UVE0012,EMERGING SUCCESS PTE LTD,PLIV03,PORK LIVER (HK SCAN) 10kg/ctn,1.0,2.5,2.5,2.5,2.5,500.0,200.0,2022-12-22,2.4,2.5,2.4,4,0.10000000000000009
UVE0012,EMERGING SUCCESS PTE LTD,PLIV08,PORK LIVER (SEARA) 15KG/CTNS,1.0,2.2,2.2,2.2,2.2,660.0,300.0,2022-12-15,2.2,2.2,2.2,1,0.0
UVE0012,EMERGING SUCCESS PTE LTD,PRIB01-02,PORK MEATY RIBLETS (SULINA) 15kg/ctn,1.0,3.0,3.0,3.0,3.0,225.0,75.0,2022-10-21,3.0,3.0,3.0,1,0.0
UVF0017,FOODPRIDE,OMO005,OTHER- MOZZARELLA STICK BREADED ORGINAL 12PCS/PKT X 24PKT/CTNS,2.0,4.2,4.2,4.2,4.2,604.8000000000001,144.0,2022-10-25,4.2,4.2,4.2,1,0.0
UVF0021,FARMFOOD TRADING PTE LTD,FUN002,UNAGI KABAYAKI 200GMX50PCS 10KG/CTNS (IWP-PACKING),2.0,27.5,27.5,27.5,27.5,1650.0,60.0,2022-12-15,27.5,27.5,27.5,1,0.0
UVF0021,FARMFOOD TRADING PTE LTD,FUN003,UNAGI KABAYAKI 250GM/PKT ** 50PCS,3.0,5.5,5.5,5.5,5.5,2200.0,400.0,2022-12-15,5.5,5.5,5.5,1,0.0
UVF0021,FARMFOOD TRADING PTE LTD,OAB002,OTHER- ABALONE SLICED 300gmX40pkt (TAIWAN),4.0,1.9,1.9,1.9,1.9,3990.0,2100.0,2022-11-17,1.9,1.9,1.9,1,0.0
UVF0021,FARMFOOD TRADING PTE LTD,OBA001,OTHER- LOBSTER BALL (FIGO) 500gm/pkt,8.0,3.04,3.04,3.04,3.04,15808.0,5200.0,2022-12-29,3.04,3.04,3.04,1,0.0
UVF0021,FARMFOOD TRADING PTE LTD,OBA011,OTHER- FRIED FISH BALL (FIGO) 10x1KG/CTNS,1.0,4.43,4.43,4.43,4.43,443.0,100.0,2022-12-26,4.43,4.43,4.43,1,0.0
UVF0021,FARMFOOD TRADING PTE LTD,OCH004,OTHER- NACHO CHEESE SAUCE 12PKTX1L,8.0,4.725,4.72,4.725,4.73,1077.0,228.0,2022-12-26,4.725,4.73,4.72,1,0.0
UVF0021,FARMFOOD TRADING PTE LTD,OCK002,OTHER- MINI CHIKUWA 500GMX20pkt/ctns MUSHROOM,3.0,2.58,2.58,2.58,2.58,670.8,260.0,2022-12-21,2.58,2.58,2.58,1,0.0
UVF0021,FARMFOOD TRADING PTE LTD,ODU016,OTHER- FISH & SOY ROLL 10S 300GMX30PKT/CTNS,9.0,1.54,1.54,1.54,1.54,2125.2,1380.0,2022-12-21,1.54,1.54,1.54,1,0.0
UVF0021,FARMFOOD TRADING PTE LTD,OFC005,OTHER- THAI FISH CAKE FIGO 500gm/pkt x 20pkt/ctns,5.0,2.6,2.6,2.6,2.6,1560.0,600.0,2022-12-26,2.6,2.6,2.6,1,0.0
UVF0021,FARMFOOD TRADING PTE LTD,OFC006-02,OTHER- FISH CAKE - PANDAN FISH FACE 450gm X 20pkt (KANIKA),2.0,4.6,4.6,4.6,4.6,460.0,100.0,2022-12-23,4.6,4.6,4.6,1,0.0
UVF0021,FARMFOOD TRADING PTE LTD,OPR003-02,OTHER- ROTI PRATA PLAIN (KAWAN) 40PKT X 5PCS X 80GM/PKT,1.0,1.28,1.28,1.28,1.28,51.2,40.0,2022-12-21,1.28,1.28,1.28,1,0.0
UVF0021,FARMFOOD TRADING PTE LTD,OSO004,OTHER- SOUP CLAM 500GM/PKT,3.0,4.0,4.0,4.0,4.0,2800.0,700.0,2022-10-27,4.0,4.0,4.0,1,0.0
UVF0021,FARMFOOD TRADING PTE LTD,OSR002-04,OTHER- VEGETABLE MINI ROLL 20gX20pcX20pkt/ctns,1.0,2.1,2.1,2.1,2.1,210.0,100.0,2022-12-26,2.1,2.1,2.1,1,0.0
UVF0021,FARMFOOD TRADING PTE LTD,OTO001,OTHER- CHEESE TOFU FIGO (500gm x 20pkt),13.0,3.0399999999999996,3.04,3.04,3.04,30400.0,10000.0,2022-12-29,3.04,3.04,3.04,1,0.0
UVF0021,FARMFOOD TRADING PTE LTD,OTO004,OTHER- SEAFOOD TOFU FIGO (500gm x 20pkt),6.0,3.0399999999999996,3.04,3.04,3.04,9120.0,3000.0,2022-12-26,3.04,3.04,3.04,1,0.0
UVF0021,FARMFOOD TRADING PTE LTD,OTO004-02,OTHER- EN CHEESE SHRIMP FIGO (500gm x 20pkt),9.0,3.3,3.3,3.3,3.3,2970.0,900.0,2022-12-29,3.3,3.3,3.3,1,0.0
UVF0021,FARMFOOD TRADING PTE LTD,OTO007,OTHER- OTAK FISH 180GM (100pkt/ctn),9.0,2.3,2.3,2.3,2.3,6900.0,3000.0,2022-12-26,2.3,2.3,2.3,1,0.0
UVF0021,FARMFOOD TRADING PTE LTD,OTO008-02,OTHER- OTAK BUN 6pc/pkt X 12pkt/ctns,3.0,2.56,2.56,2.56,2.56,614.4,240.0,2022-12-09,2.56,2.56,2.56,1,0.0
UVF0021,FARMFOOD TRADING PTE LTD,SAUCE-43,STEAM FISH - SOY SAUCE 40pkt/ctns,1.0,3.3,3.3,3.3,3.3,792.0,240.0,2022-11-09,3.3,3.3,3.3,1,0.0
UVF0021,FARMFOOD TRADING PTE LTD,SAUCE-47,SAUCE - CURRY SAUCE KAM LONG 1KG,3.0,5.400000000000001,5.4,5.4,5.4,324.0,60.0,2022-12-29,5.4,5.4,5.4,1,0.0
UVF0021,FARMFOOD TRADING PTE LTD,SCA007-03,SEAFOOD- BOILED SEA SCALLOP MEAT 120/150 10X1KG/CTNS,7.0,8.5,8.5,8.5,8.5,23800.0,2800.0,2022-12-29,8.5,10.5,8.5,2,0.0
UVF0021,FARMFOOD TRADING PTE LTD,SOT003-01,SEAFOOD- CUTTLEFISH BALL (FIGO) 400GMX30PKT/CTNS,3.0,2.68,2.68,2.68,2.68,2412.0,900.0,2022-12-26,2.68,2.68,2.68,1,0.0
UVF0021,FARMFOOD TRADING PTE LTD,SQC001,SEAFOOD- SQUID CUT WITH SKIN 6X2KG/CTNS,4.0,3.3,3.3,3.3,3.3,11008.8,3336.0,2022-12-19,3.3,3.3,3.3,1,0.0
UVF0021,FARMFOOD TRADING PTE LTD,SVA002-06,SEAFOOD- BLACK TIGER HOSO 13/15 10X1pkt,2.0,12.7,12.7,12.7,12.7,2286.0,180.0,2022-12-29,13.5,13.5,12.7,2,-0.8000000000000007
UVF0021,FARMFOOD TRADING PTE LTD,SVA002-08,SEAFOOD- BLACK TIGER HOSO 41-50pcs A&O 10x1pkt/ctn,2.0,7.1,6.8,7.1,7.4,6760.0,950.0,2022-12-09,7.1,7.4,6.8,1,0.0
UVF0021,FARMFOOD TRADING PTE LTD,SVA002-11,SEAFOOD- BLACK TIGER HOSO 16/20 1kg x 10pkt,4.0,11.2,10.3,11.5,11.5,3965.0,350.0,2022-12-19,11.5,12.0,10.3,2,0.0
UVF0021,FARMFOOD TRADING PTE LTD,SVA004-02,SEAFOOD- VANNAMEI HOSO COOKED 31/40 FRESH CHOICE 10X1KG/CTNS,6.0,11.0,11.0,11.0,11.0,12650.0,1150.0,2022-12-30,11.0,11.0,11.0,1,0.0
UVF0021,FARMFOOD TRADING PTE LTD,SVA004-04,SEAFOOD- VANNAMEI HOSO COOKED 26-30 10X1pkt/ctn (AA-MESTI),6.0,12.5,12.5,12.5,12.5,21875.0,1750.0,2022-12-26,12.5,12.5,12.5,1,0.0
UVF0021,FARMFOOD TRADING PTE LTD,SVA004-06,SEAFOOD- VANNAMEI HOSO COOKED 41-50 10X1pkt/ctn (AA-MESTI),8.0,10.33,10.33,10.33,10.33,14462.0,1400.0,2022-12-09,10.33,10.33,10.33,1,0.0
UVF0021,FARMFOOD TRADING PTE LTD,SVA008-04,SEAFOOD- VANNAMEI HOSO 41-50pcs A&O 10x1pkt/ctn,8.0,7.55,7.55,7.55,7.55,9815.0,1300.0,2022-12-26,7.55,9.0,7.55,4,0.0
UVF0021,FARMFOOD TRADING PTE LTD,SVA009-04,SEAFOOD- VANNAMEI HOSO 26-30pcs 10X1KG - G54,4.0,8.37,8.37,8.37,8.37,6277.499999999999,750.0,2022-12-15,8.37,8.37,8.37,1,0.0
UVG0001,GOODCROP PTE LTD,BSH004,BEEF SHIN/SHANK (QUALITY BEEF-BRAZIL),1.0,6.0,6.0,6.0,6.0,3443.1000000000004,573.85,2022-11-30,5.6,6.0,5.5,5,0.40000000000000036
UVG0001,GOODCROP PTE LTD,CBLS05,CHICKEN BONELESS SKINLESS LEG (MULTI-BRAZIL) 2kgX6pkt,1.0,4.4,4.4,4.4,4.4,1056.0,240.0,2022-10-27,4.3,4.4,4.3,3,0.10000000000000053
UVG0001,GOODCROP PTE LTD,CDRU02,CHICKEN DRUMSTICK TYSON 3X5KG/CTNS,8.0,2.6,2.6,2.6,2.6,6513.0,2505.0,2022-12-19,2.6,2.6,2.6,1,0.0
UVG0001,GOODCROP PTE LTD,PBEL05-25,PORK BELLY SHEET RIBBED (PALMALI-BRAZIL),1.0,5.1,5.1,5.1,5.1,462.162,90.62,2022-12-14,5.1,5.1,5.1,1,0.0
UVG0001,GOODCROP PTE LTD,PRIB01,PORK MEATY RIBLETS (SPAIN-10.03948/L) IWP PACKING,3.0,2.1,2.1,2.1,2.1,2205.0,1050.0,2022-11-05,2.1,2.6,2.1,2,0.0
UVG0001,GOODCROP PTE LTD,PSTO12,PORK STOMACH COOKED 10kg/ctn (ATRIA-FINLAND 22),3.0,2.9333333333333336,2.9,2.9,3.0,8712.0,2970.0,2022-10-29,2.95,3.0,3.0,2,-0.050000000000000266
