item_code,description,customer_code,customer_name,avg_sales_price,min_sales_price,median_sales_price,max_sales_price,total_qty,latest_sales_date,latest_sales_price
BBA001,BEEF BALL 1kg/pkt (PING PONG),UCA0165,ASHIKA RESTAURANT & CATERING PTE LTD,10.5,10.5,10.5,10.5,4.0,2022-11-10,10.5
BBA001,BEEF BALL 1kg/pkt (PING PONG),UCC0064,MMMM F&B PTE LTD,10.0,10.0,10.0,10.0,23.0,2022-12-31,10.0
BBA001,BEEF BALL 1kg/pkt (PING PONG),UCC0145,CHAO TIAN MEN HUO GUO WANG,10.0,10.0,10.0,10.0,12.0,2022-12-23,10.0
BBA001,BEEF BALL 1kg/pkt (PING PONG),UCC9999,CASH (SHIYUN),9.68,9.2,10.0,10.0,7.0,2022-12-13,10.0
BBA001,BEEF BALL 1kg/pkt (PING PONG),UCD0062,DEEP GROUNDWATER PTE LTD (HEARTLAND MALL),9.3,9.3,9.3,9.3,19.0,2022-12-17,9.3
BBA001,BEEF BALL 1kg/pkt (PING PONG),UCD0069,DEEP GROUNDWATER PTE LTD (SUN PLAZA),9.3,9.3,9.3,9.3,6.0,2022-12-23,9.3
BBA001,BEEF BALL 1kg/pkt (PING PONG),UCD0089,DEEP GROUNDWATER PTE LTD (IMM),9.3,9.3,9.3,9.3,1.0,2022-11-28,9.3
BBA001,BEEF BALL 1kg/pkt (PING PONG),UCF0069,FOODSTA PTE LTD,9.8,9.8,9.8,9.8,3.0,2022-10-05,9.8
BBA001,BEEF BALL 1kg/pkt (PING PONG),UCH0208,HOANG HAU,10.0,10.0,10.0,10.0,30.0,2022-12-30,10.0
BBA001,BEEF BALL 1kg/pkt (PING PONG),UCH0279,CHUN LEI TRADING PTE LTD,10.0,10.0,10.0,10.0,5.0,2022-11-23,10.0
BBA001,BEEF BALL 1kg/pkt (PING PONG),UCJ0145,MALA FRAGRANT HOT POT,9.5,9.5,9.5,9.5,1.0,2022-10-25,9.5
BBA001,BEEF BALL 1kg/pkt (PING PONG),UCJ0174,PANGOLIN INVESTMENTS PRIVATE LIMITED,10.0,10.0,10.0,10.0,7.0,2022-12-07,10.0
BBA001,BEEF BALL 1kg/pkt (PING PONG),UCJ0179,MALA FRAGRANT HOT POT,9.5,9.5,9.5,9.5,1.0,2022-12-14,9.5
BBA001,BEEF BALL 1kg/pkt (PING PONG),UCK0078,KEVIN VIETNAMESE CUISINE,10.0,10.0,10.0,10.0,35.0,2022-12-19,10.0
BBA001,BEEF BALL 1kg/pkt (PING PONG),UCK0082,KEVIN KENNY PT LTD,10.0,10.0,10.0,10.0,10.0,2022-12-16,10.0
BBA001,BEEF BALL 1kg/pkt (PING PONG),UCK0083,MEI LE PTE LTD (WEST COAST),10.0,10.0,10.0,10.0,5.0,2022-12-16,10.0
BBA001,BEEF BALL 1kg/pkt (PING PONG),UCL0164,LISDEN DINING PTE LTD,10.0,10.0,10.0,10.0,5.0,2022-11-23,10.0
BBA001,BEEF BALL 1kg/pkt (PING PONG),UCL0192,LORCH GOCER,11.0,11.0,11.0,11.0,50.0,2022-12-16,11.0
BBA001,BEEF BALL 1kg/pkt (PING PONG),UCM0236,UNOIA PTE LTD,10.0,10.0,10.0,10.0,8.0,2022-12-08,10.0
BBA001,BEEF BALL 1kg/pkt (PING PONG),UCM0289,MALA 61 PTE LTD,10.0,10.0,10.0,10.0,12.0,2022-11-23,10.0
BBA001,BEEF BALL 1kg/pkt (PING PONG),UCM0306,MY THAI POT (TELOK BLANGAH),10.0,10.0,10.0,10.0,6.0,2022-11-22,10.0
BBA001,BEEF BALL 1kg/pkt (PING PONG),UCS0181,FOUR LEAVE CLOVER (NEW BRIDGE),10.0,10.0,10.0,10.0,30.0,2022-11-19,10.0
BBA001,BEEF BALL 1kg/pkt (PING PONG),UCS0190,S.H. FOOD SERVICES PTE LTD,10.0,10.0,10.0,10.0,5.0,2022-12-23,10.0
BBA001,BEEF BALL 1kg/pkt (PING PONG),UCS0219,SAIGON (VIETNAM),9.199999999999996,9.2,9.2,9.2,45.0,2022-12-21,9.2
BBA001,BEEF BALL 1kg/pkt (PING PONG),UCS0261,YIBOYUAN PTE LTD (BEACH ROAD),10.0,10.0,10.0,10.0,28.0,2022-12-26,10.0
BBA001,BEEF BALL 1kg/pkt (PING PONG),UCS0293,SAN BAO ENGINEERING PTE LTD,10.0,10.0,10.0,10.0,20.0,2022-12-21,10.0
BBA001,BEEF BALL 1kg/pkt (PING PONG),UCS0297,SHUANG Y Y HOT POT,10.0,10.0,10.0,10.0,4.0,2022-10-20,10.0
BBA001,BEEF BALL 1kg/pkt (PING PONG),UCS0324,SAIGON QUAN (FRANKEL),9.2,9.2,9.2,9.2,2.0,2022-10-20,9.2
BBA001,BEEF BALL 1kg/pkt (PING PONG),UCT0001,THAI CUISINE,10.0,10.0,10.0,10.0,1.0,2022-12-02,10.0
BBA001,BEEF BALL 1kg/pkt (PING PONG),UCT0127,T&L INDUSTRIES PTE LTD,9.199999999999998,9.2,9.2,9.2,170.0,2022-12-24,9.2
BBA001,BEEF BALL 1kg/pkt (PING PONG),UCT0161,TRUNG NGUYEN COFFEE,9.2,9.2,9.2,9.2,55.0,2022-12-24,9.2
BBA001,BEEF BALL 1kg/pkt (PING PONG),UCT0269,TONG FU JU PTE LTD,10.0,10.0,10.0,10.0,3.0,2022-12-02,10.0
BBA001,BEEF BALL 1kg/pkt (PING PONG),UCX0047,XIAO MU DENG F&B (SINGAPORE) PTE LTD,10.0,10.0,10.0,10.0,11.0,2022-12-24,10.0
BBA001,BEEF BALL 1kg/pkt (PING PONG),UCX0101,XIAO MU DENG HUAI JIU HUO GUO,10.0,10.0,10.0,10.0,22.0,2022-12-31,10.0
BBA001,BEEF BALL 1kg/pkt (PING PONG),UCY0036,YANG CHONG ONG FOOD TRADING MERCHANT,9.200000000000001,9.2,9.2,9.2,17.0,2022-12-31,9.2
BBA001,BEEF BALL 1kg/pkt (PING PONG),UCY0064,YI RESTAURANT LLP,10.0,10.0,10.0,10.0,7.0,2022-12-15,10.0
BBA001-01,BEEF & CHICKEN BALL - SWEDISH MEAT BALL 1KG/PKT,UCS0240,SHOPEE SG CUSTOMERS,18.6,18.6,18.6,18.6,2.0,2022-12-02,18.6
BBA001-01,BEEF & CHICKEN BALL - SWEDISH MEAT BALL 1KG/PKT,UCS0285,SPUDS SHACK,12.5,12.5,12.5,12.5,30.0,2022-12-30,12.5
BBR002,BEEF BRISKET PE * (QUALITY BEEF-BRAZIL),UCA0013,ALLCEAN FROZEN FOOD-GY1591,8.5,8.5,8.5,8.5,31.9,2022-12-12,8.5
BBR002,BEEF BRISKET PE * (QUALITY BEEF-BRAZIL),UCA0165,ASHIKA RESTAURANT & CATERING PTE LTD,9.5,9.5,9.5,9.5,19.36,2022-11-13,9.5
BBR002,BEEF BRISKET PE * (QUALITY BEEF-BRAZIL),UCC0080,CASH (RAY),8.5,8.5,8.5,8.5,2.9,2022-12-02,8.5
BBR002,BEEF BRISKET PE * (QUALITY BEEF-BRAZIL),UCC0092,DONG BEI CUISINE,9.5,9.5,9.5,9.5,3.2,2022-11-02,9.5
BBR002,BEEF BRISKET PE * (QUALITY BEEF-BRAZIL),UCC0093,HAI FA CURRY RICE,9.8,9.8,9.8,9.8,3.3,2022-10-15,9.8
BBR002,BEEF BRISKET PE * (QUALITY BEEF-BRAZIL),UCC0165,CASH (JESSICA),10.0,10.0,10.0,10.0,7.1,2022-10-26,10.0
BBR002,BEEF BRISKET PE * (QUALITY BEEF-BRAZIL),UCC0178,CASH (GUI ),9.5,9.5,9.5,9.5,47.29,2022-12-18,9.5
BBR002,BEEF BRISKET PE * (QUALITY BEEF-BRAZIL),UCC9999,CASH (SHIYUN),10.0,10.0,10.0,10.0,24.5,2022-12-13,10.0
BBR002,BEEF BRISKET PE * (QUALITY BEEF-BRAZIL),UCD0068,DEEP GROUNDWATER PTE LTD (RAFFLES  CITY),10.454545454545455,10.0,10.5,10.5,200.31,2022-12-21,10.5
BBR002,BEEF BRISKET PE * (QUALITY BEEF-BRAZIL),UCF0069,FOODSTA PTE LTD,8.8,8.8,8.8,8.8,3.7,2022-11-15,8.8
BBR002,BEEF BRISKET PE * (QUALITY BEEF-BRAZIL),UCH0226,HU DA FAN DIAN,10.0,10.0,10.0,10.0,30.6,2022-11-28,10.0
BBR002,BEEF BRISKET PE * (QUALITY BEEF-BRAZIL),UCH0279,CHUN LEI TRADING PTE LTD,9.0,9.0,9.0,9.0,111.28,2022-12-31,9.0
BBR002,BEEF BRISKET PE * (QUALITY BEEF-BRAZIL),UCJ0057,JOCO ENTERPRISE,8.8,8.8,8.8,8.8,3.3,2022-11-08,8.8
BBR002,BEEF BRISKET PE * (QUALITY BEEF-BRAZIL),UCJ0127,JIA XIANG XIAO CHU,9.5,9.5,9.5,9.5,113.8,2022-12-31,9.5
BBR002,BEEF BRISKET PE * (QUALITY BEEF-BRAZIL),UCK0116,818 KITCHEN,9.8,9.8,9.8,9.8,10.5,2022-11-06,9.8
BBR002,BEEF BRISKET PE * (QUALITY BEEF-BRAZIL),UCL0160,LA CAFE & BAR,11.0,11.0,11.0,11.0,429.57,2022-12-28,11.0
BBR002,BEEF BRISKET PE * (QUALITY BEEF-BRAZIL),UCS0323,SIONG HONG SEAFOOD ENTERPRISE PTE LTD,9.0,9.0,9.0,9.0,19.65,2022-10-07,9.0
BBR002,BEEF BRISKET PE * (QUALITY BEEF-BRAZIL),UCT0001,THAI CUISINE,9.5,9.5,9.5,9.5,19.0,2022-12-22,9.5
BBR002,BEEF BRISKET PE * (QUALITY BEEF-BRAZIL),UCT0127,T&L INDUSTRIES PTE LTD,9.199999999999998,9.2,9.2,9.2,270.6,2022-12-25,9.2
BBR002,BEEF BRISKET PE * (QUALITY BEEF-BRAZIL),UCX0081,DA HAI MALA HOTPOT,9.0,9.0,9.0,9.0,11.1,2022-12-07,9.0
BBR002,BEEF BRISKET PE * (QUALITY BEEF-BRAZIL),UCX0191,XIAO ANN FOOD CREATION PTE LTD,10.5,10.5,10.5,10.5,6.7,2022-12-02,10.5
BCHO01,BEEF CHOP 190-220gm 5kg/pkt,UCK0083,MEI LE PTE LTD (WEST COAST),12.0,12.0,12.0,12.0,5.0,2022-12-15,12.0
BCHO03,BEEF CHOP (STRIPLOIN) STEAK (BUTHER'S RIDGE) 500GMX20PKT,UCF0162,FAMILY NEEDS PTE LTD,8.9,8.9,8.9,8.9,10.0,2022-12-08,8.9
BCHO03,BEEF CHOP (STRIPLOIN) STEAK (BUTHER'S RIDGE) 500GMX20PKT,UCF0191,FRESH PICK SUPERMARKET,8.9,8.9,8.9,8.9,10.0,2022-11-23,8.9
BCHO03,BEEF CHOP (STRIPLOIN) STEAK (BUTHER'S RIDGE) 500GMX20PKT,UCU0002,U STARS SUPERMARKET PTE LTD (330),9.8,9.8,9.8,9.8,20.0,2022-12-12,9.8
BCHO03,BEEF CHOP (STRIPLOIN) STEAK (BUTHER'S RIDGE) 500GMX20PKT,UCU0010,U STARS SUPERMARKET PTE LTD (78B),9.8,9.8,9.8,9.8,20.0,2022-12-12,9.8
BCHO03,BEEF CHOP (STRIPLOIN) STEAK (BUTHER'S RIDGE) 500GMX20PKT,UCU0020,U STARS PTE LTD (810),9.8,9.8,9.8,9.8,20.0,2022-12-13,9.8
BCHO03,BEEF CHOP (STRIPLOIN) STEAK (BUTHER'S RIDGE) 500GMX20PKT,UCU0023,U STARS SUPERMARKET PTE LTD (215 COMPASSVALE),8.9,8.9,8.9,8.9,20.0,2022-12-31,8.9
BCHO03,BEEF CHOP (STRIPLOIN) STEAK (BUTHER'S RIDGE) 500GMX20PKT,UCU0025,U STARS PTE LTD YISHUN (291),9.8,9.8,9.8,9.8,20.0,2022-12-12,9.8
BCHO03,BEEF CHOP (STRIPLOIN) STEAK (BUTHER'S RIDGE) 500GMX20PKT,UCU0026,U STARS PTE LTD YISHUN (507),9.8,9.8,9.8,9.8,20.0,2022-12-12,9.8
BCHO03,BEEF CHOP (STRIPLOIN) STEAK (BUTHER'S RIDGE) 500GMX20PKT,UCU0028,U STARS PTE LTD (CCK 817),9.8,9.8,9.8,9.8,40.0,2022-12-23,9.8
BCHO03,BEEF CHOP (STRIPLOIN) STEAK (BUTHER'S RIDGE) 500GMX20PKT,UCU0029,U STARS SUPERMARKET PTE LTD (878),9.8,9.8,9.8,9.8,20.0,2022-12-19,9.8
BCHO03,BEEF CHOP (STRIPLOIN) STEAK (BUTHER'S RIDGE) 500GMX20PKT,UCU0030,U STARS PTE LTD (691 WOODLAND),9.8,9.8,9.8,9.8,20.0,2022-12-12,9.8
BCHO03,BEEF CHOP (STRIPLOIN) STEAK (BUTHER'S RIDGE) 500GMX20PKT,UCU0032,U STARS PTE LTD (625 ELIAS MALL),9.8,9.8,9.8,9.8,20.0,2022-12-13,9.8
BCHO03,BEEF CHOP (STRIPLOIN) STEAK (BUTHER'S RIDGE) 500GMX20PKT,UCU0034,U STARS PTE LTD (632),9.8,9.8,9.8,9.8,20.0,2022-12-12,9.8
BCHO03,BEEF CHOP (STRIPLOIN) STEAK (BUTHER'S RIDGE) 500GMX20PKT,UCU0036,U STARS PTE LTD (510 BEDOK),9.8,9.8,9.8,9.8,20.0,2022-12-18,9.8
BCHO03,BEEF CHOP (STRIPLOIN) STEAK (BUTHER'S RIDGE) 500GMX20PKT,UCU0039,U STARS SUPERMARKET PTE LTD (829),9.8,9.8,9.8,9.8,20.0,2022-12-28,9.8
BCHO03,BEEF CHOP (STRIPLOIN) STEAK (BUTHER'S RIDGE) 500GMX20PKT,UCU0041,U STARS SUPERMARKET PTE LTD (138),9.8,9.8,9.8,9.8,20.0,2022-12-12,9.8
BCHO05,BEEF MELTIQUE SIRLOIN STEAK 200GM/PCS,UCB0034,CENTURY (BAI NIAN) HOLDINGS PTE. LTD.,7.9,7.8,7.9,8.0,14.0,2022-12-30,7.8
BCHO05,BEEF MELTIQUE SIRLOIN STEAK 200GM/PCS,UCB0054,BBQ STATION PTE LTD,8.0,8.0,8.0,8.0,320.0,2022-12-28,8.0
BCHO05,BEEF MELTIQUE SIRLOIN STEAK 200GM/PCS,UCB0144,BAI BANG PTE LTD,8.0,8.0,8.0,8.0,30.0,2022-12-30,8.0
BCHO05,BEEF MELTIQUE SIRLOIN STEAK 200GM/PCS,UCC0008,CASH,7.0,7.0,7.0,7.0,2.0,2022-12-18,7.0
BCHO05,BEEF MELTIQUE SIRLOIN STEAK 200GM/PCS,UCC0080,CASH (RAY),7.178571428571429,7.0,7.0,8.5,324.0,2022-12-30,7.0
BCHO05,BEEF MELTIQUE SIRLOIN STEAK 200GM/PCS,UCC0100,CUIJIEZHU,7.0,7.0,7.0,7.0,3.0,2022-10-25,7.0
BCHO05,BEEF MELTIQUE SIRLOIN STEAK 200GM/PCS,UCC0165,CASH (JESSICA),8.0,8.0,8.0,8.0,34.0,2022-12-30,8.0
BCHO05,BEEF MELTIQUE SIRLOIN STEAK 200GM/PCS,UCC0178,CASH (GUI ),8.0,8.0,8.0,8.0,3.0,2022-10-06,8.0
BCHO05,BEEF MELTIQUE SIRLOIN STEAK 200GM/PCS,UCC0888,CASH (CHING),8.0,8.0,8.0,8.0,52.0,2022-12-30,8.0
BCHO05,BEEF MELTIQUE SIRLOIN STEAK 200GM/PCS,UCC9999,CASH (SHIYUN),10.0,10.0,10.0,10.0,10.0,2022-12-17,10.0
BCHO05,BEEF MELTIQUE SIRLOIN STEAK 200GM/PCS,UCG0060,GURUME SG PTE LTD,7.0,7.0,7.0,7.0,15.0,2022-12-19,7.0
BCHO05,BEEF MELTIQUE SIRLOIN STEAK 200GM/PCS,UCG0072,AA LA MIAN - FISH SOUP,7.5,7.5,7.5,7.5,2.0,2022-11-06,7.5
BCHO05,BEEF MELTIQUE SIRLOIN STEAK 200GM/PCS,UCG0088,GRAB MART,12.99,12.99,12.99,12.99,1.0,2022-12-16,12.99
BCHO05,BEEF MELTIQUE SIRLOIN STEAK 200GM/PCS,UCH0243,HAI TIAN TRADING PTE LTD,7.0,7.0,7.0,7.0,37.0,2022-11-15,7.0
BCHO05,BEEF MELTIQUE SIRLOIN STEAK 200GM/PCS,UCH0279,CHUN LEI TRADING PTE LTD,7.5,7.5,7.5,7.5,9.0,2022-12-30,7.5
BCHO05,BEEF MELTIQUE SIRLOIN STEAK 200GM/PCS,UCJ0148,JIA HAO DELIGHTS PTE LTD,8.0,8.0,8.0,8.0,5.0,2022-12-23,8.0
BCHO05,BEEF MELTIQUE SIRLOIN STEAK 200GM/PCS,UCL0183,JUN CHENG TRADING & DELIVERY PTE LTD,7.0,7.0,7.0,7.0,20.0,2022-10-12,7.0
BCHO05,BEEF MELTIQUE SIRLOIN STEAK 200GM/PCS,UCN0106,NOB BISTRO,8.0,8.0,8.0,8.0,75.0,2022-12-28,8.0
BCHO05,BEEF MELTIQUE SIRLOIN STEAK 200GM/PCS,UCO0074,ONLINE INFLUENCER,5.2,5.2,5.2,5.2,1.0,2022-12-31,5.2
BCHO05,BEEF MELTIQUE SIRLOIN STEAK 200GM/PCS,UCQ0010,QOO10,8.47,8.47,8.47,8.47,3.0,2022-11-09,8.47
BCHO05,BEEF MELTIQUE SIRLOIN STEAK 200GM/PCS,UCR0072,COLLEZIONE LAN,8.0,8.0,8.0,8.0,18.0,2022-10-15,8.0
BCHO05,BEEF MELTIQUE SIRLOIN STEAK 200GM/PCS,UCS0190,S.H. FOOD SERVICES PTE LTD,8.0,7.0,8.0,9.0,14.0,2022-12-08,9.0
BCHO05,BEEF MELTIQUE SIRLOIN STEAK 200GM/PCS,UCS0240,SHOPEE SG CUSTOMERS,8.943913043478261,8.52,8.97,9.25,112.0,2022-12-31,9.25
BCHO05,BEEF MELTIQUE SIRLOIN STEAK 200GM/PCS,UCS0285,SPUDS SHACK,7.0,7.0,7.0,7.0,10.0,2022-11-05,7.0
BCHO05,BEEF MELTIQUE SIRLOIN STEAK 200GM/PCS,UCS0287,OCEAN STAR,7.5,7.5,7.5,7.5,100.0,2022-10-25,7.5
BCHO05,BEEF MELTIQUE SIRLOIN STEAK 200GM/PCS,UCT0050,TAAN (?),8.0,8.0,8.0,8.0,68.0,2022-12-28,8.0
BCHO05,BEEF MELTIQUE SIRLOIN STEAK 200GM/PCS,UCT0127,T&L INDUSTRIES PTE LTD,5.5,5.5,5.5,5.5,10.0,2022-11-17,5.5
BCHO05,BEEF MELTIQUE SIRLOIN STEAK 200GM/PCS,UCT0227,THE CHARCOAL GRILL LEGEND,7.0,7.0,7.0,7.0,15.0,2022-12-18,7.0
BCHO05,BEEF MELTIQUE SIRLOIN STEAK 200GM/PCS,UCX0070,XPRESS FROZEN FOOD SUPPLIES,6.799999999999999,6.8,6.8,6.8,46.0,2022-12-18,6.8
BCHO05,BEEF MELTIQUE SIRLOIN STEAK 200GM/PCS,UCZ0052,ZHU JIA,8.0,8.0,8.0,8.0,4.0,2022-12-29,8.0
BCHO05,BEEF MELTIQUE SIRLOIN STEAK 200GM/PCS,UCZ0079,ZHU JIA (ANG MO KIO),8.0,8.0,8.0,8.0,10.0,2022-12-30,8.0
BCHO05,BEEF MELTIQUE SIRLOIN STEAK 200GM/PCS,ucf0182,FOK LOK KEE PTE LTD,8.0,8.0,8.0,8.0,50.0,2022-11-01,8.0
BCR001,BEEF CHUCK BRAZIL,UCG0011,GODMAMA PTE LTD,7.8,7.8,7.8,7.8,580.96,2022-12-26,7.8
BCT001,BEEF CHUCK TENDER (MINERVA-BRAZIL),UCH0208,HOANG HAU,9.0,9.0,9.0,9.0,9.7,2022-12-10,9.0
BCT001,BEEF CHUCK TENDER (MINERVA-BRAZIL),UCS0285,SPUDS SHACK,9.0,9.0,9.0,9.0,38.4,2022-12-14,9.0
BCT002,BEEF CHUCK TENDER SLICED 1.5MM,UCA0086,AROY MAK MOOKATA (MACPHERSON),10.5,10.5,10.5,10.5,80.0,2022-12-24,10.5
BCT002,BEEF CHUCK TENDER SLICED 1.5MM,UCN0121,NOONA KOREAN KITCHEN,9.5,9.5,9.5,9.5,40.0,2022-12-29,9.5
BER002,BEEF EYEROUND CHILLED NZ-SLIVERFIRM,UCP0135,PU TIEN SERVICES PTE. LTD.,14.5,14.5,14.5,14.5,362.70000000000005,2022-10-14,14.5
BFC001,BEEF FATS 25KG/CTNS,UCB0054,BBQ STATION PTE LTD,5.0,5.0,5.0,5.0,75.0,2022-12-21,5.0
BFC001,BEEF FATS 25KG/CTNS,UCB0153,BBQ MASTER PTE LTD,5.0,5.0,5.0,5.0,25.0,2022-11-23,5.0
BFC001,BEEF FATS 25KG/CTNS,UCC0178,CASH (GUI ),4.5,4.5,4.5,4.5,5.2,2022-11-22,4.5
BFC001,BEEF FATS 25KG/CTNS,UCJ0159,J.SCHEFFLERA'S PTE LTD,5.0,5.0,5.0,5.0,203.6,2022-12-25,5.0
BFC001,BEEF FATS 25KG/CTNS,UCX0083,XIN JIA FU FOOD PTE LTD,5.0,5.0,5.0,5.0,6.4,2022-12-21,5.0
BFC001,BEEF FATS 25KG/CTNS,UCX0094,XIAO YU CUN SEAFOOD RESTAURANT PTE LTD,5.0,5.0,5.0,5.0,50.0,2022-12-29,5.0
BFC001,BEEF FATS 25KG/CTNS,UCX0202,XIAO MU DENG F&B (SINGAPORE) PTE LTD,5.0,5.0,5.0,5.0,6.3,2022-12-16,5.0
BFC003,BEEF FLOSS 2KG/PKT,UCX0070,XPRESS FROZEN FOOD SUPPLIES,9.281250000000002,8.8,8.8,9.9,186.0,2022-11-28,8.8
BFC005,BEEF FATS 20KG/CTNS (HARVEY-AUST),UCA0073,ANGLISS SINGAPORE PTE LTD,3.9,3.9,3.9,3.9,900.0,2022-12-21,3.9
BFC005,BEEF FATS 20KG/CTNS (HARVEY-AUST),UCA0099,ANG'S FAMILY FOOD ENTERPRISE PTE LTD,4.5,4.5,4.5,4.5,5.2,2022-11-08,4.5
BFC005,BEEF FATS 20KG/CTNS (HARVEY-AUST),UCB0054,BBQ STATION PTE LTD,5.0,5.0,5.0,5.0,40.0,2022-11-07,5.0
BFC005,BEEF FATS 20KG/CTNS (HARVEY-AUST),UCB0135,BI CHUN YUAN PTE LTD,5.0,5.0,5.0,5.0,67.3,2022-11-09,5.0
BFC005,BEEF FATS 20KG/CTNS (HARVEY-AUST),UCC0059,ARIEL & DESTINY PTE LTD,4.5,4.5,4.5,4.5,4.3,2022-10-04,4.5
BFC005,BEEF FATS 20KG/CTNS (HARVEY-AUST),UCC9999,CASH (SHIYUN),4.5,4.5,4.5,4.5,5.2,2022-11-23,4.5
BFC005,BEEF FATS 20KG/CTNS (HARVEY-AUST),UCJ0142,PANGOLIN INVESTMENTS PRIVATE LIMITED,5.0,5.0,5.0,5.0,13.7,2022-11-05,5.0
BFC005,BEEF FATS 20KG/CTNS (HARVEY-AUST),UCJ0159,J.SCHEFFLERA'S PTE LTD,5.0,5.0,5.0,5.0,55.5,2022-11-08,5.0
BFC005,BEEF FATS 20KG/CTNS (HARVEY-AUST),UCJ0170,J.SCHEFFLERA'S PTE LTD,5.0,5.0,5.0,5.0,12.1,2022-11-12,5.0
BFC005,BEEF FATS 20KG/CTNS (HARVEY-AUST),UCL0141,KAO HAO LE,5.0,5.0,5.0,5.0,15.9,2022-10-09,5.0
BFC005,BEEF FATS 20KG/CTNS (HARVEY-AUST),UCT0127,T&L INDUSTRIES PTE LTD,4.2,4.2,4.2,4.2,45.0,2022-12-16,4.2
BFC005,BEEF FATS 20KG/CTNS (HARVEY-AUST),UCX0014,XI AN YIN XIANG - JURONG EAST,5.0,5.0,5.0,5.0,40.0,2022-10-26,5.0
BFL001,BEEF LIPS / PAPPILAE HARVEY 15KG/CTNS,UCL0145,LONG ISLAND INTERNATIONAL PTE LTD,6.0,6.0,6.0,6.0,30.0,2022-11-29,6.0
BFQ001,BEEF FOREQUARTER B/LESS (QUALITY BEEF-BRAZIL),UCC0008,CASH,9.34,9.34,9.34,9.34,2.6,2022-12-02,9.34
BFQ001,BEEF FOREQUARTER B/LESS (QUALITY BEEF-BRAZIL),UCD0149,DING SHENG KAI YAN PTE LTD,7.5,7.5,7.5,7.5,192.83,2022-12-21,7.5
BFQ001,BEEF FOREQUARTER B/LESS (QUALITY BEEF-BRAZIL),UCM0135,MIX VEG RICE (LIANG SEAH),8.5,8.5,8.5,8.5,20.0,2022-10-05,8.5
BFQ001,BEEF FOREQUARTER B/LESS (QUALITY BEEF-BRAZIL),UCS0045,CHINESE CUISINE SICHUAN,7.5,7.5,7.5,7.5,133.24,2022-12-12,7.5
BFQ001,BEEF FOREQUARTER B/LESS (QUALITY BEEF-BRAZIL),UCT0127,T&L INDUSTRIES PTE LTD,7.0,7.0,7.0,7.0,608.78,2022-10-06,7.0
BFQ001,BEEF FOREQUARTER B/LESS (QUALITY BEEF-BRAZIL),UCY0023,YAN'S DINING PTE LTD,9.5,9.5,9.5,9.5,13.97,2022-11-24,9.5
BFQ001,BEEF FOREQUARTER B/LESS (QUALITY BEEF-BRAZIL),UCY0138,YUNXIN PTE LTD,8.5,8.5,8.5,8.5,60.0,2022-10-15,8.5
BFQ001,BEEF FOREQUARTER B/LESS (QUALITY BEEF-BRAZIL),UCY0142,YUNXIN PTE LTD,8.5,8.5,8.5,8.5,115.5,2022-10-29,8.5
BFQ001,BEEF FOREQUARTER B/LESS (QUALITY BEEF-BRAZIL),ucf0182,FOK LOK KEE PTE LTD,7.5,7.5,7.5,7.5,44.55,2022-11-18,7.5
BFT004,BEEF FLEXOR TENDON HIND (QUALITY BEEF-BRAZIL),UCB0038,CHOPSTICKS AND BIBS PTE. LTD.,13.0,13.0,13.0,13.0,773.56,2022-12-30,13.0
BFT004,BEEF FLEXOR TENDON HIND (QUALITY BEEF-BRAZIL),UCB0048,CHOPSTICKS AND BIBS PTE. LTD.,13.0,13.0,13.0,13.0,940.42,2022-12-30,13.0
BFT004,BEEF FLEXOR TENDON HIND (QUALITY BEEF-BRAZIL),UCB0058,CHOPSTICKS AND BIBS PTE. LTD.,13.0,13.0,13.0,13.0,482.13,2022-12-28,13.0
BFT004,BEEF FLEXOR TENDON HIND (QUALITY BEEF-BRAZIL),UCB0078,CHOPSTICKS AND BIBS PTE. LTD.,13.0,13.0,13.0,13.0,451.17,2022-12-26,13.0
BFT004,BEEF FLEXOR TENDON HIND (QUALITY BEEF-BRAZIL),UCB0108,CHOPSTICKS AND BIBS PTE. LTD.,13.0,13.0,13.0,13.0,431.91,2022-12-26,13.0
BFT004,BEEF FLEXOR TENDON HIND (QUALITY BEEF-BRAZIL),UCB0128,CHOPSTICKS AND BIBS PTE. LTD.,13.0,13.0,13.0,13.0,306.8,2022-12-16,13.0
BFT004,BEEF FLEXOR TENDON HIND (QUALITY BEEF-BRAZIL),UCB0130,CHOPSTICKS AND BIBS PTE. LTD.,13.0,13.0,13.0,13.0,671.37,2022-12-29,13.0
BFT004,BEEF FLEXOR TENDON HIND (QUALITY BEEF-BRAZIL),UCB0132,CHOPSTICKS AND BIBS PTE. LTD.,13.0,13.0,13.0,13.0,666.26,2022-12-31,13.0
BFT004,BEEF FLEXOR TENDON HIND (QUALITY BEEF-BRAZIL),UCB0138,CHOPSTICKS AND BIBS PTE. LTD.,13.0,13.0,13.0,13.0,498.52,2022-12-29,13.0
BFT004,BEEF FLEXOR TENDON HIND (QUALITY BEEF-BRAZIL),UCB0139,CHOPSTICKS AND BIBS PTE. LTD. (CHINATOWN),13.0,13.0,13.0,13.0,631.13,2022-12-31,13.0
BFT004,BEEF FLEXOR TENDON HIND (QUALITY BEEF-BRAZIL),UCB0141,CHOPSTICKS AND BIBS PTE. LTD.,13.0,13.0,13.0,13.0,552.98,2022-12-29,13.0
