vendor_code,vendor_name,date,total
UVH0021,HEINRICH FOOD PTE LTD,2022-12-11,2291.7938
UVH0029,SUPER HI DINING,2022-10-16,7002.09
UVH0029,SUPER HI DINING,2022-10-23,0.0
UVH0029,SUPER HI DINING,2022-10-30,0.0
UVH0029,SUPER HI DINING,2022-11-06,0.0
UVH0029,SUPER HI DINING,2022-11-13,1000.0
UVH0029,SUPER HI DINING,2022-11-20,0.0
UVH0029,SUPER HI DINING,2022-11-27,0.0
UVH0029,SUPER HI DINING,2022-12-04,500.0
UVH0029,SUPER HI DINING,2022-12-11,5400.0
UVH0029,SUPER HI DINING,2022-12-18,0.0
UVH0029,SUPER HI DINING,2022-12-25,1000.0
UVH0030,HUBER'S PTE LTD,2022-10-30,541.45
UVH0030,HUBER'S PTE LTD,2022-11-06,521.22
UVH0030,HUBER'S PTE LTD,2022-11-13,0.0
UVH0030,HUBER'S PTE LTD,2022-11-20,0.0
UVH0030,HUBER'S PTE LTD,2022-11-27,510.0
UVH0030,HUBER'S PTE LTD,2022-12-04,542.3
UVH0030,HUBER'S PTE LTD,2022-12-11,0.0
UVH0030,HUBER'S PTE LTD,2022-12-18,0.0
UVH0030,HUBER'S PTE LTD,2022-12-25,0.0
UVH0030,HUBER'S PTE LTD,2023-01-01,519.01
UVH0094,HUP PENG TRADING (2005) PTE LTD,2022-12-04,780.0
UVI0001,INTERNATIONAL FOOD CONNECTORS BV,2022-10-30,51350.0
UVI0001,INTERNATIONAL FOOD CONNECTORS BV,2022-11-06,0.0
UVI0001,INTERNATIONAL FOOD CONNECTORS BV,2022-11-13,184788.68099999998
UVI0005,INTEROCEAN FOODS PTE LTD,2022-10-09,6480.0
UVI0005,INTEROCEAN FOODS PTE LTD,2022-10-16,12960.0
UVI0005,INTEROCEAN FOODS PTE LTD,2022-10-23,19440.0
UVI0005,INTEROCEAN FOODS PTE LTD,2022-10-30,0.0
UVI0005,INTEROCEAN FOODS PTE LTD,2022-11-06,0.0
UVI0005,INTEROCEAN FOODS PTE LTD,2022-11-13,7784.946
UVI0005,INTEROCEAN FOODS PTE LTD,2022-11-20,42668.513999999996
UVI0005,INTEROCEAN FOODS PTE LTD,2022-11-27,18252.288
UVI0005,INTEROCEAN FOODS PTE LTD,2022-12-04,30843.536
UVI0005,INTEROCEAN FOODS PTE LTD,2022-12-11,22704.696
UVI0005,INTEROCEAN FOODS PTE LTD,2022-12-18,30799.532
UVI0005,INTEROCEAN FOODS PTE LTD,2022-12-25,5412.872
UVI0005,INTEROCEAN FOODS PTE LTD,2023-01-01,15819.974999999999
UVI0011,ISMY PTE LTD,2022-10-02,2016.0
UVI0011,ISMY PTE LTD,2022-10-09,0.0
UVI0011,ISMY PTE LTD,2022-10-16,1660.0
UVJ0001,JCS SHRIMPS PTE LTD,2022-10-16,1551.2
UVJ0001,JCS SHRIMPS PTE LTD,2022-10-23,0.0
UVJ0001,JCS SHRIMPS PTE LTD,2022-10-30,0.0
UVJ0001,JCS SHRIMPS PTE LTD,2022-11-06,0.0
UVJ0001,JCS SHRIMPS PTE LTD,2022-11-13,331.20000000000005
UVJ0001,JCS SHRIMPS PTE LTD,2022-11-20,3838.15
UVJ0001,JCS SHRIMPS PTE LTD,2022-11-27,0.0
UVJ0001,JCS SHRIMPS PTE LTD,2022-12-04,0.0
UVJ0001,JCS SHRIMPS PTE LTD,2022-12-11,1236.0
UVJ0001,JCS SHRIMPS PTE LTD,2022-12-18,0.0
UVJ0001,JCS SHRIMPS PTE LTD,2022-12-25,1072.8000000000002
UVJ0001,JCS SHRIMPS PTE LTD,2023-01-01,5113.2
UVJ0005,JORDON INTERNATIONAL FOOD PROCESSING P/L,2022-10-09,4035.9
UVJ0005,JORDON INTERNATIONAL FOOD PROCESSING P/L,2022-10-16,7977.5
UVJ0005,JORDON INTERNATIONAL FOOD PROCESSING P/L,2022-10-23,3760.0
UVJ0005,JORDON INTERNATIONAL FOOD PROCESSING P/L,2022-10-30,7520.0
UVJ0005,JORDON INTERNATIONAL FOOD PROCESSING P/L,2022-11-06,3760.0
UVJ0005,JORDON INTERNATIONAL FOOD PROCESSING P/L,2022-11-13,3760.0
UVJ0005,JORDON INTERNATIONAL FOOD PROCESSING P/L,2022-11-20,3760.0
UVJ0005,JORDON INTERNATIONAL FOOD PROCESSING P/L,2022-11-27,3760.0
UVJ0005,JORDON INTERNATIONAL FOOD PROCESSING P/L,2022-12-04,5640.0
UVJ0005,JORDON INTERNATIONAL FOOD PROCESSING P/L,2022-12-11,3760.0
UVJ0005,JORDON INTERNATIONAL FOOD PROCESSING P/L,2022-12-18,3760.0
UVJ0005,JORDON INTERNATIONAL FOOD PROCESSING P/L,2022-12-25,9400.0
UVJ0005,JORDON INTERNATIONAL FOOD PROCESSING P/L,2023-01-01,3760.0
UVJ0018,JB FROZEN FOOD PTE LTD,2022-10-09,17550.0
UVJ0018,JB FROZEN FOOD PTE LTD,2022-10-16,17550.0
UVJ0018,JB FROZEN FOOD PTE LTD,2022-10-23,0.0
UVJ0018,JB FROZEN FOOD PTE LTD,2022-10-30,0.0
UVJ0018,JB FROZEN FOOD PTE LTD,2022-11-06,0.0
UVJ0018,JB FROZEN FOOD PTE LTD,2022-11-13,22572.0
UVJ0018,JB FROZEN FOOD PTE LTD,2022-11-20,4080.728
UVJ0018,JB FROZEN FOOD PTE LTD,2022-11-27,33704.153
UVJ0018,JB FROZEN FOOD PTE LTD,2022-12-04,24805.65
UVJ0018,JB FROZEN FOOD PTE LTD,2022-12-11,6560.6
UVJ0018,JB FROZEN FOOD PTE LTD,2022-12-18,8400.0
UVJ0018,JB FROZEN FOOD PTE LTD,2022-12-25,4722.4
UVJ0018,JB FROZEN FOOD PTE LTD,2023-01-01,5600.0
UVK0002,KOH SEE LONG FOOD PTE LTD,2022-10-16,306.0
UVK0002,KOH SEE LONG FOOD PTE LTD,2022-10-23,3217.752
UVK0002,KOH SEE LONG FOOD PTE LTD,2022-10-30,121.19999999999999
UVK0002,KOH SEE LONG FOOD PTE LTD,2022-11-06,5389.200999999999
UVK0002,KOH SEE LONG FOOD PTE LTD,2022-11-13,2042.954
UVK0002,KOH SEE LONG FOOD PTE LTD,2022-11-20,1055.952
UVK0002,KOH SEE LONG FOOD PTE LTD,2022-11-27,16290.303999999998
UVK0002,KOH SEE LONG FOOD PTE LTD,2022-12-04,1257.93
UVK0002,KOH SEE LONG FOOD PTE LTD,2022-12-11,2805.962
UVK0002,KOH SEE LONG FOOD PTE LTD,2022-12-18,4390.602
UVK0002,KOH SEE LONG FOOD PTE LTD,2022-12-25,1623.652
UVK0002,KOH SEE LONG FOOD PTE LTD,2023-01-01,5199.206
UVK0007,KENDO TRADING PTE LTD,2022-10-02,768.2900000000001
UVK0007,KENDO TRADING PTE LTD,2022-10-09,1090.91
UVK0007,KENDO TRADING PTE LTD,2022-10-16,340.38
UVK0007,KENDO TRADING PTE LTD,2022-10-23,2679.7896
UVK0007,KENDO TRADING PTE LTD,2022-10-30,1639.1840000000002
UVK0007,KENDO TRADING PTE LTD,2022-11-06,1821.52
UVK0007,KENDO TRADING PTE LTD,2022-11-13,1475.48
UVK0007,KENDO TRADING PTE LTD,2022-11-20,901.202
UVK0007,KENDO TRADING PTE LTD,2022-11-27,352.4
UVK0007,KENDO TRADING PTE LTD,2022-12-04,1826.7524
UVK0007,KENDO TRADING PTE LTD,2022-12-11,1169.8752
UVK0007,KENDO TRADING PTE LTD,2022-12-18,982.436
UVK0007,KENDO TRADING PTE LTD,2022-12-25,565.802
UVK0007,KENDO TRADING PTE LTD,2023-01-01,300.62
UVK0008,KEE SONG FOOD CORPORTION (S) PTE LTD,2022-10-02,122.80000000000001
UVK0008,KEE SONG FOOD CORPORTION (S) PTE LTD,2022-10-09,208.70000000000002
UVK0008,KEE SONG FOOD CORPORTION (S) PTE LTD,2022-10-16,441.55
UVK0008,KEE SONG FOOD CORPORTION (S) PTE LTD,2022-10-23,1916.8
UVK0008,KEE SONG FOOD CORPORTION (S) PTE LTD,2022-10-30,1215.35
UVK0008,KEE SONG FOOD CORPORTION (S) PTE LTD,2022-11-06,524.1
UVK0008,KEE SONG FOOD CORPORTION (S) PTE LTD,2022-11-13,522.3
UVK0008,KEE SONG FOOD CORPORTION (S) PTE LTD,2022-11-20,377.3
UVK0008,KEE SONG FOOD CORPORTION (S) PTE LTD,2022-11-27,424.20000000000005
UVK0008,KEE SONG FOOD CORPORTION (S) PTE LTD,2022-12-04,631.65
UVK0008,KEE SONG FOOD CORPORTION (S) PTE LTD,2022-12-11,357.45
UVK0008,KEE SONG FOOD CORPORTION (S) PTE LTD,2022-12-18,417.05
UVK0008,KEE SONG FOOD CORPORTION (S) PTE LTD,2022-12-25,536.65
UVK0008,KEE SONG FOOD CORPORTION (S) PTE LTD,2023-01-01,183.35
UVK0011,KAI YOUNG HUAT EGGS PTE LTD,2022-10-16,450.0
UVK0011,KAI YOUNG HUAT EGGS PTE LTD,2022-10-23,0.0
UVK0011,KAI YOUNG HUAT EGGS PTE LTD,2022-10-30,0.0
UVK0011,KAI YOUNG HUAT EGGS PTE LTD,2022-11-06,450.0
UVK0011,KAI YOUNG HUAT EGGS PTE LTD,2022-11-13,0.0
UVK0011,KAI YOUNG HUAT EGGS PTE LTD,2022-11-20,0.0
UVK0011,KAI YOUNG HUAT EGGS PTE LTD,2022-11-27,0.0
UVK0011,KAI YOUNG HUAT EGGS PTE LTD,2022-12-04,450.0
UVK0011,KAI YOUNG HUAT EGGS PTE LTD,2022-12-11,450.0
UVK0014,KINGSUN FOODS CO LIMITED,2022-10-16,62653.28
UVK0018,KIDA FOOD TRADING PTE LTD,2022-10-09,370.03999999999996
UVK0018,KIDA FOOD TRADING PTE LTD,2022-10-16,526.6800000000001
UVK0018,KIDA FOOD TRADING PTE LTD,2022-10-23,332.2
UVK0018,KIDA FOOD TRADING PTE LTD,2022-10-30,262.24
UVK0018,KIDA FOOD TRADING PTE LTD,2022-11-06,0.0
UVK0018,KIDA FOOD TRADING PTE LTD,2022-11-13,539.66
UVK0018,KIDA FOOD TRADING PTE LTD,2022-11-20,527.3399999999999
UVK0018,KIDA FOOD TRADING PTE LTD,2022-11-27,183.92
UVK0018,KIDA FOOD TRADING PTE LTD,2022-12-04,311.52
UVK0018,KIDA FOOD TRADING PTE LTD,2022-12-11,346.72
UVK0018,KIDA FOOD TRADING PTE LTD,2022-12-18,536.3599999999999
UVK0018,KIDA FOOD TRADING PTE LTD,2022-12-25,363.44
UVK0018,KIDA FOOD TRADING PTE LTD,2023-01-01,323.17999999999995
UVL0002,LI CHUAN FOOD PRODUCTS PTE LTD,2022-10-02,220.0
UVL0002,LI CHUAN FOOD PRODUCTS PTE LTD,2022-10-09,665.2
UVL0002,LI CHUAN FOOD PRODUCTS PTE LTD,2022-10-16,647.7
UVL0002,LI CHUAN FOOD PRODUCTS PTE LTD,2022-10-23,560.0
UVL0002,LI CHUAN FOOD PRODUCTS PTE LTD,2022-10-30,340.0
UVL0002,LI CHUAN FOOD PRODUCTS PTE LTD,2022-11-06,560.0
UVL0002,LI CHUAN FOOD PRODUCTS PTE LTD,2022-11-13,609.75
UVL0002,LI CHUAN FOOD PRODUCTS PTE LTD,2022-11-20,275.0
UVL0002,LI CHUAN FOOD PRODUCTS PTE LTD,2022-11-27,627.0
UVL0002,LI CHUAN FOOD PRODUCTS PTE LTD,2022-12-04,295.0
UVL0002,LI CHUAN FOOD PRODUCTS PTE LTD,2022-12-11,524.0
UVL0002,LI CHUAN FOOD PRODUCTS PTE LTD,2022-12-18,497.2
UVL0002,LI CHUAN FOOD PRODUCTS PTE LTD,2022-12-25,550.0
UVL0002,LI CHUAN FOOD PRODUCTS PTE LTD,2023-01-01,343.85
UVL0005,LEE HUAT SEAFOOD SUPPLIER,2022-10-16,775.0
UVL0005,LEE HUAT SEAFOOD SUPPLIER,2022-10-23,1375.0
UVL0005,LEE HUAT SEAFOOD SUPPLIER,2022-10-30,2175.0
UVL0005,LEE HUAT SEAFOOD SUPPLIER,2022-11-06,0.0
UVL0005,LEE HUAT SEAFOOD SUPPLIER,2022-11-13,2740.0
UVL0005,LEE HUAT SEAFOOD SUPPLIER,2022-11-20,875.0
UVL0005,LEE HUAT SEAFOOD SUPPLIER,2022-11-27,2336.9700000000003
UVL0005,LEE HUAT SEAFOOD SUPPLIER,2022-12-04,3595.0
UVL0005,LEE HUAT SEAFOOD SUPPLIER,2022-12-11,1025.0
UVL0005,LEE HUAT SEAFOOD SUPPLIER,2022-12-18,2350.0
UVL0005,LEE HUAT SEAFOOD SUPPLIER,2022-12-25,3025.0
UVL0005,LEE HUAT SEAFOOD SUPPLIER,2023-01-01,3925.0
UVL0013,LIM SIANG HUAT PTE LTD,2022-11-20,4680.0
UVL0013,LIM SIANG HUAT PTE LTD,2022-11-27,9360.0
UVL0013,LIM SIANG HUAT PTE LTD,2022-12-04,7020.0
UVL0013,LIM SIANG HUAT PTE LTD,2022-12-11,7020.0
UVL0013,LIM SIANG HUAT PTE LTD,2022-12-18,2340.0
UVL0013,LIM SIANG HUAT PTE LTD,2022-12-25,0.0
UVL0013,LIM SIANG HUAT PTE LTD,2023-01-01,17280.0
UVL0014,LP EXPORT DMCC,2022-10-30,109619.99999999999
UVL0014,LP EXPORT DMCC,2022-11-06,61181.2
UVL0014,LP EXPORT DMCC,2022-11-13,109080.0
UVL0024,LAM KEE FISHERIES PTE LTD,2022-10-09,9750.0
UVL0024,LAM KEE FISHERIES PTE LTD,2022-10-16,0.0
UVL0024,LAM KEE FISHERIES PTE LTD,2022-10-23,0.0
UVL0024,LAM KEE FISHERIES PTE LTD,2022-10-30,0.0
UVL0024,LAM KEE FISHERIES PTE LTD,2022-11-06,5850.0
UVL0024,LAM KEE FISHERIES PTE LTD,2022-11-13,0.0
UVL0024,LAM KEE FISHERIES PTE LTD,2022-11-20,3660.0
UVL0024,LAM KEE FISHERIES PTE LTD,2022-11-27,8235.0
UVL0024,LAM KEE FISHERIES PTE LTD,2022-12-04,0.0
UVL0024,LAM KEE FISHERIES PTE LTD,2022-12-11,5490.0
UVL0024,LAM KEE FISHERIES PTE LTD,2022-12-18,0.0
UVL0024,LAM KEE FISHERIES PTE LTD,2022-12-25,5310.0
UVL0024,LAM KEE FISHERIES PTE LTD,2023-01-01,3540.0
UVL0026,LEONG HUP DISTRIBUTION PTE LTD,2022-10-02,877.5
UVL0027,LIAN HE FA FOOD MANUFACTURING SDN BHD,2022-10-09,1019.9999999999999
UVL0027,LIAN HE FA FOOD MANUFACTURING SDN BHD,2022-10-16,918.0
UVL0027,LIAN HE FA FOOD MANUFACTURING SDN BHD,2022-10-23,1581.0
UVL0027,LIAN HE FA FOOD MANUFACTURING SDN BHD,2022-10-30,663.0
UVL0027,LIAN HE FA FOOD MANUFACTURING SDN BHD,2022-11-06,1019.9999999999999
UVL0027,LIAN HE FA FOOD MANUFACTURING SDN BHD,2022-11-13,1173.0
UVL0027,LIAN HE FA FOOD MANUFACTURING SDN BHD,2022-11-20,968.9999999999999
UVL0027,LIAN HE FA FOOD MANUFACTURING SDN BHD,2022-11-27,1274.9999999999998
UVL0027,LIAN HE FA FOOD MANUFACTURING SDN BHD,2022-12-04,1274.9999999999998
UVL0027,LIAN HE FA FOOD MANUFACTURING SDN BHD,2022-12-11,1019.9999999999999
UVL0027,LIAN HE FA FOOD MANUFACTURING SDN BHD,2022-12-18,1173.0
UVL0027,LIAN HE FA FOOD MANUFACTURING SDN BHD,2022-12-25,1274.9999999999998
UVL0027,LIAN HE FA FOOD MANUFACTURING SDN BHD,2023-01-01,1274.9999999999998
UVL0032,LONG YUE TENG TRADING PTE LTD,2022-10-30,330.0
UVL0032,LONG YUE TENG TRADING PTE LTD,2022-11-06,0.0
UVL0032,LONG YUE TENG TRADING PTE LTD,2022-11-13,0.0
UVL0032,LONG YUE TENG TRADING PTE LTD,2022-11-20,1586.0
UVL0032,LONG YUE TENG TRADING PTE LTD,2022-11-27,66.0
UVM0001,MUA HIN POULTRY FARM PTE LTD,2022-10-02,4150.0
UVM0001,MUA HIN POULTRY FARM PTE LTD,2022-10-09,6940.0
UVM0001,MUA HIN POULTRY FARM PTE LTD,2022-10-16,10315.0
UVM0001,MUA HIN POULTRY FARM PTE LTD,2022-10-23,15276.0
UVM0001,MUA HIN POULTRY FARM PTE LTD,2022-10-30,5382.0
UVM0001,MUA HIN POULTRY FARM PTE LTD,2022-11-06,14010.2
UVM0001,MUA HIN POULTRY FARM PTE LTD,2022-11-13,27441.25
UVM0001,MUA HIN POULTRY FARM PTE LTD,2022-11-20,18821.4
UVM0001,MUA HIN POULTRY FARM PTE LTD,2022-11-27,21498.6
UVM0001,MUA HIN POULTRY FARM PTE LTD,2022-12-04,16284.3
UVM0001,MUA HIN POULTRY FARM PTE LTD,2022-12-11,7743.0
UVM0001,MUA HIN POULTRY FARM PTE LTD,2022-12-18,5667.0
UVM0001,MUA HIN POULTRY FARM PTE LTD,2022-12-25,6283.0
UVM0001,MUA HIN POULTRY FARM PTE LTD,2023-01-01,7098.0
UVM0005,MILLENIUM TRADING PTE LTD,2022-10-30,1130.0
UVM0005,MILLENIUM TRADING PTE LTD,2022-11-06,0.0
UVM0005,MILLENIUM TRADING PTE LTD,2022-11-13,0.0
UVM0005,MILLENIUM TRADING PTE LTD,2022-11-20,0.0
UVM0005,MILLENIUM TRADING PTE LTD,2022-11-27,1130.0
UVM0005,MILLENIUM TRADING PTE LTD,2022-12-04,0.0
UVM0005,MILLENIUM TRADING PTE LTD,2022-12-11,0.0
UVM0005,MILLENIUM TRADING PTE LTD,2022-12-18,0.0
UVM0005,MILLENIUM TRADING PTE LTD,2022-12-25,969.9999999999999
UVM0008,MEGA PACKERS ASSOCIATE PTE LTD,2022-10-09,11130.0
UVM0008,MEGA PACKERS ASSOCIATE PTE LTD,2022-10-16,6679.161999999999
UVM0008,MEGA PACKERS ASSOCIATE PTE LTD,2022-10-23,11022.543
UVM0008,MEGA PACKERS ASSOCIATE PTE LTD,2022-10-30,11048.018
UVM0008,MEGA PACKERS ASSOCIATE PTE LTD,2022-11-06,15648.867
UVM0008,MEGA PACKERS ASSOCIATE PTE LTD,2022-11-13,17125.246
UVM0008,MEGA PACKERS ASSOCIATE PTE LTD,2022-11-20,13228.82
UVM0008,MEGA PACKERS ASSOCIATE PTE LTD,2022-11-27,4680.0
UVM0008,MEGA PACKERS ASSOCIATE PTE LTD,2022-12-04,777.426
UVM0008,MEGA PACKERS ASSOCIATE PTE LTD,2022-12-11,734.136
UVM0008,MEGA PACKERS ASSOCIATE PTE LTD,2022-12-18,20296.014
UVM0008,MEGA PACKERS ASSOCIATE PTE LTD,2022-12-25,1572.402
UVM0008,MEGA PACKERS ASSOCIATE PTE LTD,2023-01-01,11620.662
UVM0016,MAMAMI DEAL PTE LTD,2022-10-16,225.0
UVM0016,MAMAMI DEAL PTE LTD,2022-10-23,0.0
UVM0016,MAMAMI DEAL PTE LTD,2022-10-30,225.0
UVM0016,MAMAMI DEAL PTE LTD,2022-11-06,0.0
UVM0016,MAMAMI DEAL PTE LTD,2022-11-13,306.0
UVM0016,MAMAMI DEAL PTE LTD,2022-11-20,300.0
UVM0016,MAMAMI DEAL PTE LTD,2022-11-27,499.49999999999994
UVM0016,MAMAMI DEAL PTE LTD,2022-12-04,0.0
UVM0016,MAMAMI DEAL PTE LTD,2022-12-11,0.0
UVM0016,MAMAMI DEAL PTE LTD,2022-12-18,510.0
UVM0016,MAMAMI DEAL PTE LTD,2022-12-25,270.0
UVN0003,NGUAN FOOD TRADING PTE LTD,2022-10-23,690.0
UVN0003,NGUAN FOOD TRADING PTE LTD,2022-10-30,0.0
UVN0003,NGUAN FOOD TRADING PTE LTD,2022-11-06,0.0
UVN0003,NGUAN FOOD TRADING PTE LTD,2022-11-13,2250.0
UVN0011,NEW DAWN FROZEN FOOD PTE LTD,2022-10-02,5600.0
UVN0011,NEW DAWN FROZEN FOOD PTE LTD,2022-10-09,5600.0
UVN0011,NEW DAWN FROZEN FOOD PTE LTD,2022-10-16,0.0
UVN0011,NEW DAWN FROZEN FOOD PTE LTD,2022-10-23,0.0
UVN0011,NEW DAWN FROZEN FOOD PTE LTD,2022-10-30,0.0
UVN0011,NEW DAWN FROZEN FOOD PTE LTD,2022-11-06,0.0
UVN0011,NEW DAWN FROZEN FOOD PTE LTD,2022-11-13,0.0
UVN0011,NEW DAWN FROZEN FOOD PTE LTD,2022-11-20,0.0
UVN0011,NEW DAWN FROZEN FOOD PTE LTD,2022-11-27,0.0
UVN0011,NEW DAWN FROZEN FOOD PTE LTD,2022-12-04,0.0
UVN0011,NEW DAWN FROZEN FOOD PTE LTD,2022-12-11,2353.408
UVN0011,NEW DAWN FROZEN FOOD PTE LTD,2022-12-18,0.0
UVN0011,NEW DAWN FROZEN FOOD PTE LTD,2022-12-25,0.0
UVN0011,NEW DAWN FROZEN FOOD PTE LTD,2023-01-01,2700.0
UVN0012,NEW RETAIL INTERNATIONAL PTE LTD,2022-11-06,1263.6
UVN0012,NEW RETAIL INTERNATIONAL PTE LTD,2022-11-13,0.0
UVN0012,NEW RETAIL INTERNATIONAL PTE LTD,2022-11-20,0.0
UVN0012,NEW RETAIL INTERNATIONAL PTE LTD,2022-11-27,0.0
UVN0012,NEW RETAIL INTERNATIONAL PTE LTD,2022-12-04,0.0
UVN0012,NEW RETAIL INTERNATIONAL PTE LTD,2022-12-11,0.0
UVN0012,NEW RETAIL INTERNATIONAL PTE LTD,2022-12-18,2430.0
UVN0015,NANYANG TRADITIONAL FOOD PTE LTD,2022-12-04,1160.0
UVN0015,NANYANG TRADITIONAL FOOD PTE LTD,2022-12-11,0.0
UVN0015,NANYANG TRADITIONAL FOOD PTE LTD,2022-12-18,0.0
UVN0015,NANYANG TRADITIONAL FOOD PTE LTD,2022-12-25,0.0
UVN0015,NANYANG TRADITIONAL FOOD PTE LTD,2023-01-01,4420.0
UVO0001,OMNI AQUATIC SUPPLIES PTE LTD,2022-10-09,4500.0
UVO0001,OMNI AQUATIC SUPPLIES PTE LTD,2022-10-16,1387.5
UVO0001,OMNI AQUATIC SUPPLIES PTE LTD,2022-10-23,6248.5
UVO0001,OMNI AQUATIC SUPPLIES PTE LTD,2022-10-30,6350.0
UVO0001,OMNI AQUATIC SUPPLIES PTE LTD,2022-11-06,10050.0
UVO0001,OMNI AQUATIC SUPPLIES PTE LTD,2022-11-13,0.0
UVO0001,OMNI AQUATIC SUPPLIES PTE LTD,2022-11-20,2700.0
UVO0001,OMNI AQUATIC SUPPLIES PTE LTD,2022-11-27,2700.0
UVO0001,OMNI AQUATIC SUPPLIES PTE LTD,2022-12-04,3200.0
UVO0001,OMNI AQUATIC SUPPLIES PTE LTD,2022-12-11,6851.4
UVO0001,OMNI AQUATIC SUPPLIES PTE LTD,2022-12-18,3995.7
UVO0001,OMNI AQUATIC SUPPLIES PTE LTD,2022-12-25,11698.2
UVO0001,OMNI AQUATIC SUPPLIES PTE LTD,2023-01-01,9117.5
UVO0004,OJJ FOODS PTE LTD,2022-10-02,2350.0
UVO0004,OJJ FOODS PTE LTD,2022-10-09,3600.0
UVO0004,OJJ FOODS PTE LTD,2022-10-16,11879.8
UVO0004,OJJ FOODS PTE LTD,2022-10-23,7137.6
UVO0004,OJJ FOODS PTE LTD,2022-10-30,3083.0
UVO0004,OJJ FOODS PTE LTD,2022-11-06,6813.4
UVO0004,OJJ FOODS PTE LTD,2022-11-13,3994.0
UVO0004,OJJ FOODS PTE LTD,2022-11-20,9228.1
UVO0004,OJJ FOODS PTE LTD,2022-11-27,6101.5
UVO0004,OJJ FOODS PTE LTD,2022-12-04,7945.6
UVO0004,OJJ FOODS PTE LTD,2022-12-11,5320.9
UVO0004,OJJ FOODS PTE LTD,2022-12-18,4025.0
UVO0004,OJJ FOODS PTE LTD,2022-12-25,5400.0
UVO0004,OJJ FOODS PTE LTD,2023-01-01,5920.2
UVO0012,"OCEAN FISHERY CO.,LTD",2023-01-01,43920.0
UVP0001,PAN OCEAN SINGAPORE PTE LTD,2022-10-09,4056.0
UVP0001,PAN OCEAN SINGAPORE PTE LTD,2022-10-16,3225.0
UVP0001,PAN OCEAN SINGAPORE PTE LTD,2022-10-23,2570.0
UVP0001,PAN OCEAN SINGAPORE PTE LTD,2022-10-30,1824.0
UVP0001,PAN OCEAN SINGAPORE PTE LTD,2022-11-06,1869.0
UVP0001,PAN OCEAN SINGAPORE PTE LTD,2022-11-13,0.0
UVP0001,PAN OCEAN SINGAPORE PTE LTD,2022-11-20,1410.0
UVP0001,PAN OCEAN SINGAPORE PTE LTD,2022-11-27,2207.84
UVP0001,PAN OCEAN SINGAPORE PTE LTD,2022-12-04,1951.96
UVP0001,PAN OCEAN SINGAPORE PTE LTD,2022-12-11,3090.0
UVP0001,PAN OCEAN SINGAPORE PTE LTD,2022-12-18,855.0
UVP0001,PAN OCEAN SINGAPORE PTE LTD,2022-12-25,5152.0
UVP0001,PAN OCEAN SINGAPORE PTE LTD,2023-01-01,1085.0
UVP0002,PIN CORPORATION PTE LTD,2022-10-09,4075.0
UVP0002,PIN CORPORATION PTE LTD,2022-10-16,10848.0
UVP0002,PIN CORPORATION PTE LTD,2022-10-23,34171.2
UVP0002,PIN CORPORATION PTE LTD,2022-10-30,2535.0
UVP0002,PIN CORPORATION PTE LTD,2022-11-06,3950.0
UVP0002,PIN CORPORATION PTE LTD,2022-11-13,2215.278
UVP0002,PIN CORPORATION PTE LTD,2022-11-20,1732.9769999999999
UVP0002,PIN CORPORATION PTE LTD,2022-11-27,5790.529
UVP0002,PIN CORPORATION PTE LTD,2022-12-04,3875.0
UVP0002,PIN CORPORATION PTE LTD,2022-12-11,20258.199999999997
UVP0002,PIN CORPORATION PTE LTD,2022-12-18,17087.121
UVP0002,PIN CORPORATION PTE LTD,2022-12-25,13063.199999999999
UVP0002,PIN CORPORATION PTE LTD,2023-01-01,11099.4
UVP0006,INDIA-PACIFIC TRADING,2022-10-30,680.0
UVP0009,PARK FOOD MANUFACTURING PTE LTD,2022-10-09,2295.0
UVP0009,PARK FOOD MANUFACTURING PTE LTD,2022-10-16,2337.5
UVP0009,PARK FOOD MANUFACTURING PTE LTD,2022-10-23,2975.0
UVP0009,PARK FOOD MANUFACTURING PTE LTD,2022-10-30,1229.0
UVP0009,PARK FOOD MANUFACTURING PTE LTD,2022-11-06,1785.0
UVP0009,PARK FOOD MANUFACTURING PTE LTD,2022-11-13,2867.0
UVP0009,PARK FOOD MANUFACTURING PTE LTD,2022-11-20,1390.0
UVP0009,PARK FOOD MANUFACTURING PTE LTD,2022-11-27,1955.0
UVP0009,PARK FOOD MANUFACTURING PTE LTD,2022-12-04,2380.0
UVP0009,PARK FOOD MANUFACTURING PTE LTD,2022-12-11,2159.0
UVP0009,PARK FOOD MANUFACTURING PTE LTD,2022-12-18,1955.0
UVP0009,PARK FOOD MANUFACTURING PTE LTD,2022-12-25,4505.0
UVP0009,PARK FOOD MANUFACTURING PTE LTD,2023-01-01,2082.5
UVP0014,PING PONG FOODS PTE LTD,2022-10-09,540.0
UVP0014,PING PONG FOODS PTE LTD,2022-10-16,540.0
UVP0014,PING PONG FOODS PTE LTD,2022-10-23,108.0
UVP0014,PING PONG FOODS PTE LTD,2022-10-30,540.0
UVP0014,PING PONG FOODS PTE LTD,2022-11-06,540.0
UVP0014,PING PONG FOODS PTE LTD,2022-11-13,648.0
UVP0014,PING PONG FOODS PTE LTD,2022-11-20,0.0
UVP0014,PING PONG FOODS PTE LTD,2022-11-27,540.0
UVP0014,PING PONG FOODS PTE LTD,2022-12-04,648.0
UVP0014,PING PONG FOODS PTE LTD,2022-12-11,540.0
UVP0014,PING PONG FOODS PTE LTD,2022-12-18,900.0
