vendor_code,vendor_name,date,total
UVA0021,AH PENG FISH FOOD SUPPLIER PTE LTD,2022-12-25,310.0
UVA0021,AH PENG FISH FOOD SUPPLIER PTE LTD,2023-01-01,155.0
UVA0030,AH TECK (TNL),2022-10-09,230.51999999999998
UVA0030,AH TECK (TNL),2022-10-16,60.300000000000004
UVA0030,AH TECK (TNL),2022-10-23,331.86
UVA0030,AH TECK (TNL),2022-10-30,233.57999999999998
UVA0030,AH TECK (TNL),2022-11-06,160.92
UVA0030,AH TECK (TNL),2022-11-13,240.47
UVA0030,AH TECK (TNL),2022-11-20,172.68
UVA0030,AH TECK (TNL),2022-11-27,255.67
UVA0030,AH TECK (TNL),2022-12-04,48.507
UVA0030,AH TECK (TNL),2022-12-11,251.33999999999997
UVA0030,AH TECK (TNL),2022-12-18,241.85999999999999
UVA0030,AH TECK (TNL),2022-12-25,229.76999999999998
UVA0030,AH TECK (TNL),2023-01-01,159.60000000000002
UVA0036,AGROMAX FOOD DMCC,2023-01-01,66690.0
UVB0006,BEN FOODS (S) PTE LTD,2022-10-02,827.2
UVB0006,BEN FOODS (S) PTE LTD,2022-10-09,5493.16
UVB0006,BEN FOODS (S) PTE LTD,2022-10-16,6732.73
UVB0006,BEN FOODS (S) PTE LTD,2022-10-23,2067.0
UVB0006,BEN FOODS (S) PTE LTD,2022-10-30,3480.0
UVB0006,BEN FOODS (S) PTE LTD,2022-11-06,3680.0
UVB0006,BEN FOODS (S) PTE LTD,2022-11-13,2154.5
UVB0006,BEN FOODS (S) PTE LTD,2022-11-20,1752.0
UVB0006,BEN FOODS (S) PTE LTD,2022-11-27,1774.0
UVB0006,BEN FOODS (S) PTE LTD,2022-12-04,2211.225
UVB0006,BEN FOODS (S) PTE LTD,2022-12-11,2352.5
UVB0006,BEN FOODS (S) PTE LTD,2022-12-18,1300.0
UVB0006,BEN FOODS (S) PTE LTD,2022-12-25,2440.5
UVB0006,BEN FOODS (S) PTE LTD,2023-01-01,2217.5
UVB0014,BEAN CITY FOODSTUFF PTE LTD,2022-10-30,65.0
UVB0019,BLU VENTURES PTE LTD,2022-10-02,290.0
UVB0019,BLU VENTURES PTE LTD,2022-10-09,0.0
UVB0019,BLU VENTURES PTE LTD,2022-10-16,0.0
UVB0019,BLU VENTURES PTE LTD,2022-10-23,225.0
UVB0019,BLU VENTURES PTE LTD,2022-10-30,60.0
UVB0019,BLU VENTURES PTE LTD,2022-11-06,150.0
UVB0019,BLU VENTURES PTE LTD,2022-11-13,1785.0
UVB0019,BLU VENTURES PTE LTD,2022-11-20,750.0
UVB0019,BLU VENTURES PTE LTD,2022-11-27,0.0
UVB0019,BLU VENTURES PTE LTD,2022-12-04,800.0
UVB0019,BLU VENTURES PTE LTD,2022-12-11,0.0
UVB0019,BLU VENTURES PTE LTD,2022-12-18,1700.0
UVB0024,BRF GLOBAL GMBH,2022-10-16,152699.5
UVB0024,BRF GLOBAL GMBH,2022-10-23,0.0
UVB0024,BRF GLOBAL GMBH,2022-10-30,0.0
UVB0024,BRF GLOBAL GMBH,2022-11-06,0.0
UVB0024,BRF GLOBAL GMBH,2022-11-13,100701.94
UVB0024,BRF GLOBAL GMBH,2022-11-20,0.0
UVB0024,BRF GLOBAL GMBH,2022-11-27,0.0
UVB0024,BRF GLOBAL GMBH,2022-12-04,0.0
UVB0024,BRF GLOBAL GMBH,2022-12-11,90980.64
UVB0024,BRF GLOBAL GMBH,2022-12-18,90703.26
UVB0024,BRF GLOBAL GMBH,2022-12-25,0.0
UVB0024,BRF GLOBAL GMBH,2023-01-01,119536.56
UVB0025,BIG HOCKEY MANUFACTURING & FOOD PROCESSING PTE LTD,2022-12-18,98.39999999999999
UVC0001,CASH SUPPLIER (NON-GST),2022-10-09,317.0
UVC0001,CASH SUPPLIER (NON-GST),2022-10-16,1960.665
UVC0001,CASH SUPPLIER (NON-GST),2022-10-23,110.39999999999999
UVC0001,CASH SUPPLIER (NON-GST),2022-10-30,13023.66
UVC0001,CASH SUPPLIER (NON-GST),2022-11-06,0.0
UVC0001,CASH SUPPLIER (NON-GST),2022-11-13,2507.8
UVC0001,CASH SUPPLIER (NON-GST),2022-11-20,3073.96
UVC0001,CASH SUPPLIER (NON-GST),2022-11-27,0.0
UVC0001,CASH SUPPLIER (NON-GST),2022-12-04,2091.04
UVC0001,CASH SUPPLIER (NON-GST),2022-12-11,458.0
UVC0001,CASH SUPPLIER (NON-GST),2022-12-18,1016.83
UVC0001,CASH SUPPLIER (NON-GST),2022-12-25,280.0
UVC0001,CASH SUPPLIER (NON-GST),2023-01-01,2356.14
UVC0002,HY CASH SUPPLIER (NON-GST),2022-11-20,295.0
UVC0008,CS TAY FOODS PTE LTD,2022-10-16,255.0
UVC0008,CS TAY FOODS PTE LTD,2022-10-23,0.0
UVC0008,CS TAY FOODS PTE LTD,2022-10-30,0.0
UVC0008,CS TAY FOODS PTE LTD,2022-11-06,510.0
UVC0008,CS TAY FOODS PTE LTD,2022-11-13,0.0
UVC0008,CS TAY FOODS PTE LTD,2022-11-20,255.0
UVC0008,CS TAY FOODS PTE LTD,2022-11-27,0.0
UVC0008,CS TAY FOODS PTE LTD,2022-12-04,255.0
UVC0008,CS TAY FOODS PTE LTD,2022-12-11,153.0
UVC0008,CS TAY FOODS PTE LTD,2022-12-18,0.0
UVC0008,CS TAY FOODS PTE LTD,2022-12-25,255.0
UVC0011,CHIP HONG FARM PRODUCT,2022-10-09,3520.0000000000005
UVC0011,CHIP HONG FARM PRODUCT,2022-10-16,9965.5484
UVC0011,CHIP HONG FARM PRODUCT,2022-10-23,11192.0
UVC0011,CHIP HONG FARM PRODUCT,2022-10-30,3313.12
UVC0011,CHIP HONG FARM PRODUCT,2022-11-06,0.0
UVC0011,CHIP HONG FARM PRODUCT,2022-11-13,5773.366
UVC0011,CHIP HONG FARM PRODUCT,2022-11-20,3679.9999999999995
UVC0011,CHIP HONG FARM PRODUCT,2022-11-27,46685.24
UVC0011,CHIP HONG FARM PRODUCT,2022-12-04,34355.0
UVC0011,CHIP HONG FARM PRODUCT,2022-12-11,17144.7535
UVC0011,CHIP HONG FARM PRODUCT,2022-12-18,8647.31
UVC0011,CHIP HONG FARM PRODUCT,2022-12-25,15853.881000000001
UVC0011,CHIP HONG FARM PRODUCT,2023-01-01,315.65999999999997
UVC0014,COSS FOOD MARKETING PTE LTD,2022-10-09,550.0
UVC0014,COSS FOOD MARKETING PTE LTD,2022-10-16,275.0
UVC0014,COSS FOOD MARKETING PTE LTD,2022-10-23,78.39999999999999
UVC0014,COSS FOOD MARKETING PTE LTD,2022-10-30,1811.0
UVC0014,COSS FOOD MARKETING PTE LTD,2022-11-06,330.0
UVC0014,COSS FOOD MARKETING PTE LTD,2022-11-13,39.199999999999996
UVC0014,COSS FOOD MARKETING PTE LTD,2022-11-20,275.0
UVC0014,COSS FOOD MARKETING PTE LTD,2022-11-27,353.4
UVC0014,COSS FOOD MARKETING PTE LTD,2022-12-04,385.0
UVC0014,COSS FOOD MARKETING PTE LTD,2022-12-11,275.0
UVC0014,COSS FOOD MARKETING PTE LTD,2022-12-18,667.6
UVC0014,COSS FOOD MARKETING PTE LTD,2022-12-25,1866.0
UVC0014,COSS FOOD MARKETING PTE LTD,2023-01-01,275.0
UVC0015,CASH SUPPLIER (GST),2022-12-11,1090.22
UVC0025,CHEE SONG FOODS PTE LTD,2022-10-09,2991.45
UVC0025,CHEE SONG FOODS PTE LTD,2022-10-16,3093.3
UVC0025,CHEE SONG FOODS PTE LTD,2022-10-23,4313.28
UVC0025,CHEE SONG FOODS PTE LTD,2022-10-30,6297.45
UVC0025,CHEE SONG FOODS PTE LTD,2022-11-06,0.0
UVC0025,CHEE SONG FOODS PTE LTD,2022-11-13,5912.125
UVC0025,CHEE SONG FOODS PTE LTD,2022-11-20,5571.575
UVC0025,CHEE SONG FOODS PTE LTD,2022-11-27,1954.7150000000001
UVC0025,CHEE SONG FOODS PTE LTD,2022-12-04,4839.795
UVC0025,CHEE SONG FOODS PTE LTD,2022-12-11,2871.85
UVC0025,CHEE SONG FOODS PTE LTD,2022-12-18,3008.9350000000004
UVC0025,CHEE SONG FOODS PTE LTD,2022-12-25,8104.215
UVC0025,CHEE SONG FOODS PTE LTD,2023-01-01,2573.561
UVC0029,CLASSIC FINE FOODS (S) PTE LTD,2022-12-11,51.480000000000004
UVC0029,CLASSIC FINE FOODS (S) PTE LTD,2022-12-18,0.0
UVC0029,CLASSIC FINE FOODS (S) PTE LTD,2022-12-25,680.1600000000001
UVC0035,TECK CASH SUPPLIER (NON-GST),2022-11-06,944.0500000000001
UVC0035,TECK CASH SUPPLIER (NON-GST),2022-11-13,0.0
UVC0035,TECK CASH SUPPLIER (NON-GST),2022-11-20,0.0
UVC0035,TECK CASH SUPPLIER (NON-GST),2022-11-27,0.0
UVC0035,TECK CASH SUPPLIER (NON-GST),2022-12-04,0.0
UVC0035,TECK CASH SUPPLIER (NON-GST),2022-12-11,0.0
UVC0035,TECK CASH SUPPLIER (NON-GST),2022-12-18,2388.0
UVC0035,TECK CASH SUPPLIER (NON-GST),2022-12-25,14.008
UVC0035,TECK CASH SUPPLIER (NON-GST),2023-01-01,4577.95
UVC0038,CELESTIAL VENTURES SDN BHD,2022-10-16,7095.0
UVC0038,CELESTIAL VENTURES SDN BHD,2022-10-23,0.0
UVC0038,CELESTIAL VENTURES SDN BHD,2022-10-30,0.0
UVC0038,CELESTIAL VENTURES SDN BHD,2022-11-06,0.0
UVC0038,CELESTIAL VENTURES SDN BHD,2022-11-13,0.0
UVC0038,CELESTIAL VENTURES SDN BHD,2022-11-20,0.0
UVC0038,CELESTIAL VENTURES SDN BHD,2022-11-27,7335.0
UVC0038,CELESTIAL VENTURES SDN BHD,2022-12-04,0.0
UVC0038,CELESTIAL VENTURES SDN BHD,2022-12-11,0.0
UVC0038,CELESTIAL VENTURES SDN BHD,2022-12-18,0.0
UVC0038,CELESTIAL VENTURES SDN BHD,2022-12-25,7275.0
UVC0039,CHUN LEI TRADING PTE LTD,2022-11-13,71.5
UVC0039,CHUN LEI TRADING PTE LTD,2022-11-20,0.0
UVC0039,CHUN LEI TRADING PTE LTD,2022-11-27,0.0
UVC0039,CHUN LEI TRADING PTE LTD,2022-12-04,0.0
UVC0039,CHUN LEI TRADING PTE LTD,2022-12-11,0.0
UVC0039,CHUN LEI TRADING PTE LTD,2022-12-18,0.0
UVC0039,CHUN LEI TRADING PTE LTD,2022-12-25,0.0
UVC0039,CHUN LEI TRADING PTE LTD,2023-01-01,268.128
UVD0001,DCH AURIGA (SINGAPORE),2022-10-09,1504.0
UVD0001,DCH AURIGA (SINGAPORE),2022-10-16,0.0
UVD0001,DCH AURIGA (SINGAPORE),2022-10-23,0.0
UVD0001,DCH AURIGA (SINGAPORE),2022-10-30,0.0
UVD0001,DCH AURIGA (SINGAPORE),2022-11-06,0.0
UVD0001,DCH AURIGA (SINGAPORE),2022-11-13,0.0
UVD0001,DCH AURIGA (SINGAPORE),2022-11-20,0.0
UVD0001,DCH AURIGA (SINGAPORE),2022-11-27,0.0
UVD0001,DCH AURIGA (SINGAPORE),2022-12-04,0.0
UVD0001,DCH AURIGA (SINGAPORE),2022-12-11,752.0
UVE0001,EASTERN HARVEST FOODS (S) PTE LTD,2022-10-02,175.0
UVE0001,EASTERN HARVEST FOODS (S) PTE LTD,2022-10-09,4640.0
UVE0001,EASTERN HARVEST FOODS (S) PTE LTD,2022-10-16,4294.42
UVE0001,EASTERN HARVEST FOODS (S) PTE LTD,2022-10-23,2988.4
UVE0001,EASTERN HARVEST FOODS (S) PTE LTD,2022-10-30,4678.6
UVE0001,EASTERN HARVEST FOODS (S) PTE LTD,2022-11-06,4337.48
UVE0001,EASTERN HARVEST FOODS (S) PTE LTD,2022-11-13,3903.4
UVE0001,EASTERN HARVEST FOODS (S) PTE LTD,2022-11-20,4590.0
UVE0001,EASTERN HARVEST FOODS (S) PTE LTD,2022-11-27,3339.26
UVE0001,EASTERN HARVEST FOODS (S) PTE LTD,2022-12-04,4785.0
UVE0001,EASTERN HARVEST FOODS (S) PTE LTD,2022-12-11,5201.0
UVE0001,EASTERN HARVEST FOODS (S) PTE LTD,2022-12-18,4483.0
UVE0001,EASTERN HARVEST FOODS (S) PTE LTD,2022-12-25,4951.6
UVE0001,EASTERN HARVEST FOODS (S) PTE LTD,2023-01-01,11986.26
UVE0008,EURACO FINEFOOD PTE LTD,2022-12-04,10658.18
UVE0008,EURACO FINEFOOD PTE LTD,2022-12-11,0.0
UVE0008,EURACO FINEFOOD PTE LTD,2022-12-18,9856.08
UVE0008,EURACO FINEFOOD PTE LTD,2022-12-25,0.0
UVE0008,EURACO FINEFOOD PTE LTD,2023-01-01,10220.08
UVE0011,EURASIA FOOD SUPPLY PTE LTD,2022-10-02,611.6
UVE0011,EURASIA FOOD SUPPLY PTE LTD,2022-10-09,0.0
UVE0011,EURASIA FOOD SUPPLY PTE LTD,2022-10-16,600.6
UVE0011,EURASIA FOOD SUPPLY PTE LTD,2022-10-23,583.0
UVE0011,EURASIA FOOD SUPPLY PTE LTD,2022-10-30,0.0
UVE0011,EURASIA FOOD SUPPLY PTE LTD,2022-11-06,635.8
UVE0011,EURASIA FOOD SUPPLY PTE LTD,2022-11-13,608.3
UVE0011,EURASIA FOOD SUPPLY PTE LTD,2022-11-20,599.5
UVE0011,EURASIA FOOD SUPPLY PTE LTD,2022-11-27,622.6
UVE0011,EURASIA FOOD SUPPLY PTE LTD,2022-12-04,166.0
UVE0011,EURASIA FOOD SUPPLY PTE LTD,2022-12-11,633.6
UVE0011,EURASIA FOOD SUPPLY PTE LTD,2022-12-18,678.7
UVE0011,EURASIA FOOD SUPPLY PTE LTD,2022-12-25,1202.11
UVE0011,EURASIA FOOD SUPPLY PTE LTD,2023-01-01,1271.0
UVE0012,EMERGING SUCCESS PTE LTD,2022-10-16,1680.0
UVE0012,EMERGING SUCCESS PTE LTD,2022-10-23,225.0
UVE0012,EMERGING SUCCESS PTE LTD,2022-10-30,0.0
UVE0012,EMERGING SUCCESS PTE LTD,2022-11-06,7600.0
UVE0012,EMERGING SUCCESS PTE LTD,2022-11-13,0.0
UVE0012,EMERGING SUCCESS PTE LTD,2022-11-20,0.0
UVE0012,EMERGING SUCCESS PTE LTD,2022-11-27,0.0
UVE0012,EMERGING SUCCESS PTE LTD,2022-12-04,0.0
UVE0012,EMERGING SUCCESS PTE LTD,2022-12-11,0.0
UVE0012,EMERGING SUCCESS PTE LTD,2022-12-18,660.0
UVE0012,EMERGING SUCCESS PTE LTD,2022-12-25,500.0
UVE0012,EMERGING SUCCESS PTE LTD,2023-01-01,6526.3275
UVF0017,FOODPRIDE,2022-10-23,302.40000000000003
UVF0017,FOODPRIDE,2022-10-30,302.40000000000003
UVF0021,FARMFOOD TRADING PTE LTD,2022-10-09,11346.26
UVF0021,FARMFOOD TRADING PTE LTD,2022-10-16,16039.779999999999
UVF0021,FARMFOOD TRADING PTE LTD,2022-10-23,7213.1
UVF0021,FARMFOOD TRADING PTE LTD,2022-10-30,16030.26
UVF0021,FARMFOOD TRADING PTE LTD,2022-11-06,7955.219999999999
UVF0021,FARMFOOD TRADING PTE LTD,2022-11-13,11648.2
UVF0021,FARMFOOD TRADING PTE LTD,2022-11-20,21380.6
UVF0021,FARMFOOD TRADING PTE LTD,2022-11-27,21313.120000000003
UVF0021,FARMFOOD TRADING PTE LTD,2022-12-04,12655.0
UVF0021,FARMFOOD TRADING PTE LTD,2022-12-11,18259.88
UVF0021,FARMFOOD TRADING PTE LTD,2022-12-18,13623.0
UVF0021,FARMFOOD TRADING PTE LTD,2022-12-25,14390.28
UVF0021,FARMFOOD TRADING PTE LTD,2023-01-01,27622.2
UVG0001,GOODCROP PTE LTD,2022-10-16,3456.0
UVG0001,GOODCROP PTE LTD,2022-10-23,3444.0
UVG0001,GOODCROP PTE LTD,2022-10-30,5016.0
UVG0001,GOODCROP PTE LTD,2022-11-06,1890.0
UVG0001,GOODCROP PTE LTD,2022-11-13,780.0
UVG0001,GOODCROP PTE LTD,2022-11-20,780.0
UVG0001,GOODCROP PTE LTD,2022-11-27,780.0
UVG0001,GOODCROP PTE LTD,2022-12-04,3443.1000000000004
UVG0001,GOODCROP PTE LTD,2022-12-11,1170.0
UVG0001,GOODCROP PTE LTD,2022-12-18,462.162
UVG0001,GOODCROP PTE LTD,2022-12-25,1170.0
UVG0005,OTS INTERNATIONAL PTE LTD,2022-11-06,552.0
UVG0005,OTS INTERNATIONAL PTE LTD,2022-11-13,0.0
UVG0005,OTS INTERNATIONAL PTE LTD,2022-11-20,0.0
UVG0005,OTS INTERNATIONAL PTE LTD,2022-11-27,0.0
UVG0005,OTS INTERNATIONAL PTE LTD,2022-12-04,0.0
UVG0005,OTS INTERNATIONAL PTE LTD,2022-12-11,0.0
UVG0005,OTS INTERNATIONAL PTE LTD,2022-12-18,0.0
UVG0005,OTS INTERNATIONAL PTE LTD,2022-12-25,552.0
UVG0006,GUAN SENG COOKED FISH MERCHANT,2022-10-09,840.0
UVG0006,GUAN SENG COOKED FISH MERCHANT,2022-10-16,0.0
UVG0006,GUAN SENG COOKED FISH MERCHANT,2022-10-23,840.0
UVG0006,GUAN SENG COOKED FISH MERCHANT,2022-10-30,0.0
UVG0006,GUAN SENG COOKED FISH MERCHANT,2022-11-06,660.0
UVG0006,GUAN SENG COOKED FISH MERCHANT,2022-11-13,0.0
UVG0006,GUAN SENG COOKED FISH MERCHANT,2022-11-20,0.0
UVG0006,GUAN SENG COOKED FISH MERCHANT,2022-11-27,0.0
UVG0006,GUAN SENG COOKED FISH MERCHANT,2022-12-04,660.0
UVG0006,GUAN SENG COOKED FISH MERCHANT,2022-12-11,1800.0
UVG0006,GUAN SENG COOKED FISH MERCHANT,2022-12-18,0.0
UVG0006,GUAN SENG COOKED FISH MERCHANT,2022-12-25,1650.0
UVG0013,GUANGDONG IMPORT & EXPORT PTE LTD,2022-12-18,129.92
UVG0013,GUANGDONG IMPORT & EXPORT PTE LTD,2022-12-25,194.88
UVG0013,GUANGDONG IMPORT & EXPORT PTE LTD,2023-01-01,194.88
UVG0016,GOLD HOG SUPPLY PTE LTD,2022-10-02,2006.3999999999999
UVG0016,GOLD HOG SUPPLY PTE LTD,2022-10-09,0.0
UVG0016,GOLD HOG SUPPLY PTE LTD,2022-10-16,2298.6479999999997
UVG0016,GOLD HOG SUPPLY PTE LTD,2022-10-23,4768.914000000001
UVG0016,GOLD HOG SUPPLY PTE LTD,2022-10-30,0.0
UVG0016,GOLD HOG SUPPLY PTE LTD,2022-11-06,188.64
UVG0016,GOLD HOG SUPPLY PTE LTD,2022-11-13,2658.642
UVG0016,GOLD HOG SUPPLY PTE LTD,2022-11-20,14429.646
UVG0016,GOLD HOG SUPPLY PTE LTD,2022-11-27,39158.235
UVG0016,GOLD HOG SUPPLY PTE LTD,2022-12-04,3781.0950000000003
UVG0016,GOLD HOG SUPPLY PTE LTD,2022-12-11,4178.130000000001
UVG0016,GOLD HOG SUPPLY PTE LTD,2022-12-18,1786.0500000000002
UVG0016,GOLD HOG SUPPLY PTE LTD,2022-12-25,4258.177
UVG0016,GOLD HOG SUPPLY PTE LTD,2023-01-01,7475.985
UVG0024,GOING BLUE TRADING COMPANY LIMITED,2022-10-09,140550.0
UVG0025,GOURMET CHEFS PTE LTD,2022-10-02,140.0
UVG0025,GOURMET CHEFS PTE LTD,2022-10-09,580.0
UVG0025,GOURMET CHEFS PTE LTD,2022-10-16,0.0
UVG0025,GOURMET CHEFS PTE LTD,2022-10-23,704.0
UVG0025,GOURMET CHEFS PTE LTD,2022-10-30,450.0
UVG0025,GOURMET CHEFS PTE LTD,2022-11-06,0.0
UVG0025,GOURMET CHEFS PTE LTD,2022-11-13,440.00000000000006
UVG0025,GOURMET CHEFS PTE LTD,2022-11-20,880.0000000000001
UVG0025,GOURMET CHEFS PTE LTD,2022-11-27,0.0
UVG0025,GOURMET CHEFS PTE LTD,2022-12-04,440.00000000000006
UVG0025,GOURMET CHEFS PTE LTD,2022-12-11,730.0
UVG0025,GOURMET CHEFS PTE LTD,2022-12-18,440.00000000000006
UVG0025,GOURMET CHEFS PTE LTD,2022-12-25,1504.0000000000002
UVG0025,GOURMET CHEFS PTE LTD,2023-01-01,453.00000000000006
UVG009,GENERAL MEAT CORPORATION PTE LTD,2022-11-06,73.19999999999999
UVH0004,HA LI FA PTE LTD,2022-10-09,1080.0
UVH0004,HA LI FA PTE LTD,2022-10-16,1080.0
UVH0004,HA LI FA PTE LTD,2022-10-23,1080.0
UVH0019,HUP HENG POULTRY INDUSTRIES PTE LTD,2022-10-09,267.352
UVH0019,HUP HENG POULTRY INDUSTRIES PTE LTD,2022-10-16,425.5
UVH0019,HUP HENG POULTRY INDUSTRIES PTE LTD,2022-10-23,411.0
UVH0019,HUP HENG POULTRY INDUSTRIES PTE LTD,2022-10-30,388.54999999999995
UVH0019,HUP HENG POULTRY INDUSTRIES PTE LTD,2022-11-06,395.59999999999997
UVH0019,HUP HENG POULTRY INDUSTRIES PTE LTD,2022-11-13,993.22
UVH0019,HUP HENG POULTRY INDUSTRIES PTE LTD,2022-11-20,568.3199999999999
UVH0019,HUP HENG POULTRY INDUSTRIES PTE LTD,2022-11-27,816.24
UVH0019,HUP HENG POULTRY INDUSTRIES PTE LTD,2022-12-04,888.0
UVH0019,HUP HENG POULTRY INDUSTRIES PTE LTD,2022-12-11,502.53999999999996
UVH0019,HUP HENG POULTRY INDUSTRIES PTE LTD,2022-12-18,1359.72
UVH0019,HUP HENG POULTRY INDUSTRIES PTE LTD,2022-12-25,1158.1799999999998
UVH0019,HUP HENG POULTRY INDUSTRIES PTE LTD,2023-01-01,190.89999999999998
UVH0021,HEINRICH FOOD PTE LTD,2022-11-27,3108.9900000000002
UVH0021,HEINRICH FOOD PTE LTD,2022-12-04,0.0
