item_code,description,week_start,selling_price
FSN001-03,FISH- TOMAN FILLET 300/500 10KG/CTNS,2022-11-21,9.5
FSN001-03,FISH- TOMAN FILLET 300/500 10KG/CTNS,2022-11-28,10.8
FSN001-03,FISH- TOMAN FILLET 300/500 10KG/CTNS,2022-12-05,10.0
FSN001-03,FISH- TOMAN FILLET 300/500 10KG/CTNS,2022-12-12,10.0
FSN001-03,FISH- TOMAN FILLET 300/500 10KG/CTNS,2022-12-19,10.0
FSN001-03,FISH- TOMAN FILLET 300/500 10KG/CTNS,2022-12-26,10.25
FSN001-04,FISH- TOMAN FILLET 300/500 6KG/CTNS,2022-10-31,10.0
FSN002-02,FISH- TOMAN FILLET CUT SLICED (SKIN-ON) 4MM 10X1KG/CTNS,2022-09-26,8.5
FSN002-02,FISH- TOMAN FILLET CUT SLICED (SKIN-ON) 4MM 10X1KG/CTNS,2022-10-03,8.5
FSN002-02,FISH- TOMAN FILLET CUT SLICED (SKIN-ON) 4MM 10X1KG/CTNS,2022-10-10,8.5
FSN002-02,FISH- TOMAN FILLET CUT SLICED (SKIN-ON) 4MM 10X1KG/CTNS,2022-10-17,8.5
FSN002-02,FISH- TOMAN FILLET CUT SLICED (SKIN-ON) 4MM 10X1KG/CTNS,2022-10-24,8.5
FSN002-02,FISH- TOMAN FILLET CUT SLICED (SKIN-ON) 4MM 10X1KG/CTNS,2022-10-31,8.5
FSN002-02,FISH- TOMAN FILLET CUT SLICED (SKIN-ON) 4MM 10X1KG/CTNS,2022-11-07,8.5
FSN002-02,FISH- TOMAN FILLET CUT SLICED (SKIN-ON) 4MM 10X1KG/CTNS,2022-11-14,8.5
FSN002-02,FISH- TOMAN FILLET CUT SLICED (SKIN-ON) 4MM 10X1KG/CTNS,2022-11-21,8.5
FSN002-02,FISH- TOMAN FILLET CUT SLICED (SKIN-ON) 4MM 10X1KG/CTNS,2022-11-28,8.4
FSN002-02,FISH- TOMAN FILLET CUT SLICED (SKIN-ON) 4MM 10X1KG/CTNS,2022-12-05,8.65
FSN002-02,FISH- TOMAN FILLET CUT SLICED (SKIN-ON) 4MM 10X1KG/CTNS,2022-12-12,8.4
FSN002-02,FISH- TOMAN FILLET CUT SLICED (SKIN-ON) 4MM 10X1KG/CTNS,2022-12-19,8.5
FSN002-02,FISH- TOMAN FILLET CUT SLICED (SKIN-ON) 4MM 10X1KG/CTNS,2022-12-26,10.0
FSN002-03,FISH- TOMAN SLICED SKIN-ON 4MM 6X1KG/CTNS,2022-11-28,8.0
FSN002-04,FISH- TOMAN FILLET CUT SLICED (SKIN-ON) 4MM 10X1KG/CTNS,2022-11-14,9.75
FSN002-04,FISH- TOMAN FILLET CUT SLICED (SKIN-ON) 4MM 10X1KG/CTNS,2022-11-21,8.5
FSN002-04,FISH- TOMAN FILLET CUT SLICED (SKIN-ON) 4MM 10X1KG/CTNS,2022-11-28,8.5
FSN002-04,FISH- TOMAN FILLET CUT SLICED (SKIN-ON) 4MM 10X1KG/CTNS,2022-12-05,8.5
FSN002-04,FISH- TOMAN FILLET CUT SLICED (SKIN-ON) 4MM 10X1KG/CTNS,2022-12-12,8.75
FSN002-04,FISH- TOMAN FILLET CUT SLICED (SKIN-ON) 4MM 10X1KG/CTNS,2022-12-19,10.5
FSN002-04,FISH- TOMAN FILLET CUT SLICED (SKIN-ON) 4MM 10X1KG/CTNS,2022-12-26,10.5
FSN003,FISH- FRESH TOMAN FILLET,2022-09-26,11.5
FSN003,FISH- FRESH TOMAN FILLET,2022-10-03,13.25
FSN003,FISH- FRESH TOMAN FILLET,2022-10-10,13.0
FSN003,FISH- FRESH TOMAN FILLET,2022-10-17,13.25
FSN003,FISH- FRESH TOMAN FILLET,2022-10-24,13.25
FSN003,FISH- FRESH TOMAN FILLET,2022-10-31,13.0
FSN003,FISH- FRESH TOMAN FILLET,2022-11-07,13.0
FSN003,FISH- FRESH TOMAN FILLET,2022-11-14,13.0
FSN003,FISH- FRESH TOMAN FILLET,2022-11-21,13.0
FSN003,FISH- FRESH TOMAN FILLET,2022-11-28,11.5
FSN003,FISH- FRESH TOMAN FILLET,2022-12-05,13.0
FSN003,FISH- FRESH TOMAN FILLET,2022-12-12,13.0
FSN003,FISH- FRESH TOMAN FILLET,2022-12-19,13.25
FSN003,FISH- FRESH TOMAN FILLET,2022-12-26,11.8
FSR001,FISH- STING RAY 2000-3000gm 15KG/CTNS,2022-10-17,11.0
FSR001,FISH- STING RAY 2000-3000gm 15KG/CTNS,2022-10-24,9.2
FSR001,FISH- STING RAY 2000-3000gm 15KG/CTNS,2022-11-07,6.0
FSR002,FISH- STING RAY 300-500gm 10kg/ctn,2022-10-31,9.6
FSR002,FISH- STING RAY 300-500gm 10kg/ctn,2022-11-07,9.399999999999999
FSR002,FISH- STING RAY 300-500gm 10kg/ctn,2022-11-14,9.6
FSR002,FISH- STING RAY 300-500gm 10kg/ctn,2022-11-21,9.6
FSR002,FISH- STING RAY 300-500gm 10kg/ctn,2022-11-28,9.399999999999999
FSR002,FISH- STING RAY 300-500gm 10kg/ctn,2022-12-12,9.399999999999999
FSR002,FISH- STING RAY 300-500gm 10kg/ctn,2022-12-19,9.6
FSR002,FISH- STING RAY 300-500gm 10kg/ctn,2022-12-26,9.2
FSS003,FISH- SILVER FISH 8-10CM 10X1KG/CTNS,2022-09-26,12.0
FSS003,FISH- SILVER FISH 8-10CM 10X1KG/CTNS,2022-10-03,12.0
FSS003,FISH- SILVER FISH 8-10CM 10X1KG/CTNS,2022-10-10,12.0
FSS003,FISH- SILVER FISH 8-10CM 10X1KG/CTNS,2022-10-17,12.0
FSS003,FISH- SILVER FISH 8-10CM 10X1KG/CTNS,2022-10-24,12.0
FSS003,FISH- SILVER FISH 8-10CM 10X1KG/CTNS,2022-10-31,12.0
FSS003,FISH- SILVER FISH 8-10CM 10X1KG/CTNS,2022-11-07,10.85
FSS003,FISH- SILVER FISH 8-10CM 10X1KG/CTNS,2022-11-14,9.7
FSS003,FISH- SILVER FISH 8-10CM 10X1KG/CTNS,2022-11-21,12.0
FSS003,FISH- SILVER FISH 8-10CM 10X1KG/CTNS,2022-11-28,12.0
FSS003,FISH- SILVER FISH 8-10CM 10X1KG/CTNS,2022-12-05,12.0
FSS003,FISH- SILVER FISH 8-10CM 10X1KG/CTNS,2022-12-12,12.0
FSS003,FISH- SILVER FISH 8-10CM 10X1KG/CTNS,2022-12-19,10.85
FSS003,FISH- SILVER FISH 8-10CM 10X1KG/CTNS,2022-12-26,10.85
FTI002,FISH- FRESH RED TILAPIA,2022-10-03,7.15
FTI002,FISH- FRESH RED TILAPIA,2022-10-17,7.8
FTI002,FISH- FRESH RED TILAPIA,2022-10-31,7.5
FTI002,FISH- FRESH RED TILAPIA,2022-11-07,7.5
FTI002,FISH- FRESH RED TILAPIA,2022-11-14,7.8
FTI002,FISH- FRESH RED TILAPIA,2022-11-21,6.8
FTI002,FISH- FRESH RED TILAPIA,2022-11-28,7.5
FTI002,FISH- FRESH RED TILAPIA,2022-12-05,7.65
FTI002,FISH- FRESH RED TILAPIA,2022-12-12,7.5
FTI002,FISH- FRESH RED TILAPIA,2022-12-26,7.8
FTI003,FISH- RED TILAPIA FILLET 10kg/ctns,2022-09-26,5.5
FTI003,FISH- RED TILAPIA FILLET 10kg/ctns,2022-10-03,5.5
FTI003,FISH- RED TILAPIA FILLET 10kg/ctns,2022-10-10,5.5
FTI003,FISH- RED TILAPIA FILLET 10kg/ctns,2022-10-17,5.5
FTI003,FISH- RED TILAPIA FILLET 10kg/ctns,2022-10-24,5.5
FTI003,FISH- RED TILAPIA FILLET 10kg/ctns,2022-10-31,5.5
FTI003,FISH- RED TILAPIA FILLET 10kg/ctns,2022-11-07,5.5
FTI003,FISH- RED TILAPIA FILLET 10kg/ctns,2022-11-14,5.5
FTI003,FISH- RED TILAPIA FILLET 10kg/ctns,2022-11-21,5.5
FTI003,FISH- RED TILAPIA FILLET 10kg/ctns,2022-11-28,5.5
FTI003,FISH- RED TILAPIA FILLET 10kg/ctns,2022-12-05,5.5
FTI003,FISH- RED TILAPIA FILLET 10kg/ctns,2022-12-12,5.5
FTI003,FISH- RED TILAPIA FILLET 10kg/ctns,2022-12-19,5.5
FTI003,FISH- RED TILAPIA FILLET 10kg/ctns,2022-12-26,5.5
FTI004,FISH- BLACK TILAPIA GGS 300/500 10KG/CTNS,2022-09-26,2.8
FTI004,FISH- BLACK TILAPIA GGS 300/500 10KG/CTNS,2022-10-03,2.8
FTI004,FISH- BLACK TILAPIA GGS 300/500 10KG/CTNS,2022-10-10,2.5
FTI004,FISH- BLACK TILAPIA GGS 300/500 10KG/CTNS,2022-10-17,2.8
FTI004,FISH- BLACK TILAPIA GGS 300/500 10KG/CTNS,2022-10-24,2.8
FTI004,FISH- BLACK TILAPIA GGS 300/500 10KG/CTNS,2022-10-31,2.8
FTI004,FISH- BLACK TILAPIA GGS 300/500 10KG/CTNS,2022-11-07,2.8
FTI004,FISH- BLACK TILAPIA GGS 300/500 10KG/CTNS,2022-11-14,2.8
FTI004,FISH- BLACK TILAPIA GGS 300/500 10KG/CTNS,2022-11-21,2.8
FTI004,FISH- BLACK TILAPIA GGS 300/500 10KG/CTNS,2022-11-28,2.8
FTI004,FISH- BLACK TILAPIA GGS 300/500 10KG/CTNS,2022-12-05,2.8
FTI004,FISH- BLACK TILAPIA GGS 300/500 10KG/CTNS,2022-12-12,2.8
FTI004,FISH- BLACK TILAPIA GGS 300/500 10KG/CTNS,2022-12-19,2.5
FTI004,FISH- BLACK TILAPIA GGS 300/500 10KG/CTNS,2022-12-26,2.5
FTN002,FISH- FRESH TUNA (INDONESIA MAGURO),2022-09-26,26.0
FTN002,FISH- FRESH TUNA (INDONESIA MAGURO),2022-10-03,26.0
FTN002,FISH- FRESH TUNA (INDONESIA MAGURO),2022-10-10,26.0
FTN002,FISH- FRESH TUNA (INDONESIA MAGURO),2022-10-17,26.0
FTN002,FISH- FRESH TUNA (INDONESIA MAGURO),2022-10-24,26.0
FTN002,FISH- FRESH TUNA (INDONESIA MAGURO),2022-10-31,26.0
FTN002,FISH- FRESH TUNA (INDONESIA MAGURO),2022-11-07,26.0
FTN002,FISH- FRESH TUNA (INDONESIA MAGURO),2022-11-14,26.0
FTN002,FISH- FRESH TUNA (INDONESIA MAGURO),2022-11-28,26.0
FTN002,FISH- FRESH TUNA (INDONESIA MAGURO),2022-12-05,26.0
FTN002,FISH- FRESH TUNA (INDONESIA MAGURO),2022-12-12,26.0
FTN002,FISH- FRESH TUNA (INDONESIA MAGURO),2022-12-19,26.0
FTN002,FISH- FRESH TUNA (INDONESIA MAGURO),2022-12-26,26.0
FUN002,UNAGI KABAYAKI 200GMX50PCS 10KG/CTNS (IWP-PACKING),2022-11-14,31.0
FUN002,UNAGI KABAYAKI 200GMX50PCS 10KG/CTNS (IWP-PACKING),2022-12-05,35.0
FUN003,UNAGI KABAYAKI 250GM/PKT ** 50PCS,2022-10-03,6.5
FUN003,UNAGI KABAYAKI 250GM/PKT ** 50PCS,2022-10-10,6.5
FUN003,UNAGI KABAYAKI 250GM/PKT ** 50PCS,2022-10-17,6.5
FUN003,UNAGI KABAYAKI 250GM/PKT ** 50PCS,2022-10-24,6.5
FUN003,UNAGI KABAYAKI 250GM/PKT ** 50PCS,2022-10-31,6.5
FUN003,UNAGI KABAYAKI 250GM/PKT ** 50PCS,2022-11-07,6.5
FUN003,UNAGI KABAYAKI 250GM/PKT ** 50PCS,2022-11-14,6.5
FUN003,UNAGI KABAYAKI 250GM/PKT ** 50PCS,2022-11-21,6.5
FUN003,UNAGI KABAYAKI 250GM/PKT ** 50PCS,2022-11-28,6.5
FUN003,UNAGI KABAYAKI 250GM/PKT ** 50PCS,2022-12-05,6.5
FUN003,UNAGI KABAYAKI 250GM/PKT ** 50PCS,2022-12-12,6.5
FUN003,UNAGI KABAYAKI 250GM/PKT ** 50PCS,2022-12-19,6.5
FUN003,UNAGI KABAYAKI 250GM/PKT ** 50PCS,2022-12-26,6.5
FYC001,FISH- YELLOW CROAKER 300-400GM,2022-10-03,12.5
FYC001,FISH- YELLOW CROAKER 300-400GM,2022-10-24,8.0
FYC001,FISH- YELLOW CROAKER 300-400GM,2022-10-31,6.75
FYC001,FISH- YELLOW CROAKER 300-400GM,2022-11-07,6.25
FYC001,FISH- YELLOW CROAKER 300-400GM,2022-11-14,7.5
FYC001,FISH- YELLOW CROAKER 300-400GM,2022-11-21,7.5
FYT001,FISH- YELLOW TAIL FILLET BONELESS,2022-11-21,6.0
FYT001,FISH- YELLOW TAIL FILLET BONELESS,2022-12-05,6.0
FYT003-01,FISH- FRESH TAIXING WR (1-1.6 KG),2022-12-12,34.0
FYT003-01,FISH- FRESH TAIXING WR (1-1.6 KG),2022-12-19,27.5
GOOS01,GOOSE WHOLE WITH GIBLETS IWP 3.6KG (HUNGARIAN),2022-12-05,37.004999999999995
MBL001-01,MUTTON BONELESS LEG (FLETCHER-AUST),2022-09-26,15.0
MBL001-01,MUTTON BONELESS LEG (FLETCHER-AUST),2022-10-03,15.0
MBL001-01,MUTTON BONELESS LEG (FLETCHER-AUST),2022-10-10,15.0
MBL001-01,MUTTON BONELESS LEG (FLETCHER-AUST),2022-10-17,15.0
MBL001-01,MUTTON BONELESS LEG (FLETCHER-AUST),2022-10-24,15.0
MBL001-01,MUTTON BONELESS LEG (FLETCHER-AUST),2022-10-31,15.0
MBL001-01,MUTTON BONELESS LEG (FLETCHER-AUST),2022-11-07,15.0
MBL001-01,MUTTON BONELESS LEG (FLETCHER-AUST),2022-11-14,14.75
MBL001-01,MUTTON BONELESS LEG (FLETCHER-AUST),2022-11-21,13.5
MBL001-01,MUTTON BONELESS LEG (FLETCHER-AUST),2022-11-28,14.5
MBL001-01,MUTTON BONELESS LEG (FLETCHER-AUST),2022-12-05,15.0
MBL001-01,MUTTON BONELESS LEG (FLETCHER-AUST),2022-12-12,14.5
MBL001-01,MUTTON BONELESS LEG (FLETCHER-AUST),2022-12-19,14.0
MBL001-01,MUTTON BONELESS LEG (FLETCHER-AUST),2022-12-26,14.0
MBL003,LAMB SHOULDER B/LESS OYSTER TUBED,2022-09-26,18.5
MBL003,LAMB SHOULDER B/LESS OYSTER TUBED,2022-10-03,18.5
MBL003,LAMB SHOULDER B/LESS OYSTER TUBED,2022-10-10,18.5
MBL003,LAMB SHOULDER B/LESS OYSTER TUBED,2022-10-17,18.5
MBL003,LAMB SHOULDER B/LESS OYSTER TUBED,2022-10-24,18.5
MBL003,LAMB SHOULDER B/LESS OYSTER TUBED,2022-10-31,18.5
MBL003,LAMB SHOULDER B/LESS OYSTER TUBED,2022-11-07,18.5
MBL003,LAMB SHOULDER B/LESS OYSTER TUBED,2022-11-14,18.5
MBL003,LAMB SHOULDER B/LESS OYSTER TUBED,2022-11-21,18.5
MBL003,LAMB SHOULDER B/LESS OYSTER TUBED,2022-11-28,18.5
MBL003,LAMB SHOULDER B/LESS OYSTER TUBED,2022-12-05,18.5
MBL003,LAMB SHOULDER B/LESS OYSTER TUBED,2022-12-12,18.5
MBL003,LAMB SHOULDER B/LESS OYSTER TUBED,2022-12-19,18.5
MBL003,LAMB SHOULDER B/LESS OYSTER TUBED,2022-12-26,18.5
MBL004-02,LAMB BONELESS LEG (AUST-HILLSIDE/RYAN),2022-09-26,18.0
MBL004-02,LAMB BONELESS LEG (AUST-HILLSIDE/RYAN),2022-10-03,18.0
MBL004-02,LAMB BONELESS LEG (AUST-HILLSIDE/RYAN),2022-10-10,18.0
MBL004-02,LAMB BONELESS LEG (AUST-HILLSIDE/RYAN),2022-10-17,18.0
MBL004-02,LAMB BONELESS LEG (AUST-HILLSIDE/RYAN),2022-10-24,18.0
MBL004-02,LAMB BONELESS LEG (AUST-HILLSIDE/RYAN),2022-10-31,18.0
MBL004-02,LAMB BONELESS LEG (AUST-HILLSIDE/RYAN),2022-11-07,18.0
MBL004-02,LAMB BONELESS LEG (AUST-HILLSIDE/RYAN),2022-11-14,18.0
MBL004-02,LAMB BONELESS LEG (AUST-HILLSIDE/RYAN),2022-11-21,18.0
MBL004-02,LAMB BONELESS LEG (AUST-HILLSIDE/RYAN),2022-11-28,18.0
MBL004-02,LAMB BONELESS LEG (AUST-HILLSIDE/RYAN),2022-12-05,18.0
MBL004-02,LAMB BONELESS LEG (AUST-HILLSIDE/RYAN),2022-12-12,18.0
MBL004-02,LAMB BONELESS LEG (AUST-HILLSIDE/RYAN),2022-12-19,18.0
MBL004-02,LAMB BONELESS LEG (AUST-HILLSIDE/RYAN),2022-12-26,18.0
MCA003,RAM CARCASE (WOODWARD-AUST),2022-11-07,14.5
MCA003,RAM CARCASE (WOODWARD-AUST),2022-11-28,14.5
MCA003,RAM CARCASE (WOODWARD-AUST),2022-12-12,14.5
MCA003,RAM CARCASE (WOODWARD-AUST),2022-12-26,14.5
MCB001,MUTTON CUBE BONE IN 5kgX2pkt,2022-10-03,9.5
MCB001,MUTTON CUBE BONE IN 5kgX2pkt,2022-10-10,9.3
MCB001,MUTTON CUBE BONE IN 5kgX2pkt,2022-10-17,9.5
MCB001,MUTTON CUBE BONE IN 5kgX2pkt,2022-10-24,9.25
MCB001,MUTTON CUBE BONE IN 5kgX2pkt,2022-11-07,9.25
MCB001,MUTTON CUBE BONE IN 5kgX2pkt,2022-11-21,9.5
MCB001,MUTTON CUBE BONE IN 5kgX2pkt,2022-12-26,9.0
MCU001,MUTTON CUBE 5kgX2pkt,2022-11-07,13.5
MCU001,MUTTON CUBE 5kgX2pkt,2022-11-14,13.5
MCU001,MUTTON CUBE 5kgX2pkt,2022-12-12,15.8
MCU001,MUTTON CUBE 5kgX2pkt,2022-12-19,12.5
MCU002,MUTTON LEG CUT CUBE 5KG/PKT,2022-11-07,13.25
MCU002,MUTTON LEG CUT CUBE 5KG/PKT,2022-11-14,13.5
MCU002,MUTTON LEG CUT CUBE 5KG/PKT,2022-11-21,11.5
MCU002,MUTTON LEG CUT CUBE 5KG/PKT,2022-12-19,11.5
MCU002,MUTTON LEG CUT CUBE 5KG/PKT,2022-12-26,11.5
MECHICKEN03,MARINATE CHICKEN MID JOINT 5KG/PKT,2022-10-03,9.3
MECHICKEN03,MARINATE CHICKEN MID JOINT 5KG/PKT,2022-10-17,9.3
MECHICKEN03,MARINATE CHICKEN MID JOINT 5KG/PKT,2022-10-24,9.3
MECHICKEN03,MARINATE CHICKEN MID JOINT 5KG/PKT,2022-10-31,9.3
MECHICKEN03,MARINATE CHICKEN MID JOINT 5KG/PKT,2022-11-14,9.3
MECHICKEN03,MARINATE CHICKEN MID JOINT 5KG/PKT,2022-11-21,9.3
MECHICKEN03,MARINATE CHICKEN MID JOINT 5KG/PKT,2022-11-28,9.3
MECHICKEN03,MARINATE CHICKEN MID JOINT 5KG/PKT,2022-12-12,9.3
MECHICKEN03,MARINATE CHICKEN MID JOINT 5KG/PKT,2022-12-19,9.3
MECHICKEN04,MARINATE CHICKEN BONELESS LEG 2.50KG/PKT **WESTERN**,2022-10-03,6.0
MECHICKEN04,MARINATE CHICKEN BONELESS LEG 2.50KG/PKT **WESTERN**,2022-11-14,6.0
MECHICKEN04,MARINATE CHICKEN BONELESS LEG 2.50KG/PKT **WESTERN**,2022-11-21,6.0
MECHICKEN04,MARINATE CHICKEN BONELESS LEG 2.50KG/PKT **WESTERN**,2022-11-28,6.0
MECHICKEN04,MARINATE CHICKEN BONELESS LEG 2.50KG/PKT **WESTERN**,2022-12-05,6.0
MECHICKEN04,MARINATE CHICKEN BONELESS LEG 2.50KG/PKT **WESTERN**,2022-12-19,6.0
MECHICKEN05,CAJUN SPICE CHICKEN BONELESS LEG 1PCS/PKT,2022-09-26,2.3
MECHICKEN05,CAJUN SPICE CHICKEN BONELESS LEG 1PCS/PKT,2022-10-03,2.29
MEPORK01,MARINATE PORK BELLY,2022-10-03,7.0
MEPORK01,MARINATE PORK BELLY,2022-10-17,7.0
MEPORK01,MARINATE PORK BELLY,2022-10-31,7.0
MEPORK01,MARINATE PORK BELLY,2022-12-05,7.0
MFL001,MUTTON- LAMB FLAP BONE IN (RYAN-AUST),2022-10-17,10.0
MFL001,MUTTON- LAMB FLAP BONE IN (RYAN-AUST),2022-12-05,11.25
MFL001,MUTTON- LAMB FLAP BONE IN (RYAN-AUST),2022-12-12,11.2
MFL001,MUTTON- LAMB FLAP BONE IN (RYAN-AUST),2022-12-19,11.0
MFL001,MUTTON- LAMB FLAP BONE IN (RYAN-AUST),2022-12-26,11.0
MFL002,MUTTON- LAMB FLAP BONE IN - SWIFT 20KG/CTNS,2022-10-10,8.8
MFL002,MUTTON- LAMB FLAP BONE IN - SWIFT 20KG/CTNS,2022-10-17,8.8
MFL002,MUTTON- LAMB FLAP BONE IN - SWIFT 20KG/CTNS,2022-10-31,9.0
MFL003,MUTTON- LAMB FLAP BONE IN (COLES-AUST) 20KG/CTNS,2022-10-17,9.0
MFL003,MUTTON- LAMB FLAP BONE IN (COLES-AUST) 20KG/CTNS,2022-10-24,12.0
MFL003,MUTTON- LAMB FLAP BONE IN (COLES-AUST) 20KG/CTNS,2022-10-31,12.0
MFL003,MUTTON- LAMB FLAP BONE IN (COLES-AUST) 20KG/CTNS,2022-11-07,12.0
MFL003,MUTTON- LAMB FLAP BONE IN (COLES-AUST) 20KG/CTNS,2022-11-14,12.0
MFL003,MUTTON- LAMB FLAP BONE IN (COLES-AUST) 20KG/CTNS,2022-11-21,12.0
MFL003,MUTTON- LAMB FLAP BONE IN (COLES-AUST) 20KG/CTNS,2022-11-28,11.2
MFL003,MUTTON- LAMB FLAP BONE IN (COLES-AUST) 20KG/CTNS,2022-12-05,11.2
MFL003,MUTTON- LAMB FLAP BONE IN (COLES-AUST) 20KG/CTNS,2022-12-12,11.0
MFL003,MUTTON- LAMB FLAP BONE IN (COLES-AUST) 20KG/CTNS,2022-12-19,10.5
MFL003,MUTTON- LAMB FLAP BONE IN (COLES-AUST) 20KG/CTNS,2022-12-26,10.5
MFL004-02,MUTTON- LAMB FLAP BONE (WOODWARD),2022-09-26,12.0
MFL004-02,MUTTON- LAMB FLAP BONE (WOODWARD),2022-10-03,12.0
MFL004-02,MUTTON- LAMB FLAP BONE (WOODWARD),2022-10-10,12.0
MFL004-02,MUTTON- LAMB FLAP BONE (WOODWARD),2022-10-17,12.0
MFL004-02,MUTTON- LAMB FLAP BONE (WOODWARD),2022-10-24,12.0
MFL004-02,MUTTON- LAMB FLAP BONE (WOODWARD),2022-11-21,10.9
MFL004-02,MUTTON- LAMB FLAP BONE (WOODWARD),2022-11-28,11.15
MFL004-02,MUTTON- LAMB FLAP BONE (WOODWARD),2022-12-05,11.2
MFL004-02,MUTTON- LAMB FLAP BONE (WOODWARD),2022-12-12,10.5
MKI002,MUTTON- LAMB/MUTTON KIDNEY 15X1kg/ctns,2022-10-03,9.5
MKI002,MUTTON- LAMB/MUTTON KIDNEY 15X1kg/ctns,2022-10-10,9.5
MKI002,MUTTON- LAMB/MUTTON KIDNEY 15X1kg/ctns,2022-11-07,9.5
MKI002,MUTTON- LAMB/MUTTON KIDNEY 15X1kg/ctns,2022-11-14,9.5
MKI002,MUTTON- LAMB/MUTTON KIDNEY 15X1kg/ctns,2022-11-21,9.65
MKI002,MUTTON- LAMB/MUTTON KIDNEY 15X1kg/ctns,2022-11-28,9.5
MKI002,MUTTON- LAMB/MUTTON KIDNEY 15X1kg/ctns,2022-12-05,9.5
MKI002,MUTTON- LAMB/MUTTON KIDNEY 15X1kg/ctns,2022-12-12,9.5
MKI002,MUTTON- LAMB/MUTTON KIDNEY 15X1kg/ctns,2022-12-19,9.5
MKI002,MUTTON- LAMB/MUTTON KIDNEY 15X1kg/ctns,2022-12-26,9.5
MPL001,MUTTON PLUCK / MUTTON LIVER,2022-09-26,6.0
MPL001,MUTTON PLUCK / MUTTON LIVER,2022-10-03,5.5
MPL001,MUTTON PLUCK / MUTTON LIVER,2022-10-10,6.0
MPL001,MUTTON PLUCK / MUTTON LIVER,2022-10-17,6.0
MPL001,MUTTON PLUCK / MUTTON LIVER,2022-10-24,6.0
MPL001,MUTTON PLUCK / MUTTON LIVER,2022-10-31,6.0
MPL001,MUTTON PLUCK / MUTTON LIVER,2022-11-07,6.0
MPL001,MUTTON PLUCK / MUTTON LIVER,2022-11-14,6.0
MPL001,MUTTON PLUCK / MUTTON LIVER,2022-11-21,6.0
MPL001,MUTTON PLUCK / MUTTON LIVER,2022-11-28,6.0
MPL001,MUTTON PLUCK / MUTTON LIVER,2022-12-05,6.0
MPL001,MUTTON PLUCK / MUTTON LIVER,2022-12-12,6.0
MPL001,MUTTON PLUCK / MUTTON LIVER,2022-12-19,6.0
MPL001,MUTTON PLUCK / MUTTON LIVER,2022-12-26,6.0
MSC005,MUTTON- LAMB SHOULDER CHOP 19cm 2kg/pkt (HALAL),2022-10-03,13.5
MSC005,MUTTON- LAMB SHOULDER CHOP 19cm 2kg/pkt (HALAL),2022-10-24,13.5
MSC005,MUTTON- LAMB SHOULDER CHOP 19cm 2kg/pkt (HALAL),2022-11-21,13.5
MSC005,MUTTON- LAMB SHOULDER CHOP 19cm 2kg/pkt (HALAL),2022-11-28,13.5
MSC006,MUTTON- LAMB SHOULDER CHOP 19cm 2kg/pkt,2022-12-05,15.0
MSC007,MUTTON- LAMB LOIN CHOP 1.2CM 2KG/PKT,2022-12-05,15.0
MSC007,MUTTON- LAMB LOIN CHOP 1.2CM 2KG/PKT,2022-12-12,15.0
MSL001,MUTTON SLICED 2MM (SHABU SHABU) 1kg/pkt,2022-10-31,14.0
MSL004,MUTTON SLICED 4MM (SHABU SHABU) 1kg/pkt,2022-09-26,16.5
MSL004,MUTTON SLICED 4MM (SHABU SHABU) 1kg/pkt,2022-10-03,16.5
MSL004,MUTTON SLICED 4MM (SHABU SHABU) 1kg/pkt,2022-10-10,16.5
MSL004,MUTTON SLICED 4MM (SHABU SHABU) 1kg/pkt,2022-10-17,16.5
MSL004,MUTTON SLICED 4MM (SHABU SHABU) 1kg/pkt,2022-10-24,16.5
MSL004,MUTTON SLICED 4MM (SHABU SHABU) 1kg/pkt,2022-10-31,16.5
MSL004,MUTTON SLICED 4MM (SHABU SHABU) 1kg/pkt,2022-11-07,16.5
MSL004,MUTTON SLICED 4MM (SHABU SHABU) 1kg/pkt,2022-11-14,16.5
MSL004,MUTTON SLICED 4MM (SHABU SHABU) 1kg/pkt,2022-11-21,16.5
MSL004,MUTTON SLICED 4MM (SHABU SHABU) 1kg/pkt,2022-11-28,16.5
MSL004,MUTTON SLICED 4MM (SHABU SHABU) 1kg/pkt,2022-12-05,16.5
MSL004,MUTTON SLICED 4MM (SHABU SHABU) 1kg/pkt,2022-12-12,16.5
MSL004,MUTTON SLICED 4MM (SHABU SHABU) 1kg/pkt,2022-12-19,16.5
MSL004,MUTTON SLICED 4MM (SHABU SHABU) 1kg/pkt,2022-12-26,14.5
MSS002,MUTTON- LAMB SHORT LOIN,2022-11-14,10.2
MSV002,SHEEP FEET,2022-11-07,8.0
MSV002,SHEEP FEET,2022-11-21,8.0
MSV002,SHEEP FEET,2022-12-12,8.0
MTR001,MUTTON TRIPE,2022-10-24,4.0
MTR001,MUTTON TRIPE,2022-11-14,5.25
MTR001,MUTTON TRIPE,2022-11-21,5.9
MTR001,MUTTON TRIPE,2022-12-19,5.4
MTU001,MUTTON TRUNK 27.20kg/ctn,2022-10-31,10.5
MTU001,MUTTON TRUNK 27.20kg/ctn,2022-11-07,10.5
MTU001,MUTTON TRUNK 27.20kg/ctn,2022-11-28,10.5
MTU004,MUTTON NECK CUT 1INCH  2KG/PKT,2022-09-26,7.5
MTU004,MUTTON NECK CUT 1INCH  2KG/PKT,2022-10-03,7.5
MTU004,MUTTON NECK CUT 1INCH  2KG/PKT,2022-10-10,7.5
