item_code,description,date,sales_price,purchase_price
CWIN02-06,CHICKEN WING 90gm UP (NAT) 2kgX6pkt,2022-10-09,4.6,
CWIN02-06,CHICKEN WING 90gm UP (NAT) 2kgX6pkt,2022-10-16,4.5,
CWIN02-06,CHICKEN WING 90gm UP (NAT) 2kgX6pkt,2022-10-23,4.6,
CWIN02-06,CHICKEN WING 90gm UP (NAT) 2kgX6pkt,2022-10-30,4.6,
CWIN02-06,CHICKEN WING 90gm UP (NAT) 2kgX6pkt,2022-11-06,4.6,
CWIN02-06,CHICKEN WING 90gm UP (NAT) 2kgX6pkt,2022-11-13,4.6,
CWIN02-06,CHICKEN WING 90gm UP (NAT) 2kgX6pkt,2022-11-20,,
CWIN02-06,CHICKEN WING 90gm UP (NAT) 2kgX6pkt,2022-11-27,,
CWIN02-06,CHICKEN WING 90gm UP (NAT) 2kgX6pkt,2022-12-04,,
CWIN02-06,CHICKEN WING 90gm UP (NAT) 2kgX6pkt,2022-12-11,4.6,
CWIN02-06,CHICKEN WING 90gm UP (NAT) 2kgX6pkt,2022-12-18,4.8,
CWIN02-06,CHICKEN WING 90gm UP (NAT) 2kgX6pkt,2022-12-25,5.0,
CWIN02-06,CHICKEN WING 90gm UP (NAT) 2kgX6pkt,2023-01-01,5.0,
CWIN02-07,CHICKEN WING 90-110gm (FIRST PRIDE) 12X1pkt,2022-10-02,5.0,
CWIN02-07,CHICKEN WING 90-110gm (FIRST PRIDE) 12X1pkt,2022-10-09,5.0,3.6
CWIN02-07,CHICKEN WING 90-110gm (FIRST PRIDE) 12X1pkt,2022-10-16,4.6,3.9
CWIN02-07,CHICKEN WING 90-110gm (FIRST PRIDE) 12X1pkt,2022-10-23,5.0,
CWIN02-07,CHICKEN WING 90-110gm (FIRST PRIDE) 12X1pkt,2022-10-30,4.8,3.9
CWIN02-07,CHICKEN WING 90-110gm (FIRST PRIDE) 12X1pkt,2022-11-06,5.0,
CWIN02-07,CHICKEN WING 90-110gm (FIRST PRIDE) 12X1pkt,2022-11-13,5.0,3.9
CWIN02-07,CHICKEN WING 90-110gm (FIRST PRIDE) 12X1pkt,2022-11-20,5.0,3.9
CWIN02-07,CHICKEN WING 90-110gm (FIRST PRIDE) 12X1pkt,2022-11-27,5.0,3.9
CWIN02-07,CHICKEN WING 90-110gm (FIRST PRIDE) 12X1pkt,2022-12-04,4.6,3.9
CWIN02-07,CHICKEN WING 90-110gm (FIRST PRIDE) 12X1pkt,2022-12-11,4.6,3.9
CWIN02-07,CHICKEN WING 90-110gm (FIRST PRIDE) 12X1pkt,2022-12-18,3.925,
CWIN02-08,CHICKEN WING 90gm UP (MORO) 2kgX8pkt,2022-12-25,4.5,3.0
CWIN02-08,CHICKEN WING 90gm UP (MORO) 2kgX8pkt,2023-01-01,4.5,
CWIN05-01,CHICKEN WING 120-140gm (SEARA) 15kg/ctn,2022-10-16,45.0,30.0
CWIN05-01,CHICKEN WING 120-140gm (SEARA) 15kg/ctn,2022-10-23,39.0,30.0
CWIN05-01,CHICKEN WING 120-140gm (SEARA) 15kg/ctn,2022-10-30,39.0,
CWIN05-01,CHICKEN WING 120-140gm (SEARA) 15kg/ctn,2022-11-06,39.0,30.0
CWIN05-01,CHICKEN WING 120-140gm (SEARA) 15kg/ctn,2022-11-13,39.0,
CWIN05-01,CHICKEN WING 120-140gm (SEARA) 15kg/ctn,2022-11-20,39.0,30.0
CWIN05-01,CHICKEN WING 120-140gm (SEARA) 15kg/ctn,2022-11-27,39.0,
CWIN05-01,CHICKEN WING 120-140gm (SEARA) 15kg/ctn,2022-12-04,39.0,30.0
CWIN05-01,CHICKEN WING 120-140gm (SEARA) 15kg/ctn,2022-12-11,39.0,30.0
CWIN05-01,CHICKEN WING 120-140gm (SEARA) 15kg/ctn,2022-12-18,39.0,30.0
CWIN05-01,CHICKEN WING 120-140gm (SEARA) 15kg/ctn,2022-12-25,39.0,
CWIN05-01,CHICKEN WING 120-140gm (SEARA) 15kg/ctn,2023-01-01,39.0,30.0
CWIN05-04,CHICKEN WING 120GMUP / 120-150gm UP (PD/SEARA/AVIA)15kg/ctn,2022-10-02,59.25,46.5
CWIN05-04,CHICKEN WING 120GMUP / 120-150gm UP (PD/SEARA/AVIA)15kg/ctn,2022-10-09,52.5,
CWIN05-04,CHICKEN WING 120GMUP / 120-150gm UP (PD/SEARA/AVIA)15kg/ctn,2022-10-16,52.5,46.5
CWIN05-04,CHICKEN WING 120GMUP / 120-150gm UP (PD/SEARA/AVIA)15kg/ctn,2022-10-23,52.5,
CWIN05-04,CHICKEN WING 120GMUP / 120-150gm UP (PD/SEARA/AVIA)15kg/ctn,2022-10-30,52.5,46.5
CWIN05-04,CHICKEN WING 120GMUP / 120-150gm UP (PD/SEARA/AVIA)15kg/ctn,2022-11-06,52.5,
CWIN05-04,CHICKEN WING 120GMUP / 120-150gm UP (PD/SEARA/AVIA)15kg/ctn,2022-11-13,52.5,45.75
CWIN05-04,CHICKEN WING 120GMUP / 120-150gm UP (PD/SEARA/AVIA)15kg/ctn,2022-11-20,52.5,45.75
CWIN05-04,CHICKEN WING 120GMUP / 120-150gm UP (PD/SEARA/AVIA)15kg/ctn,2022-11-27,52.5,
CWIN05-04,CHICKEN WING 120GMUP / 120-150gm UP (PD/SEARA/AVIA)15kg/ctn,2022-12-04,52.5,
CWIN05-04,CHICKEN WING 120GMUP / 120-150gm UP (PD/SEARA/AVIA)15kg/ctn,2022-12-11,52.5,45.75
CWIN05-04,CHICKEN WING 120GMUP / 120-150gm UP (PD/SEARA/AVIA)15kg/ctn,2022-12-18,52.5,45.75
CWIN05-04,CHICKEN WING 120GMUP / 120-150gm UP (PD/SEARA/AVIA)15kg/ctn,2022-12-25,52.5,45.75
CWIN05-04,CHICKEN WING 120GMUP / 120-150gm UP (PD/SEARA/AVIA)15kg/ctn,2023-01-01,59.25,
CWIN06,CHICKEN WING STICK (SADIA) 16KGX1KG/CTNS,2022-11-27,3.95,
CWIN06,CHICKEN WING STICK (SADIA) 16KGX1KG/CTNS,2022-12-04,4.5,
CWIN06-03,CHICKEN WING STICK 16x1kg/ctns ************,2022-10-09,2.0,
CWIN06-03,CHICKEN WING STICK 16x1kg/ctns ************,2022-10-16,,
CWIN06-03,CHICKEN WING STICK 16x1kg/ctns ************,2022-10-23,,
CWIN06-03,CHICKEN WING STICK 16x1kg/ctns ************,2022-10-30,,
CWIN06-03,CHICKEN WING STICK 16x1kg/ctns ************,2022-11-06,,
CWIN06-03,CHICKEN WING STICK 16x1kg/ctns ************,2022-11-13,,
CWIN06-03,CHICKEN WING STICK 16x1kg/ctns ************,2022-11-20,,
CWIN06-03,CHICKEN WING STICK 16x1kg/ctns ************,2022-11-27,,
CWIN06-03,CHICKEN WING STICK 16x1kg/ctns ************,2022-12-04,2.0,
CWIN06-03,CHICKEN WING STICK 16x1kg/ctns ************,2022-12-11,2.0,
CWIN06-03,CHICKEN WING STICK 16x1kg/ctns ************,2022-12-18,2.0,
CWIN06-03,CHICKEN WING STICK 16x1kg/ctns ************,2022-12-25,2.0,
CWIN06-03,CHICKEN WING STICK 16x1kg/ctns ************,2023-01-01,2.0,
CWIN06-04,ChICKEN WING STICK(SEARA) 12x1KG/CTNS,2022-10-23,3.7,3.2
CWIN06-04,ChICKEN WING STICK(SEARA) 12x1KG/CTNS,2022-10-30,3.7,
CWIN06-04,ChICKEN WING STICK(SEARA) 12x1KG/CTNS,2022-11-06,4.15,
CWIN06-04,ChICKEN WING STICK(SEARA) 12x1KG/CTNS,2022-11-13,3.9,
CWIN06-04,ChICKEN WING STICK(SEARA) 12x1KG/CTNS,2022-11-20,3.9,3.1
CWIN06-04,ChICKEN WING STICK(SEARA) 12x1KG/CTNS,2022-11-27,,
CWIN06-04,ChICKEN WING STICK(SEARA) 12x1KG/CTNS,2022-12-04,3.9,3.2
CWIN06-04,ChICKEN WING STICK(SEARA) 12x1KG/CTNS,2022-12-11,3.9,3.1
CWIN06-04,ChICKEN WING STICK(SEARA) 12x1KG/CTNS,2022-12-18,4.5,
CWIN06-04,ChICKEN WING STICK(SEARA) 12x1KG/CTNS,2022-12-25,4.5,3.1
CWIN06-04,ChICKEN WING STICK(SEARA) 12x1KG/CTNS,2023-01-01,4.5,
CWIN06-07,CHICKEN WING STICK (AURORA) 1kgX12pkt,2022-10-02,4.5,
CWIN06-07,CHICKEN WING STICK (AURORA) 1kgX12pkt,2022-10-09,4.5,
CWIN06-07,CHICKEN WING STICK (AURORA) 1kgX12pkt,2022-10-16,4.5,
CWIN06-07,CHICKEN WING STICK (AURORA) 1kgX12pkt,2022-10-23,4.5,
CWIN06-07,CHICKEN WING STICK (AURORA) 1kgX12pkt,2022-10-30,4.5,
CWIN06-07,CHICKEN WING STICK (AURORA) 1kgX12pkt,2022-11-06,4.5,
CWIN06-07,CHICKEN WING STICK (AURORA) 1kgX12pkt,2022-11-13,4.5,
CWIN06-07,CHICKEN WING STICK (AURORA) 1kgX12pkt,2022-11-20,4.5,3.1
CWIN06-07,CHICKEN WING STICK (AURORA) 1kgX12pkt,2022-11-27,3.95,3.1
CWIN06-07,CHICKEN WING STICK (AURORA) 1kgX12pkt,2022-12-04,4.25,
CWIN06-07,CHICKEN WING STICK (AURORA) 1kgX12pkt,2022-12-11,,
CWIN06-07,CHICKEN WING STICK (AURORA) 1kgX12pkt,2022-12-18,,
CWIN06-07,CHICKEN WING STICK (AURORA) 1kgX12pkt,2022-12-25,3.3,
CWIN14,CHICKEN WING (FRESH),2022-10-30,1.0,
CWIN17,CHICKEN 3 JOINT WING 12X900GM (PERDIGAO),2022-10-23,4.0,
CWIN17,CHICKEN 3 JOINT WING 12X900GM (PERDIGAO),2022-10-30,,
CWIN17,CHICKEN 3 JOINT WING 12X900GM (PERDIGAO),2022-11-06,,
CWIN17,CHICKEN 3 JOINT WING 12X900GM (PERDIGAO),2022-11-13,,
CWIN17,CHICKEN 3 JOINT WING 12X900GM (PERDIGAO),2022-11-20,,
CWIN17,CHICKEN 3 JOINT WING 12X900GM (PERDIGAO),2022-11-27,,
CWIN17,CHICKEN 3 JOINT WING 12X900GM (PERDIGAO),2022-12-04,,
CWIN17,CHICKEN 3 JOINT WING 12X900GM (PERDIGAO),2022-12-11,,
CWIN17,CHICKEN 3 JOINT WING 12X900GM (PERDIGAO),2022-12-18,4.2,
CWIN17,CHICKEN 3 JOINT WING 12X900GM (PERDIGAO),2022-12-25,,
CWIN17,CHICKEN 3 JOINT WING 12X900GM (PERDIGAO),2023-01-01,4.0,
DEER01,DEER MEAT,2022-10-02,31.0,
DEER01,DEER MEAT,2022-10-09,30.2,30.0
DEER01,DEER MEAT,2022-10-16,30.6,
DEER01,DEER MEAT,2022-10-23,30.2,
DEER01,DEER MEAT,2022-10-30,30.1,
DEER01,DEER MEAT,2022-11-06,30.5,30.0
DEER01,DEER MEAT,2022-11-13,32.0,
DEER01,DEER MEAT,2022-11-20,32.0,
DEER01,DEER MEAT,2022-11-27,31.0,30.0
DEER01,DEER MEAT,2022-12-04,31.0,30.0
DEER01,DEER MEAT,2022-12-11,32.0,
DEER01,DEER MEAT,2022-12-18,31.0,
DEER01,DEER MEAT,2022-12-25,30.0,28.0
DEER01,DEER MEAT,2023-01-01,31.0,
DUCK01-04,DUCK- HALAL FRESH WHOLE DUCK (3.56kg/pcs),2022-10-02,6.5,5.9
DUCK01-04,DUCK- HALAL FRESH WHOLE DUCK (3.56kg/pcs),2022-10-09,6.8,5.9
DUCK01-04,DUCK- HALAL FRESH WHOLE DUCK (3.56kg/pcs),2022-10-16,6.8,4.5
DUCK01-04,DUCK- HALAL FRESH WHOLE DUCK (3.56kg/pcs),2022-10-23,6.65,5.6
DUCK01-04,DUCK- HALAL FRESH WHOLE DUCK (3.56kg/pcs),2022-10-30,6.8,5.505000000000001
DUCK01-04,DUCK- HALAL FRESH WHOLE DUCK (3.56kg/pcs),2022-11-06,6.8,6.0
DUCK01-04,DUCK- HALAL FRESH WHOLE DUCK (3.56kg/pcs),2022-11-13,6.8,5.2
DUCK01-04,DUCK- HALAL FRESH WHOLE DUCK (3.56kg/pcs),2022-11-20,6.8,5.21
DUCK01-04,DUCK- HALAL FRESH WHOLE DUCK (3.56kg/pcs),2022-11-27,6.8,
DUCK01-04,DUCK- HALAL FRESH WHOLE DUCK (3.56kg/pcs),2022-12-04,6.8,5.234999999999999
DUCK01-04,DUCK- HALAL FRESH WHOLE DUCK (3.56kg/pcs),2022-12-11,6.8,5.31
DUCK01-04,DUCK- HALAL FRESH WHOLE DUCK (3.56kg/pcs),2022-12-18,6.8,5.3149999999999995
DUCK01-04,DUCK- HALAL FRESH WHOLE DUCK (3.56kg/pcs),2022-12-25,6.8,5.21
DUCK01-04,DUCK- HALAL FRESH WHOLE DUCK (3.56kg/pcs),2023-01-01,6.8,
DUCK03,DUCK- 3JOINT DUCK WING 10kg/ctn,2022-10-16,3.5,
DUCK03,DUCK- 3JOINT DUCK WING 10kg/ctn,2022-10-23,,
DUCK03,DUCK- 3JOINT DUCK WING 10kg/ctn,2022-10-30,3.5,
DUCK03-01,DUCK- 2JOINT DUCK WING,2022-11-27,4.2,2.8
DUCK03-02,DUCK- DUCK 3JOINT WING EDEN DUCK 12X1kg/ctn,2022-10-30,4.2,3.2
DUCK03-02,DUCK- DUCK 3JOINT WING EDEN DUCK 12X1kg/ctn,2022-11-06,4.5,
DUCK03-02,DUCK- DUCK 3JOINT WING EDEN DUCK 12X1kg/ctn,2022-11-13,4.5,
DUCK03-02,DUCK- DUCK 3JOINT WING EDEN DUCK 12X1kg/ctn,2022-11-20,4.5,3.2
DUCK03-02,DUCK- DUCK 3JOINT WING EDEN DUCK 12X1kg/ctn,2022-11-27,4.5,3.2
DUCK03-02,DUCK- DUCK 3JOINT WING EDEN DUCK 12X1kg/ctn,2022-12-04,4.5,3.2
DUCK03-02,DUCK- DUCK 3JOINT WING EDEN DUCK 12X1kg/ctn,2022-12-11,4.5,3.2
DUCK03-02,DUCK- DUCK 3JOINT WING EDEN DUCK 12X1kg/ctn,2022-12-18,4.5,
DUCK03-02,DUCK- DUCK 3JOINT WING EDEN DUCK 12X1kg/ctn,2022-12-25,4.5,
DUCK04,DUCK BREAST 10KG/CTNS,2022-11-20,12.5,11.0
DUCK04-02,DUCK- SMOKE DUCK BREAST (ORIGINAL) 220gm/pcsS,2022-10-02,11.6,
DUCK04-02,DUCK- SMOKE DUCK BREAST (ORIGINAL) 220gm/pcsS,2022-10-09,12.0,
DUCK04-02,DUCK- SMOKE DUCK BREAST (ORIGINAL) 220gm/pcsS,2022-10-16,12.0,9.0
DUCK04-02,DUCK- SMOKE DUCK BREAST (ORIGINAL) 220gm/pcsS,2022-10-23,12.0,
DUCK04-02,DUCK- SMOKE DUCK BREAST (ORIGINAL) 220gm/pcsS,2022-10-30,11.2,
DUCK04-02,DUCK- SMOKE DUCK BREAST (ORIGINAL) 220gm/pcsS,2022-11-06,12.0,9.0
DUCK04-02,DUCK- SMOKE DUCK BREAST (ORIGINAL) 220gm/pcsS,2022-11-13,12.0,9.5
DUCK04-02,DUCK- SMOKE DUCK BREAST (ORIGINAL) 220gm/pcsS,2022-11-20,12.0,9.5
DUCK04-02,DUCK- SMOKE DUCK BREAST (ORIGINAL) 220gm/pcsS,2022-11-27,12.0,9.0
DUCK04-02,DUCK- SMOKE DUCK BREAST (ORIGINAL) 220gm/pcsS,2022-12-04,12.0,
DUCK04-02,DUCK- SMOKE DUCK BREAST (ORIGINAL) 220gm/pcsS,2022-12-11,12.0,9.0
DUCK04-02,DUCK- SMOKE DUCK BREAST (ORIGINAL) 220gm/pcsS,2022-12-18,12.0,
DUCK04-02,DUCK- SMOKE DUCK BREAST (ORIGINAL) 220gm/pcsS,2022-12-25,11.2,9.0
DUCK04-02,DUCK- SMOKE DUCK BREAST (ORIGINAL) 220gm/pcsS,2023-01-01,11.75,
DUCK05-02,DUCK TONGUE,2022-10-02,24.0,
DUCK05-02,DUCK TONGUE,2022-10-09,23.0,
DUCK05-02,DUCK TONGUE,2022-10-16,23.0,15.0
DUCK05-02,DUCK TONGUE,2022-10-23,23.0,
DUCK05-02,DUCK TONGUE,2022-10-30,23.0,15.0
DUCK05-02,DUCK TONGUE,2022-11-06,24.0,19.0
DUCK05-02,DUCK TONGUE,2022-11-13,24.0,17.0
DUCK05-02,DUCK TONGUE,2022-11-20,23.5,15.0
DUCK05-02,DUCK TONGUE,2022-11-27,23.0,15.0
DUCK05-02,DUCK TONGUE,2022-12-04,24.0,
DUCK05-02,DUCK TONGUE,2022-12-11,23.0,
DUCK05-02,DUCK TONGUE,2022-12-18,24.0,15.0
DUCK05-02,DUCK TONGUE,2022-12-25,22.0,15.0
DUCK05-02,DUCK TONGUE,2023-01-01,22.0,
DUCK06,DUCK HEAD 5KG/PKT,2022-10-02,3.0,2.0
DUCK06,DUCK HEAD 5KG/PKT,2022-10-09,3.0,2.0
DUCK06,DUCK HEAD 5KG/PKT,2022-10-16,3.0,2.0
DUCK06,DUCK HEAD 5KG/PKT,2022-10-23,3.0,2.0
DUCK06,DUCK HEAD 5KG/PKT,2022-10-30,3.0,2.0
DUCK06,DUCK HEAD 5KG/PKT,2022-11-06,3.0,2.0
DUCK06,DUCK HEAD 5KG/PKT,2022-11-13,3.0,2.0
DUCK06,DUCK HEAD 5KG/PKT,2022-11-20,3.0,2.0
DUCK06,DUCK HEAD 5KG/PKT,2022-11-27,3.0,2.0
DUCK06,DUCK HEAD 5KG/PKT,2022-12-04,3.0,2.0
DUCK06,DUCK HEAD 5KG/PKT,2022-12-11,3.0,2.0
DUCK06,DUCK HEAD 5KG/PKT,2022-12-18,3.0,2.35
DUCK06,DUCK HEAD 5KG/PKT,2022-12-25,3.0,2.0
DUCK06,DUCK HEAD 5KG/PKT,2023-01-01,3.0,2.0
DUCK07,DUCK FEET,2022-10-09,3.8,3.2
DUCK07,DUCK FEET,2022-10-16,,
DUCK07,DUCK FEET,2022-10-23,,
DUCK07,DUCK FEET,2022-10-30,4.0,
DUCK07,DUCK FEET,2022-11-06,3.9,
DUCK07,DUCK FEET,2022-11-13,3.95,
DUCK07,DUCK FEET,2022-11-20,,
DUCK07,DUCK FEET,2022-11-27,,
DUCK07,DUCK FEET,2022-12-04,4.0,
DUCK07,DUCK FEET,2022-12-11,4.2,
DUCK07,DUCK FEET,2022-12-18,,3.2
DUCK07,DUCK FEET,2022-12-25,3.8,
DUCK07-01,DUCK FEET DEBONE 12X1KG/CTNS,2022-10-16,22.0,19.0
DUCK07-01,DUCK FEET DEBONE 12X1KG/CTNS,2022-10-23,24.0,
DUCK07-01,DUCK FEET DEBONE 12X1KG/CTNS,2022-10-30,25.0,
DUCK07-01,DUCK FEET DEBONE 12X1KG/CTNS,2022-11-06,24.0,
DUCK07-01,DUCK FEET DEBONE 12X1KG/CTNS,2022-11-13,28.0,
DUCK07-01,DUCK FEET DEBONE 12X1KG/CTNS,2022-11-20,,
DUCK07-01,DUCK FEET DEBONE 12X1KG/CTNS,2022-11-27,,
DUCK07-01,DUCK FEET DEBONE 12X1KG/CTNS,2022-12-04,,
DUCK07-01,DUCK FEET DEBONE 12X1KG/CTNS,2022-12-11,24.0,22.5
DUCK07-01,DUCK FEET DEBONE 12X1KG/CTNS,2022-12-18,26.0,
DUCK07-01,DUCK FEET DEBONE 12X1KG/CTNS,2022-12-25,,
DUCK07-01,DUCK FEET DEBONE 12X1KG/CTNS,2023-01-01,22.0,
DUCK08,DUCK NECKS SKINLESS  10kg/ctn,2022-10-09,3.7,
DUCK08,DUCK NECKS SKINLESS  10kg/ctn,2022-10-16,3.7,2.6
DUCK08,DUCK NECKS SKINLESS  10kg/ctn,2022-10-23,3.55,2.6
DUCK08,DUCK NECKS SKINLESS  10kg/ctn,2022-10-30,3.75,2.6
DUCK08,DUCK NECKS SKINLESS  10kg/ctn,2022-11-06,3.2,2.6
DUCK08,DUCK NECKS SKINLESS  10kg/ctn,2022-11-13,3.8,2.6
DUCK08,DUCK NECKS SKINLESS  10kg/ctn,2022-11-20,3.4,2.6
DUCK08,DUCK NECKS SKINLESS  10kg/ctn,2022-11-27,3.5,
DUCK08,DUCK NECKS SKINLESS  10kg/ctn,2022-12-04,3.7,2.6
DUCK08,DUCK NECKS SKINLESS  10kg/ctn,2022-12-11,3.8,
DUCK08,DUCK NECKS SKINLESS  10kg/ctn,2022-12-18,3.6,2.6
DUCK08,DUCK NECKS SKINLESS  10kg/ctn,2022-12-25,3.6,2.6
DUCK08,DUCK NECKS SKINLESS  10kg/ctn,2023-01-01,3.5,2.6
DUCK13,DUCK GIZZARD,2022-10-02,3.8,
DUCK13,DUCK GIZZARD,2022-10-09,3.7,3.2
DUCK13,DUCK GIZZARD,2022-10-16,3.7,3.2
DUCK13,DUCK GIZZARD,2022-10-23,3.75,3.2
DUCK13,DUCK GIZZARD,2022-10-30,3.5,3.2
DUCK13,DUCK GIZZARD,2022-11-06,3.8,3.2
DUCK13,DUCK GIZZARD,2022-11-13,3.7,3.2
DUCK13,DUCK GIZZARD,2022-11-20,3.5,3.2
DUCK13,DUCK GIZZARD,2022-11-27,3.8,
DUCK13,DUCK GIZZARD,2022-12-04,3.75,3.2
DUCK13,DUCK GIZZARD,2022-12-11,3.75,3.2
DUCK13,DUCK GIZZARD,2022-12-18,3.8,3.2
DUCK13,DUCK GIZZARD,2022-12-25,3.7,
DUCK13,DUCK GIZZARD,2023-01-01,3.7,3.2
DUCK15,DUCK- DUCK LIVER PRE SLICED,2022-12-11,122.5,89.215
DUCK15-03,DUCK- DUCK LIVER PRE SLICED 50GM/PCS,2022-12-11,120.0,109.04
DUCK15-03,DUCK- DUCK LIVER PRE SLICED 50GM/PCS,2022-12-18,120.0,
DUCK15-04,DUCK- DUCK LIVER FOIE GRAS 50GM/PCS X 4PCS/PKT,2022-11-20,34.48,
DUCK15-04,DUCK- DUCK LIVER FOIE GRAS 50GM/PCS X 4PCS/PKT,2022-11-27,34.48,
DUCK15-04,DUCK- DUCK LIVER FOIE GRAS 50GM/PCS X 4PCS/PKT,2022-12-04,34.48,
DUCK15-04,DUCK- DUCK LIVER FOIE GRAS 50GM/PCS X 4PCS/PKT,2022-12-11,34.48,
DUCK15-04,DUCK- DUCK LIVER FOIE GRAS 50GM/PCS X 4PCS/PKT,2022-12-18,33.625,
DUCK15-04,DUCK- DUCK LIVER FOIE GRAS 50GM/PCS X 4PCS/PKT,2022-12-25,34.49,
DUCK15-04,DUCK- DUCK LIVER FOIE GRAS 50GM/PCS X 4PCS/PKT,2023-01-01,34.49,
DUCK20,DUCK BONE,2022-11-06,2.0,0.9
DUCK20,DUCK BONE,2022-11-13,,
DUCK20,DUCK BONE,2022-11-20,2.0,0.9
DUCK20,DUCK BONE,2022-11-27,,
DUCK20,DUCK BONE,2022-12-04,2.0,0.9
DUCK20,DUCK BONE,2022-12-11,,
DUCK20,DUCK BONE,2022-12-18,,
DUCK20,DUCK BONE,2022-12-25,2.0,0.9
DUCK25,CURRY DUCK,2022-12-04,2.9,5.6
FBA001-01,FISH- WHOLE BATANG 2-3 FRESH - CLEAN & GUTTER,2022-10-02,9.0,6.8
FBA001-01,FISH- WHOLE BATANG 2-3 FRESH - CLEAN & GUTTER,2022-10-09,8.0,6.8
FBA001-01,FISH- WHOLE BATANG 2-3 FRESH - CLEAN & GUTTER,2022-10-16,7.0,6.8
FBA001-01,FISH- WHOLE BATANG 2-3 FRESH - CLEAN & GUTTER,2022-10-23,7.0,6.8
FBA001-01,FISH- WHOLE BATANG 2-3 FRESH - CLEAN & GUTTER,2022-10-30,9.0,6.8
FBA001-01,FISH- WHOLE BATANG 2-3 FRESH - CLEAN & GUTTER,2022-11-06,8.0,
FBA001-01,FISH- WHOLE BATANG 2-3 FRESH - CLEAN & GUTTER,2022-11-13,7.0,6.8
FBA001-01,FISH- WHOLE BATANG 2-3 FRESH - CLEAN & GUTTER,2022-11-20,7.3,6.4
FBA001-01,FISH- WHOLE BATANG 2-3 FRESH - CLEAN & GUTTER,2022-11-27,8.2,8.0
FBA001-01,FISH- WHOLE BATANG 2-3 FRESH - CLEAN & GUTTER,2022-12-04,8.2,6.85
FBA001-01,FISH- WHOLE BATANG 2-3 FRESH - CLEAN & GUTTER,2022-12-11,7.3,5.5
FBA001-01,FISH- WHOLE BATANG 2-3 FRESH - CLEAN & GUTTER,2022-12-18,5.6,5.5
FBA001-01,FISH- WHOLE BATANG 2-3 FRESH - CLEAN & GUTTER,2022-12-25,7.3,5.5
FBA001-01,FISH- WHOLE BATANG 2-3 FRESH - CLEAN & GUTTER,2023-01-01,5.6,5.5
FBA001-02,FISH- WHOLE BATANG 3/4KG (NSW-LH),2022-11-27,8.4,8.3
FBA001-05,FISH- FRESH SPANISH MACKEREL,2022-10-16,13.5,9.0
FBA001-05,FISH- FRESH SPANISH MACKEREL,2022-10-23,13.5,10.5
FBA001-05,FISH- FRESH SPANISH MACKEREL,2022-10-30,,
FBA001-05,FISH- FRESH SPANISH MACKEREL,2022-11-06,13.5,8.5
FBA001-05,FISH- FRESH SPANISH MACKEREL,2022-11-13,13.5,8.75
FBA001-05,FISH- FRESH SPANISH MACKEREL,2022-11-20,13.5,9.0
FBA001-05,FISH- FRESH SPANISH MACKEREL,2022-11-27,,
FBA001-05,FISH- FRESH SPANISH MACKEREL,2022-12-04,13.5,8.51
FBA001-05,FISH- FRESH SPANISH MACKEREL,2022-12-11,13.5,9.0
FBA001-05,FISH- FRESH SPANISH MACKEREL,2022-12-18,13.5,9.0
FBA001-05,FISH- FRESH SPANISH MACKEREL,2022-12-25,13.5,9.5
FBA001-05,FISH- FRESH SPANISH MACKEREL,2023-01-01,13.5,9.5
FBA006-01,FISH- BATANG STEAK 3-5 2kgX5pkt,2022-10-02,8.5,
FBA006-01,FISH- BATANG STEAK 3-5 2kgX5pkt,2022-10-09,8.5,
FBA006-01,FISH- BATANG STEAK 3-5 2kgX5pkt,2022-10-16,8.5,6.1
FBA006-01,FISH- BATANG STEAK 3-5 2kgX5pkt,2022-10-23,8.5,
FBA006-01,FISH- BATANG STEAK 3-5 2kgX5pkt,2022-10-30,8.5,6.5
FBA006-01,FISH- BATANG STEAK 3-5 2kgX5pkt,2022-11-06,8.5,6.5
FBA006-01,FISH- BATANG STEAK 3-5 2kgX5pkt,2022-11-13,8.5,
FBA006-01,FISH- BATANG STEAK 3-5 2kgX5pkt,2022-11-20,8.15,6.5
FBA006-01,FISH- BATANG STEAK 3-5 2kgX5pkt,2022-11-27,8.5,6.5
FBA006-01,FISH- BATANG STEAK 3-5 2kgX5pkt,2022-12-04,8.5,6.5
FBA006-01,FISH- BATANG STEAK 3-5 2kgX5pkt,2022-12-11,8.15,6.5
FBA006-01,FISH- BATANG STEAK 3-5 2kgX5pkt,2022-12-18,8.25,6.5
FBA006-01,FISH- BATANG STEAK 3-5 2kgX5pkt,2022-12-25,8.5,6.5
FBA006-01,FISH- BATANG STEAK 3-5 2kgX5pkt,2023-01-01,8.5,
FBE001,FISH- BELT FISH LONG - STEAK 150/250GM 5X2KG/CTNS,2022-11-13,5.2,
FBE002,FISH- BELT FISH 200-300GM 10KG/CTNS,2022-10-02,4.3,3.5
FBE002,FISH- BELT FISH 200-300GM 10KG/CTNS,2022-10-09,4.3,3.5
FBE002,FISH- BELT FISH 200-300GM 10KG/CTNS,2022-10-16,4.5,3.5
FBE002,FISH- BELT FISH 200-300GM 10KG/CTNS,2022-10-23,4.5,3.5
FBE002,FISH- BELT FISH 200-300GM 10KG/CTNS,2022-10-30,4.5,3.5
FBE002,FISH- BELT FISH 200-300GM 10KG/CTNS,2022-11-06,4.5,3.5
FBE002,FISH- BELT FISH 200-300GM 10KG/CTNS,2022-11-13,4.3,4.5
