week_start,item_code,description,vendor_code,vendor_name,price,group_average_price,group_min_price,group_max_price
2022-11-07,SQU003-05,SEAFOOD- SQUID WHOLE ROUND (10INCH UP) 5kgX2 10kg/ctn,UVE0001,EASTERN HARVEST FOODS (S) PTE LTD,9.5,9.5,9.5,9.5
2022-11-07,SSC002-02,SEAFOOD- FLOWER CRAB 150-200 8KG/CTNS,UVS0005,SONG FISH DEALER PTE LTD,6.0,6.0,6.0,6.0
2022-11-07,SVA002-08,SEAFOOD- BLACK TIGER HOSO 41-50pcs A&O 10x1pkt/ctn,UVF0021,FARMFOOD TRADING PTE LTD,7.4,7.1,6.8,7.4
2022-11-07,SVA002-11,SEAFOOD- BLACK TIGER HOSO 16/20 1kg x 10pkt,UVF0021,FARMFOOD TRADING PTE LTD,11.5,11.5,10.3,12.0
2022-11-07,SVA004-02,SEAFOOD- VANNAMEI HOSO COOKED 31/40 FRESH CHOICE 10X1KG/CTNS,UVF0021,FARMFOOD TRADING PTE LTD,11.0,11.0,11.0,11.0
2022-11-07,SVA004-06,SEAFOOD- VANNAMEI HOSO COOKED 41-50 10X1pkt/ctn (AA-MESTI),UVF0021,FARMFOOD TRADING PTE LTD,10.33,10.33,10.33,10.33
2022-11-07,SVA008,SEAFOOD- VANNAMEI HOSO 41/50 6x2KG/PKT,UVT0006,THE SEAFOOD COMPANY PTE LTD,7.1,7.1,7.1,7.1
2022-11-07,SVA009-02,SEAFOOD- VANNAMEI HOSO 20-30 -DOM CAMAROM 12x1kg,UVS0005,SONG FISH DEALER PTE LTD,10.5,10.5,10.5,10.5
2022-11-07,SVA009-06,SEAFOOD- VANNAMEI HOSO 26-30pcs 6X2KG ECU WANGPAI,UVS0005,SONG FISH DEALER PTE LTD,10.5,9.6,9.6,10.5
2022-11-07,SWC001,SEAFOOD- WHITE CLAM 40/60 or 60/80 10X1KG/CTNS,UVE0001,EASTERN HARVEST FOODS (S) PTE LTD,3.8,3.8,3.8,3.8
2022-11-07,fgr001-02,FISH- GROUPER 8-10pcs 2kgX 5pkt,UVE0001,EASTERN HARVEST FOODS (S) PTE LTD,3.2,3.2,3.2,3.2
2022-11-14,BBR002,BEEF BRISKET PE * (QUALITY BEEF-BRAZIL),UVM0008,MEGA PACKERS ASSOCIATE PTE LTD,7.8,7.8,6.9,7.8
2022-11-14,BCHO05,BEEF MELTIQUE SIRLOIN STEAK 200GM/PCS,UVC0002,HY CASH SUPPLIER (NON-GST),5.0,5.0,5.0,5.0
2022-11-14,BFT006,BEEF PADDY WACK (QUALITY BEEF),UVK0002,KOH SEE LONG FOOD PTE LTD,3.2,3.2,3.2,3.2
2022-11-14,BKN001-02,BEEF KNUCKLE (QUALITY BEEF/GJ/MINERVA-BRAZIL),UVI0005,INTEROCEAN FOODS PTE LTD,23.4,7.75,6.1,7.8
2022-11-14,BKN005,BEEF KNUCKLE CUBE (BUTHER'S RIDGE) 500GMX20PKT,UVS0008,COUNTRY FOODS PTE LTD,5.3,5.3,5.3,5.3
2022-11-14,BMB002,BEEF MARROW BONE CUT 2 INCH,UVM0008,MEGA PACKERS ASSOCIATE PTE LTD,2.0,2.1,1.9,2.2
2022-11-14,BOM001-02,BEEF OMASUM AUST 20KG/CTNS,UVS0008,COUNTRY FOODS PTE LTD,7.6,7.6,7.6,8.2
2022-11-14,BOM001-03,BEEF OMASUM BRAZIL,UVK0002,KOH SEE LONG FOOD PTE LTD,7.5,7.5,7.4,7.6
2022-11-14,BOM001-03,BEEF OMASUM BRAZIL,UVS0008,COUNTRY FOODS PTE LTD,7.6,7.5,7.4,7.6
2022-11-14,BOM002,BEEF OMASUM (AFFCO),UVG0016,GOLD HOG SUPPLY PTE LTD,8.0,8.0,8.0,10.5
2022-11-14,BRE005,BEEF RIBEYE / CUBEROLL (MONDELI),UVA0019,AMAX FOODS PTE LTD,10.4,10.4,10.4,10.4
2022-11-14,BSH004,BEEF SHIN/SHANK (QUALITY BEEF-BRAZIL),UVC0001,CASH SUPPLIER (NON-GST),5.0,5.6,5.0,6.0
2022-11-14,BSP003,BEEF SHORT PLATE BONELESS (USA-IBP),UVC0025,CHEE SONG FOODS PTE LTD,10.5,9.55,9.5,10.5
2022-11-14,BTO001,BEEF TONGUE,UVC0001,CASH SUPPLIER (NON-GST),2.0,11.5,2.0,21.0
2022-11-14,BTR001,BEEF TRIPE (NZ-SILVERFERN) 22kg/ctn,UVM0001,MUA HIN POULTRY FARM PTE LTD,3.3,3.3,3.3,3.5
2022-11-14,CBLL01-01,CHICKEN BONELESS LEG 200gmUP (SEARA ) 2kgx6pkt,UVM0001,MUA HIN POULTRY FARM PTE LTD,2.8,2.8,2.8,2.8
2022-11-14,CBLL01-02,CHICKEN BONELESS LEG 200gmUP (AVIVAR-BRAZIL) 2kgX6pkt,UVM0001,MUA HIN POULTRY FARM PTE LTD,2.8,3.0,2.47,4.18
2022-11-14,CBON01,CHICKEN BONE,UVH0019,HUP HENG POULTRY INDUSTRIES PTE LTD,2.5,2.5,2.5,3.56
2022-11-14,CDRU02,CHICKEN DRUMSTICK TYSON 3X5KG/CTNS,UVG0001,GOODCROP PTE LTD,2.6,2.6,2.6,2.6
2022-11-14,CMIN01,CHICKEN- MINCED CHICKEN 2kgX5pkt,UVT0021,T&L INDUSTRIES PTE LTD,4.5,4.5,4.5,4.5
2022-11-14,CMIN04,CHICKEN- MINCED CHICKEN (BUTHER'S RIDGE) 20X300gm,UVS0008,COUNTRY FOODS PTE LTD,2.5,2.5,2.5,2.5
2022-11-14,COLD01,CHICKEN- OLD FOWL,UVH0019,HUP HENG POULTRY INDUSTRIES PTE LTD,9.2,4.6,4.6,4.6
2022-11-14,CSBL01,CHICKEN- BLACK CHICKEN 5PCS/PKT,UVK0008,KEE SONG FOOD CORPORTION (S) PTE LTD,5.5,5.5,5.5,5.5
2022-11-14,CSBL01-02,CHICKEN- KAMPONG CHICKEN / FEATHERLESS PULLET,UVK0008,KEE SONG FOOD CORPORTION (S) PTE LTD,9.0,9.0,9.0,9.0
2022-11-14,CSLI08-03,CHICKEN SLICED SHABU SHABU 12X300gm/pkt BUTHER'S RIDGE,UVS0008,COUNTRY FOODS PTE LTD,2.8,2.8,2.8,2.8
2022-11-14,CSOF01,CHICKEN- CHICKEN SOFTBONE,UVK0007,KENDO TRADING PTE LTD,10.0,10.0,10.0,10.0
2022-11-14,CWHL03,CHICKEN- WHOLE LEG (SEARA/LAR) 15kg/ctn,UVM0001,MUA HIN POULTRY FARM PTE LTD,70.5,36.375,35.25,37.5
2022-11-14,CWHL14,CHICKEN- WHOLE LEG 230-260GM (FRESH),UVK0008,KEE SONG FOOD CORPORTION (S) PTE LTD,19.0,9.5,9.5,9.5
2022-11-14,CWIN01-03,CHICKEN WING 80-100GM UP (SEARA) 2KGX6PKT,UVM0001,MUA HIN POULTRY FARM PTE LTD,3.8,3.8,3.8,3.8
2022-11-14,CWIN01-05,CHICKEN WING 75-90gm (PERDIAGO) 15kg/ctn,UVP0002,PIN CORPORATION PTE LTD,57.0,57.0,57.0,63.0
2022-11-14,CWIN02-07,CHICKEN WING 90-110gm (FIRST PRIDE) 12X1pkt,UVS0008,COUNTRY FOODS PTE LTD,3.9,3.9,3.6,3.9
2022-11-14,CWIN05-01,CHICKEN WING 120-140gm (SEARA) 15kg/ctn,UVQ0005,QUALITY MEAT PTE LTD,60.0,30.0,30.0,30.0
2022-11-14,CWIN05-04,CHICKEN WING 120GMUP / 120-150gm UP (PD/SEARA/AVIA)15kg/ctn,UVM0001,MUA HIN POULTRY FARM PTE LTD,45.75,45.75,45.75,46.5
2022-11-14,DUCK01-04,DUCK- HALAL FRESH WHOLE DUCK (3.56kg/pcs),UVK0007,KENDO TRADING PTE LTD,5.21,5.33,4.5,6.0
2022-11-14,DUCK03-02,DUCK- DUCK 3JOINT WING EDEN DUCK 12X1kg/ctn,UVK0007,KENDO TRADING PTE LTD,3.2,3.2,3.2,3.2
2022-11-14,DUCK04,DUCK BREAST 10KG/CTNS,UVK0007,KENDO TRADING PTE LTD,11.0,11.0,11.0,11.0
2022-11-14,DUCK04-02,DUCK- SMOKE DUCK BREAST (ORIGINAL) 220gm/pcsS,UVE0001,EASTERN HARVEST FOODS (S) PTE LTD,9.5,9.0,9.0,9.5
2022-11-14,DUCK05-02,DUCK TONGUE,UVM0016,MAMAMI DEAL PTE LTD,15.0,15.0,15.0,19.0
2022-11-14,DUCK06,DUCK HEAD 5KG/PKT,UVK0007,KENDO TRADING PTE LTD,6.0,2.0,2.0,3.5
2022-11-14,DUCK08,DUCK NECKS SKINLESS  10kg/ctn,UVK0007,KENDO TRADING PTE LTD,2.6,2.6,2.6,2.6
2022-11-14,DUCK13,DUCK GIZZARD,UVK0007,KENDO TRADING PTE LTD,9.600000000000001,3.2,3.2,3.2
2022-11-14,DUCK20,DUCK BONE,UVK0007,KENDO TRADING PTE LTD,0.9,0.9,0.9,0.9
2022-11-14,FBA001-01,FISH- WHOLE BATANG 2-3 FRESH - CLEAN & GUTTER,UVJ0001,JCS SHRIMPS PTE LTD,7.1,6.8,5.5,8.2
2022-11-14,FBA001-01,FISH- WHOLE BATANG 2-3 FRESH - CLEAN & GUTTER,UVS0005,SONG FISH DEALER PTE LTD,5.7,6.8,5.5,8.2
2022-11-14,FBA001-05,FISH- FRESH SPANISH MACKEREL,UVA0030,AH TECK (TNL),18.0,9.0,7.5,10.5
2022-11-14,FBA006-01,FISH- BATANG STEAK 3-5 2kgX5pkt,UVS0005,SONG FISH DEALER PTE LTD,13.0,6.5,6.1,6.5
2022-11-14,FBP005,FISH- BLACK POMFRET 100-150gm 5kgX2pkt,UVE0001,EASTERN HARVEST FOODS (S) PTE LTD,4.5,4.5,4.5,4.5
2022-11-14,FCS001,FISH- CHILEAN SALMON FILLET SKIN-ON 3-4LB/PCS 10kg/ctns,UVL0024,LAM KEE FISHERIES PTE LTD,18.3,18.3,17.7,19.5
2022-11-14,FCS001-02,FISH- SASHIMI SALMON CUT 230-250GM,UVS0046,STS SEAFOOD DIRECT PTE LTD,50.0,50.0,49.0,58.0
2022-11-14,FCU001,FISH- CUTTLEFISH 5kg/pkt,UVL0027,LIAN HE FA FOOD MANUFACTURING SDN BHD,20.4,5.1,5.1,5.1
2022-11-14,FGR004,FISH- FRESH FLOWER GROUPER,UVT0021,T&L INDUSTRIES PTE LTD,11.0,10.5,9.5,13.0
2022-11-14,FRG004,FISH- RED GORLY 6-8pcs 2kgX5pkt,UVS0005,SONG FISH DEALER PTE LTD,2.8,3.2,2.8,3.2
2022-11-14,FRS001-05,FISH- RED SNAPPER FISH HEAD FROZEN 5nos/ctns,UVT0021,T&L INDUSTRIES PTE LTD,68.0,17.0,14.5,17.0
2022-11-14,FRS005,FISH- RED SNAPPER FISH,UVT0021,T&L INDUSTRIES PTE LTD,17.0,16.5,14.0,17.0
2022-11-14,FSB002-02-02,FISH- FRESH SEABASS 800-900GM,UVT0033,TIONG HIN FISH MERCHANT CO,19.9,6.6,6.6,6.89
2022-11-14,FSB002-03,FISH- FRESH SEABASS 500-600GM,UVT0021,T&L INDUSTRIES PTE LTD,40.0,6.7,6.7,8.0
2022-11-14,FSB002-03,FISH- FRESH SEABASS 500-600GM,UVT0033,TIONG HIN FISH MERCHANT CO,60.38,6.7,6.7,8.0
2022-11-14,FSB002-06,FISH- FRESH SEABASS 800-900GM - BUTTERFLY @ BACK,UVT0033,TIONG HIN FISH MERCHANT CO,6.81,6.8,6.78,7.02
2022-11-14,FSF001-02,FISH- SUTCHI FILLET 170-220gm (PRIME) 10X1kg/ctn,UVT0024,TG FISHERY HOLDINGS CORPORATION,2.78,2.78,2.78,2.78
2022-11-14,FSF001-06,FISH- SUTCHI FILLET 170-220gm 6KG/CTNS,UVT0024,TG FISHERY HOLDINGS CORPORATION,14.81,15.905000000000001,14.81,17.0
2022-11-14,FSF0010-04,FISH- SUTCHI CUBE 25-35GM 6kg/ctn (TWIN) DL 478,UVT0006,THE SEAFOOD COMPANY PTE LTD,38.0,19.0,13.5,19.0
2022-11-14,FSF0010-04,FISH- SUTCHI CUBE 25-35GM 6kg/ctn (TWIN) DL 478,UVT0024,TG FISHERY HOLDINGS CORPORATION,13.65,19.0,13.5,19.0
2022-11-14,FSF010-03,FISH- SUTCHI FILLET BUTTERFLY CUT 600-800gm 10/ctns,UVT0024,TG FISHERY HOLDINGS CORPORATION,2.22,2.22,2.17,2.48
2022-11-14,FSF010-06,FISH- SUTCHI FILLET BUTTERFLY CUT 900-1000gm 10kg/ctn,UVT0024,TG FISHERY HOLDINGS CORPORATION,2.22,2.35,2.17,2.87
2022-11-14,FSH001-01,FISH- SHARK FILLET 300GM UP 15KG/CTNS,UVL0005,LEE HUAT SEAFOOD SUPPLIER,5.0,5.0,5.0,5.0
2022-11-14,FSI001,FISH- SHISHAMO 120gm 30pkt/ctn,UVE0001,EASTERN HARVEST FOODS (S) PTE LTD,1.8,1.8,1.8,1.8
2022-11-14,FSN001-03,FISH- TOMAN FILLET 300/500 10KG/CTNS,UVT0006,THE SEAFOOD COMPANY PTE LTD,8.2,8.2,7.5,8.2
2022-11-14,FSN002-04,FISH- TOMAN FILLET CUT SLICED (SKIN-ON) 4MM 10X1KG/CTNS,UVB0019,BLU VENTURES PTE LTD,7.5,8.0,7.5,9.0
2022-11-14,FSN003,FISH- FRESH TOMAN FILLET,UVA0030,AH TECK (TNL),10.2,11.2,9.5,11.2
2022-11-14,FSN003,FISH- FRESH TOMAN FILLET,UVT0021,T&L INDUSTRIES PTE LTD,11.2,11.2,9.5,11.2
2022-11-14,FTI002,FISH- FRESH RED TILAPIA,UVT0021,T&L INDUSTRIES PTE LTD,6.5,6.5,5.0,6.5
2022-11-14,FTN002,FISH- FRESH TUNA (INDONESIA MAGURO),UVK0018,KIDA FOOD TRADING PTE LTD,66.0,22.0,22.0,22.0
2022-11-14,FYC001,FISH- YELLOW CROAKER 300-400GM,UVL0032,LONG YUE TENG TRADING PTE LTD,5.5,5.5,5.5,8.5
2022-11-14,MBL003,LAMB SHOULDER B/LESS OYSTER TUBED,UVG0016,GOLD HOG SUPPLY PTE LTD,16.5,16.5,15.0,16.5
2022-11-14,MBL004-02,LAMB BONELESS LEG (AUST-HILLSIDE/RYAN),UVM0008,MEGA PACKERS ASSOCIATE PTE LTD,14.3,13.600000000000001,12.9,14.3
2022-11-14,MECHICKEN03,MARINATE CHICKEN MID JOINT 5KG/PKT,USVS0018,SINGYI F&B PTE LTD,7.8,7.8,7.8,7.8
2022-11-14,MFL003,MUTTON- LAMB FLAP BONE IN (KILDARE-AUST),UVM0008,MEGA PACKERS ASSOCIATE PTE LTD,7.95,7.95,7.8,7.95
2022-11-14,MKI002,MUTTON- LAMB/MUTTON KIDNEY 15X1kg/ctns,UVK0002,KOH SEE LONG FOOD PTE LTD,13.6,6.8,6.8,6.8
2022-11-14,MPL001,MUTTON PLUCK / MUTTON LIVER,UVG0016,GOLD HOG SUPPLY PTE LTD,4.6,4.8,4.6,4.8
2022-11-14,MSS002,MUTTON- LAMB SHORT LOIN,UVA0019,AMAX FOODS PTE LTD,10.0,10.0,10.0,10.0
2022-11-14,MTR001,MUTTON TRIPE,UVK0002,KOH SEE LONG FOOD PTE LTD,4.0,4.0,4.0,4.0
2022-11-14,MTU007,MUTTON- SHEEP HEAD (BRAIN & TONGUE),UVK0002,KOH SEE LONG FOOD PTE LTD,8.8,8.8,8.8,8.8
2022-11-14,OAB002,OTHER- ABALONE SLICED 300gmX40pkt (TAIWAN),UVF0021,FARMFOOD TRADING PTE LTD,3.8,1.9,1.9,1.9
2022-11-14,OBA001,OTHER- LOBSTER BALL (FIGO) 500gm/pkt,UVF0021,FARMFOOD TRADING PTE LTD,3.04,3.04,3.04,3.04
2022-11-14,OBA006,OTHER- FISH BALL L 65pcs +/- 1kg/pkt,UVL0002,LI CHUAN FOOD PRODUCTS PTE LTD,4.0,4.0,4.0,4.0
2022-11-14,OBS001,OTHER- FRIED BEANCURD SKIN 1KG/PKT (DOUKEE) A,UVT0023,TOP CHOICE FOOD (S) PTE LTD,8.2,8.2,8.2,8.2
2022-11-14,OCH001,OTHER- SLICED CHEESE 84pcs (CHEF CHOICE),UVA0001,ANGLISS SINGAPORE PTE LTD,9.0,9.0,9.0,9.0
2022-11-14,OCN005,OTHER- CHICKEN NUGGETS BATTER (FARMPRIDE) 500gmX18pkt,UVS0008,COUNTRY FOODS PTE LTD,3.3,3.4,3.3,3.5
2022-11-14,OCP003-02,OTHER- CHICKEN PATTIES BREADED (FARMPRIDE) 500gmX18pkt,UVS0008,COUNTRY FOODS PTE LTD,3.5,3.5,3.5,3.5
2022-11-14,OCS001,OTHER- CHAR SIEW CUBE,UVC0014,COSS FOOD MARKETING PTE LTD,2.75,2.75,2.75,2.75
2022-11-14,ODU016,OTHER- FISH & SOY ROLL 10S 300GMX30PKT/CTNS,UVF0021,FARMFOOD TRADING PTE LTD,1.54,1.54,1.54,1.54
2022-11-14,ODU018,OTHER- RING RING ROLL/SOYBEAN ROLL 168GM X 15PKT,UVT0023,TOP CHOICE FOOD (S) PTE LTD,2.45,2.45,2.45,2.45
2022-11-14,OFC005,OTHER- THAI FISH CAKE FIGO 500gm/pkt x 20pkt/ctns,UVF0021,FARMFOOD TRADING PTE LTD,5.2,2.6,2.6,2.6
2022-11-14,OFF005-01,OTHER- SEASONED WEDGE (LAMB WESTON) 12X1KG/CTNS,UVB0006,BEN FOODS (S) PTE LTD,5.25,5.25,4.83,5.25
2022-11-14,OFF010,OTHER- TWISTER FRIES/CURLY FRIES (LAMB WESTERN) 5lb X 6pkt,UVS0006,SIN LI HIN FROZEN FOOD PTE LTD,13.0,13.0,13.0,13.0
2022-11-14,OFL001,OTHER- FROG LEG 10X1KG/CTNS,UVP0001,PAN OCEAN SINGAPORE PTE LTD,12.0,12.0,12.0,12.0
2022-11-14,OFP004,OTHER- FISH PATTIES 32pcs (SAHIR)AAA 6pkt/ctn,UVS0008,COUNTRY FOODS PTE LTD,7.5,7.5,7.5,7.5
2022-11-14,OMR001,OTHER- FRAGRANCE MEAT ROLL 50pcs/pkt,UVA0021,AH PENG FISH FOOD SUPPLIER PTE LTD,0.31,0.31,0.31,0.31
2022-11-14,OMR002,OTHER- CHICKEN BALL 50PCS/PKT,UVL0002,LI CHUAN FOOD PRODUCTS PTE LTD,5.0,5.0,5.0,5.0
2022-11-14,OOR006,OTHER- ONION RING (LAMB WESTERN/SIMPLOT-BABY STAR) 2lbX8pkt,UVA0001,ANGLISS SINGAPORE PTE LTD,5.0,5.0,5.0,5.0
2022-11-14,OPC001,OTHER- CHICKEN WITH PANDAN LEAF 50nos/ctns,UVS0034,SIN MUI HENG FOOD INDUSTRIES,35.0,35.0,35.0,35.0
2022-11-14,OPN001,OTHER- PRAWN NUTS 1kg/pkt,USVS0018,SINGYI F&B PTE LTD,12.3,12.3,12.3,12.8
2022-11-14,OPO003,OTHER- CHICKEN BUFFALO WING 450gmX12pkt (FARMPRIDE),UVS0008,COUNTRY FOODS PTE LTD,8.5,4.25,3.8,4.25
2022-11-14,OPO004,OTHER- CHICKEN DRUMMETS BREADED HOT & SPICY 850gmX10pkt,UVS0008,COUNTRY FOODS PTE LTD,11.7,5.85,5.85,5.85
2022-11-14,OPO005,OTHER- CHICKEN FRIED CRISPY RED HOT (AYAMAS) 850gmX10pkt,UVS0008,COUNTRY FOODS PTE LTD,4.65,4.65,4.65,4.65
2022-11-14,OPO006-02,OTHER- CHICKEN POPCORN HOT & SPICY 400gmX12pkt,UVS0008,COUNTRY FOODS PTE LTD,3.8,3.8,3.5,3.8
2022-11-14,OPO006-03,OTHER- CHICKEN POPCORN (FARMPRIDE) 400gmX12pkt,UVS0008,COUNTRY FOODS PTE LTD,4.0,4.0,3.7,4.0
2022-11-14,OPO008,OTHER- CHICKEN DRUMMETS BREADED ORIGINAL 850gmX10pkt,UVS0008,COUNTRY FOODS PTE LTD,5.85,5.85,5.85,5.85
2022-11-14,OPO011,OTHER- SUPER CRISPY CHICKEN (CS TAY) 1X6KG/CTNS,UVC0008,CS TAY FOODS PTE LTD,8.5,8.5,8.5,8.5
2022-11-14,OPO024,OTHER- CHICKEN CHUNKS MALA 12X300GM,UVS0008,COUNTRY FOODS PTE LTD,3.5,3.5,3.5,3.5
2022-11-14,OPR006,OTHER- PIZZA FUNGHI CHAMPIGNON 12X215GM,UVS0008,COUNTRY FOODS PTE LTD,2.4,2.4,2.4,2.4
2022-11-14,OPR007,OTHER- PIZZA MARGHERITA 12X210GM,UVS0008,COUNTRY FOODS PTE LTD,2.3,2.3,2.3,2.3
2022-11-14,OPR008,OTHER- PIZZA ROCKET & TOMATO 12X225GM,UVS0008,COUNTRY FOODS PTE LTD,2.4,2.4,2.4,2.4
2022-11-14,OPR009,OTHER- PIZZA TRUFFLE 12X215GM,UVS0008,COUNTRY FOODS PTE LTD,2.6,2.6,2.6,2.6
2022-11-14,ORM008,OTHER- INSTANT NOODLES - E ZEE,UVS0058,SUNRISE FOOD PTE LTD,17.0,17.0,17.0,17.0
2022-11-14,OSA002,OTHER- TAIWAN SAUSAGE 10pcs 500gm+-/pkt 40pkt/ctns,UVJ0005,JORDON INTERNATIONAL FOOD PROCESSING P/L,9.4,4.7,4.7,4.7
2022-11-14,OSA005,OTHER- TAIWAN PORK SAUSAGE 500gm/pkt,UVG0025,GOURMET CHEFS PTE LTD,4.4,4.4,4.4,4.4
2022-11-14,OSA005-02,OTHER- TAIWAN CHICKEN SAUSAGE (SHORT) 500gmX20pkt/ctns,UVG0025,GOURMET CHEFS PTE LTD,4.4,4.4,4.4,4.5
2022-11-14,OSC001,OTHER- SEAWEED CHICKEN 1kgX10pkt,UVM0005,MILLENIUM TRADING PTE LTD,11.3,11.3,9.7,11.3
2022-11-14,OSP002,OTHER- SPINACH LEAF BALL (CHINA ) 10kgX1pkt,UVP0002,PIN CORPORATION PTE LTD,1.9,1.9,1.9,1.9
2022-11-14,OSR002,OTHER- VEGETABLE MINI ROLL 96pcs 8pkt/ctn,UVS0002,SEAWAVES FROZEN FOOD PTE LTD,8.0,8.0,8.0,9.0
2022-11-14,OSR007,OTHER- COWHEAD ORIGINAL WRAPS 12PKT X 12PCS,UVB0006,BEN FOODS (S) PTE LTD,2.5,2.5,2.5,2.5
2022-11-14,OTO001,OTHER- CHEESE TOFU FIGO (500gm x 20pkt),UVF0021,FARMFOOD TRADING PTE LTD,3.04,3.04,3.04,3.04
2022-11-14,OTO004,OTHER- SEAFOOD TOFU FIGO (500gm x 20pkt),UVF0021,FARMFOOD TRADING PTE LTD,3.04,3.04,3.04,3.04
2022-11-14,OTO004-02,OTHER- EN CHEESE SHRIMP FIGO (500gm x 20pkt),UVF0021,FARMFOOD TRADING PTE LTD,3.3,3.3,3.3,3.3
2022-11-14,OTO007,OTHER- OTAK FISH 180GM (100pkt/ctn),UVF0021,FARMFOOD TRADING PTE LTD,2.3,2.3,2.3,2.3
2022-11-14,OTS002,OTHER - PORK LUNCHEON MEAT 6X1.81KG/CAN (MIDLAND-SQUARE),UVB0006,BEN FOODS (S) PTE LTD,17.0,8.5,8.5,8.5
2022-11-14,OWC001,OTHER- WHIPPING CREAM WEST GOLD 12X1L/ctns,UVB0006,BEN FOODS (S) PTE LTD,6.0,6.0,6.0,6.0
2022-11-14,PBAL01,PORK MEAT BALL 100pcs 1kg/pkt,UVP0009,PARK FOOD MANUFACTURING PTE LTD,6.8,6.8,6.8,6.8
2022-11-14,PBAL02,PORK BALL 120pcs 1kg/pkt,UVP0009,PARK FOOD MANUFACTURING PTE LTD,6.8,6.8,6.8,6.8
2022-11-14,PBAL04,PORK BALL WITH FILLING - ORIGINAL,UVP0009,PARK FOOD MANUFACTURING PTE LTD,10.0,10.0,10.0,10.0
2022-11-14,PBEL05-11,PORK BELLY SINGLE RIBBED SKIN-ON (ALIBEM-BRAZIL),UVJ0018,JB FROZEN FOOD PTE LTD,4.7,4.7,4.7,5.0
2022-11-14,PBEL05-21,PORK BELLY PAMPLONA (BRAZIL),UVA0019,AMAX FOODS PTE LTD,4.7,4.95,4.7,4.95
2022-11-14,PBEL05-22,PORK BELLY (BOSELER-GERMANY),UVC0001,CASH SUPPLIER (NON-GST),6.0,2.0,2.0,5.33
2022-11-14,PBEL26-02,PORK BELLY VALUE PACK (KURO) 500gmX20pkt,UVS0008,COUNTRY FOODS PTE LTD,4.9,4.9,4.9,4.9
2022-11-14,PBEL34,CHESTNUT SR BELLY BL RIND ON-SD000073,UVE0011,EURASIA FOOD SUPPLY PTE LTD,11.0,11.0,11.0,11.0
2022-11-14,PCOL02,PORK COLLAR (SULINA-3975) 12kg/ctn,UVL0013,LIM SIANG HUAT PTE LTD,11.7,3.9,3.5,4.2
2022-11-14,PCOL02,PORK COLLAR (SULINA-3975) 12kg/ctn,UVM0001,MUA HIN POULTRY FARM PTE LTD,4.1,3.9,3.5,4.2
2022-11-14,PCOL02,PORK COLLAR (SULINA-3975) 12kg/ctn,UVS0008,COUNTRY FOODS PTE LTD,4.0,3.9,3.5,4.2
2022-11-14,PCUB04,PORK SWEET & SOUR VALUE PACK 500gm X 20pkt,UVS0008,COUNTRY FOODS PTE LTD,4.0,4.0,4.0,4.0
2022-11-14,PEAR02,PORK EARFLAPS (BURN HAIR-ONLY EARFLAP),UVO0001,OMNI AQUATIC SUPPLIES PTE LTD,4.5,4.5,4.5,4.5
2022-11-14,PFER06,PORK BONE (COSTA-SPAIN),UVC0001,CASH SUPPLIER (NON-GST),0.6,0.6,0.6,0.6
2022-11-14,PHES02,PORK- PIG MASK WITH MEAT - BIG (TL / JMS) 5PCS/CTNS,UVT0004,TIONG LIAN FOOD PTE LTD,14.0,3.5,2.3,3.5
2022-11-14,PLEG05-04,PORK LEG (SPAIN),UVC0001,CASH SUPPLIER (NON-GST),11.0,2.2,2.2,2.2
2022-11-14,PLIV03,PORK LIVER (HK SCAN) 10kg/ctn,UVC0011,CHIP HONG FARM PRODUCT,2.3,2.4,2.3,2.5
2022-11-14,PLOI10,PORK LOIN MINCED / TRIMMING,UVO0004,OJJ FOODS PTE LTD,2.8,2.65,2.5,2.8
2022-11-14,PLOR01-06,PORK LOIN RIB (SEARA) 10KG,UVC0001,CASH SUPPLIER (NON-GST),2.0,5.0,2.0,5.0
2022-11-14,PLOR01-06,PORK LOIN RIB (SEARA) 10KG,UVT0004,TIONG LIAN FOOD PTE LTD,5.0,5.0,2.0,5.0
2022-11-14,PMIN07,PORK MINCED KURO 500gmX20pkt,UVS0008,COUNTRY FOODS PTE LTD,3.3,3.3,3.3,3.3
2022-11-14,POWDER-01,POWDER RED COLOURING (no.284) 450GM/TUB,UVS0058,SUNRISE FOOD PTE LTD,18.5,18.5,18.5,18.5
2022-11-14,PSHO03,PORK SHOULDER (SULINA) 18kg/ctn,UVA0019,AMAX FOODS PTE LTD,6.8,3.4,2.9,3.6
2022-11-14,PSHT01,PORK LACONE / SHANK KNIFE CUT (AUST),UVP0002,PIN CORPORATION PTE LTD,3.3,3.3,3.0,3.57
2022-11-14,PSKI01,PORK SKIN 5kg/pkt,UVO0004,OJJ FOODS PTE LTD,1.0,0.8,0.5,1.0
2022-11-14,PSOF010,PORK SOFTBONE (COLES-AUST),UVC0001,CASH SUPPLIER (NON-GST),2.0,2.0,2.0,2.0
2022-11-14,PSPA10,PORK- SPARERIB 500gmX20pkt (SULINA),UVS0008,COUNTRY FOODS PTE LTD,4.2,4.2,4.0,4.2
2022-11-14,PTAI02,PORK TAIL (COSTA FOOD MEAT) 10KG/CTNS,UVC0001,CASH SUPPLIER (NON-GST),2.0,2.0,2.0,2.0
2022-11-14,PTRI02,PORK TRIMMING FRESH,UVO0004,OJJ FOODS PTE LTD,21.0,3.0,3.0,3.0
