week_start,item_code,description,vendor_code,vendor_name,price,group_average_price,group_min_price,group_max_price
2022-10-17,OBA001,OTHER- LOBSTER BALL (FIGO) 500gm/pkt,UVF0021,FARMFOOD TRADING PTE LTD,3.04,3.04,3.04,3.04
2022-10-17,OBA006,OTHER- FISH BALL L 65pcs +/- 1kg/pkt,UVL0002,LI CHUAN FOOD PRODUCTS PTE LTD,12.0,4.0,4.0,4.0
2022-10-17,OBS001,OTHER- FRIED BEANCURD SKIN 1KG/PKT (DOUKEE) A,UVT0023,TOP CHOICE FOOD (S) PTE LTD,8.2,8.2,8.2,8.2
2022-10-17,OCH001,OTHER- SLICED CHEESE 84pcs (CHEF CHOICE),UVA0001,ANGLISS SINGAPORE PTE LTD,18.0,9.0,9.0,9.0
2022-10-17,OCK002,OTHER- MINI CHIKUWA 500GMX20pkt/ctns MUSHROOM,UVF0021,FARMFOOD TRADING PTE LTD,2.58,2.58,2.58,2.58
2022-10-17,OCN005,OTHER- CHICKEN NUGGETS BATTER (FARMPRIDE) 500gmX18pkt,UVS0008,COUNTRY FOODS PTE LTD,3.3,3.4,3.3,3.5
2022-10-17,ODB003-02,OTHER- LOTUS LEAF BUN 28g x 10's,UVC0014,COSS FOOD MARKETING PTE LTD,1.4,1.4,1.4,1.4
2022-10-17,ODU018,OTHER- RING RING ROLL/SOYBEAN ROLL 168GM X 15PKT,UVT0023,TOP CHOICE FOOD (S) PTE LTD,2.45,2.45,2.45,2.45
2022-10-17,OED001,OTHER- EDAMAME IN SHELL 400GM X 25PKT,UVB0006,BEN FOODS (S) PTE LTD,1.1,1.1,1.1,1.1
2022-10-17,OED003,OTHER- EDAMAME BEAN (WITHOUT SHELL)  10X1KG/CTNS,UVB0006,BEN FOODS (S) PTE LTD,3.5,3.5,2.8,3.5
2022-10-17,OFF003-08,OTHER- F.FRIES CRINKLE CUT (NZ-SUNLITE) 6X2KG/CTNS,UVP0002,PIN CORPORATION PTE LTD,2.6,2.6,2.6,2.6
2022-10-17,OFF004-03,OTHER- F.FRIES SHOESRING (FARMLAND) 1X10pkt,UVB0006,BEN FOODS (S) PTE LTD,3.5,3.5,3.5,3.5
2022-10-17,OFF006-03,OTHER- F.FRIES CRISS CROSS  (CROKKN BATTERED) 4 X 2.5KG/CTNS,UVB0006,BEN FOODS (S) PTE LTD,8.75,8.75,8.75,8.75
2022-10-17,OHB001-02,OTHER- HASH BROWN (FAIRISLE/SIMPLOT) 20pcs 12pkt/ctn,UVS0008,COUNTRY FOODS PTE LTD,5.0,5.0,3.2,5.0
2022-10-17,OHD001,OTHER- HOT DOG 340gm (PERDIX) 24pkt/ctn,UVT0040,TRADE-PRO TRADING PTE LTD,0.9,0.9,0.89,0.9
2022-10-17,OHD0011,OTHER- C.COCKTAIL CHEESE SAUSAGE 12X1KG/PKT,UVH0004,HA LI FA PTE LTD,9.0,9.0,9.0,9.0
2022-10-17,OHD0012,OTHER- C.COCKTAIL CHEESE SAUSAGE 20X500KG/CTNS,UVS0008,COUNTRY FOODS PTE LTD,7.2,3.6,3.6,3.6
2022-10-17,OKR001,OTHER- KOEAN RICE CAKE (TTEOKBBOKY) 600GM X 12PKT,UVE0001,EASTERN HARVEST FOODS (S) PTE LTD,2.6,2.6,2.6,2.6
2022-10-17,OMO002,OTHER- MOZZ SHREDDED 2kgX6pkt,UVA0001,ANGLISS SINGAPORE PTE LTD,9.0,9.0,9.0,9.0
2022-10-17,OMO005,OTHER- MOZZARELLA STICK BREADED ORGINAL 12PCS/PKT X 24PKT/CTNS,UVF0017,FOODPRIDE,4.2,4.2,4.2,4.2
2022-10-17,OMR001,OTHER- FRAGRANCE MEAT ROLL 50pcs/pkt,UVA0021,AH PENG FISH FOOD SUPPLIER PTE LTD,0.62,0.31,0.31,0.31
2022-10-17,OMR002,OTHER- CHICKEN BALL 50PCS/PKT,UVL0002,LI CHUAN FOOD PRODUCTS PTE LTD,15.0,5.0,5.0,5.0
2022-10-17,OOR006,OTHER- ONION RING (LAMB WESTERN/SIMPLOT-BABY STAR) 2lbX8pkt,UVA0001,ANGLISS SINGAPORE PTE LTD,5.0,5.0,5.0,5.0
2022-10-17,OPC001,OTHER- CHICKEN WITH PANDAN LEAF 50nos/ctns,UVS0034,SIN MUI HENG FOOD INDUSTRIES,35.0,35.0,35.0,35.0
2022-10-17,OPLANT002,OTHER- PLANT BASED CRISPY BITES FIRST PRIDE,UVS0008,COUNTRY FOODS PTE LTD,2.3,2.3,2.22,2.3
2022-10-17,OPLANT003,OTHER- PLANT BASED STRPIS FIRST PRIDE,UVS0008,COUNTRY FOODS PTE LTD,2.3,2.3,2.22,2.3
2022-10-17,OPLANT004,OTHER- PLANT BASED SPICY NUGGETS FIRST PRIDE,UVS0008,COUNTRY FOODS PTE LTD,2.3,2.3,2.22,2.3
2022-10-17,OPN001,OTHER- PRAWN NUTS 1kg/pkt,USVS0018,SINGYI F&B PTE LTD,24.6,12.3,12.3,12.8
2022-10-17,OPO001,OTHER- CHICKEN POPCORN PREMIUM FIRST 10X1KG,UVP0016,PREMIER FOODS ASIA PTE LTD,7.7,7.7,7.7,7.7
2022-10-17,OPO004,OTHER- CHICKEN DRUMMETS BREADED HOT & SPICY 850gmX10pkt,UVS0008,COUNTRY FOODS PTE LTD,5.85,5.85,5.85,5.85
2022-10-17,OPO008,OTHER- CHICKEN DRUMMETS BREADED ORIGINAL 850gmX10pkt,UVS0008,COUNTRY FOODS PTE LTD,5.85,5.85,5.85,5.85
2022-10-17,OPO013-06,OTHER- TEXAS WING (FARMPRIDE) 12x350gm,UVS0008,COUNTRY FOODS PTE LTD,6.4,3.7,3.2,3.7
2022-10-17,OPO024-03,OTHER- HONEY SOY N GINGER CHICKEN CHUNKS 400GM X 20PKT/CTNS,UVS0008,COUNTRY FOODS PTE LTD,4.0,4.0,4.0,4.0
2022-10-17,OSA002,OTHER- TAIWAN SAUSAGE 10pcs 500gm+-/pkt 40pkt/ctns,UVJ0005,JORDON INTERNATIONAL FOOD PROCESSING P/L,4.7,4.7,4.7,4.7
2022-10-17,OSR002,OTHER- VEGETABLE MINI ROLL 96pcs 8pkt/ctn,UVS0002,SEAWAVES FROZEN FOOD PTE LTD,8.0,8.0,8.0,9.0
2022-10-17,OSS002,OTHER- MAYONNAISE 4X3L/CTNS,UVA0001,ANGLISS SINGAPORE PTE LTD,16.0,16.0,16.0,16.0
2022-10-17,OTO001,OTHER- CHEESE TOFU FIGO (500gm x 20pkt),UVF0021,FARMFOOD TRADING PTE LTD,3.04,3.04,3.04,3.04
2022-10-17,OTO004-02,OTHER- EN CHEESE SHRIMP FIGO (500gm x 20pkt),UVF0021,FARMFOOD TRADING PTE LTD,3.3,3.3,3.3,3.3
2022-10-17,OTO007,OTHER- OTAK FISH 180GM (100pkt/ctn),UVF0021,FARMFOOD TRADING PTE LTD,2.3,2.3,2.3,2.3
2022-10-17,OTO008-02,OTHER- OTAK BUN 6pc/pkt X 12pkt/ctns,UVF0021,FARMFOOD TRADING PTE LTD,2.56,2.56,2.56,2.56
2022-10-17,OTS002,OTHER - PORK LUNCHEON MEAT 6X1.81KG/CAN (MIDLAND-SQUARE),UVB0006,BEN FOODS (S) PTE LTD,17.0,8.5,8.5,8.5
2022-10-17,OWC001,OTHER- WHIPPING CREAM WEST GOLD 12X1L/ctns,UVB0006,BEN FOODS (S) PTE LTD,6.0,6.0,6.0,6.0
2022-10-17,PBAL01,PORK MEAT BALL 100pcs 1kg/pkt,UVP0009,PARK FOOD MANUFACTURING PTE LTD,6.8,6.8,6.8,6.8
2022-10-17,PBAL02,PORK BALL 120pcs 1kg/pkt,UVP0009,PARK FOOD MANUFACTURING PTE LTD,6.8,6.8,6.8,6.8
2022-10-17,PBAL03,PORK BALL (LION DANCE) 100'S/KG,UVP0009,PARK FOOD MANUFACTURING PTE LTD,8.5,8.5,8.5,8.5
2022-10-17,PBAL06,PORK BALL LION DANCE 60'S/KG,UVP0009,PARK FOOD MANUFACTURING PTE LTD,17.0,8.5,8.5,8.5
2022-10-17,PBEL05-03,PORK BELLY DALIA,UVA0001,ANGLISS SINGAPORE PTE LTD,4.5,4.5,4.5,4.5
2022-10-17,PBEL05-20,PORK BELLY (COOPAVEL-BRAZIL),UVA0001,ANGLISS SINGAPORE PTE LTD,8.6,4.3,4.3,4.3
2022-10-17,PBEL34,CHESTNUT SR BELLY BL RIND ON-SD000073,UVE0011,EURASIA FOOD SUPPLY PTE LTD,11.0,11.0,11.0,11.0
2022-10-17,PCHI04,PORK LARGE CHITTERING COOKED SE 3X6KG/CTNS,UVM0001,MUA HIN POULTRY FARM PTE LTD,7.2,3.6,3.6,3.6
2022-10-17,PCOL02,PORK COLLAR (SULINA-3975) 12kg/ctn,UVC0011,CHIP HONG FARM PRODUCT,7.9,3.9,3.5,4.2
2022-10-17,PEAR02,PORK EARFLAPS (BURN HAIR-ONLY EARFLAP),UVO0001,OMNI AQUATIC SUPPLIES PTE LTD,4.5,4.5,4.5,4.5
2022-10-17,PFAT01-02,PORK FATS 25kg/ctn (PCS PROCESSING),UVS0008,COUNTRY FOODS PTE LTD,1.3,1.3,1.3,1.3
2022-10-17,PFEE01-05,PORK- PORK FRONT TROTTER (EXCCELENCIA-BRAZIL) 20KG/CTNS,UVC0011,CHIP HONG FARM PRODUCT,2.2,2.2,1.42,2.2
2022-10-17,PHES02,PORK- PIG MASK WITH MEAT - BIG (TL / JMS) 5PCS/CTNS,UVC0001,CASH SUPPLIER (NON-GST),2.3,3.5,2.3,3.5
2022-10-17,PHES02,PORK- PIG MASK WITH MEAT - BIG (TL / JMS) 5PCS/CTNS,UVT0004,TIONG LIAN FOOD PTE LTD,3.5,3.5,2.3,3.5
2022-10-17,PHOC05,PORK FRONT HOCK OLYMEL-CANADA 15KG/CTNS,UVA0018,AJC INTERNATIONAL,2.3,2.3049999999999997,2.3,2.31
2022-10-17,PIGB02,PORK- PIG BRAIN (PCS) 3PCS/BOX,UVC0001,CASH SUPPLIER (NON-GST),0.7,0.7,0.5,0.7
2022-10-17,PJOW10,PORK JOWL BOSELER 5KG/CTN,UVT0004,TIONG LIAN FOOD PTE LTD,11.5,11.5,11.5,11.5
2022-10-17,PLEG05-03,PORK LEG (SULINA) 18kg/ctns,UVS0008,COUNTRY FOODS PTE LTD,6.85,3.4,3.4,3.5
2022-10-17,PLEM02,PORK LEG MUSCLE 500gm X 20pkt,UVG0006,GUAN SENG COOKED FISH MERCHANT,7.5,7.5,7.5,7.5
2022-10-17,PLIV03,PORK LIVER (HK SCAN) 10kg/ctn,UVO0001,OMNI AQUATIC SUPPLIES PTE LTD,2.5,2.4,2.3,2.5
2022-10-17,PREC03,PORK RECTUMS 10kg/ctns (DAT SCHAUB DENMARK),UVP0002,PIN CORPORATION PTE LTD,7.1,7.1,7.0,7.6
2022-10-17,PRIB01,PORK MEATY RIBLETS (SPAIN-10.03948/L) IWP PACKING,UVA0001,ANGLISS SINGAPORE PTE LTD,5.2,2.1,2.1,2.6
2022-10-17,PRIB01,PORK MEATY RIBLETS (SPAIN-10.03948/L) IWP PACKING,UVG0001,GOODCROP PTE LTD,2.1,2.1,2.1,2.6
2022-10-17,PRIB01-02,PORK MEATY RIBLETS (SULINA) 15kg/ctn,UVE0012,EMERGING SUCCESS PTE LTD,3.0,3.0,3.0,3.0
2022-10-17,PSHO03,PORK SHOULDER (SULINA) 18kg/ctn,UVA0019,AMAX FOODS PTE LTD,10.2,3.4,2.9,3.6
2022-10-17,PSKI01,PORK SKIN 5kg/pkt,UVT0004,TIONG LIAN FOOD PTE LTD,1.6,0.8,0.5,1.0
2022-10-17,PSPA09-02,PORK- SPARERIB (SULINA) 18kg/ctn,UVC0011,CHIP HONG FARM PRODUCT,4.8,4.8,4.29,5.4
2022-10-17,PSPA09-02,PORK- SPARERIB (SULINA) 18kg/ctn,UVS0008,COUNTRY FOODS PTE LTD,4.95,4.8,4.29,5.4
2022-10-17,PSTO12,PORK STOMACH COOKED 10kg/ctn (ATRIA-FINLAND 22),UVG0001,GOODCROP PTE LTD,2.9,2.95,2.9,3.0
2022-10-17,PSWR02,PORK- PORK SWEET RUNNERS (DV-AUST) 2PKT/CTNS,UVT0004,TIONG LIAN FOOD PTE LTD,9.5,9.5,9.5,9.5
2022-10-17,PTRI02,PORK TRIMMING FRESH,UVO0004,OJJ FOODS PTE LTD,9.0,3.0,3.0,3.0
2022-10-17,PTRI03,PORK TRIMMING FROZEN,UVO0004,OJJ FOODS PTE LTD,2.0,2.0,1.3,2.5
2022-10-17,PTRI08,PORK SOFTBONE TRIMMING,UVS0008,COUNTRY FOODS PTE LTD,1.3,1.3,1.3,1.3
2022-10-17,RICE07,RICE- RICE 25KG,UVS0058,SUNRISE FOOD PTE LTD,39.6,39.6,39.6,39.6
2022-10-17,SCA006,SEAFOOD- HALF SHELL SCALLOP WITH ROE 10/12 10X1kg/pkt,UVS0005,SONG FISH DEALER PTE LTD,7.5,7.5,7.5,7.5
2022-10-17,SCR005-02,SEAFOOD- UNBREADED CRAB CLAW 11's 180gm x 50pkt,UVZ0003,ZUZEN FOOD PTE LTD,2.15,2.15,2.15,2.15
2022-10-17,SCS001,SEAFOOD- CRAB STICK 40pkt/ctns (ORANGE STICK-MALAYSIA),UVT0007,DODO MARKETING PTE LTD,1.05,1.125,0.5,1.2
2022-10-17,SEA001,SEAFOOD- SEA CUCUMBER 3-4pcs 1KG,UVG0006,GUAN SENG COOKED FISH MERCHANT,18.0,18.0,18.0,18.0
2022-10-17,SEB001,SEAFOOD- EBI FRY 31/40 22gm/pcs 10pcs/tray,UVE0001,EASTERN HARVEST FOODS (S) PTE LTD,7.0,3.5,3.5,3.5
2022-10-17,SMU001-04,SEAFOOD- 1/2 SHELL BLUE MUSSEL 907GM X 12PKT/CTNS,UVS0005,SONG FISH DEALER PTE LTD,11.34,11.34,11.34,11.34
2022-10-17,SMU002,SEAFOOD- WHOLE MUSSEL 5x1pkt/ctns,UVT0006,THE SEAFOOD COMPANY PTE LTD,5.0,5.0,4.5,5.0
2022-10-17,SOT001,SEAFOOD- SOTONG BALL 36's (SEAWAVES) 12x780gm/pkt,UVS0002,SEAWAVES FROZEN FOOD PTE LTD,8.3,8.3,8.3,8.6
2022-10-17,SOT003-01,SEAFOOD- CUTTLEFISH BALL (FIGO) 400GMX30PKT/CTNS,UVF0021,FARMFOOD TRADING PTE LTD,2.68,2.68,2.68,2.68
2022-10-17,SOYS01,SEAFOOD- SASHIMI OYSTER L 120PCS/CTNS,UVP0001,PAN OCEAN SINGAPORE PTE LTD,1.6,1.6,1.6,1.6
2022-10-17,SOYS09,SEAFOOD- OYSTER SS 7-9g 10x1kg/ctns,UVP0001,PAN OCEAN SINGAPORE PTE LTD,6.5,6.5,5.22,6.5
2022-10-17,SPH004,SEAFOOD- PRAWN HEAD/SHELL (VANNAMEI) 10x1kg/pkt,UVT0006,THE SEAFOOD COMPANY PTE LTD,1.8,1.8,1.6,1.8
2022-10-17,SQU003-05,SEAFOOD- SQUID WHOLE ROUND (10INCH UP) 5kgX2 10kg/ctn,UVE0001,EASTERN HARVEST FOODS (S) PTE LTD,9.5,9.5,9.5,9.5
2022-10-17,SSC002-02,SEAFOOD- FLOWER CRAB 150-200 8KG/CTNS,UVS0005,SONG FISH DEALER PTE LTD,6.0,6.0,6.0,6.0
2022-10-17,SSR03,SEAFOOD- CALAMARI (180pcs/ctn) 10X1kg/ctn,UVE0001,EASTERN HARVEST FOODS (S) PTE LTD,9.0,9.0,9.0,9.0
2022-10-17,SVA004-06,SEAFOOD- VANNAMEI HOSO COOKED 41-50 10X1pkt/ctn (AA-MESTI),UVF0021,FARMFOOD TRADING PTE LTD,10.33,10.33,10.33,10.33
2022-10-17,SVA005,SEAFOOD- VANNAMEI HOSO 31-40 GOLDEN-PERU 700GM/PKT,UVS0005,SONG FISH DEALER PTE LTD,8.5,8.5,8.5,9.5
2022-10-17,SVA008-04,SEAFOOD- VANNAMEI HOSO 41-50pcs A&O 10x1pkt/ctn,UVF0021,FARMFOOD TRADING PTE LTD,7.55,7.55,6.9,9.0
2022-10-24,BBA001,BEEF BALL 1kg/pkt (PING PONG),UVP0014,PING PONG FOODS PTE LTD,18.0,9.0,9.0,9.0
2022-10-24,BBR002,BEEF BRISKET PE * (QUALITY BEEF-BRAZIL),UVM0008,MEGA PACKERS ASSOCIATE PTE LTD,7.8,7.8,6.9,7.8
2022-10-24,BFC005,BEEF FATS 20KG/CTNS (HARVEY-AUST),UVA0001,ANGLISS SINGAPORE PTE LTD,3.6,3.55,3.5,3.6
2022-10-24,BFT004,BEEF FLEXOR TENDON HIND (QUALITY BEEF-BRAZIL),UVM0008,MEGA PACKERS ASSOCIATE PTE LTD,8.5,7.9,7.8,8.5
2022-10-24,BKN001-02,BEEF KNUCKLE (QUALITY BEEF/GJ/MINERVA-BRAZIL),UVA0019,AMAX FOODS PTE LTD,23.4,7.75,6.1,7.8
2022-10-24,BMB002,BEEF MARROW BONE CUT 2 INCH,UVM0008,MEGA PACKERS ASSOCIATE PTE LTD,2.0,2.1,1.9,2.2
2022-10-24,BMI006,BEEF- MINCED BEEF (TUDBOM-SA) 500gmX24pkt,UVC0025,CHEE SONG FOODS PTE LTD,4.7,4.7,4.7,4.7
2022-10-24,BMI007,BEEF- MINCED BEEF (BUTHER'S RIDGE) 300gm,UVS0008,COUNTRY FOODS PTE LTD,3.0,3.0,3.0,3.0
2022-10-24,BOM001-03,BEEF OMASUM BRAZIL,UVM0008,MEGA PACKERS ASSOCIATE PTE LTD,7.5,7.5,7.4,7.6
2022-10-24,BSF002,BEEF- BEEF STIR FRY (BUTHER'S RIDGE) 200gm,UVS0008,COUNTRY FOODS PTE LTD,3.0,3.0,3.0,3.0
2022-10-24,BSP003,BEEF SHORT PLATE BONELESS (USA-IBP),UVC0025,CHEE SONG FOODS PTE LTD,10.5,9.55,9.5,10.5
2022-10-24,BTA001,BEEF TAIL 500gmX20pkt,UVS0008,COUNTRY FOODS PTE LTD,4.5,4.5,4.5,4.5
2022-10-24,BTR003-02,BEEF TRIPE HONEYCOMB (QUALITY/MINERVA),UVA0019,AMAX FOODS PTE LTD,6.5,6.75,6.5,9.3
2022-10-24,BTR003-02,BEEF TRIPE HONEYCOMB (QUALITY/MINERVA),UVM0008,MEGA PACKERS ASSOCIATE PTE LTD,7.0,6.75,6.5,9.3
2022-10-24,CBLL01-02,CHICKEN BONELESS LEG 200gmUP (AVIVAR-BRAZIL) 2kgX6pkt,UVL0014,LP EXPORT DMCC,4.06,3.0,2.47,4.18
2022-10-24,CBLL01-02,CHICKEN BONELESS LEG 200gmUP (AVIVAR-BRAZIL) 2kgX6pkt,UVS0008,COUNTRY FOODS PTE LTD,6.0,3.0,2.47,4.18
2022-10-24,CBLS05,CHICKEN BONELESS SKINLESS LEG (MULTI-BRAZIL) 2kgX6pkt,UVG0001,GOODCROP PTE LTD,4.4,4.3,4.3,4.4
2022-10-24,CBON01,CHICKEN BONE,UVH0019,HUP HENG POULTRY INDUSTRIES PTE LTD,5.01,2.5,2.5,3.56
2022-10-24,CBON01,CHICKEN BONE,UVK0008,KEE SONG FOOD CORPORTION (S) PTE LTD,3.53,2.5,2.5,3.56
2022-10-24,CDRU02,CHICKEN DRUMSTICK TYSON 3X5KG/CTNS,UVG0001,GOODCROP PTE LTD,2.6,2.6,2.6,2.6
2022-10-24,CFAT02,CHICKEN FATS LIQUID,UVT0041,TOH FOOD PTE LTD,4.8,4.8,4.8,4.8
2022-10-24,CFLI001,CHICKEN- FRESH CHICKEN LIVER 2kg/pkt,UVK0008,KEE SONG FOOD CORPORTION (S) PTE LTD,3.0,3.0,2.5,3.0
2022-10-24,CGIZ03,CHICKEN GIZZARD PERDIGAO/ALLIZ 12 X 1KG,UVS0008,COUNTRY FOODS PTE LTD,2.6,2.6,2.5,2.7
2022-10-24,CKAD01,CHICKEN KATSUDON 14pcs 1kgX10pkt,UVP0016,PREMIER FOODS ASIA PTE LTD,7.1,7.1,7.1,7.1
2022-10-24,CMIJ03-01,CHICKEN- MID JOINT 30gm (PERDIGAO) 1kgX16pkt,UVS0008,COUNTRY FOODS PTE LTD,4.2,5.0,4.2,5.0
2022-10-24,CMIJ04,CHICKEN- MID JOINT 30gm (FIRST PRIDE) 1kgX12pkt,UVS0008,COUNTRY FOODS PTE LTD,9.100000000000001,4.9,3.1,4.9
2022-10-24,CMIJ09,CHICKEN- MID JOINT FRANGOSUL 12X1KG/CTNS,UVQ0005,QUALITY MEAT PTE LTD,6.0,2.0,2.0,2.0
2022-10-24,CQUL02,CHICKEN QUARTER LEG (SIMMONS-USA) 15kg/ctn,UVC0025,CHEE SONG FOODS PTE LTD,2.55,2.55,2.55,2.55
2022-10-24,CQUL06,CHICKEN QUARTER LEG (CASEFARM) 15kg/ctn,UVT0021,T&L INDUSTRIES PTE LTD,2.5,2.5,2.5,2.5
2022-10-24,CSBL01,CHICKEN- BLACK CHICKEN 5PCS/PKT,UVK0008,KEE SONG FOOD CORPORTION (S) PTE LTD,11.0,5.5,5.5,5.5
2022-10-24,CSBL01-02,CHICKEN- KAMPONG CHICKEN / FEATHERLESS PULLET,UVK0008,KEE SONG FOOD CORPORTION (S) PTE LTD,9.0,9.0,9.0,9.0
2022-10-24,CSBL01-03,CHICKEN- KAMPONG CHICKEN WHOLE LEG,UVK0008,KEE SONG FOOD CORPORTION (S) PTE LTD,10.5,10.5,10.5,10.5
2022-10-24,CSKI01,CHICKEN SKIN 15kg/ctn,UVB0014,BEAN CITY FOODSTUFF PTE LTD,0.5,0.5,0.5,0.5
2022-10-24,CSOF02,CHICKEN- KNEE CARTILAGE (SEARA) 6X2KG/CTNS,UVQ0005,QUALITY MEAT PTE LTD,6.8,6.8,6.8,6.8
2022-10-24,CWHL14,CHICKEN- WHOLE LEG 230-260GM (FRESH),UVK0008,KEE SONG FOOD CORPORTION (S) PTE LTD,19.0,9.5,9.5,9.5
2022-10-24,CWIN01-03,CHICKEN WING 80-100GM UP (SEARA) 2KGX6PKT,UVM0001,MUA HIN POULTRY FARM PTE LTD,3.8,3.8,3.8,3.8
2022-10-24,CWIN01-05,CHICKEN WING 75-90gm (PERDIAGO) 15kg/ctn,UVM0001,MUA HIN POULTRY FARM PTE LTD,63.0,57.0,57.0,63.0
2022-10-24,CWIN02-07,CHICKEN WING 90-110gm (FIRST PRIDE) 12X1pkt,UVS0008,COUNTRY FOODS PTE LTD,3.9,3.9,3.6,3.9
2022-10-24,CWIN05-04,CHICKEN WING 120GMUP / 120-150gm UP (PD/SEARA/AVIA)15kg/ctn,UVM0001,MUA HIN POULTRY FARM PTE LTD,46.5,45.75,45.75,46.5
2022-10-24,DUCK01-04,DUCK- HALAL FRESH WHOLE DUCK (3.56kg/pcs),UVK0007,KENDO TRADING PTE LTD,11.010000000000002,5.33,4.5,6.0
2022-10-24,DUCK03-02,DUCK- DUCK 3JOINT WING EDEN DUCK 12X1kg/ctn,UVK0007,KENDO TRADING PTE LTD,3.2,3.2,3.2,3.2
2022-10-24,DUCK05-02,DUCK TONGUE,UVM0016,MAMAMI DEAL PTE LTD,15.0,15.0,15.0,19.0
2022-10-24,DUCK06,DUCK HEAD 5KG/PKT,UVK0007,KENDO TRADING PTE LTD,2.0,2.0,2.0,3.5
2022-10-24,DUCK08,DUCK NECKS SKINLESS  10kg/ctn,UVK0007,KENDO TRADING PTE LTD,2.6,2.6,2.6,2.6
2022-10-24,DUCK13,DUCK GIZZARD,UVK0007,KENDO TRADING PTE LTD,6.4,3.2,3.2,3.2
2022-10-24,FBA001-01,FISH- WHOLE BATANG 2-3 FRESH - CLEAN & GUTTER,UVS0005,SONG FISH DEALER PTE LTD,20.4,6.8,5.5,8.2
2022-10-24,FBA006-01,FISH- BATANG STEAK 3-5 2kgX5pkt,UVS0005,SONG FISH DEALER PTE LTD,13.0,6.5,6.1,6.5
2022-10-24,FBE002,FISH- BELT FISH 200-300GM 10KG/CTNS,UVS0005,SONG FISH DEALER PTE LTD,3.5,3.5,3.5,4.5
2022-10-24,FCH002,FISH CHIP RED 500gmX20pkt,UVA0002,ALL BIG FROZEN FOOD PTE LTD,2.9,2.9,2.9,2.9
2022-10-24,FCS001-02,FISH- SASHIMI SALMON CUT 230-250GM,UVS0046,STS SEAFOOD DIRECT PTE LTD,150.0,50.0,49.0,58.0
2022-10-24,FCU001,FISH- CUTTLEFISH 5kg/pkt,UVL0027,LIAN HE FA FOOD MANUFACTURING SDN BHD,15.299999999999999,5.1,5.1,5.1
2022-10-24,FCU002,FISH- BABY CUTTLEFISH 40-60 12X1KG/CTNS,UVE0001,EASTERN HARVEST FOODS (S) PTE LTD,8.5,8.5,8.5,9.8
2022-10-24,FGR004,FISH- FRESH FLOWER GROUPER,UVT0021,T&L INDUSTRIES PTE LTD,23.5,10.5,9.5,13.0
2022-10-24,FRG002,FISH- RED SNAPPER FISH TAIL,UVC0035,TECK CASH SUPPLIER (NON-GST),17.0,17.5,17.0,17.5
2022-10-24,FRG004,FISH- RED GORLY 6-8pcs 2kgX5pkt,UVS0005,SONG FISH DEALER PTE LTD,2.8,3.2,2.8,3.2
2022-10-24,FRM001,FISH- FRESH ANGKOLI FISH,UVC0035,TECK CASH SUPPLIER (NON-GST),10.5,10.5,10.5,10.5
2022-10-24,FRS001-05,FISH- RED SNAPPER FISH HEAD FROZEN 5nos/ctns,UVT0021,T&L INDUSTRIES PTE LTD,85.0,17.0,14.5,17.0
2022-10-24,FRS003,FISH- FRESH RED GROUPER - SMALL,UVC0035,TECK CASH SUPPLIER (NON-GST),22.0,25.0,22.0,27.0
2022-10-24,FSB002-01,FISH- FRESH SEABASS 600-700GM,UVT0033,TIONG HIN FISH MERCHANT CO,13.28,6.779999999999999,6.0,7.45
2022-10-24,FSB002-02-02,FISH- FRESH SEABASS 800-900GM,UVT0033,TIONG HIN FISH MERCHANT CO,33.0,6.6,6.6,6.89
2022-10-24,FSB002-03,FISH- FRESH SEABASS 500-600GM,UVT0021,T&L INDUSTRIES PTE LTD,24.0,6.7,6.7,8.0
2022-10-24,FSB002-03,FISH- FRESH SEABASS 500-600GM,UVT0033,TIONG HIN FISH MERCHANT CO,80.57000000000001,6.7,6.7,8.0
2022-10-24,FSB006,FISH- SEABASS PORTION CUT 250GM/PKT **PKT,UVT0021,T&L INDUSTRIES PTE LTD,2.43,2.43,2.43,2.43
2022-10-24,FSF004-08,FISH- SUTCHI FILLET 400-600gm 6kg/ctn (TWIN) DL 478,UVT0024,TG FISHERY HOLDINGS CORPORATION,15.68,15.32,14.44,17.0
2022-10-24,FSF010-03,FISH- SUTCHI FILLET BUTTERFLY CUT 600-800gm 10/ctns,UVT0024,TG FISHERY HOLDINGS CORPORATION,2.48,2.22,2.17,2.48
2022-10-24,FSF010-06,FISH- SUTCHI FILLET BUTTERFLY CUT 900-1000gm 10kg/ctn,UVT0024,TG FISHERY HOLDINGS CORPORATION,2.48,2.35,2.17,2.87
2022-10-24,FSH001-01,FISH- SHARK FILLET 300GM UP 15KG/CTNS,UVL0005,LEE HUAT SEAFOOD SUPPLIER,5.0,5.0,5.0,5.0
2022-10-24,FSI001,FISH- SHISHAMO 120gm 30pkt/ctn,UVE0001,EASTERN HARVEST FOODS (S) PTE LTD,1.8,1.8,1.8,1.8
2022-10-24,FSN003,FISH- FRESH TOMAN FILLET,UVA0030,AH TECK (TNL),30.599999999999998,11.2,9.5,11.2
2022-10-24,FSN003,FISH- FRESH TOMAN FILLET,UVC0035,TECK CASH SUPPLIER (NON-GST),9.5,11.2,9.5,11.2
2022-10-24,FSN003,FISH- FRESH TOMAN FILLET,UVT0021,T&L INDUSTRIES PTE LTD,22.4,11.2,9.5,11.2
