item_code,description,week_start,vendor_code,vendor_name,total
BBA001,BEEF BALL 1kg/pkt (PING PONG),2022-10-03,UVP0014,PING PONG FOODS PTE LTD,540.0
BBA001,BEEF BALL 1kg/pkt (PING PONG),2022-10-10,UVP0014,PING PONG FOODS PTE LTD,540.0
BBA001,BEEF BALL 1kg/pkt (PING PONG),2022-10-24,UVP0014,PING PONG FOODS PTE LTD,1080.0
BBA001,BEEF BALL 1kg/pkt (PING PONG),2022-11-07,UVP0014,PING PONG FOODS PTE LTD,540.0
BBA001,BEEF BALL 1kg/pkt (PING PONG),2022-11-21,UVP0014,PING PONG FOODS PTE LTD,540.0
BBA001,BEEF BALL 1kg/pkt (PING PONG),2022-11-28,UVP0014,PING PONG FOODS PTE LTD,1080.0
BBA001,BEEF BALL 1kg/pkt (PING PONG),2022-12-12,UVP0014,PING PONG FOODS PTE LTD,900.0
BBA001,BEEF BALL 1kg/pkt (PING PONG),2022-12-19,UVP0014,PING PONG FOODS PTE LTD,540.0
BBA001,BEEF BALL 1kg/pkt (PING PONG),2022-12-26,UVP0014,PING PONG FOODS PTE LTD,540.0
BBA001-01,BEEF & CHICKEN BALL - SWEDISH MEAT BALL 1KG/PKT,2022-10-17,UVP0014,PING PONG FOODS PTE LTD,108.0
BBA001-01,BEEF & CHICKEN BALL - SWEDISH MEAT BALL 1KG/PKT,2022-11-07,UVP0014,PING PONG FOODS PTE LTD,108.0
BBA001-01,BEEF & CHICKEN BALL - SWEDISH MEAT BALL 1KG/PKT,2022-11-28,UVP0014,PING PONG FOODS PTE LTD,108.0
BBR002,BEEF BRISKET PE * (QUALITY BEEF-BRAZIL),2022-10-03,UVC0001,CASH SUPPLIER (NON-GST),190.785
BBR002,BEEF BRISKET PE * (QUALITY BEEF-BRAZIL),2022-10-10,UVM0008,MEGA PACKERS ASSOCIATE PTE LTD,1680.8220000000001
BBR002,BEEF BRISKET PE * (QUALITY BEEF-BRAZIL),2022-10-24,UVM0008,MEGA PACKERS ASSOCIATE PTE LTD,765.2579999999999
BBR002,BEEF BRISKET PE * (QUALITY BEEF-BRAZIL),2022-11-07,UVM0008,MEGA PACKERS ASSOCIATE PTE LTD,1480.3619999999999
BBR002,BEEF BRISKET PE * (QUALITY BEEF-BRAZIL),2022-11-14,UVM0008,MEGA PACKERS ASSOCIATE PTE LTD,1741.818
BBR002,BEEF BRISKET PE * (QUALITY BEEF-BRAZIL),2022-11-28,UVM0008,MEGA PACKERS ASSOCIATE PTE LTD,777.426
BBR002,BEEF BRISKET PE * (QUALITY BEEF-BRAZIL),2022-12-05,UVM0008,MEGA PACKERS ASSOCIATE PTE LTD,734.136
BBR002,BEEF BRISKET PE * (QUALITY BEEF-BRAZIL),2022-12-12,UVM0008,MEGA PACKERS ASSOCIATE PTE LTD,1614.99
BBR002,BEEF BRISKET PE * (QUALITY BEEF-BRAZIL),2022-12-19,UVM0008,MEGA PACKERS ASSOCIATE PTE LTD,1572.402
BBR002,BEEF BRISKET PE * (QUALITY BEEF-BRAZIL),2022-12-26,UVM0008,MEGA PACKERS ASSOCIATE PTE LTD,844.194
BCHO03,BEEF CHOP (STRIPLOIN) STEAK (BUTHER'S RIDGE) 500GMX20PKT,2022-11-21,UVS0008,COUNTRY FOODS PTE LTD,456.0
BCHO03,BEEF CHOP (STRIPLOIN) STEAK (BUTHER'S RIDGE) 500GMX20PKT,2022-12-05,UVS0008,COUNTRY FOODS PTE LTD,1520.0
BCHO03,BEEF CHOP (STRIPLOIN) STEAK (BUTHER'S RIDGE) 500GMX20PKT,2022-12-12,UVS0008,COUNTRY FOODS PTE LTD,1520.0
BCHO05,BEEF MELTIQUE SIRLOIN STEAK 200GM/PCS,2022-11-07,UVC0001,CASH SUPPLIER (NON-GST),2435.0
BCHO05,BEEF MELTIQUE SIRLOIN STEAK 200GM/PCS,2022-11-14,UVC0002,HY CASH SUPPLIER (NON-GST),295.0
BCR001,BEEF CHUCK BRAZIL,2022-09-26,UVA0019,AMAX FOODS PTE LTD,884.8800000000001
BCR001,BEEF CHUCK BRAZIL,2022-10-10,UVA0019,AMAX FOODS PTE LTD,837.72
BCR001,BEEF CHUCK BRAZIL,2022-11-07,UVA0019,AMAX FOODS PTE LTD,912.744
BCR001,BEEF CHUCK BRAZIL,2022-11-21,UVA0019,AMAX FOODS PTE LTD,914.328
BCR001,BEEF CHUCK BRAZIL,2022-12-12,UVA0019,AMAX FOODS PTE LTD,851.4
BCR001,BEEF CHUCK BRAZIL,2022-12-26,UVA0019,AMAX FOODS PTE LTD,909.864
BER002,BEEF EYEROUND CHILLED NZ-SLIVERFIRM,2022-10-03,UVB0006,BEN FOODS (S) PTE LTD,2721.06
BER002,BEEF EYEROUND CHILLED NZ-SLIVERFIRM,2022-10-10,UVB0006,BEN FOODS (S) PTE LTD,2445.66
BFC001,BEEF FATS 25KG/CTNS,2022-11-07,UVH0029,SUPER HI DINING,1000.0
BFC001,BEEF FATS 25KG/CTNS,2022-11-28,UVH0029,SUPER HI DINING,500.0
BFC001,BEEF FATS 25KG/CTNS,2022-12-19,UVH0029,SUPER HI DINING,1000.0
BFC005,BEEF FATS 20KG/CTNS (HARVEY-AUST),2022-10-24,UVA0001,ANGLISS SINGAPORE PTE LTD,360.0
BFC005,BEEF FATS 20KG/CTNS (HARVEY-AUST),2022-12-12,UVK0002,KOH SEE LONG FOOD PTE LTD,3150.0
BFL001,BEEF LIPS / PAPPILAE HARVEY 15KG/CTNS,2022-11-28,UVA0019,AMAX FOODS PTE LTD,63.0
BFT004,BEEF FLEXOR TENDON HIND (QUALITY BEEF-BRAZIL),2022-10-24,UVM0008,MEGA PACKERS ASSOCIATE PTE LTD,4414.475
BFT004,BEEF FLEXOR TENDON HIND (QUALITY BEEF-BRAZIL),2022-10-31,UVA0019,AMAX FOODS PTE LTD,6443.892
BFT004,BEEF FLEXOR TENDON HIND (QUALITY BEEF-BRAZIL),2022-11-07,UVA0019,AMAX FOODS PTE LTD,6388.433999999999
BFT004,BEEF FLEXOR TENDON HIND (QUALITY BEEF-BRAZIL),2022-11-21,UVA0019,AMAX FOODS PTE LTD,8215.684000000001
BFT004,BEEF FLEXOR TENDON HIND (QUALITY BEEF-BRAZIL),2022-11-21,UVK0002,KOH SEE LONG FOOD PTE LTD,6417.12
BFT004,BEEF FLEXOR TENDON HIND (QUALITY BEEF-BRAZIL),2022-12-12,UVA0019,AMAX FOODS PTE LTD,15795.892000000002
BFT004,BEEF FLEXOR TENDON HIND (QUALITY BEEF-BRAZIL),2022-12-19,UVA0019,AMAX FOODS PTE LTD,8007.4400000000005
BFT006,BEEF PADDY WACK (QUALITY BEEF),2022-11-14,UVK0002,KOH SEE LONG FOOD PTE LTD,76.83200000000001
BFT006,BEEF PADDY WACK (QUALITY BEEF),2022-11-21,UVK0002,KOH SEE LONG FOOD PTE LTD,75.552
BFT006,BEEF PADDY WACK (QUALITY BEEF),2022-11-28,UVK0002,KOH SEE LONG FOOD PTE LTD,77.152
BFT006,BEEF PADDY WACK (QUALITY BEEF),2022-12-05,UVK0002,KOH SEE LONG FOOD PTE LTD,77.31200000000001
BFT006,BEEF PADDY WACK (QUALITY BEEF),2022-12-12,UVK0002,KOH SEE LONG FOOD PTE LTD,736.576
BFT006,BEEF PADDY WACK (QUALITY BEEF),2022-12-19,UVK0002,KOH SEE LONG FOOD PTE LTD,74.976
BKN001-02,BEEF KNUCKLE (QUALITY BEEF/GJ/MINERVA-BRAZIL),2022-10-10,UVA0019,AMAX FOODS PTE LTD,31658.328
BKN001-02,BEEF KNUCKLE (QUALITY BEEF/GJ/MINERVA-BRAZIL),2022-10-17,UVA0019,AMAX FOODS PTE LTD,23872.914
BKN001-02,BEEF KNUCKLE (QUALITY BEEF/GJ/MINERVA-BRAZIL),2022-10-24,UVA0019,AMAX FOODS PTE LTD,39706.524
BKN001-02,BEEF KNUCKLE (QUALITY BEEF/GJ/MINERVA-BRAZIL),2022-10-31,UVM0008,MEGA PACKERS ASSOCIATE PTE LTD,20292.402
BKN001-02,BEEF KNUCKLE (QUALITY BEEF/GJ/MINERVA-BRAZIL),2022-11-07,UVI0005,INTEROCEAN FOODS PTE LTD,15815.358
BKN001-02,BEEF KNUCKLE (QUALITY BEEF/GJ/MINERVA-BRAZIL),2022-11-14,UVI0005,INTEROCEAN FOODS PTE LTD,31364.502
BKN001-02,BEEF KNUCKLE (QUALITY BEEF/GJ/MINERVA-BRAZIL),2022-11-21,UVI0005,INTEROCEAN FOODS PTE LTD,22545.172
BKN001-02,BEEF KNUCKLE (QUALITY BEEF/GJ/MINERVA-BRAZIL),2022-11-21,UVJ0018,JB FROZEN FOOD PTE LTD,15229.137
BKN001-02,BEEF KNUCKLE (QUALITY BEEF/GJ/MINERVA-BRAZIL),2022-11-28,UVI0005,INTEROCEAN FOODS PTE LTD,23277.051999999996
BKN001-02,BEEF KNUCKLE (QUALITY BEEF/GJ/MINERVA-BRAZIL),2022-12-05,UVI0005,INTEROCEAN FOODS PTE LTD,30295.575999999997
BKN001-02,BEEF KNUCKLE (QUALITY BEEF/GJ/MINERVA-BRAZIL),2022-12-12,UVI0005,INTEROCEAN FOODS PTE LTD,23208.652
BKN001-02,BEEF KNUCKLE (QUALITY BEEF/GJ/MINERVA-BRAZIL),2022-12-19,UVI0005,INTEROCEAN FOODS PTE LTD,5412.872
BKN001-02,BEEF KNUCKLE (QUALITY BEEF/GJ/MINERVA-BRAZIL),2022-12-19,UVS0008,COUNTRY FOODS PTE LTD,60350.106
BKN001-02,BEEF KNUCKLE (QUALITY BEEF/GJ/MINERVA-BRAZIL),2022-12-26,UVI0005,INTEROCEAN FOODS PTE LTD,15819.974999999999
BKN003,BEEF KNUCKLE CUBE (TFP) 500gmX20pkt,2022-10-03,UVS0008,COUNTRY FOODS PTE LTD,1000.0
BKN003,BEEF KNUCKLE CUBE (TFP) 500gmX20pkt,2022-10-10,UVS0008,COUNTRY FOODS PTE LTD,1000.0
BKN003,BEEF KNUCKLE CUBE (TFP) 500gmX20pkt,2022-10-17,UVS0008,COUNTRY FOODS PTE LTD,1000.0
BKN003,BEEF KNUCKLE CUBE (TFP) 500gmX20pkt,2022-11-07,UVC0025,CHEE SONG FOODS PTE LTD,588.0
BKN004,BEEF KNUCKLE CUBE 500GM/PKT [HALAL],2022-11-07,UVC0025,CHEE SONG FOODS PTE LTD,1176.0
BKN005,BEEF KNUCKLE CUBE (BUTHER'S RIDGE) 500GMX20PKT,2022-11-07,UVS0008,COUNTRY FOODS PTE LTD,848.0
BKN005,BEEF KNUCKLE CUBE (BUTHER'S RIDGE) 500GMX20PKT,2022-11-14,UVS0008,COUNTRY FOODS PTE LTD,530.0
BKN005,BEEF KNUCKLE CUBE (BUTHER'S RIDGE) 500GMX20PKT,2022-12-12,UVS0008,COUNTRY FOODS PTE LTD,1590.0
BKN005,BEEF KNUCKLE CUBE (BUTHER'S RIDGE) 500GMX20PKT,2022-12-19,UVS0008,COUNTRY FOODS PTE LTD,1060.0
BKN005,BEEF KNUCKLE CUBE (BUTHER'S RIDGE) 500GMX20PKT,2022-12-26,UVS0008,COUNTRY FOODS PTE LTD,2120.0
BLI001,BEEF LIVER,2022-12-05,UVK0002,KOH SEE LONG FOOD PTE LTD,73.888
BLO001,BEEF- LEG OF BEEF,2022-09-26,UVA0019,AMAX FOODS PTE LTD,4653.12
BLU001,BEEF LUNG,2022-11-07,UVA0019,AMAX FOODS PTE LTD,34.56
BLU001,BEEF LUNG,2022-11-07,UVK0002,KOH SEE LONG FOOD PTE LTD,143.15
BMB002,BEEF MARROW BONE CUT 2 INCH,2022-10-10,UVA0019,AMAX FOODS PTE LTD,1629.915
BMB002,BEEF MARROW BONE CUT 2 INCH,2022-10-24,UVM0008,MEGA PACKERS ASSOCIATE PTE LTD,1091.16
BMB002,BEEF MARROW BONE CUT 2 INCH,2022-10-31,UVM0008,MEGA PACKERS ASSOCIATE PTE LTD,1103.36
BMB002,BEEF MARROW BONE CUT 2 INCH,2022-11-07,UVM0008,MEGA PACKERS ASSOCIATE PTE LTD,1175.6
BMB002,BEEF MARROW BONE CUT 2 INCH,2022-11-14,UVM0008,MEGA PACKERS ASSOCIATE PTE LTD,614.54
BMB002,BEEF MARROW BONE CUT 2 INCH,2022-11-21,UVG0016,GOLD HOG SUPPLY PTE LTD,1713.075
BMB002,BEEF MARROW BONE CUT 2 INCH,2022-11-21,UVK0002,KOH SEE LONG FOOD PTE LTD,128.37
BMB002,BEEF MARROW BONE CUT 2 INCH,2022-11-28,UVG0016,GOLD HOG SUPPLY PTE LTD,1687.2450000000001
BMB002,BEEF MARROW BONE CUT 2 INCH,2022-12-05,UVG0016,GOLD HOG SUPPLY PTE LTD,1786.0500000000002
BMB002,BEEF MARROW BONE CUT 2 INCH,2022-12-19,UVG0016,GOLD HOG SUPPLY PTE LTD,1871.205
BMB002,BEEF MARROW BONE CUT 2 INCH,2022-12-26,UVG0016,GOLD HOG SUPPLY PTE LTD,399.84000000000003
BMI002,BEEF- MINCED BEEF 2KGX5PKT/CTNS,2022-10-17,UVT0021,T&L INDUSTRIES PTE LTD,225.0
BMI002,BEEF- MINCED BEEF 2KGX5PKT/CTNS,2022-12-12,UVT0021,T&L INDUSTRIES PTE LTD,136.4
BMI002,BEEF- MINCED BEEF 2KGX5PKT/CTNS,2022-12-19,UVT0021,T&L INDUSTRIES PTE LTD,550.0
BMI003,BEEF- TRIMMING MINCED BEEF,2022-11-28,UVT0021,T&L INDUSTRIES PTE LTD,509.99999999999994
BMI005,BEEF- MINCED BEEF (TFP) 300gmX20pkt,2022-10-03,UVS0008,COUNTRY FOODS PTE LTD,560.0
BMI005,BEEF- MINCED BEEF (TFP) 300gmX20pkt,2022-10-10,UVS0008,COUNTRY FOODS PTE LTD,1120.0
BMI005,BEEF- MINCED BEEF (TFP) 300gmX20pkt,2022-11-07,UVC0025,CHEE SONG FOODS PTE LTD,1404.0
BMI006,BEEF- MINCED BEEF (TUDBOM-SA) 500gmX24pkt,2022-10-24,UVC0025,CHEE SONG FOODS PTE LTD,1128.0
BMI007,BEEF- MINCED BEEF (BUTHER'S RIDGE) 300gm,2022-10-24,UVS0008,COUNTRY FOODS PTE LTD,300.0
BMI007,BEEF- MINCED BEEF (BUTHER'S RIDGE) 300gm,2022-10-31,UVS0008,COUNTRY FOODS PTE LTD,900.0
BMI007,BEEF- MINCED BEEF (BUTHER'S RIDGE) 300gm,2022-11-07,UVS0008,COUNTRY FOODS PTE LTD,900.0
BMI007,BEEF- MINCED BEEF (BUTHER'S RIDGE) 300gm,2022-11-21,UVS0008,COUNTRY FOODS PTE LTD,300.0
BMI007,BEEF- MINCED BEEF (BUTHER'S RIDGE) 300gm,2022-11-28,UVS0008,COUNTRY FOODS PTE LTD,600.0
BMI007,BEEF- MINCED BEEF (BUTHER'S RIDGE) 300gm,2022-12-05,UVS0008,COUNTRY FOODS PTE LTD,600.0
BMI007,BEEF- MINCED BEEF (BUTHER'S RIDGE) 300gm,2022-12-12,UVS0008,COUNTRY FOODS PTE LTD,2100.0
BMI007,BEEF- MINCED BEEF (BUTHER'S RIDGE) 300gm,2022-12-19,UVS0008,COUNTRY FOODS PTE LTD,1800.0
BMI007,BEEF- MINCED BEEF (BUTHER'S RIDGE) 300gm,2022-12-26,UVS0008,COUNTRY FOODS PTE LTD,1200.0
BMM004,BEEF STRIPLOIN (MELTIQUE-AUST),2022-11-21,UVE0008,EURACO FINEFOOD PTE LTD,10658.18
BMM004,BEEF STRIPLOIN (MELTIQUE-AUST),2022-11-28,UVB0006,BEN FOODS (S) PTE LTD,694.725
BMM004,BEEF STRIPLOIN (MELTIQUE-AUST),2022-12-12,UVE0008,EURACO FINEFOOD PTE LTD,9856.08
BMM004,BEEF STRIPLOIN (MELTIQUE-AUST),2022-12-26,UVE0008,EURACO FINEFOOD PTE LTD,10220.08
BMS001,BEEF MEAT SLICED 6X2KG/CTNS [HALAL],2022-11-21,UVT0021,T&L INDUSTRIES PTE LTD,17.6
BOM001,BEEF OMASUM 17KG/CTNS,2022-10-03,UVA0019,AMAX FOODS PTE LTD,2448.0
BOM001,BEEF OMASUM 17KG/CTNS,2022-10-31,UVK0002,KOH SEE LONG FOOD PTE LTD,731.7
BOM001-02,BEEF OMASUM AUST 20KG/CTNS,2022-11-07,UVS0008,COUNTRY FOODS PTE LTD,3800.0
BOM001-02,BEEF OMASUM AUST 20KG/CTNS,2022-11-14,UVS0008,COUNTRY FOODS PTE LTD,2203.392
BOM001-02,BEEF OMASUM AUST 20KG/CTNS,2022-12-19,UVM0001,MUA HIN POULTRY FARM PTE LTD,819.9999999999999
BOM001-02,BEEF OMASUM AUST 20KG/CTNS,2022-12-26,UVM0001,MUA HIN POULTRY FARM PTE LTD,4920.0
BOM001-03,BEEF OMASUM BRAZIL,2022-10-17,UVM0008,MEGA PACKERS ASSOCIATE PTE LTD,4224.975
BOM001-03,BEEF OMASUM BRAZIL,2022-10-24,UVM0008,MEGA PACKERS ASSOCIATE PTE LTD,3834.2250000000004
BOM001-03,BEEF OMASUM BRAZIL,2022-10-31,UVK0002,KOH SEE LONG FOOD PTE LTD,2250.6749999999997
BOM001-03,BEEF OMASUM BRAZIL,2022-10-31,UVM0008,MEGA PACKERS ASSOCIATE PTE LTD,1214.784
BOM001-03,BEEF OMASUM BRAZIL,2022-11-14,UVK0002,KOH SEE LONG FOOD PTE LTD,756.9
BOM001-03,BEEF OMASUM BRAZIL,2022-11-14,UVS0008,COUNTRY FOODS PTE LTD,836.608
BOM001-03,BEEF OMASUM BRAZIL,2022-11-21,UVK0002,KOH SEE LONG FOOD PTE LTD,6763.349999999999
BOM001-03,BEEF OMASUM BRAZIL,2022-12-26,UVK0002,KOH SEE LONG FOOD PTE LTD,751.5749999999999
BOM002,BEEF OMASUM (AFFCO),2022-10-10,UVH0029,SUPER HI DINING,2442.09
BOM002,BEEF OMASUM (AFFCO),2022-11-07,UVG0016,GOLD HOG SUPPLY PTE LTD,1955.04
BOM002,BEEF OMASUM (AFFCO),2022-11-14,UVG0016,GOLD HOG SUPPLY PTE LTD,8779.04
BPA003,BEEF BURGER PATTIES (SADIA) 320GM X 20PKT,2022-11-07,UVC0025,CHEE SONG FOODS PTE LTD,598.0
BPA003-02,BEEF BURGER PATTIES CLASSIC 20X320gm,2022-10-31,UVS0008,COUNTRY FOODS PTE LTD,480.0
BPA003-02,BEEF BURGER PATTIES CLASSIC 20X320gm,2022-11-21,UVS0008,COUNTRY FOODS PTE LTD,300.0
BPA003-02,BEEF BURGER PATTIES CLASSIC 20X320gm,2022-12-05,UVS0008,COUNTRY FOODS PTE LTD,360.0
BPA003-02,BEEF BURGER PATTIES CLASSIC 20X320gm,2022-12-12,UVS0008,COUNTRY FOODS PTE LTD,300.0
BPA004,BEEF BURGER PEPPER & ONION (BLACK PRIMO SADIA) 420GM X 15PKT,2022-11-07,UVC0025,CHEE SONG FOODS PTE LTD,321.75
BPA004,BEEF BURGER PEPPER & ONION (BLACK PRIMO SADIA) 420GM X 15PKT,2022-12-05,UVS0008,COUNTRY FOODS PTE LTD,330.0
BPA004,BEEF BURGER PEPPER & ONION (BLACK PRIMO SADIA) 420GM X 15PKT,2022-12-12,UVS0008,COUNTRY FOODS PTE LTD,330.0
BPA004,BEEF BURGER PEPPER & ONION (BLACK PRIMO SADIA) 420GM X 15PKT,2022-12-19,UVS0008,COUNTRY FOODS PTE LTD,330.0
BPA004-01,BEEF BURGER CHEDDAR CHEESE (GOURMET) 15X420gm,2022-12-05,UVS0008,COUNTRY FOODS PTE LTD,396.0
BPA004-01,BEEF BURGER CHEDDAR CHEESE (GOURMET) 15X420gm,2022-12-12,UVS0008,COUNTRY FOODS PTE LTD,330.0
BRE0011,CHILLED BEEF RIBEYE PS CUBEROLL NZ SILVERFERN,2022-10-10,UVB0006,BEN FOODS (S) PTE LTD,3937.07
BRE0011,CHILLED BEEF RIBEYE PS CUBEROLL NZ SILVERFERN,2022-12-05,UVH0021,HEINRICH FOOD PTE LTD,398.72
BRE005,BEEF RIBEYE / CUBEROLL (MONDELI),2022-11-14,UVA0019,AMAX FOODS PTE LTD,9307.896
BRE005,BEEF RIBEYE / CUBEROLL (MONDELI),2022-12-19,UVA0019,AMAX FOODS PTE LTD,7100.496
BRF002,BEEF RIB FINGER (BRAZIL-MINERVA/MONDELI/QUALITY BEEF),2022-12-12,UVA0019,AMAX FOODS PTE LTD,10792.382000000001
BRF002,BEEF RIB FINGER (BRAZIL-MINERVA/MONDELI/QUALITY BEEF),2022-12-26,UVA0019,AMAX FOODS PTE LTD,10738.658000000001
BSF001,BEEF STIR FRY (TFP) 200gmX20pkt,2022-10-03,UVS0008,COUNTRY FOODS PTE LTD,240.0
BSF001,BEEF STIR FRY (TFP) 200gmX20pkt,2022-10-10,UVS0008,COUNTRY FOODS PTE LTD,960.0
BSF001,BEEF STIR FRY (TFP) 200gmX20pkt,2022-11-07,UVC0025,CHEE SONG FOODS PTE LTD,936.0
BSF002,BEEF- BEEF STIR FRY (BUTHER'S RIDGE) 200gm,2022-10-24,UVS0008,COUNTRY FOODS PTE LTD,300.0
BSF002,BEEF- BEEF STIR FRY (BUTHER'S RIDGE) 200gm,2022-10-31,UVS0008,COUNTRY FOODS PTE LTD,900.0
BSF002,BEEF- BEEF STIR FRY (BUTHER'S RIDGE) 200gm,2022-11-21,UVS0008,COUNTRY FOODS PTE LTD,300.0
BSF002,BEEF- BEEF STIR FRY (BUTHER'S RIDGE) 200gm,2022-11-28,UVS0008,COUNTRY FOODS PTE LTD,300.0
BSF002,BEEF- BEEF STIR FRY (BUTHER'S RIDGE) 200gm,2022-12-05,UVS0008,COUNTRY FOODS PTE LTD,600.0
BSF002,BEEF- BEEF STIR FRY (BUTHER'S RIDGE) 200gm,2022-12-12,UVS0008,COUNTRY FOODS PTE LTD,1500.0
BSF002,BEEF- BEEF STIR FRY (BUTHER'S RIDGE) 200gm,2022-12-19,UVS0008,COUNTRY FOODS PTE LTD,1200.0
BSF002,BEEF- BEEF STIR FRY (BUTHER'S RIDGE) 200gm,2022-12-26,UVS0008,COUNTRY FOODS PTE LTD,1200.0
BSH004,BEEF SHIN/SHANK (QUALITY BEEF-BRAZIL),2022-11-14,UVC0001,CASH SUPPLIER (NON-GST),1327.55
BSH004,BEEF SHIN/SHANK (QUALITY BEEF-BRAZIL),2022-11-28,UVG0001,GOODCROP PTE LTD,3443.1000000000004
BSH004,BEEF SHIN/SHANK (QUALITY BEEF-BRAZIL),2022-12-05,UVN0011,NEW DAWN FROZEN FOOD PTE LTD,2353.408
BSH004,BEEF SHIN/SHANK (QUALITY BEEF-BRAZIL),2022-12-12,UVA0019,AMAX FOODS PTE LTD,2533.65
BSH004,BEEF SHIN/SHANK (QUALITY BEEF-BRAZIL),2022-12-19,UVS0008,COUNTRY FOODS PTE LTD,2976.655
BSH004,BEEF SHIN/SHANK (QUALITY BEEF-BRAZIL),2022-12-26,UVS0008,COUNTRY FOODS PTE LTD,2656.775
BSL001-03,BEEF STRIPLOIN (BEAUVALLET-BRAZIL),2022-11-28,UVK0002,KOH SEE LONG FOOD PTE LTD,237.93
BSL001-03,BEEF STRIPLOIN (BEAUVALLET-BRAZIL),2022-12-05,UVK0002,KOH SEE LONG FOOD PTE LTD,261.45
BSL001-05,CHILLED BEEF STRIPLOIN (PS NZ SILVERFERN / AUST MIDFIELD)),2022-11-21,UVH0021,HEINRICH FOOD PTE LTD,370.11
BSP003,BEEF SHORT PLATE BONELESS (USA-IBP),2022-10-03,UVC0025,CHEE SONG FOODS PTE LTD,2991.45
BSP003,BEEF SHORT PLATE BONELESS (USA-IBP),2022-10-10,UVC0025,CHEE SONG FOODS PTE LTD,3093.3
BSP003,BEEF SHORT PLATE BONELESS (USA-IBP),2022-10-17,UVC0025,CHEE SONG FOODS PTE LTD,4313.28
BSP003,BEEF SHORT PLATE BONELESS (USA-IBP),2022-10-24,UVC0025,CHEE SONG FOODS PTE LTD,4786.95
BSP003,BEEF SHORT PLATE BONELESS (USA-IBP),2022-11-07,UVC0025,CHEE SONG FOODS PTE LTD,1652.175
BSP003,BEEF SHORT PLATE BONELESS (USA-IBP),2022-11-14,UVC0025,CHEE SONG FOODS PTE LTD,3109.575
BSP003,BEEF SHORT PLATE BONELESS (USA-IBP),2022-11-21,UVC0025,CHEE SONG FOODS PTE LTD,1604.7150000000001
BSP003,BEEF SHORT PLATE BONELESS (USA-IBP),2022-11-28,UVC0025,CHEE SONG FOODS PTE LTD,4489.795
BSP003,BEEF SHORT PLATE BONELESS (USA-IBP),2022-12-05,UVC0025,CHEE SONG FOODS PTE LTD,2871.85
BSP003,BEEF SHORT PLATE BONELESS (USA-IBP),2022-12-12,UVC0025,CHEE SONG FOODS PTE LTD,5840.3150000000005
BSP003,BEEF SHORT PLATE BONELESS (USA-IBP),2022-12-19,UVC0025,CHEE SONG FOODS PTE LTD,4457.495
BSP003,BEEF SHORT PLATE BONELESS (USA-IBP),2022-12-26,UVC0025,CHEE SONG FOODS PTE LTD,1415.785
BSR002-01,BEEF SHORTRIB BONELESS CHOICE OR HIGHER SWIFT,2022-10-31,UVC0025,CHEE SONG FOODS PTE LTD,699.1999999999999
BSR002-01,BEEF SHORTRIB BONELESS CHOICE OR HIGHER SWIFT,2022-11-21,UVH0021,HEINRICH FOOD PTE LTD,2738.88
BSR002-01,BEEF SHORTRIB BONELESS CHOICE OR HIGHER SWIFT,2022-12-19,UVC0025,CHEE SONG FOODS PTE LTD,815.34
BSR002-01,BEEF SHORTRIB BONELESS CHOICE OR HIGHER SWIFT,2022-12-26,UVC0025,CHEE SONG FOODS PTE LTD,702.7760000000001
BSR004-03,BEEF SHORTRIB BONE IN (BEAUVALLET-BRAZIL),2022-11-07,UVK0002,KOH SEE LONG FOOD PTE LTD,297.024
BSR004-03,BEEF SHORTRIB BONE IN (BEAUVALLET-BRAZIL),2022-12-19,UVK0002,KOH SEE LONG FOOD PTE LTD,152.1
BSU001-01,BEEF SUKIYAKI (TFP) 400gmX20pkt,2022-10-03,UVS0008,COUNTRY FOODS PTE LTD,1120.0
BSU001-01,BEEF SUKIYAKI (TFP) 400gmX20pkt,2022-10-17,UVS0008,COUNTRY FOODS PTE LTD,1120.0
BSU001-02,BEEF SUKIYAKI (BUTHER'S RIDGE) 400GMX20PKT,2022-11-21,UVS0008,COUNTRY FOODS PTE LTD,1120.0
BSU001-02,BEEF SUKIYAKI (BUTHER'S RIDGE) 400GMX20PKT,2022-12-05,UVS0008,COUNTRY FOODS PTE LTD,1400.0
BSU001-02,BEEF SUKIYAKI (BUTHER'S RIDGE) 400GMX20PKT,2022-12-12,UVC0001,CASH SUPPLIER (NON-GST),120.0
BSU001-02,BEEF SUKIYAKI (BUTHER'S RIDGE) 400GMX20PKT,2022-12-12,UVS0008,COUNTRY FOODS PTE LTD,1400.0
BSU003,BEEF SHABU SHABU (TFP) 400gmX20pkt,2022-10-03,UVS0008,COUNTRY FOODS PTE LTD,1280.0
BSU003,BEEF SHABU SHABU (TFP) 400gmX20pkt,2022-10-10,UVS0008,COUNTRY FOODS PTE LTD,640.0
BSU003,BEEF SHABU SHABU (TFP) 400gmX20pkt,2022-10-17,UVS0008,COUNTRY FOODS PTE LTD,1280.0
BSU003-02,BEEF SHABU SHABU (BUTHER'S RIDGE) 400GMX20PKT,2022-11-21,UVS0008,COUNTRY FOODS PTE LTD,700.0
BSU003-02,BEEF SHABU SHABU (BUTHER'S RIDGE) 400GMX20PKT,2022-12-05,UVS0008,COUNTRY FOODS PTE LTD,1400.0
BSU003-02,BEEF SHABU SHABU (BUTHER'S RIDGE) 400GMX20PKT,2022-12-12,UVS0008,COUNTRY FOODS PTE LTD,2100.0
