item_code,description,week_start,vendor_code,vendor_name,total
OHD001,OTHER- HOT DOG 340gm (PERDIX) 24pkt/ctn,2022-10-03,UVT0040,TRADE-PRO TRADING PTE LTD,2376.0
OHD001,OTHER- HOT DOG 340gm (PERDIX) 24pkt/ctn,2022-10-10,UVT0040,TRADE-PRO TRADING PTE LTD,2376.0
OHD001,OTHER- HOT DOG 340gm (PERDIX) 24pkt/ctn,2022-10-17,UVT0040,TRADE-PRO TRADING PTE LTD,2376.0
OHD001,OTHER- HOT DOG 340gm (PERDIX) 24pkt/ctn,2022-10-24,UVT0040,TRADE-PRO TRADING PTE LTD,2376.0
OHD001,OTHER- HOT DOG 340gm (PERDIX) 24pkt/ctn,2022-11-07,UVT0040,TRADE-PRO TRADING PTE LTD,2376.0
OHD001,OTHER- HOT DOG 340gm (PERDIX) 24pkt/ctn,2022-11-21,UVJ0018,JB FROZEN FOOD PTE LTD,1922.4
OHD001,OTHER- HOT DOG 340gm (PERDIX) 24pkt/ctn,2022-12-05,UVJ0018,JB FROZEN FOOD PTE LTD,1922.4
OHD001,OTHER- HOT DOG 340gm (PERDIX) 24pkt/ctn,2022-12-19,UVJ0018,JB FROZEN FOOD PTE LTD,1922.4
OHD0011,OTHER- C.COCKTAIL CHEESE SAUSAGE 12X1KG/PKT,2022-10-03,UVH0004,HA LI FA PTE LTD,1080.0
OHD0011,OTHER- C.COCKTAIL CHEESE SAUSAGE 12X1KG/PKT,2022-10-10,UVH0004,HA LI FA PTE LTD,1080.0
OHD0011,OTHER- C.COCKTAIL CHEESE SAUSAGE 12X1KG/PKT,2022-10-17,UVH0004,HA LI FA PTE LTD,1080.0
OHD0012,OTHER- C.COCKTAIL CHEESE SAUSAGE 20X500KG/CTNS,2022-10-17,UVS0008,COUNTRY FOODS PTE LTD,2880.0
OHD0012,OTHER- C.COCKTAIL CHEESE SAUSAGE 20X500KG/CTNS,2022-10-24,UVS0008,COUNTRY FOODS PTE LTD,2880.0
OHD0012,OTHER- C.COCKTAIL CHEESE SAUSAGE 20X500KG/CTNS,2022-10-31,UVS0008,COUNTRY FOODS PTE LTD,4320.0
OHD0012,OTHER- C.COCKTAIL CHEESE SAUSAGE 20X500KG/CTNS,2022-11-07,UVS0008,COUNTRY FOODS PTE LTD,3240.0
OHD0012,OTHER- C.COCKTAIL CHEESE SAUSAGE 20X500KG/CTNS,2022-11-21,UVS0008,COUNTRY FOODS PTE LTD,2880.0
OHD0012,OTHER- C.COCKTAIL CHEESE SAUSAGE 20X500KG/CTNS,2022-11-28,UVS0008,COUNTRY FOODS PTE LTD,3600.0
OHD0012,OTHER- C.COCKTAIL CHEESE SAUSAGE 20X500KG/CTNS,2022-12-05,UVS0008,COUNTRY FOODS PTE LTD,3600.0
OHD0012,OTHER- C.COCKTAIL CHEESE SAUSAGE 20X500KG/CTNS,2022-12-12,UVS0008,COUNTRY FOODS PTE LTD,2160.0
OHD0012,OTHER- C.COCKTAIL CHEESE SAUSAGE 20X500KG/CTNS,2022-12-19,UVS0008,COUNTRY FOODS PTE LTD,7200.0
OHD002,OTHER- HOT DOG 340gm (KESKINOGLU-TURKEY) 24pkt/ctn,2022-10-24,UVI0001,INTERNATIONAL FOOD CONNECTORS BV,23040.0
OHD004,OTHER- HOT DOG 340gm (SADIA) 24pkt/ctn,2022-10-10,UVS0008,COUNTRY FOODS PTE LTD,1440.0
OHD004,OTHER- HOT DOG 340gm (SADIA) 24pkt/ctn,2022-11-07,UVS0008,COUNTRY FOODS PTE LTD,1200.0
OHD004,OTHER- HOT DOG 340gm (SADIA) 24pkt/ctn,2022-11-28,UVS0008,COUNTRY FOODS PTE LTD,1320.0
OHD004,OTHER- HOT DOG 340gm (SADIA) 24pkt/ctn,2022-12-26,UVS0008,COUNTRY FOODS PTE LTD,1200.0
OHD006,OTHER- CHICKEN CHEESE SAUSAGE 32X235GM/CTNS,2022-10-10,UVS0008,COUNTRY FOODS PTE LTD,560.0
OHD006,OTHER- CHICKEN CHEESE SAUSAGE 32X235GM/CTNS,2022-10-24,UVS0008,COUNTRY FOODS PTE LTD,1120.0
OHD006,OTHER- CHICKEN CHEESE SAUSAGE 32X235GM/CTNS,2022-11-28,UVS0008,COUNTRY FOODS PTE LTD,280.0
OHD007-01,OTHER- HOT DOG 300gm (BLACK PEPPER-AYAMAS) 32pkt/ctn,2022-12-12,UVQ0003,QSR TRADING SDN BHD,2688.0
OHD008,OTHER- HOT DOG 340gm (VALLEY CHEF) 32pkt/ctn,2022-10-03,UVD0001,DCH AURIGA (SINGAPORE),1504.0
OHD008,OTHER- HOT DOG 340gm (VALLEY CHEF) 32pkt/ctn,2022-12-05,UVD0001,DCH AURIGA (SINGAPORE),752.0
OHD012,OTHER- PORK SAUSAGE WITH CORN,2022-09-26,UVS0061,SHISHANGFOOD PTE LTD,60.0
OHD012,OTHER- PORK SAUSAGE WITH CORN,2022-10-24,UVS0061,SHISHANGFOOD PTE LTD,360.0
OHD012,OTHER- PORK SAUSAGE WITH CORN,2022-10-31,UVS0061,SHISHANGFOOD PTE LTD,150.0
OHD012-03,OTHER- PORK SMOKED SAUSAGE WITH SALTED EGG,2022-10-24,UVS0061,SHISHANGFOOD PTE LTD,525.0
OHD012-03,OTHER- PORK SMOKED SAUSAGE WITH SALTED EGG,2022-10-31,UVS0061,SHISHANGFOOD PTE LTD,175.0
OHD012-04,OTHER- PORK SMOKED SAUSAGE ORIGINAL,2022-09-26,UVS0061,SHISHANGFOOD PTE LTD,96.0
OHD012-04,OTHER- PORK SMOKED SAUSAGE ORIGINAL,2022-10-10,UVS0061,SHISHANGFOOD PTE LTD,30.0
OHD012-04,OTHER- PORK SMOKED SAUSAGE ORIGINAL,2022-10-24,UVS0061,SHISHANGFOOD PTE LTD,250.0
OHD012-04,OTHER- PORK SMOKED SAUSAGE ORIGINAL,2022-10-31,UVS0061,SHISHANGFOOD PTE LTD,30.0
OHD012-04,OTHER- PORK SMOKED SAUSAGE ORIGINAL,2022-11-07,UVS0061,SHISHANGFOOD PTE LTD,90.0
OHD012-04,OTHER- PORK SMOKED SAUSAGE ORIGINAL,2022-11-28,UVS0061,SHISHANGFOOD PTE LTD,120.0
OHD012-04,OTHER- PORK SMOKED SAUSAGE ORIGINAL,2022-12-12,UVS0061,SHISHANGFOOD PTE LTD,18.0
OHD012-04,OTHER- PORK SMOKED SAUSAGE ORIGINAL,2022-12-19,UVS0061,SHISHANGFOOD PTE LTD,75.0
OHD012-04,OTHER- PORK SMOKED SAUSAGE ORIGINAL,2022-12-26,UVS0061,SHISHANGFOOD PTE LTD,45.0
OHD012-05,OTHER- PORK SAUSAGE,2022-09-26,UVS0061,SHISHANGFOOD PTE LTD,75.0
OHD012-05,OTHER- PORK SAUSAGE,2022-10-24,UVS0061,SHISHANGFOOD PTE LTD,225.0
OHD012-05,OTHER- PORK SAUSAGE,2022-10-31,UVS0061,SHISHANGFOOD PTE LTD,75.0
OHD022,OTHER- PORK CHORIZO 1KG/PKT,2022-12-19,UVG0025,GOURMET CHEFS PTE LTD,10.8
OHD026,OTHER- PORK BRATWURST GERMANY SAUSAGE 1KG/PKT,2022-12-19,UVG0025,GOURMET CHEFS PTE LTD,43.2
OHD027,OTHER- CHICKEN VIENNA 6' 50gm/pcs 20pcs/pkt,2022-12-19,UVG0025,GOURMET CHEFS PTE LTD,130.0
OHD027,OTHER- CHICKEN VIENNA 6' 50gm/pcs 20pcs/pkt,2022-12-26,UVG0025,GOURMET CHEFS PTE LTD,13.0
OKA002,OTHER- CHICKEN KARAAGE 18X400GM/CTNS,2022-10-10,UVS0008,COUNTRY FOODS PTE LTD,205.2
OKA002,OTHER- CHICKEN KARAAGE 18X400GM/CTNS,2022-10-24,UVS0008,COUNTRY FOODS PTE LTD,205.2
OKA002,OTHER- CHICKEN KARAAGE 18X400GM/CTNS,2022-11-07,UVS0008,COUNTRY FOODS PTE LTD,378.0
OKA002,OTHER- CHICKEN KARAAGE 18X400GM/CTNS,2022-11-28,UVS0008,COUNTRY FOODS PTE LTD,378.0
OKA002,OTHER- CHICKEN KARAAGE 18X400GM/CTNS,2022-12-05,UVS0008,COUNTRY FOODS PTE LTD,226.8
OKA002,OTHER- CHICKEN KARAAGE 18X400GM/CTNS,2022-12-26,UVS0008,COUNTRY FOODS PTE LTD,378.0
OKR001,OTHER- KOEAN RICE CAKE (TTEOKBBOKY) 600GM X 12PKT,2022-10-17,UVE0001,EASTERN HARVEST FOODS (S) PTE LTD,62.400000000000006
OKR001,OTHER- KOEAN RICE CAKE (TTEOKBBOKY) 600GM X 12PKT,2022-10-24,UVE0001,EASTERN HARVEST FOODS (S) PTE LTD,93.60000000000001
OKR001,OTHER- KOEAN RICE CAKE (TTEOKBBOKY) 600GM X 12PKT,2022-11-07,UVE0001,EASTERN HARVEST FOODS (S) PTE LTD,62.400000000000006
OKR001,OTHER- KOEAN RICE CAKE (TTEOKBBOKY) 600GM X 12PKT,2022-11-28,UVE0001,EASTERN HARVEST FOODS (S) PTE LTD,156.0
OKR001,OTHER- KOEAN RICE CAKE (TTEOKBBOKY) 600GM X 12PKT,2022-12-19,UVE0001,EASTERN HARVEST FOODS (S) PTE LTD,93.60000000000001
OKR003,OTHER- GLUTINOUS RICE CAKE (260g),2022-10-31,UVN0012,NEW RETAIL INTERNATIONAL PTE LTD,1263.6
OKR003,OTHER- GLUTINOUS RICE CAKE (260g),2022-12-12,UVN0012,NEW RETAIL INTERNATIONAL PTE LTD,2430.0
OMO002,OTHER- MOZZ SHREDDED 2kgX6pkt,2022-10-03,UVA0001,ANGLISS SINGAPORE PTE LTD,180.0
OMO002,OTHER- MOZZ SHREDDED 2kgX6pkt,2022-10-17,UVA0001,ANGLISS SINGAPORE PTE LTD,180.0
OMO002,OTHER- MOZZ SHREDDED 2kgX6pkt,2022-10-24,UVA0001,ANGLISS SINGAPORE PTE LTD,180.0
OMO002,OTHER- MOZZ SHREDDED 2kgX6pkt,2022-12-12,UVA0001,ANGLISS SINGAPORE PTE LTD,180.0
OMO005,OTHER- MOZZARELLA STICK BREADED ORGINAL 12PCS/PKT X 24PKT/CTNS,2022-10-17,UVF0017,FOODPRIDE,302.40000000000003
OMO005,OTHER- MOZZARELLA STICK BREADED ORGINAL 12PCS/PKT X 24PKT/CTNS,2022-10-24,UVF0017,FOODPRIDE,302.40000000000003
OMO006,OTHER- MOZZARELLA STICK BREADED ORGINAL 10X1KG,2022-12-26,UVA0001,ANGLISS SINGAPORE PTE LTD,450.0
OMR001,OTHER- FRAGRANCE MEAT ROLL 50pcs/pkt,2022-09-26,UVA0021,AH PENG FISH FOOD SUPPLIER PTE LTD,155.0
OMR001,OTHER- FRAGRANCE MEAT ROLL 50pcs/pkt,2022-10-03,UVA0021,AH PENG FISH FOOD SUPPLIER PTE LTD,155.0
OMR001,OTHER- FRAGRANCE MEAT ROLL 50pcs/pkt,2022-10-17,UVA0021,AH PENG FISH FOOD SUPPLIER PTE LTD,310.0
OMR001,OTHER- FRAGRANCE MEAT ROLL 50pcs/pkt,2022-10-31,UVA0021,AH PENG FISH FOOD SUPPLIER PTE LTD,155.0
OMR001,OTHER- FRAGRANCE MEAT ROLL 50pcs/pkt,2022-11-07,UVA0021,AH PENG FISH FOOD SUPPLIER PTE LTD,155.0
OMR001,OTHER- FRAGRANCE MEAT ROLL 50pcs/pkt,2022-11-14,UVA0021,AH PENG FISH FOOD SUPPLIER PTE LTD,155.0
OMR001,OTHER- FRAGRANCE MEAT ROLL 50pcs/pkt,2022-11-21,UVA0021,AH PENG FISH FOOD SUPPLIER PTE LTD,155.0
OMR001,OTHER- FRAGRANCE MEAT ROLL 50pcs/pkt,2022-11-28,UVA0021,AH PENG FISH FOOD SUPPLIER PTE LTD,155.0
OMR001,OTHER- FRAGRANCE MEAT ROLL 50pcs/pkt,2022-12-05,UVA0021,AH PENG FISH FOOD SUPPLIER PTE LTD,155.0
OMR001,OTHER- FRAGRANCE MEAT ROLL 50pcs/pkt,2022-12-19,UVA0021,AH PENG FISH FOOD SUPPLIER PTE LTD,310.0
OMR001,OTHER- FRAGRANCE MEAT ROLL 50pcs/pkt,2022-12-26,UVA0021,AH PENG FISH FOOD SUPPLIER PTE LTD,155.0
OMR002,OTHER- CHICKEN BALL 50PCS/PKT,2022-09-26,UVL0002,LI CHUAN FOOD PRODUCTS PTE LTD,100.0
OMR002,OTHER- CHICKEN BALL 50PCS/PKT,2022-10-03,UVL0002,LI CHUAN FOOD PRODUCTS PTE LTD,300.0
OMR002,OTHER- CHICKEN BALL 50PCS/PKT,2022-10-10,UVL0002,LI CHUAN FOOD PRODUCTS PTE LTD,100.0
OMR002,OTHER- CHICKEN BALL 50PCS/PKT,2022-10-17,UVL0002,LI CHUAN FOOD PRODUCTS PTE LTD,200.0
OMR002,OTHER- CHICKEN BALL 50PCS/PKT,2022-10-24,UVL0002,LI CHUAN FOOD PRODUCTS PTE LTD,200.0
OMR002,OTHER- CHICKEN BALL 50PCS/PKT,2022-10-31,UVL0002,LI CHUAN FOOD PRODUCTS PTE LTD,200.0
OMR002,OTHER- CHICKEN BALL 50PCS/PKT,2022-11-07,UVL0002,LI CHUAN FOOD PRODUCTS PTE LTD,125.0
OMR002,OTHER- CHICKEN BALL 50PCS/PKT,2022-11-14,UVL0002,LI CHUAN FOOD PRODUCTS PTE LTD,75.0
OMR002,OTHER- CHICKEN BALL 50PCS/PKT,2022-11-21,UVL0002,LI CHUAN FOOD PRODUCTS PTE LTD,150.0
OMR002,OTHER- CHICKEN BALL 50PCS/PKT,2022-11-28,UVL0002,LI CHUAN FOOD PRODUCTS PTE LTD,175.0
OMR002,OTHER- CHICKEN BALL 50PCS/PKT,2022-12-05,UVL0002,LI CHUAN FOOD PRODUCTS PTE LTD,200.0
OMR002,OTHER- CHICKEN BALL 50PCS/PKT,2022-12-12,UVL0002,LI CHUAN FOOD PRODUCTS PTE LTD,100.0
OMR002,OTHER- CHICKEN BALL 50PCS/PKT,2022-12-19,UVL0002,LI CHUAN FOOD PRODUCTS PTE LTD,150.0
OMR003,OTHER- CHICKEN CHUNKY MEATBALL 100's 1kg/pkt,2022-10-24,UVP0009,PARK FOOD MANUFACTURING PTE LTD,124.0
OMR003,OTHER- CHICKEN CHUNKY MEATBALL 100's 1kg/pkt,2022-11-07,UVP0009,PARK FOOD MANUFACTURING PTE LTD,62.0
OMT001,OTHER- MAN TOU 12pcs 180gm X 24pkt,2022-10-24,UVC0014,COSS FOOD MARKETING PTE LTD,1536.0
OMT001,OTHER- MAN TOU 12pcs 180gm X 24pkt,2022-12-12,UVC0014,COSS FOOD MARKETING PTE LTD,1536.0
OOI004,OTHER- COOKING OIL RED TIN GW16KG,2022-10-10,UVC0038,CELESTIAL VENTURES SDN BHD,7095.0
OOI004,OTHER- COOKING OIL RED TIN GW16KG,2022-11-21,UVC0038,CELESTIAL VENTURES SDN BHD,7335.0
OOI004,OTHER- COOKING OIL RED TIN GW16KG,2022-12-19,UVC0038,CELESTIAL VENTURES SDN BHD,7275.0
OOI006-01,OTHER- WHITE ROCK SUGAR 3KG/PKT,2022-09-26,UVS0058,SUNRISE FOOD PTE LTD,5.5
OOI013C,OTHER- BLACK TRUFFLE PASTE (TARTUFI JIMMY) 500GM/JAR,2022-11-28,UVA0001,ANGLISS SINGAPORE PTE LTD,31.0
OOI019,OTHER- HONEY 1KG/TUB,2022-10-03,UVS0058,SUNRISE FOOD PTE LTD,20.0
OOI019,OTHER- HONEY 1KG/TUB,2022-10-10,UVS0058,SUNRISE FOOD PTE LTD,20.0
OOI019,OTHER- HONEY 1KG/TUB,2022-10-24,UVS0058,SUNRISE FOOD PTE LTD,16.0
OOR006,OTHER- ONION RING (LAMB WESTERN/SIMPLOT-BABY STAR) 2lbX8pkt,2022-09-26,UVA0001,ANGLISS SINGAPORE PTE LTD,800.0
OOR006,OTHER- ONION RING (LAMB WESTERN/SIMPLOT-BABY STAR) 2lbX8pkt,2022-10-10,UVA0001,ANGLISS SINGAPORE PTE LTD,800.0
OOR006,OTHER- ONION RING (LAMB WESTERN/SIMPLOT-BABY STAR) 2lbX8pkt,2022-10-17,UVA0001,ANGLISS SINGAPORE PTE LTD,600.0
OOR006,OTHER- ONION RING (LAMB WESTERN/SIMPLOT-BABY STAR) 2lbX8pkt,2022-10-24,UVA0001,ANGLISS SINGAPORE PTE LTD,800.0
OOR006,OTHER- ONION RING (LAMB WESTERN/SIMPLOT-BABY STAR) 2lbX8pkt,2022-10-31,UVA0001,ANGLISS SINGAPORE PTE LTD,800.0
OOR006,OTHER- ONION RING (LAMB WESTERN/SIMPLOT-BABY STAR) 2lbX8pkt,2022-11-14,UVA0001,ANGLISS SINGAPORE PTE LTD,800.0
OOR006,OTHER- ONION RING (LAMB WESTERN/SIMPLOT-BABY STAR) 2lbX8pkt,2022-11-21,UVA0001,ANGLISS SINGAPORE PTE LTD,800.0
OOR006,OTHER- ONION RING (LAMB WESTERN/SIMPLOT-BABY STAR) 2lbX8pkt,2022-11-28,UVA0001,ANGLISS SINGAPORE PTE LTD,800.0
OOR006,OTHER- ONION RING (LAMB WESTERN/SIMPLOT-BABY STAR) 2lbX8pkt,2022-12-05,UVA0001,ANGLISS SINGAPORE PTE LTD,800.0
OOR006,OTHER- ONION RING (LAMB WESTERN/SIMPLOT-BABY STAR) 2lbX8pkt,2022-12-12,UVA0001,ANGLISS SINGAPORE PTE LTD,800.0
OOR006,OTHER- ONION RING (LAMB WESTERN/SIMPLOT-BABY STAR) 2lbX8pkt,2022-12-26,UVA0001,ANGLISS SINGAPORE PTE LTD,800.0
OOW001,OTHER- OCTOPUS BABY 20/40 (FROZEN-CLEAN) 500GMX20PKT,2022-12-12,UVS0005,SONG FISH DEALER PTE LTD,365.0
OOW001,OTHER- OCTOPUS BABY 20/40 (FROZEN-CLEAN) 500GMX20PKT,2022-12-19,UVT0006,THE SEAFOOD COMPANY PTE LTD,819.9999999999999
OPA001,OTHER- SHRIMP PASTE 2kg/pkt,2022-10-31,UVG0005,OTS INTERNATIONAL PTE LTD,552.0
OPA001,OTHER- SHRIMP PASTE 2kg/pkt,2022-12-19,UVG0005,OTS INTERNATIONAL PTE LTD,552.0
OPA002,OTHER- FISH PASTE 1KG/PKT,2022-10-03,UVL0002,LI CHUAN FOOD PRODUCTS PTE LTD,7.7
OPA002,OTHER- FISH PASTE 1KG/PKT,2022-11-21,UVL0002,LI CHUAN FOOD PRODUCTS PTE LTD,77.0
OPA002,OTHER- FISH PASTE 1KG/PKT,2022-12-26,UVL0002,LI CHUAN FOOD PRODUCTS PTE LTD,3.85
OPC001,OTHER- CHICKEN WITH PANDAN LEAF 50nos/ctns,2022-10-03,UVS0034,SIN MUI HENG FOOD INDUSTRIES,175.0
OPC001,OTHER- CHICKEN WITH PANDAN LEAF 50nos/ctns,2022-10-10,UVS0034,SIN MUI HENG FOOD INDUSTRIES,350.0
OPC001,OTHER- CHICKEN WITH PANDAN LEAF 50nos/ctns,2022-10-17,UVS0034,SIN MUI HENG FOOD INDUSTRIES,175.0
OPC001,OTHER- CHICKEN WITH PANDAN LEAF 50nos/ctns,2022-10-24,UVS0034,SIN MUI HENG FOOD INDUSTRIES,350.0
OPC001,OTHER- CHICKEN WITH PANDAN LEAF 50nos/ctns,2022-10-31,UVS0034,SIN MUI HENG FOOD INDUSTRIES,350.0
OPC001,OTHER- CHICKEN WITH PANDAN LEAF 50nos/ctns,2022-11-14,UVS0034,SIN MUI HENG FOOD INDUSTRIES,350.0
OPC001,OTHER- CHICKEN WITH PANDAN LEAF 50nos/ctns,2022-11-21,UVS0034,SIN MUI HENG FOOD INDUSTRIES,175.0
OPC001,OTHER- CHICKEN WITH PANDAN LEAF 50nos/ctns,2022-11-28,UVS0034,SIN MUI HENG FOOD INDUSTRIES,350.0
OPC001,OTHER- CHICKEN WITH PANDAN LEAF 50nos/ctns,2022-12-05,UVS0034,SIN MUI HENG FOOD INDUSTRIES,175.0
OPC001,OTHER- CHICKEN WITH PANDAN LEAF 50nos/ctns,2022-12-19,UVS0034,SIN MUI HENG FOOD INDUSTRIES,525.0
OPC001,OTHER- CHICKEN WITH PANDAN LEAF 50nos/ctns,2022-12-26,UVS0034,SIN MUI HENG FOOD INDUSTRIES,350.0
OPLANT002,OTHER- PLANT BASED CRISPY BITES FIRST PRIDE,2022-10-10,UVS0008,COUNTRY FOODS PTE LTD,26.64
OPLANT002,OTHER- PLANT BASED CRISPY BITES FIRST PRIDE,2022-10-17,UVS0008,COUNTRY FOODS PTE LTD,27.599999999999998
OPLANT002,OTHER- PLANT BASED CRISPY BITES FIRST PRIDE,2022-10-24,UVS0008,COUNTRY FOODS PTE LTD,27.599999999999998
OPLANT003,OTHER- PLANT BASED STRPIS FIRST PRIDE,2022-10-10,UVS0008,COUNTRY FOODS PTE LTD,26.64
OPLANT003,OTHER- PLANT BASED STRPIS FIRST PRIDE,2022-10-17,UVS0008,COUNTRY FOODS PTE LTD,27.599999999999998
OPLANT003,OTHER- PLANT BASED STRPIS FIRST PRIDE,2022-10-24,UVS0008,COUNTRY FOODS PTE LTD,55.199999999999996
OPLANT004,OTHER- PLANT BASED SPICY NUGGETS FIRST PRIDE,2022-10-10,UVS0008,COUNTRY FOODS PTE LTD,26.64
OPLANT004,OTHER- PLANT BASED SPICY NUGGETS FIRST PRIDE,2022-10-17,UVS0008,COUNTRY FOODS PTE LTD,27.599999999999998
OPLANT004,OTHER- PLANT BASED SPICY NUGGETS FIRST PRIDE,2022-10-24,UVS0008,COUNTRY FOODS PTE LTD,27.599999999999998
OPN001,OTHER- PRAWN NUTS 1kg/pkt,2022-09-26,USVS0018,SINGYI F&B PTE LTD,24.6
OPN001,OTHER- PRAWN NUTS 1kg/pkt,2022-10-03,USVS0018,SINGYI F&B PTE LTD,12.3
OPN001,OTHER- PRAWN NUTS 1kg/pkt,2022-10-10,USVS0018,SINGYI F&B PTE LTD,123.0
OPN001,OTHER- PRAWN NUTS 1kg/pkt,2022-10-17,USVS0018,SINGYI F&B PTE LTD,24.6
OPN001,OTHER- PRAWN NUTS 1kg/pkt,2022-10-24,USVS0018,SINGYI F&B PTE LTD,86.10000000000001
OPN001,OTHER- PRAWN NUTS 1kg/pkt,2022-10-31,USVS0018,SINGYI F&B PTE LTD,172.20000000000002
OPN001,OTHER- PRAWN NUTS 1kg/pkt,2022-11-07,USVS0018,SINGYI F&B PTE LTD,12.3
OPN001,OTHER- PRAWN NUTS 1kg/pkt,2022-11-14,USVS0018,SINGYI F&B PTE LTD,12.3
OPN001,OTHER- PRAWN NUTS 1kg/pkt,2022-11-28,USVS0018,SINGYI F&B PTE LTD,325.8
OPN001,OTHER- PRAWN NUTS 1kg/pkt,2022-12-05,USVS0018,SINGYI F&B PTE LTD,268.8
OPN001,OTHER- PRAWN NUTS 1kg/pkt,2022-12-12,USVS0018,SINGYI F&B PTE LTD,64.0
OPN001,OTHER- PRAWN NUTS 1kg/pkt,2022-12-19,USVS0018,SINGYI F&B PTE LTD,25.6
OPN001,OTHER- PRAWN NUTS 1kg/pkt,2022-12-26,USVS0018,SINGYI F&B PTE LTD,332.8
OPO001,OTHER- CHICKEN POPCORN PREMIUM FIRST 10X1KG,2022-10-17,UVP0016,PREMIER FOODS ASIA PTE LTD,616.0
OPO001,OTHER- CHICKEN POPCORN PREMIUM FIRST 10X1KG,2022-10-24,UVP0016,PREMIER FOODS ASIA PTE LTD,385.0
OPO001-03,OTHER- CHICKEN POPCORN HOT & SPICY 18X400GM/CTNS,2022-11-07,UVS0008,COUNTRY FOODS PTE LTD,213.3
OPO001-03,OTHER- CHICKEN POPCORN HOT & SPICY 18X400GM/CTNS,2022-11-21,UVS0008,COUNTRY FOODS PTE LTD,355.5
OPO002,OTHER- CHICKEN FRIED CRISPY (AYAMAS) 850gmX10pkt,2022-11-07,UVS0008,COUNTRY FOODS PTE LTD,465.00000000000006
OPO002,OTHER- CHICKEN FRIED CRISPY (AYAMAS) 850gmX10pkt,2022-11-28,UVS0008,COUNTRY FOODS PTE LTD,232.50000000000003
OPO002,OTHER- CHICKEN FRIED CRISPY (AYAMAS) 850gmX10pkt,2022-12-12,UVS0008,COUNTRY FOODS PTE LTD,465.00000000000006
OPO002,OTHER- CHICKEN FRIED CRISPY (AYAMAS) 850gmX10pkt,2022-12-19,UVS0008,COUNTRY FOODS PTE LTD,465.00000000000006
OPO002-05,OTHER- FRIED CHICKEN 12X600GM/CTNS,2022-10-24,UVS0008,COUNTRY FOODS PTE LTD,246.6
OPO002-05,OTHER- FRIED CHICKEN 12X600GM/CTNS,2022-11-21,UVS0008,COUNTRY FOODS PTE LTD,420.0
OPO002-05,OTHER- FRIED CHICKEN 12X600GM/CTNS,2022-12-19,UVS0008,COUNTRY FOODS PTE LTD,420.0
OPO003,OTHER- CHICKEN BUFFALO WING 450gmX12pkt (FARMPRIDE),2022-10-10,UVS0008,COUNTRY FOODS PTE LTD,912.0
OPO003,OTHER- CHICKEN BUFFALO WING 450gmX12pkt (FARMPRIDE),2022-10-24,UVS0008,COUNTRY FOODS PTE LTD,684.0
OPO003,OTHER- CHICKEN BUFFALO WING 450gmX12pkt (FARMPRIDE),2022-10-31,UVS0008,COUNTRY FOODS PTE LTD,1020.0
OPO003,OTHER- CHICKEN BUFFALO WING 450gmX12pkt (FARMPRIDE),2022-11-07,UVS0008,COUNTRY FOODS PTE LTD,510.0
OPO003,OTHER- CHICKEN BUFFALO WING 450gmX12pkt (FARMPRIDE),2022-11-14,UVS0008,COUNTRY FOODS PTE LTD,2040.0
OPO003,OTHER- CHICKEN BUFFALO WING 450gmX12pkt (FARMPRIDE),2022-12-05,UVS0008,COUNTRY FOODS PTE LTD,510.0
OPO003,OTHER- CHICKEN BUFFALO WING 450gmX12pkt (FARMPRIDE),2022-12-12,UVS0008,COUNTRY FOODS PTE LTD,510.0
OPO003,OTHER- CHICKEN BUFFALO WING 450gmX12pkt (FARMPRIDE),2022-12-19,UVS0008,COUNTRY FOODS PTE LTD,765.0
OPO003,OTHER- CHICKEN BUFFALO WING 450gmX12pkt (FARMPRIDE),2022-12-26,UVS0008,COUNTRY FOODS PTE LTD,1020.0
OPO003-01,OTHER- CHICKEN BUFFALO WING 1kgX10pkt (FARMPRIDE),2022-10-03,UVS0008,COUNTRY FOODS PTE LTD,750.0
OPO003-01,OTHER- CHICKEN BUFFALO WING 1kgX10pkt (FARMPRIDE),2022-10-24,UVS0008,COUNTRY FOODS PTE LTD,375.0
OPO003-01,OTHER- CHICKEN BUFFALO WING 1kgX10pkt (FARMPRIDE),2022-10-31,UVS0008,COUNTRY FOODS PTE LTD,800.0
OPO003-01,OTHER- CHICKEN BUFFALO WING 1kgX10pkt (FARMPRIDE),2022-11-07,UVS0008,COUNTRY FOODS PTE LTD,800.0
OPO003-01,OTHER- CHICKEN BUFFALO WING 1kgX10pkt (FARMPRIDE),2022-11-21,UVS0008,COUNTRY FOODS PTE LTD,800.0
OPO003-01,OTHER- CHICKEN BUFFALO WING 1kgX10pkt (FARMPRIDE),2022-11-28,UVS0008,COUNTRY FOODS PTE LTD,800.0
OPO003-01,OTHER- CHICKEN BUFFALO WING 1kgX10pkt (FARMPRIDE),2022-12-12,UVS0008,COUNTRY FOODS PTE LTD,2000.0
OPO003-02,OTHER- NASI LEMAK CHICKEN WING 400GMX12PKT/CTNS,2022-10-03,UVS0008,COUNTRY FOODS PTE LTD,216.0
OPO003-02,OTHER- NASI LEMAK CHICKEN WING 400GMX12PKT/CTNS,2022-10-24,UVS0008,COUNTRY FOODS PTE LTD,129.6
OPO003-06,OTHER- CHICKEN BUFFALO WING STICK 18X350GM/CTNS,2022-10-03,UVS0008,COUNTRY FOODS PTE LTD,216.0
