item_code,description,date,quantity,purchase_quantity
FRS001-05,FISH- RED SNAPPER FISH HEAD FROZEN 5nos/ctns,2022-11-01,109.15,2.75
FRS001-05,FISH- RED SNAPPER FISH HEAD FROZEN 5nos/ctns,2022-12-01,114.5,2.7
FRS002,FISH- FRESH RED GROUPER - BIG,2022-11-01,4.3,4.3
FRS002,FISH- FRESH RED GROUPER - BIG,2022-12-01,18.3,4.9
FRS003,FISH- FRESH RED GROUPER - SMALL,2022-10-01,6.1,6.1
FRS003,FISH- FRESH RED GROUPER - SMALL,2022-11-01,5.800000000000001,5.8
FRS003,FISH- FRESH RED GROUPER - SMALL,2022-12-01,3.6,57.2
FRS005,FISH- RED SNAPPER FISH,2022-10-01,13.8,1.8
FRS005,FISH- RED SNAPPER FISH,2022-11-01,12.8,2.0
FRS005,FISH- RED SNAPPER FISH,2022-12-01,15.8,2.0
FSA001,FISH- SABA FISH 400-600gm 20kg/ctn,2022-10-01,20.0,20.0
FSA001,FISH- SABA FISH 400-600gm 20kg/ctn,2022-11-01,60.0,20.0
FSA001,FISH- SABA FISH 400-600gm 20kg/ctn,2022-12-01,80.0,20.0
FSA002-01,FISH- SABA FILLET 5KG/CTNS (35P),2022-10-01,40.0,40.0
FSA002-02,FISH- MACKERAL FILLET ATLANTIC - SABA TERIYAKI,2022-10-01,15.0,0.0
FSA002-02,FISH- MACKERAL FILLET ATLANTIC - SABA TERIYAKI,2022-11-01,7.0,0.0
FSA002-02,FISH- MACKERAL FILLET ATLANTIC - SABA TERIYAKI,2022-12-01,14.0,0.0
FSB002-01,FISH- FRESH SEABASS 600-700GM,2022-10-01,609.6,22.2
FSB002-01,FISH- FRESH SEABASS 600-700GM,2022-11-01,319.3,66.2
FSB002-01,FISH- FRESH SEABASS 600-700GM,2022-12-01,389.1,9.5
FSB002-02-02,FISH- FRESH SEABASS 800-900GM,2022-10-01,416.02,24.2
FSB002-02-02,FISH- FRESH SEABASS 800-900GM,2022-11-01,632.07,19.7
FSB002-02-02,FISH- FRESH SEABASS 800-900GM,2022-12-01,212.70999999999998,0.0
FSB002-03,FISH- FRESH SEABASS 500-600GM,2022-10-01,890.8,6.0
FSB002-03,FISH- FRESH SEABASS 500-600GM,2022-11-01,815.88,5.6
FSB002-03,FISH- FRESH SEABASS 500-600GM,2022-12-01,878.3,6.0
FSB002-04-02,FISH- FRESH SEABASS 600-700GM - BUTTERFLY @ BACK,2022-10-01,45.56,0.0
FSB002-04-02,FISH- FRESH SEABASS 600-700GM - BUTTERFLY @ BACK,2022-11-01,81.5,0.0
FSB002-04-02,FISH- FRESH SEABASS 600-700GM - BUTTERFLY @ BACK,2022-12-01,105.8,125.0
FSB002-05,FISH- FRESH SEABASS 500-600GM - BUTTERFLY @ BACK,2022-10-01,37.7,0.0
FSB002-05,FISH- FRESH SEABASS 500-600GM - BUTTERFLY @ BACK,2022-11-01,65.2,50.5
FSB002-05,FISH- FRESH SEABASS 500-600GM - BUTTERFLY @ BACK,2022-12-01,60.6,86.75
FSB002-06,FISH- FRESH SEABASS 800-900GM - BUTTERFLY @ BACK,2022-10-01,289.97,104.5
FSB002-06,FISH- FRESH SEABASS 800-900GM - BUTTERFLY @ BACK,2022-11-01,369.06,124.0
FSB002-06,FISH- FRESH SEABASS 800-900GM - BUTTERFLY @ BACK,2022-12-01,526.29,124.0
FSB004,FISH- SEABASS STEAK,2022-10-01,25.0,0.0
FSB004,FISH- SEABASS STEAK,2022-11-01,25.0,0.0
FSB004,FISH- SEABASS STEAK,2022-12-01,10.0,0.0
FSB006,FISH- SEABASS PORTION CUT 250GM/PKT **PKT,2022-10-01,21.0,50.0
FSB006,FISH- SEABASS PORTION CUT 250GM/PKT **PKT,2022-11-01,14.0,0.0
FSB006,FISH- SEABASS PORTION CUT 250GM/PKT **PKT,2022-12-01,21.0,0.0
FSF001-02,FISH- SUTCHI FILLET 170-220gm (PRIME) 10X1kg/ctn,2022-10-01,1890.0,0.0
FSF001-02,FISH- SUTCHI FILLET 170-220gm (PRIME) 10X1kg/ctn,2022-11-01,630.0,2000.0
FSF001-02,FISH- SUTCHI FILLET 170-220gm (PRIME) 10X1kg/ctn,2022-12-01,2000.0,0.0
FSF001-06,FISH- SUTCHI FILLET 170-220gm 6KG/CTNS,2022-10-01,375.0,800.0
FSF001-06,FISH- SUTCHI FILLET 170-220gm 6KG/CTNS,2022-11-01,339.0,800.0
FSF001-06,FISH- SUTCHI FILLET 170-220gm 6KG/CTNS,2022-12-01,929.0,0.0
FSF001-07,FISH- SUTCHI FILLET 170-220gm 1kgX10kg/ctn,2022-10-01,600.0,0.0
FSF001-07,FISH- SUTCHI FILLET 170-220gm 1kgX10kg/ctn,2022-11-01,503.0,0.0
FSF001-07,FISH- SUTCHI FILLET 170-220gm 1kgX10kg/ctn,2022-12-01,530.0,0.0
FSF0010-04,FISH- SUTCHI CUBE 25-35GM 6kg/ctn (TWIN) DL 478,2022-10-01,684.0,700.0
FSF0010-04,FISH- SUTCHI CUBE 25-35GM 6kg/ctn (TWIN) DL 478,2022-11-01,992.0,100.0
FSF0010-04,FISH- SUTCHI CUBE 25-35GM 6kg/ctn (TWIN) DL 478,2022-12-01,149.0,1000.0
FSF0010-06,FISH- SUTCHI CUBE 25-35gm (BIG FISH) 10X1kg/ctn,2022-10-01,670.0,0.0
FSF0010-06,FISH- SUTCHI CUBE 25-35gm (BIG FISH) 10X1kg/ctn,2022-11-01,700.0,0.0
FSF0010-06,FISH- SUTCHI CUBE 25-35gm (BIG FISH) 10X1kg/ctn,2022-12-01,770.0,0.0
FSF0021,FISH- SHARK FIN SUPERIOR 80-100GM/PKT,2022-12-01,1.0,1.0
FSF0022,FISH- SHARK FIN 500gm/pkt,2022-10-01,21.0,40.0
FSF0022,FISH- SHARK FIN 500gm/pkt,2022-11-01,5.0,0.0
FSF0022,FISH- SHARK FIN 500gm/pkt,2022-12-01,55.0,30.0
FSF0023,FISH- PATIN SLICED - BONE IN WITH SKIN VACUUM PACK,2022-12-01,50.0,50.0
FSF004,FISH- SUTCHI FILLET 230-300gm 6kg(TWIN) DL 478,2022-11-01,672.0,0.0
FSF004-08,FISH- SUTCHI FILLET 400-600gm 6kg/ctn (TWIN) DL 478,2022-10-01,4636.0,1597.5
FSF004-08,FISH- SUTCHI FILLET 400-600gm 6kg/ctn (TWIN) DL 478,2022-11-01,4590.0,4100.0
FSF004-08,FISH- SUTCHI FILLET 400-600gm 6kg/ctn (TWIN) DL 478,2022-12-01,5334.0,2836.0
FSF005-02,FISH- SUTCHI STEAK 80-100gm 2kgX5pkt,2022-10-01,590.0,0.0
FSF005-02,FISH- SUTCHI STEAK 80-100gm 2kgX5pkt,2022-11-01,1160.0,0.0
FSF005-02,FISH- SUTCHI STEAK 80-100gm 2kgX5pkt,2022-12-01,1730.0,0.0
FSF006,FISH- SUTCHI STEAK 60-80gm(DL 478) 2kgX5pkt,2022-10-01,620.0,0.0
FSF006,FISH- SUTCHI STEAK 60-80gm(DL 478) 2kgX5pkt,2022-11-01,3620.0,0.0
FSF006,FISH- SUTCHI STEAK 60-80gm(DL 478) 2kgX5pkt,2022-12-01,1810.0,220.0
FSF006-03,FISH- SUTCHI STEAK 80-100gm (TWIN FISH/BIG FISH) 10X1kg/ctn,2022-12-01,10.0,0.0
FSF006-04,FISH- SUTCHI STEAK 60-80gm (TWIN FISH/BIG FISH) 10X1kg/ctn,2022-10-01,660.0,0.0
FSF006-04,FISH- SUTCHI STEAK 60-80gm (TWIN FISH/BIG FISH) 10X1kg/ctn,2022-11-01,540.0,0.0
FSF006-04,FISH- SUTCHI STEAK 60-80gm (TWIN FISH/BIG FISH) 10X1kg/ctn,2022-12-01,650.0,0.0
FSF010-02,FISH- 7KG!! SUTCHI FILLET 400-600 7kg/ctn,2022-10-01,615.0,0.0
FSF010-02,FISH- 7KG!! SUTCHI FILLET 400-600 7kg/ctn,2022-11-01,618.0,0.0
FSF010-02,FISH- 7KG!! SUTCHI FILLET 400-600 7kg/ctn,2022-12-01,580.0,0.0
FSF010-03,FISH- SUTCHI FILLET BUTTERFLY CUT 600-800gm 10/ctns,2022-10-01,5490.0,2000.0
FSF010-03,FISH- SUTCHI FILLET BUTTERFLY CUT 600-800gm 10/ctns,2022-11-01,5390.0,3000.0
FSF010-03,FISH- SUTCHI FILLET BUTTERFLY CUT 600-800gm 10/ctns,2022-12-01,5280.0,7900.0
FSF010-04,FISH- SUTCHI FILLET BUTTERFLY CUT 700-900gm 10/ctns,2022-10-01,2950.0,3000.0
FSF010-04,FISH- SUTCHI FILLET BUTTERFLY CUT 700-900gm 10/ctns,2022-11-01,2310.0,0.0
FSF010-04,FISH- SUTCHI FILLET BUTTERFLY CUT 700-900gm 10/ctns,2022-12-01,2530.0,7900.0
FSF010-06,FISH- SUTCHI FILLET BUTTERFLY CUT 900-1000gm 10kg/ctn,2022-10-01,8290.0,6500.0
FSF010-06,FISH- SUTCHI FILLET BUTTERFLY CUT 900-1000gm 10kg/ctn,2022-11-01,7510.0,6600.0
FSF010-06,FISH- SUTCHI FILLET BUTTERFLY CUT 900-1000gm 10kg/ctn,2022-12-01,7473.3,10000.0
FSF010-08,FISH- SUTCHI FILLET BUTTERFLY CUT 500-700gm 10kg/ctn,2022-10-01,1330.0,0.0
FSF010-08,FISH- SUTCHI FILLET BUTTERFLY CUT 500-700gm 10kg/ctn,2022-11-01,1170.0,0.0
FSF010-08,FISH- SUTCHI FILLET BUTTERFLY CUT 500-700gm 10kg/ctn,2022-12-01,1190.0,0.0
FSH001-01,FISH- SHARK FILLET 300GM UP 15KG/CTNS,2022-10-01,285.0,75.0
FSH001-01,FISH- SHARK FILLET 300GM UP 15KG/CTNS,2022-11-01,195.0,75.0
FSH001-01,FISH- SHARK FILLET 300GM UP 15KG/CTNS,2022-12-01,285.0,75.0
FSH003,FISH- SOON HOCK FISH,2022-12-01,12.899999999999999,12.9
FSI001,FISH- SHISHAMO 120gm 30pkt/ctn,2022-10-01,547.0,150.0
FSI001,FISH- SHISHAMO 120gm 30pkt/ctn,2022-11-01,384.0,150.0
FSI001,FISH- SHISHAMO 120gm 30pkt/ctn,2022-12-01,487.0,150.0
FSN001,FISH- FRESH TOMAN FILLET SLICED (U),2022-12-01,22.0,22.0
FSN001-02,XXXXXFISH- TOMAN FILLET 300/500 1kg x 10pkt,2022-10-01,20.0,0.0
FSN001-02,XXXXXFISH- TOMAN FILLET 300/500 1kg x 10pkt,2022-11-01,90.0,0.0
FSN001-03,FISH- TOMAN FILLET 300/500 10KG/CTNS,2022-10-01,300.0,0.0
FSN001-03,FISH- TOMAN FILLET 300/500 10KG/CTNS,2022-11-01,304.71,105.0
FSN001-03,FISH- TOMAN FILLET 300/500 10KG/CTNS,2022-12-01,297.94,285.7
FSN001-04,FISH- TOMAN FILLET 300/500 6KG/CTNS,2022-11-01,6.0,6.0
FSN002-02,FISH- TOMAN FILLET CUT SLICED (SKIN-ON) 4MM 10X1KG/CTNS,2022-10-01,933.0,0.0
FSN002-02,FISH- TOMAN FILLET CUT SLICED (SKIN-ON) 4MM 10X1KG/CTNS,2022-11-01,566.0,65.0
FSN002-02,FISH- TOMAN FILLET CUT SLICED (SKIN-ON) 4MM 10X1KG/CTNS,2022-12-01,593.0,0.0
FSN002-03,FISH- TOMAN SLICED SKIN-ON 4MM 6X1KG/CTNS,2022-12-01,4.0,0.0
FSN002-04,FISH- TOMAN FILLET CUT SLICED (SKIN-ON) 4MM 10X1KG/CTNS,2022-11-01,104.0,100.0
FSN002-04,FISH- TOMAN FILLET CUT SLICED (SKIN-ON) 4MM 10X1KG/CTNS,2022-12-01,307.0,100.0
FSN003,FISH- FRESH TOMAN FILLET,2022-10-01,138.0,6.4
FSN003,FISH- FRESH TOMAN FILLET,2022-11-01,143.2,5.9
FSN003,FISH- FRESH TOMAN FILLET,2022-12-01,167.4,5.7
FSR001,FISH- STING RAY 2000-3000gm 15KG/CTNS,2022-10-01,210.0,200.0
FSR001,FISH- STING RAY 2000-3000gm 15KG/CTNS,2022-11-01,35.0,0.0
FSR002,FISH- STING RAY 300-500gm 10kg/ctn,2022-11-01,200.0,50.0
FSR002,FISH- STING RAY 300-500gm 10kg/ctn,2022-12-01,700.0,125.0
FSS003,FISH- SILVER FISH 8-10CM 10X1KG/CTNS,2022-10-01,63.0,30.0
FSS003,FISH- SILVER FISH 8-10CM 10X1KG/CTNS,2022-11-01,52.0,50.0
FSS003,FISH- SILVER FISH 8-10CM 10X1KG/CTNS,2022-12-01,50.0,40.0
FTI002,FISH- FRESH RED TILAPIA,2022-10-01,28.6,10.3
FTI002,FISH- FRESH RED TILAPIA,2022-11-01,20.4,5.5
FTI002,FISH- FRESH RED TILAPIA,2022-12-01,28.800000000000004,10.3
FTI003,FISH- RED TILAPIA FILLET 10kg/ctns,2022-10-01,890.0,0.0
FTI003,FISH- RED TILAPIA FILLET 10kg/ctns,2022-11-01,842.0,0.0
FTI003,FISH- RED TILAPIA FILLET 10kg/ctns,2022-12-01,1030.0,0.0
FTI004,FISH- BLACK TILAPIA GGS 300/500 10KG/CTNS,2022-10-01,760.0,0.0
FTI004,FISH- BLACK TILAPIA GGS 300/500 10KG/CTNS,2022-11-01,1030.0,0.0
FTI004,FISH- BLACK TILAPIA GGS 300/500 10KG/CTNS,2022-12-01,760.0,0.0
FTN002,FISH- FRESH TUNA (INDONESIA MAGURO),2022-10-01,75.44,10.335
FTN002,FISH- FRESH TUNA (INDONESIA MAGURO),2022-11-01,62.599999999999994,8.405
FTN002,FISH- FRESH TUNA (INDONESIA MAGURO),2022-12-01,85.51,8.46
FUN002,UNAGI KABAYAKI 200GMX50PCS 10KG/CTNS (IWP-PACKING),2022-11-01,40.0,30.0
FUN002,UNAGI KABAYAKI 200GMX50PCS 10KG/CTNS (IWP-PACKING),2022-12-01,5.0,30.0
FUN003,UNAGI KABAYAKI 250GM/PKT ** 50PCS,2022-10-01,162.0,0.0
FUN003,UNAGI KABAYAKI 250GM/PKT ** 50PCS,2022-11-01,288.0,150.0
FUN003,UNAGI KABAYAKI 250GM/PKT ** 50PCS,2022-12-01,312.0,100.0
FYC001,FISH- YELLOW CROAKER 300-400GM,2022-10-01,52.0,35.0
FYC001,FISH- YELLOW CROAKER 300-400GM,2022-11-01,42.0,12.0
FYT001,FISH- YELLOW TAIL FILLET BONELESS,2022-11-01,27.0,27.0
FYT001,FISH- YELLOW TAIL FILLET BONELESS,2022-12-01,90.0,90.0
FYT003-01,FISH- FRESH TAIXING WR (1-1.6 KG),2022-12-01,34.3,34.3
GOOS01,GOOSE WHOLE WITH GIBLETS IWP 3.6KG (HUNGARIAN),2022-12-01,27.790000000000003,13.895
MBL001-01,MUTTON BONELESS LEG (FLETCHER-AUST),2022-10-01,1117.2,966.49
MBL001-01,MUTTON BONELESS LEG (FLETCHER-AUST),2022-11-01,1305.12,0.0
MBL001-01,MUTTON BONELESS LEG (FLETCHER-AUST),2022-12-01,1388.37,389.69
MBL003,LAMB SHOULDER B/LESS OYSTER TUBED,2022-10-01,535.18,133.17000000000002
MBL003,LAMB SHOULDER B/LESS OYSTER TUBED,2022-11-01,493.4,131.14
MBL003,LAMB SHOULDER B/LESS OYSTER TUBED,2022-12-01,643.16,126.9
MBL004-02,LAMB BONELESS LEG (AUST-HILLSIDE/RYAN),2022-10-01,203.5,0.0
MBL004-02,LAMB BONELESS LEG (AUST-HILLSIDE/RYAN),2022-11-01,274.5,297.9
MBL004-02,LAMB BONELESS LEG (AUST-HILLSIDE/RYAN),2022-12-01,479.18,722.56
MCA003,RAM CARCASE (WOODWARD-AUST),2022-11-01,137.4,68.7
MCA003,RAM CARCASE (WOODWARD-AUST),2022-12-01,114.30000000000001,114.3
MCB001,MUTTON CUBE BONE IN 5kgX2pkt,2022-10-01,55.0,0.0
MCB001,MUTTON CUBE BONE IN 5kgX2pkt,2022-11-01,15.0,0.0
MCB001,MUTTON CUBE BONE IN 5kgX2pkt,2022-12-01,5.0,5.0
MCU001,MUTTON CUBE 5kgX2pkt,2022-11-01,30.5,0.0
MCU001,MUTTON CUBE 5kgX2pkt,2022-12-01,15.0,10.0
MCU002,MUTTON LEG CUT CUBE 5KG/PKT,2022-11-01,21.6,0.0
MCU002,MUTTON LEG CUT CUBE 5KG/PKT,2022-12-01,10.0,0.0
MECHICKEN03,MARINATE CHICKEN MID JOINT 5KG/PKT,2022-10-01,15.0,5.0
MECHICKEN03,MARINATE CHICKEN MID JOINT 5KG/PKT,2022-11-01,15.0,5.0
MECHICKEN03,MARINATE CHICKEN MID JOINT 5KG/PKT,2022-12-01,20.0,5.0
MECHICKEN04,MARINATE CHICKEN BONELESS LEG 2.50KG/PKT **WESTERN**,2022-10-01,100.0,0.0
MECHICKEN04,MARINATE CHICKEN BONELESS LEG 2.50KG/PKT **WESTERN**,2022-11-01,212.5,0.0
MECHICKEN04,MARINATE CHICKEN BONELESS LEG 2.50KG/PKT **WESTERN**,2022-12-01,100.0,0.0
MECHICKEN05,CAJUN SPICE CHICKEN BONELESS LEG 1PCS/PKT,2022-10-01,16.0,0.0
MEPORK01,MARINATE PORK BELLY,2022-10-01,12.0,6.0
MEPORK01,MARINATE PORK BELLY,2022-11-01,6.0,6.0
MEPORK01,MARINATE PORK BELLY,2022-12-01,10.0,10.0
MFL001,MUTTON- LAMB FLAP BONE IN (RYAN-AUST),2022-10-01,10.899999999999999,0.0
MFL001,MUTTON- LAMB FLAP BONE IN (RYAN-AUST),2022-11-01,0.0,0.0
MFL001,MUTTON- LAMB FLAP BONE IN (RYAN-AUST),2022-12-01,635.9,480.0
MFL002,MUTTON- LAMB FLAP BONE IN - SWIFT 20KG/CTNS,2022-10-01,60.0,0.0
MFL002,MUTTON- LAMB FLAP BONE IN - SWIFT 20KG/CTNS,2022-11-01,18.0,0.0
MFL003,MUTTON- LAMB FLAP BONE IN (COLES-AUST) 20KG/CTNS,2022-10-01,369.56,792.92
MFL003,MUTTON- LAMB FLAP BONE IN (COLES-AUST) 20KG/CTNS,2022-11-01,1729.9,831.76
MFL003,MUTTON- LAMB FLAP BONE IN (COLES-AUST) 20KG/CTNS,2022-12-01,1400.16,1200.0
MFL004-02,MUTTON- LAMB FLAP BONE (WOODWARD),2022-10-01,1782.92,1400.0
MFL004-02,MUTTON- LAMB FLAP BONE (WOODWARD),2022-11-01,43.42,600.0
MFL004-02,MUTTON- LAMB FLAP BONE (WOODWARD),2022-12-01,642.86,80.0
MKI002,MUTTON- LAMB/MUTTON KIDNEY 15X1kg/ctns,2022-10-01,30.0,45.0
MKI002,MUTTON- LAMB/MUTTON KIDNEY 15X1kg/ctns,2022-11-01,149.0,75.0
MKI002,MUTTON- LAMB/MUTTON KIDNEY 15X1kg/ctns,2022-12-01,120.0,0.0
MPL001,MUTTON PLUCK / MUTTON LIVER,2022-10-01,146.77,68.02000000000001
MPL001,MUTTON PLUCK / MUTTON LIVER,2022-11-01,319.0,65.84
MPL001,MUTTON PLUCK / MUTTON LIVER,2022-12-01,240.5,73.12
MSC005,MUTTON- LAMB SHOULDER CHOP 19cm 2kg/pkt (HALAL),2022-10-01,20.0,10.0
MSC005,MUTTON- LAMB SHOULDER CHOP 19cm 2kg/pkt (HALAL),2022-11-01,10.0,10.0
MSC005,MUTTON- LAMB SHOULDER CHOP 19cm 2kg/pkt (HALAL),2022-12-01,4.0,4.0
MSC006,MUTTON- LAMB SHOULDER CHOP 19cm 2kg/pkt,2022-12-01,2.0,2.0
MSC007,MUTTON- LAMB LOIN CHOP 1.2CM 2KG/PKT,2022-12-01,22.0,4.0
MSL001,MUTTON SLICED 2MM (SHABU SHABU) 1kg/pkt,2022-11-01,2.0,0.0
MSL004,MUTTON SLICED 4MM (SHABU SHABU) 1kg/pkt,2022-10-01,122.0,0.0
MSL004,MUTTON SLICED 4MM (SHABU SHABU) 1kg/pkt,2022-11-01,160.0,0.0
MSL004,MUTTON SLICED 4MM (SHABU SHABU) 1kg/pkt,2022-12-01,222.0,0.0
MSS002,MUTTON- LAMB SHORT LOIN,2022-11-01,94.6,94.6
MSV002,SHEEP FEET,2022-11-01,38.05,12.4
MSV002,SHEEP FEET,2022-12-01,12.1,12.1
MTR001,MUTTON TRIPE,2022-10-01,22.0,0.0
MTR001,MUTTON TRIPE,2022-11-01,88.6,30.0
MTR001,MUTTON TRIPE,2022-12-01,105.0,75.0
MTU001,MUTTON TRUNK 27.20kg/ctn,2022-11-01,544.2,136.0
MTU004,MUTTON NECK CUT 1INCH  2KG/PKT,2022-10-01,778.0,0.0
MTU004,MUTTON NECK CUT 1INCH  2KG/PKT,2022-11-01,756.0,0.0
MTU004,MUTTON NECK CUT 1INCH  2KG/PKT,2022-12-01,724.0,0.0
MTU007,MUTTON- SHEEP HEAD (BRAIN & TONGUE),2022-11-01,24.5,4.875
OAB002,OTHER- ABALONE SLICED 300gmX40pkt (TAIWAN),2022-10-01,324.0,150.0
OAB002,OTHER- ABALONE SLICED 300gmX40pkt (TAIWAN),2022-11-01,311.0,900.0
OAB002,OTHER- ABALONE SLICED 300gmX40pkt (TAIWAN),2022-12-01,396.0,0.0
OAB005,OTHER- 10pcs ABALONE CANNED 425/180gm 24CANS/CTNS,2022-10-01,173.0,0.0
OAB005,OTHER- 10pcs ABALONE CANNED 425/180gm 24CANS/CTNS,2022-11-01,159.0,0.0
OAB005,OTHER- 10pcs ABALONE CANNED 425/180gm 24CANS/CTNS,2022-12-01,211.0,0.0
OAB006,OTHER- 8pcs ABALONE CANNED 425/180gm 24CANS/CTNS,2022-11-01,81.0,0.0
OAB006,OTHER- 8pcs ABALONE CANNED 425/180gm 24CANS/CTNS,2022-12-01,350.0,0.0
OAB011-02,OTHER- HALF SHELL ABALONE 29pcs/pkt x 10pkt/ctns,2022-10-01,8.0,10.0
OBA001,OTHER- LOBSTER BALL (FIGO) 500gm/pkt,2022-10-01,1340.0,400.0
OBA001,OTHER- LOBSTER BALL (FIGO) 500gm/pkt,2022-11-01,1214.0,600.0
OBA001,OTHER- LOBSTER BALL (FIGO) 500gm/pkt,2022-12-01,2684.0,1000.0
OBA006,OTHER- FISH BALL L 65pcs +/- 1kg/pkt,2022-10-01,404.0,30.0
OBA006,OTHER- FISH BALL L 65pcs +/- 1kg/pkt,2022-11-01,297.0,50.0
OBA006,OTHER- FISH BALL L 65pcs +/- 1kg/pkt,2022-12-01,341.0,30.0
OBA008,OTHER- FISH BALL WITH ROE 500gmx24pkt,2022-10-01,207.0,120.0
OBA008,OTHER- FISH BALL WITH ROE 500gmx24pkt,2022-11-01,222.0,120.0
OBA008,OTHER- FISH BALL WITH ROE 500gmx24pkt,2022-12-01,230.0,120.0
OBA008-02,OTHER- FISH BALL WITH ROE 500gmx20pkt,2022-10-01,801.0,0.0
OBA008-02,OTHER- FISH BALL WITH ROE 500gmx20pkt,2022-11-01,704.0,0.0
OBA008-02,OTHER- FISH BALL WITH ROE 500gmx20pkt,2022-12-01,786.0,0.0
OBA0112,OTHER- FRIED FISH BALL ALIFISH (500gm x 20pkt),2022-10-01,26.0,0.0
OBA0112,OTHER- FRIED FISH BALL ALIFISH (500gm x 20pkt),2022-11-01,60.0,0.0
OBA0112,OTHER- FRIED FISH BALL ALIFISH (500gm x 20pkt),2022-12-01,23.0,0.0
OBA017,OTHER- FISH BALL FLAVOURED TOBIKO 86's 1kg x 10pkt (CB),2022-11-01,9.0,0.0
OBA018,OTHER- PORK MUSHROOM BALL 1KG/PKT,2022-12-01,10.0,55.0
OBC001,OTHER- CARROT DICED 2.5KGX4PKT/CTNS,2022-11-01,10.0,10.0
OBE001,OTHER- MIX VEGETABLES BEAN (CHINA) 1kgX10pkt,2022-10-01,433.0,0.0
OBE001,OTHER- MIX VEGETABLES BEAN (CHINA) 1kgX10pkt,2022-11-01,2043.0,0.0
OBE001,OTHER- MIX VEGETABLES BEAN (CHINA) 1kgX10pkt,2022-12-01,770.0,0.0
OBE002,OTHER- GREEN PEA 1kgX10pkt,2022-10-01,257.0,0.0
OBE002,OTHER- GREEN PEA 1kgX10pkt,2022-11-01,154.0,0.0
OBE002,OTHER- GREEN PEA 1kgX10pkt,2022-12-01,130.0,0.0
OBR001,OTHER- BROCCOLI FLORET (FARMLAND) 10X1KG/CTNS,2022-10-01,656.0,200.0
OBR001,OTHER- BROCCOLI FLORET (FARMLAND) 10X1KG/CTNS,2022-11-01,850.0,200.0
OBR001,OTHER- BROCCOLI FLORET (FARMLAND) 10X1KG/CTNS,2022-12-01,470.0,250.0
OBS001,OTHER- FRIED BEANCURD SKIN 1KG/PKT (DOUKEE) A,2022-10-01,1185.0,270.0
OBS001,OTHER- FRIED BEANCURD SKIN 1KG/PKT (DOUKEE) A,2022-11-01,1105.0,270.0
OBS001,OTHER- FRIED BEANCURD SKIN 1KG/PKT (DOUKEE) A,2022-12-01,1239.0,270.0
OBTS01,OTHER- BUTTER MARGARINE (PLANTA) 6X2.75KG/CTNS,2022-10-01,1.0,0.0
OBTS03-02,OTHER- BUTTER UNSALTED (WEST GOLD) 250gm X 40pcs,2022-10-01,10.0,0.0
OBTS03-02,OTHER- BUTTER UNSALTED (WEST GOLD) 250gm X 40pcs,2022-11-01,10.0,0.0
OCA001,OTHER- CAULIFLOWER 10X1KG/CTNS,2022-10-01,71.0,0.0
OCA001,OTHER- CAULIFLOWER 10X1KG/CTNS,2022-11-01,30.0,0.0
OCA001,OTHER- CAULIFLOWER 10X1KG/CTNS,2022-12-01,50.0,0.0
OCA002,OTHER- CALIFORNIA MIX 10X1KG/CTNS,2022-11-01,20.0,20.0
OCA002,OTHER- CALIFORNIA MIX 10X1KG/CTNS,2022-12-01,150.0,75.0
OCH001,OTHER- SLICED CHEESE 84pcs (CHEF CHOICE),2022-10-01,68.0,24.0
OCH001,OTHER- SLICED CHEESE 84pcs (CHEF CHOICE),2022-11-01,64.0,24.0
OCH001,OTHER- SLICED CHEESE 84pcs (CHEF CHOICE),2022-12-01,37.0,36.0
OCH002,OTHER- CHEDDAR CHEESE SHREDDED 2kg,2022-10-01,4.0,4.0
OCH002,OTHER- CHEDDAR CHEESE SHREDDED 2kg,2022-11-01,4.0,2.0
OCH002,OTHER- CHEDDAR CHEESE SHREDDED 2kg,2022-12-01,4.0,4.0
OCH003,OTHER- PARMESAN CHEESE GRATED 2KG/PKT,2022-12-01,8.0,4.0
OCH003-02,OTHER- PARMESAN CHEESE SHREDDED 1KG/PKT,2022-12-01,5.0,5.0
OCH004,OTHER- NACHO CHEESE SAUCE 12PKTX1L,2022-10-01,56.0,12.0
OCH004,OTHER- NACHO CHEESE SAUCE 12PKTX1L,2022-11-01,57.0,30.0
OCH004,OTHER- NACHO CHEESE SAUCE 12PKTX1L,2022-12-01,67.0,36.0
OCK002,OTHER- MINI CHIKUWA 500GMX20pkt/ctns MUSHROOM,2022-10-01,67.0,100.0
OCK002,OTHER- MINI CHIKUWA 500GMX20pkt/ctns MUSHROOM,2022-11-01,58.0,60.0
OCK002,OTHER- MINI CHIKUWA 500GMX20pkt/ctns MUSHROOM,2022-12-01,54.0,100.0
OCL014,OTHER- MOUSSE CAKE - RED VELVET,2022-12-01,1.0,1.0
OCN002,OTHER- CHICKEN NUGGETS 18X400GM/CTNS,2022-10-01,18.0,0.0
OCN002,OTHER- CHICKEN NUGGETS 18X400GM/CTNS,2022-11-01,18.0,90.0
OCN002,OTHER- CHICKEN NUGGETS 18X400GM/CTNS,2022-12-01,9.0,0.0
OCN004,OTHER- CHICKEN NUGGETS (FARMPRIDE) 1kgX10pkt,2022-10-01,48.0,50.0
OCN004,OTHER- CHICKEN NUGGETS (FARMPRIDE) 1kgX10pkt,2022-11-01,30.0,0.0
OCN004,OTHER- CHICKEN NUGGETS (FARMPRIDE) 1kgX10pkt,2022-12-01,63.0,0.0
