item_code,description,date,quantity,purchase_quantity
CFIL02,CHICKEN FILLET (SEARA) 2kgX6pkt,2022-10-01,576.0,180.0
CFIL02,CHICKEN FILLET (SEARA) 2kgX6pkt,2022-11-01,144.0,0.0
CFIL04,CHICKEN FILLET (ALLIZ) 6X2kg,2022-11-01,24.0,24.0
CFIL04,CHICKEN FILLET (ALLIZ) 6X2kg,2022-12-01,2.0,0.0
CFLI001,CHICKEN- FRESH CHICKEN LIVER 2kg/pkt,2022-10-01,10.0,10.0
CFLI001,CHICKEN- FRESH CHICKEN LIVER 2kg/pkt,2022-11-01,10.0,10.0
CFLI001,CHICKEN- FRESH CHICKEN LIVER 2kg/pkt,2022-12-01,2.0,2.0
CGIZ03,CHICKEN GIZZARD ALLIZ 12 X 1KG,2022-10-01,2016.0,720.0
CGIZ03,CHICKEN GIZZARD ALLIZ 12 X 1KG,2022-11-01,3579.0,120.0
CGIZ03,CHICKEN GIZZARD ALLIZ 12 X 1KG,2022-12-01,2273.0,0.0
CHIF002,CHICKEN- FRESH CHICKEN (KG) / PULLET (M),2022-12-01,1.7,1.7
CKAD01,CHICKEN KATSUDON 14pcs 1kgX10pkt,2022-10-01,636.0,200.0
CKAD01,CHICKEN KATSUDON 14pcs 1kgX10pkt,2022-11-01,610.0,250.0
CKAD01,CHICKEN KATSUDON 14pcs 1kgX10pkt,2022-12-01,554.0,200.0
CKAD07,FULLY COOKED FRIED CHICKEN CRISPY KATSUDON,2022-10-01,30.0,20.0
CKAD07,FULLY COOKED FRIED CHICKEN CRISPY KATSUDON,2022-11-01,40.0,25.0
CKAD07,FULLY COOKED FRIED CHICKEN CRISPY KATSUDON,2022-12-01,50.0,20.0
CLIV01,CHICKEN HEART,2022-11-01,6.2,6.2
CLQC03,CHICKEN- CURRY CHICKEN (30gm) 5kgX2pkt,2022-10-01,4385.0,0.0
CLQC03,CHICKEN- CURRY CHICKEN (30gm) 5kgX2pkt,2022-11-01,840.0,0.0
CLQC03,CHICKEN- CURRY CHICKEN (30gm) 5kgX2pkt,2022-12-01,1590.0,0.0
CMIJ02-02,CHICKEN- MID JOINT 30gmUP (AVIVAR) 6pkt X 2kg/ctns,2022-10-01,720.0,720.0
CMIJ03,CHICKEN- MID JOINT 35-45gm (AURORA) 12X1pkt,2022-10-01,5208.0,6048.0
CMIJ03,CHICKEN- MID JOINT 35-45gm (AURORA) 12X1pkt,2022-11-01,4289.0,0.0
CMIJ03,CHICKEN- MID JOINT 35-45gm (AURORA) 12X1pkt,2022-12-01,8322.0,864.0
CMIJ03-01,CHICKEN- MID JOINT 30gm (PERDIGAO) 1kgX16pkt,2022-10-01,1177.0,320.0
CMIJ03-01,CHICKEN- MID JOINT 30gm (PERDIGAO) 1kgX16pkt,2022-11-01,805.0,0.0
CMIJ03-01,CHICKEN- MID JOINT 30gm (PERDIGAO) 1kgX16pkt,2022-12-01,189.0,0.0
CMIJ03-02,CHICKEN- MID JOINT 30gm (PERDIGAO) 1kgX12pkt,2022-12-01,1201.0,600.0
CMIJ04,CHICKEN- MID JOINT 30gm (FIRST PRIDE) 1kgX12pkt,2022-10-01,2691.4,720.0
CMIJ04,CHICKEN- MID JOINT 30gm (FIRST PRIDE) 1kgX12pkt,2022-11-01,950.0,240.0
CMIJ04,CHICKEN- MID JOINT 30gm (FIRST PRIDE) 1kgX12pkt,2022-12-01,384.0,600.0
CMIJ09,CHICKEN- MID JOINT FRANGOSUL 12X1KG/CTNS,2022-10-01,1965.0,600.0
CMIJ09,CHICKEN- MID JOINT FRANGOSUL 12X1KG/CTNS,2022-11-01,2125.0,600.0
CMIJ09,CHICKEN- MID JOINT FRANGOSUL 12X1KG/CTNS,2022-12-01,920.0,240.0
CMIN01,CHICKEN- MINCED CHICKEN 2kgX5pkt,2022-10-01,2406.0,0.0
CMIN01,CHICKEN- MINCED CHICKEN 2kgX5pkt,2022-11-01,3200.0,200.0
CMIN01,CHICKEN- MINCED CHICKEN 2kgX5pkt,2022-12-01,2846.0,0.0
CMIN02,CHICKEN MINCED ******,2022-10-01,99.0,0.0
CMIN03,CHICKEN- MINCED CHICKEN 300GM X 12PKT (PERDIGAO),2022-10-01,953.0,120.0
CMIN03,CHICKEN- MINCED CHICKEN 300GM X 12PKT (PERDIGAO),2022-11-01,580.0,200.0
CMIN03,CHICKEN- MINCED CHICKEN 300GM X 12PKT (PERDIGAO),2022-12-01,344.0,160.0
CMIN04,CHICKEN- MINCED CHICKEN (BUTHER'S RIDGE) 20X300gm,2022-11-01,250.0,120.0
CMIN04,CHICKEN- MINCED CHICKEN (BUTHER'S RIDGE) 20X300gm,2022-12-01,570.0,120.0
CMIN05,CHICKEN- MINCED CHICKEN *HALAL-TNL* 2KG/PKT,2022-10-01,440.0,100.0
CMIN06,CHICKEN- MINCED CHICKEN 1KG/PKT,2022-12-01,50.0,0.0
CNSF01,CHICKEN STIR FRY 250GM X 12PKT (PERDIGAO),2022-10-01,264.0,60.0
CNSF01,CHICKEN STIR FRY 250GM X 12PKT (PERDIGAO),2022-11-01,114.0,0.0
CNSF02,CHICKEN STIR FRY 250GM X 12PKT (BUTHER'S RIDGE),2022-11-01,12.0,60.0
CNSF02,CHICKEN STIR FRY 250GM X 12PKT (BUTHER'S RIDGE),2022-12-01,324.0,120.0
COLD01,CHICKEN- OLD FOWL,2022-10-01,228.3,44.6
COLD01,CHICKEN- OLD FOWL,2022-11-01,183.5,33.3
COLD01,CHICKEN- OLD FOWL,2022-12-01,274.7,29.1
CQUL02,CHICKEN QUARTER LEG (SIMMONS-USA) 15kg/ctn,2022-10-01,150.0,150.0
CQUL03,CHICKEN QUARTER LEG (KEYSTONE) 15kg/ctn,2022-10-01,210.0,0.0
CQUL04,CHICKEN QUARTER LEG (SANDERSON-USA) 15kg/ctn,2022-10-01,28980.0,0.0
CQUL04,CHICKEN QUARTER LEG (SANDERSON-USA) 15kg/ctn,2022-11-01,7950.0,0.0
CQUL04,CHICKEN QUARTER LEG (SANDERSON-USA) 15kg/ctn,2022-12-01,4125.0,0.0
CQUL06,CHICKEN QUARTER LEG (CASEFARM) 15kg/ctn,2022-10-01,55.0,5.0
CSBL01,CHICKEN- BLACK CHICKEN 5PCS/PKT,2022-10-01,50.0,4.5
CSBL01,CHICKEN- BLACK CHICKEN 5PCS/PKT,2022-11-01,37.0,10.0
CSBL01,CHICKEN- BLACK CHICKEN 5PCS/PKT,2022-12-01,20.0,10.0
CSBL01-02,CHICKEN- KAMPONG CHICKEN / FEATHERLESS PULLET,2022-10-01,35.32,8.5
CSBL01-02,CHICKEN- KAMPONG CHICKEN / FEATHERLESS PULLET,2022-11-01,26.2,8.9
CSBL01-02,CHICKEN- KAMPONG CHICKEN / FEATHERLESS PULLET,2022-12-01,11.4,5.7
CSBL01-03,CHICKEN- KAMPONG CHICKEN WHOLE LEG,2022-10-01,72.3,6.5
CSKI01,CHICKEN SKIN 15kg/ctn,2022-10-01,14.0,130.0
CSKI01,CHICKEN SKIN 15kg/ctn,2022-11-01,12.0,0.0
CSKI02,CHICKEN SKIN (LEVIDA) 12kg/ctn,2022-10-01,40.0,0.0
CSLI01,CHICKEN SLICED 6mm 6x2kg/pkt,2022-10-01,3808.0,0.0
CSLI01,CHICKEN SLICED 6mm 6x2kg/pkt,2022-11-01,3792.0,0.0
CSLI01,CHICKEN SLICED 6mm 6x2kg/pkt,2022-12-01,3954.0,0.0
CSLI01-01,CHICKEN SLICED 3mm 2kgX5pkt,2022-10-01,824.0,0.0
CSLI01-01,CHICKEN SLICED 3mm 2kgX5pkt,2022-11-01,700.0,0.0
CSLI01-01,CHICKEN SLICED 3mm 2kgX5pkt,2022-12-01,360.0,0.0
CSLI01-03,CHICKEN SLICED 8mm 2kgX6pkt,2022-10-01,338.0,0.0
CSLI01-03,CHICKEN SLICED 8mm 2kgX6pkt,2022-11-01,474.0,0.0
CSLI01-03,CHICKEN SLICED 8mm 2kgX6pkt,2022-12-01,446.0,0.0
CSLI02,CHICKEN SLICED W/O SKIN 6MM 2kgX6pkt,2022-10-01,12.0,0.0
CSLI02,CHICKEN SLICED W/O SKIN 6MM 2kgX6pkt,2022-11-01,32.0,0.0
CSLI02,CHICKEN SLICED W/O SKIN 6MM 2kgX6pkt,2022-12-01,12.0,0.0
CSLI02-03,CHICKEN SLICED W/O SKIN 2.5CM 2kgX6pkt,2022-10-01,102.0,0.0
CSLI02-05,CHICKEN SLICED W/O SKIN 1CM 2kgX5pkt,2022-10-01,326.0,0.0
CSLI02-05,CHICKEN SLICED W/O SKIN 1CM 2kgX5pkt,2022-11-01,280.0,0.0
CSLI02-05,CHICKEN SLICED W/O SKIN 1CM 2kgX5pkt,2022-12-01,196.0,0.0
CSLI04-01,CHICKEN SLICED W/O SKIN 1.50 CM 2kgX6pkt,2022-10-01,44.0,0.0
CSLI04-01,CHICKEN SLICED W/O SKIN 1.50 CM 2kgX6pkt,2022-11-01,36.0,0.0
CSLI04-01,CHICKEN SLICED W/O SKIN 1.50 CM 2kgX6pkt,2022-12-01,30.0,0.0
CSLI06,CHICKEN SLICED 1CM 2kgX6pkt,2022-10-01,288.0,0.0
CSLI06,CHICKEN SLICED 1CM 2kgX6pkt,2022-11-01,222.0,0.0
CSLI06,CHICKEN SLICED 1CM 2kgX6pkt,2022-12-01,226.0,0.0
CSLI08-02,CHICKEN SLICED SHABU SHABU 12X300gm/pkt PERDIGAO,2022-10-01,208.0,90.0
CSLI08-02,CHICKEN SLICED SHABU SHABU 12X300gm/pkt PERDIGAO,2022-11-01,122.0,0.0
CSLI08-03,CHICKEN SLICED SHABU SHABU 12X300gm/pkt BUTHER'S RIDGE,2022-11-01,42.0,60.0
CSLI08-03,CHICKEN SLICED SHABU SHABU 12X300gm/pkt BUTHER'S RIDGE,2022-12-01,291.0,120.0
CSOF01,CHICKEN- CHICKEN SOFTBONE,2022-11-01,2.1,2.1
CSOF02,CHICKEN- KNEE CARTILAGE (SEARA) 6X2KG/CTNS,2022-10-01,612.0,648.0
CSOF02,CHICKEN- KNEE CARTILAGE (SEARA) 6X2KG/CTNS,2022-11-01,228.0,588.0
CSOF02,CHICKEN- KNEE CARTILAGE (SEARA) 6X2KG/CTNS,2022-12-01,226.0,0.0
CSOF02-02,CHICKEN- KNEE CARTILAGE (SEARA) 300GM/PKT,2022-11-01,126.0,0.0
CSOF02-02,CHICKEN- KNEE CARTILAGE (SEARA) 300GM/PKT,2022-12-01,440.0,0.0
CSPR03-01,CHICKEN- SPRING CHICKEN 800gm (PD) 9.6kg/ctn,2022-10-01,144.0,60.0
CSPR03-01,CHICKEN- SPRING CHICKEN 800gm (PD) 9.6kg/ctn,2022-11-01,60.0,0.0
CSPR04,CHICKEN- SPRING CHICKEN 900gm (PD) 10.80kg/ctn,2022-11-01,78.0,994.0
CSPR04,CHICKEN- SPRING CHICKEN 900gm (PD) 10.80kg/ctn,2022-12-01,121.0,0.0
CWHL03,CHICKEN- WHOLE LEG (SEARA/LAR) 15kg/ctn,2022-10-01,1.0,0.0
CWHL03,CHICKEN- WHOLE LEG (SEARA/LAR) 15kg/ctn,2022-11-01,191.0,120.0
CWHL03,CHICKEN- WHOLE LEG (SEARA/LAR) 15kg/ctn,2022-12-01,93.0,0.0
CWHL09,CHICKEN- WHOLE LEG (AURORA) 15kg/ctn,2022-10-01,414.0,120.0
CWHL09,CHICKEN- WHOLE LEG (AURORA) 15kg/ctn,2022-11-01,70.0,60.0
CWHL13,CHICKEN- WHOLE LEG (COPACOL/ALLIZ-BRAZIL) 15kg/ctn,2022-12-01,745.0,1874.0
CWHL14,CHICKEN- WHOLE LEG 230-260GM (FRESH),2022-10-01,72.5,12.5
CWHL14,CHICKEN- WHOLE LEG 230-260GM (FRESH),2022-11-01,143.5,12.4
CWHL14,CHICKEN- WHOLE LEG 230-260GM (FRESH),2022-12-01,194.4,12.6
CWHL15,CHICKEN- CURRY CHICKEN 500gm/pkt,2022-11-01,8.0,0.0
CWHL15,CHICKEN- CURRY CHICKEN 500gm/pkt,2022-12-01,5.0,0.0
CWHO01,CHICKEN- WHOLE CHICKEN 1100gm (PERDIAO) 11kg/ctn,2022-10-01,319.0,0.0
CWHO01,CHICKEN- WHOLE CHICKEN 1100gm (PERDIAO) 11kg/ctn,2022-11-01,369.6,10395.0
CWHO01,CHICKEN- WHOLE CHICKEN 1100gm (PERDIAO) 11kg/ctn,2022-12-01,1252.9,0.0
CWHO04,CHICKEN- WHOLE CHICKEN 1000gm (PERDIGAO) 10kg/ctn,2022-10-01,300.0,0.0
CWHO04,CHICKEN- WHOLE CHICKEN 1000gm (PERDIGAO) 10kg/ctn,2022-11-01,464.0,0.0
CWHO06,CHICKEN- WHOLE CHICKEN 1300gm (PERDIGAO)  13kg/ctn,2022-10-01,205.4,390.0
CWHO06,CHICKEN- WHOLE CHICKEN 1300gm (PERDIGAO)  13kg/ctn,2022-11-01,184.6,0.0
CWHO08-03,CHICKEN- WHOLE CHICKEN 1200gm (PERDIGAO) 12kg/ctn,2022-10-01,359.8,360.0
CWIN01,CHICKEN WING 80-100gm (SEARA/PERDIGAO) 15kg/ctn,2022-10-01,22.0,15.0
CWIN01-03,CHICKEN WING 80-100GM UP (SEARA) 2KGX6PKT,2022-10-01,2824.0,840.0
CWIN01-03,CHICKEN WING 80-100GM UP (SEARA) 2KGX6PKT,2022-11-01,4820.0,840.0
CWIN01-03,CHICKEN WING 80-100GM UP (SEARA) 2KGX6PKT,2022-12-01,3698.0,864.0
CWIN01-05,CHICKEN WING 75-90gm (PERDIAGO) 15kg/ctn,2022-10-01,24.0,20.0
CWIN01-05,CHICKEN WING 75-90gm (PERDIAGO) 15kg/ctn,2022-11-01,90.0,20.0
CWIN01-05,CHICKEN WING 75-90gm (PERDIAGO) 15kg/ctn,2022-12-01,135.0,20.0
CWIN02-05,CHICKEN WING 90gm UP (AVIVAR) 15kg/ctn,2022-10-01,135.0,0.0
CWIN02-05,CHICKEN WING 90gm UP (AVIVAR) 15kg/ctn,2022-11-01,89.0,0.0
CWIN02-05,CHICKEN WING 90gm UP (AVIVAR) 15kg/ctn,2022-12-01,53.0,0.0
CWIN02-06,CHICKEN WING 90gm UP (NAT) 2kgX6pkt,2022-10-01,374.0,0.0
CWIN02-06,CHICKEN WING 90gm UP (NAT) 2kgX6pkt,2022-11-01,48.0,0.0
CWIN02-06,CHICKEN WING 90gm UP (NAT) 2kgX6pkt,2022-12-01,1042.0,666.0
CWIN02-07,CHICKEN WING 90-110gm (FIRST PRIDE) 12X1pkt,2022-10-01,2172.0,540.0
CWIN02-07,CHICKEN WING 90-110gm (FIRST PRIDE) 12X1pkt,2022-11-01,1744.0,600.0
CWIN02-07,CHICKEN WING 90-110gm (FIRST PRIDE) 12X1pkt,2022-12-01,1235.0,498.0
CWIN02-08,CHICKEN WING 90gm UP (MORO) 2kgX8pkt,2022-12-01,358.0,896.0
CWIN05-01,CHICKEN WING 120-140gm (SEARA) 15kg/ctn,2022-10-01,29.0,10.0
CWIN05-01,CHICKEN WING 120-140gm (SEARA) 15kg/ctn,2022-11-01,66.0,18.0
CWIN05-01,CHICKEN WING 120-140gm (SEARA) 15kg/ctn,2022-12-01,37.0,15.0
CWIN05-04,CHICKEN WING 120GMUP / 120-150gm UP (PD/SEARA/AVIA)15kg/ctn,2022-10-01,62.0,20.0
CWIN05-04,CHICKEN WING 120GMUP / 120-150gm UP (PD/SEARA/AVIA)15kg/ctn,2022-11-01,35.0,17.5
CWIN05-04,CHICKEN WING 120GMUP / 120-150gm UP (PD/SEARA/AVIA)15kg/ctn,2022-12-01,39.0,20.0
CWIN06,CHICKEN WING STICK (SADIA) 16KGX1KG/CTNS,2022-11-01,44.0,0.0
CWIN06,CHICKEN WING STICK (SADIA) 16KGX1KG/CTNS,2022-12-01,16.0,0.0
CWIN06-03,CHICKEN WING STICK 16x1kg/ctns ************,2022-10-01,47.0,0.0
CWIN06-03,CHICKEN WING STICK 16x1kg/ctns ************,2022-11-01,16.0,0.0
CWIN06-03,CHICKEN WING STICK 16x1kg/ctns ************,2022-12-01,128.0,0.0
CWIN06-04,ChICKEN WING STICK(SEARA) 12x1KG/CTNS,2022-10-01,974.0,840.0
CWIN06-04,ChICKEN WING STICK(SEARA) 12x1KG/CTNS,2022-11-01,1129.0,511.5
CWIN06-04,ChICKEN WING STICK(SEARA) 12x1KG/CTNS,2022-12-01,3379.0,840.0
CWIN06-07,CHICKEN WING STICK (AURORA) 1kgX12pkt,2022-10-01,726.0,0.0
CWIN06-07,CHICKEN WING STICK (AURORA) 1kgX12pkt,2022-11-01,1687.0,964.5
CWIN06-07,CHICKEN WING STICK (AURORA) 1kgX12pkt,2022-12-01,354.0,0.0
CWIN14,CHICKEN WING (FRESH),2022-10-01,20.0,0.0
CWIN17,CHICKEN 3 JOINT WING 12X900GM (PERDIGAO),2022-10-01,10.8,0.0
CWIN17,CHICKEN 3 JOINT WING 12X900GM (PERDIGAO),2022-11-01,0.0,0.0
CWIN17,CHICKEN 3 JOINT WING 12X900GM (PERDIGAO),2022-12-01,43.2,0.0
DEER01,DEER MEAT,2022-10-01,136.98,95.8
DEER01,DEER MEAT,2022-11-01,92.09,48.94
DEER01,DEER MEAT,2022-12-01,155.68,153.09
DUCK01-04,DUCK- HALAL FRESH WHOLE DUCK (3.56kg/pcs),2022-10-01,1345.68,142.4
DUCK01-04,DUCK- HALAL FRESH WHOLE DUCK (3.56kg/pcs),2022-11-01,452.12,82.95
DUCK01-04,DUCK- HALAL FRESH WHOLE DUCK (3.56kg/pcs),2022-12-01,466.36,71.2
DUCK03,DUCK- 3JOINT DUCK WING 10kg/ctn,2022-10-01,18.1,0.0
DUCK03-01,DUCK- 2JOINT DUCK WING,2022-11-01,29.5,29.5
DUCK03-02,DUCK- DUCK 3JOINT WING EDEN DUCK 12X1kg/ctn,2022-10-01,10.0,30.1
DUCK03-02,DUCK- DUCK 3JOINT WING EDEN DUCK 12X1kg/ctn,2022-11-01,32.0,10.0
DUCK03-02,DUCK- DUCK 3JOINT WING EDEN DUCK 12X1kg/ctn,2022-12-01,75.0,51.0
DUCK04,DUCK BREAST 10KG/CTNS,2022-11-01,1.2,1.2
DUCK04-02,DUCK- SMOKE DUCK BREAST (ORIGINAL) 220gm/pcsS,2022-10-01,263.13,160.0
DUCK04-02,DUCK- SMOKE DUCK BREAST (ORIGINAL) 220gm/pcsS,2022-11-01,189.43,65.0
DUCK04-02,DUCK- SMOKE DUCK BREAST (ORIGINAL) 220gm/pcsS,2022-12-01,248.74,88.0
DUCK05-02,DUCK TONGUE,2022-10-01,58.1,15.0
DUCK05-02,DUCK TONGUE,2022-11-01,46.1,15.15
DUCK05-02,DUCK TONGUE,2022-12-01,104.9,26.0
DUCK06,DUCK HEAD 5KG/PKT,2022-10-01,198.5,10.149999999999999
DUCK06,DUCK HEAD 5KG/PKT,2022-11-01,239.5,20.05
DUCK06,DUCK HEAD 5KG/PKT,2022-12-01,224.1,10.3
DUCK07,DUCK FEET,2022-10-01,20.0,50.1
DUCK07,DUCK FEET,2022-11-01,40.0,0.0
DUCK07,DUCK FEET,2022-12-01,25.0,10.1
DUCK07-01,DUCK FEET DEBONE 12X1KG/CTNS,2022-10-01,210.0,240.0
DUCK07-01,DUCK FEET DEBONE 12X1KG/CTNS,2022-11-01,34.0,0.0
DUCK07-01,DUCK FEET DEBONE 12X1KG/CTNS,2022-12-01,50.0,240.0
DUCK08,DUCK NECKS SKINLESS  10kg/ctn,2022-10-01,110.0,20.05
DUCK08,DUCK NECKS SKINLESS  10kg/ctn,2022-11-01,90.2,20.0
DUCK08,DUCK NECKS SKINLESS  10kg/ctn,2022-12-01,155.2,10.1
DUCK13,DUCK GIZZARD,2022-10-01,236.0,20.4
DUCK13,DUCK GIZZARD,2022-11-01,245.0,30.4
DUCK13,DUCK GIZZARD,2022-12-01,245.0,50.0
DUCK15,DUCK- DUCK LIVER PRE SLICED,2022-12-01,12.0,6.0
DUCK15-03,DUCK- DUCK LIVER PRE SLICED 50GM/PCS,2022-12-01,3.01,4.865
DUCK15-04,DUCK- DUCK LIVER FOIE GRAS 50GM/PCS X 4PCS/PKT,2022-11-01,15.0,0.0
DUCK15-04,DUCK- DUCK LIVER FOIE GRAS 50GM/PCS X 4PCS/PKT,2022-12-01,64.0,0.0
DUCK20,DUCK BONE,2022-11-01,29.799999999999997,10.0
DUCK20,DUCK BONE,2022-12-01,10.3,10.3
DUCK25,CURRY DUCK,2022-11-01,240.0,240.0
FBA001-01,FISH- WHOLE BATANG 2-3 FRESH - CLEAN & GUTTER,2022-10-01,1742.0,215.25
FBA001-01,FISH- WHOLE BATANG 2-3 FRESH - CLEAN & GUTTER,2022-11-01,2185.6,275.98
FBA001-01,FISH- WHOLE BATANG 2-3 FRESH - CLEAN & GUTTER,2022-12-01,1332.42,250.0
FBA001-02,FISH- WHOLE BATANG 3/4KG (NSW-LH),2022-11-01,165.9,165.9
FBA001-05,FISH- FRESH SPANISH MACKEREL,2022-10-01,18.1,6.6
FBA001-05,FISH- FRESH SPANISH MACKEREL,2022-11-01,37.8,6.25
FBA001-05,FISH- FRESH SPANISH MACKEREL,2022-12-01,43.4,7.050000000000001
FBA006-01,FISH- BATANG STEAK 3-5 2kgX5pkt,2022-10-01,340.0,75.0
FBA006-01,FISH- BATANG STEAK 3-5 2kgX5pkt,2022-11-01,477.0,100.0
FBA006-01,FISH- BATANG STEAK 3-5 2kgX5pkt,2022-12-01,499.0,125.0
FBE001,FISH- BELT FISH LONG - STEAK 150/250GM 5X2KG/CTNS,2022-11-01,12.0,0.0
FBE002,FISH- BELT FISH 200-300GM 10KG/CTNS,2022-10-01,400.0,100.0
FBE002,FISH- BELT FISH 200-300GM 10KG/CTNS,2022-11-01,270.0,106.0
FBE002,FISH- BELT FISH 200-300GM 10KG/CTNS,2022-12-01,220.0,100.0
FBE003,FISH- BELT FISH,2022-12-01,10.0,10.0
FBE004,FISH- BELT FISH STEAK 150-200GM 10X1KG/CTNS,2022-12-01,17.0,20.0
FBE006,FISH- BELT FISH ROLL 10X1KG/CTNS,2022-10-01,155.0,100.0
FBE006,FISH- BELT FISH ROLL 10X1KG/CTNS,2022-11-01,62.0,50.0
FBE006,FISH- BELT FISH ROLL 10X1KG/CTNS,2022-12-01,76.0,100.0
FBF002,FISH- BREADED POLLACK FILLET (WHITE CRUMBS) 10pcs/pkt,2022-10-01,189.0,100.0
FBF002,FISH- BREADED POLLACK FILLET (WHITE CRUMBS) 10pcs/pkt,2022-11-01,172.0,100.0
FBF002,FISH- BREADED POLLACK FILLET (WHITE CRUMBS) 10pcs/pkt,2022-12-01,133.0,150.0
FBP005,FISH- BLACK POMFRET 100-150gm 5kgX2pkt,2022-10-01,55.0,0.0
FBP005,FISH- BLACK POMFRET 100-150gm 5kgX2pkt,2022-11-01,60.0,100.0
FBP005,FISH- BLACK POMFRET 100-150gm 5kgX2pkt,2022-12-01,165.0,150.0
FBP009-02,FISH- GOLDEN POMFRET 150/200GM CLEAN & GUTTER 10KG/CTNS,2022-12-01,10.0,10.0
FBP010,FISH- SILVER POMFRET 100/200 (WHOLE ROUND) 10kg/ctns,2022-10-01,70.0,0.0
FBP010,FISH- SILVER POMFRET 100/200 (WHOLE ROUND) 10kg/ctns,2022-11-01,115.5,0.0
FBP010,FISH- SILVER POMFRET 100/200 (WHOLE ROUND) 10kg/ctns,2022-12-01,83.5,0.0
FCH001,FISH CHIP GREEN 500gmX20pkt,2022-10-01,40.0,0.0
FCH002,FISH CHIP RED 500gmX20pkt,2022-10-01,802.0,1200.0
FCH002,FISH CHIP RED 500gmX20pkt,2022-11-01,924.0,1000.0
FCH002,FISH CHIP RED 500gmX20pkt,2022-12-01,532.0,0.0
FCS001,FISH- CHILEAN SALMON FILLET SKIN-ON 3-4LB/PCS 10kg/ctns,2022-10-01,749.2,500.0
FCS001,FISH- CHILEAN SALMON FILLET SKIN-ON 3-4LB/PCS 10kg/ctns,2022-11-01,719.1,300.0
FCS001,FISH- CHILEAN SALMON FILLET SKIN-ON 3-4LB/PCS 10kg/ctns,2022-12-01,944.95,300.0
FCS001-02,FISH- SASHIMI SALMON CUT 230-250GM,2022-10-01,15.84,1.32
FCS001-02,FISH- SASHIMI SALMON CUT 230-250GM,2022-11-01,12.1,1.32
FCS001-02,FISH- SASHIMI SALMON CUT 230-250GM,2022-12-01,19.67,1.98
FCS005,FISH- SMOKED SALMON SLICED 900GM/PKT,2022-11-01,1.0,1.0
FCS006-01,FISH- SALMON IQF PORTION (50g 2x2kg) 4kg/ctn,2022-10-01,8.0,0.0
FCS007,FISH- CHILEAN SEABASS FILLET IQF S/ON 3-4KG,2022-10-01,1.76,0.0
FCU001,FISH- CUTTLEFISH 5kg/pkt,2022-10-01,935.0,50.0
FCU001,FISH- CUTTLEFISH 5kg/pkt,2022-11-01,910.0,50.0
FCU001,FISH- CUTTLEFISH 5kg/pkt,2022-12-01,1185.0,50.0
FCU002,FISH- BABY CUTTLEFISH 40-60 12X1KG/CTNS,2022-10-01,336.0,100.0
FCU002,FISH- BABY CUTTLEFISH 40-60 12X1KG/CTNS,2022-11-01,253.0,120.0
FCU002,FISH- BABY CUTTLEFISH 40-60 12X1KG/CTNS,2022-12-01,332.0,100.0
FGR001,FISH- GROUPER 200/300gm 15kg/ctn,2022-10-01,10.0,0.0
FGR003,FISH- FLOWER GROUPER 200/300 12KG/CTNS,2022-10-01,10.0,0.0
FGR004,FISH- FRESH FLOWER GROUPER,2022-10-01,68.7,8.2
FGR004,FISH- FRESH FLOWER GROUPER,2022-11-01,66.5,9.0
FGR004,FISH- FRESH FLOWER GROUPER,2022-12-01,76.0,7.3
FKE003,FISH- KEMBONG 8-10pcs 2kg X 5pkt/ctns,2022-10-01,80.0,100.0
FKE003,FISH- KEMBONG 8-10pcs 2kg X 5pkt/ctns,2022-11-01,70.0,100.0
FKE003,FISH- KEMBONG 8-10pcs 2kg X 5pkt/ctns,2022-12-01,688.0,350.0
FKU001,FISH- KUNING 31-40pcs 4X2KG/CTNS,2022-10-01,48.0,0.0
FKU001,FISH- KUNING 31-40pcs 4X2KG/CTNS,2022-11-01,16.0,0.0
FKU003,FISH- KUNING 31-35pcs  2kgX5pkt,2022-11-01,24.0,0.0
FKU003,FISH- KUNING 31-35pcs  2kgX5pkt,2022-12-01,48.0,0.0
FLE003,FISH- LEATHER JACKET 300-400gm 10kg/ctn,2022-10-01,20.0,30.0
FLE003,FISH- LEATHER JACKET 300-400gm 10kg/ctn,2022-11-01,50.0,20.0
FLE003,FISH- LEATHER JACKET 300-400gm 10kg/ctn,2022-12-01,10.0,30.0
FMI001-01,FISH- MILK FISH,2022-10-01,250.0,200.0
FMI001-01,FISH- MILK FISH,2022-11-01,0.0,0.0
FMI001-01,FISH- MILK FISH,2022-12-01,700.0,880.0
FRG002,FISH- RED SNAPPER FISH TAIL,2022-10-01,11.3,11.3
FRG002,FISH- RED SNAPPER FISH TAIL,2022-11-01,14.3,14.3
FRG002,FISH- RED SNAPPER FISH TAIL,2022-12-01,15.9,15.9
FRG004,FISH- RED GORLY 6-8pcs 2kgX5pkt,2022-10-01,348.0,100.0
FRG004,FISH- RED GORLY 6-8pcs 2kgX5pkt,2022-11-01,402.0,75.0
FRG004,FISH- RED GORLY 6-8pcs 2kgX5pkt,2022-12-01,446.0,100.0
FRM001,FISH- FRESH ANGKOLI FISH,2022-10-01,10.0,10.0
FRS001-02,FISH- RED SNAPPER FISH HEAD FRESH,2022-11-01,41.0,34.8
FRS001-02,FISH- RED SNAPPER FISH HEAD FRESH,2022-12-01,149.0,77.6
FRS001-05,FISH- RED SNAPPER FISH HEAD FROZEN 5nos/ctns,2022-10-01,126.66,2.75
