pdt_code,pdt_name,current_inv,summary_purchases_date_range,summary_purchases_min_price,summary_purchases_max_price,summary_sales_date_range,summary_sales_latest_date,summary_sales_latest_price,summary_sales_min_price,summary_sales_max_price
PTRI02,,,2023-03-01 - 2023-09-08,3.0,4.2,2023-03-01 - 2023-09-08,2023-03-21,3.2,3.2,3.2
PTRI03,,,2023-03-01 - 2023-09-08,1.3,2.5,2023-03-01 - 2023-09-08,2023-07-19,0.01,0.01,3.2
PTRI04,,,2023-03-01 - 2023-09-08,1.3,3.5,2023-03-01 - 2023-09-08,2023-09-04,4.5,2.6,5.8
PTRI05,,,,,,2023-03-01 - 2023-09-08,2023-07-29,5.5,5.5,6.0
PTRI06,,,,,,2023-03-01 - 2023-09-08,2023-09-07,5.5,4.8,5.5
PTRI07,,,,,,2023-03-01 - 2023-09-08,2023-09-04,5.5,5.5,6.0
PTRI08,,,2023-03-01 - 2023-09-08,1.3,1.3,2023-03-01 - 2023-09-08,2023-09-05,3.56,0.93,3.8
PTRI10,,,,,,2023-03-01 - 2023-09-08,2023-09-05,3.0,2.6,3.5
RAB001,,,2023-03-01 - 2023-09-08,17.0,17.0,2023-03-01 - 2023-09-08,2023-09-05,21.0,17.2,24.0
RICE07,,,2023-03-01 - 2023-09-08,30.0,39.6,2023-03-01 - 2023-09-08,2023-09-04,45.0,40.0,47.0
SAK001,,,2023-03-01 - 2023-09-08,10.5,11.6,2023-03-01 - 2023-09-08,2023-08-16,14.0,14.0,17.18
SAK003,,,2023-03-01 - 2023-09-08,10.5,13.5,2023-03-01 - 2023-09-08,2023-09-04,14.0,10.7,15.48
SAK006,,,2023-03-01 - 2023-09-08,15.0,18.0,2023-03-01 - 2023-09-08,2023-08-18,19.0,18.0,19.5
SAK006-01,,,2021-09-01 - 2023-09-08,14.5,14.5,2021-09-01 - 2023-09-08,2022-12-16,17.5,17.5,17.5
SAUCE-01,,,2023-03-01 - 2023-09-08,11.5,11.5,2021-09-01 - 2023-09-08,2022-02-14,15.0,15.0,15.0
SAUCE-02,,,2021-09-01 - 2023-09-08,0.4,0.4,2023-03-01 - 2023-09-08,2023-08-04,0.93,0.6,0.93
SAUCE-03,,,2021-09-01 - 2023-09-08,3.0,15.0,2021-09-01 - 2023-09-08,2022-10-17,5.0,5.0,17.0
SAUCE-04,,,2021-09-01 - 2023-09-08,16.0,16.0,2021-09-01 - 2023-09-08,2022-01-13,17.8,17.8,17.8
SAUCE-06,,,2021-09-01 - 2023-09-08,9.45,9.73,2021-09-01 - 2023-09-08,2022-01-08,10.5,10.5,11.0
SAUCE-07,,,2021-09-01 - 2023-09-08,4.92,6.3,2021-09-01 - 2023-09-08,2022-05-11,8.32,6.1,8.32
SAUCE-07B,,,2023-03-01 - 2023-09-08,7.0,7.2,2023-03-01 - 2023-09-08,2023-08-11,9.0,9.0,9.0
SAUCE-08,,,2023-03-01 - 2023-09-08,2.0,14.0,2023-03-01 - 2023-09-08,2023-08-29,17.08,14.2,26.66
SAUCE-09,,,2023-03-01 - 2023-09-08,2.0,14.0,2023-03-01 - 2023-09-08,2023-08-25,17.13,10.19,26.66
SAUCE-10,,,2021-09-01 - 2023-09-08,32.0,32.0,2021-09-01 - 2023-09-08,2022-12-16,40.0,40.0,40.0
SAUCE-18,,,2021-09-01 - 2023-09-08,1.85,1.91,2021-09-01 - 2023-09-08,2022-02-16,2.2,2.2,2.2
SAUCE-19,,,2021-09-01 - 2023-09-08,1.6,1.65,2021-09-01 - 2023-09-08,2022-03-22,2.0,2.0,2.0
SAUCE-20B,,,,,,2021-09-01 - 2023-09-08,2021-12-17,42.0,42.0,42.0
SAUCE-20C,,,2021-09-01 - 2023-09-08,34.0,34.0,2021-09-01 - 2023-09-08,2021-12-13,37.0,37.0,37.0
SAUCE-20D,,,2021-09-01 - 2023-09-08,33.0,33.0,2021-09-01 - 2023-09-08,2022-02-08,37.0,36.7,37.0
SAUCE-21B,,,2021-09-01 - 2023-09-08,10.52,11.2,2021-09-01 - 2023-09-08,2022-03-01,11.7,11.7,13.0
SAUCE-22,,,2021-09-01 - 2023-09-08,10.6,12.1,2021-09-01 - 2023-09-08,2022-10-28,11.0,11.0,14.7
SAUCE-40,,,,,,2021-09-01 - 2023-09-08,2021-11-11,2.3,2.3,2.3
SAUCE-43,,,2021-09-01 - 2023-09-08,3.3,4.07,2021-09-01 - 2023-09-08,2022-11-10,4.0,3.8,4.5
SAUCE-47,,,2023-03-01 - 2023-09-08,5.4,5.4,2023-03-01 - 2023-09-08,2023-08-30,6.0,6.0,6.0
SAUCE-48,,,2021-09-01 - 2023-09-08,7.93,9.67,2021-09-01 - 2023-09-08,2022-03-22,8.5,8.5,9.5
SAUCE-50,,,2021-09-01 - 2023-09-08,8.33,10.42,2021-09-01 - 2023-09-08,2022-02-19,11.0,8.55,11.0
SAUCE-50A,,,2021-09-01 - 2023-09-08,4.0,4.0,2021-09-01 - 2023-09-08,2022-03-19,6.44,4.5,13.2
SAUCE-51,,,2021-09-01 - 2023-09-08,3.74,4.5,2021-09-01 - 2023-09-08,2022-02-09,4.5,4.5,4.5
SAUCE-51A,,,2021-09-01 - 2023-09-08,8.0,8.0,2021-09-01 - 2023-09-08,2021-10-18,9.5,9.5,9.5
SAUCE-52,,,2021-09-01 - 2023-09-08,9.5,10.8,2021-09-01 - 2023-09-08,2022-02-20,12.5,9.7,12.5
SAUCE-54,,,2021-09-01 - 2023-09-08,2.5,2.5,2021-09-01 - 2023-09-08,2021-12-24,3.0,0.01,3.0
SAUCE-55,,,2021-09-01 - 2023-09-08,2.5,2.5,2021-09-01 - 2023-09-08,2021-12-03,3.64,3.5,6.49
SAUCE-56,,,2021-09-01 - 2023-09-08,2.5,2.5,2021-09-01 - 2023-09-08,2021-11-26,6.45,5.67,6.45
SAUCE-57,,,2021-09-01 - 2023-09-08,2.5,2.5,2021-09-01 - 2023-09-08,2021-11-02,3.8,2.7,6.45
SAUCE-58,,,2021-09-01 - 2023-09-08,2.5,2.5,2021-09-01 - 2023-09-08,2021-11-12,6.45,3.0,6.45
SAUCE-59,,,2021-09-01 - 2023-09-08,2.5,2.5,2021-09-01 - 2023-09-08,2021-11-26,4.8,3.2,4.8
SAUCE-60,,,2021-09-01 - 2023-09-08,7.0,7.5,2021-09-01 - 2023-09-08,2022-02-07,8.4,7.8,8.4
SAUCE-62,,,2021-09-01 - 2023-09-08,1.0,1.5,2021-09-01 - 2023-09-08,2021-09-30,1.5,1.3,1.5
SAUCE-63,,,2021-09-01 - 2023-09-08,4.5,4.5,2021-09-01 - 2023-09-08,2021-10-27,5.5,5.5,5.5
SBA001-02,,,2023-03-01 - 2023-09-08,32.5,32.5,2023-03-01 - 2023-09-08,2023-09-03,33.0,33.0,43.0
SBN002,,,,,,2021-09-01 - 2023-09-08,2022-11-04,6.0,6.0,15.0
SBN005,,,,,,2021-09-01 - 2023-09-08,2023-02-18,16.3,12.3,17.66
SBO001,,,2023-03-01 - 2023-09-08,9.0,9.0,2023-03-01 - 2023-09-08,2023-08-14,10.8,10.8,10.8
SBO002,,,2021-09-01 - 2023-09-08,8.5,8.5,2021-09-01 - 2023-09-08,2021-11-27,8.8,8.8,13.93
SBT002,,,2023-03-01 - 2023-09-08,12.6,12.9,2023-03-01 - 2023-09-08,2023-08-24,13.5,13.2,13.5
SBT003,,,2021-09-01 - 2023-09-08,13.3,13.3,2023-03-01 - 2023-09-08,2023-07-15,21.11,6.0,26.22
SBT006,,,2023-03-01 - 2023-09-08,13.2,13.2,2023-03-01 - 2023-09-08,2023-05-17,13.5,13.5,13.5
SCA001-02,,,2021-09-01 - 2023-09-08,17.0,20.0,2021-09-01 - 2023-09-08,2022-07-03,30.0,17.2,38.0
SCA001-03,,,2021-09-01 - 2023-09-08,19.0,19.0,2021-09-01 - 2023-09-08,2021-11-25,30.0,17.2,30.0
SCA001-04,,,2023-03-01 - 2023-09-08,1.4,1.4,2023-03-01 - 2023-09-08,2023-08-25,2.2,1.8,2.4
SCA001-07,,,2023-03-01 - 2023-09-08,39.0,39.0,2023-03-01 - 2023-09-08,2023-09-05,60.65,40.0,60.65
SCA001-08,,,2021-09-01 - 2023-09-08,14.71,14.75,2023-03-01 - 2023-09-08,2023-09-07,21.33,0.01,38.0
SCA001-09,,,2021-09-01 - 2023-09-08,13.61,13.92,2023-03-01 - 2023-09-08,2023-08-08,18.5,14.5,30.0
SCA001-10,,,2021-09-01 - 2023-09-08,12.93,13.64,2023-03-01 - 2023-09-08,2023-08-15,19.0,19.0,22.0
SCA001-13,,,2021-09-01 - 2023-09-08,24.0,24.0,2021-09-01 - 2023-09-08,2022-05-07,25.0,25.0,25.0
SCA001-14,,,2021-09-01 - 2023-09-08,51.07,60.16,2021-09-01 - 2023-09-08,2022-12-28,67.1,67.1,68.1
SCA001-15,,,2021-09-01 - 2023-09-08,7.3,12.5,2023-03-01 - 2023-09-08,2023-08-08,3.0,3.0,3.0
SCA001-16,,,2021-09-01 - 2023-09-08,9.1,9.1,2021-09-01 - 2023-09-08,2022-02-22,4.5,4.5,9.5
SCA002,,,,,,2021-09-01 - 2023-09-08,2021-12-13,6.2,4.0,8.0
SCA002-01,,,2021-09-01 - 2023-09-08,3.7,3.7,2021-09-01 - 2023-09-08,2022-05-15,5.5,0.01,8.9
SCA002-02,,,2021-09-01 - 2023-09-08,2.9,4.0,2021-09-01 - 2023-09-08,2021-12-15,5.0,4.0,5.2
SCA002-03,,,2023-03-01 - 2023-09-08,5.5,5.5,2023-03-01 - 2023-09-08,2023-04-14,6.5,6.5,6.5
SCA003,,,2021-09-01 - 2023-09-08,5.23,7.0,2023-03-01 - 2023-09-08,2023-09-04,7.7,5.5,11.57
SCA004,,,2023-03-01 - 2023-09-08,5.51,6.5,2023-03-01 - 2023-09-08,2023-09-07,7.5,6.0,8.5
SCA005,,,2021-09-01 - 2023-09-08,7.5,7.5,2021-09-01 - 2023-09-08,2022-08-07,9.0,8.9,9.0
SCA005-02,,,2023-03-01 - 2023-09-08,5.39,8.0,2023-03-01 - 2023-09-08,2023-09-07,7.93,5.8,9.5
SCA005-03,,,2023-03-01 - 2023-09-08,7.5,7.5,2023-03-01 - 2023-09-08,2023-07-31,8.83,7.7,9.0
SCA006,,,2023-03-01 - 2023-09-08,5.4,5.5,2023-03-01 - 2023-09-08,2023-09-07,9.0,5.6,9.5
SCA006-01,,,,,,2021-09-01 - 2023-09-08,2022-01-03,0.01,0.01,7.38
SCA006-02,,,,,,2021-09-01 - 2023-09-08,2022-01-03,0.01,0.01,0.01
SCA006-03,,,,,,2021-09-01 - 2023-09-08,2022-08-02,3.5,3.5,3.5
SCA006-04,,,,,,2021-09-01 - 2023-09-08,2022-09-22,1.0,0.01,9.46
SCA007-01,,,2021-09-01 - 2023-09-08,8.0,11.0,2021-09-01 - 2023-09-08,2022-12-05,9.5,8.8,14.0
SCA007-02,,,2023-03-01 - 2023-09-08,5.57,8.5,2023-03-01 - 2023-09-08,2023-09-02,10.0,0.01,14.0
SCA007-03,,,2021-09-01 - 2023-09-08,5.85,10.5,2021-09-01 - 2023-09-08,2023-01-24,9.5,4.9,17.66
SCA007-04,,,,,,2021-09-01 - 2023-09-08,2022-06-27,8.0,4.8,15.79
SCA007-05,,,2023-03-01 - 2023-09-08,4.95,8.5,2023-03-01 - 2023-09-08,2023-09-07,9.91,5.5,15.65
SCB001,,,2023-03-01 - 2023-09-08,4.8,4.8,2023-03-01 - 2023-09-08,2023-09-07,5.85,4.8,6.0
SCG001,,,2021-09-01 - 2023-09-08,53.0,53.0,2021-09-01 - 2023-09-08,2022-12-06,63.0,63.0,63.0
SCL001,,,2023-03-01 - 2023-09-08,3.2,3.2,2023-03-01 - 2023-09-08,2023-09-05,3.38,3.3,5.09
SCL002,,,2021-09-01 - 2023-09-08,1.8,2.16,2021-09-01 - 2023-09-08,2023-01-08,2.4,2.1,3.08
SCP001,,,2023-03-01 - 2023-09-08,5.9,5.9,2023-03-01 - 2023-09-08,2023-09-06,7.0,6.0,8.0
SCP002,,,2023-03-01 - 2023-09-08,8.0,8.0,2023-03-01 - 2023-09-08,2023-06-04,10.5,10.5,10.5
SCR001,,,2023-03-01 - 2023-09-08,10.8,12.8,2023-03-01 - 2023-09-08,2023-09-05,15.0,13.5,18.0
SCR001-01,,,2023-03-01 - 2023-09-08,5.8,7.5,2023-03-01 - 2023-09-08,2023-09-07,7.0,6.5,10.0
SCR002,,,2021-09-01 - 2023-09-08,17.5,20.0,2021-09-01 - 2023-09-08,2022-06-17,24.0,17.7,24.0
SCR005-02,,,2023-03-01 - 2023-09-08,2.15,2.15,2023-03-01 - 2023-09-08,2023-09-07,2.2,2.2,3.0
SCS001,,,2023-03-01 - 2023-09-08,0.95,1.3,2023-03-01 - 2023-09-08,2023-09-07,1.58,1.2,1.8
SCS002,,,2023-03-01 - 2023-09-08,0.95,1.2,2023-03-01 - 2023-09-08,2023-09-07,1.3,1.0,1.5
SCS003,,,2021-09-01 - 2023-09-08,0.35,0.35,2021-09-01 - 2023-09-08,2022-11-16,0.6,0.6,0.6
SCS004,,,2023-03-01 - 2023-09-08,2.4,2.4,2023-03-01 - 2023-09-08,2023-08-31,5.09,2.6,5.09
SCS005,,,2023-03-01 - 2023-09-08,1.43,1.43,2023-03-01 - 2023-09-08,2023-03-25,2.2,2.2,2.2
SEA001,,,2023-03-01 - 2023-09-08,18.0,18.0,2023-03-01 - 2023-09-08,2023-09-04,22.0,19.2,23.0
SEA002,,,2021-09-01 - 2023-09-08,320.0,392.06,2021-09-01 - 2023-09-08,2021-10-26,0.01,0.01,0.01
SEA003-01,,,,,,2021-09-01 - 2023-09-08,2022-06-20,150.0,150.0,150.0
SEA003-02,,,2021-09-01 - 2023-09-08,23.0,24.0,2021-09-01 - 2023-09-08,2022-01-08,26.0,26.0,26.0
SEB001,,,2023-03-01 - 2023-09-08,3.5,3.5,2023-03-01 - 2023-09-08,2023-09-07,4.0,0.01,6.5
SEB002,,,2021-09-01 - 2023-09-08,13.8,13.8,2021-09-01 - 2023-09-08,2021-10-25,15.0,15.0,15.0
SEB003,,,2023-03-01 - 2023-09-08,13.5,13.5,2023-03-01 - 2023-09-08,2023-06-15,18.0,18.0,18.0
SHI002-02,,,2023-03-01 - 2023-09-08,3.2,3.39,2023-03-01 - 2023-09-08,2023-09-07,6.52,4.5,9.5
SHI005,,,2021-09-01 - 2023-09-08,5.2,5.2,2021-09-01 - 2023-09-08,2022-01-13,8.0,6.0,8.0
SHI006,,,,,,2023-03-01 - 2023-09-08,2023-06-08,5.0,3.5,5.0
SHI007,,,2023-03-01 - 2023-09-08,1.78,2.5,2023-03-01 - 2023-09-08,2023-09-07,2.5,0.01,7.96
SHI007-02,,,2023-03-01 - 2023-09-08,3.0,3.0,2023-03-01 - 2023-09-08,2023-07-16,2.5,2.5,2.5
SHI008,,,,,,2021-09-01 - 2023-09-08,2021-11-07,3.7,3.7,3.7
SJF002,,,2021-09-01 - 2023-09-08,2.95,2.95,2021-09-01 - 2023-09-08,2022-02-12,3.2,3.2,3.2
SLB001-02,,,2021-09-01 - 2023-09-08,27.0,27.0,2021-09-01 - 2023-09-08,2021-12-25,29.0,29.0,32.0
SLB001-03,,,2021-09-01 - 2023-09-08,16.67,26.0,2021-09-01 - 2023-09-08,2022-02-12,35.0,30.0,35.0
SLB001-05,,,,,,2021-09-01 - 2023-09-08,2022-02-13,12.2,12.2,12.8
SLB001-06,,,2021-09-01 - 2023-09-08,35.0,35.0,2021-09-01 - 2023-09-08,2023-01-19,15.0,15.0,40.0
SLB002,,,2021-09-01 - 2023-09-08,8.75,10.0,2021-09-01 - 2023-09-08,2022-06-25,12.7,10.5,12.7
SLB003,,,2021-09-01 - 2023-09-08,8.2,8.2,2021-09-01 - 2023-09-08,2022-03-29,12.5,10.5,12.5
SLB005,,,2021-09-01 - 2023-09-08,14.0,25.0,2021-09-01 - 2023-09-08,2022-06-27,33.0,26.5,33.0
SLB006,,,2023-03-01 - 2023-09-08,11.0,16.0,2023-03-01 - 2023-09-08,2023-09-05,17.5,14.5,20.0
SLB007,,,2023-03-01 - 2023-09-08,11.5,20.0,2023-03-01 - 2023-09-08,2023-07-15,21.5,12.5,23.0
SLB008,,,,,,2023-03-01 - 2023-09-08,2023-03-24,18.5,18.5,18.5
SLB010,,,2021-09-01 - 2023-09-08,20.0,20.0,2021-09-01 - 2023-09-08,2021-11-17,30.0,30.0,30.0
SLB012-02,,,2023-03-01 - 2023-09-08,7.37,7.37,2021-09-01 - 2023-09-08,2021-12-02,10.8,10.8,12.0
SLB012-03,,,,,,2023-03-01 - 2023-09-08,2023-09-07,10.0,0.01,10.0
SMU001,,,2023-03-01 - 2023-09-08,4.0,4.0,2021-09-01 - 2023-09-08,2022-02-14,7.5,6.2,10.0
SMU001-02,,,2023-03-01 - 2023-09-08,1.6,2.4,2023-03-01 - 2023-09-08,2023-08-29,2.5,2.5,3.5
SMU001-03,,,2023-03-01 - 2023-09-08,2.5,2.5,2023-03-01 - 2023-09-08,2023-09-07,3.61,0.01,7.3
SMU001-04,,,2023-03-01 - 2023-09-08,11.34,11.5,2023-03-01 - 2023-09-08,2023-09-05,12.0,11.5,18.33
SMU002,,,2021-09-01 - 2023-09-08,4.5,5.0,2021-09-01 - 2023-09-08,2023-01-17,6.3,5.2,6.8
SMU002-01,,,2023-03-01 - 2023-09-08,2.5,2.5,2023-03-01 - 2023-09-08,2023-08-27,2.75,2.75,4.17
SMU002-02,,,,,,2021-09-01 - 2023-09-08,2022-07-27,6.0,2.83,8.5
SMU003,,,2021-09-01 - 2023-09-08,3.8,3.8,2021-09-01 - 2023-09-08,2021-09-30,5.0,5.0,5.0
SMU004,,,2021-09-01 - 2023-09-08,4.5,4.5,2021-09-01 - 2023-09-08,2022-09-26,5.0,5.0,6.0
SOT001,,,2023-03-01 - 2023-09-08,8.6,9.5,2023-03-01 - 2023-09-08,2023-09-07,9.0,8.8,10.8
SOT003-01,,,2023-03-01 - 2023-09-08,2.61,2.68,2023-03-01 - 2023-09-08,2023-09-07,3.62,2.8,5.74
SOT005,,,2021-09-01 - 2023-09-08,3.5,3.5,2023-03-01 - 2023-09-08,2023-08-20,6.0,6.0,6.0
SOYS01,,,2023-03-01 - 2023-09-08,1.7,2.2,2023-03-01 - 2023-09-08,2023-06-01,2.53,1.9,2.8
SOYS02,,,2023-03-01 - 2023-09-08,8.5,8.5,2023-03-01 - 2023-09-08,2023-05-13,13.4,9.7,19.44
SOYS03,,,2023-03-01 - 2023-09-08,1.58,1.7,2023-03-01 - 2023-09-08,2023-08-21,2.43,2.1,2.8
SOYS03-02,,,2023-03-01 - 2023-09-08,0.94,1.7,2023-03-01 - 2023-09-08,2023-09-07,2.45,1.4,6.5
SOYS06-02,,,2023-03-01 - 2023-09-08,1.7,1.75,2023-03-01 - 2023-09-08,2023-05-10,2.38,1.9,3.24
SOYS07,,,2021-09-01 - 2023-09-08,5.32,6.3,2023-03-01 - 2023-09-08,2023-09-07,9.5,5.65,10.0
SOYS08,,,2021-09-01 - 2023-09-08,4.53,6.7,2023-03-01 - 2023-09-08,2023-09-03,9.5,5.65,11.94
SOYS09,,,2021-09-01 - 2023-09-08,4.53,6.5,2023-03-01 - 2023-09-08,2023-09-03,7.7,6.7,13.42
SOYS11,,,,,,2023-03-01 - 2023-09-08,2023-08-19,2.5,2.5,2.5
SOYS12,,,2021-09-01 - 2023-09-08,4.53,4.53,2021-09-01 - 2023-09-08,2022-05-11,4.65,4.65,4.65
SOYS13,,,2021-09-01 - 2023-09-08,140.0,195.0,2023-03-01 - 2023-09-08,2023-03-20,240.0,240.0,240.0
SPH001,,,2023-03-01 - 2023-09-08,1.5,1.5,2023-03-01 - 2023-09-08,2023-09-06,3.0,1.7,3.0
SPH002,,,2021-09-01 - 2023-09-08,2.0,2.0,2021-09-01 - 2023-09-08,2023-02-21,3.0,3.0,3.0
SPH003,,,2023-03-01 - 2023-09-08,1.7,1.7,2023-03-01 - 2023-09-08,2023-05-12,3.0,3.0,3.0
SPH004,,,2023-03-01 - 2023-09-08,1.7,1.7,2023-03-01 - 2023-09-08,2023-07-01,2.5,2.0,2.5
SPR001,,,2023-03-01 - 2023-09-08,3.61,4.19,2023-03-01 - 2023-09-08,2023-09-07,8.19,6.2,11.0
SPR001-02,,,2023-03-01 - 2023-09-08,7.5,7.5,2023-03-01 - 2023-09-08,2023-09-07,8.15,8.15,8.15
SPR001-03,,,2021-09-01 - 2023-09-08,7.5,7.5,2021-09-01 - 2023-09-08,2021-12-02,7.75,7.6,7.9
SPR001-04,,,2021-09-01 - 2023-09-08,6.8,7.5,2021-09-01 - 2023-09-08,2022-12-06,7.48,6.8,7.6
SPR001-05,,,2021-09-01 - 2023-09-08,7.5,7.5,2021-09-01 - 2023-09-08,2022-12-04,7.48,7.48,7.48
SPR0010-02,,,2023-03-01 - 2023-09-08,8.6,8.6,2023-03-01 - 2023-09-08,2023-07-10,10.0,10.0,10.0
SPR0010-03,,,2021-09-01 - 2023-09-08,8.6,8.6,2021-09-01 - 2023-09-08,2022-08-07,8.8,8.8,8.8
SPR002-03,,,2023-03-01 - 2023-09-08,3.54,5.2,2023-03-01 - 2023-09-08,2023-09-07,7.0,0.01,11.5
SPR002-04,,,2021-09-01 - 2023-09-08,7.2,7.2,2021-09-01 - 2023-09-08,2022-03-21,7.0,7.0,8.0
SPR003-02,,,2021-09-01 - 2023-09-08,18.0,22.0,2021-09-01 - 2023-09-08,2022-09-01,25.0,22.0,26.0
SPR003-05,,,2023-03-01 - 2023-09-08,3.47,4.5,2023-03-01 - 2023-09-08,2023-09-07,8.81,0.01,12.0
SPR004-02,,,2023-03-01 - 2023-09-08,4.29,9.4,2023-03-01 - 2023-09-08,2023-09-05,9.0,6.5,12.0
SPR005,,,,,,2021-09-01 - 2023-09-08,2022-04-16,6.0,4.9,6.0
SPR005-02,,,,,,2021-09-01 - 2023-09-08,2022-06-15,6.0,5.0,6.0
SPR006,,,2023-03-01 - 2023-09-08,10.5,11.0,2023-03-01 - 2023-09-08,2023-07-10,10.5,10.5,10.5
SPR006-02,,,2023-03-01 - 2023-09-08,5.42,5.7,2023-03-01 - 2023-09-08,2023-09-04,11.25,9.0,13.5
SQC001,,,2021-09-01 - 2023-09-08,3.0,6.8,2023-03-01 - 2023-09-08,2023-09-07,6.78,3.3,8.2
SQC002,,,2023-03-01 - 2023-09-08,5.0,5.0,2023-03-01 - 2023-09-08,2023-08-18,6.0,6.0,6.0
SQC003,,,2021-09-01 - 2023-09-08,5.5,7.0,2021-09-01 - 2023-09-08,2022-11-02,7.2,5.7,8.8
SQC004,,,2021-09-01 - 2023-09-08,7.9,8.0,2021-09-01 - 2023-09-08,2022-08-06,9.0,8.1,12.0
SQC004-03,,,2021-09-01 - 2023-09-08,8.0,8.0,2021-09-01 - 2023-09-08,2022-04-20,9.0,8.2,9.2
SQC004-04,,,2023-03-01 - 2023-09-08,10.36,10.36,2023-03-01 - 2023-09-08,2023-09-07,12.0,12.0,12.0
SQC005,,,,,,2023-03-01 - 2023-09-08,2023-08-31,2.0,2.0,2.0
SQC006,,,2021-09-01 - 2023-09-08,4.0,6.25,2021-09-01 - 2023-09-08,2022-04-21,6.8,0.01,7.5
SQC007,,,,,,2021-09-01 - 2023-09-08,2021-10-01,6.5,5.8,7.5
SQC008,,,2021-09-01 - 2023-09-08,5.7,6.0,2021-09-01 - 2023-09-08,2022-03-14,6.8,6.0,7.5
SQC009,,,2021-09-01 - 2023-09-08,5.8,6.0,2023-03-01 - 2023-09-08,2023-05-02,8.0,8.0,8.0
SQC010,,,,,,2021-09-01 - 2023-09-08,2022-01-12,8.0,8.0,10.0
SQT001-04,,,2023-03-01 - 2023-09-08,3.43,4.8,2023-03-01 - 2023-09-08,2023-09-06,5.5,0.01,6.5
SQU001-04,,,2023-03-01 - 2023-09-08,4.5,4.5,2023-03-01 - 2023-09-08,2023-04-16,11.8,5.8,11.8
SQU001-05,,,2023-03-01 - 2023-09-08,8.1,8.1,2023-03-01 - 2023-09-08,2023-04-07,8.43,8.3,12.0
SQU001-10,,,2023-03-01 - 2023-09-08,8.5,8.5,2023-03-01 - 2023-09-08,2023-04-27,9.09,9.0,11.8
SQU0010,,,2021-09-01 - 2023-09-08,2.23,3.8,2021-09-01 - 2023-09-08,2023-01-16,4.5,0.01,7.0
SQU0010-02,,,2023-03-01 - 2023-09-08,2.22,6.0,2023-03-01 - 2023-09-08,2023-09-07,4.57,2.8,9.0
SQU0010-03,,,2021-09-01 - 2023-09-08,3.5,3.5,2021-09-01 - 2023-09-08,2022-02-05,4.0,3.7,4.0
SQU002-01,,,2021-09-01 - 2023-09-08,9.5,9.5,2021-09-01 - 2023-09-08,2022-03-12,13.0,13.0,13.0
SQU003-01,,,2021-09-01 - 2023-09-08,112.0,112.0,2021-09-01 - 2023-09-08,2021-09-02,113.0,113.0,113.0
SQU003-02,,,,,,2021-09-01 - 2023-09-08,2022-09-29,4.0,4.0,4.0
SQU003-04,,,2023-03-01 - 2023-09-08,6.0,10.0,2023-03-01 - 2023-09-08,2023-09-07,11.0,7.0,12.0
SQU003-05,,,2021-09-01 - 2023-09-08,9.5,11.88,2021-09-01 - 2023-09-08,2023-01-15,11.0,9.8,13.0
SQU004,,,2023-03-01 - 2023-09-08,11.0,17.0,2023-03-01 - 2023-09-08,2023-08-30,14.0,13.5,20.0
SQU005-02,,,2021-09-01 - 2023-09-08,6.5,9.0,2021-09-01 - 2023-09-08,2022-01-20,7.5,7.5,12.0
SQU005-03,,,2023-03-01 - 2023-09-08,6.0,6.0,2023-03-01 - 2023-09-08,2023-03-10,7.0,6.2,7.0
SQU006-04,,,2023-03-01 - 2023-09-08,1.96,4.5,2023-03-01 - 2023-09-08,2023-09-07,4.56,3.0,7.8
SSC001-01,,,2023-03-01 - 2023-09-08,15.5,15.5,2023-03-01 - 2023-09-08,2023-09-04,17.0,0.01,24.36
SSC0012,,,2021-09-01 - 2023-09-08,29.0,29.0,2021-09-01 - 2023-09-08,2021-10-26,0.01,0.01,0.01
SSC002,,,2021-09-01 - 2023-09-08,2.5,2.5,2021-09-01 - 2023-09-08,2023-01-19,3.8,3.8,8.9
SSC002-02,,,2023-03-01 - 2023-09-08,6.0,6.0,2023-03-01 - 2023-09-08,2023-09-06,7.63,6.3,8.8
SSC002-04,,,2021-09-01 - 2023-09-08,7.5,7.5,2021-09-01 - 2023-09-08,2022-02-18,8.5,8.5,9.0
SSC003,,,2021-09-01 - 2023-09-08,28.0,50.0,2021-09-01 - 2023-09-08,2022-10-27,35.0,35.0,60.0
SSC003-01,,,,,,2021-09-01 - 2023-09-08,2022-01-13,11.5,11.12,37.1
SSC003-02,,,2023-03-01 - 2023-09-08,7.0,7.0,2021-09-01 - 2023-09-08,2022-02-17,10.3,10.0,18.6
SSC004,,,2023-03-01 - 2023-09-08,13.0,14.0,2023-03-01 - 2023-09-08,2023-05-13,15.0,15.0,15.0
SSC007-02,,,,,,2021-09-01 - 2023-09-08,2021-12-06,18.0,18.0,19.0
SSK001,,,,,,2023-03-01 - 2023-09-08,2023-09-04,12.0,6.5,19.0
SSK002,,,2021-09-01 - 2023-09-08,14.43,14.43,2023-03-01 - 2023-09-08,2023-06-20,6.5,6.5,18.4
SSK003,,,2023-03-01 - 2023-09-08,14.35,17.18,2023-03-01 - 2023-09-08,2023-09-07,20.0,14.5,22.0
SSK004,,,2023-03-01 - 2023-09-08,18.9,18.9,2023-03-01 - 2023-09-08,2023-04-01,18.5,18.5,18.5
SSK005,,,2023-03-01 - 2023-09-08,7.8,7.8,2023-03-01 - 2023-09-08,2023-04-24,9.97,8.8,11.0
