pdt_code,pdt_name,current_inv,summary_purchases_date_range,summary_purchases_min_price,summary_purchases_max_price,summary_sales_date_range,summary_sales_latest_date,summary_sales_latest_price,summary_sales_min_price,summary_sales_max_price
OSS006-02,,,2021-09-01 - 2023-09-08,7.03,7.23,2021-09-01 - 2023-09-08,2022-01-27,9.0,7.2,9.0
OSS007,,,2021-09-01 - 2023-09-08,14.5,14.5,2021-09-01 - 2023-09-08,2022-01-10,25.0,16.2,25.0
OST001,,,2021-09-01 - 2023-09-08,5.2,5.2,2021-09-01 - 2023-09-08,2022-04-30,5.4,5.4,10.28
OST002,,,2021-09-01 - 2023-09-08,5.6,5.6,2021-09-01 - 2023-09-08,2022-04-28,6.4,5.8,10.56
OST003,,,2021-09-01 - 2023-09-08,6.2,6.2,2023-03-01 - 2023-09-08,2023-05-17,6.5,6.5,6.5
OST006,,,2023-03-01 - 2023-09-08,4.0,4.62,2023-03-01 - 2023-09-08,2023-09-02,7.84,0.01,7.87
OST006-02,,,2021-09-01 - 2023-09-08,33.0,33.0,2021-09-01 - 2023-09-08,2023-02-24,41.0,41.0,41.0
OST007,,,2021-09-01 - 2023-09-08,33.0,33.0,2021-09-01 - 2023-09-08,2023-02-24,41.0,41.0,41.0
OTK001,,,2021-09-01 - 2023-09-08,8.8,9.3,2021-09-01 - 2023-09-08,2021-11-02,10.3,9.8,10.3
OTO001,,,2023-03-01 - 2023-09-08,2.8,4.0,2023-03-01 - 2023-09-08,2023-09-07,3.8,2.9,5.0
OTO001-02,,,2023-03-01 - 2023-09-08,0.67,2.3,2023-03-01 - 2023-09-08,2023-06-13,2.2,0.01,4.6
OTO001-04,,,2023-03-01 - 2023-09-08,1.0,2.0,2023-03-01 - 2023-09-08,2023-09-07,1.6,0.01,3.0
OTO003,,,,,,2021-09-01 - 2023-09-08,2022-11-26,4.0,4.0,4.0
OTO004,,,2023-03-01 - 2023-09-08,2.8,3.04,2023-03-01 - 2023-09-08,2023-09-07,3.66,3.0,6.07
OTO004-01,,,2021-09-01 - 2023-09-08,2.4,2.4,2021-09-01 - 2023-09-08,2021-10-23,3.39,3.3,4.0
OTO004-02,,,2023-03-01 - 2023-09-08,3.15,3.3,2023-03-01 - 2023-09-08,2023-09-07,3.5,3.5,3.8
OTO004-03,,,2023-03-01 - 2023-09-08,2.69,2.7,2023-03-01 - 2023-09-08,2023-09-06,3.5,3.5,3.5
OTO004-04,,,2023-03-01 - 2023-09-08,2.46,2.46,2023-03-01 - 2023-09-08,2023-09-07,3.2,3.2,3.8
OTO006,,,2021-09-01 - 2023-09-08,2.2,2.2,2023-03-01 - 2023-09-08,2023-07-05,1.0,1.0,1.0
OTO007,,,2023-03-01 - 2023-09-08,2.3,2.3,2023-03-01 - 2023-09-08,2023-09-07,4.01,2.4,8.3
OTO008-02,,,2023-03-01 - 2023-09-08,2.33,3.5,2023-03-01 - 2023-09-08,2023-09-07,4.16,0.01,5.37
OTO010,,,2021-09-01 - 2023-09-08,2.0,2.3,2023-03-01 - 2023-09-08,2023-05-02,4.53,1.0,4.54
OTS001-02,,,,,,2021-09-01 - 2023-09-08,2021-10-14,2.8,2.8,2.8
OTS002,,,2023-03-01 - 2023-09-08,8.5,9.0,2023-03-01 - 2023-09-08,2023-09-07,10.41,0.01,11.1
OTS003,,,2023-03-01 - 2023-09-08,2.08,2.08,2023-03-01 - 2023-09-08,2023-09-04,2.5,2.5,2.5
OTS004,,,2021-09-01 - 2023-09-08,2.2,2.6,2021-09-01 - 2023-09-08,2023-01-09,3.5,2.6,3.5
OTU001,,,2023-03-01 - 2023-09-08,6.6,6.6,2023-03-01 - 2023-09-08,2023-08-29,7.1,7.1,7.1
OTU002,,,2021-09-01 - 2023-09-08,10.2,16.5,2021-09-01 - 2023-09-08,2022-08-12,22.0,14.0,22.0
OTU005-02,,,2023-03-01 - 2023-09-08,6.0,7.31,2023-03-01 - 2023-09-08,2023-06-15,9.0,9.0,9.0
OVB002,,,2021-09-01 - 2023-09-08,1.7,1.7,2021-09-01 - 2023-09-08,2022-03-05,2.15,1.9,5.5
OVB003,,,2021-09-01 - 2023-09-08,1.7,1.7,2021-09-01 - 2023-09-08,2022-01-28,2.15,2.15,2.15
OVC001,,,2021-09-01 - 2023-09-08,11.66,11.66,2023-03-01 - 2023-09-08,2023-03-23,15.0,15.0,20.3
OVC002,,,2021-09-01 - 2023-09-08,14.97,14.97,2021-09-01 - 2023-09-08,2023-02-17,15.75,9.0,22.5
OVC003,,,2021-09-01 - 2023-09-08,18.27,18.27,2023-03-01 - 2023-09-08,2023-03-18,23.0,18.8,23.0
OVP001,,,2023-03-01 - 2023-09-08,2.4,2.4,2023-03-01 - 2023-09-08,2023-05-06,3.4,3.4,3.4
OVP002,,,2023-03-01 - 2023-09-08,3.2,3.2,2023-03-01 - 2023-09-08,2023-04-13,4.2,4.2,4.2
OVP003,,,2023-03-01 - 2023-09-08,8.0,8.0,2023-03-01 - 2023-09-08,2023-04-27,9.0,9.0,9.0
OVP006,,,2023-03-01 - 2023-09-08,4.6,4.6,2023-03-01 - 2023-09-08,2023-04-13,5.6,5.6,5.6
OVP010,,,2023-03-01 - 2023-09-08,4.4,4.4,2023-03-01 - 2023-09-08,2023-04-27,5.4,5.4,5.4
OWC001,,,2023-03-01 - 2023-09-08,5.5,5.5,2023-03-01 - 2023-09-08,2023-08-31,7.0,7.0,7.0
OWC002,,,2021-09-01 - 2023-09-08,4.0,4.0,2021-09-01 - 2023-09-08,2021-10-19,5.0,5.0,5.0
OWS0001,,,,,,2021-09-01 - 2023-09-08,2022-02-27,2.8,2.8,4.2
OWS0002,,,2021-09-01 - 2023-09-08,0.05,0.05,2021-09-01 - 2023-09-08,2022-11-24,0.1,0.01,0.1
OYKD02,,,2023-03-01 - 2023-09-08,19.0,19.0,2023-03-01 - 2023-09-08,2023-08-17,0.01,0.01,26.0
OYKD03,,,2021-09-01 - 2023-09-08,17.5,19.5,2021-09-01 - 2023-09-08,2022-10-21,22.0,20.0,27.0
OYKD04,,,2021-09-01 - 2023-09-08,17.5,17.5,2023-03-01 - 2023-09-08,2023-03-02,4.4,4.4,4.4
OYO002,,,2021-09-01 - 2023-09-08,6.2,6.2,2021-09-01 - 2023-09-08,2021-09-14,6.4,6.4,6.4
OYR001,,,2023-03-01 - 2023-09-08,3.8,4.0,2023-03-01 - 2023-09-08,2023-09-02,5.0,4.5,5.0
OYR002,,,,,,2021-09-01 - 2023-09-08,2022-01-13,4.5,4.5,4.5
PBAK01,,,2021-09-01 - 2023-09-08,20.0,20.0,2023-03-01 - 2023-09-08,2023-06-06,16.0,12.0,22.61
PBAK03,,,2021-09-01 - 2023-09-08,20.0,20.0,2021-09-01 - 2023-09-08,2023-01-09,19.45,0.01,19.45
PBAK05,,,2021-09-01 - 2023-09-08,20.0,20.0,2021-09-01 - 2023-09-08,2023-01-14,20.28,18.52,22.03
PBAK07,,,2021-09-01 - 2023-09-08,7.25,7.25,2021-09-01 - 2023-09-08,2022-01-23,7.8,7.8,8.0
PBAL01,,,2023-03-01 - 2023-09-08,6.8,7.1,2023-03-01 - 2023-09-08,2023-09-07,8.09,7.0,10.0
PBAL01-01,,,2023-03-01 - 2023-09-08,6.6,6.6,2023-03-01 - 2023-09-08,2023-09-07,7.51,6.7,9.0
PBAL02,,,2023-03-01 - 2023-09-08,6.8,7.1,2023-03-01 - 2023-09-08,2023-09-03,8.0,7.0,8.0
PBAL03,,,2023-03-01 - 2023-09-08,8.5,9.0,2023-03-01 - 2023-09-08,2023-09-07,10.0,8.7,10.5
PBAL04,,,2021-09-01 - 2023-09-08,10.0,10.0,2021-09-01 - 2023-09-08,2022-11-15,10.2,10.2,10.2
PBAL06,,,2023-03-01 - 2023-09-08,7.0,9.0,2023-03-01 - 2023-09-08,2023-08-30,10.0,8.0,10.0
PBBO01,,,2021-09-01 - 2023-09-08,1.8,1.8,2021-09-01 - 2023-09-08,2021-11-13,2.6,2.6,3.5
PBEL01,,,2023-03-01 - 2023-09-08,5.35,5.7,2023-03-01 - 2023-09-08,2023-08-18,5.7,5.7,6.0
PBEL02,,,2021-09-01 - 2023-09-08,4.8,4.8,2023-03-01 - 2023-09-08,2023-03-18,7.0,6.5,8.3
PBEL02-02,,,2021-09-01 - 2023-09-08,4.15,4.15,2021-09-01 - 2023-09-08,2022-04-18,8.3,4.4,8.5
PBEL05-03,,,2023-03-01 - 2023-09-08,4.06,4.53,2023-03-01 - 2023-09-08,2023-09-07,6.11,4.4,8.0
PBEL05-04,,,2023-03-01 - 2023-09-08,5.39,5.39,2023-03-01 - 2023-09-08,2023-09-07,8.3,5.9,8.3
PBEL05-05,,,2023-03-01 - 2023-09-08,4.95,4.95,2023-03-01 - 2023-09-08,2023-09-07,6.11,0.01,8.6
PBEL05-06,,,2023-03-01 - 2023-09-08,5.0,5.1,2023-03-01 - 2023-09-08,2023-08-31,5.8,5.2,8.0
PBEL05-09,,,2021-09-01 - 2023-09-08,3.98,4.8,2021-09-01 - 2023-09-08,2022-12-05,5.0,4.3,8.5
PBEL05-10,,,2023-03-01 - 2023-09-08,5.65,5.65,2023-03-01 - 2023-09-08,2023-09-07,7.5,6.2,8.5
PBEL05-11,,,2023-03-01 - 2023-09-08,3.95,4.6,2023-03-01 - 2023-09-08,2023-08-05,5.2,0.01,8.6
PBEL05-12,,,2023-03-01 - 2023-09-08,4.98,4.98,2023-03-01 - 2023-09-08,2023-07-24,7.3,5.2,8.5
PBEL05-16,,,,,,2021-09-01 - 2023-09-08,2021-09-18,7.11,6.2,8.0
PBEL05-17,,,2023-03-01 - 2023-09-08,4.2,4.9,2023-03-01 - 2023-09-08,2023-09-06,5.98,5.2,6.0
PBEL05-20,,,2023-03-01 - 2023-09-08,4.1,4.49,2023-03-01 - 2023-09-08,2023-09-07,6.6,0.01,18.7
PBEL05-21,,,2023-03-01 - 2023-09-08,5.6,5.6,2023-03-01 - 2023-09-08,2023-06-24,6.5,6.5,6.5
PBEL05-22,,,2023-03-01 - 2023-09-08,5.98,6.4,2023-03-01 - 2023-09-08,2023-09-07,6.94,0.01,9.5
PBEL05-23,,,2021-09-01 - 2023-09-08,3.97,5.0,2023-03-01 - 2023-09-08,2023-03-29,6.5,4.4,8.0
PBEL05-28,,,2023-03-01 - 2023-09-08,5.3,5.3,2023-03-01 - 2023-09-08,2023-08-01,6.3,6.3,6.3
PBEL05-29,,,2021-09-01 - 2023-09-08,3.75,5.0,2021-09-01 - 2023-09-08,2022-05-18,4.75,4.0,8.5
PBEL05-30,,,2023-03-01 - 2023-09-08,5.0,5.0,2023-03-01 - 2023-09-08,2023-07-23,6.5,6.5,6.5
PBEL06-02,,,2023-03-01 - 2023-09-08,5.6,5.6,2023-03-01 - 2023-09-08,2023-09-07,7.49,6.0,10.0
PBEL06-04,,,2021-09-01 - 2023-09-08,3.5,3.5,2023-03-01 - 2023-09-08,2023-03-02,4.25,4.0,4.5
PBEL06-05,,,2021-09-01 - 2023-09-08,5.2,5.2,2021-09-01 - 2023-09-08,2022-07-21,6.5,6.5,6.5
PBEL10,,,,,,2023-03-01 - 2023-09-08,2023-09-07,6.94,5.3,8.5
PBEL10-01,,,,,,2023-03-01 - 2023-09-08,2023-09-07,7.5,5.5,8.0
PBEL10-02,,,,,,2023-03-01 - 2023-09-08,2023-09-07,6.86,6.0,7.5
PBEL10-03,,,,,,2023-03-01 - 2023-09-08,2023-07-24,5.3,5.3,7.8
PBEL10-04,,,,,,2023-03-01 - 2023-09-08,2023-09-07,4.0,2.7,8.24
PBEL10-05,,,,,,2023-03-01 - 2023-09-08,2023-08-31,7.0,7.0,7.0
PBEL10-06,,,,,,2023-03-01 - 2023-09-08,2023-08-28,6.8,6.5,6.8
PBEL11,,,,,,2023-03-01 - 2023-09-08,2023-03-03,7.8,7.8,7.8
PBEL12,,,,,,2023-03-01 - 2023-09-08,2023-08-04,5.76,5.71,5.79
PBEL14,,,,,,2023-03-01 - 2023-09-08,2023-08-30,5.5,5.5,6.3
PBEL14-02,,,,,,2021-09-01 - 2023-09-08,2021-11-24,5.5,5.5,5.5
PBEL14-03,,,,,,2021-09-01 - 2023-09-08,2023-01-02,8.4,8.4,8.4
PBEL15-02,,,,,,2021-09-01 - 2023-09-08,2022-10-21,9.5,9.5,9.5
PBEL16,,,,,,2023-03-01 - 2023-09-08,2023-09-07,8.5,7.5,8.5
PBEL17,,,,,,2023-03-01 - 2023-09-08,2023-08-30,4.53,4.03,4.63
PBEL17-03,,,,,,2023-03-01 - 2023-09-08,2023-07-06,6.0,6.0,6.0
PBEL18,,,,,,2023-03-01 - 2023-09-08,2023-09-07,7.3,5.9,8.5
PBEL19-01,,,,,,2023-03-01 - 2023-09-08,2023-09-07,7.8,6.8,10.5
PBEL19-02,,,,,,2023-03-01 - 2023-09-08,2023-09-01,6.6,6.6,6.6
PBEL19-03,,,,,,2023-03-01 - 2023-09-08,2023-09-07,8.33,6.8,9.5
PBEL19-04,,,2021-09-01 - 2023-09-08,7.8,7.8,2023-03-01 - 2023-09-08,2023-04-22,8.0,8.0,12.78
PBEL19-05,,,,,,2023-03-01 - 2023-09-08,2023-08-09,8.0,8.0,9.5
PBEL19-06,,,2021-09-01 - 2023-09-08,2.0,2.0,2021-09-01 - 2023-09-08,2022-04-27,7.8,3.5,7.8
PBEL19-07,,,,,,2023-03-01 - 2023-09-08,2023-09-06,9.8,6.8,9.8
PBEL19-08,,,,,,2023-03-01 - 2023-09-08,2023-09-06,9.8,9.8,9.8
PBEL19-09,,,,,,2021-09-01 - 2023-09-08,2021-12-24,2.7,2.7,2.7
PBEL19-10,,,,,,2023-03-01 - 2023-09-08,2023-07-28,7.2,7.2,8.0
PBEL20,,,,,,2023-03-01 - 2023-09-08,2023-08-23,9.5,9.5,9.5
PBEL20-06,,,2021-09-01 - 2023-09-08,2.7,2.7,2021-09-01 - 2023-09-08,2022-11-28,4.0,3.5,8.3
PBEL21-01,,,,,,2021-09-01 - 2023-09-08,2021-10-07,8.0,8.0,8.0
PBEL21-02,,,,,,2021-09-01 - 2023-09-08,2022-12-08,6.5,6.5,8.6
PBEL21-03,,,,,,2023-03-01 - 2023-09-08,2023-09-07,6.93,0.01,7.8
PBEL21-04,,,,,,2023-03-01 - 2023-09-08,2023-09-07,7.8,0.01,7.8
PBEL21-05,,,,,,2023-03-01 - 2023-09-08,2023-08-29,8.3,8.3,8.3
PBEL21-06,,,,,,2023-03-01 - 2023-09-08,2023-08-26,8.5,5.9,8.5
PBEL21-07,,,,,,2023-03-01 - 2023-09-08,2023-09-06,7.6,7.6,8.3
PBEL21-08,,,,,,2023-03-01 - 2023-09-08,2023-09-07,6.65,5.2,8.5
PBEL21-09,,,,,,2023-03-01 - 2023-09-08,2023-07-26,6.5,6.5,6.5
PBEL22,,,,,,2023-03-01 - 2023-09-08,2023-06-10,5.9,5.9,5.9
PBEL22-02,,,,,,2021-09-01 - 2023-09-08,2022-03-25,8.3,8.3,8.3
PBEL22-04,,,,,,2023-03-01 - 2023-09-08,2023-06-17,8.5,8.5,8.5
PBEL22-05,,,,,,2023-03-01 - 2023-09-08,2023-09-06,7.5,5.9,7.5
PBEL22-06,,,,,,2023-03-01 - 2023-09-08,2023-09-07,7.5,6.5,7.8
PBEL22-07,,,2021-09-01 - 2023-09-08,4.0,4.0,2023-03-01 - 2023-09-08,2023-07-14,6.0,6.0,6.94
PBEL23,,,2021-09-01 - 2023-09-08,4.5,4.6,2023-03-01 - 2023-09-08,2023-07-04,6.2,6.2,6.2
PBEL25,,,,,,2021-09-01 - 2023-09-08,2022-06-21,5.14,4.2,10.3
PBEL26,,,2021-09-01 - 2023-09-08,3.9,4.35,2023-03-01 - 2023-09-08,2023-09-06,4.0,4.0,6.94
PBEL26-02,,,2023-03-01 - 2023-09-08,4.9,5.0,2023-03-01 - 2023-09-08,2023-09-05,5.9,5.1,6.94
PBEL27,,,,,,2023-03-01 - 2023-09-08,2023-09-07,4.0,4.0,8.32
PBEL28-03,,,,,,2021-09-01 - 2023-09-08,2022-01-24,2.5,2.4,4.7
PBEL30,,,2023-03-01 - 2023-09-08,24.99,25.0,2023-03-01 - 2023-09-08,2023-08-02,26.0,26.0,26.0
PBEL33,,,2023-03-01 - 2023-09-08,8.0,8.0,2023-03-01 - 2023-09-08,2023-05-31,9.5,9.5,9.5
PBEL33-01,,,2023-03-01 - 2023-09-08,7.8,7.8,2023-03-01 - 2023-09-08,2023-08-30,8.4,4.0,13.19
PBEL33-02,,,,,,2023-03-01 - 2023-09-08,2023-08-17,7.5,7.5,7.5
PBEL34,,,2023-03-01 - 2023-09-08,11.0,11.0,2023-03-01 - 2023-09-08,2023-09-07,11.8,11.8,11.8
PBEL34-02,,,2021-09-01 - 2023-09-08,41.5,41.5,2021-09-01 - 2023-09-08,2021-12-23,42.0,42.0,70.09
PBEL34-03,,,2023-03-01 - 2023-09-08,11.0,11.0,2023-03-01 - 2023-09-08,2023-05-04,13.8,13.8,13.8
PBEL39,,,2023-03-01 - 2023-09-08,5.0,6.3,2023-03-01 - 2023-09-08,2023-09-02,8.79,5.5,8.8
PBEL40-01,,,,,,2023-03-01 - 2023-09-08,2023-06-25,7.0,7.0,7.0
PBEL40-02,,,,,,2023-03-01 - 2023-09-08,2023-06-25,6.9,6.5,7.0
PBEL40-03,,,,,,2023-03-01 - 2023-09-08,2023-07-05,7.17,7.0,8.0
PBEL40-04,,,,,,2023-03-01 - 2023-09-08,2023-06-20,6.0,6.0,6.0
PBEL40-05,,,,,,2023-03-01 - 2023-09-08,2023-06-28,7.2,6.9,7.2
PBEL40-06,,,,,,2023-03-01 - 2023-09-08,2023-06-26,8.0,8.0,8.0
PBRB01,,,,,,2021-09-01 - 2023-09-08,2022-06-24,52.0,52.0,52.0
PBRB04-02,,,2023-03-01 - 2023-09-08,43.5,43.67,2023-03-01 - 2023-09-08,2023-09-07,60.0,46.3,78.0
PBRB04-03,,,2023-03-01 - 2023-09-08,3.61,4.0,2023-03-01 - 2023-09-08,2023-07-12,5.2,5.0,6.0
PBRB11,,,2021-09-01 - 2023-09-08,3.85,3.85,2021-09-01 - 2023-09-08,2023-01-10,4.4,4.4,4.4
PBRO01,,,2023-03-01 - 2023-09-08,13.0,13.0,2023-03-01 - 2023-09-08,2023-07-10,18.0,15.5,18.0
PBRO02,,,2021-09-01 - 2023-09-08,12.0,12.0,2021-09-01 - 2023-09-08,2022-07-12,14.0,14.0,14.0
PBRO03,,,2021-09-01 - 2023-09-08,14.0,15.0,2021-09-01 - 2023-09-08,2022-04-13,18.0,18.0,18.0
PBRO04,,,2023-03-01 - 2023-09-08,22.0,22.0,2023-03-01 - 2023-09-08,2023-09-02,26.0,26.0,28.0
PCHB01,,,,,,2023-03-01 - 2023-09-08,2023-09-06,3.7,3.7,5.5
PCHB02,,,,,,2023-03-01 - 2023-09-08,2023-08-22,4.3,4.3,10.19
PCHB03,,,2023-03-01 - 2023-09-08,4.0,4.0,2023-03-01 - 2023-09-08,2023-09-07,4.0,3.8,6.0
PCHB04,,,,,,2023-03-01 - 2023-09-08,2023-09-05,4.5,4.5,4.5
PCHB05,,,,,,2021-09-01 - 2023-09-08,2022-01-24,4.0,4.0,4.0
PCHI01,,,2021-09-01 - 2023-09-08,4.9,4.9,2021-09-01 - 2023-09-08,2022-11-06,5.3,5.2,10.0
PCHI03,,,2023-03-01 - 2023-09-08,3.4,3.4,2023-03-01 - 2023-09-08,2023-03-24,5.82,4.8,6.8
PCHI04,,,2023-03-01 - 2023-09-08,3.4,6.5,2023-03-01 - 2023-09-08,2023-08-03,7.11,4.2,8.3
PCHI05,,,2023-03-01 - 2023-09-08,4.5,6.0,2023-03-01 - 2023-09-08,2023-09-05,6.7,6.3,7.5
PCHI06,,,2021-09-01 - 2023-09-08,4.6,5.5,2021-09-01 - 2023-09-08,2022-07-14,6.8,5.0,7.8
PCHI07,,,2023-03-01 - 2023-09-08,4.6,5.8,2023-03-01 - 2023-09-08,2023-08-13,6.8,5.0,9.5
PCHI08,,,2023-03-01 - 2023-09-08,3.48,3.48,2023-03-01 - 2023-09-08,2023-09-07,7.22,6.0,9.5
PCHO01,,,,,,2023-03-01 - 2023-09-08,2023-09-07,5.43,0.01,7.0
PCHO02,,,,,,2023-03-01 - 2023-09-08,2023-08-30,6.3,5.4,6.3
PCHO03,,,2021-09-01 - 2023-09-08,8.3,8.3,2021-09-01 - 2023-09-08,2022-10-28,8.5,8.5,8.5
PCHO04,,,,,,2023-03-01 - 2023-09-08,2023-07-19,6.3,5.7,6.5
PCHO05,,,2023-03-01 - 2023-09-08,2.5,2.7,2023-03-01 - 2023-09-08,2023-08-13,3.5,3.5,3.5
PCHO05-02,,,,,,2023-03-01 - 2023-09-08,2023-08-28,4.91,3.5,6.94
PCHO07,,,,,,2023-03-01 - 2023-09-08,2023-09-07,5.93,4.71,6.3
PCHO08,,,2021-09-01 - 2023-09-08,10.6,10.6,2021-09-01 - 2023-09-08,2022-12-17,12.6,3.0,12.6
PCOL02,,,2023-03-01 - 2023-09-08,3.1,4.6,2023-03-01 - 2023-09-08,2023-09-07,5.24,4.3,6.8
PCOL03,,,2021-09-01 - 2023-09-08,3.43,4.2,2021-09-01 - 2023-09-08,2023-02-25,5.2,0.01,6.6
PCOL03-02,,,2023-03-01 - 2023-09-08,3.79,3.8,2023-03-01 - 2023-09-08,2023-08-25,4.2,4.1,6.8
PCOL04,,,2023-03-01 - 2023-09-08,3.9,3.9,2023-03-01 - 2023-09-08,2023-06-16,5.2,5.2,5.2
PCOL05,,,2021-09-01 - 2023-09-08,3.3,4.3,2021-09-01 - 2023-09-08,2022-01-20,5.2,4.0,6.6
PCOL05-02,,,2021-09-01 - 2023-09-08,3.5,3.7,2021-09-01 - 2023-09-08,2021-12-03,6.5,5.0,6.5
PCOL09,,,2023-03-01 - 2023-09-08,4.3,4.6,2023-03-01 - 2023-09-08,2023-06-09,5.5,4.4,6.5
PCOL10-01,,,2023-03-01 - 2023-09-08,21.0,23.0,2023-03-01 - 2023-09-08,2023-09-02,25.5,22.0,26.0
PCOL10-02,,,2023-03-01 - 2023-09-08,8.6,8.6,2023-03-01 - 2023-09-08,2023-08-22,8.8,8.8,18.33
PCOL10-03,,,2021-09-01 - 2023-09-08,8.6,8.6,2023-03-01 - 2023-09-08,2023-07-24,15.56,14.94,15.56
PCOL10-04,,,,,,2021-09-01 - 2023-09-08,2022-01-26,5.2,5.2,5.2
PCOL10-05,,,,,,2021-09-01 - 2023-09-08,2022-12-24,4.5,0.01,9.25
PCOL10-06,,,2023-03-01 - 2023-09-08,8.3,8.3,2023-03-01 - 2023-09-08,2023-08-29,11.94,8.5,11.94
PCOL10-09,,,,,,2021-09-01 - 2023-09-08,2022-05-07,7.38,0.01,7.38
PCOL10-11,,,2023-03-01 - 2023-09-08,20.0,20.51,2023-03-01 - 2023-09-08,2023-09-02,22.72,22.0,24.0
PCOL11,,,2023-03-01 - 2023-09-08,4.2,4.2,2023-03-01 - 2023-09-08,2023-05-05,5.5,4.4,6.5
PCOR01,,,,,,2023-03-01 - 2023-09-08,2023-08-19,6.02,6.02,6.02
PCOS01,,,,,,2023-03-01 - 2023-09-08,2023-09-07,8.24,3.4,8.24
PCOS02,,,,,,2023-03-01 - 2023-09-08,2023-06-15,5.5,5.5,5.5
PCOS02-02,,,,,,2021-09-01 - 2023-09-08,2022-08-13,6.6,0.01,6.6
PCOS03,,,2021-09-01 - 2023-09-08,3.8,3.8,2021-09-01 - 2023-09-08,2022-10-22,6.2,4.0,7.9
PCOS03-02,,,,,,2023-03-01 - 2023-09-08,2023-08-17,6.0,6.0,6.5
PCOS04,,,,,,2023-03-01 - 2023-09-08,2023-07-16,4.6,4.6,5.0
PCOS04-01,,,,,,2023-03-01 - 2023-09-08,2023-09-06,4.8,4.6,6.0
PCOS04-02,,,,,,2023-03-01 - 2023-09-08,2023-09-07,5.41,5.0,5.7
PCOS04-03,,,,,,2023-03-01 - 2023-09-08,2023-04-04,6.5,5.8,6.5
PCOS04-04,,,,,,2023-03-01 - 2023-09-08,2023-09-07,5.72,4.9,6.8
PCOS04-05,,,,,,2021-09-01 - 2023-09-08,2022-11-09,6.5,6.5,6.8
PCOS04-06,,,,,,2023-03-01 - 2023-09-08,2023-09-07,6.8,5.5,6.8
PCOS04-07,,,,,,2023-03-01 - 2023-09-08,2023-09-02,9.06,4.5,9.42
PCOS04-078,,,,,,2023-03-01 - 2023-09-08,2023-08-29,5.5,5.2,6.5
PCOS04-08,,,,,,2021-09-01 - 2023-09-08,2022-10-28,6.0,6.0,6.0
PCOS05,,,,,,2023-03-01 - 2023-09-08,2023-08-29,6.0,6.0,6.0
PCOS06,,,,,,2023-03-01 - 2023-09-08,2023-09-03,5.8,5.2,6.0
PCOS08,,,,,,2021-09-01 - 2023-09-08,2022-04-13,1.8,1.8,2.3
PCUB01,,,,,,2023-03-01 - 2023-09-08,2023-05-11,5.5,5.5,5.5
PCUB02,,,,,,2023-03-01 - 2023-09-08,2023-09-07,5.43,0.01,5.6
PCUB04,,,2023-03-01 - 2023-09-08,4.0,4.0,2023-03-01 - 2023-09-08,2023-08-17,5.2,5.2,5.2
PCUB05,,,,,,2023-03-01 - 2023-09-08,2023-08-28,4.78,3.0,5.19
PEAR01-01,,,2023-03-01 - 2023-09-08,2.48,2.48,2023-03-01 - 2023-09-08,2023-04-24,5.4,3.5,6.5
PEAR02,,,2023-03-01 - 2023-09-08,3.9,5.2,2023-03-01 - 2023-09-08,2023-08-15,6.3,4.7,7.0
PEAR03,,,2023-03-01 - 2023-09-08,2.71,5.3,2023-03-01 - 2023-09-08,2023-09-07,6.27,5.2,7.5
PEAR04,,,2023-03-01 - 2023-09-08,4.5,6.8,2023-03-01 - 2023-09-08,2023-06-16,7.5,5.5,8.0
PFAT01,,,,,,2023-03-01 - 2023-09-08,2023-09-07,3.8,2.9,4.0
PFAT01-02,,,2023-03-01 - 2023-09-08,3.0,3.0,2023-03-01 - 2023-09-08,2023-09-06,4.0,4.0,4.5
PFAT02,,,2023-03-01 - 2023-09-08,2.38,2.7,2023-03-01 - 2023-09-08,2023-06-27,2.7,2.6,3.5
PFAT02-01,,,2023-03-01 - 2023-09-08,2.7,2.7,2023-03-01 - 2023-09-08,2023-06-27,3.4,2.8,3.6
PFAT03,,,2023-03-01 - 2023-09-08,2.8,2.85,2023-03-01 - 2023-09-08,2023-07-26,4.0,3.2,4.0
PFAT03-02,,,,,,2023-03-01 - 2023-09-08,2023-07-26,3.0,3.0,3.0
PFAT04,,,2023-03-01 - 2023-09-08,3.7,3.8,2023-03-01 - 2023-09-08,2023-07-22,4.0,4.0,4.0
PFAT06,,,2021-09-01 - 2023-09-08,2.5,2.7,2021-09-01 - 2023-09-08,2022-07-25,4.0,2.7,4.0
PFAT08,,,,,,2023-03-01 - 2023-09-08,2023-06-23,3.2,3.2,3.2
PFAT09,,,2023-03-01 - 2023-09-08,2.85,2.85,2023-03-01 - 2023-09-08,2023-07-20,3.2,3.2,3.6
PFAT10,,,2023-03-01 - 2023-09-08,2.35,2.35,2023-03-01 - 2023-09-08,2023-06-18,3.6,2.55,3.6
PFAT11,,,2023-03-01 - 2023-09-08,2.7,2.8,2023-03-01 - 2023-09-08,2023-07-07,3.35,2.9,3.6
PFAT12,,,2023-03-01 - 2023-09-08,2.27,2.27,2023-03-01 - 2023-09-08,2023-08-22,3.2,2.9,4.0
PFAT13,,,2023-03-01 - 2023-09-08,2.2,2.2,2023-03-01 - 2023-09-08,2023-09-07,4.0,3.2,4.0
PFEE01,,,2023-03-01 - 2023-09-08,7.5,8.0,2023-03-01 - 2023-09-08,2023-07-12,9.0,9.0,9.0
