pdt_code,pdt_name,current_inv,summary_purchases_date_range,summary_purchases_min_price,summary_purchases_max_price,summary_sales_date_range,summary_sales_latest_date,summary_sales_latest_price,summary_sales_max_price
BAO001,BEEF AORTA 20KG/CTNS,48.77,2023-02-01 - 2023-08-30,7.51,7.6,2023-02-01 - 2023-08-30,2023-08-16,10.0,10.5
BAU002,BEEF- BONE IN TOMAHAWK (FROZEN),0.0,2021-08-01 - 2023-08-30,27.2,27.2,2021-08-01 - 2023-08-30,2022-08-26,28.2,28.2
BBA001,BEEF BALL 1kg/pkt (PING PONG),102.0,2023-02-01 - 2023-08-30,9.0,9.0,2023-02-01 - 2023-08-30,2023-08-29,9.35,12.0
BBA001-01,BEEF & CHICKEN BALL - SWEDISH MEAT BALL 1KG/PKT,2.0,2023-02-01 - 2023-08-30,10.8,12.0,2023-02-01 - 2023-08-30,2023-08-24,19.35,19.35
BBG001,BEEF- BULGOGI BEEF BURGER 15 X420GM,0.0,2021-08-01 - 2023-08-30,3.0,3.9,2021-08-01 - 2023-08-30,2022-08-16,4.5,4.5
BBR001,BEEF BRISKET (BEAUVALLET-BRAZIL),0.0,2023-02-01 - 2023-08-30,6.7,7.5,2023-02-01 - 2023-08-30,2023-08-04,9.5,11.0
BBR002,BEEF BRISKET PE * (FRIBOI-BRAZIL),137.53,2023-02-01 - 2023-08-30,6.9,8.0,2023-02-01 - 2023-08-30,2023-08-29,10.5,11.0
BBR003,BEEF BRISKET PE (THOMAS-AUST) * PCS,0.0,2021-08-01 - 2023-08-30,7.2,8.0,2021-08-01 - 2023-08-30,2022-05-03,11.0,11.0
BBR004,BEEF BRISKET NE (FRIBOI/MAFRIPAR/MONDELI/QULITY),0.0,2021-08-01 - 2023-08-30,7.3,7.4,2021-08-01 - 2023-08-30,2022-05-29,7.6,11.0
BBR009,BEEF BRISKET CHOICE GRADE,0.0,2023-02-01 - 2023-08-30,11.0,11.0,2023-02-01 - 2023-08-30,2023-06-07,11.3,11.3
BCHO01,BEEF CHOP 190-220gm 5kg/pkt,0.0,,,,2023-02-01 - 2023-08-30,2023-08-12,12.0,12.0
BCHO03,BEEF CHOP (STRIPLOIN) STEAK (BUTHER'S RIDGE) 500GMX20PKT,110.0,2023-02-01 - 2023-08-30,7.6,7.7,2023-02-01 - 2023-08-30,2023-08-24,9.8,9.8
BCHO04,BEEF MELTIQUE SIRLOIN STEAK 150GM/PCS,0.0,2021-08-01 - 2023-08-30,5.0,5.0,2021-08-01 - 2023-08-30,2022-07-22,5.5,5.5
BCHO05,BEEF MELTIQUE SIRLOIN STEAK 200GM/PCS,18.0,2021-08-01 - 2023-08-30,5.0,5.0,2023-02-01 - 2023-08-30,2023-08-21,7.5,13.21
BCR001,BEEF CHUCK BRAZIL,0.0,2023-02-01 - 2023-08-30,7.2,7.2,2023-02-01 - 2023-08-30,2023-03-06,7.8,7.8
BCR002,"BEEF CHUCK EYEROLL CHOICE ,,USA,,SWIFT",75.52,2023-02-01 - 2023-08-30,12.8,13.5,2023-02-01 - 2023-08-30,2023-08-21,17.3,19.0
BCT001,BEEF CHUCK TENDER (BRAZIL),100.45,2023-02-01 - 2023-08-30,7.5,8.5,2023-02-01 - 2023-08-30,2023-08-24,8.0,10.5
BCT002,BEEF CHUCK TENDER SLICED 1.5MM,48.0,,,,2023-02-01 - 2023-08-30,2023-08-06,10.5,12.0
BCT002-02,2KG BEEF CHUCK TENDER SLICED 4.5mm,0.0,,,,2021-08-01 - 2023-08-30,2021-10-29,9.0,9.0
BCT003,BEEF CHUCK TAIL FLAP MBS 6/7-CHILLED,0.0,2021-08-01 - 2023-08-30,52.4,58.9,2021-08-01 - 2023-08-30,2021-09-14,67.0,67.0
BCT003-01,BEEF CHUCK TAIL FLAP MBS 8/9-CHILLED,0.0,2021-08-01 - 2023-08-30,75.0,75.0,2021-08-01 - 2023-08-30,2021-10-15,95.0,95.0
BCT003-02,BEEF CHUCK TAIL FLAP GRAINFED AUST ANGUS,0.0,,,,2021-08-01 - 2023-08-30,2021-09-02,22.0,22.0
BCT004,BEEF CHUCK TENDER QUALITY,0.0,2023-02-01 - 2023-08-30,7.55,7.6,2023-02-01 - 2023-08-30,2023-04-10,8.0,8.0
BEER01,BEER- HEINEKEN 490ML X 24CANS/CTNS,37.0,2021-08-01 - 2023-08-30,3.44,3.44,2021-08-01 - 2023-08-30,2022-02-05,4.0,4.0
BER001,BEEF EYEROUND,142.56,2023-02-01 - 2023-08-30,12.5,12.5,2023-02-01 - 2023-08-30,2023-08-28,14.5,15.5
BER002,BEEF EYEROUND CHILLED NZ-SLIVERFIRM,0.0,2021-08-01 - 2023-08-30,13.5,13.5,2021-08-01 - 2023-08-30,2022-10-14,14.5,14.5
BFC001,BEEF FATS 25KG/CTNS (OAKEY-AUST),365.8,2023-02-01 - 2023-08-30,3.2,4.0,2023-02-01 - 2023-08-30,2023-08-28,5.0,5.9
BFC003,BEEF FLOSS 2KG/PKT,0.0,,,,2023-02-01 - 2023-08-30,2023-04-10,8.8,9.2
BFC004,BEEF FATS (BEAUVALLET-BRAZIL),0.0,2023-02-01 - 2023-08-30,3.3,3.4,2023-02-01 - 2023-08-30,2023-08-03,3.5,3.9
BFC005,BEEF FATS 27.20KG/CTNS (AMG),244.72,2023-02-01 - 2023-08-30,3.3,3.4,2023-02-01 - 2023-08-30,2023-08-18,4.8,10.0
BFE001,BEEF FEET CUT,0.0,,,,2021-08-01 - 2023-08-30,2022-03-23,3.0,3.0
BFK001,BEEF CHEEK (SILVERFERN-FROZEN),0.0,2023-02-01 - 2023-08-30,14.8,14.8,2023-02-01 - 2023-08-30,2023-06-05,15.1,15.1
BFL001,BEEF LIPS / PAPPILAE HARVEY 15KG/CTNS,0.0,2023-02-01 - 2023-08-30,4.0,4.2,2023-02-01 - 2023-08-30,2023-05-15,6.0,6.0
BFQ001,BEEF FOREQUARTER B/LESS (QUALITY BEEF-BRAZIL),0.0,2021-08-01 - 2023-08-30,4.93,6.8,2023-02-01 - 2023-08-30,2023-04-24,7.5,7.5
BFQ002,BEEF FOREQUARTER B/LESS (MINERVA-HALAL),8526.62,2023-02-01 - 2023-08-30,4.76,5.58,2023-02-01 - 2023-08-30,2023-08-11,5.75,7.5
BFT001,BEEF HOCK TENDON (MIVERVA-BRAZIL),0.0,2023-02-01 - 2023-08-30,7.2,7.2,2023-02-01 - 2023-08-30,2023-03-22,13.0,14.0
BFT002,BEEF TENDON (FRIBOI-BRAZIL),0.0,2023-02-01 - 2023-08-30,6.0,6.0,2023-02-01 - 2023-08-30,2023-07-20,6.4,6.4
BFT003,BEEF HOCK TENDON MULTI  CUT 4,77.36,2023-02-01 - 2023-08-30,8.0,8.8,2023-02-01 - 2023-08-30,2023-08-01,13.0,13.0
BFT004,BEEF FLEXOR TENDON HIND (QUALITY BEEF-BRAZIL),0.0,2023-02-01 - 2023-08-30,7.9,8.2,2023-02-01 - 2023-08-30,2023-04-19,13.0,13.5
BFT005,BEEF HOCK TENDON (BEAUVALLET/FRIBOI-BRAZIL),856.59,2023-02-01 - 2023-08-30,6.0,8.8,2023-02-01 - 2023-08-30,2023-08-29,10.0,20.0
BFT006,BEEF PADDY WACK (QUALITY BEEF),54.53,2023-02-01 - 2023-08-30,3.0,3.0,2023-02-01 - 2023-08-30,2023-08-28,4.8,7.3
BFT006-02,BEEF PADDY WACK/LIGAMENTUM (MINERVA),24.68,2021-08-01 - 2023-08-30,2.0,4.4,2023-02-01 - 2023-08-30,2023-08-15,4.2,6.0
BGC001,BEEF- BEEF GOLDEN COIN MUSCLE (MINERVA-BRAZIL),4327.12,2021-08-01 - 2023-08-30,12.48,14.9,2023-02-01 - 2023-08-30,2023-08-28,13.5,18.0
BGC002,BEEF- BEEF GOLDEN COIN MUSCLE (QUALITY BEEF-BRAZIL),1824.21,2021-08-01 - 2023-08-30,13.5,14.8,2023-02-01 - 2023-08-30,2023-08-24,16.5,16.5
BGC003,BEEF- BEEF GOLDEN COIN MUSCLE (SWIFT-USA),0.0,2021-08-01 - 2023-08-30,13.6,14.4,2021-08-01 - 2023-08-30,2022-04-06,15.0,17.0
BKN001-01,BEEF KNUCKLE (MINERVA-BRAZIL),0.0,2023-02-01 - 2023-08-30,6.9,8.8,2023-02-01 - 2023-08-30,2023-08-16,9.08,10.5
BKN001-02,BEEF KNUCKLE CROSS CUT (CUT 4),39.45,2023-02-01 - 2023-08-30,6.9,8.2,2023-02-01 - 2023-08-30,2023-07-04,9.5,10.5
BKN001-03,BEEF KNUCKLE CUT 2,0.0,2021-08-01 - 2023-08-30,9.0,9.0,2023-02-01 - 2023-08-30,2023-06-23,8.8,8.8
BKN001-04,BEEF KNUCKLE (GJ-BRAZIL) 5-6pcs,76.37,2023-02-01 - 2023-08-30,6.75,6.9,2023-02-01 - 2023-08-30,2023-08-26,6.9,7.2
BKN001-05,BEEF KNUCKLE (FRIBOI-SA),1736.96,2023-02-01 - 2023-08-30,6.0,8.4,2023-02-01 - 2023-08-30,2023-08-29,8.76,9.5
BKN002,BEEF CUBE 5KGX2PKT/CTNS,0.0,2023-02-01 - 2023-08-30,7.5,7.5,2023-02-01 - 2023-08-30,2023-06-28,8.5,8.5
BKN002-02,BEEF CUBE (FOREQUARTER) 2' X 2' 20KG/CTN,259.8,2023-02-01 - 2023-08-30,7.2,7.2,2023-02-01 - 2023-08-30,2023-08-29,7.5,11.0
BKN002-03,BEEF CUBE (FOREQUARTER) 3CM X 3CM 5KG/PKT,0.0,,,,2023-02-01 - 2023-08-30,2023-07-24,6.8,6.8
BKN003,BEEF KNUCKLE CUBE (SADIA) 500GM X20PKT,0.0,2021-08-01 - 2023-08-30,4.2,5.88,2021-08-01 - 2023-08-30,2022-11-14,7.5,7.7
BKN004,BEEF KNUCKLE CUBE (BUTHER'S RIDGE) 500GMX20PKT,0.0,2021-08-01 - 2023-08-30,4.0,5.88,2021-08-01 - 2023-08-30,2022-11-27,7.5,7.5
BKN005,BEEF KNUCKLE CUBE (BUTHER'S RIDGE) 500GMX20PKT,181.0,2023-02-01 - 2023-08-30,5.3,5.5,2023-02-01 - 2023-08-30,2023-08-29,7.0,9.8
BLI001,BEEF LIVER,11.02,2023-02-01 - 2023-08-30,2.7,2.9,2023-02-01 - 2023-08-30,2023-08-28,3.5,4.2
BLO001,BEEF- LEG OF BEEF WITHOUT GOLDEN COIN-MONDELI,124.16,2023-02-01 - 2023-08-30,5.6,6.25,2023-02-01 - 2023-08-30,2023-07-27,6.2,7.0
BLU001,BEEF LUNG,0.0,2023-02-01 - 2023-08-30,1.8,2.2,2023-02-01 - 2023-08-30,2023-08-21,2.5,3.8
BMB001,BEEF MARROW BONE AMG-AUST,2523.16,2023-02-01 - 2023-08-30,2.1,2.3,2023-02-01 - 2023-08-30,2023-07-19,2.3,3.5
BMB002,BEEF MARROW BONE CUT 2 INCH,2415.05,2023-02-01 - 2023-08-30,2.1,2.3,2023-02-01 - 2023-08-30,2023-08-29,3.0,4.6
BMI001,BEEF- MINCED BEEF WAGYU 1kg/pkt,0.0,,,,2021-08-01 - 2023-08-30,2021-12-23,14.0,14.0
BMI002,BEEF- MINCED BEEF 2KGX5PKT/CTNS,1446.0,2021-08-01 - 2023-08-30,4.5,7.5,2023-02-01 - 2023-08-30,2023-08-28,7.38,21.8
BMI003,BEEF- TRIMMING MINCED BEEF,0.0,2023-02-01 - 2023-08-30,6.0,6.0,2023-02-01 - 2023-08-30,2023-03-22,6.3,6.3
BMI003-02,BEEF- MINCED BEEF 500GM/PKT [HALAL],0.0,2021-08-01 - 2023-08-30,3.8,4.5,2021-08-01 - 2023-08-30,2022-04-08,4.51,4.51
BMI004,BEEF- MINCED BEEF (UF) 300GM/PKT,0.0,,,,2023-02-01 - 2023-08-30,2023-08-14,6.3,6.3
BMI005,BEEF- MINCED BEEF (SADIA) 300GM X 20PKT,0.0,2021-08-01 - 2023-08-30,2.2,2.8,2021-08-01 - 2023-08-30,2022-11-24,4.58,4.58
BMI006,BEEF- MINCED BEEF (TUDBOM-SA) 500gmX24pkt,0.0,2021-08-01 - 2023-08-30,4.7,4.7,2021-08-01 - 2023-08-30,2022-10-26,5.5,5.5
BMI007,BEEF- MINCED BEEF (BUTHER'S RIDGE) 20X300gm,254.0,2023-02-01 - 2023-08-30,3.0,3.1,2023-02-01 - 2023-08-30,2023-08-29,4.0,5.97
BMI008,BEEF- MINCED BEEF 2KG/PKT,0.0,,,,2023-02-01 - 2023-08-30,2023-04-10,6.05,6.3
BMM001,BEEF TRIMMING (FRIGON),0.0,2023-02-01 - 2023-08-30,5.3,5.3,2023-02-01 - 2023-08-30,2023-04-12,5.9,5.9
BMM002,WAGYU BEEF FLAP MEAT (MELTIQUE),0.0,2021-08-01 - 2023-08-30,19.0,24.4,2021-08-01 - 2023-08-30,2022-02-28,23.0,23.0
BMM003,BEEF MELTIQUE CUBE 2.3CM X 2.3CM (5KG/PKT),0.0,2021-08-01 - 2023-08-30,27.82,27.82,2023-02-01 - 2023-08-30,2023-08-21,31.0,35.0
BMM003-02,BEEF MELTIQUE CUBE 500GM/PKT,67.0,2021-08-01 - 2023-08-30,13.0,13.0,2023-02-01 - 2023-08-30,2023-08-29,19.5,34.21
BMM003-03,WAGYU MINCED CUBE 500GM/PKT,0.0,,,,2021-08-01 - 2023-08-30,2021-10-02,18.0,18.0
BMM004,BEEF STRIPLOIN (MELTIQUE-AUST),447.11,2023-02-01 - 2023-08-30,29.5,29.5,2023-02-01 - 2023-08-30,2023-08-29,31.7,39.0
BMS001,BEEF MEAT SLICED 6X2KG/CTNS [HALAL],0.0,2021-08-01 - 2023-08-30,8.8,8.8,2021-08-01 - 2023-08-30,2022-11-23,9.8,9.8
BMS001-02,BEEF MEAT SLICED 500GM/PKT [HALAL],0.0,2021-08-01 - 2023-08-30,4.5,5.0,2021-08-01 - 2023-08-30,2022-04-08,5.01,5.3
BMS0010,BEEF- A5 KAGOSHIMA BEEF SHABU-SHABU 150-160GM/PKT,0.0,,,,2021-08-01 - 2023-08-30,2021-10-21,92.5,92.5
BMS0010-02,BEEF- A5 KAGOSHIMA BEEF SHABU-SHABU 160GM/PKT,0.0,,,,2021-08-01 - 2023-08-30,2022-01-29,15.0,27.94
BMS002,BEEF MEAT SLICED 3.3MM 6X2KG/CTNS,1311.0,2021-08-01 - 2023-08-30,8.5,8.5,2023-02-01 - 2023-08-30,2023-08-29,9.41,10.8
BMS003,BEEF MEAT SLICED 2-3MM 2kgX5pkt,6.0,,,,2023-02-01 - 2023-08-30,2023-08-29,9.6,10.5
BMS003-02,BEEF MEAT SLICED 2MM 1KG/PKT,0.0,,,,2023-02-01 - 2023-08-30,2023-08-03,8.7,9.1
BMS004,BEEF KNUCKLE MEAT SLICED 4-5MM 2kg/pkt,109.0,,,,2023-02-01 - 2023-08-30,2023-08-22,10.0,10.5
BMS005,BEEF KNUCKLE MEAT SLICED 6MM 2kg/pkt,78.0,,,,2023-02-01 - 2023-08-30,2023-08-27,11.0,11.0
BMS007,BEEF KNUCKLE MEAT SLICED 1.7MM 2kg/pkt,0.0,,,,2023-02-01 - 2023-08-30,2023-06-10,9.5,9.5
BMS008,BEEF MEAT SLICED 8MM 2kg/pkt,38.0,,,,2023-02-01 - 2023-08-30,2023-05-10,10.0,10.0
BMS008-01,BEEF MEAT SLICED 2MM X 3' X 1.5' 2KG/PKT,906.7,,,,2023-02-01 - 2023-08-30,2023-08-29,10.2,10.5
BMS009-02,BEEF- A5 KAGOSHIMA BEEF YAKINIKU SLICE 160GM/PKT,0.0,,,,2021-08-01 - 2023-08-30,2021-12-11,15.0,27.94
BMS009-03,BEEF- A5 KAGOSHIMA BEEF YAKINIKU,0.0,,,,2021-08-01 - 2023-08-30,2021-12-08,95.0,95.0
BOM001,BEEF OMASUM (MINERVA BRAZIL),0.0,2023-02-01 - 2023-08-30,7.3,7.3,2023-02-01 - 2023-08-30,2023-07-19,9.0,9.9
BOM001-02,BEEF OMASUM (SILVERFERN-AUST) 20KG/CTNS,280.48,2023-02-01 - 2023-08-30,6.2,8.0,2023-02-01 - 2023-08-30,2023-08-29,8.54,10.0
BOM001-03,BEEF OMASUM (QUALITY BEEF -BRAZIL),32.8,2023-02-01 - 2023-08-30,6.2,6.2,2023-02-01 - 2023-08-30,2023-08-17,8.8,10.0
BOM001-04,BEEF OMASUM (SCAN) 17KG/CTNS,0.0,2023-02-01 - 2023-08-30,6.9,7.6,2023-02-01 - 2023-08-30,2023-05-29,7.45,8.8
BOM002,BEEF OMASUM (AFFCO),677.62,2023-02-01 - 2023-08-30,13.0,13.0,2023-02-01 - 2023-08-30,2023-08-29,14.5,16.8
BOM002-02,BEEF BLACK OMASUM,1.97,2023-02-01 - 2023-08-30,7.4,7.6,2023-02-01 - 2023-08-30,2023-08-16,14.6,14.6
BPA003,BEEF BURGER PATTIES (SADIA) 320GM X 20PKT,0.0,2021-08-01 - 2023-08-30,2.8,2.99,2021-08-01 - 2023-08-30,2022-12-01,3.8,4.5
BPA003-02,BEEF BURGER PATTIES CLASSIC 20X320gm,155.0,2023-02-01 - 2023-08-30,3.0,3.2,2023-02-01 - 2023-08-30,2023-08-29,4.0,4.2
BPA004,BEEF BURGER PEPPER & ONION (BLACK PRIMO) 420GM X 15PKT,101.0,2023-02-01 - 2023-08-30,4.4,4.5,2023-02-01 - 2023-08-30,2023-08-29,5.65,5.65
BPA004-01,BEEF BURGER CHEDDAR CHEESE (GOURMET) 15X420gm,113.0,2023-02-01 - 2023-08-30,4.4,4.4,2023-02-01 - 2023-08-30,2023-08-29,5.65,5.65
BPA005,WAYGU BEEF BURGER PATTIES 170gm,13.94,,,,2023-02-01 - 2023-08-30,2023-08-15,11.5,36.67
BPA008,SEASONING WAYGU BEEF BURGER PATTIES 150gm,0.0,,,,2021-08-01 - 2023-08-30,2022-02-08,12.0,12.0
BPP001,BEEF PEPPERONI,0.0,2023-02-01 - 2023-08-30,8.8,8.8,2023-02-01 - 2023-08-30,2023-07-25,16.0,16.0
BRC001,CHILLED BEEF RIBEYE GRASSFED URUGUAY-ANGUS,0.0,2021-08-01 - 2023-08-30,24.0,24.0,2021-08-01 - 2023-08-30,2021-08-14,27.0,27.0
BRC002,CHILLED BEEF RIBEYE GRAINFED BRAZIL-ANGUS,0.0,2021-08-01 - 2023-08-30,25.0,25.0,2021-08-01 - 2023-08-30,2022-05-18,32.0,34.0
BRE001,BEEF RIBEYE CUBE 2CM X 2CM,0.0,2021-08-01 - 2023-08-30,12.5,12.5,2023-02-01 - 2023-08-30,2023-08-25,12.0,12.0
BRE0010-02,"4** CHILLED BEEF RIBEYE ""YP"" UNION STATION/MIDFIELD**PKT",0.0,,,,2021-08-01 - 2023-08-30,2022-04-07,11.17,12.1
BRE0011,CHILLED BEEF RIBEYE PS CUBEROLL NZ SILVERFERN,0.0,2021-08-01 - 2023-08-30,25.8,29.5,2021-08-01 - 2023-08-30,2022-12-01,32.0,32.0
BRE002,BEEF RIBEYE STEAK 190-220gm,0.0,2021-08-01 - 2023-08-30,11.0,11.0,2023-02-01 - 2023-08-30,2023-08-13,12.5,16.0
BRE003,BEEF RIBEYE SHABU SHABU 2MM 1kg/pkt,0.0,,,,2021-08-01 - 2023-08-30,2021-11-10,10.5,10.5
BRE003-01,BEEF RIBEYE STEAK 2CM 2KG/PKT,0.0,2021-08-01 - 2023-08-30,11.0,11.0,2023-02-01 - 2023-08-30,2023-08-15,12.5,14.0
BRE003-02,BEEF RIBEYE STEAK 1.5CM 3X5KG/CTNS,0.0,,,,2023-02-01 - 2023-08-30,2023-08-14,14.0,14.0
BRE003-04,BEEF RIBEYE SHABU SHABU 2MM 500GM/PKT,293.0,2021-08-01 - 2023-08-30,6.2,6.2,2023-02-01 - 2023-08-30,2023-08-29,7.0,8.0
BRE005,BEEF RIBEYE / CUBEROLL (MONDELI),0.0,2021-08-01 - 2023-08-30,9.8,10.4,2023-02-01 - 2023-08-30,2023-02-13,11.0,13.5
BRE006,BEEF RIBEYE / CUBEROLL (MINERVA),470.09,2021-08-01 - 2023-08-30,9.25,10.8,2023-02-01 - 2023-08-30,2023-08-29,12.42,13.5
BRE007,BEEF RIBEYE / CUBEROLL (BEAUVALLET),0.0,2021-08-01 - 2023-08-30,7.8,9.8,2021-08-01 - 2023-08-30,2022-03-03,11.5,14.5
BRE008,MELTIQUE BEEF RIBEYE / CUBEROLL,0.0,2021-08-01 - 2023-08-30,26.0,26.0,2021-08-01 - 2023-08-30,2022-01-19,26.5,26.5
BRE010,BEEF A5 WAGYU MASTER RIBEYE (FM),0.0,2021-08-01 - 2023-08-30,125.8,125.8,2021-08-01 - 2023-08-30,2022-06-07,142.0,142.0
BRE011,CHILLED BEEF WAGYU CUBEROLL MB4/5 (AUST),0.0,2021-08-01 - 2023-08-30,74.0,76.0,2021-08-01 - 2023-08-30,2022-01-26,100.0,100.0
BRE011-01,3** BEEF- BEEF USDA BLACK ANGUS RIBEYE IBP-CHOICE 300GM/PKT,0.0,,,,2021-08-01 - 2023-08-30,2022-05-02,14.5,23.27
BRE012,BEEF- BEEF RIBEYE ROAST BLACK ANGUS 1KG/PKT,0.0,2021-08-01 - 2023-08-30,78.0,78.0,2021-08-01 - 2023-08-30,2021-12-23,78.5,78.5
BRE014,7** WAGYU RIBEYE MB6/7 ''SANCHOKU''**PKT (AUST),0.0,,,,2021-08-01 - 2023-08-30,2022-02-27,23.0,23.5
BRE014-02,2** F1 WAGYU RIBEYE MB4 ''SANCHOKU''**PKT (AUST),0.0,,,,2021-08-01 - 2023-08-30,2022-03-03,23.0,31.25
BRE018,BEEF- BEEF RIBEYE BULL RIVERLAND NZL-HALAL,0.0,2021-08-01 - 2023-08-30,11.8,11.8,2021-08-01 - 2023-08-30,2021-08-20,13.5,13.5
BRE019,BEEF- BEEF RIBEYE A5 HKW,0.0,,,,2021-08-01 - 2023-08-30,2021-08-24,178.0,178.0
BRF001,BEEF RIB FINGER (BEAUVALLET),0.0,2023-02-01 - 2023-08-30,7.4,9.83,2023-02-01 - 2023-08-30,2023-06-30,9.3,13.5
BRF002,BEEF RIB FINGER (BRAZIL-MINERVA),1103.46,2023-02-01 - 2023-08-30,7.8,8.5,2023-02-01 - 2023-08-30,2023-08-29,9.45,13.5
BRF003,BEEF RIB FINGER (ANGLO),0.0,2023-02-01 - 2023-08-30,7.7,7.8,2023-02-01 - 2023-08-30,2023-07-14,8.8,13.0
BSF001,BEEF- BEEF STIR FRY  (SADIA) 200GM X 20PKT,0.0,2021-08-01 - 2023-08-30,2.0,2.4,2021-08-01 - 2023-08-30,2022-12-17,3.2,4.5
BSF002,BEEF- BEEF STIR FRY (BUTHER'S RIDGE) 20X200gm,240.0,2023-02-01 - 2023-08-30,3.0,3.1,2023-02-01 - 2023-08-30,2023-08-29,4.0,4.0
BSH002,BEEF SHANK 2-3KG IWP (PLENA-BRAZIL),0.0,2021-08-01 - 2023-08-30,6.5,6.5,2021-08-01 - 2023-08-30,2021-12-16,8.0,9.0
BSH003,BEEF SHANK (MONDELLI-SA),0.0,2023-02-01 - 2023-08-30,5.29,5.3,2023-02-01 - 2023-08-30,2023-08-14,5.4,5.4
BSH004,BEEF SHIN/SHANK (MONDELI-BRAZIL),0.0,2023-02-01 - 2023-08-30,5.5,6.0,2023-02-01 - 2023-08-30,2023-05-23,7.95,9.0
BSH004-01,BEEF SHIN CUBE 3.5CM X 3.5CM,17.6,2023-02-01 - 2023-08-30,5.4,5.4,2023-02-01 - 2023-08-30,2023-08-29,7.2,8.5
BSH004-02,BEEF SHIN CUBE  3CM X 3CM X 3CM,67.2,2023-02-01 - 2023-08-30,5.4,5.4,2023-02-01 - 2023-08-30,2023-08-22,7.2,9.0
BSH004-03,BEEF SHIN CUBE 1.3' X 1.3',0.0,,,,2021-08-01 - 2023-08-30,2021-11-12,9.0,9.0
BSH004-04,BEEF SHIN CUBE 4CM X 4CM X 4CM,0.0,2023-02-01 - 2023-08-30,5.4,5.4,2023-02-01 - 2023-08-30,2023-08-21,7.6,7.6
BSH005,BEEF SHIN (FRIBOI-SA),1147.03,2023-02-01 - 2023-08-30,4.98,5.5,2023-02-01 - 2023-08-30,2023-08-29,6.59,9.0
BSL001,BEEF STRIPLOIN FROZEN (AMH-AUST),0.0,2021-08-01 - 2023-08-30,7.5,7.5,2021-08-01 - 2023-08-30,2021-09-15,14.5,14.5
BSL001-01,BEEF STRIPLOIN ANGUS GRAIN FED 150DAYS,0.0,2021-08-01 - 2023-08-30,30.97,35.0,2021-08-01 - 2023-08-30,2022-02-03,37.0,37.0
BSL001-02,BEEF STRIPLOIN (FRIBOI-SA),260.21,2023-02-01 - 2023-08-30,8.0,10.3,2023-02-01 - 2023-08-30,2023-08-19,13.5,14.0
BSL001-03,BEEF STRIPLOIN (BEAUVALLET-BRAZIL),0.0,2023-02-01 - 2023-08-30,9.3,10.3,2023-02-01 - 2023-08-30,2023-07-25,9.8,14.0
BSL001-04,BEEF STRIPLOIN AUST (HARVEY/HILLTOP-AUST),0.0,2021-08-01 - 2023-08-30,12.5,12.5,2023-02-01 - 2023-08-30,2023-07-20,13.5,13.5
BSL001-05,CHILLED BEEF STRIPLOIN (PS NZ SILVERFERN / AUST MIDFIELD)),0.0,2021-08-01 - 2023-08-30,19.0,20.5,2023-02-01 - 2023-08-30,2023-04-17,20.0,20.0
BSL001-07,BEEF STRIPLOIN A5 (FM),0.0,2021-08-01 - 2023-08-30,125.8,132.0,2021-08-01 - 2023-08-30,2022-09-03,170.0,185.0
BSL001-10,BEEF STRIPLOIN PS GRADE RIVERLAND,0.0,2021-08-01 - 2023-08-30,16.4,16.4,2021-08-01 - 2023-08-30,2021-09-10,14.5,16.5
BSL001-12,5** BEEF STRIPLOIN CHILLED 'YP' UNION STATION **PKT,0.0,,,,2021-08-01 - 2023-08-30,2022-03-04,6.2,8.0
BSL001-13,1** A5 JAPANESE WAGYU STEAK 300GM/PKT,0.0,,,,2021-08-01 - 2023-08-30,2022-03-26,70.0,70.0
BSL001-14,BEEF STRIPLOIN STEAK **AUST - HILLTOP** 200GM/PCS,0.0,,,,2021-08-01 - 2023-08-30,2022-03-04,5.26,7.0
BSL001-16,JAPANESE BEEF A4 WAGYU MASTER STRIPLOIN(FM),0.0,2023-02-01 - 2023-08-30,120.58,120.58,2023-02-01 - 2023-08-30,2023-06-06,150.0,150.0
BSN001,BEEF SPLEEN,0.0,2021-08-01 - 2023-08-30,3.4,3.4,2021-08-01 - 2023-08-30,2021-08-03,3.7,3.7
BSP001,BEEF SHORT PLATE BONELESS CUT 2,0.0,,,,2023-02-01 - 2023-08-30,2023-06-21,10.5,11.0
BSP002,BEEF SHORT PLATE BONELESS CROSS CUT,0.0,,,,2023-02-01 - 2023-08-30,2023-06-25,10.5,10.5
BSP003,BEEF SHORT PLATE BONELESS (USA-AHL),185.95,2023-02-01 - 2023-08-30,7.5,9.5,2023-02-01 - 2023-08-30,2023-08-29,10.5,14.8
BSP004,BEEF SHORT PLATE BONELESS 2MM 1KG/PKT,218.0,2021-08-01 - 2023-08-30,10.5,10.5,2023-02-01 - 2023-08-30,2023-08-28,14.28,14.5
BSP004-02,BEEF SHORT PLATE BONELESS 1.2CM 1KG/PKT,0.0,,,,2023-02-01 - 2023-08-30,2023-06-23,12.5,12.5
BSP005,BEEF SHORT PLATE BONELESS (SWIFT),0.0,2023-02-01 - 2023-08-30,8.2,9.5,2023-02-01 - 2023-08-30,2023-07-12,11.0,13.0
BSP006,BEEF SHORT PLATE BONELESS (ROYAL IRIS-IELAND),0.0,2023-02-01 - 2023-08-30,9.0,9.0,2023-02-01 - 2023-08-30,2023-06-16,9.2,9.2
