pdt_code,pdt_name,current_inv,summary_purchases_date_range,summary_purchases_min_price,summary_purchases_max_price,summary_sales_date_range,summary_sales_latest_date,summary_sales_latest_price,summary_sales_max_price
PLOB03,PORK LOIN BONE IN (ALEGRA) 22kg/ctn,0.0,2021-08-01 - 2023-08-30,3.7,3.7,2021-08-01 - 2023-08-30,2022-03-04,4.0,4.0
PLOB05,PORK LOIN BONE IN (SULINA) 18kg/ctn,0.0,2023-02-01 - 2023-08-30,3.3,3.35,2023-02-01 - 2023-08-30,2023-06-19,3.5,3.5
PLOB08,PORK LOIN BONE IN (FRIMESA) 25kg/ctn,2430.0,2023-02-01 - 2023-08-30,3.26,3.5,2023-02-01 - 2023-08-30,2023-08-22,3.6,3.7
PLOI01,PORK LOIN (FRIMESA) 25KG/CTNS,0.0,2023-02-01 - 2023-08-30,3.84,4.8,2023-02-01 - 2023-08-30,2023-06-02,5.42,6.0
PLOI02,PORK LOIN (AURORA-SA) 10kg/ctn,0.0,2023-02-01 - 2023-08-30,4.03,4.7,2023-02-01 - 2023-08-30,2023-08-04,4.9,6.0
PLOI04,PORK LOIN (SULINA-SA) 18kg/ctn,25576.81,2023-02-01 - 2023-08-30,3.6,4.7,2023-02-01 - 2023-08-30,2023-08-29,5.39,6.5
PLOI05-01,PORK LOIN (ALEGRA/PIFPAF-SA),0.0,2021-08-01 - 2023-08-30,4.0,4.2,2021-08-01 - 2023-08-30,2022-09-05,5.34,6.5
PLOI07,PORK LOIN BONELESS (KURO) 500gmX20pkt,58.0,2023-02-01 - 2023-08-30,4.2,4.2,2023-02-01 - 2023-08-30,2023-05-14,5.2,5.9
PLOI08,PORK LOIN SHABU SHABU 250gmX20pkt,0.0,,,,2021-08-01 - 2023-08-30,2021-09-30,1.8,1.8
PLOI08-01,PORK LOIN SLICED 4mm 10X2KG/CTNS,0.0,,,,2023-02-01 - 2023-08-30,2023-08-29,6.0,6.5
PLOI08-02,PORK LOIN 8mm 5kg/pkt,0.05,,,,2021-08-01 - 2023-08-30,2022-05-30,5.7,5.7
PLOI08-03,PORK LOIN SLICED 3.2mm Cut 2  (PLO13),0.0,,,,2023-02-01 - 2023-08-30,2023-04-19,6.0,6.0
PLOI08-04,PORK LOIN SLICED 4 inch x 0.5' X 3.5mm,166.0,,,,2023-02-01 - 2023-08-30,2023-07-25,4.7,4.7
PLOI10,PORK LOIN MINCED / TRIMMING,274.0,2023-02-01 - 2023-08-30,3.0,3.0,2023-02-01 - 2023-08-30,2023-08-14,4.0,4.0
PLOR01-02,PORK LOIN RIB (FRIMESA) 10kg/ctn,60.47,2023-02-01 - 2023-08-30,7.0,7.2,2023-02-01 - 2023-08-30,2023-08-29,7.43,9.0
PLOR01-04,PORK BACK RIB (SULINA) 18KG,130.38,2023-02-01 - 2023-08-30,6.75,7.05,2023-02-01 - 2023-08-30,2023-08-28,7.5,9.0
PLOR01-06,PORK LOIN RIB (SEARA) 10KG,44.76,2023-02-01 - 2023-08-30,5.0,5.5,2023-02-01 - 2023-08-30,2023-08-05,6.2,9.0
PLOR03,PORK BABY BACK RIBS MARINATED - HONEY 1PCS/PKT,137.0,2023-02-01 - 2023-08-30,7.2,10.29,2023-02-01 - 2023-08-30,2023-08-28,10.93,14.72
PM-01,PORK- MINCED PORK 6X2KG/CTNS,1906.0,,,,2023-02-01 - 2023-08-30,2023-08-29,4.2,5.0
PM-02,PORK- MINCED PORK A 6X2KG/CTNS,0.0,,,,2023-02-01 - 2023-08-30,2023-08-29,4.3,6.76
PM-03,PORK- MINCED PORK AA 6X2KG/CTNS,594.0,,,,2023-02-01 - 2023-08-30,2023-08-29,5.1,5.52
PM-04,PORK MINCED 7/3 GRIND TWICE 6X2KG/CTNS,492.0,,,,2023-02-01 - 2023-08-30,2023-08-29,4.2,4.6
PM-05,PORK MINCED CHILL FRESH,613.0,,,,2023-02-01 - 2023-08-30,2023-08-29,4.87,5.0
PM-06,PORK MINCED AA GRIND TWICE 6X2KG/CTNS,503.0,,,,2023-02-01 - 2023-08-30,2023-08-29,4.7,5.0
PM-07,PORK MINCED - CHILL FRESH 2KG/PKT,0.0,,,,2021-08-01 - 2023-08-30,2021-08-13,4.4,4.4
PM-09,PORK MINCED GRIND TWICE 5KG/PKT,1070.0,,,,2023-02-01 - 2023-08-30,2023-06-22,3.5,3.55
PM-10,PORK MINCED + PORK FAT,0.0,,,,2023-02-01 - 2023-08-30,2023-08-10,4.5,4.5
PMIN01,PORK MINCED 1KG/PKT SEALED,0.0,,,,2023-02-01 - 2023-08-30,2023-03-08,4.6,4.6
PMIN02,HOUSE BRAND:PORK MINCED (UF) 500GMX20PKT,266.0,,,,2023-02-01 - 2023-08-30,2023-08-27,2.8,7.0
PMIN06,PORK MINCED SULINA 500gmX20pkt,0.0,2021-08-01 - 2023-08-30,2.8,2.9,2021-08-01 - 2023-08-30,2022-11-01,3.53,5.14
PMIN07,PORK MINCED (KURO) 500gmX20pkt,203.0,2023-02-01 - 2023-08-30,3.3,3.3,2023-02-01 - 2023-08-30,2023-08-29,4.5,5.9
PMPD01,PORK MEAT POWDER,0.0,,,,2021-08-01 - 2023-08-30,2022-12-29,0.45,0.45
PNBO01,PORK LOIN BONE WITH CARTILAGE - FRESH,0.0,2021-08-01 - 2023-08-30,7.5,7.5,2021-08-01 - 2023-08-30,2021-11-16,7.7,7.7
PNBO03,PORK NECK BONE FRESH,922.04,2023-02-01 - 2023-08-30,1.7,2.0,2023-02-01 - 2023-08-30,2023-08-29,3.0,4.0
POCU01,PORK OIL CUBE 5kg/pkt,670.0,,,,2023-02-01 - 2023-08-30,2023-08-29,3.66,4.0
POCU02,PORK OIL CUBE - SMALL 2KG/PKT,0.0,2021-08-01 - 2023-08-30,3.0,3.0,2021-08-01 - 2023-08-30,2022-03-22,3.5,4.0
POCU03,PORK **BACK FAT** CUBE 5KG/PKT,0.0,,,,2023-02-01 - 2023-08-30,2023-06-18,4.5,4.5
POCU04,2KG PORK FAT CUBE,122.0,,,,2021-08-01 - 2023-08-30,2022-06-28,2.7,3.8
PORO01,PORK- ROASTED MEAT **RAY**,0.26,2023-02-01 - 2023-08-30,16.0,22.0,2023-02-01 - 2023-08-30,2023-08-01,18.0,18.0
PORT01,PORK- PORK AORTA 10kg/ctn 121/505,0.0,2021-08-01 - 2023-08-30,3.0,7.8,2023-02-01 - 2023-08-30,2023-03-03,8.5,8.5
PORT02,PORK- PORK AORTA,0.0,2021-08-01 - 2023-08-30,5.6,5.6,2023-02-01 - 2023-08-30,2023-02-18,7.0,7.0
PRAY-01,PRAY SET - LUNAR 7,0.0,2021-08-01 - 2023-08-30,20.0,388.0,2021-08-01 - 2023-08-30,2022-09-03,33.0,438.0
PRB001,OTHER- PRAWN BALL 36's 1kgX12pkt,0.0,2021-08-01 - 2023-08-30,6.8,6.8,2021-08-01 - 2023-08-30,2022-11-15,7.0,8.5
PRB002,OTHER- PRAWN BALL 1kg SINGOURMENT,0.0,,,,2021-08-01 - 2023-08-30,2022-11-21,1.0,1.0
PREC01,PORK RECTUMS CUT,16.0,2021-08-01 - 2023-08-30,6.6,6.6,2023-02-01 - 2023-08-30,2023-08-12,7.3,7.3
PREC02,PORK RECTUMS (EXCELENCIA-BRAZIL) 16KG/CTNS,0.0,2023-02-01 - 2023-08-30,3.62,3.62,2023-02-01 - 2023-08-30,2023-05-16,7.0,9.2
PREC03,PORK COOKED RECTUMS 4X4KG/CTNS (BROWN BOX),360.7,2023-02-01 - 2023-08-30,6.3,7.8,2023-02-01 - 2023-08-30,2023-08-20,7.3,10.0
PREC04,PORK RECTUMS TICAN 10kg/ctns,8660.0,2023-02-01 - 2023-08-30,7.43,7.8,2023-02-01 - 2023-08-30,2023-08-29,9.18,10.0
PREC05,PORK RECTUMS (ICC-IRELAND) 10kg/ctns,0.0,2023-02-01 - 2023-08-30,8.0,8.0,2023-02-01 - 2023-08-30,2023-04-22,9.0,10.0
PREC06,PORK COOKED RECTUMS (LA POMPEYA) 10KG/CTNS,0.0,2023-02-01 - 2023-08-30,5.8,5.8,2023-02-01 - 2023-08-30,2023-07-05,7.5,7.5
PREC07,PORK RECTUMS (SB PORK-DENMARK) 10kg/ctns,170.0,2023-02-01 - 2023-08-30,8.2,8.2,2023-02-01 - 2023-08-30,2023-08-17,9.0,10.0
PRIB01,PORK MEATY RIBLETS (KEKEN-MEXICO) 15KG/CTNS,17577.0,2023-02-01 - 2023-08-30,3.95,4.45,2023-02-01 - 2023-08-30,2023-08-29,5.0,5.7
PRIB01-02,PORK MEATY RIBLETS (SULINA) 15kg/ctn,2210.0,2023-02-01 - 2023-08-30,2.0,4.1,2023-02-01 - 2023-08-30,2023-08-22,5.53,5.8
PRIB01-03,PORK MEATY RIBLETS (SULINA-3975) 15kg/ctn,15.0,2023-02-01 - 2023-08-30,4.2,4.7,2023-02-01 - 2023-08-30,2023-08-11,5.8,5.8
PRIB01-04,PORK MEALTY RIBLETS (JOBSTL-AUSTRIA),0.0,2023-02-01 - 2023-08-30,4.5,4.5,2023-02-01 - 2023-08-30,2023-05-02,5.0,5.0
PRIB01-06,PORK MEALTY RIBLETS (ALIBEM),0.0,2021-08-01 - 2023-08-30,1.9,2.6,2021-08-01 - 2023-08-30,2022-08-10,2.1,3.6
PRIB01-09,PORK MEALTY RIBLETS (FAMADESA-SPAIN) 10KG/CTNS,0.0,2023-02-01 - 2023-08-30,4.2,4.75,2023-02-01 - 2023-08-30,2023-05-05,5.8,5.8
PRIB01-11,PORK MEALTY RIBLETS (CARNICAS TONI JOSEP-SPAIN) 10KG/CTNS,0.0,,,,2021-08-01 - 2023-08-30,2021-12-30,5.55,5.8
PRIB01-12,PORK MEALTY RIBLETS (NORSON-MEXICO) 10KG/CTNS,0.0,2021-08-01 - 2023-08-30,4.6,4.6,2021-08-01 - 2023-08-30,2021-08-30,5.5,5.5
PRIB01-13,PORK MEALTY RIBLETS (AURORA) 10kg/ctn,0.0,2021-08-01 - 2023-08-30,3.72,4.6,2021-08-01 - 2023-08-30,2022-11-11,4.8,5.2
PRIB01-14,PORK MEALTY RIBLETS (ALEGRA) 20kg/ctn,4558.0,2023-02-01 - 2023-08-30,3.51,3.51,2023-02-01 - 2023-08-30,2023-08-29,5.0,5.5
PRIB05,PORK RIBLETS CUBE 5KGX2PKT/CTNS,4046.0,,,,2023-02-01 - 2023-08-30,2023-08-29,3.84,4.5
PRIB05-01,HOUSE BRAND:PORK RIBLETS 2-3INCH (BAK KUT TEH) (UF) 500GMX20PKT,3.0,,,,2023-02-01 - 2023-08-30,2023-08-21,5.37,6.94
PRIB05-02,"PORK MEATY RIBLETS CUT 3"" 5KGX2PKT/CTNS",0.0,,,,2023-02-01 - 2023-08-30,2023-08-16,6.0,6.0
PRIB05-03,PORK RIBLETS CUT 1 INCH 5KGX2PKT/CTNS,0.0,,,,2023-02-01 - 2023-08-30,2023-02-18,7.0,7.0
PRIB05-04,PORK- SPARERIB CUT 1 '' X 1.5 '' 5KGX2PKT/CTNS,20.3,,,,2023-02-01 - 2023-08-30,2023-08-21,6.31,7.2
PRIB06,PORK- SPARERIB CUT 1 '' X 1 '' 5KGX2PKT/CTNS,355.0,,,,2023-02-01 - 2023-08-30,2023-08-23,6.5,6.5
PRIB07,PORK RIBLETS CUT WITH 2 RIBLETS,110.0,,,,2023-02-01 - 2023-08-30,2023-08-25,5.7,5.7
PRIB07-02,PORK RIBLETS CUT 2-2 1/2' INCH 5KGX2PKT/CTNS,0.0,,,,2021-08-01 - 2023-08-30,2022-05-28,5.5,5.5
PRIB08,PORK MEATY RIBLETS CUT 2-2 1/2' 5kgX2pkt,2291.0,,,,2023-02-01 - 2023-08-30,2023-08-29,5.76,7.0
PRIB09,PORK RIBLETS CUT 3 INCH 5KGX2PKT/CTNS,0.0,,,,2023-02-01 - 2023-08-30,2023-05-09,5.5,5.5
PRIB11,PORK RIBLETS CUT 4',0.0,,,,2023-02-01 - 2023-08-30,2023-03-21,4.7,4.7
PRIB12,SPARERIB CUT (SAI),0.0,,,,2021-08-01 - 2023-08-30,2022-04-28,6.0,6.5
PRIB16,PORK PRIME RIB (KURO) 500gmX20pkt,32.0,2023-02-01 - 2023-08-30,6.1,6.2,2023-02-01 - 2023-08-30,2023-08-23,8.0,8.2
PS-01,PORK LEG SLICED A 2kgX5pkt,194.0,,,,2023-02-01 - 2023-08-30,2023-08-27,5.0,5.6
PS-02,PORK LEG SLICED 2KGX6PKT/CTNS,5527.0,,,,2023-02-01 - 2023-08-30,2023-08-29,5.12,5.7
PS-03,PORK SHOULDER SLICED 5mm -6mm 2kg/pkt,0.0,,,,2021-08-01 - 2023-08-30,2022-12-12,6.0,6.0
PS-04,PORK LEG SLICED 8mm 2kgX5pkt,182.0,,,,2023-02-01 - 2023-08-30,2023-08-29,5.5,5.5
PS-05,PORK LEG SLICED 1kg/pkt,0.0,,,,2023-02-01 - 2023-08-30,2023-05-05,4.8,4.8
PS-07,四度房PORK LEG SLICED 3mm 1.8KG NET,0.0,,,,2023-02-01 - 2023-08-30,2023-08-29,4.93,5.7
PSHO01,PORK SHOULDER (EXCELENCIA),0.0,,,,2021-08-01 - 2023-08-30,2022-05-18,4.8,4.8
PSHO02-02,PORK SHOULDER (AURORA) 18kg/ctn,0.0,2023-02-01 - 2023-08-30,3.4,4.2,2023-02-01 - 2023-08-30,2023-08-24,3.6,4.8
PSHO03,PORK SHOULDER (SULINA) 18kg/ctn,56183.3,2023-02-01 - 2023-08-30,3.05,4.3,2023-02-01 - 2023-08-30,2023-08-29,4.1,4.8
PSHO04,PORK SHOULDER (SULINA) 18kg/ctn,0.0,2023-02-01 - 2023-08-30,3.33,3.33,2023-02-01 - 2023-08-30,2023-07-20,3.7,3.7
PSHO06,PORK SHOULDER BUTT KURO 500gm X 20pkt,10.0,2023-02-01 - 2023-08-30,4.6,4.8,2023-02-01 - 2023-08-30,2023-08-14,5.9,5.9
PSHO07,PORK SHOULDER (FRIMESA) 25KG/CTNS,0.0,2021-08-01 - 2023-08-30,2.9,3.6,2021-08-01 - 2023-08-30,2022-12-02,3.65,3.65
PSHO11,PORK SHOULDER CUT 10MM 20KG/CTN,0.0,,,,2021-08-01 - 2023-08-30,2021-09-01,5.5,5.5
PSHO12,PORK SHOULDER 4mm 2kg/pkt,0.0,,,,2021-08-01 - 2023-08-30,2021-09-26,5.1,5.1
PSHT01,PORK LACONE GERMANY,0.0,2023-02-01 - 2023-08-30,3.2,3.5,2023-02-01 - 2023-08-30,2023-07-10,3.9,5.5
PSHT02,PORK LACONE / SHANK SAW CUT (BEC),0.0,2021-08-01 - 2023-08-30,3.4,3.4,2021-08-01 - 2023-08-30,2022-11-16,4.0,4.0
PSHT03,PORK LACONE / SHANK (BOSELER-GERMANY),4733.25,2023-02-01 - 2023-08-30,2.88,2.88,2023-02-01 - 2023-08-30,2023-08-23,3.7,4.1
PSHT04,PORK LACONE / SHANK CUT,0.0,,,,2023-02-01 - 2023-08-30,2023-07-17,3.7,3.7
PSKI01,PORK SKIN 5kg/pkt,718.46,2023-02-01 - 2023-08-30,0.8,1.9,2023-02-01 - 2023-08-30,2023-08-08,2.36,3.5
PSKI02,PORK BACK SKIN (WILLMS-DENMARK),0.0,2023-02-01 - 2023-08-30,2.8,2.8,2023-02-01 - 2023-08-30,2023-08-29,3.3,3.5
PSKI03,PORK SKIN 10kg/ctn,0.0,2023-02-01 - 2023-08-30,1.7,1.7,2023-02-01 - 2023-08-30,2023-07-28,2.3,2.5
PSOF01,PORK SOFTBONE (ATRIA-FINLAND) 13.61kg/ctns,0.0,2023-02-01 - 2023-08-30,62.6,62.6,2023-02-01 - 2023-08-30,2023-06-14,68.0,88.4
PSOF010,PORK SOFTBONE (TONNIES-),0.0,2023-02-01 - 2023-08-30,2.0,4.0,2023-02-01 - 2023-08-30,2023-07-12,4.5,6.5
PSOF02,PORK SOFTBONE CUT A 5KG/PKT,709.0,,,,2023-02-01 - 2023-08-30,2023-08-29,4.86,5.5
PSOF02-01,PORK SOFTBONE CUBE 1KG/PKT,0.0,,,,2021-08-01 - 2023-08-30,2022-02-18,4.8,4.8
PSOF02-02,PORK SOFTBONE CUT 3INCH X 1INCH,0.0,,,,2023-02-01 - 2023-08-30,2023-06-14,5.2,5.2
PSOF02-03,"PORK SOFTBONE CUT 1""x 2"" _ 02  5kg/pkt",85.0,,,,2023-02-01 - 2023-08-30,2023-08-29,5.2,5.2
PSOF02-05,PORK SOFTBONE CUT 1' X 1' _ 01,605.0,,,,2023-02-01 - 2023-08-30,2023-08-25,5.0,5.1
PSOF02-06,PORK SOFTBONE CUT 2.5CM (FINLAND),0.0,,,,2023-02-01 - 2023-08-30,2023-08-11,5.1,5.1
PSOF03,HOUSE BRAND:PORK SOFTBONE CUBE (UF) 500GMX20PKT,7.0,,,,2023-02-01 - 2023-08-30,2023-08-25,4.01,9.44
PSOF05,PORK SOFTBONE (BOSELER) 15kg/ctns,15.0,2023-02-01 - 2023-08-30,5.3,5.5,2023-02-01 - 2023-08-30,2023-08-25,6.59,68.0
PSOF07,PORK SOFTBONE (FI 62 EY-FINLAND) 10kg/ctn,0.0,2021-08-01 - 2023-08-30,4.21,4.37,2023-02-01 - 2023-08-30,2023-05-18,6.0,6.5
PSOF09,PORK SOFTBONE ALEGRA-BRAZIL,0.0,2023-02-01 - 2023-08-30,3.9,3.9,2023-02-01 - 2023-08-30,2023-07-14,4.3,4.3
PSOF17,PORK SOFTBONE (RAATAL-AUST),940.0,2023-02-01 - 2023-08-30,4.1,4.1,2023-02-01 - 2023-08-30,2023-08-28,4.5,4.5
PSPA01,PORK- SPARERIB CUT 2''-2.5'' 5KGX2PKT/CTNS,1720.0,,,,2023-02-01 - 2023-08-30,2023-08-29,6.29,7.0
PSPA02,PORK- SPARERIB CUT 3'' 5KGX2PKT/CTNS,720.0,,,,2023-02-01 - 2023-08-30,2023-08-29,6.12,6.5
PSPA03,PORK- SPARERIB CUT 4'',108.0,,,,2023-02-01 - 2023-08-30,2023-08-20,6.0,6.0
PSPA04,PORK- SPARERIB CUT 3'' 18KG/CTNS,0.0,,,,2023-02-01 - 2023-08-30,2023-07-12,7.0,7.0
PSPA05,PORK- SPARERIB CUT 3.5'' 5KGX2PKT/CTNS,0.0,,,,2023-02-01 - 2023-08-30,2023-08-03,6.0,6.0
PSPA06,PORK- SPARERIB (ALEGRA),5136.16,2023-02-01 - 2023-08-30,4.5,5.0,2023-02-01 - 2023-08-30,2023-08-29,5.5,6.5
PSPA07,PORK- SPARERIB (FRIMESA) 20KG,339.46,2023-02-01 - 2023-08-30,5.1,5.5,2023-02-01 - 2023-08-30,2023-08-27,5.7,6.0
PSPA08,PORK- SPARERIB SAUDALI 17KG/CTNS,0.0,2021-08-01 - 2023-08-30,4.5,4.7,2021-08-01 - 2023-08-30,2022-06-23,6.5,6.5
PSPA09,PORK- SPARERIB ALIBEM 22KG,0.0,2023-02-01 - 2023-08-30,4.1,4.1,2023-02-01 - 2023-08-30,2023-05-11,5.6,5.6
PSPA09-02,PORK- SPARERIB (SULINA) 18kg/ctn *SIF PLANT 716*,1442.02,2023-02-01 - 2023-08-30,3.5,5.3,2023-02-01 - 2023-08-30,2023-08-29,6.0,7.8
PSPA10,PORK SPARERIB (KURO) 500gmX20pkt,117.0,2023-02-01 - 2023-08-30,4.2,4.3,2023-02-01 - 2023-08-30,2023-08-17,5.4,6.39
PSPA11,HOUSE BRAND:PORK SPARERIB (UF) 500GMX20PKT,40.0,,,,2023-02-01 - 2023-08-30,2023-08-28,4.6,8.19
PSPA12,PORK- SPARERIB 18KG SULINA PLANT 1,720.0,2023-02-01 - 2023-08-30,4.2,4.65,2023-02-01 - 2023-08-30,2023-08-24,4.6,4.85
PSPA16,PORK- SPARERIB (SEARA) 18kg/ctn,0.0,2023-02-01 - 2023-08-30,4.4,4.4,2023-02-01 - 2023-08-30,2023-05-15,5.6,5.6
PSPA19,PORK- ST LOUIS SPARERIB (SWIFT-USA),0.0,2021-08-01 - 2023-08-30,14.5,14.5,2021-08-01 - 2023-08-30,2021-11-03,15.5,15.5
PSPA20,PORK- PORK SHOULDER SPARERIB KEKEN 450-600GM,0.0,2021-08-01 - 2023-08-30,5.95,16.0,2021-08-01 - 2023-08-30,2021-12-23,16.5,16.5
PSTC01,PORK STOMACH SLICED 2KG/PKT,0.0,,,,2023-02-01 - 2023-08-30,2023-08-15,7.0,9.2
PSTC02,PORK STOMACH SLICED 500GM/PKT,3.0,,,,2023-02-01 - 2023-08-30,2023-08-12,6.02,6.02
PSTO02,PORK STOMACH MAW UNSCALDED (AUST 822) 15KG/CTNS,345.0,2021-08-01 - 2023-08-30,4.6,4.6,2021-08-01 - 2023-08-30,2023-01-09,6.5,6.5
PSTO03,PORK STOMACH RAW SPAIN-ICP 10KG/CTNS,0.0,2021-08-01 - 2023-08-30,2.62,4.8,2023-02-01 - 2023-08-30,2023-08-29,4.97,5.8
PSTO05,PORK STOMACH COOKED (EXCELENCIA-BRAZIL) 18KG/CTNS,0.0,2023-02-01 - 2023-08-30,1.34,3.5,2023-02-01 - 2023-08-30,2023-08-02,6.8,6.8
PSTO12,PORK STOMACH COOKED 10kg/ctn (ATRIA-FINLAND 22),73.0,2023-02-01 - 2023-08-30,3.0,4.5,2023-02-01 - 2023-08-30,2023-08-22,5.4,6.8
PSTO13,PORK STOMACH 10kg/ctn (FRIVELSA),0.0,2023-02-01 - 2023-08-30,3.0,3.0,2023-02-01 - 2023-08-30,2023-08-27,5.74,6.8
PSWR01,PORK SWEET INTESTINES,0.0,2021-08-01 - 2023-08-30,6.9,9.5,2021-08-01 - 2023-08-30,2022-06-20,13.0,13.0
PSWR02,PORK- PORK SWEET RUNNERS (DV-AUST) 2PKT/CTNS,187.95,2023-02-01 - 2023-08-30,9.5,9.5,2023-02-01 - 2023-08-30,2023-08-29,10.05,13.0
PSWR03,PORK SMALL INTESTINES,0.0,,,,2021-08-01 - 2023-08-30,2022-04-02,1.3,5.0
PSWR05,PORK SMALL INTESTINES,1.48,2023-02-01 - 2023-08-30,1.3,1.3,2023-02-01 - 2023-08-30,2023-08-10,2.5,2.5
PTAI01-02,PORK TAIL CUT CUBE A,295.0,2023-02-01 - 2023-08-30,6.2,6.2,2023-02-01 - 2023-08-30,2023-08-29,7.76,9.0
PTAI01-03,PORK TAIL CUT CUBE B,20.0,,,,2023-02-01 - 2023-08-30,2023-04-07,5.0,5.0
PTAI01-04,PORK TAIL 10KG/CTNS,229.8,2023-02-01 - 2023-08-30,5.2,6.2,2023-02-01 - 2023-08-30,2023-08-26,7.2,7.8
PTAI02,PORK TAIL (COSTA FOOD MEAT) 10KG/CTNS,0.0,2021-08-01 - 2023-08-30,2.0,2.0,2021-08-01 - 2023-08-30,2021-08-24,8.5,8.5
PTAI03,PORK TAIL (SB-DENMARK),0.0,2021-08-01 - 2023-08-30,1.5,1.5,2023-02-01 - 2023-08-30,2023-02-22,5.7,6.3
PTAI07,PORK TAIL (L/VALLEY) AUST,0.0,2023-02-01 - 2023-08-30,5.2,5.2,2023-02-01 - 2023-08-30,2023-08-04,5.8,5.8
PTAI08,PORK TAIL   Jobstl,0.0,2021-08-01 - 2023-08-30,4.3,4.3,2023-02-01 - 2023-08-30,2023-04-06,5.0,7.9
PTAI09,PORK TAIL (EST 284 SEVEN POINT-AUST),0.0,2021-08-01 - 2023-08-30,5.0,5.0,2021-08-01 - 2023-08-30,2022-06-13,7.5,8.0
PTAI11,PORK TAIL (HK SCAN-SWEDEN),0.0,2021-08-01 - 2023-08-30,5.5,5.6,2023-02-01 - 2023-08-30,2023-02-25,7.3,7.3
PTEN01,PORK FILLET/TENDERLOIN 12kg/ctn (FRIMESA),185.71,,,,2023-02-01 - 2023-08-30,2023-04-04,6.5,6.5
PTEN01-01,PORK FILLET/TENDERLOIN 12kg/ctn (FRIMESA),0.0,2023-02-01 - 2023-08-30,4.3,4.8,2023-02-01 - 2023-08-30,2023-08-15,5.0,5.0
PTEN05,PORK FILLET/TENDERLOIN 22kg/ctns (PIFPAF),19.4,,,,2023-02-01 - 2023-08-30,2023-08-19,5.0,8.5
PTK001,PORK TONKATSU (BREADED PORK CUTLET) 270GMX12PKT/CTNS,0.0,2021-08-01 - 2023-08-30,4.8,4.8,2021-08-01 - 2023-08-30,2022-12-10,7.38,7.38
PTON01,PORK- PIG TONGUE (AUST) 15kg/ctn,0.0,2023-02-01 - 2023-08-30,3.5,3.5,2023-02-01 - 2023-08-30,2023-02-27,4.92,6.8
PTON02,PORK- PIG TONGUE,0.0,2023-02-01 - 2023-08-30,4.0,4.0,2023-02-01 - 2023-08-30,2023-03-02,4.8,4.8
PTON03,PORK- PIG TONGUE 10KG/CTNS (TONNIE),189.42,2023-02-01 - 2023-08-30,4.3,5.0,2023-02-01 - 2023-08-30,2023-08-27,6.0,6.5
PTRI02,PORK TRIMMING FRESH,152.69,2023-02-01 - 2023-08-30,3.0,4.2,2023-02-01 - 2023-08-30,2023-03-21,3.2,3.2
PTRI03,PORK TRIMMING FROZEN,8845.87,2023-02-01 - 2023-08-30,1.3,2.5,2023-02-01 - 2023-08-30,2023-07-19,0.01,3.2
PTRI04,PORK BELLY STRIPES 18KG/CTNS **SULINA**,18.0,2023-02-01 - 2023-08-30,1.3,3.5,2023-02-01 - 2023-08-30,2023-08-23,4.5,5.8
PTRI05,PORK BELLY STRIPES 1INCH X 1INCH,0.0,,,,2023-02-01 - 2023-08-30,2023-07-29,5.5,6.0
PTRI06,PORK BELLY CUT STRIPES 2INCH X 4MM (PAMALI),0.0,,,,2023-02-01 - 2023-08-30,2023-08-29,5.5,5.5
PTRI07,PORK BELLY STRIPES 2CM X 2CM,0.0,,,,2023-02-01 - 2023-08-30,2023-08-27,5.5,6.0
PTRI08,PORK SOFTBONE TRIMMING,1908.4,2023-02-01 - 2023-08-30,1.3,1.3,2023-02-01 - 2023-08-30,2023-08-29,3.25,3.8
PTRI10,PORK BELLY STRIPES LEVEL 2,5.0,,,,2023-02-01 - 2023-08-30,2023-08-14,3.04,3.5
RAB001,RABBIT WHOLE WITHOUT HEAD 1.2-1.3KG/PCS,56.76,2023-02-01 - 2023-08-30,17.0,17.0,2023-02-01 - 2023-08-30,2023-08-29,21.94,24.0
RICE06,RICE- BIBIMBAP KAN KITCHEN 171G X 24,0.0,,,,2021-08-01 - 2023-08-30,2021-08-30,5.1,5.1
RICE07,RICE- RICE 25KG,23.0,2023-02-01 - 2023-08-30,30.0,39.6,2023-02-01 - 2023-08-30,2023-08-25,45.0,47.0
SAK001,SEAFOOD- ANG KA PRAWN (HOSO) 26/30,135.0,2023-02-01 - 2023-08-30,10.5,11.6,2023-02-01 - 2023-08-30,2023-08-16,14.0,17.18
SAK003,SEAFOOD- FROZEN ANG KA PRAWN (HOSO) 20/30 1KG,94.0,2023-02-01 - 2023-08-30,10.5,13.5,2023-02-01 - 2023-08-30,2023-08-25,14.0,15.48
SAK006,SEAFOOD- FRESH ANG KA PRAWN (HOSO),2.0,2023-02-01 - 2023-08-30,15.0,15.0,2023-02-01 - 2023-08-30,2023-08-09,19.5,19.5
SAK006-01,SEAFOOD- ANG KA PRAWN FRESH,0.0,2021-08-01 - 2023-08-30,14.5,14.5,2021-08-01 - 2023-08-30,2022-12-16,17.5,17.5
SAUCE-01,SAUCE DARK SOYA 5L/TIN,0.0,2023-02-01 - 2023-08-30,11.5,11.5,2021-08-01 - 2023-08-30,2022-02-14,15.0,15.0
SAUCE-02,SUSHI & SASHIMI SHOYU 3MLX10PC/PKT,18.0,2021-08-01 - 2023-08-30,0.4,0.4,2023-02-01 - 2023-08-30,2023-08-04,0.93,0.93
