pdt_code,pdt_name,current_inv,purchases_data_date_range,purchases_min_price,purchases_max_price,sales_data_date_range,latest_sales_date,latest_sales_price,sales_min_price,sales_max_price
OOI012,OTHER- TABLE SALT 500GM/PKT,3.0,2021-10-01 - 2023-10-03,0.45,0.45,2021-10-01 - 2023-10-03,2022-02-13,0.5,0.5,0.6
OOI012-02,OTHER- BLACK TRUFFLE SALT 100GM/BOT,1.0,2021-10-01 - 2023-10-03,12.0,12.0,2021-10-01 - 2023-10-03,2021-12-06,36.45,12.2,36.45
OOI012-03,OTHER- SALT 3KG CAP MENARAH,9.0,,,,2021-10-01 - 2023-10-03,2022-10-28,0.4,0.4,1.05
OOI012-04,OTHER- COARSE SEA SALT 3KG/PKT,0.0,,,,2023-04-01 - 2023-10-03,2023-07-08,1.5,1.5,1.5
OOI013,OTHER- WHITE TRUFFLE OIL,0.0,2021-10-01 - 2023-10-03,18.0,18.0,2021-10-01 - 2023-10-03,2021-10-18,22.0,22.0,22.0
OOI013B,OTHER- BLACK TRUFFLE OIL,1.0,2021-10-01 - 2023-10-03,18.0,18.0,2023-04-01 - 2023-10-03,2023-04-05,22.0,22.0,22.0
OOI013C,OTHER- BLACK TRUFFLE PASTE (TARTUFI JIMMY) 500GM/JAR,0.0,2023-04-01 - 2023-10-03,15.5,15.5,2023-04-01 - 2023-10-03,2023-09-01,22.0,20.0,22.0
OOI014,OTHER- SALTED EGG POWDER 6X800GM/CTNS,0.0,2021-10-01 - 2023-10-03,20.17,20.17,2021-10-01 - 2023-10-03,2022-01-13,23.5,23.5,23.5
OOI015,OTHER- SPICE CAJUN BLEND 18X1KG/CTNS,13.0,2021-10-01 - 2023-10-03,13.75,13.75,2021-10-01 - 2023-10-03,2022-01-21,16.0,16.0,16.0
OOI015C,OTHER- ONION POWDER 700GM 9CANS/CTN,0.0,,,,2021-10-01 - 2023-10-03,2021-10-20,17.3,17.3,17.3
OOI015E,OTHER- CHICKEN FLAVOURED SEASONING-KNORR 6X1KG,0.0,2021-10-01 - 2023-10-03,6.1,6.1,2021-10-01 - 2023-10-03,2022-09-19,7.0,6.3,8.4
OOI015G,OTHER- CONCENTRATED CHICKEN BOUILLION 6X1L/CTNS,6.0,2021-10-01 - 2023-10-03,7.05,7.05,2021-10-01 - 2023-10-03,2021-12-25,9.9,9.9,9.9
OOI016,OTHER- PEPPER BLACK GRIND NO 12 12X1KG/CTNS,1.0,2021-10-01 - 2023-10-03,16.5,16.5,2021-10-01 - 2023-10-03,2022-01-15,17.2,17.2,17.2
OOI017-02,OTHER- LIME SEASONING POWDER (KNORR) 400GM/PKT,1.0,,,,2021-10-01 - 2023-10-03,2021-10-25,5.1,5.1,5.1
OOI017-03,OTHER- LIME JUICE (THAI) 6X1L/CTNS,3.0,2021-10-01 - 2023-10-03,1.5,1.5,2021-10-01 - 2023-10-03,2022-01-13,2.2,2.2,2.2
OOI019,OTHER- HONEY 1KG/TUB,0.0,2021-10-01 - 2023-10-03,4.0,4.3,2021-10-01 - 2023-10-03,2022-10-28,4.3,4.3,6.0
OOI020,OTHER- PAPRIKA POWDER 1KG/PKT,0.0,2021-10-01 - 2023-10-03,14.5,14.5,2021-10-01 - 2023-10-03,2022-01-24,15.0,15.0,15.0
OOI021,OTHER- CHILI PASTE 3KG/PKT,0.0,,,,2021-10-01 - 2023-10-03,2021-10-27,6.7,6.7,6.7
OOI021-02,OTHER- TOMATO PASTE MAGGIE 3.3KG/TIN,0.0,2021-10-01 - 2023-10-03,7.0,7.0,2021-10-01 - 2023-10-03,2021-10-27,8.9,8.9,8.9
OOI022-04,OTHER- HELA ROSEMARY CUT 500GM/PKT,0.0,2021-10-01 - 2023-10-03,9.0,9.0,2021-10-01 - 2023-10-03,2021-10-14,10.0,10.0,10.0
OOI024,OTHER- AJINOMTO 1KG,2.0,,,,2023-04-01 - 2023-10-03,2023-04-12,3.5,3.5,3.5
OOI027,OTHER- FIVE SPICEPOWDER 500GM/PKT,3.0,,,,2021-10-01 - 2023-10-03,2021-11-01,3.5,3.5,3.5
OOI029,OTHER- VINEGAR (WHITE) 5L/TUB,0.0,,,,2021-10-01 - 2023-10-03,2022-12-11,3.55,3.55,3.55
OOI031-02,OTHER- BAKED BEAN IN CANS 425GM X 24CANS AYAM BRAND,0.0,,,,2021-10-01 - 2023-10-03,2022-09-01,2.34,2.34,2.62
OOI033,OTHER- BI-CARBONATE SODA KING 48 BOT X100GM,5.0,,,,2021-10-01 - 2023-10-03,2021-11-30,0.9,0.9,0.9
OOI034,OTHER- CORN FLOUR 400GM/PKT,6.0,2021-10-01 - 2023-10-03,0.8,0.8,2021-10-01 - 2023-10-03,2022-02-15,1.0,1.0,1.0
OOI035,OTHER- DASHI NOMODO 10X1KG/PKT,0.0,2021-10-01 - 2023-10-03,9.0,9.0,2021-10-01 - 2023-10-03,2022-02-12,10.0,10.0,10.0
OOI036,OTHER- RICE FLOUR 600GM/PKT,0.0,2021-10-01 - 2023-10-03,1.15,1.2,2021-10-01 - 2023-10-03,2022-02-03,1.3,1.3,1.5
OOP001,OTHER- PLASTIC-TAKE AWAY LUNCH BOX 50'S,0.0,2021-10-01 - 2023-10-03,70.5,70.5,2021-10-01 - 2023-10-03,2022-02-23,78.0,78.0,78.0
OOP002,OTHER- PLASTIC-TAKE AWAY PAPER LUNCH (PLAIN) 50s,1.0,2021-10-01 - 2023-10-03,40.5,40.5,2021-10-01 - 2023-10-03,2021-11-22,45.5,45.5,45.5
OOP002-02,OTHER- PLASTIC-TAKE AWAY PAPER LUNCH (PLAIN) 50s,0.0,2021-10-01 - 2023-10-03,51.0,51.0,2021-10-01 - 2023-10-03,2021-11-14,56.7,56.7,56.7
OOP003,OTHER- PLASTIC-TAKE AWAY 1150CC PAPER BOWL,2.0,2021-10-01 - 2023-10-03,54.0,54.0,2021-10-01 - 2023-10-03,2022-02-04,60.0,60.0,60.0
OOP004,OTHER- PLASTIC-TAKE AWAY 167MM PET DOME LIP FOR 1150CC,2.0,2021-10-01 - 2023-10-03,28.0,28.0,2021-10-01 - 2023-10-03,2022-02-04,31.2,31.2,31.2
OOP012,OTHER- PLASTIC-TAKE AWAY PAPER BOWL,0.0,,,,2021-10-01 - 2023-10-03,2021-10-28,90.0,90.0,90.0
OOP019,OTHER- PLASTIC-TAKE AWAY 140MM PP LID FOR 780/850/1000,0.0,,,,2021-10-01 - 2023-10-03,2021-10-28,34.0,34.0,34.0
OOP021,OTHER- PLASTIC-TAKE AWAY CLING WRAP,0.0,,,,2021-10-01 - 2023-10-03,2021-10-28,13.3,13.3,13.3
OOP024,OTHER- TOWEL-MORNING,0.0,2021-10-01 - 2023-10-03,10.0,10.0,2021-10-01 - 2023-10-03,2021-10-04,11.1,11.1,11.1
OOP025,OTHER- THRASH BAG,0.0,,,,2021-10-01 - 2023-10-03,2021-11-19,4.8,4.8,4.8
OOR006,OTHER- ONION RING (LAMB WESTERN/SIMPLOT-BABY STAR) 2lbX8pkt,166.0,2023-04-01 - 2023-10-03,5.0,5.0,2023-04-01 - 2023-10-03,2023-10-03,6.46,5.1,9.17
OOW001,OTHER- OCTOPUS BABY 20/40 (FROZEN-CLEAN) 1KGX12PKT,62.0,2023-04-01 - 2023-10-03,7.5,8.0,2023-04-01 - 2023-10-03,2023-10-03,8.8,8.0,11.0
OOW002,OTHER- OCTOPUS BABY 40/60 (FROZEN-CLEAN) 500GMX20PKT/CTNS,0.0,2021-10-01 - 2023-10-03,4.8,4.8,2023-04-01 - 2023-10-03,2023-10-02,5.0,3.8,11.0
OPA001,OTHER- SHRIMP PASTE 2kg/pkt,46.0,2023-04-01 - 2023-10-03,18.4,18.4,2023-04-01 - 2023-10-03,2023-10-03,19.0,18.5,24.0
OPA002,OTHER- FISH PASTE 1KG/PKT,0.0,2023-04-01 - 2023-10-03,3.85,3.85,2023-04-01 - 2023-10-03,2023-09-27,5.0,4.8,5.0
OPC001,OTHER- CHICKEN WITH PANDAN LEAF 50nos/ctns,10.0,2023-04-01 - 2023-10-03,35.0,35.0,2023-04-01 - 2023-10-03,2023-10-01,40.0,35.5,45.0
OPC001-02,OTHER- C.WITH PANDAN LEAF 30GM/PCS**10NOS/PKT,3.0,2021-10-01 - 2023-10-03,6.5,7.0,2023-04-01 - 2023-10-03,2023-09-12,7.5,7.5,8.0
OPE002,OTHER- PORRIDGE SEAFOOD 500GM/PKT,0.0,,,,2021-10-01 - 2023-10-03,2022-09-21,12.06,7.55,12.06
OPE003,OTHER- BLACK RICE PORRIDGE,0.0,2023-04-01 - 2023-10-03,20.9,21.0,2023-04-01 - 2023-10-03,2023-05-30,30.0,30.0,30.0
OPL001,OTHER- RICE PAIL - SMALL,0.0,2021-10-01 - 2023-10-03,18.0,18.0,2021-10-01 - 2023-10-03,2022-09-05,23.0,23.0,23.0
OPLANT001,OTHER- PLANT BASED CRISPY NUGGETS FIRST PRIDE,0.0,2023-04-01 - 2023-10-03,2.3,2.3,2023-04-01 - 2023-10-03,2023-04-10,3.0,3.0,3.0
OPLANT002,OTHER- PLANT BASED CRISPY BITES FIRST PRIDE,0.0,2021-10-01 - 2023-10-03,2.22,2.3,2023-04-01 - 2023-10-03,2023-08-31,1.2,1.2,1.2
OPLANT003,OTHER- PLANT BASED STRPIS FIRST PRIDE,12.0,2021-10-01 - 2023-10-03,2.22,2.3,2021-10-01 - 2023-10-03,2022-10-26,3.0,3.0,3.0
OPLANT004,OTHER- PLANT BASED SPICY NUGGETS FIRST PRIDE,0.0,2021-10-01 - 2023-10-03,2.22,2.3,2021-10-01 - 2023-10-03,2023-01-07,3.0,3.0,3.0
OPN001,OTHER- PRAWN NUTS 1kg/pkt,0.0,2023-04-01 - 2023-10-03,12.8,12.8,2023-04-01 - 2023-10-03,2023-10-02,15.0,14.0,18.0
OPN001-03,OTHER- PRAWN NUTS 12PCS/PKT,0.0,2021-10-01 - 2023-10-03,4.2,4.2,2021-10-01 - 2023-10-03,2022-01-27,5.8,5.0,6.3
OPN002,OTHER- CRAB NUGGETS 45's 450gm X 20pkt,82.0,,,,2021-10-01 - 2023-10-03,2021-11-12,5.0,5.0,5.0
OPO001,OTHER- CHICKEN POPCORN PREMIUM FIRST 10X1KG,0.0,2023-04-01 - 2023-10-03,8.8,8.8,2023-04-01 - 2023-10-03,2023-07-01,9.5,8.5,13.64
OPO001-02,OTHER- CHICKEN POPPER SPICY 1kg X 10PKT /CTNS,0.0,2021-10-01 - 2023-10-03,7.6,8.6,2021-10-01 - 2023-10-03,2022-02-15,8.75,8.0,10.0
OPO001-03,OTHER- CHICKEN POPCORN HOT & SPICY 18X400GM/CTNS,108.0,2023-04-01 - 2023-10-03,3.95,4.1,2023-04-01 - 2023-10-03,2023-09-22,4.95,4.8,4.95
OPO002,OTHER- CHICKEN FRIED CRISPY (AYAMAS) 850gmX10pkt,413.0,2023-04-01 - 2023-10-03,5.23,5.23,2023-04-01 - 2023-10-03,2023-10-03,7.15,3.0,7.6
OPO002-01,OTHER- CP FRIED CHICKEN HOT & SPICY 1.86KG X 6PKT/CTNS,0.0,2021-10-01 - 2023-10-03,17.6,17.6,2021-10-01 - 2023-10-03,2022-09-28,13.4,9.0,21.0
OPO002-02,OTHER- *****CHICKEN FRIED CRISPY RED HOT (AYAMAS) 850gmX10pkt,0.0,,,,2023-04-01 - 2023-10-03,2023-07-29,1.85,1.85,1.85
OPO002-04,OTHER- CP FRIED CHICKEN ORIGINAL 1.86KG X 6PKT/CTNS,0.0,2021-10-01 - 2023-10-03,17.6,17.6,2021-10-01 - 2023-10-03,2021-12-23,21.0,18.35,21.0
OPO002-05,OTHER- FRIED CHICKEN 12X600GM/CTNS,61.0,2023-04-01 - 2023-10-03,7.0,7.1,2023-04-01 - 2023-10-03,2023-09-26,7.95,7.9,7.95
OPO002-06,OTHER- JAPANESE FRIED CHICKEN FARMPRIDE,30.0,2023-04-01 - 2023-10-03,3.8,3.8,2023-04-01 - 2023-10-03,2023-09-22,5.5,5.5,5.9
OPO002-07,OTHER- JAPANESE FRIED CHICKEN FARMPRIDE,59.0,2023-04-01 - 2023-10-03,8.2,8.2,2023-04-01 - 2023-10-03,2023-09-19,11.5,11.5,11.5
OPO003,OTHER- CHICKEN BUFFALO WING 450gmX12pkt (FARMPRIDE),109.0,2023-04-01 - 2023-10-03,4.25,4.4,2023-04-01 - 2023-10-03,2023-10-03,5.56,4.3,8.18
OPO003-01,OTHER- CHICKEN BUFFALO WING 1kgX10pkt (FARMPRIDE),222.0,2023-04-01 - 2023-10-03,8.0,8.4,2023-04-01 - 2023-10-03,2023-10-03,10.0,8.75,11.5
OPO003-02,OTHER- NASI LEMAK CHICKEN WING 400GMX12PKT/CTNS,0.0,2021-10-01 - 2023-10-03,3.6,3.6,2021-10-01 - 2023-10-03,2023-03-03,5.0,4.55,5.0
OPO003-04,OTHER- CHICKEN ROASTED SPICY BONELESS LEG 10X1KG/CTNS,47.0,,,,2023-04-01 - 2023-10-03,2023-09-13,8.3,7.9,11.94
OPO003-05,OTHER- CHICKEN ROASTED SPICY BONELESS LEG 500GM/PKT,39.0,,,,2023-04-01 - 2023-10-03,2023-10-03,7.39,4.0,12.59
OPO003-06,OTHER- CHICKEN BUFFALO WING STICK 18X350GM/CTNS,11.0,2023-04-01 - 2023-10-03,3.95,3.95,2023-04-01 - 2023-10-03,2023-09-03,4.95,4.3,4.95
OPO004,OTHER- CHICKEN DRUMMETS BREADED HOT & SPICY 850gmX10pkt,94.0,2023-04-01 - 2023-10-03,5.85,6.0,2023-04-01 - 2023-10-03,2023-10-03,6.6,6.6,7.55
OPO004-03,OTHER- CHICKEN DRUMMETS BREADED GARLIC 350gmX20pkt,92.0,2023-04-01 - 2023-10-03,3.1,3.2,2023-04-01 - 2023-10-03,2023-09-26,4.2,4.2,4.4
OPO004-04,OTHER- CHICKEN DRUMMETS **JUMBO**,319.0,2023-04-01 - 2023-10-03,5.2,5.54,2023-04-01 - 2023-10-03,2023-10-03,7.4,2.5,8.8
OPO005,OTHER- CHICKEN FRIED CRISPY RED HOT (AYAMAS) 850gmX10pkt,90.0,2023-04-01 - 2023-10-03,2.0,5.85,2023-04-01 - 2023-10-03,2023-09-28,7.5,6.2,9.5
OPO005-02,OTHER- CHICKEN FINGERS HOT & SPICY 800gmX14pkt,27.0,2023-04-01 - 2023-10-03,3.9,3.9,2023-04-01 - 2023-10-03,2023-09-30,7.41,4.1,7.59
OPO006,OTHER- CHICKEN POPCORN (FARMPRIDE) 10X1KG/CTNS,115.0,2023-04-01 - 2023-10-03,7.8,7.9,2023-04-01 - 2023-10-03,2023-10-03,9.17,7.91,11.57
OPO006-01,OTHER- CHICKEN POPCORN BITE (HOT&SPICY) 400gmX20pkt,0.0,2021-10-01 - 2023-10-03,2.8,2.8,2021-10-01 - 2023-10-03,2022-09-22,2.5,2.5,4.5
OPO006-02,OTHER- CHICKEN POPCORN HOT & SPICY 400gmX12pkt,186.0,2023-04-01 - 2023-10-03,3.8,4.0,2023-04-01 - 2023-10-03,2023-10-03,4.6,4.0,5.5
OPO006-03,OTHER- CHICKEN POPCORN (FARMPRIDE) 400gmX12pkt,75.0,2023-04-01 - 2023-10-03,4.0,4.2,2023-04-01 - 2023-10-03,2023-10-03,4.5,4.5,4.95
OPO006-04,OTHER- CHICKEN POPCORN HOT & SPICY 10X1KG/CTNS,83.0,2023-04-01 - 2023-10-03,8.0,8.2,2023-04-01 - 2023-10-03,2023-10-03,9.5,8.2,12.0
OPO008,OTHER- CHICKEN DRUMMETS BREADED ORIGINAL 850gmX10pkt,195.0,2023-04-01 - 2023-10-03,5.85,6.0,2023-04-01 - 2023-10-03,2023-10-03,7.45,7.2,7.55
OPO010,OTHER- JAPANESE GOLDEN CRISPY CHICKEN (CS TAY) 350GMX20PKT,0.0,2021-10-01 - 2023-10-03,3.7,3.7,2021-10-01 - 2023-10-03,2022-02-15,4.1,3.9,4.1
OPO011,OTHER- SUPER CRISPY CHICKEN (CS TAY) 1X6KG/CTNS,140.0,2023-04-01 - 2023-10-03,8.4,8.6,2023-04-01 - 2023-10-03,2023-10-02,11.5,9.5,17.41
OPO013,OTHER- CHICKEN CRISPY MID WING 18PCS 500GM/PKT,0.0,,,,2021-10-01 - 2023-10-03,2022-03-21,6.2,4.1,6.2
OPO013-01-01,OTHER- CHICKEN BREADED MID WING (FARMPRIDE) 10X1kg/ctn,91.0,2023-04-01 - 2023-10-03,8.2,8.4,2023-04-01 - 2023-10-03,2023-10-03,10.5,8.5,11.0
OPO013-02,OTHER- CHICKEN BREADED MID WING (FARMPRIDE) 20X350gm/ctn,128.0,2023-04-01 - 2023-10-03,3.0,3.0,2023-04-01 - 2023-10-03,2023-09-30,4.5,3.6,4.8
OPO013-06,OTHER- TEXAS WING (FARMPRIDE) 12x350gm,73.0,2023-04-01 - 2023-10-03,3.7,3.9,2023-04-01 - 2023-10-03,2023-10-03,4.5,4.4,12.0
OPO015-02,OTHER- BREADED CRISPY CHICKEN STRIPES 10 X 1KG/CTNS,0.0,2021-10-01 - 2023-10-03,7.7,7.95,2021-10-01 - 2023-10-03,2022-12-01,10.0,8.6,10.0
OPO015-03,OTHER- CRISPY CHICKEN STRIPES 18X350GM/CTNS,67.0,2023-04-01 - 2023-10-03,3.95,4.05,2023-04-01 - 2023-10-03,2023-09-26,4.95,4.8,5.0
OPO017,OTHER- HONEY ROASTED CHICKEN LEG 400gmX12pkt,0.0,2021-10-01 - 2023-10-03,3.8,4.2,2021-10-01 - 2023-10-03,2022-11-30,5.3,4.1,5.5
OPO020,OTHER- CHICKEN BREAST PEPPER GRILLED 300gm X20pkt,0.0,2021-10-01 - 2023-10-03,2.8,2.8,2021-10-01 - 2023-10-03,2022-11-25,4.8,4.2,4.8
OPO021,OTHER- CHICKEN CUTLET BREADED 20pkt x 320gm,0.0,2021-10-01 - 2023-10-03,3.0,3.0,2021-10-01 - 2023-10-03,2022-09-29,4.8,4.6,4.8
OPO021-01,OTHER- LEMONY GREEK YOGHURT GRILLED 12pkt x 270gm,0.0,2021-10-01 - 2023-10-03,3.0,3.0,2021-10-01 - 2023-10-03,2022-06-01,4.6,4.6,4.6
OPO021-05,OTHER- SICHUN MALA WING 12pkt x 400gm,0.0,2023-04-01 - 2023-10-03,0.2,0.2,2023-04-01 - 2023-10-03,2023-06-01,1.0,1.0,1.0
OPO021-06,OTHER- GRILLED CHICKEN TENDER 18X400GM/CTNS,0.0,2023-04-01 - 2023-10-03,3.95,4.2,2023-04-01 - 2023-10-03,2023-09-25,4.8,4.8,4.95
OPO021-07,OTHER- CHICKEN CUTLET BREADED 6X1KG/CTNS,0.0,2021-10-01 - 2023-10-03,8.0,8.0,2021-10-01 - 2023-10-03,2022-02-23,9.3,9.3,9.3
OPO021-08,OTHER- STEAM S/LESS CHICKEN BREAST 1.15KG/PKT X 6PKT,12.0,2023-04-01 - 2023-10-03,11.3,11.9,2023-04-01 - 2023-10-03,2023-06-07,17.87,11.5,18.43
OPO021-09,OTHER- SOYGARLIC GRILLED BL C/THIGH FARMPRIDE,0.0,2023-04-01 - 2023-10-03,4.2,4.2,2023-04-01 - 2023-10-03,2023-09-12,5.9,5.9,5.9
OPO021-10,OTHER- BLACK PEPPER GRILLED BL C/THIGH FARMPRIDE,24.0,2023-04-01 - 2023-10-03,4.2,4.2,2023-04-01 - 2023-10-03,2023-09-14,5.9,5.9,5.91
OPO021-11,OTHER- BLACK PEPPER GRILLED BL C/THIGH FARMPRIDE,50.0,2023-04-01 - 2023-10-03,9.7,9.7,2023-04-01 - 2023-10-03,2023-08-19,13.0,13.0,13.0
OPO022,OTHER- ITALIAN CLASSIC CHICKEN  SAUSAGE,0.0,2021-10-01 - 2023-10-03,2.5,2.5,2021-10-01 - 2023-10-03,2021-12-01,4.0,4.0,4.0
OPO022-04,OTHER- ROSEMARY LAMB SAUSAGE,0.0,2021-10-01 - 2023-10-03,2.6,2.6,2021-10-01 - 2023-10-03,2021-12-01,4.6,4.6,4.6
OPO024,OTHER- CHICKEN CHUNKS MALA 12X300GM,122.0,2023-04-01 - 2023-10-03,3.5,3.6,2023-04-01 - 2023-10-03,2023-10-03,3.8,3.7,10.5
OPO024-01,OTHER- CHICKEN CHUNKS MALA 10X1KG,33.0,2023-04-01 - 2023-10-03,7.2,7.3,2023-04-01 - 2023-10-03,2023-10-02,10.47,7.4,11.94
OPO024-02,OTHER- GARLIC PARMESAN CHICKEN CHUNKS 400GM X 20PKT/CTNS,190.0,2023-04-01 - 2023-10-03,2.0,4.3,2023-04-01 - 2023-10-03,2023-10-03,3.9,3.9,5.0
OPO024-03,OTHER- HONEY SOY N GINGER CHICKEN CHUNKS 400GM X 20PKT/CTNS,200.0,2023-04-01 - 2023-10-03,2.0,4.0,2023-04-01 - 2023-10-03,2023-10-03,3.9,3.9,5.0
OPO025-01,OTHER- CRISPY SHOYU CHIX (TATSUTAAGE-FARMPRIDE),30.0,2023-04-01 - 2023-10-03,3.8,3.8,2023-04-01 - 2023-10-03,2023-09-12,5.5,5.5,5.5
OPR003-02,OTHER- ROTI PRATA PLAIN (KAWAN) 40PKT X 5PCS X 80GM/PKT,0.0,2021-10-01 - 2023-10-03,1.28,1.28,2021-10-01 - 2023-10-03,2023-02-02,1.5,1.5,1.5
OPR006,OTHER- PIZZA FUNGHI CHAMPIGNON 12X215GM,0.0,2023-04-01 - 2023-10-03,2.6,3.1,2023-04-01 - 2023-10-03,2023-09-27,3.8,3.8,4.0
OPR007,OTHER- PIZZA MARGHERITA 12X210GM,0.0,2023-04-01 - 2023-10-03,2.6,3.1,2023-04-01 - 2023-10-03,2023-09-27,3.8,3.8,3.8
OPR008,OTHER- PIZZA ROCKET & TOMATO 12X225GM,0.0,2023-04-01 - 2023-10-03,2.6,2.6,2023-04-01 - 2023-10-03,2023-06-09,3.8,3.8,3.8
OPR009,OTHER- PIZZA TRUFFLE 12X215GM,0.0,2023-04-01 - 2023-10-03,2.6,3.1,2023-04-01 - 2023-10-03,2023-09-27,3.8,3.8,3.8
OPR011,OTHER- PIZZA 4 CHEESE 12X220GM,0.0,2023-04-01 - 2023-10-03,2.6,2.6,2023-04-01 - 2023-10-03,2023-08-28,3.8,3.8,4.0
ORM002,OTHER- UDON JAPANESE INSTANT 200gm X 30PKT/CTNS,70.0,2021-10-01 - 2023-10-03,0.5,0.75,2021-10-01 - 2023-10-03,2022-09-22,0.8,0.6,4.44
ORM008,OTHER- INSTANT NOODLES - E ZEE,4.0,2023-04-01 - 2023-10-03,16.6,17.0,2023-04-01 - 2023-10-03,2023-10-02,18.0,18.0,20.0
ORV003,OTHER- KOREAN CABBAGE KIMCHI 1KG/PKT,19.0,2023-04-01 - 2023-10-03,3.5,3.7,2023-04-01 - 2023-10-03,2023-09-28,9.75,3.7,10.0
ORV005,OTHER- KOREAN CABBAGE KIMCHI 10KG/CTNS,1.0,2023-04-01 - 2023-10-03,21.0,21.0,2023-04-01 - 2023-10-03,2023-06-07,30.0,27.0,30.0
OSA002,OTHER- TAIWAN SAUSAGE 10pcs 500gm+-/pkt 40pkt/ctns,2185.0,2023-04-01 - 2023-10-03,4.0,4.7,2023-04-01 - 2023-10-03,2023-10-03,5.61,4.6,6.3
OSA003,OTHER- PORK TAIWAN SAUSAGE 250gm/pkt,178.0,2023-04-01 - 2023-10-03,1.9,2.0,2023-04-01 - 2023-10-03,2023-10-02,2.45,2.25,2.9
OSA005,OTHER- TAIWAN PORK SAUSAGE 500gm/pkt,142.0,2023-04-01 - 2023-10-03,4.5,5.0,2023-04-01 - 2023-10-03,2023-10-02,5.8,5.2,5.8
OSA005-02,OTHER- TAIWAN CHICKEN SAUSAGE (SHORT) 500gmX20pkt/ctns,104.0,2023-04-01 - 2023-10-03,4.4,4.65,2023-04-01 - 2023-10-03,2023-10-03,5.53,4.6,6.0
OSA005-03,OTHER- PORK SAUSAGE 6INCH 20X1KG/CTNS,0.0,2021-10-01 - 2023-10-03,5.8,7.0,2021-10-01 - 2023-10-03,2022-10-02,8.5,8.0,8.5
OSA005-04,OTHER- RED SAUSAGE XO 5KG/PKT,0.0,2023-04-01 - 2023-10-03,47.0,47.0,2023-04-01 - 2023-10-03,2023-09-04,55.0,55.0,55.0
OSBS02,OTHER- BACK BACON SLICED (USA-ASC) 5x2kg/ctn,0.0,2021-10-01 - 2023-10-03,7.8,7.8,2021-10-01 - 2023-10-03,2022-05-07,8.5,8.5,8.5
OSBS02-01,OTHER- STKY BACON SLICED (USA-ASC) 5x2kg/ctn,295.0,2023-04-01 - 2023-10-03,7.3,10.0,2023-04-01 - 2023-10-03,2023-10-03,10.0,7.5,15.5
OSC001,OTHER- SEAWEED CHICKEN 1kgX10pkt,209.0,2023-04-01 - 2023-10-03,9.7,11.0,2023-04-01 - 2023-10-03,2023-10-03,13.53,9.8,17.38
OSC002,OTHER- SEAWEED CHICKEN PREMIUM FIRST 12X1KG/CTNS,315.0,2023-04-01 - 2023-10-03,8.8,8.8,2023-04-01 - 2023-10-03,2023-09-13,9.9,8.9,14.5
OSC004,OTHER- CRISPY CHICKEN BITS (SEARA) 6X2KG/CTNS,0.0,2021-10-01 - 2023-10-03,2.0,3.0,2021-10-01 - 2023-10-03,2022-08-01,6.5,3.5,11.0
OSC005,OTHER- SEAWEED CHICKEN BIBIK CHOICE 12X1KG/CTNS,0.0,2021-10-01 - 2023-10-03,9.0,9.0,2021-10-01 - 2023-10-03,2022-06-23,10.8,9.2,13.2
OSG001,OTHER- SPAGHETTI ROYAL MILLER 24X500GM/CTNS,0.0,2023-04-01 - 2023-10-03,1.25,1.25,2023-04-01 - 2023-10-03,2023-06-24,1.56,1.56,1.56
OSM001,OTHER- CURRY SAMOSA 20gmX96pcsX8box,24.0,2023-04-01 - 2023-10-03,9.0,10.0,2023-04-01 - 2023-10-03,2023-10-03,10.0,9.2,12.0
OSO001,OTHER- PENGCAI (MIX BOWL FEAST),0.0,2021-10-01 - 2023-10-03,50.0,95.0,2021-10-01 - 2023-10-03,2022-02-04,82.24,55.0,100.93
OSO001-02,OTHER- PENGCAI (MIX BOWL FEAST) MANTANG,0.0,2021-10-01 - 2023-10-03,50.0,50.0,2021-10-01 - 2023-10-03,2023-01-19,50.5,50.5,80.0
OSO004,OTHER- SOUP CLAM 500GM/PKT,327.0,2023-04-01 - 2023-10-03,4.0,35.0,2023-04-01 - 2023-10-03,2023-10-02,6.13,4.2,9.84
OSO004-02,OTHER- SPECIAL SAUCE CLAMS LALA 500GM/PKT,257.0,2023-04-01 - 2023-10-03,4.15,4.15,2023-04-01 - 2023-10-03,2023-10-03,7.31,4.4,8.18
OSO006,OTHER- SOUP CHICKEN COLLAGEN BROTH 500GM/PKT,0.0,,,,2021-10-01 - 2023-10-03,2021-12-16,3.3,3.3,3.3
OSO008,OTHER- GINSENG CHICKEN,0.0,2023-04-01 - 2023-10-03,8.1,8.1,2023-04-01 - 2023-10-03,2023-09-02,14.63,8.5,18.43
OSO009,OTHER- COOKED SALTED KAMPONG CHICKEN,6.0,2023-04-01 - 2023-10-03,11.5,15.4,2023-04-01 - 2023-10-03,2023-09-28,19.7,13.0,23.88
OSP002,OTHER- SPINACH LEAF BALL (CHINA ) 2.5KG X 4PKT/CTNS,19.0,2023-04-01 - 2023-10-03,2.1,2.2,2023-04-01 - 2023-10-03,2023-09-30,2.5,2.4,2.5
OSR001,OTHER- CRISPY FOUR SEASON ROLL 5's 10x1kg/pkt,0.0,2021-10-01 - 2023-10-03,6.5,6.5,2021-10-01 - 2023-10-03,2022-12-22,7.9,7.9,7.9
OSR002,OTHER- VEGETABLE MINI ROLL 96pcs 8pkt/ctn,56.0,2023-04-01 - 2023-10-03,7.5,9.0,2023-04-01 - 2023-10-03,2023-10-03,10.15,8.2,15.65
