pdt_code,pdt_name,current_inv,purchases_data_date_range,purchases_min_price,purchases_max_price,sales_data_date_range,latest_sales_date,latest_sales_price,sales_min_price,sales_max_price
BAO001,BEEF AORTA 20KG/CTNS,0.0,2023-04-01 - 2023-10-03,6.5,7.6,2023-04-01 - 2023-10-03,2023-09-25,8.5,8.0,10.5
BAU002,BEEF- BONE IN TOMAHAWK (FROZEN),0.0,2021-10-01 - 2023-10-03,27.2,27.2,2021-10-01 - 2023-10-03,2022-08-26,28.2,28.2,28.2
BBA001,BEEF BALL 1kg/pkt (PING PONG),179.0,2023-04-01 - 2023-10-03,9.0,9.0,2023-04-01 - 2023-10-03,2023-10-03,10.3,9.2,12.0
BBA001-01,BEEF & CHICKEN BALL - SWEDISH MEAT BALL 1KG/PKT,5.0,2023-04-01 - 2023-10-03,10.8,12.0,2023-04-01 - 2023-10-03,2023-09-27,12.5,12.5,19.35
BBG001,BEEF- BULGOGI BEEF BURGER 15 X420GM,0.0,2021-10-01 - 2023-10-03,3.0,3.9,2021-10-01 - 2023-10-03,2022-08-16,4.5,4.5,4.5
BBR001,BEEF BRISKET (BEAUVALLET-BRAZIL),0.0,2023-04-01 - 2023-10-03,6.7,7.5,2023-04-01 - 2023-10-03,2023-08-04,9.5,7.6,11.0
BBR002,BEEF BRISKET PE * (FRIBOI-BRAZIL),17.16,2023-04-01 - 2023-10-03,6.9,7.4,2023-04-01 - 2023-10-03,2023-09-22,10.5,7.2,11.0
BBR003,BEEF BRISKET PE (THOMAS-AUST) * PCS,0.0,2021-10-01 - 2023-10-03,7.2,8.0,2021-10-01 - 2023-10-03,2022-05-03,11.0,8.5,11.0
BBR004,BEEF BRISKET NE (FRIBOI/MAFRIPAR/MONDELI/QULITY),318.0,2023-04-01 - 2023-10-03,7.2,7.2,2023-04-01 - 2023-10-03,2023-10-03,9.0,7.6,11.0
BBR009,BEEF BRISKET CHOICE GRADE,0.0,2023-04-01 - 2023-10-03,11.0,11.0,2023-04-01 - 2023-10-03,2023-06-07,11.3,11.3,11.3
BBR010,BEEF BRISKET PE * (GJ-BRAZIL),0.0,2023-04-01 - 2023-10-03,6.0,6.0,2023-04-01 - 2023-10-03,2023-09-11,7.0,7.0,7.0
BCHO01,BEEF CHOP 190-220gm 5kg/pkt,0.0,,,,2023-04-01 - 2023-10-03,2023-09-30,11.5,11.5,12.0
BCHO03,BEEF CHOP (STRIPLOIN) STEAK (BUTHER'S RIDGE) 500GMX20PKT,70.0,2023-04-01 - 2023-10-03,7.6,7.7,2023-04-01 - 2023-10-03,2023-10-03,9.8,8.6,9.8
BCHO04,BEEF MELTIQUE SIRLOIN STEAK 150GM/PCS,0.0,2021-10-01 - 2023-10-03,5.0,5.0,2021-10-01 - 2023-10-03,2022-07-22,5.5,5.5,5.5
BCHO05,BEEF MELTIQUE SIRLOIN STEAK 200GM/PCS,56.0,2021-10-01 - 2023-10-03,5.0,5.0,2023-04-01 - 2023-10-03,2023-10-03,9.18,7.1,13.21
BCR001,BEEF CHUCK BRAZIL,0.0,2021-10-01 - 2023-10-03,6.5,7.5,2021-10-01 - 2023-10-03,2023-03-06,7.8,7.8,9.0
BCR002,"BEEF CHUCK EYEROLL CHOICE ,,USA,,SWIFT",70.62,2023-04-01 - 2023-10-03,12.8,13.5,2023-04-01 - 2023-10-03,2023-10-01,17.3,13.8,19.0
BCT001,BEEF CHUCK TENDER (BRAZIL),46.36,2023-04-01 - 2023-10-03,7.5,8.5,2023-04-01 - 2023-10-03,2023-09-13,8.0,7.8,10.5
BCT002,BEEF CHUCK TENDER SLICED 1.5MM,56.0,,,,2023-04-01 - 2023-10-03,2023-09-27,11.0,9.5,12.0
BCT002-02,2KG BEEF CHUCK TENDER SLICED 4.5mm,0.0,,,,2021-10-01 - 2023-10-03,2021-10-29,9.0,9.0,9.0
BCT003-01,BEEF CHUCK TAIL FLAP MBS 8/9-CHILLED,0.0,2021-10-01 - 2023-10-03,75.0,75.0,2021-10-01 - 2023-10-03,2021-10-15,95.0,95.0,95.0
BCT004,BEEF CHUCK TENDER QUALITY,0.0,2023-04-01 - 2023-10-03,7.6,7.6,2023-04-01 - 2023-10-03,2023-04-10,8.0,8.0,8.0
BEER01,BEER- HEINEKEN 490ML X 24CANS/CTNS,37.0,2021-10-01 - 2023-10-03,3.44,3.44,2021-10-01 - 2023-10-03,2022-02-05,4.0,4.0,4.0
BER001,BEEF EYEROUND,117.33,2023-04-01 - 2023-10-03,12.5,12.5,2023-04-01 - 2023-10-03,2023-09-30,13.8,12.8,15.0
BER002,BEEF EYEROUND CHILLED NZ-SLIVERFIRM,0.0,2021-10-01 - 2023-10-03,13.5,13.5,2021-10-01 - 2023-10-03,2022-10-14,14.5,14.5,14.5
BFC001,BEEF FATS 25KG/CTNS (OAKEY-AUST),261.83,2023-04-01 - 2023-10-03,4.0,4.0,2023-04-01 - 2023-10-03,2023-10-03,5.0,3.6,5.9
BFC003,BEEF FLOSS 2KG/PKT,0.0,,,,2023-04-01 - 2023-10-03,2023-04-10,8.8,8.8,8.8
BFC004,BEEF FATS (BEAUVALLET-BRAZIL),0.0,2023-04-01 - 2023-10-03,3.3,3.4,2023-04-01 - 2023-10-03,2023-08-03,3.5,3.5,3.9
BFC005,BEEF FATS 27.20KG/CTNS (AMG),191.74,2023-04-01 - 2023-10-03,3.3,3.4,2023-04-01 - 2023-10-03,2023-10-03,4.8,3.6,10.0
BFE001,BEEF FEET CUT,0.0,,,,2021-10-01 - 2023-10-03,2022-03-23,3.0,3.0,3.0
BFK001,BEEF CHEEK (SILVERFERN-FROZEN),0.0,2023-04-01 - 2023-10-03,14.8,14.8,2023-04-01 - 2023-10-03,2023-06-05,15.1,15.1,15.1
BFL001,BEEF LIPS / PAPPILAE HARVEY 15KG/CTNS,0.0,2023-04-01 - 2023-10-03,4.0,4.0,2023-04-01 - 2023-10-03,2023-05-15,6.0,6.0,6.0
BFQ001,BEEF FOREQUARTER B/LESS (QUALITY BEEF-BRAZIL),0.0,2021-10-01 - 2023-10-03,4.93,6.8,2023-04-01 - 2023-10-03,2023-04-24,7.5,7.5,7.5
BFQ002,BEEF FOREQUARTER B/LESS (MINERVA-HALAL),6916.76,2023-04-01 - 2023-10-03,4.76,5.58,2023-04-01 - 2023-10-03,2023-09-22,5.6,5.6,7.0
BFT001,BEEF HOCK TENDON (MIVERVA-BRAZIL),0.0,2021-10-01 - 2023-10-03,2.11,12.2,2021-10-01 - 2023-10-03,2023-03-22,13.0,9.0,14.0
BFT002,BEEF TENDON (FRIBOI-BRAZIL),0.0,2023-04-01 - 2023-10-03,6.0,6.0,2023-04-01 - 2023-10-03,2023-07-20,6.4,6.4,6.4
BFT003,BEEF HOCK TENDON MULTI  CUT 4,77.36,2023-04-01 - 2023-10-03,8.0,8.8,2023-04-01 - 2023-10-03,2023-08-01,13.0,11.0,13.0
BFT004,BEEF FLEXOR TENDON HIND (QUALITY BEEF-BRAZIL),0.0,2021-10-01 - 2023-10-03,7.6,12.2,2023-04-01 - 2023-10-03,2023-04-19,13.0,9.5,13.5
BFT005,BEEF HOCK TENDON (BEAUVALLET/FRIBOI-BRAZIL),455.72,2023-04-01 - 2023-10-03,6.0,8.8,2023-04-01 - 2023-10-03,2023-10-03,13.0,6.2,20.0
BFT006,BEEF PADDY WACK (QUALITY BEEF),1.35,2023-04-01 - 2023-10-03,2.9,3.0,2023-04-01 - 2023-10-03,2023-09-28,4.0,3.8,7.3
BFT006-02,BEEF PADDY WACK/LIGAMENTUM (MINERVA),0.0,2021-10-01 - 2023-10-03,3.2,4.4,2023-04-01 - 2023-10-03,2023-09-26,4.2,4.2,5.0
BGC001,BEEF- BEEF GOLDEN COIN MUSCLE (MINERVA-BRAZIL),4143.19,2021-10-01 - 2023-10-03,12.48,14.9,2023-04-01 - 2023-10-03,2023-10-02,13.5,12.7,18.0
BGC002,BEEF- BEEF GOLDEN COIN MUSCLE (QUALITY BEEF-BRAZIL),1794.21,2021-10-01 - 2023-10-03,13.5,13.5,2023-04-01 - 2023-10-03,2023-09-27,16.5,13.8,16.5
BGC003,BEEF- BEEF GOLDEN COIN MUSCLE (SWIFT-USA),0.0,2021-10-01 - 2023-10-03,13.6,14.0,2021-10-01 - 2023-10-03,2022-04-06,15.0,15.0,16.0
BKN001-01,BEEF KNUCKLE (MINERVA-BRAZIL),0.0,2023-04-01 - 2023-10-03,6.9,8.5,2023-04-01 - 2023-10-03,2023-08-16,9.03,7.3,9.8
BKN001-02,BEEF KNUCKLE CROSS CUT (CUT 4),39.45,2023-04-01 - 2023-10-03,6.9,6.9,2023-04-01 - 2023-10-03,2023-07-04,9.5,8.2,9.5
BKN001-03,BEEF KNUCKLE CUT 2,0.0,2021-10-01 - 2023-10-03,9.0,9.0,2023-04-01 - 2023-10-03,2023-06-23,8.8,8.8,8.8
BKN001-04,BEEF KNUCKLE (GJ-BRAZIL) 5-6pcs,76.37,2023-04-01 - 2023-10-03,6.75,6.9,2023-04-01 - 2023-10-03,2023-08-26,6.9,6.9,7.2
BKN001-05,BEEF KNUCKLE (FRIBOI-SA),2268.4,2023-04-01 - 2023-10-03,6.0,8.0,2023-04-01 - 2023-10-03,2023-10-03,9.4,6.3,9.8
BKN002,BEEF CUBE 5KGX2PKT/CTNS,0.0,2023-04-01 - 2023-10-03,7.5,7.5,2023-04-01 - 2023-10-03,2023-06-28,8.5,7.0,8.5
BKN002-02,BEEF CUBE (FOREQUARTER) 2' X 2' 20KG/CTN,885.13,2023-04-01 - 2023-10-03,7.2,7.5,2023-04-01 - 2023-10-03,2023-10-03,7.5,7.0,11.0
BKN002-03,BEEF CUBE (FOREQUARTER) 3CM X 3CM 5KG/PKT,0.0,,,,2023-04-01 - 2023-10-03,2023-07-24,6.8,6.8,6.8
BKN003,BEEF KNUCKLE CUBE (SADIA) 500GM X20PKT,0.0,2021-10-01 - 2023-10-03,4.2,5.88,2021-10-01 - 2023-10-03,2022-11-14,7.5,4.4,7.7
BKN004,BEEF KNUCKLE CUBE (BUTHER'S RIDGE) 500GMX20PKT,0.0,2021-10-01 - 2023-10-03,4.0,5.88,2021-10-01 - 2023-10-03,2022-11-27,7.5,4.5,7.5
BKN005,BEEF KNUCKLE CUBE (BUTHER'S RIDGE) 500GMX20PKT,91.0,2023-04-01 - 2023-10-03,5.3,5.5,2023-04-01 - 2023-10-03,2023-10-03,7.0,6.8,9.8
BLI001,BEEF LIVER,137.54,2023-04-01 - 2023-10-03,2.7,2.8,2023-04-01 - 2023-10-03,2023-10-03,3.5,3.3,4.2
BLO001,BEEF- LEG OF BEEF WITHOUT GOLDEN COIN-MONDELI,91.08,2023-04-01 - 2023-10-03,5.6,6.2,2023-04-01 - 2023-10-03,2023-08-10,6.5,6.2,7.0
BLU001,BEEF LUNG,0.0,2023-04-01 - 2023-10-03,1.8,1.8,2023-04-01 - 2023-10-03,2023-09-27,2.3,2.1,3.8
BMB001,BEEF MARROW BONE AMG-AUST,1056.91,2023-04-01 - 2023-10-03,2.1,2.3,2023-04-01 - 2023-10-03,2023-09-29,3.5,2.3,3.5
BMB002,BEEF MARROW BONE CUT 2 INCH,1320.05,2023-04-01 - 2023-10-03,2.1,2.3,2023-04-01 - 2023-10-03,2023-10-03,3.0,2.4,4.6
BMI001,BEEF- MINCED BEEF WAGYU 1kg/pkt,0.0,,,,2021-10-01 - 2023-10-03,2021-12-23,14.0,14.0,14.0
BMI002,BEEF- MINCED BEEF 2KGX5PKT/CTNS,1412.0,2021-10-01 - 2023-10-03,4.5,7.5,2023-04-01 - 2023-10-03,2023-10-03,8.0,5.3,21.8
BMI003,BEEF- TRIMMING MINCED BEEF,0.0,2021-10-01 - 2023-10-03,3.0,6.0,2021-10-01 - 2023-10-03,2023-03-22,6.3,5.3,6.3
BMI003-02,BEEF- MINCED BEEF 500GM/PKT [HALAL],0.0,2021-10-01 - 2023-10-03,3.8,4.5,2021-10-01 - 2023-10-03,2022-04-08,4.51,4.0,4.51
BMI004,BEEF- MINCED BEEF (UF) 300GM/PKT,0.0,,,,2023-04-01 - 2023-10-03,2023-08-14,6.3,5.79,6.3
BMI005,BEEF- MINCED BEEF (SADIA) 300GM X 20PKT,0.0,2021-10-01 - 2023-10-03,2.2,2.8,2021-10-01 - 2023-10-03,2022-11-24,4.58,2.7,4.58
BMI006,BEEF- MINCED BEEF (TUDBOM-SA) 500gmX24pkt,0.0,2021-10-01 - 2023-10-03,4.7,4.7,2021-10-01 - 2023-10-03,2022-10-26,5.5,5.5,5.5
BMI007,BEEF- MINCED BEEF (BUTHER'S RIDGE) 20X300gm,23.0,2023-04-01 - 2023-10-03,3.0,3.1,2023-04-01 - 2023-10-03,2023-10-03,4.0,3.35,6.05
BMI008,BEEF- MINCED BEEF 2KG/PKT,0.0,,,,2023-04-01 - 2023-10-03,2023-04-10,6.05,5.8,6.3
BMM001,BEEF TRIMMING (FRIGON),0.0,2023-04-01 - 2023-10-03,5.3,5.3,2023-04-01 - 2023-10-03,2023-04-12,5.9,5.9,5.9
BMM002,WAGYU BEEF FLAP MEAT (MELTIQUE),0.0,2021-10-01 - 2023-10-03,19.0,24.4,2021-10-01 - 2023-10-03,2022-02-28,23.0,23.0,23.0
BMM003,BEEF MELTIQUE CUBE 2.3CM X 2.3CM (5KG/PKT),20.0,2021-10-01 - 2023-10-03,27.82,27.82,2023-04-01 - 2023-10-03,2023-10-03,32.0,31.0,35.0
BMM003-02,BEEF MELTIQUE CUBE 500GM/PKT,126.0,2021-10-01 - 2023-10-03,13.0,13.0,2023-04-01 - 2023-10-03,2023-10-03,24.87,19.5,34.21
BMM003-03,WAGYU MINCED CUBE 500GM/PKT,0.0,,,,2021-10-01 - 2023-10-03,2021-10-02,18.0,18.0,18.0
BMM004,BEEF STRIPLOIN (MELTIQUE-AUST),216.96,2023-04-01 - 2023-10-03,29.5,29.5,2023-04-01 - 2023-10-03,2023-09-20,32.0,30.0,39.0
BMS001,BEEF MEAT SLICED 6X2KG/CTNS [HALAL],0.0,2021-10-01 - 2023-10-03,8.8,8.8,2021-10-01 - 2023-10-03,2022-11-23,9.8,9.8,9.8
BMS001-02,BEEF MEAT SLICED 500GM/PKT [HALAL],0.0,2021-10-01 - 2023-10-03,4.5,5.0,2021-10-01 - 2023-10-03,2022-04-08,5.01,5.0,5.3
BMS0010,BEEF- A5 KAGOSHIMA BEEF SHABU-SHABU 150-160GM/PKT,0.0,,,,2021-10-01 - 2023-10-03,2021-10-21,92.5,92.5,92.5
BMS0010-02,BEEF- A5 KAGOSHIMA BEEF SHABU-SHABU 160GM/PKT,0.0,,,,2021-10-01 - 2023-10-03,2022-01-29,15.0,12.5,27.94
BMS002,BEEF MEAT SLICED 3.3MM 6X2KG/CTNS,809.0,2021-10-01 - 2023-10-03,8.5,8.5,2023-04-01 - 2023-10-03,2023-10-03,9.48,7.6,10.8
BMS003,BEEF MEAT SLICED 2-3MM 2kgX5pkt,66.0,,,,2023-04-01 - 2023-10-03,2023-10-03,9.5,8.5,10.5
BMS003-02,BEEF MEAT SLICED 2MM 1KG/PKT,0.0,,,,2023-04-01 - 2023-10-03,2023-09-21,8.7,8.7,9.1
BMS004,BEEF KNUCKLE MEAT SLICED 4-5MM 2kg/pkt,64.0,,,,2023-04-01 - 2023-10-03,2023-09-29,10.0,8.5,10.5
BMS005,BEEF KNUCKLE MEAT SLICED 6MM 2kg/pkt,48.0,,,,2023-04-01 - 2023-10-03,2023-10-03,9.0,9.0,11.0
BMS007,BEEF KNUCKLE MEAT SLICED 1.7MM 2kg/pkt,0.0,,,,2023-04-01 - 2023-10-03,2023-06-10,9.5,9.5,9.5
BMS008,BEEF MEAT SLICED 8MM 2kg/pkt,38.0,,,,2023-04-01 - 2023-10-03,2023-05-10,10.0,10.0,10.0
BMS008-01,BEEF MEAT SLICED 2MM X 3' X 1.5' 2KG/PKT,904.7,,,,2023-04-01 - 2023-10-03,2023-10-03,10.2,8.5,10.5
BMS009-02,BEEF- A5 KAGOSHIMA BEEF YAKINIKU SLICE 160GM/PKT,0.0,,,,2021-10-01 - 2023-10-03,2021-12-11,15.0,12.2,27.94
BMS009-03,BEEF- A5 KAGOSHIMA BEEF YAKINIKU,0.0,,,,2021-10-01 - 2023-10-03,2021-12-08,95.0,95.0,95.0
BOM001,BEEF OMASUM (MINERVA BRAZIL),0.0,2023-04-01 - 2023-10-03,7.3,7.3,2023-04-01 - 2023-10-03,2023-07-19,9.0,5.5,9.8
BOM001-02,BEEF OMASUM (SILVERFERN-AUST) 20KG/CTNS,563.38,2023-04-01 - 2023-10-03,6.2,8.0,2023-04-01 - 2023-10-03,2023-10-03,8.77,6.7,10.0
BOM001-03,BEEF OMASUM (QUALITY BEEF -BRAZIL),0.0,2023-04-01 - 2023-10-03,6.2,6.2,2023-04-01 - 2023-10-03,2023-08-17,8.8,7.2,10.0
BOM001-04,BEEF OMASUM (SCAN) 17KG/CTNS,0.0,2023-04-01 - 2023-10-03,6.9,7.6,2023-04-01 - 2023-10-03,2023-05-29,7.45,7.35,8.8
BOM002,BEEF OMASUM (AFFCO),569.9,2023-04-01 - 2023-10-03,12.0,13.0,2023-04-01 - 2023-10-03,2023-10-03,14.25,14.0,16.8
BOM002-02,BEEF BLACK OMASUM,1.97,2023-04-01 - 2023-10-03,7.4,7.6,2023-04-01 - 2023-10-03,2023-08-16,14.6,8.2,14.6
BPA003,BEEF BURGER PATTIES (SADIA) 320GM X 20PKT,0.0,2021-10-01 - 2023-10-03,2.8,2.99,2021-10-01 - 2023-10-03,2022-12-01,3.8,3.0,4.5
BPA003-02,BEEF BURGER PATTIES CLASSIC 20X320gm,135.0,2023-04-01 - 2023-10-03,3.0,3.2,2023-04-01 - 2023-10-03,2023-10-03,4.0,3.2,4.2
BPA004,BEEF BURGER PEPPER & ONION (BLACK PRIMO) 420GM X 15PKT,71.0,2023-04-01 - 2023-10-03,4.4,4.5,2023-04-01 - 2023-10-03,2023-09-13,5.65,5.65,5.65
BPA004-01,BEEF BURGER CHEDDAR CHEESE (GOURMET) 15X420gm,96.0,2023-04-01 - 2023-10-03,4.4,4.4,2023-04-01 - 2023-10-03,2023-09-06,5.65,5.65,5.65
BPA005,WAYGU BEEF BURGER PATTIES 170gm,12.58,,,,2023-04-01 - 2023-10-03,2023-10-03,23.84,11.0,36.76
BPA008,SEASONING WAYGU BEEF BURGER PATTIES 150gm,0.0,,,,2021-10-01 - 2023-10-03,2022-02-08,12.0,12.0,12.0
BPP001,BEEF PEPPERONI,0.0,2023-04-01 - 2023-10-03,8.8,8.8,2023-04-01 - 2023-10-03,2023-07-25,16.0,16.0,16.0
BRC002,CHILLED BEEF RIBEYE GRAINFED BRAZIL-ANGUS,0.0,2021-10-01 - 2023-10-03,25.0,25.0,2021-10-01 - 2023-10-03,2022-05-18,32.0,27.0,34.0
BRE001,BEEF RIBEYE CUBE 2CM X 2CM,45.0,2021-10-01 - 2023-10-03,12.5,12.5,2023-04-01 - 2023-10-03,2023-09-10,12.0,12.0,12.0
BRE0010-02,"4** CHILLED BEEF RIBEYE ""YP"" UNION STATION/MIDFIELD**PKT",0.0,,,,2021-10-01 - 2023-10-03,2022-04-07,11.17,7.5,12.1
BRE0011,CHILLED BEEF RIBEYE PS CUBEROLL NZ SILVERFERN,0.0,2021-10-01 - 2023-10-03,26.5,29.5,2021-10-01 - 2023-10-03,2022-12-01,32.0,28.0,32.0
BRE002,BEEF RIBEYE STEAK 190-220gm,0.0,2021-10-01 - 2023-10-03,11.0,11.0,2023-04-01 - 2023-10-03,2023-10-02,12.5,11.0,16.0
BRE003,BEEF RIBEYE SHABU SHABU 2MM 1kg/pkt,0.0,,,,2021-10-01 - 2023-10-03,2021-11-10,10.5,10.5,10.5
BRE003-01,BEEF RIBEYE STEAK 2CM 2KG/PKT,0.0,2021-10-01 - 2023-10-03,11.0,11.0,2023-04-01 - 2023-10-03,2023-09-04,13.5,11.5,14.0
BRE003-02,BEEF RIBEYE STEAK 1.5CM 3X5KG/CTNS,0.0,,,,2023-04-01 - 2023-10-03,2023-09-29,14.0,13.5,14.0
BRE003-04,BEEF RIBEYE SHABU SHABU 2MM 500GM/PKT,571.0,2021-10-01 - 2023-10-03,6.2,6.2,2023-04-01 - 2023-10-03,2023-10-03,7.0,6.4,8.0
BRE005,BEEF RIBEYE / CUBEROLL (MONDELI),394.44,2023-04-01 - 2023-10-03,10.0,10.0,2021-10-01 - 2023-10-03,2023-02-13,11.0,10.0,13.5
BRE006,BEEF RIBEYE / CUBEROLL (MINERVA),162.21,2023-04-01 - 2023-10-03,9.4,9.4,2023-04-01 - 2023-10-03,2023-10-03,12.0,10.5,13.5
BRE007,BEEF RIBEYE / CUBEROLL (BEAUVALLET),0.0,2021-10-01 - 2023-10-03,7.8,9.8,2021-10-01 - 2023-10-03,2022-03-03,11.5,8.8,14.5
BRE008,MELTIQUE BEEF RIBEYE / CUBEROLL,0.0,2021-10-01 - 2023-10-03,26.0,26.0,2021-10-01 - 2023-10-03,2022-01-19,26.5,26.5,26.5
BRE010,BEEF A5 WAGYU MASTER RIBEYE (FM),0.0,2021-10-01 - 2023-10-03,125.8,125.8,2021-10-01 - 2023-10-03,2022-06-07,142.0,142.0,142.0
BRE011,CHILLED BEEF WAGYU CUBEROLL MB4/5 (AUST),0.0,2021-10-01 - 2023-10-03,76.0,76.0,2021-10-01 - 2023-10-03,2022-01-26,100.0,100.0,100.0
BRE011-01,3** BEEF- BEEF USDA BLACK ANGUS RIBEYE IBP-CHOICE 300GM/PKT,0.0,,,,2021-10-01 - 2023-10-03,2022-05-02,14.5,12.0,23.27
BRE012,BEEF- BEEF RIBEYE ROAST BLACK ANGUS 1KG/PKT,0.0,2021-10-01 - 2023-10-03,78.0,78.0,2021-10-01 - 2023-10-03,2021-12-23,78.5,78.5,78.5
BRE014,7** WAGYU RIBEYE MB6/7 ''SANCHOKU''**PKT (AUST),0.0,,,,2021-10-01 - 2023-10-03,2022-02-27,23.0,19.5,23.5
BRE014-02,2** F1 WAGYU RIBEYE MB4 ''SANCHOKU''**PKT (AUST),0.0,,,,2021-10-01 - 2023-10-03,2022-03-03,23.0,18.0,31.25
BRE016,"CHILLED BEEF RIBEYE ""A"" MIDFEILD-AUST 3.0-4.5KG",0.0,2023-04-01 - 2023-10-03,30.0,30.0,2023-04-01 - 2023-10-03,2023-09-19,35.0,35.0,35.0
BRF001,BEEF RIB FINGER (BEAUVALLET),0.0,2023-04-01 - 2023-10-03,8.3,9.83,2023-04-01 - 2023-10-03,2023-06-30,9.3,8.5,13.5
BRF002,BEEF RIB FINGER (BRAZIL-MINERVA),1330.44,2023-04-01 - 2023-10-03,7.8,8.8,2023-04-01 - 2023-10-03,2023-10-03,9.48,8.3,13.5
BRF003,BEEF RIB FINGER (ANGLO),0.0,2023-04-01 - 2023-10-03,7.7,7.8,2023-04-01 - 2023-10-03,2023-07-14,8.8,7.9,13.0
BSF001,BEEF- BEEF STIR FRY  (SADIA) 200GM X 20PKT,0.0,2021-10-01 - 2023-10-03,2.0,2.4,2021-10-01 - 2023-10-03,2022-12-17,3.2,2.5,3.8
BSF002,BEEF- BEEF STIR FRY (BUTHER'S RIDGE) 20X200gm,310.0,2023-04-01 - 2023-10-03,3.0,3.1,2023-04-01 - 2023-10-03,2023-10-03,4.0,3.35,4.0
BSH002,BEEF SHANK 2-3KG IWP (PLENA-BRAZIL),0.0,2021-10-01 - 2023-10-03,6.5,6.5,2021-10-01 - 2023-10-03,2021-12-16,8.0,6.7,9.0
BSH003,BEEF SHANK (MONDELLI-SA),0.0,2023-04-01 - 2023-10-03,5.29,5.4,2023-04-01 - 2023-10-03,2023-09-05,5.5,5.4,5.5
BSH004,BEEF SHIN/SHANK (MONDELI-BRAZIL),0.0,2023-04-01 - 2023-10-03,5.5,6.0,2023-04-01 - 2023-10-03,2023-05-23,7.95,5.7,8.8
BSH004-01,BEEF SHIN CUBE 3.5CM X 3.5CM,0.0,2023-04-01 - 2023-10-03,5.3,5.4,2023-04-01 - 2023-10-03,2023-10-02,7.2,6.2,8.5
BSH004-02,BEEF SHIN CUBE  3CM X 3CM X 3CM,48.7,2023-04-01 - 2023-10-03,5.4,5.4,2023-04-01 - 2023-10-03,2023-09-28,7.0,6.9,8.0
BSH004-03,BEEF SHIN CUBE 1.3' X 1.3',0.0,,,,2021-10-01 - 2023-10-03,2021-11-12,9.0,9.0,9.0
BSH004-04,BEEF SHIN CUBE 4CM X 4CM X 4CM,0.0,2023-04-01 - 2023-10-03,5.3,5.4,2023-04-01 - 2023-10-03,2023-10-03,7.6,7.6,7.6
BSH005,BEEF SHIN (FRIBOI-SA),141.79,2023-04-01 - 2023-10-03,4.98,5.5,2023-04-01 - 2023-10-03,2023-09-27,6.75,5.3,9.0
BSH010,BEEF SHIN SHANK FRIGORIFICO SILVA-BRAZIL,506.89,2023-04-01 - 2023-10-03,5.3,5.3,2023-04-01 - 2023-10-03,2023-10-03,6.97,5.5,8.8
BSL001-01,BEEF STRIPLOIN ANGUS GRAIN FED 150DAYS,0.0,2021-10-01 - 2023-10-03,31.0,35.0,2021-10-01 - 2023-10-03,2022-02-03,37.0,33.0,37.0
BSL001-02,BEEF STRIPLOIN (FRIBOI-SA),112.38,2023-04-01 - 2023-10-03,8.0,9.8,2023-04-01 - 2023-10-03,2023-10-01,13.5,9.85,14.0
BSL001-03,BEEF STRIPLOIN (BEAUVALLET-BRAZIL),0.0,2023-04-01 - 2023-10-03,9.3,9.5,2023-04-01 - 2023-10-03,2023-07-25,9.8,9.65,14.0
BSL001-04,BEEF STRIPLOIN AUST (HARVEY/HILLTOP-AUST),0.0,,,,2023-04-01 - 2023-10-03,2023-07-20,13.5,13.5,13.5
BSL001-05,CHILLED BEEF STRIPLOIN (PS NZ SILVERFERN / AUST MIDFIELD)),0.0,2021-10-01 - 2023-10-03,19.0,20.5,2023-04-01 - 2023-10-03,2023-04-17,20.0,20.0,20.0
BSL001-07,BEEF STRIPLOIN A5 (FM),0.0,2021-10-01 - 2023-10-03,125.8,132.0,2021-10-01 - 2023-10-03,2022-09-03,170.0,132.0,185.0
BSL001-12,5** BEEF STRIPLOIN CHILLED 'YP' UNION STATION **PKT,0.0,,,,2021-10-01 - 2023-10-03,2022-03-04,6.2,6.0,8.0
BSL001-13,1** A5 JAPANESE WAGYU STEAK 300GM/PKT,0.0,,,,2021-10-01 - 2023-10-03,2022-03-26,70.0,45.0,70.0
BSL001-14,BEEF STRIPLOIN STEAK **AUST - HILLTOP** 200GM/PCS,0.0,,,,2021-10-01 - 2023-10-03,2022-03-04,5.26,3.3,5.26
BSL001-16,JAPANESE BEEF A4 WAGYU MASTER STRIPLOIN(FM),0.0,2023-04-01 - 2023-10-03,120.58,120.58,2023-04-01 - 2023-10-03,2023-06-06,150.0,150.0,150.0
BSP001,BEEF SHORT PLATE BONELESS CUT 2,0.0,,,,2023-04-01 - 2023-10-03,2023-06-21,10.5,10.5,11.0
BSP002,BEEF SHORT PLATE BONELESS CROSS CUT,0.0,,,,2023-04-01 - 2023-10-03,2023-06-25,10.5,10.0,10.5
BSP003,BEEF SHORT PLATE BONELESS (USA-AHL),118.92,2023-04-01 - 2023-10-03,7.5,9.5,2023-04-01 - 2023-10-03,2023-10-03,10.5,8.5,14.8
BSP004,BEEF SHORT PLATE BONELESS 2MM 1KG/PKT,49.0,2021-10-01 - 2023-10-03,10.5,10.5,2023-04-01 - 2023-10-03,2023-10-03,11.8,10.7,14.5
BSP004-02,BEEF SHORT PLATE BONELESS 1.2CM 1KG/PKT,0.0,,,,2023-04-01 - 2023-10-03,2023-06-23,12.5,12.5,12.5
